name,prev_eps_yoy,eps,advice,prev_year,price,est_price,pe,status,expansion,gm,eps_yoy,om,rev_yoy,prev_rev_yoy,prev_eps,date,symbol
致茂,122.05,9.12,❌ 暫避觀望,2025,2180.0,1022.4,31.983568075117372,🏰 高護城河,-103.72999999999999,60.80%,82.16,34.82%,185.89,31.05,27.7,2026-03,2360.TW
群翊,-9.46,3.73,⚪ 中性觀察,2025,346.5,528.9000000000001,9.826999432785025,📉 獲利侵蝕,-103.95,N/A,-11.4,N/A,92.55,3.07,15.06,2026-03,6664.TWO
傳奇,-59.0,0.42,❌ 暫避觀望,2025,83.0,79.64999999999999,15.630885122410547,📉 獲利侵蝕,-104.03,N/A,-48.78,N/A,55.25,-25.18,1.96,2026-03,4994.TW
普萊德,-3.37,2.1,⚪ 中性觀察,2025,157.5,305.25,7.739557739557739,📉 獲利侵蝕,-104.44,N/A,0.0,N/A,104.44,0.24,8.32,2026-03,6263.TWO
宜鼎,75.21,57.49,⚪ 中性觀察,2025,1290.0,1460.5500000000002,13.24843380918147,⚠️ 獲利稀釋,-104.47000000000003,N/A,1441.85,N/A,1546.32,59.96,21.72,2026-03,5289.TWO
致和證,56.1,3.4,⚪ 中性觀察,2025,35.5,100.5,5.298507462686567,⚠️ 獲利稀釋,-104.48999999999995,N/A,390.6,N/A,495.09,42.16,2.56,2026-03,5864.TWO
東華,-373.33,-0.75,⚪ 數據不足,2025,17.6000003815,-87.00000000000001,0.0,🏰 高護城河,-104.86,208.69%,-9.09,-991.43%,95.77,-48.0,-1.29,2026-03,1418.TW
豆府,-3.09,4.08,⚪ 中性觀察,2025,179.5,557.25,4.831763122476447,🏰 高護城河,-105.65,52.30%,6.25,11.29%,111.9,11.58,15.04,2026-03,2752.TWO
材料*-KY,-92.76,1.13,⚪ 中性觀察,2025,48.3499984741,239.25,3.0313478667147336,🏰 高護城河,-106.18,57.83%,-94.5,50.09%,11.68,-15.8,6.1,2026-03,4763.TW
威剛,144.7,30.05,⚪ 中性觀察,2025,407.0,1017.0,6.002949852507375,⚠️ 獲利稀釋,-106.47000000000003,48.37%,1706.79,35.36%,1813.26,32.13,23.18,2026-03,3260.TWO
佳穎,34.17,0.34,⚪ 中性觀察,2025,67.5,136.35,7.425742574257426,📉 獲利侵蝕,-107.1,21.56%,-84.96,5.55%,22.14,84.93,3.39,2026-03,3310.TWO
聯策,24.77,1.63,❌ 暫避觀望,2025,172.5,55.04999999999999,47.00272479564033,⚠️ 獲利稀釋,-107.41000000000003,N/A,328.95,N/A,436.36,30.53,1.38,2026-03,6658.TW
喬福,-47.64,0.32,⚪ 中性觀察,2025,19.3500003815,31.5,9.214285895952381,📉 獲利侵蝕,-107.52,N/A,-36.0,N/A,71.52,-0.53,1.11,2026-03,1540.TW
科妍,-35.61,0.29,⚪ 中性觀察,2025,42.75,67.2,9.542410714285714,🏰 高護城河,-107.71000000000001,75.32%,-63.29,19.86%,44.42,0.37,2.24,2026-03,1786.TW
優群,12.8,2.82,⚪ 中性觀察,2025,127.5,453.6,4.216269841269841,📉 獲利侵蝕,-109.0,49.95%,-4.73,28.69%,104.27,19.44,12.69,2026-03,3217.TWO
印能科技,-26.31,14.68,❌ 暫避觀望,2025,2810.0,1336.05,31.548220500729766,⚠️ 獲利稀釋,-109.34,N/A,43.77,N/A,153.11,27.91,33.5,2026-03,7734.TWO
虎門科技,0.0,1.64,⚪ 中性觀察,2025,99.5,168.75,8.844444444444445,⚠️ 獲利稀釋,-109.71,N/A,78.26,N/A,187.97,19.26,4.16,2026-03,6791.TWO
欣大健康,-14.62,-0.39,⚪ 數據不足,2025,48.7999992371,-74.55000000000001,0.0,📉 獲利侵蝕,-109.91999999999999,30.43%,-14.71,-23.61%,95.21,-15.0,-1.96,2026-03,4198.TWO
大車隊,0.9,2.36,⚪ 中性觀察,2025,155.0,333.29999999999995,6.975697569756976,🏰 高護城河,-110.06,51.63%,9.77,21.47%,119.83,4.37,9.01,2026-03,2640.TWO
璟德,51.69,1.39,⚪ 中性觀察,2025,226.0,391.95000000000005,8.649062380405663,📉 獲利侵蝕,-110.48,44.03%,-4.79,18.21%,105.69,-15.61,9.42,2026-03,3152.TWO
伯特光,-8.36,1.01,❌ 暫避觀望,2025,119.0,100.35000000000001,17.78774289985052,📉 獲利侵蝕,-110.68,N/A,-46.56,N/A,64.12,35.45,2.86,2026-03,6859.TWO
瑞昱,-4.02,8.44,⚪ 中性觀察,2025,696.0,1165.6499999999999,8.956376270750226,📉 獲利侵蝕,-111.19,48.08%,-9.48,8.88%,101.71,8.21,28.77,2026-03,2379.TW
台灣高鐵,1.74,0.37,⚪ 中性觀察,2025,26.0,45.75000000000001,8.524590163934425,⚠️ 獲利稀釋,-111.27,43.22%,12.12,38.82%,123.39,2.75,1.17,2026-03,2633.TW
力特,-49.5,0.45,⚪ 中性觀察,2025,21.1000003815,34.5,9.173913209347827,⚠️ 獲利稀釋,-111.60000000000001,33.67%,2.33,15.38%,113.93,-0.63,1.01,2026-03,3051.TW
永信建,-80.85,0.87,⚪ 中性觀察,2025,53.0999984741,119.39999999999999,6.6708540796608045,📉 獲利侵蝕,-112.39,N/A,-35.56,N/A,76.83,-74.75,3.07,2026-03,5508.TWO
台灣精銳,-15.13,3.56,❌ 暫避觀望,2025,442.0,438.9,15.105946684894054,🏰 高護城河,-112.84,51.18%,-14.42,30.40%,98.42,1.32,12.0,2026-03,4583.TW
凌網,23.44,0.54,⚪ 中性觀察,2025,46.2000007629,122.09999999999998,5.675675769398035,⚠️ 獲利稀釋,-112.86,N/A,12.5,N/A,125.36,15.91,4.74,2026-03,5212.TWO
豐謙,-116.36,-0.04,⚪ 數據不足,2025,30.3500003815,-3.9000000000000004,0.0,📉 獲利侵蝕,-113.7,N/A,-100.0,N/A,13.7,-98.98,-0.09,2026-03,5523.TWO
凡甲,5.64,4.7,⚪ 中性觀察,2025,273.0,633.6,6.463068181818182,⚠️ 獲利稀釋,-113.8,48.09%,14.99,32.41%,128.79,22.33,16.97,2026-03,3526.TWO
雅特力-KY,24.55,1.16,⚪ 數據不足,2025,190.0,0.0,0.0,⚠️ 獲利稀釋,-113.94999999999999,N/A,289.29,N/A,403.24,1.91,2.08,2026-03,6907.TWO
東聯互動,44.26,2.8,⚪ 中性觀察,2025,165.0,545.5500000000001,4.536706076436623,⚠️ 獲利稀釋,-114.82000000000001,N/A,2.94,N/A,117.76,30.15,14.61,2026-03,7738.TWO
伯鑫,-48.04,1.83,⚪ 中性觀察,2025,123.0,183.6,10.049019607843137,⚠️ 獲利稀釋,-114.91999999999999,N/A,50.0,N/A,164.92,-3.05,5.44,2026-03,6904.TWO
李洲,-207.69,0.52,⚪ 數據不足,2025,23.8999996185,-67.35000000000001,0.0,🔄 轉虧為盈,-115.12,38.23%,154.74,-18.85%,269.86,10.12,-1.4,2026-03,3066.TWO
潤泰全,-28.5,2.59,⚪ 中性觀察,2025,56.9000015259,339.15,2.5165856490888987,🏰 高護城河,-115.60000000000001,58.30%,-18.06,5.98%,97.54,-16.33,9.29,2026-03,2915.TW
景岳,0.0,0.05,⚪ 中性觀察,2025,16.0,17.700000000000003,13.559322033898303,📉 獲利侵蝕,-116.14000000000001,N/A,-73.68,N/A,42.46,4.11,0.66,2026-03,3164.TW
王品,2.75,5.04,⚪ 中性觀察,2025,229.5,614.25,5.604395604395604,⚠️ 獲利稀釋,-117.19999999999999,47.07%,14.09,7.36%,131.29,5.21,16.02,2026-03,2727.TW
訊聯,-38.61,0.25,❌ 暫避觀望,2025,59.0,37.8,23.41269841269841,🏰 高護城河,-117.75,56.51%,-17.86,-0.97%,99.89,1.19,1.02,2026-03,1784.TWO
晶碩,-11.08,6.06,⚪ 中性觀察,2025,366.5,789.0,6.9676806083650185,📉 獲利侵蝕,-118.16000000000001,N/A,-3.51,N/A,114.65,3.26,20.87,2026-03,6491.TW
叡揚,20.95,1.39,⚪ 中性觀察,2025,95.0999984741,262.2,5.440503345200229,📉 獲利侵蝕,-119.32,N/A,0.0,N/A,119.32,16.33,7.41,2026-03,6752.TWO
聯發科,-1.14,15.17,❌ 暫避觀望,2025,4720.0,2535.1499999999996,27.927341577421455,📉 獲利侵蝕,-119.82,46.13%,-17.75,14.55%,102.07,12.32,66.16,2026-03,2454.TW
創惟,66.87,1.34,⚪ 中性觀察,2025,92.4000015259,230.1,6.023468156838331,📉 獲利侵蝕,-119.94,N/A,-42.98,N/A,76.96,27.6,5.62,2026-03,6104.TWO
德鴻,58.93,0.27,⚪ 中性觀察,2025,25.0,72.30000000000001,5.186721991701244,📉 獲利侵蝕,-120.44,N/A,-15.62,N/A,104.82,30.1,2.0,2026-03,6910.TWO
華軒,35.27,-1.32,⚪ 數據不足,2025,31.25,-137.1,0.0,📉 獲利侵蝕,-120.76,41.62%,-120.75,-45.63%,0.01,-45.74,-3.19,2026-03,2740.TWO
創威,18.9,0.65,❌ 暫避觀望,2025,96.1999969482,72.30000000000001,19.95850559091286,⚠️ 獲利稀釋,-121.67,N/A,41.3,N/A,162.97,16.68,1.95,2026-03,6530.TWO
嘉雨思-創,-55.26,-0.27,❌ 暫避觀望,2025,63.0,7.649999999999999,123.52941176470591,🌑 雙重衰退,-121.88,N/A,-175.0,N/A,-53.12,28.45,0.35,2026-03,6921.TW
竑騰,60.48,7.0,❌ 暫避觀望,2025,1500.0,748.35,30.066145520144318,⚠️ 獲利稀釋,-121.99000000000001,N/A,74.56,N/A,196.55,62.42,20.5,2026-03,7751.TWO
倉和,-87.49,0.9,❌ 暫避觀望,2025,338.5,74.55,68.10865191146881,📉 獲利侵蝕,-122.89,N/A,-12.87,N/A,110.02,-34.5,1.15,2026-03,6538.TWO
裕融,-12.45,1.82,⚪ 中性觀察,2025,80.3000030518,288.15000000000003,4.180114682550755,📉 獲利侵蝕,-123.75,N/A,-7.91,N/A,115.84,-4.66,7.68,2026-03,9941.TW
長虹,-23.57,0.19,⚪ 中性觀察,2025,74.5,140.85000000000002,7.933972310969116,📉 獲利侵蝕,-124.1,N/A,-79.31,N/A,44.79,-29.66,6.0,2026-03,5534.TW
常廣,-10.33,0.44,⚪ 中性觀察,2025,31.7999992371,78.89999999999999,6.045627231387833,📉 獲利侵蝕,-124.7,N/A,-18.52,N/A,106.18,7.33,2.14,2026-03,6730.TWO
新巨,-10.32,1.05,⚪ 中性觀察,2025,54.2999992371,141.3,5.764331129203822,⚠️ 獲利稀釋,-124.86,49.30%,2.97,35.64%,127.83,-2.6,3.91,2026-03,2420.TW
基亞,46.94,-0.38,⚪ 數據不足,2025,34.9500007629,-9.600000000000001,0.0,🏰 高護城河,-124.99,56.72%,-151.35,-48.58%,-26.36,15.28,-0.78,2026-03,3176.TWO
日成-KY,84.62,1.7,⚪ 數據不足,2025,29.25,-3.4499999999999997,0.0,🔄 轉虧為盈,-125.00999999999999,18.47%,644.0,4.68%,769.01,19.6,-0.24,2026-03,4807.TW
科定,-18.72,0.95,⚪ 中性觀察,2025,121.5,135.6,13.440265486725664,⚠️ 獲利稀釋,-127.46000000000001,N/A,20.78,N/A,148.24,3.86,3.92,2026-03,6655.TW
新零售,41.67,-0.24,⚪ 數據不足,2025,11.6000003815,-23.400000000000002,0.0,🏰 高護城河,-127.63,73.88%,-41.18,-74.64%,86.45,5.58,-0.56,2026-03,3085.TWO
捷流閥業,-42.92,1.76,⚪ 中性觀察,2025,81.0999984741,195.6,6.219325036357363,⚠️ 獲利稀釋,-127.81999999999996,31.57%,170.77,12.43%,298.59,-5.55,5.03,2026-03,4580.TWO
前鼎,-29.79,0.76,❌ 暫避觀望,2025,249.0,75.3,49.60159362549801,⚠️ 獲利稀釋,-127.85000000000001,46.40%,1.33,17.75%,129.18,-12.98,1.98,2026-03,4908.TWO
嘉澤,-15.21,21.37,⚪ 中性觀察,2025,1575.0,2491.8,9.481098001444739,🏰 高護城河,-128.04,51.54%,5.34,29.92%,133.38,12.28,70.17,2026-03,3533.TW
耕興,-14.93,2.97,⚪ 中性觀察,2025,181.0,405.75,6.691312384473197,⚠️ 獲利稀釋,-128.85,N/A,4.21,N/A,133.06,-1.34,10.77,2026-03,6146.TWO
寶雅,10.48,9.3,⚪ 中性觀察,2025,71.5,1085.5500000000002,0.987978444106674,⚠️ 獲利稀釋,-129.17000000000002,N/A,24.33,N/A,153.5,7.16,29.54,2026-03,5904.TWO
創為精密,7.23,1.08,⚪ 中性觀察,2025,49.7999992371,130.65,5.7175659284845,⚠️ 獲利稀釋,-129.32000000000002,N/A,3.92,N/A,133.24,27.05,3.59,2026-03,6899.TWO
友霖,79.17,0.16,⚪ 中性觀察,2025,23.8500003815,28.35,12.61904782089947,🏰 高護城河,-130.9,60.10%,-30.43,23.50%,100.47,14.52,0.9,2026-03,4166.TWO
新代,51.69,15.38,❌ 暫避觀望,2025,2215.0,1357.5,24.475138121546962,⚠️ 獲利稀釋,-131.37,N/A,103.4,N/A,234.77,29.17,35.12,2026-03,7750.TW
詮欣,-25.66,0.38,⚪ 中性觀察,2025,63.0999984741,71.55,13.228511210503145,📉 獲利侵蝕,-132.45,N/A,-45.71,N/A,86.74,-3.02,2.0,2026-03,6205.TW
立積,56.47,0.58,❌ 暫避觀望,2025,88.8000030518,68.55000000000001,19.43107287785558,⚠️ 獲利稀釋,-132.72000000000003,N/A,107.14,N/A,239.86,2.24,2.66,2026-03,4968.TW
同亨,382.35,0.7,⚪ 中性觀察,2025,25.6499996185,67.64999999999999,5.687361334478936,📉 獲利侵蝕,-133.04999999999998,N/A,-5.56,N/A,127.49,12.01,1.69,2026-03,5490.TWO
家登,-22.51,2.55,❌ 暫避觀望,2025,535.0,282.3,28.427205100956428,⚠️ 獲利稀釋,-133.55,43.28%,15.91,17.47%,149.46,12.26,9.43,2026-03,3680.TWO
寶陞,-2.28,0.4,⚪ 中性觀察,2025,38.2999992371,77.25,7.436893055747573,⚠️ 獲利稀釋,-133.64,48.05%,2.56,9.02%,136.2,1.84,2.14,2026-03,2948.TWO
弘塑,56.98,16.11,❌ 暫避觀望,2025,2460.0,1553.55,23.752051752437968,⚠️ 獲利稀釋,-134.24,42.10%,81.01,29.56%,215.25,59.93,45.48,2026-03,3131.TWO
台南-KY,-41.32,0.11,⚪ 中性觀察,2025,37.3499984741,42.45,13.197879319469964,📉 獲利侵蝕,-134.56,N/A,-70.27,N/A,64.29,-7.04,0.98,2026-03,5906.TW
大城地產,-33.33,0.08,⚪ 中性觀察,2025,26.2999992371,158.10000000000002,2.4952560946015176,⚠️ 獲利稀釋,-135.08,N/A,166.67,N/A,301.75,-35.35,3.82,2026-03,6171.TWO
耀登,-51.49,-0.02,❌ 暫避觀望,2025,90.1999969482,15.3,88.43136955705882,⚠️ 獲利稀釋,-136.5,41.30%,90.48,7.58%,226.98,2.05,1.5,2026-03,3138.TW
尚凡*,56.72,0.29,⚪ 中性觀察,2025,24.0,38.849999999999994,9.266409266409267,📉 獲利侵蝕,-136.71,N/A,-21.62,N/A,115.09,18.28,1.05,2026-03,5278.TWO
富致,-27.37,0.74,⚪ 中性觀察,2025,78.1999969482,93.15,12.59259210115942,📉 獲利侵蝕,-136.76,N/A,-11.9,N/A,124.86,3.61,2.6,2026-03,6642.TWO
加捷生醫,-80.37,0.15,⚪ 中性觀察,2025,11.0,13.35,12.359550561797752,⚠️ 獲利稀釋,-136.98000000000002,24.70%,45.45,-7.54%,182.43,-9.62,0.43,2026-03,4109.TWO
鑫創電子,-106.78,0.08,⚪ 數據不足,2025,53.2999992371,-35.849999999999994,0.0,🔄 轉虧為盈,-137.41,N/A,100.0,N/A,237.41,-15.41,-0.29,2026-03,6680.TWO
東陽,-13.11,1.62,⚪ 數據不足,2025,0.0,0.0,0.0,📉 獲利侵蝕,-137.46,33.68%,-34.68,18.07%,102.78,-1.96,6.43,2026-03,1319.TW
保勝光學,-55.59,0.52,❌ 暫避觀望,2025,65.0,45.3,21.52317880794702,📉 獲利侵蝕,-137.54000000000002,N/A,-35.0,N/A,102.54,-1.73,1.63,2026-03,6517.TWO
農林,31.82,-0.04,⚪ 數據不足,2025,11.0500001907,-5.7,0.0,📉 獲利侵蝕,-137.61,40.70%,0.0,-7.01%,137.61,9.13,-0.15,2026-03,2913.TW
可寧衛*,-87.79,0.21,⚪ 中性觀察,2025,26.2999992371,299.54999999999995,1.3169754249924888,📉 獲利侵蝕,-137.88,N/A,-94.21,N/A,43.67,-7.53,1.29,2026-03,8422.TW
飛捷,-0.43,2.51,⚪ 中性觀察,2025,135.0,277.65000000000003,7.293354943273905,⚠️ 獲利稀釋,-138.13,N/A,10.57,N/A,148.7,9.26,6.9,2026-03,6206.TW
瑞耘,81.39,0.84,⚪ 中性觀察,2025,96.4000015259,175.2,8.25342478817637,📉 獲利侵蝕,-138.3,N/A,-34.88,N/A,103.42,-6.21,7.31,2026-03,6532.TWO
蒙恬,34.19,-0.18,⚪ 數據不足,2025,20.2999992371,-33.3,0.0,⚠️ 獲利稀釋,-138.5,N/A,35.71,N/A,174.21,34.16,-0.77,2026-03,5211.TWO
鼎天,-33.45,0.11,⚪ 中性觀察,2025,44.75,83.55000000000001,8.03411131059246,⚠️ 獲利稀釋,-138.67999999999998,25.80%,173.33,1.28%,312.01,10.49,1.95,2026-03,3306.TWO
博大,-4.63,1.75,⚪ 中性觀察,2025,127.5,223.8,8.545576407506703,⚠️ 獲利稀釋,-138.73,N/A,10.06,N/A,148.79,15.04,6.18,2026-03,8109.TWO
東和,-19.23,0.06,❌ 暫避觀望,2025,17.7000007629,5.8500000000000005,45.38461734076923,⚠️ 獲利稀釋,-139.09000000000003,15.75%,400.0,-3.56%,539.09,-10.66,0.19,2026-03,1414.TW
君曜,-47.4,0.1,⚪ 中性觀察,2025,37.5,78.0,7.211538461538462,📉 獲利侵蝕,-139.35,N/A,-87.95,N/A,51.4,12.79,3.0,2026-03,7770.TWO
中華資安,2.97,3.38,⚪ 中性觀察,2025,215.0,440.70000000000005,7.31790333560245,⚠️ 獲利稀釋,-139.45,N/A,2.74,N/A,142.19,3.64,11.47,2026-03,7765.TW
生合,-6.08,0.39,⚪ 中性觀察,2025,45.5,193.95,3.5189481825212683,📉 獲利侵蝕,-139.69,49.97%,-69.05,11.73%,70.64,4.97,5.29,2026-03,1295.TWO
迅杰,-147.27,-0.03,⚪ 數據不足,2025,37.4000015259,-18.6,0.0,📉 獲利侵蝕,-140.07,N/A,-109.68,N/A,30.39,-12.93,-0.52,2026-03,6243.TW
君帆,-4.72,0.91,⚪ 中性觀察,2025,38.0499992371,134.39999999999998,4.246651700569197,📉 獲利侵蝕,-140.25,34.23%,-31.58,12.30%,108.67,-1.51,3.43,2026-03,4584.TWO
瓦城,-24.75,1.64,⚪ 中性觀察,2025,155.0,290.85,7.993811242908715,📉 獲利侵蝕,-140.68,N/A,-36.22,N/A,104.46,0.46,6.76,2026-03,2729.TWO
智原,-29.75,0.4,❌ 暫避觀望,2025,179.0,99.74999999999999,26.91729323308271,📉 獲利侵蝕,-141.57,42.16%,-69.92,2.86%,71.65,62.61,2.81,2026-03,3035.TW
迅德,-48.05,0.73,❌ 暫避觀望,2025,66.0999984741,52.95,18.725212032322947,⚠️ 獲利稀釋,-141.77,N/A,102.78,N/A,244.55,-3.28,2.0,2026-03,6292.TWO
致新,-0.84,4.62,⚪ 中性觀察,2025,247.5,659.1,5.632680928538916,📉 獲利侵蝕,-141.78,N/A,-4.18,N/A,137.6,5.0,17.76,2026-03,8081.TW
明達醫,15.63,1.33,⚪ 中性觀察,2025,77.4000015259,215.7,5.382475766752434,📉 獲利侵蝕,-141.87,N/A,-8.28,N/A,133.59,9.33,5.8,2026-03,6527.TWO
益得,18.35,-0.63,⚪ 數據不足,2025,24.2999992371,-88.05,0.0,⚠️ 獲利稀釋,-141.93,N/A,1.56,N/A,143.49,170.31,-2.57,2026-03,6461.TWO
裕山,-39.84,0.64,⚪ 中性觀察,2025,28.3500003815,127.64999999999999,3.3313748979435958,📉 獲利侵蝕,-142.2,N/A,-52.24,N/A,89.96,-27.76,3.09,2026-03,7715.TWO
亞德客-KY,10.18,13.35,⚪ 中性觀察,2025,1305.0,1583.5500000000002,12.361466325660698,⚠️ 獲利稀釋,-142.26,47.51%,37.91,31.25%,180.17,11.97,42.0,2026-03,1590.TW
正峰,6.47,-1.11,⚪ 數據不足,2025,8.8000001907,-39.0,0.0,📉 獲利侵蝕,-142.72,32.24%,-91.38,-58.77%,51.34,1.9,-1.59,2026-03,1538.TW
凱鈺,-246.15,0.12,⚪ 數據不足,2025,27.8999996185,-13.65,0.0,🔄 轉虧為盈,-143.05,N/A,300.0,N/A,443.05,36.88,-0.65,2026-03,5468.TWO
聯詠,-19.62,6.19,⚪ 中性觀察,2025,545.0,1029.8999999999999,7.937663850859307,📉 獲利侵蝕,-143.09,38.19%,-28.44,16.92%,114.65,-2.07,26.87,2026-03,3034.TW
雷虎,14.0,0.34,❌ 暫避觀望,2025,171.5,35.24999999999999,72.97872340425533,⚠️ 獲利稀釋,-144.31,N/A,41.67,N/A,185.98,14.37,0.58,2026-03,8033.TW
譜瑞-KY,6.64,6.77,⚪ 中性觀察,2025,540.0,1293.4499999999998,6.262321697784994,📉 獲利侵蝕,-144.99,N/A,-19.19,N/A,125.8,1.76,34.51,2026-03,4966.TWO
鴻勁,110.03,25.7,❌ 暫避觀望,2025,6475.0,2791.5,34.79312197743149,⚠️ 獲利稀釋,-145.23999999999998,N/A,61.74,N/A,206.98,116.34,75.71,2026-03,7769.TW
晶達,-50.22,1.01,⚪ 中性觀察,2025,49.5999984741,72.45,10.26915082279503,⚠️ 獲利稀釋,-145.57999999999998,N/A,92.31,N/A,237.89,-7.32,2.25,2026-03,4995.TWO
訊映,-10.94,0.39,❌ 暫避觀望,2025,14.8000001907,11.549999999999999,19.220779468441563,⚠️ 獲利稀釋,-145.98999999999998,N/A,123.53,N/A,269.52,-6.81,0.58,2026-03,4155.TW
味王,-23.5,0.49,⚪ 中性觀察,2025,44.9000015259,63.3,10.639810788127964,📉 獲利侵蝕,-146.18,33.56%,-15.52,14.34%,130.66,-10.06,1.81,2026-03,1203.TW
昶瑞機電,-50.94,0.5,⚪ 中性觀察,2025,74.5,130.35000000000002,8.573072497123128,📉 獲利侵蝕,-146.45999999999998,N/A,-66.89,N/A,79.57,-15.67,3.29,2026-03,7642.TWO
捷創科技,47.62,1.83,❌ 暫避觀望,2025,221.5,202.2,16.431750741839764,⚠️ 獲利稀釋,-147.03,N/A,30.71,N/A,177.74,34.56,6.25,2026-03,7810.TWO
智通*,-7.07,0.53,⚪ 中性觀察,2025,92.3000030518,107.1,12.927171295770309,📉 獲利侵蝕,-147.64000000000001,N/A,-39.77,N/A,107.87,51.84,1.85,2026-03,8932.TWO
聯寶,-5.93,0.32,⚪ 中性觀察,2025,40.0,41.699999999999996,14.388489208633095,⚠️ 獲利稀釋,-147.67999999999998,N/A,3.33,N/A,151.01,2.84,1.13,2026-03,6821.TWO
達興材料,32.55,2.21,❌ 暫避觀望,2025,290.0,275.1,15.812431842966195,⚠️ 獲利稀釋,-147.81,N/A,17.55,N/A,165.36,12.43,7.37,2026-03,5234.TW
三能-KY,-25.47,0.26,⚪ 中性觀察,2025,23.0,76.94999999999999,4.483430799220274,📉 獲利侵蝕,-148.18,N/A,-29.73,N/A,118.45,-2.1,2.37,2026-03,6671.TW
時報,3.23,0.18,⚪ 中性觀察,2025,18.6499996185,34.199999999999996,8.179824394078949,📉 獲利侵蝕,-148.53,N/A,-62.5,N/A,86.03,2.69,0.96,2026-03,8923.TWO
駐龍,-58.85,0.92,❌ 暫避觀望,2025,141.0,106.8,19.803370786516854,📉 獲利侵蝕,-148.87,N/A,-29.77,N/A,119.1,-23.02,3.0,2026-03,4572.TW
健策,49.96,9.53,❌ 暫避觀望,2025,5790.0,1359.6,63.879082082965574,📉 獲利侵蝕,-149.18,41.25%,-0.63,31.26%,148.55,42.0,36.75,2026-03,3653.TW
為升,-148.96,0.4,⚪ 數據不足,2025,89.8000030518,-24.3,0.0,🔄 轉虧為盈,-149.42000000000002,23.65%,-42.86,-15.73%,106.56,-21.77,-1.63,2026-03,2231.TW
安克,-10.0,-0.21,⚪ 數據不足,2025,15.4499998093,-33.75,0.0,⚠️ 獲利稀釋,-150.01,N/A,16.0,N/A,166.01,-42.69,-0.88,2026-03,4188.TWO
光鼎,38.64,0.01,⚪ 數據不足,2025,32.5999984741,-9.9,0.0,🔄 轉虧為盈,-150.05,N/A,111.11,N/A,261.16,-3.71,-0.28,2026-03,6226.TW
星亞,10.39,1.08,⚪ 中性觀察,2025,36.4500007629,157.95,3.461538533988604,⚠️ 獲利稀釋,-150.47,N/A,9.09,N/A,159.56,9.51,4.22,2026-03,7753.TWO
國光生,1.75,-0.44,⚪ 數據不足,2025,17.5,-47.25000000000001,0.0,⚠️ 獲利稀釋,-150.56,49.56%,17.31,23.11%,167.87,-9.99,-0.57,2026-03,4142.TW
力智,198.64,2.1,⚪ 中性觀察,2025,184.5,222.3,12.449392712550607,⚠️ 獲利稀釋,-150.93,N/A,41.89,N/A,192.82,23.89,6.58,2026-03,6719.TW
雍智科技,-12.9,6.23,❌ 暫避觀望,2025,1290.0,550.4999999999999,35.14986376021799,⚠️ 獲利稀釋,-151.18,N/A,64.88,N/A,216.06,23.03,15.42,2026-03,6683.TWO
華義*,-192.54,-0.01,⚪ 數據不足,2025,29.3999996185,-25.5,0.0,📉 獲利侵蝕,-152.4,44.07%,-104.55,-19.63%,47.85,5.99,-0.62,2026-03,3086.TWO
穎崴,40.24,19.54,❌ 暫避觀望,2025,7195.0,1842.6000000000001,58.57212634321068,⚠️ 獲利稀釋,-152.6,N/A,13.4,N/A,166.0,35.51,46.93,2026-03,6515.TW
辣椒,131.69,0.41,⚪ 中性觀察,2025,94.5999984741,144.9,9.792960504565217,📉 獲利侵蝕,-152.6,N/A,-82.61,N/A,69.99,786.25,3.14,2026-03,4946.TWO
奕力-KY,-39.39,0.58,⚪ 中性觀察,2025,30.7999992371,120.60000000000001,3.8308456762562186,📉 獲利侵蝕,-152.73000000000002,N/A,-69.68,N/A,83.05,-15.03,2.87,2026-03,6962.TW
聯發國際,61.83,0.51,⚪ 中性觀察,2025,64.0,125.39999999999999,7.6555023923444985,📉 獲利侵蝕,-152.76,49.60%,-3.85,5.94%,148.91,69.66,3.93,2026-03,2756.TWO
類比科,-33.77,0.24,❌ 暫避觀望,2025,61.9000015259,29.250000000000004,31.74359052610256,📉 獲利侵蝕,-153.12,38.12%,-27.27,-0.86%,125.85,4.92,1.0,2026-03,3438.TWO
鼎基,-45.5,1.86,⚪ 中性觀察,2025,103.5,210.0,7.392857142857143,📉 獲利侵蝕,-153.44,N/A,-28.46,N/A,124.98,-13.21,5.64,2026-03,6585.TW
聯德,-32.0,0.01,❌ 暫避觀望,2025,21.5499992371,7.95,40.6603759190566,📉 獲利侵蝕,-153.53,23.48%,-98.28,-362.94%,55.25,-88.36,0.68,2026-03,3308.TW
海悅,-51.27,0.16,⚪ 中性觀察,2025,71.3000030518,208.2,5.136887827939482,📉 獲利侵蝕,-153.63,34.04%,-93.37,22.47%,60.26,-27.63,6.85,2026-03,2348.TW
耿鼎,-45.98,0.53,⚪ 中性觀察,2025,26.2000007629,68.7,5.720524184039301,📉 獲利侵蝕,-154.0,N/A,-45.92,N/A,108.08,-12.78,1.95,2026-03,1524.TW
台航,3.25,0.71,⚪ 數據不足,2025,0.0,0.0,0.0,⚠️ 獲利稀釋,-154.59,46.23%,22.41,41.07%,177.0,-2.28,3.18,2026-03,2617.TW
笙泉,-22.38,-0.29,⚪ 數據不足,2025,24.25,-67.95,0.0,⚠️ 獲利稀釋,-154.6,34.82%,45.28,-12.95%,199.88,-11.1,-1.75,2026-03,3122.TWO
