代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6770.TW,力積電,74.9,57184,87,5053,20260813,346766,1495181,1148415,4.3x,12.46%,▲ 順勢追意
8112.TW,至上,97.8,5838,0,-69,20260813,55658,404754,349095,7.3x,9.89%,▲ 順勢追意
6213.TW,聯茂,469.0,2126,2,-88,20260813,14933,121107,106174,8.1x,25.07%,▲ 順勢追意
4938.TW,和碩,94.8,24644,-104,-2154,20260813,10439,64755,54315,6.2x,7.73%,▲ 順勢追意
6165.TW,浪凡,49.2,-61,0,-1,20260813,-44650,53,44704,-0.0x,-0.61%,★ 壓低偷買
6271.TW,同欣電,199.0,70,0,-42,20260813,-32633,10258,42891,-0.3x,3.65%,▲ 順勢追意
4989.TW,榮科,69.3,-234,0,3,20260813,-45037,-6467,38570,0.1x,2.36%,🚨 外資提款
8261.TW,富鼎,202.0,161,-5,75,20260813,-32785,4928,37713,-0.2x,8.31%,▲ 順勢追意
9904.TW,寶成,23.9,-3485,280,-118,20260813,-35452,300,35753,-0.0x,0.63%,▲ 順勢追意
9921.TW,巨大,105.0,1385,0,-57,20260813,672,29157,28485,43.4x,16.41%,▲ 順勢追意
6166.TW,凌華,137.0,-18,0,5,20260813,-22311,-1045,21265,0.0x,-5.52%,🚨 外資提款
4566.TW,時碩工業,75.5,1701,0,0,20260813,555,21375,20819,38.5x,8.79%,▲ 順勢追意
4763.TW,材料*-KY,51.6,-1565,-10,-171,20260813,-377,20316,20693,-53.9x,3.93%,▲ 順勢追意
8111.TWO,立��,58.1,12,0,-26,20260813,-12563,6378,18942,-0.5x,-7.19%,★ 壓低偷買
3711.TW,日月光投控,626.0,4762,-3376,156,20260813,-13751,129,13881,-0.0x,5.21%,▲ 順勢追意
8021.TW,尖點,429.0,-69,0,-19,20260813,-9413,3490,12903,-0.4x,2.75%,▲ 順勢追意
8110.TW,華東,46.15,562,0,-5,20260813,-9590,3074,12664,-0.3x,0.33%,★ 壓低偷買
6269.TW,台郡,65.0,-995,0,-107,20260813,5769,17360,11590,3.0x,0.78%,▲ 順勢追意
3576.TW,聯合再生,17.9,7049,0,4,20260813,87,9530,9442,108.8x,2.87%,▲ 順勢追意
6451.TW,訊芯-KY,436.0,-137,0,-10,20260813,-3301,4670,7971,-1.4x,-3.54%,★ 壓低偷買
9914.TW,美利達,85.5,-1940,0,-169,20260813,742,7960,7218,10.7x,7.55%,▲ 順勢追意
4906.TW,正文,36.6,542,0,57,20260813,-4155,2606,6762,-0.6x,3.10%,▲ 順勢追意
3661.TW,世芯-KY,4190.0,628,-281,19,20260813,-576,5754,6331,-10.0x,14.48%,▲ 順勢追意
6426.TW,統新,216.0,57,0,2,20260813,-2889,3130,6020,-1.1x,15.51%,▲ 順勢追意
5871.TW,中租-KY,114.0,-52,767,8,20260813,-24,5805,5829,-237.8x,4.59%,▲ 順勢追意
6443.TW,元晶,27.7,1481,0,73,20260813,-2635,3174,5810,-1.2x,3.75%,▲ 順勢追意
9105.TW,泰金寶-DR,8.3,-1206,0,1,20260813,-2816,2800,5616,-1.0x,1.47%,▲ 順勢追意
9933.TW,中鼎,42.2,1002,-6,-94,20260813,152,5536,5384,36.4x,13.59%,▲ 順勢追意
8081.TW,致新,269.0,64,-4,-4,20260813,372,5346,4973,14.4x,3.07%,▲ 順勢追意
8996.TW,高力,1285.0,-688,90,12,20260813,-14312,-9361,4950,0.7x,13.22%,🚨 外資提款
6834.TW,天二科技,107.5,-738,0,0,20260813,-11686,-6959,4726,0.6x,16.72%,🚨 外資提款
9934.TW,成霖,11.4,-1746,0,-20,20260813,239,4936,4697,20.7x,6.05%,▲ 順勢追意
8383.TWO,千附,70.8,58,0,38,20260813,-3706,955,4662,-0.3x,-1.26%,★ 壓低偷買
6108.TW,競國,21.7,1477,0,21,20260813,113,4735,4622,41.8x,20.56%,▲ 順勢追意
