日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-13,2317,鴻海,263.0,241.21,2000,43580,9.03%
2026-08-13,4142,國光生,17.4,25.32,1000,-7920,-31.28%
2026-08-13,0050,元大台灣50,104.25,46.6,16000,922400,123.71%
2026-08-13,0056,元大高股息,52.45,36.43,4000,64080,43.97%
2026-08-13,00635U,期元大S&P黃金,45.03,55.25,3000,-30660,-18.50%
2026-08-13,00738U,期元大道瓊白銀,51.15,66.26,1000,-15110,-22.80%
2026-08-13,00929,復華台灣科技優息,29.16,19.73,8000,75440,47.80%
2026-08-13,009816,凱基台灣TOP50,15.12,11.01,63000,258930,37.33%
2026-08-13,00990A,主動元大AI新經濟,16.03,11.48,5000,22750,39.63%
2026-08-13,2009,第一銅,40.05,50.56,4000,-42040,-20.79%
2026-08-13,2337,旺宏,132.5,95.28,2000,74440,39.06%
2026-08-13,2409,友達,26.1,16.21,2000,19780,61.01%
2026-08-13,3481,群創,50.1,25.1,4000,100000,99.60%
2026-08-13,3105,穩懋,371.0,556.47,300,-55641,-33.33%
2026-08-13,4966,譜瑞-KY,595.0,1921.64,1000,-1326640,-69.04%
2026-08-13,2327,國巨*,617.0,1030.0,1,-413,-40.10%
2026-08-13,00403A,主動統一升級50,9.9,10.68,26000,-20280,-7.30%
2026-08-13,00981A,主動統一台股增長,28.53,27.48,2000,2100,3.82%
2026-08-13,2330,台積電,2395.0,225.55,10,21694,961.85%
2026-08-13,6789,采鈺,440.0,593.5,400,-61400,-25.86%
2026-08-13,6849,奇鼎科技,151.5,266.4,280,-32172,-43.13%
2026-08-13,7853,政美應用,315.0,409.29,280,-26401,-23.04%
2026-08-13,3576,聯合再生,17.3,18.15,5000,-4250,-4.68%
2026-08-13,1721,三晃,19.8,27.88,3000,-24250,-28.99%
2026-08-13,8215,明基材,24.8,31.6,200,-1360,-21.52%
2026-08-13,00405A,主動富邦台灣龍耀,8.13,9.34,11000,-13310,-12.96%
2026-08-13,5498,凱崴,51.1,69.61,188,-3480,-26.59%
2026-08-13,1301,台塑,55.6,50.5,100,510,10.10%
2026-08-13,6498,久禾光,73.5,67.3,12,74,9.21%
2026-08-13,009821,野村稀土關鍵資源,14.91,17.3,12000,-28680,-13.82%
