股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,55.40,228,64.28,36.61,---,3.53%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,62.90,0,80.50,57.60,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,683.00,712,956.00,157.83,---,0.74%,趨勢運行 -> 進入盤整,無,無,ADX 為 19.70 (低於 20),進入盤整
00696,富邦美債20年,28.30,838,30.21,27.13,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.42%,均線糾擺
6153,嘉聯益,17.00,1952,24.45,13.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,185.00,12209,346.94,79.40,---,4.05%,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,62.10,364,98.20,37.00,---,3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.25,8,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
3479,安勤,129.50,2903,156.50,83.70,📅 預告 (20260819),5.22%,均線糾擺,無,連1日大跌,MA 乖離率僅 0.69%,均線糾擺
1789,神隆,18.45,582,28.25,16.65,📅 預告 (20260817),2.02%,均線糾擺,無,無,MA 乖離率僅 1.03%,均線糾擺
3171,炎洲流通,64.80,6,79.40,40.50,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.50%,均線糾擺
4721,美琪瑪,74.30,521,101.00,61.20,📅 預告 (20260817),3.35%,均線糾擺,無,無,MA 乖離率僅 1.48%,均線糾擺
911608,明輝-DR,2.63,1,3.51,2.53,---,1.89%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.22%,均線糾擺
6924,榮惠-KY創,115.50,11,193.50,47.80,---,7.45%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,488.00,5434,573.00,278.50,---,4.08%,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (488.00 > 1.5σ)，動能強勁,貼軌運行
3011,今皓,10.95,563,17.15,10.95,---,---,均線糾擺,無,無,MA 乖離率僅 1.36%,均線糾擺
00876,元大全球5G,91.05,138,107.70,37.15,---,---,均線糾擺,無,無,MA 乖離率僅 1.42%,均線糾擺
00676,富邦臺灣加權反1,5.53,9522,11.39,5.32,---,---,均線糾擺 -> 進入盤整,無,無,ADX 為 12.92 (低於 20),進入盤整
4961,天鈺,163.50,759,188.00,135.00,---,5.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,15.15,41,17.99,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.92%,均線糾擺
8114,振樺電,204.00,798,283.50,164.00,---,2.62%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.09%,均線糾擺
6638,沅聖,48.25,26,66.90,24.50,---,---,均線糾擺,無,無,MA 乖離率僅 1.14%,均線糾擺
8028,昇陽半導體,263.00,5579,356.50,138.50,---,1.49%,進入盤整,無,無,ADX 為 12.90 (低於 20),進入盤整
6972,博瑞達應材,24.40,15,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
6443,元晶,27.20,3270,52.30,11.95,---,1.64%,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
00990,主動元大AI新經濟,10.07,3146,10.11,9.99,---,---,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
2748,雲品,38.40,90,49.24,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
6525,捷敏-KY,145.00,2208,221.00,67.50,---,5.85%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
006205,富邦上証,40.86,266,42.30,32.44,---,---,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
6877,鏵友益,125.00,18,186.00,80.00,---,0.1%,進入盤整,無,無,ADX 為 16.32 (低於 20),進入盤整
4582,聚恆-創,25.50,204,43.20,17.05,---,---,資料不足 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,70.50,2,104.34,64.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.28%,均線糾擺
1802,台玻,57.90,25830,76.60,23.30,---,---,進入盤整,無,無,ADX 為 15.36 (低於 20),進入盤整
7642,昶瑞機電,78.80,73,129.00,63.20,---,4.08%,均線糾擺,無,無,MA 乖離率僅 0.44%,均線糾擺
9938,百和,42.40,894,60.40,42.00,---,5.67%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4442,竣邦-KY,52.70,75,72.60,45.75,---,5.25%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00635,期元大S&P黃金,44.81,6072,60.55,36.15,---,---,強勢突破 (軌外) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2408,南亞科,512.00,104243,514.00,42.20,---,0.32%,進入盤整 -> 貼軌運行,無,無,股價於高位貼軌 (512.00 > 1.5σ)，動能強勁,貼軌運行
2539,櫻花建,41.30,1006,57.09,33.20,---,0.83%,均線糾擺,無,無,MA 乖離率僅 0.53%,均線糾擺
2504,國產,30.45,2683,39.65,30.30,---,6.39%,均線糾擺,無,無,MA 乖離率僅 0.45%,均線糾擺
5546,永固-KY,13.75,15,28.00,13.35,---,6.57%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3086,華義*,26.50,124,43.50,13.35,---,0.17%,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.39%,均線糾擺
2395,研華,683.00,3170,698.00,273.50,---,2.49%,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3050,鈺德,11.45,1171,15.30,10.65,---,3.5%,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
00984,大華優利美A債15,15.97,1249,16.82,15.21,---,0.48%,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
6591,動力-KY,44.70,161,98.76,42.30,---,3.5%,均線糾擺,無,無,MA 乖離率僅 0.44%,均線糾擺
6176,瑞儀,0.00,0,139.27,82.30,---,7.07%,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6811,宏�硌穈T,236.00,83,263.00,182.50,---,3.86%,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
4544,春日,14.05,0,17.95,13.10,---,---,均線糾擺,無,無,MA 乖離率僅 0.82%,均線糾擺
9949,琉園,24.15,33,36.70,15.58,---,8.09%,均線糾擺,無,無,MA 乖離率僅 0.95%,均線糾擺
4510,高鋒,46.45,5683,55.20,33.00,---,4.14%,強勢突破 (軌外),無,無,股價衝破布林上軌 (45.97)，進入噴發段,強勢突破 (軌外)
6194,育富,29.70,51,39.65,29.20,---,5.78%,均線糾擺,無,無,MA 乖離率僅 0.17%,均線糾擺
6124,業強,27.60,22,37.95,23.30,---,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00757,統一FANG+,141.50,474,142.25,101.15,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2101,南港,31.55,9321,45.45,29.75,---,1.99%,均線糾擺 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (31.73),離開盤整 (向下)
00945,凱基美國非投等債,14.65,7024,14.72,13.23,---,0.6%,均線糾擺,無,無,MA 乖離率僅 0.05%,均線糾擺
4556,旭然,85.40,521,132.50,22.45,---,1.17%,趨勢運行,無,連2日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
1612,宏泰,34.80,839,40.65,29.60,---,5.79%,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (34.80 > 1.5σ)，動能強勁,貼軌運行
6624,萬年清,40.40,10,72.50,31.85,---,1.56%,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.18%,均線糾擺
3081,聯亞,2540.00,1446,3160.00,384.50,---,0.14%,強勢突破 (軌外) -> 進入盤整,無,無,ADX 為 9.70 (低於 20),進入盤整
9925,新保,40.10,448,40.60,38.16,---,---,均線糾擺,無,無,MA 乖離率僅 0.08%,均線糾擺
8446,華研,85.60,28,95.60,83.00,---,8.07%,均線糾擺,無,無,MA 乖離率僅 0.10%,均線糾擺
00685,群益臺灣加權正2,11.76,216564,329.55,9.16,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6446,藥華藥,1500.00,4008,1500.00,442.00,---,0.22%,貼軌運行,隔二漲,無,股價於高位貼軌 (1500.00 > 1.5σ)，動能強勁,貼軌運行
009813,貝萊德標普卓越50,11.47,2456,11.56,9.64,---,---,均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
6485,點序,62.40,640,124.50,50.00,---,0.96%,進入盤整,無,連1日大跌,ADX 為 11.07 (低於 20),進入盤整
6294,智基,28.85,38,56.63,26.30,---,5.98%,均線糾擺 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (28.63)，進入噴發段,強勢突破 (軌外)
5403,中菲,91.00,101,118.35,84.50,---,5.04%,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
6775,穎台科技,31.55,172,72.30,20.40,---,---,進入盤整,無,無,ADX 為 17.62 (低於 20),進入盤整
00981,平衡凱基雙核收息,10.48,5435,10.58,9.91,---,0.67%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.05%,均線糾擺
5455,昇益,0.00,0,32.00,22.55,---,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2374,佳能,70.50,2000,94.96,54.67,---,0.56%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6113,亞矽,24.65,140,29.85,18.45,---,1.65%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6912,益鈞環科*,11.75,97,20.40,11.65,---,---,均線糾擺,無,無,MA 乖離率僅 0.40%,均線糾擺
6804,明係,19.00,118,23.25,15.00,---,---,進入盤整,無,無,ADX 為 13.35 (低於 20),進入盤整
1443,立益物流,25.10,10,31.00,21.20,---,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (25.18),離開盤整 (向下)
6556,勝品,59.10,25,76.62,59.10,---,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (59.20),離開盤整 (向下)
2025,千興,12.60,369,15.30,9.01,---,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6141,柏承,35.00,959,46.00,10.25,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.18%,均線糾擺
5243,乙盛-KY,89.50,826,135.00,64.13,---,1.95%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4771,望隼,198.00,203,215.00,170.00,---,3.09%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2303,聯電,121.00,114700,178.50,40.40,---,6.06%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.67%,均線糾擺
3372,典範,15.70,596,25.65,12.95,---,---,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
4968,立積,94.30,448,166.50,87.60,---,0.76%,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
6158,禾昌,16.55,61,24.75,16.50,---,3.32%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8454,富邦媒,262.50,402,439.50,170.00,---,4.28%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5603,陸海,14.15,64,20.75,14.00,---,4.6%,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
8433,弘帆,54.80,15,59.80,46.57,---,7.64%,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
00991,主動復華未來50,18.24,124724,21.33,9.66,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1540,喬福,19.20,181,28.45,18.80,---,5.35%,均線糾擺,無,無,MA 乖離率僅 1.13%,均線糾擺
2417,圓剛,45.00,949,56.90,33.40,📅 預告 (20260827),0.55%,強勢突破 (軌外) -> 進入盤整,無,無,ADX 為 18.53 (低於 20),進入盤整
2402,毅嘉,54.80,1238,77.70,40.40,---,4.8%,均線糾擺,無,無,MA 乖離率僅 0.78%,均線糾擺
2351,順德,171.00,1512,229.00,73.20,---,3.17%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2420,新巨,58.60,1104,65.30,47.60,---,5.95%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (58.60 > 1.5σ)，動能強勁,貼軌運行
6189,豐藝,48.90,297,58.30,42.50,---,5.06%,均線糾擺,無,無,MA 乖離率僅 0.94%,均線糾擺
7893,睿信,157.00,120,249.00,140.00,---,---,均線糾擺,無,無,MA 乖離率僅 1.17%,均線糾擺
911622,泰聚亨-DR,3.52,128,4.67,3.51,---,---,均線糾擺 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (3.57),離開盤整 (向下)
8222,寶一,41.30,4892,58.60,33.75,---,1.46%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (41.30 > 1.5σ)，動能強勁,貼軌運行
7743,金利食安,20.80,4,28.65,18.50,---,---,均線糾擺,無,無,MA 乖離率僅 0.59%,均線糾擺
3499,環天科,12.95,35,21.35,12.40,---,---,均線糾擺,無,無,MA 乖離率僅 0.57%,均線糾擺
6223,旺矽,6440.00,441,7354.87,994.00,📅 預告 (20260819),1.5%,貼軌運行 -> 進入盤整,無,無,ADX 為 18.20 (低於 20),進入盤整
6261,久元,78.10,487,133.50,57.28,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.46%,均線糾擺
7583,國際海洋,26.20,1,87.00,26.20,---,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3287,廣寰科,37.50,2814,38.45,27.00,---,4.12%,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (35.92)，進入噴發段,強勢突破 (軌外)
6658,聯策,161.00,654,257.00,46.40,---,1.31%,進入盤整,無,連1日大跌,ADX 為 10.70 (低於 20),進入盤整
1232,大統益,152.50,122,168.50,136.16,---,---,均線糾擺,無,無,MA 乖離率僅 0.19%,均線糾擺
2732,六角,63.00,34,76.75,60.35,---,---,均線糾擺,無,無,MA 乖離率僅 0.15%,均線糾擺
2497,怡利電,46.55,278,66.80,39.70,---,4.88%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
2059,川湖,12500.00,233,12500.00,2571.52,---,1.1%,貼軌運行,無,無,股價於高位貼軌 (12500.00 > 1.5σ)，動能強勁,貼軌運行
7773,富禾生醫,27.10,0,47.00,21.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
3434,哲固,30.70,76,41.77,27.90,---,1.03%,均線糾擺,無,無,MA 乖離率僅 0.69%,均線糾擺
6913,鴻呈,148.00,756,156.00,105.00,---,1.49%,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00749,凱基新興債10+,31.24,116,32.43,28.51,---,1.31%,均線糾擺,無,無,MA 乖離率僅 0.19%,均線糾擺
3030,德律,295.00,1087,419.50,142.50,---,3.79%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1786,科妍,49.55,133,114.50,48.50,---,3.41%,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
6677,瑩碩生技,16.45,35,29.05,15.60,---,---,均線糾擺,無,無,MA 乖離率僅 0.65%,均線糾擺
9802,鈺齊-KY,71.60,722,112.32,69.30,---,---,均線糾擺,無,無,MA 乖離率僅 0.72%,均線糾擺
3219,倚強科,71.10,296,109.50,45.50,---,0.58%,貼軌運行 -> 進入盤整,無,無,ADX 為 15.87 (低於 20),進入盤整
00918,大華優利高填息30,34.15,14390,34.15,20.88,---,3.92%,均線糾擺,無,無,MA 乖離率僅 1.32%,均線糾擺
7848,騏億鑫,378.00,159,529.00,279.50,---,---,均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (372.21)，進入噴發段,強勢突破 (軌外)
4951,精拓科,79.20,144,140.00,63.70,📅 預告 (20260820),4.65%,均線糾擺,無,無,MA 乖離率僅 0.43%,均線糾擺
3022,威強電,94.20,4034,113.00,56.20,---,5.62%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
