gm,symbol,prev_year,prev_rev_yoy,rev_yoy,prev_eps,est_price,eps_yoy,pe,om,date,advice,price,prev_eps_yoy,status,eps,name,expansion
64.17%,2941.TWO,2025,12.71,68.9,2.35,100.35000000000001,71.15,4.559043348281016,2.03%,2026-03,✅ 穩健價值,30.5,-27.47,🏰 高護城河,0.89,米斯特,2.25
91.47%,2897.TW,2025,-2.09,36.86,0.61,26.1,38.89,5.83333311408046,32.72%,2026-03,✅ 穩健價值,10.1499996185,-35.48,🏰 高護城河,0.28,王道銀行,2.030000000000001
N/A,4190.TW,2025,1.27,42.24,-1.59,-73.20000000000002,43.18,0.0,N/A,2026-03,⚪ 數據不足,24.5499992371,67.52,🚀 利潤擴張,-0.26,佐登-KY,0.9399999999999977
N/A,4951.TWO,2025,4.88,35.11,5.98,210.45,35.71,5.751959868011404,N/A,2026-03,✅ 穩健價值,80.6999969482,40.71,🚀 利潤擴張,1.71,精拓科,0.6000000000000014
94.34%,2838.TW,2025,4.5,17.29,1.29,45.6,17.86,6.62828934819079,35.36%,2026-03,✅ 穩健價值,20.1499996185,8.94,🏰 高護城河,0.35,聯邦銀,0.5700000000000003
97.58%,3293.TWO,2025,19.01,19.67,38.51,1433.8500000000001,19.96,7.971545140705095,59.33%,2026-03,✅ 穩健價值,762.0,19.82,🏰 高護城河,11.18,鈊象,0.28999999999999915
N/A,7760.TW,2025,-1.96,-1.33,0.68,0.0,-1.41,0.0,N/A,2026-03,⚪ 數據不足,33.0,-68.78,🌑 雙重衰退,0.7,享溫馨,-0.07999999999999985
N/A,7760.TWO,2025,-1.96,-1.33,0.68,0.0,-1.41,0.0,N/A,2026-03,⚪ 數據不足,0.0,-68.78,🌑 雙重衰退,0.7,未知,-0.07999999999999985
N/A,6906.TW,2025,-11.58,16.31,1.87,49.2,16.0,22.71341463414634,N/A,2026-03,❌ 暫避觀望,74.5,-48.45,⚠️ 獲利稀釋,0.6,現觀科,-0.3099999999999987
N/A,6535.TWO,2025,-8.49,-13.62,-2.05,-90.0,-14.52,0.0,N/A,2026-03,⚪ 數據不足,87.9000015259,19.44,🌑 雙重衰退,-0.72,順藥,-0.9000000000000004
78.99%,2892.TW,2025,7.59,12.82,1.87,73.8,11.76,6.737805188191057,35.12%,2026-03,⚪ 中性觀察,33.1500015259,3.31,🏰 高護城河,0.57,第一金,-1.0600000000000005
N/A,6901.TW,2025,51.85,38.45,-1.38,-65.25,37.31,0.0,N/A,2026-03,⚪ 數據不足,17.3500003815,53.38,⚠️ 獲利稀釋,-0.42,鑽石投資,-1.1400000000000006
N/A,5880.TW,2025,13.01,14.28,1.36,51.0,12.5,7.117647283205883,N/A,2026-03,⚪ 中性觀察,24.2000007629,7.94,⚠️ 獲利稀釋,0.36,合庫金,-1.7799999999999994
88.90%,2801.TW,2025,8.35,20.79,1.51,58.949999999999996,18.92,5.992366218091603,38.59%,2026-03,⚪ 中性觀察,23.5499992371,13.53,🏰 高護城河,0.44,彰銀,-1.8699999999999974
N/A,5876.TW,2025,3.7,11.29,3.06,124.19999999999999,9.38,5.1026570048309186,N/A,2026-03,⚪ 中性觀察,42.25,10.11,⚠️ 獲利稀釋,1.05,上海商銀,-1.9099999999999984
N/A,7820.TWO,2025,58.62,63.3,1.76,0.0,61.22,0.0,N/A,2026-03,⚪ 數據不足,122.0,4.79,⚠️ 獲利稀釋,0.79,立盈,-2.0799999999999983
97.54%,2834.TW,2025,2.85,13.27,1.26,49.2,9.37,5.015244135030487,41.10%,2026-03,⚪ 中性觀察,16.4500007629,2.44,🏰 高護城河,0.35,臺企銀,-3.9000000000000004
N/A,2536.TW,2025,327.05,404.29,3.19,84.75,400.0,3.796460312017699,N/A,2026-03,⚪ 中性觀察,21.4500007629,422.95,⚠️ 獲利稀釋,0.15,宏普,-4.2900000000000205
54.90%,2726.TWO,2025,0.59,56.57,-3.55,-105.6,51.52,0.0,-51.18%,2026-03,⚪ 數據不足,8.8000001907,-174.64,🏰 高護城河,-0.33,雅茗-KY,-5.049999999999997
N/A,6415.TW,2025,1.94,120.31,6.4,228.75000000000003,115.22,30.491803278688522,N/A,2026-03,❌ 暫避觀望,465.0,8.14,⚠️ 獲利稀釋,1.98,矽力*-KY,-5.090000000000003
91.14%,2884.TW,2025,20.44,19.37,2.12,81.0,12.73,6.9074072661296295,40.48%,2026-03,⚪ 中性觀察,37.2999992371,30.06,🏰 高護城河,0.62,玉山金,-6.640000000000001
73.67%,4171.TWO,2025,12.71,56.73,-1.93,-79.95,50.0,0.0,-9.23%,2026-03,⚪ 數據不足,17.2000007629,8.21,🏰 高護城河,-0.09,瑞基,-6.729999999999997
70.98%,2891.TW,2025,29.29,22.25,4.08,151.5,15.15,6.584158415841585,31.38%,2026-03,⚪ 中性觀察,66.5,11.73,🏰 高護城河,1.18,中信金,-7.1
42.21%,2881.TW,2025,9.74,-10.41,8.37,307.35,-20.07,6.271351878965349,22.46%,2026-03,⚪ 中性觀察,128.5,-21.56,🌑 雙重衰退,2.4,富邦金,-9.66
85.36%,4911.TWO,2025,24.13,-52.83,2.18,80.39999999999999,-62.9,5.289179175652985,42.63%,2026-03,⚪ 中性觀察,28.3500003815,26.01,🏰 高護城河,0.23,德英,-10.07
15.63%,2528.TW,2025,130.3,-98.55,3.65,130.95000000000002,-109.26,2.3367697157502865,10.37%,2026-03,⚪ 中性觀察,20.3999996185,12.42,🌑 雙重衰退,-0.11,皇普,-10.710000000000008
N/A,6534.TW,2025,11.21,17.4,4.51,255.0,6.68,5.582353030935294,N/A,2026-03,⚪ 中性觀察,94.9000015259,-2.59,⚠️ 獲利稀釋,4.15,正瀚-創,-10.719999999999999
N/A,6958.TW,2025,-7.09,174.36,-2.38,-70.65,163.33,0.0,N/A,2026-03,⚪ 數據不足,17.5499992371,-280.56,🔄 轉虧為盈,0.2,日盛台駿,-11.030000000000001
93.02%,2812.TW,2025,6.96,13.77,1.53,57.300000000000004,2.56,4.882198853010471,51.96%,2026-03,⚪ 中性觀察,18.6499996185,0.0,🏰 高護城河,0.4,台中銀,-11.209999999999999
N/A,6598.TW,2025,38.52,168.99,-1.96,-61.349999999999994,157.14,0.0,N/A,2026-03,⚪ 數據不足,27.75,22.83,🔄 轉虧為盈,0.2,ABC-KY,-11.850000000000023
38.56%,3141.TWO,2025,7.08,149.28,0.54,16.65,137.14,68.10810673342344,-3.65%,2026-03,❌ 暫避觀望,75.5999984741,-54.31,⚠️ 獲利稀釋,0.84,晶宏,-12.140000000000015
912.85%,1453.TW,2025,7.27,72.15,0.04,-1.05,58.33,0.0,-2853.40%,2026-03,⚪ 數據不足,11.3999996185,100.0,🏰 高護城河,-0.05,大將,-13.820000000000007
62.29%,2882.TW,2025,-2.04,12.33,7.06,254.09999999999997,-1.52,5.873671782762693,30.59%,2026-03,⚪ 中性觀察,99.5,-2.94,🏰 高護城河,2.15,國泰金,-13.85
91.41%,2890.TW,2025,15.47,47.42,1.97,79.35,33.33,7.551985021342154,37.14%,2026-03,⚪ 中性觀察,39.9500007629,4.57,🏰 高護城河,0.76,永豐金,-14.090000000000003
7.87%,1589.TW,2025,18.73,16.77,-2.71,-222.15,1.36,0.0,-5.22%,2025-09,⚪ 數據不足,5.5399999619,65.91,⚠️ 獲利稀釋,-5.06,永冠-KY,-15.41
102.49%,2845.TW,2025,0.06,11.99,0.93,34.800000000000004,-3.85,5.689655090215516,38.22%,2026-03,⚪ 中性觀察,13.1999998093,-14.85,🏰 高護城河,0.25,遠東銀,-15.84
N/A,5907.TW,2025,-14.95,8.46,-4.55,-159.0,-7.45,0.0,N/A,2026-03,⚪ 數據不足,4.9299998283,-73.66,📉 獲利侵蝕,-1.01,大洋-KY,-15.91
87.03%,2820.TW,2025,33.06,76.08,1.34,53.849999999999994,60.0,4.5264623955431755,65.42%,2026-03,⚪ 中性觀察,16.25,31.37,🏰 高護城河,0.48,華票,-16.08
N/A,5203.TW,2025,18.91,20.0,3.63,126.89999999999999,3.88,7.234042643368794,N/A,2026-03,⚪ 中性觀察,61.2000007629,-9.05,⚠️ 獲利稀釋,1.34,訊連,-16.12
52.35%,1760.TW,2025,1.66,98.16,2.22,78.60000000000001,81.82,11.259541984732824,13.25%,2026-03,⚪ 中性觀察,59.0,53.1,🏰 高護城河,0.6,寶齡富錦,-16.340000000000003
38.83%,1597.TW,2025,9.81,197.09,0.91,30.150000000000002,180.0,74.62686567164178,9.16%,2026-03,❌ 暫避觀望,150.0,-15.24,⚠️ 獲利稀釋,0.43,直得,-17.090000000000003
24.80%,3708.TW,2025,-30.75,-54.13,35.57,545.4000000000001,-72.34,2.8327832783278324,-95.04%,2026-03,⚪ 中性觀察,103.0,1276.65,🌑 雙重衰退,0.13,上緯投控,-18.21
N/A,6542.TWO,2025,10.22,54.92,0.02,-8.100000000000001,33.33,0.0,N/A,2026-03,⚪ 數據不足,46.3499984741,-99.01,⚠️ 獲利稀釋,0.04,隆中,-21.590000000000003
87.61%,2910.TW,2025,-14.47,18.36,1.23,42.45,-3.33,8.339222749646643,51.79%,2026-03,⚪ 中性觀察,23.6000003815,8.85,🏰 高護城河,0.29,統領,-21.689999999999998
N/A,4106.TW,2025,0.74,122.47,1.2,45.45,100.0,8.168316831683168,N/A,2026-03,⚪ 中性觀察,24.75,5.26,⚠️ 獲利稀釋,0.46,雃博,-22.47
N/A,4971.TWO,2025,50.49,254.17,1.65,45.6,231.33,162.5,N/A,2026-03,❌ 暫避觀望,494.0,146.97,⚠️ 獲利稀釋,1.97,IET-KY,-22.839999999999975
N/A,3485.TWO,2025,-10.06,-6.85,5.9,0.0,-30.17,0.0,N/A,2026-03,⚪ 數據不足,214.0,-17.37,🌑 雙重衰退,1.69,敘豐,-23.32
N/A,6446.TW,2025,60.61,76.92,13.64,530.85,52.97,40.83074314778186,N/A,2026-03,❌ 暫避觀望,1445.0,53.11,⚠️ 獲利稀釋,5.79,藥華藥,-23.950000000000003
N/A,6712.TWO,2025,8.96,49.97,4.88,177.14999999999998,24.77,12.489415749364946,N/A,2026-03,⚪ 中性觀察,147.5,7.69,⚠️ 獲利稀釋,1.39,長聖,-25.2
N/A,6856.TWO,2025,19.24,47.77,2.62,83.55000000000001,21.74,8.043087834308798,N/A,2026-03,⚪ 中性觀察,44.7999992371,-36.41,⚠️ 獲利稀釋,0.56,鑫傳,-26.030000000000005
N/A,8076.TWO,2025,-11.54,326.44,0.14,9.750000000000002,300.0,36.461539635230764,N/A,2026-03,❌ 暫避觀望,23.7000007629,-90.28,⚠️ 獲利稀釋,0.16,伍豐,-26.439999999999998
49.04%,1442.TW,2025,-62.17,-55.17,3.03,116.85,-82.31,3.8318357357509627,34.02%,2026-03,⚪ 中性觀察,29.8500003815,-57.74,🌑 雙重衰退,0.23,名軒,-27.14
N/A,7803.TW,2025,91.93,-6.92,-2.29,0.0,-34.48,0.0,N/A,2026-03,⚪ 數據不足,0.0,-67.15,🌑 雙重衰退,-0.78,雲象科技-創,-27.559999999999995
N/A,7803.TWO,2025,91.93,-6.92,-2.29,0.0,-34.48,0.0,N/A,2026-03,⚪ 數據不足,0.0,-67.15,🌑 雙重衰退,-0.78,未知,-27.559999999999995
89.24%,2702.TW,2025,-2.27,18.79,-0.35,-24.3,-9.52,0.0,10.47%,2026-03,⚪ 數據不足,12.3999996185,-234.62,🔄 轉虧為盈,0.19,華園,-28.31
77.03%,4728.TWO,2025,11.45,28.12,13.33,521.55,-0.73,11.173425366695428,41.97%,2026-03,⚪ 中性觀察,388.5,6.9,🏰 高護城河,4.07,雙美,-28.85
N/A,8942.TWO,2025,-20.5,20.98,1.83,78.15,-7.89,8.21497106278311,N/A,2026-03,⚪ 中性觀察,42.7999992371,-66.05,📉 獲利侵蝕,1.05,森鉅,-28.87
59.54%,2723.TW,2025,-4.59,39.9,-2.47,-53.400000000000006,11.02,0.0,7.94%,2026-03,⚪ 數據不足,61.0999984741,-175.3,🔄 轉虧為盈,1.31,美食-KY,-28.88
N/A,6592.TW,2025,-18.16,55.42,4.72,158.4,24.75,5.8428031025473475,N/A,2026-03,⚪ 中性觀察,61.7000007629,10.4,⚠️ 獲利稀釋,0.76,和潤企業,-30.67
N/A,6693.TWO,2025,29.21,542.16,-0.09,-26.700000000000003,510.71,0.0,N/A,2026-03,⚪ 數據不足,185.0,-102.7,🔄 轉虧為盈,1.17,廣閎科,-31.44999999999999
33.55%,4741.TWO,2025,-17.82,244.69,0.29,7.35,210.0,89.38775354510204,3.21%,2026-03,❌ 暫避觀望,43.7999992371,-85.43,⚠️ 獲利稀釋,0.31,泓瀚,-34.69
64.71%,1435.TW,2025,-43.98,54.92,-0.41,-14.1,20.0,0.0,-1427.47%,2026-03,⚪ 數據不足,25.5,-51.85,🏰 高護城河,-0.08,中福,-34.92
N/A,3522.TWO,2025,27.85,125.1,-2.66,-81.6,90.0,0.0,N/A,2026-03,⚪ 數據不足,11.8999996185,-17.7,🔄 轉虧為盈,0.4,御嵿,-35.099999999999994
21.31%,3056.TW,2025,-68.21,-63.16,1.07,55.05,-99.32,3.7738420658038145,-1.56%,2026-03,⚪ 中性觀察,13.8500003815,-82.6,🌑 雙重衰退,0.01,富華新,-36.16
16.87%,1529.TW,2025,32.89,470.92,1.01,45.3,433.33,5.629139072847683,7.13%,2026-03,⚪ 中性觀察,17.0,876.92,⚠️ 獲利稀釋,0.16,樂事綠能,-37.59000000000003
N/A,1463.TW,2025,23.84,-64.4,0.13,16.650000000000002,-102.13,15.990990990990989,N/A,2026-03,❌ 暫避觀望,17.75,-95.82,🌑 雙重衰退,-0.01,強盛新,-37.72999999999999
N/A,6870.TWO,2025,20.33,104.62,7.08,210.89999999999998,66.67,18.59886201991465,N/A,2026-03,❌ 暫避觀望,261.5,40.48,⚠️ 獲利稀釋,1.1,騰雲,-37.95
N/A,6482.TWO,2025,-10.07,-33.46,2.32,80.1,-71.72,5.224719029681649,N/A,2026-03,⚪ 中性觀察,27.8999996185,-34.28,🌑 雙重衰退,0.28,弘煜科,-38.26
N/A,7728.TWO,2025,-6.16,94.63,4.92,142.5,56.12,62.526315789473685,N/A,2026-03,❌ 暫避觀望,594.0,-45.05,⚠️ 獲利稀釋,1.53,光焱科技,-38.51
N/A,7842.TWO,2025,123.22,86.87,4.01,0.0,47.78,0.0,N/A,2026-03,⚪ 數據不足,89.0,112.83,⚠️ 獲利稀釋,1.33,天能綠電,-39.09
N/A,7818.TW,2025,-4.14,-12.84,5.65,0.0,-52.69,0.0,N/A,2026-03,⚪ 數據不足,63.2999992371,-28.57,🌑 雙重衰退,0.88,溢泰實業,-39.849999999999994
N/A,7818.TWO,2025,-4.14,-12.84,5.65,0.0,-52.69,0.0,N/A,2026-03,⚪ 數據不足,0.0,-28.57,🌑 雙重衰退,0.88,未知,-39.849999999999994
53.43%,3577.TWO,2025,9.44,130.77,2.37,103.20000000000002,90.91,18.749999999999996,14.28%,2026-03,❌ 暫避觀望,129.0,46.3,🏰 高護城河,1.47,泓格,-39.860000000000014
71.52%,3288.TWO,2025,-10.15,123.55,-0.64,-25.049999999999997,83.67,0.0,6.07%,2026-03,⚪ 數據不足,21.0,-74.29,🏰 高護城河,-0.08,點晶,-39.879999999999995
N/A,6024.TW,2025,9.98,97.36,5.48,207.15,57.14,4.460535733099203,N/A,2026-03,⚪ 中性觀察,61.5999984741,-6.01,⚠️ 獲利稀釋,1.76,群益期,-40.22
N/A,6949.TW,2025,60.07,50.51,-7.23,-235.35000000000002,10.08,0.0,N/A,2026-03,⚪ 數據不足,1020.0,44.38,⚠️ 獲利稀釋,-1.18,沛爾生醫-創,-40.43
N/A,6423.TWO,2025,2.34,-6.55,0.58,27.450000000000003,-47.06,44.69945521956284,N/A,2026-03,❌ 暫避觀望,81.8000030518,-39.36,🌑 雙重衰退,0.28,億而得,-40.510000000000005
N/A,6961.TWO,2025,-8.56,0.49,4.23,0.0,-40.13,0.0,N/A,2026-03,⚪ 數據不足,51.7999992371,16.53,📉 獲利侵蝕,1.9,旅天下,-40.620000000000005
59.04%,4529.TWO,2025,-22.14,40.9,-0.74,-28.05,0.0,0.0,-1090.16%,2026-03,⚪ 數據不足,4.0599999428,42.64,🏰 高護城河,-0.17,淳紳,-40.9
76.10%,2059.TW,2025,72.77,81.21,103.23,3584.3999999999996,38.82,51.20103783059927,69.19%,2026-03,❌ 暫避觀望,12235.0,59.82,🏰 高護城河,36.58,川湖,-42.38999999999999
N/A,6788.TWO,2025,19.97,77.29,17.36,626.85,33.23,8.69825317061498,N/A,2026-03,⚪ 中性觀察,363.5,31.09,⚠️ 獲利稀釋,4.49,華景電,-44.06000000000001
44.04%,2739.TW,2025,2.72,153.86,2.36,85.95,109.68,6.2478183659860385,12.46%,2026-03,⚪ 中性觀察,35.7999992371,-56.22,⚠️ 獲利稀釋,1.3,寒舍,-44.18000000000001
N/A,6212.TWO,2025,-55.31,-37.96,3.96,157.95000000000002,-82.38,2.7730295121462487,N/A,2026-03,⚪ 中性觀察,29.2000007629,-34.98,🌑 雙重衰退,0.4,理銘,-44.419999999999995
N/A,7822.TW,2025,187.82,124.98,14.04,0.0,78.66,0.0,N/A,2026-03,⚪ 數據不足,892.0,279.4,⚠️ 獲利稀釋,4.93,倍利科,-46.32000000000001
N/A,6028.TWO,2025,5.26,11.65,7.86,0.0,-35.1,0.0,N/A,2026-03,⚪ 數據不足,95.9000015259,-34.17,📉 獲利侵蝕,2.48,公勝保經,-46.75
N/A,6231.TWO,2025,4.64,47.19,6.66,235.35,0.0,14.435946462715105,N/A,2026-03,⚪ 中性觀察,226.5,-9.63,📉 獲利侵蝕,1.7,系微,-47.19
N/A,5871.TW,2025,-4.62,47.02,11.24,431.25,-0.66,3.965217391304348,N/A,2026-03,⚪ 中性觀察,114.0,-13.92,📉 獲利侵蝕,3.26,中租-KY,-47.68
51.76%,2423.TW,2025,5.54,142.03,2.92,111.3,94.03,10.4177901687062,18.42%,2026-03,⚪ 中性觀察,77.3000030518,20.66,🏰 高護城河,1.3,固緯,-48.0
N/A,7721.TW,2025,-36.07,88.8,0.55,22.050000000000004,40.0,43.9455771932653,N/A,2026-03,❌ 暫避觀望,64.5999984741,-82.84,⚠️ 獲利稀釋,0.21,微程式,-48.8
N/A,8277.TWO,2025,-16.98,67.15,-0.37,-14.85,18.18,0.0,N/A,2026-03,⚪ 數據不足,8.1099996567,48.61,⚠️ 獲利稀釋,-0.09,商丞,-48.970000000000006
-18.77%,3576.TW,2025,-47.33,1122.35,-0.77,-10.5,1072.73,0.0,-63.16%,2026-03,⚪ 數據不足,17.8999996185,41.22,🔄 轉虧為盈,1.07,聯合再生,-49.61999999999989
N/A,7772.TWO,2025,12.72,-19.71,1.86,0.0,-72.0,0.0,N/A,2026-03,⚪ 數據不足,93.5999984741,43.08,🌑 雙重衰退,0.35,耀穎,-52.29
N/A,6523.TWO,2025,-5.92,9.64,7.78,283.05,-45.35,4.742978272390037,N/A,2026-03,⚪ 中性觀察,89.5,-26.4,📉 獲利侵蝕,1.88,達爾膚,-54.99
N/A,7811.TWO,2025,18.06,-18.25,8.1,0.0,-73.26,0.0,N/A,2026-03,⚪ 數據不足,71.0,-10.5,🌑 雙重衰退,1.09,民盛,-55.010000000000005
N/A,5236.TWO,2025,10.0,98.26,8.59,333.00000000000006,42.79,6.396396396396396,N/A,2026-03,⚪ 中性觀察,142.0,4.12,⚠️ 獲利稀釋,2.97,凌陽創新,-55.470000000000006
N/A,6841.TWO,2025,12.23,100.17,0.89,34.35,44.44,23.362445414847162,N/A,2026-03,❌ 暫避觀望,53.5,183.87,⚠️ 獲利稀釋,0.26,長佳智能,-55.730000000000004
N/A,6649.TWO,2025,128.22,-44.23,1.4,50.099999999999994,-100.0,10.523952552664673,N/A,2026-03,⚪ 中性觀察,35.1500015259,3600.0,🌑 雙重衰退,0.0,台生材,-55.77
54.41%,2903.TW,2025,-2.68,74.15,1.56,55.35000000000001,18.18,5.89430894308943,14.06%,2026-03,⚪ 中性觀察,21.75,-5.49,🏰 高護城河,0.39,遠百,-55.970000000000006
N/A,8289.TWO,2025,16.02,356.31,0.04,-4.65,300.0,0.0,N/A,2026-03,⚪ 數據不足,47.7999992371,-90.0,⚠️ 獲利稀釋,0.28,泰藝,-56.31
N/A,5530.TWO,2025,-2.7,59.84,2.75,101.10000000000001,3.26,7.344213649851632,N/A,2026-03,⚪ 中性觀察,49.5,-28.2,⚠️ 獲利稀釋,0.95,龍巖,-56.580000000000005
20.10%,2102.TW,2025,-0.57,162.75,6.28,25.500000000000004,105.56,11.117646834411763,-167.95%,2026-03,⚪ 中性觀察,18.8999996185,721.43,⚠️ 獲利稀釋,0.01,泰豐,-57.19
34.86%,4131.TWO,2025,297.52,141.56,-0.78,-19.05,83.87,0.0,-26.13%,2026-03,⚪ 數據不足,32.2000007629,36.07,⚠️ 獲利稀釋,-0.05,浩泰,-57.69
N/A,2524.TW,2025,-60.41,-17.97,1.71,79.80000000000001,-75.84,6.635338202462406,N/A,2026-03,⚪ 中性觀察,35.2999992371,-77.57,🌑 雙重衰退,0.36,京城,-57.870000000000005
N/A,6767.TWO,2025,-6.86,27.71,-0.49,-6.75,-30.77,0.0,N/A,2026-03,⚪ 數據不足,24.7999992371,60.8,🔄 轉虧為盈,0.09,台微醫,-58.480000000000004
N/A,1731.TW,2025,6.61,65.98,1.36,55.2,7.5,5.706521739130435,N/A,2026-03,⚪ 中性觀察,21.0,4.62,⚠️ 獲利稀釋,0.43,美吾華,-58.480000000000004
56.36%,4105.TWO,2025,9.49,71.91,6.27,237.29999999999998,13.38,4.87357765323009,21.51%,2026-03,⚪ 中性觀察,77.0999984741,7.55,🏰 高護城河,1.78,東洋,-58.529999999999994
N/A,6918.TW,2025,8.61,55.78,5.16,200.99999999999997,-4.2,5.447761194029852,N/A,2026-03,⚪ 中性觀察,73.0,-1.21,📉 獲利侵蝕,1.39,愛派司,-59.980000000000004
N/A,7795.TW,2025,-15.04,-17.44,3.11,0.0,-77.53,0.0,N/A,2026-03,⚪ 數據不足,556.0,-26.3,🌑 雙重衰退,0.21,長廣,-60.09
N/A,7794.TWO,2025,18.71,46.86,2.72,0.0,-14.52,0.0,N/A,2026-03,⚪ 數據不足,29.7999992371,169.31,📉 獲利侵蝕,0.53,宏�硒撥s,-61.379999999999995
N/A,6703.TWO,2025,-8.29,74.83,9.9,330.59999999999997,12.73,4.696007259528131,N/A,2026-03,⚪ 中性觀察,103.5,-2.0,⚠️ 獲利稀釋,1.87,軒郁,-62.099999999999994
N/A,8432.TWO,2025,19.79,90.14,3.63,136.79999999999998,27.85,5.58114051819079,N/A,2026-03,⚪ 中性觀察,50.9000015259,23.05,⚠️ 獲利稀釋,1.01,東生華,-62.29
N/A,6925.TWO,2025,14.61,32.15,3.11,103.2,-30.36,7.805232669026163,N/A,2026-03,⚪ 中性觀察,53.7000007629,8.39,📉 獲利侵蝕,0.39,意藍,-62.51
33.80%,4154.TWO,2025,-35.31,131.64,-1.82,-76.65,68.92,0.0,-77.27%,2026-03,⚪ 數據不足,12.8000001907,57.28,⚠️ 獲利稀釋,-0.25,樂威科-KY,-62.719999999999985
N/A,6983.TWO,2025,24.42,-8.7,4.46,0.0,-71.64,0.0,N/A,2026-03,⚪ 數據不足,299.0,14.65,🌑 雙重衰退,0.19,華洋精機,-62.94
N/A,6277.TW,2025,-1.49,82.57,3.08,118.35000000000001,18.68,10.671735988365018,N/A,2026-03,⚪ 中性觀察,84.1999969482,-25.6,⚠️ 獲利稀釋,1.08,宏正,-63.88999999999999
100.00%,3115.TWO,2025,12.25,53.3,-0.44,-20.4,-11.11,0.0,-377.43%,2026-03,⚪ 數據不足,8.6999998093,57.53,🏰 高護城河,-0.1,富榮綱,-64.41
N/A,6510.TWO,2025,33.33,119.02,30.41,1138.3500000000001,54.52,37.159045987613645,N/A,2026-03,❌ 暫避觀望,2820.0,95.56,⚠️ 獲利稀釋,10.43,精測,-64.5
45.66%,2401.TW,2025,-2.04,131.47,-0.37,-11.55,66.67,0.0,-9.00%,2026-03,⚪ 數據不足,27.2000007629,-181.82,⚠️ 獲利稀釋,-0.02,凌陽,-64.8
58.46%,3228.TWO,2025,-27.25,53.08,-2.03,-77.55,-12.24,0.0,-58.74%,2026-03,⚪ 數據不足,149.0,-491.18,🏰 高護城河,-0.55,金麗科,-65.32
N/A,8107.TWO,2025,2.06,177.04,-0.53,-25.8,111.54,0.0,N/A,2026-03,⚪ 數據不足,12.4499998093,-129.28,🔄 轉虧為盈,0.03,大億金茂,-65.49999999999999
39.89%,2365.TW,2025,-1.99,165.56,0.32,10.65,100.0,44.01408450704225,1.38%,2026-03,❌ 暫避觀望,31.25,-50.0,⚠️ 獲利稀釋,0.14,昆盈,-65.56
N/A,8271.TW,2025,41.93,1985.02,6.7,396.44999999999993,1919.44,8.683314415437005,N/A,2026-03,⚪ 中性觀察,229.5,209.22,⚠️ 獲利稀釋,14.54,宇瞻,-65.57999999999993
N/A,6533.TW,2025,7.0,20.45,-8.2,-405.15,-45.13,0.0,N/A,2026-03,⚪ 數據不足,249.5,-20600.0,📉 獲利侵蝕,-3.28,晶心科,-65.58
N/A,5478.TWO,2025,-3.78,128.72,7.93,304.65000000000003,63.12,4.918759307035942,N/A,2026-03,⚪ 中性觀察,99.9000015259,4.25,⚠️ 獲利稀釋,2.39,智冠,-65.6
N/A,6955.TW,2025,37.43,52.46,4.13,153.0,-13.39,12.303921568627452,N/A,2026-03,⚪ 中性觀察,125.5,30.28,📉 獲利侵蝕,0.97,邦睿生技-創,-65.85
19.48%,4168.TWO,2025,157.54,2.71,-2.16,-77.1,-63.41,0.0,-2058.21%,2026-03,⚪ 數據不足,22.7999992371,0.95,📉 獲利侵蝕,-0.67,醣聯,-66.11999999999999
51.65%,2736.TWO,2025,36.07,99.75,-1.83,-66.15,33.33,0.0,-9.65%,2026-03,⚪ 數據不足,11.4499998093,0.0,🏰 高護城河,-0.1,富野,-66.42
N/A,6405.TW,2025,-99.4,100.81,-1.26,-52.05,33.33,0.0,N/A,2026-03,⚪ 數據不足,40.6500015259,-68.0,⚠️ 獲利稀釋,-0.26,悅城,-67.48
N/A,7749.TW,2025,85.22,111.76,11.77,438.15000000000003,41.83,12.393016090380007,N/A,2026-03,⚪ 中性觀察,362.0,67.87,⚠️ 獲利稀釋,3.56,意騰-KY,-69.93
N/A,5274.TWO,2025,40.64,130.07,103.92,3805.05,59.53,68.94784562620727,N/A,2026-03,❌ 暫避觀望,17490.0,52.82,⚠️ 獲利稀釋,37.41,信驊,-70.53999999999999
N/A,2539.TW,2025,55.27,14.66,3.46,126.15,-56.69,4.970273393234245,N/A,2026-03,⚪ 中性觀察,41.7999992371,21.4,📉 獲利侵蝕,0.68,櫻花建,-71.35
62.33%,2330.TW,2025,31.61,129.86,66.26,2466.0,58.39,14.811435523114355,54.00%,2026-03,⚪ 中性觀察,2435.0,46.42,🏰 高護城河,22.08,台積電,-71.47000000000001
N/A,5601.TWO,2025,1.81,71.77,0.42,15.75,0.0,28.333333333333332,N/A,2026-03,❌ 暫避觀望,29.75,7.69,📉 獲利侵蝕,0.1,台聯櫃,-71.77
N/A,6570.TWO,2025,3.05,232.25,1.29,46.349999999999994,159.09,18.54368907349515,N/A,2026-03,❌ 暫避觀望,57.2999992371,-18.87,⚠️ 獲利稀釋,0.57,維田,-73.16
N/A,6492.TWO,2025,7.0,64.38,-2.97,-106.50000000000001,-8.82,0.0,N/A,2026-03,⚪ 數據不足,38.7000007629,10.09,📉 獲利侵蝕,-0.75,生華科,-73.19999999999999
63.24%,3158.TWO,2025,7.07,76.49,7.27,248.7,2.74,5.042219449583837,24.73%,2026-03,⚪ 中性觀察,83.5999984741,-10.36,🏰 高護城河,1.5,嘉實,-73.75
