日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-17,6188.TWO,廣明,86.3,-1.37,1662,🔥 MJ強勢攻擊,37.2,0.34
2026-04-17,2367.TW,燿華,68.5,-2.7,40303,💧 築底觀察,-10.31,-1.76
2026-04-17,2337.TW,旺宏,131.0,-5.76,118663,💧 築底觀察,4.15,-3.5
2026-04-17,3105.TWO,穩懋,539.0,9.89,29135,⚠️ 超買警示,100.29,13.66
2026-04-17,1802.TW,台玻,74.2,6.15,345927,⚠️ 超買警示,101.01,3.22
2026-04-17,7792.TWO,安葆,369.0,3.22,565,⚠️ 超買警示,95.95,6.82
2026-04-17,3714.TW,富采,77.9,2.5,152944,⚠️ 超買警示,105.16,4.41
2026-04-17,2352.TW,佳世達,25.65,1.58,6412,⚠️ 超買警示,105.57,0.44
2026-04-17,00929.TW,復華台灣科技優息,21.36,1.47,110163,⚠️ 超買警示,111.96,0.37
2026-04-17,00990A.TW,主動元大AI新經濟,14.76,1.3,30173,⚠️ 超買警示,103.85,0.3
2026-04-17,0056.TW,元大高股息,40.98,0.44,69190,⚠️ 超買警示,102.84,0.46
2026-04-17,009816.TW,凱基台灣TOP50,11.95,-0.42,184848,⚠️ 超買警示,104.05,0.19
2026-04-17,0050.TW,元大台灣50,84.15,-1.0,100692,⚠️ 超買警示,100.84,1.32
