日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-17,8111.TWO,立��,79.2,10.0,16310,⚠️ 超買警示,114.39,3.44
2026-04-17,3339.TWO,泰谷,69.3,10.0,14103,⚠️ 超買警示,106.21,4.02
2026-04-17,1711.TW,永光,47.95,9.98,73450,⚠️ 超買警示,111.2,1.36
2026-04-17,1815.TWO,富喬,127.0,9.96,128147,⚠️ 超買警示,97.78,2.97
2026-04-17,6415.TW,矽力*-KY,332.5,9.92,16066,⚠️ 超買警示,107.95,7.54
2026-04-17,8261.TW,富鼎,127.5,9.91,10648,⚠️ 超買警示,105.52,3.59
2026-04-17,2402.TW,毅嘉,77.7,9.9,39483,⚠️ 超買警示,99.43,3.67
2026-04-17,3437.TW,榮創,27.2,9.9,14359,⚠️ 超買警示,108.15,0.75
2026-04-17,6173.TWO,信昌電,92.2,9.89,40763,⚠️ 超買警示,115.28,5.89
2026-04-17,3105.TWO,穩懋,539.0,9.89,29135,⚠️ 超買警示,100.29,13.66
2026-04-17,8358.TWO,金居,367.5,9.87,40149,⚠️ 超買警示,106.41,20.56
2026-04-17,5425.TWO,台半,65.7,9.87,16154,⚠️ 超買警示,107.29,1.81
2026-04-17,1785.TWO,光洋科,156.0,9.86,14490,⚠️ 超買警示,111.12,8.4
2026-04-17,6278.TW,台表科,157.0,9.79,27534,⚠️ 超買警示,115.73,11.37
2026-04-17,4919.TW,新唐,129.0,9.79,10412,⚠️ 超買警示,118.35,5.66
2026-04-17,2481.TW,強茂,118.0,9.77,48710,⚠️ 超買警示,105.75,3.45
2026-04-17,4960.TW,誠美材,33.85,9.72,75488,⚠️ 超買警示,122.68,1.94
2026-04-17,2404.TW,漢唐,1025.0,9.63,11319,⚠️ 超買警示,110.11,31.21
2026-04-17,4540.TW,全球傳動,57.9,9.45,16686,⚠️ 超買警示,112.62,2.98
