id,pnl,count,signal,reason,price
3338.TW,3.45,3,💎 持股,趨勢向上維持中,65.5
3615.TWO,3.43,3,🔥 買入,滿足趨勢突破條件,34.9000015259
3492.TWO,3.41,1,☁️ 觀望,目前動能不足,23.6000003815
6865.TWO,3.39,2,💎 持股,趨勢向上維持中,36.2999992371
6691.TW,3.37,3,🔥 買入,滿足趨勢突破條件,659.0
00929.TW,3.31,2,🔥 買入,滿足趨勢突破條件,21.3600006104
2028.TW,3.28,2,🔥 買入,滿足趨勢突破條件,19.1499996185
6243.TW,3.28,1,💎 持股,趨勢向上維持中,30.9500007629
3071.TWO,3.21,2,💎 持股,趨勢向上維持中,30.1499996185
3567.TWO,3.18,1,☁️ 觀望,目前動能不足,26.0
00932.TW,3.17,2,🔥 買入,滿足趨勢突破條件,15.7100000381
00898.TW,3.15,3,🔥 買入,滿足趨勢突破條件,8.4099998474
4137.TW,3.14,2,🔥 買入,滿足趨勢突破條件,110.5
4609.TWO,3.11,1,☁️ 觀望,目前動能不足,3.7599999905
4510.TWO,3.1,2,🔥 買入,滿足趨勢突破條件,47.0499992371
6101.TWO,3.1,1,💎 持股,趨勢向上維持中,39.7000007629
4564.TW,3.09,2,💎 持股,趨勢向上維持中,19.8500003815
6840.TWO,3.08,2,💎 持股,趨勢向上維持中,69.9000015259
4994.TW,3.05,2,💎 持股,趨勢向上維持中,100.5
6472.TW,3.04,1,☁️ 觀望,目前動能不足,416.0
8289.TWO,3.04,4,🔥 買入,滿足趨勢突破條件,49.6500015259
5548.TWO,2.99,3,☁️ 觀望,目前動能不足,24.2999992371
6548.TWO,2.92,2,🔥 買入,滿足趨勢突破條件,54.7000007629
8038.TWO,2.89,2,💎 持股,趨勢向上維持中,42.0499992371
6782.TW,2.86,2,🔥 買入,滿足趨勢突破條件,235.0
00946.TW,2.85,1,🔥 買入,滿足趨勢突破條件,11.2299995422
6127.TWO,2.84,2,🔥 買入,滿足趨勢突破條件,50.2999992371
8024.TWO,2.73,1,💎 持股,趨勢向上維持中,13.0
4741.TWO,2.72,2,💎 持股,趨勢向上維持中,58.2999992371
3711.TW,2.71,3,💎 持股,趨勢向上維持中,442.0
00893.TW,2.61,1,🔥 買入,滿足趨勢突破條件,37.7400016785
00934.TW,2.58,2,🔥 買入,滿足趨勢突破條件,22.9300003052
8104.TW,2.58,2,🔥 買入,滿足趨勢突破條件,40.0
3066.TWO,2.57,3,💎 持股,趨勢向上維持中,22.0499992371
4946.TWO,2.51,2,☁️ 觀望,目前動能不足,113.0
3131.TWO,2.48,2,💎 持股,趨勢向上維持中,3255.0
6616.TWO,2.46,1,☁️ 觀望,目前動能不足,10.0
1455.TW,2.42,2,💎 持股,趨勢向上維持中,9.0200004578
2012.TW,2.41,1,💎 持股,趨勢向上維持中,16.0
2355.TW,2.39,3,💎 持股,趨勢向上維持中,52.0999984741
4931.TWO,2.37,1,💎 持股,趨勢向上維持中,145.0
00919.TW,2.3,3,🔥 買入,滿足趨勢突破條件,23.4300003052
1225.TW,2.26,3,💎 持股,趨勢向上維持中,33.2999992371
2423.TW,2.25,1,🔥 買入,滿足趨勢突破條件,51.4000015259
3265.TWO,2.24,2,💎 持股,趨勢向上維持中,167.0
4749.TWO,2.21,3,💎 持股,趨勢向上維持中,895.0
3689.TWO,2.16,1,💎 持股,趨勢向上維持中,132.5
6796.TW,2.11,1,💎 持股,趨勢向上維持中,75.5
00953B.TW,2.09,2,💎 持股,趨勢向上維持中,9.6499996185
3178.TWO,2.08,1,💎 持股,趨勢向上維持中,72.5
4989.TW,2.04,2,🔥 買入,滿足趨勢突破條件,102.5
6792.TW,2.01,2,🔥 買入,滿足趨勢突破條件,61.2000007629
3611.TWO,1.99,1,💎 持股,趨勢向上維持中,187.0
2415.TW,1.98,3,☁️ 觀望,目前動能不足,29.0499992371
6486.TWO,1.98,2,🔥 買入,滿足趨勢突破條件,88.1999969482
00654R.TW,1.96,4,☁️ 觀望,目前動能不足,6.7100000381
6720.TWO,1.95,4,☁️ 觀望,目前動能不足,162.5
00939.TW,1.9,2,🔥 買入,滿足趨勢突破條件,16.5
2302.TW,1.89,1,💎 持股,趨勢向上維持中,19.3999996185
2427.TW,1.87,1,☁️ 觀望,目前動能不足,22.25
2466.TW,1.85,2,💎 持股,趨勢向上維持中,62.7000007629
2010.TW,1.78,5,☁️ 觀望,目前動能不足,24.9500007629
2867.TW,1.78,3,🔥 買入,滿足趨勢突破條件,7.8699998856
7703.TWO,1.65,2,💎 持股,趨勢向上維持中,230.5
6904.TWO,1.64,1,☁️ 觀望,目前動能不足,118.5
00669R.TW,1.63,4,☁️ 觀望,目前動能不足,5.6599998474
6651.TWO,1.56,3,💎 持股,趨勢向上維持中,93.0
2412.TW,1.55,2,🔥 買入,滿足趨勢突破條件,137.5
1723.TW,1.54,2,💎 持股,趨勢向上維持中,81.1999969482
3272.TWO,1.51,1,💎 持股,趨勢向上維持中,17.5
00865B.TW,1.49,3,☁️ 觀望,目前動能不足,47.7900009155
1444.TW,1.46,1,💎 持股,趨勢向上維持中,6.5900001526
2905.TW,1.46,2,💎 持股,趨勢向上維持中,14.5
00887.TWO,1.43,2,🔥 買入,滿足趨勢突破條件,13.9799995422
6227.TWO,1.41,1,🔥 買入,滿足趨勢突破條件,95.0
6541.TW,1.4,1,☁️ 觀望,目前動能不足,41.0
1773.TW,1.36,1,🔥 買入,滿足趨勢突破條件,157.5
2645.TW,1.31,1,🔥 買入,滿足趨勢突破條件,160.5
2882.TW,1.31,3,🔥 買入,滿足趨勢突破條件,75.0
7584.TWO,1.25,1,☁️ 觀望,目前動能不足,32.9000015259
4956.TW,1.23,2,🔥 買入,滿足趨勢突破條件,49.75
3481.TW,1.2,4,💎 持股,趨勢向上維持中,25.8999996185
3707.TWO,1.18,2,💎 持股,趨勢向上維持中,56.2000007629
2375.TW,1.17,1,🔥 買入,滿足趨勢突破條件,88.0
2528.TW,1.17,1,☁️ 觀望,目前動能不足,24.0499992371
2640.TWO,1.15,1,💎 持股,趨勢向上維持中,187.0
3293.TWO,1.13,3,💎 持股,趨勢向上維持中,775.0
00712.TW,1.1,2,🔥 買入,滿足趨勢突破條件,8.9300003052
2504.TW,1.09,3,☁️ 觀望,目前動能不足,35.8499984741
4105.TWO,1.09,2,💎 持股,趨勢向上維持中,74.5999984741
1582.TW,1.05,2,💎 持股,趨勢向上維持中,99.1999969482
2032.TW,1.02,2,💎 持股,趨勢向上維持中,16.3500003815
00981B.TWO,0.97,3,💎 持股,趨勢向上維持中,9.3400001526
6730.TWO,0.95,1,🔥 買入,滿足趨勢突破條件,39.0
6147.TWO,0.92,1,💎 持股,趨勢向上維持中,115.0
2613.TW,0.91,2,☁️ 觀望,目前動能不足,23.0
6776.TW,0.87,2,☁️ 觀望,目前動能不足,60.2000007629
2887I.TW,0.86,1,💎 持股,趨勢向上維持中,9.3800001144
00864B.TWO,0.77,5,☁️ 觀望,目前動能不足,46.2299995422
2903.TW,0.77,3,💎 持股,趨勢向上維持中,23.0499992371
0056.TW,0.72,2,🔥 買入,滿足趨勢突破條件,40.9799995422
4108.TW,0.72,1,☁️ 觀望,目前動能不足,12.6499996185
6996.TWO,0.69,3,🔥 買入,滿足趨勢突破條件,185.0
00900.TW,0.67,2,🔥 買入,滿足趨勢突破條件,15.0699996948
6662.TWO,0.65,2,🔥 買入,滿足趨勢突破條件,30.3999996185
2838.TW,0.64,3,💎 持股,趨勢向上維持中,20.8999996185
7455.TWO,0.64,1,☁️ 觀望,目前動能不足,61.7000007629
1712.TW,0.6,4,☁️ 觀望,目前動能不足,42.6500015259
6841.TWO,0.59,1,☁️ 觀望,目前動能不足,58.7999992371
1432.TW,0.56,2,☁️ 觀望,目前動能不足,16.9500007629
3219.TWO,0.56,2,💎 持股,趨勢向上維持中,69.5999984741
4527.TWO,0.56,4,💎 持股,趨勢向上維持中,43.2000007629
7704.TWO,0.56,1,💎 持股,趨勢向上維持中,63.9000015259
8416.TWO,0.56,1,🔥 買入,滿足趨勢突破條件,169.5
3285.TWO,0.54,1,☁️ 觀望,目前動能不足,28.2000007629
5488.TWO,0.49,2,☁️ 觀望,目前動能不足,10.1499996185
00965.TW,0.43,4,💎 持股,趨勢向上維持中,25.5100002289
5288.TW,0.41,2,💎 持股,趨勢向上維持中,159.0
6292.TWO,0.39,4,💎 持股,趨勢向上維持中,47.9000015259
9908.TW,0.33,2,☁️ 觀望,目前動能不足,29.8500003815
1337.TW,0.31,5,☁️ 觀望,目前動能不足,5.5199999809
4183.TWO,0.31,1,☁️ 觀望,目前動能不足,15.1999998093
4562.TW,0.26,1,💎 持股,趨勢向上維持中,35.5
3093.TWO,0.2,1,💎 持股,趨勢向上維持中,73.0
6671.TW,0.13,2,🔥 買入,滿足趨勢突破條件,32.4500007629
9904.TW,0.12,3,☁️ 觀望,目前動能不足,27.8999996185
6625.TW,0.11,2,💎 持股,趨勢向上維持中,76.5999984741
00908.TW,0.09,4,🔥 買入,滿足趨勢突破條件,14.1800003052
00877.TWO,0.08,3,🔥 買入,滿足趨勢突破條件,33.6500015259
4958.TW,0.05,2,🔥 買入,滿足趨勢突破條件,282.0
00400A.TW,0,0,☁️ 觀望,目前動能不足,11.9200000763
00401A.TW,0,0,☁️ 觀望,目前動能不足,11.3699998856
00674R.TW,0.0,1,☁️ 觀望,目前動能不足,5.1799998283
009815.TWO,0,0,🔥 買入,滿足趨勢突破條件,10.1999998093
009816.TW,0,0,🔥 買入,滿足趨勢突破條件,11.9499998093
009817.TW,0,0,☁️ 觀望,目前動能不足,9.4499998093
00982D.TW,0,0,☁️ 觀望,目前動能不足,10.0399999619
00983A.TW,0,0,🔥 買入,滿足趨勢突破條件,11.470000267
00985D.TWO,0,0,☁️ 觀望,目前動能不足,10.1400003433
00989A.TW,0,0,🔥 買入,滿足趨勢突破條件,15.1700000763
00989B.TWO,0,0,☁️ 觀望,目前動能不足,10.0600004196
00996A.TW,0,0,☁️ 觀望,目前動能不足,11.7299995422
00997A.TW,0,0,☁️ 觀望,目前動能不足,10.4200000763
00998A.TWO,0,0,☁️ 觀望,目前動能不足,15.9399995804
020012.TW,0,0,☁️ 觀望,目前動能不足,20.5100002289
02001L.TW,0,0,💎 持股,趨勢向上維持中,87.3499984741
02001R.TW,0,0,☁️ 觀望,目前動能不足,0.6100000143
020030.TW,0,0,🔥 買入,滿足趨勢突破條件,13.75
1210.TW,0,0,☁️ 觀望,目前動能不足,54.2000007629
1295.TWO,0,0,☁️ 觀望,目前動能不足,59.2999992371
1319.TW,0,0,☁️ 觀望,目前動能不足,78.5
1323.TW,0,0,☁️ 觀望,目前動能不足,21.0
1418.TW,0.0,1,☁️ 觀望,目前動能不足,18.75
1436.TW,0,0,☁️ 觀望,目前動能不足,52.7999992371
1598.TW,0,0,🔥 買入,滿足趨勢突破條件,20.6499996185
1603.TW,0,0,💎 持股,趨勢向上維持中,32.7999992371
1623.TW,0,0,💎 持股,趨勢向上維持中,209.5
1805.TW,0,0,💎 持股,趨勢向上維持中,11.0
1808.TW,0,0,☁️ 觀望,目前動能不足,30.0499992371
2061.TWO,0,0,☁️ 觀望,目前動能不足,16.1000003815
2072.TW,0,0,☁️ 觀望,目前動能不足,181.0
2314.TW,0,0,☁️ 觀望,目前動能不足,15.4499998093
2321.TW,0,0,☁️ 觀望,目前動能不足,13.3000001907
2354.TW,0,0,💎 持股,趨勢向上維持中,51.5999984741
2429.TW,0,0,☁️ 觀望,目前動能不足,39.8499984741
2476.TW,0,0,🔥 買入,滿足趨勢突破條件,115.0
2719.TWO,0,0,🔥 買入,滿足趨勢突破條件,29.75
2726.TWO,0,0,☁️ 觀望,目前動能不足,9.8999996185
2736.TWO,0,0,💎 持股,趨勢向上維持中,13.75
3002.TW,0,0,☁️ 觀望,目前動能不足,19.0499992371
3056.TW,0,0,☁️ 觀望,目前動能不足,14.6499996185
3078.TWO,0,0,💎 持股,趨勢向上維持中,57.4000015259
3158.TWO,0,0,☁️ 觀望,目前動能不足,89.0999984741
3191.TWO,0.0,1,💎 持股,趨勢向上維持中,13.6499996185
3288.TWO,0,0,🔥 買入,滿足趨勢突破條件,15.75
3434.TWO,0.0,1,🔥 買入,滿足趨勢突破條件,30.8999996185
3515.TW,0,0,💎 持股,趨勢向上維持中,223.5
3529.TWO,0,0,🔥 買入,滿足趨勢突破條件,4075.0
3540.TWO,0,0,☁️ 觀望,目前動能不足,27.1000003815
3548.TWO,0,0,🔥 買入,滿足趨勢突破條件,105.0
3609.TWO,0,0,☁️ 觀望,目前動能不足,25.9500007629
4128.TWO,0,0,💎 持股,趨勢向上維持中,17.1499996185
4129.TWO,0,0,💎 持股,趨勢向上維持中,105.5
4164.TW,0,0,💎 持股,趨勢向上維持中,31.1499996185
4169.TW,0,0,☁️ 觀望,目前動能不足,166.5
4192.TWO,0,0,☁️ 觀望,目前動能不足,19.7999992371
4303.TWO,0,0,☁️ 觀望,目前動能不足,54.5
4416.TWO,0,0,💎 持股,趨勢向上維持中,15.1000003815
4438.TW,0,0,🔥 買入,滿足趨勢突破條件,58.9000015259
4441.TW,0,0,☁️ 觀望,目前動能不足,194.5
4543.TWO,0,0,🔥 買入,滿足趨勢突破條件,37.5
4743.TWO,0,0,💎 持股,趨勢向上維持中,54.4000015259
4746.TW,0,0,☁️ 觀望,目前動能不足,52.7000007629
4763.TW,0,0,💎 持股,趨勢向上維持中,47.1500015259
4804.TWO,0,0,☁️ 觀望,目前動能不足,nan
4923.TWO,0,0,☁️ 觀望,目前動能不足,35.25
4968.TW,0,0,🔥 買入,滿足趨勢突破條件,112.0
5202.TWO,0,0,💎 持股,趨勢向上維持中,14.1499996185
5211.TWO,0.0,1,💎 持股,趨勢向上維持中,23.5499992371
5301.TWO,0,0,💎 持股,趨勢向上維持中,9.4399995804
5314.TWO,0,0,💎 持股,趨勢向上維持中,80.1999969482
5321.TWO,0,0,💎 持股,趨勢向上維持中,24.3999996185
5364.TWO,0,0,☁️ 觀望,目前動能不足,11.3500003815
5457.TWO,0,0,💎 持股,趨勢向上維持中,38.1500015259
6140.TWO,0,0,☁️ 觀望,目前動能不足,18.75
6143.TWO,0,0,💎 持股,趨勢向上維持中,93.0
6221.TWO,0,0,🔥 買入,滿足趨勢突破條件,27.6000003815
6272.TW,0,0,💎 持股,趨勢向上維持中,32.5499992371
6276.TWO,0,0,☁️ 觀望,目前動能不足,31.2999992371
6409.TW,0,0,💎 持股,趨勢向上維持中,781.0
6418.TWO,0,0,☁️ 觀望,目前動能不足,28.8999996185
6462.TWO,0,0,🔥 買入,滿足趨勢突破條件,122.5
6482.TWO,0,0,☁️ 觀望,目前動能不足,31.7000007629
6534.TW,0,0,💎 持股,趨勢向上維持中,99.5999984741
6535.TWO,0,0,☁️ 觀望,目前動能不足,131.0
6614.TW,0,0,☁️ 觀望,目前動能不足,41.0
6620.TWO,0,0,🔥 買入,滿足趨勢突破條件,80.6999969482
6715.TW,0,0,💎 持股,趨勢向上維持中,426.0
6844.TWO,0.0,1,☁️ 觀望,目前動能不足,62.9000015259
6887.TW,0,0,☁️ 觀望,目前動能不足,42.0499992371
6906.TW,0,0,☁️ 觀望,目前動能不足,67.5
6908.TW,0,0,☁️ 觀望,目前動能不足,41.5499992371
6933.TW,0,0,💎 持股,趨勢向上維持中,196.0
6934.TW,0,0,💎 持股,趨勢向上維持中,89.1999969482
6957.TW,0,0,💎 持股,趨勢向上維持中,163.5
7610.TW,0,0,💎 持股,趨勢向上維持中,638.0
7722.TW,0,0,☁️ 觀望,目前動能不足,305.0
7783.TWO,0,0,💎 持股,趨勢向上維持中,111.5
7822.TW,0,0,☁️ 觀望,目前動能不足,1575.0
7823.TW,0,0,☁️ 觀望,目前動能不足,79.5999984741
8101.TW,0,0,💎 持股,趨勢向上維持中,14.25
8291.TWO,0,0,☁️ 觀望,目前動能不足,nan
8437.TWO,0,0,☁️ 觀望,目前動能不足,12.5
8929.TWO,0.0,1,☁️ 觀望,目前動能不足,15.5500001907
8261.TW,-0.02,3,🔥 買入,滿足趨勢突破條件,127.5
1708.TW,-0.06,4,☁️ 觀望,目前動能不足,39.3499984741
2603.TW,-0.06,2,☁️ 觀望,目前動能不足,198.0
00981D.TWO,-0.07,4,🔥 買入,滿足趨勢突破條件,10.4300003052
4121.TWO,-0.09,3,☁️ 觀望,目前動能不足,15.5
00945B.TW,-0.1,5,💎 持股,趨勢向上維持中,14.5500001907
1513.TW,-0.11,2,💎 持股,趨勢向上維持中,153.0
4590.TW,-0.11,1,🔥 買入,滿足趨勢突破條件,77.3000030518
6961.TWO,-0.13,1,☁️ 觀望,目前動能不足,57.4000015259
2851.TW,-0.15,4,☁️ 觀望,目前動能不足,29.5499992371
7732.TW,-0.15,2,💎 持股,趨勢向上維持中,35.0
9962.TWO,-0.15,2,☁️ 觀望,目前動能不足,10.0500001907
6831.TW,-0.17,2,🔥 買入,滿足趨勢突破條件,475.0
3580.TWO,-0.18,3,💎 持股,趨勢向上維持中,84.0
6136.TW,-0.18,4,💎 持股,趨勢向上維持中,24.4500007629
5016.TWO,-0.2,2,💎 持股,趨勢向上維持中,30.6000003815
9926.TW,-0.2,2,💎 持股,趨勢向上維持中,50.0
00980D.TWO,-0.21,3,🔥 買入,滿足趨勢突破條件,20.5599994659
1305.TW,-0.22,3,☁️ 觀望,目前動能不足,14.8999996185
5434.TW,-0.23,2,💎 持股,趨勢向上維持中,417.0
4306.TW,-0.24,2,💎 持股,趨勢向上維持中,13.6999998093
6703.TWO,-0.25,3,☁️ 觀望,目前動能不足,115.0
1218.TW,-0.26,1,☁️ 觀望,目前動能不足,19.0499992371
4526.TW,-0.3,1,💎 持股,趨勢向上維持中,34.4000015259
6598.TW,-0.3,3,☁️ 觀望,目前動能不足,22.7999992371
8463.TW,-0.3,2,💎 持股,趨勢向上維持中,23.1000003815
1563.TW,-0.31,1,💎 持股,趨勢向上維持中,42.7999992371
2064.TWO,-0.31,2,☁️ 觀望,目前動能不足,11.75
00985B.TW,-0.32,5,☁️ 觀望,目前動能不足,10.2399997711
6838.TW,-0.32,2,💎 持股,趨勢向上維持中,30.5
8374.TW,-0.34,1,💎 持股,趨勢向上維持中,81.5999984741
00780B.TWO,-0.35,4,☁️ 觀望,目前動能不足,37.5699996948
00719B.TWO,-0.36,5,☁️ 觀望,目前動能不足,31.1900005341
1609.TW,-0.38,1,🔥 買入,滿足趨勢突破條件,34.5499992371
5013.TWO,-0.39,2,💎 持股,趨勢向上維持中,30.1000003815
2939.TW,-0.4,1,☁️ 觀望,目前動能不足,25.25
3010.TW,-0.41,4,💎 持股,趨勢向上維持中,132.5
6863.TW,-0.42,1,💎 持股,趨勢向上維持中,99.0
4541.TWO,-0.43,1,🔥 買入,滿足趨勢突破條件,48.2999992371
8050.TWO,-0.46,1,🔥 買入,滿足趨勢突破條件,42.1500015259
00641R.TW,-0.47,2,☁️ 觀望,目前動能不足,4.0100002289
00651R.TW,-0.5,3,☁️ 觀望,目前動能不足,5.1799998283
2607.TW,-0.52,2,☁️ 觀望,目前動能不足,50.2999992371
6584.TWO,-0.52,2,💎 持股,趨勢向上維持中,667.0
00961.TW,-0.53,3,🔥 買入,滿足趨勢突破條件,10.3100004196
5520.TWO,-0.54,2,☁️ 觀望,目前動能不足,79.0
8099.TWO,-0.54,1,💎 持股,趨勢向上維持中,69.6999969482
5285.TW,-0.58,1,🔥 買入,滿足趨勢突破條件,54.2000007629
2352.TW,-0.6,1,🔥 買入,滿足趨勢突破條件,25.6499996185
8109.TWO,-0.62,2,💎 持股,趨勢向上維持中,107.0
5523.TWO,-0.66,3,🔥 買入,滿足趨勢突破條件,30.5
6741.TWO,-0.69,1,🔥 買入,滿足趨勢突破條件,63.7000007629
8201.TW,-0.7,1,💎 持股,趨勢向上維持中,13.3000001907
6168.TW,-0.71,2,💎 持股,趨勢向上維持中,28.7999992371
5328.TWO,-0.72,2,💎 持股,趨勢向上維持中,26.8999996185
3545.TW,-0.74,1,🔥 買入,滿足趨勢突破條件,51.9000015259
1449.TW,-0.75,2,💎 持股,趨勢向上維持中,14.3999996185
6899.TWO,-0.75,1,💎 持股,趨勢向上維持中,54.7999992371
2442.TW,-0.76,1,☁️ 觀望,目前動能不足,19.4500007629
6667.TWO,-0.76,2,🔥 買入,滿足趨勢突破條件,288.5
3041.TW,-0.77,1,💎 持股,趨勢向上維持中,22.6000003815
00683L.TW,-0.78,3,☁️ 觀望,目前動能不足,20.7900009155
00845B.TWO,-0.78,5,🔥 買入,滿足趨勢突破條件,33.4700012207
009814.TWO,-0.78,1,🔥 買入,滿足趨勢突破條件,10.3299999237
1465.TW,-0.78,1,🔥 買入,滿足趨勢突破條件,12.6999998093
6617.TWO,-0.82,1,☁️ 觀望,目前動能不足,66.6999969482
00713.TW,-0.84,2,🔥 買入,滿足趨勢突破條件,54.0
6722.TW,-0.84,1,💎 持股,趨勢向上維持中,40.0
6830.TW,-0.84,2,🔥 買入,滿足趨勢突破條件,885.0
5876.TW,-0.85,3,🔥 買入,滿足趨勢突破條件,39.8499984741
1410.TW,-0.87,1,☁️ 觀望,目前動能不足,30.7999992371
2453.TW,-0.87,2,🔥 買入,滿足趨勢突破條件,55.5
6695.TW,-0.88,1,💎 持股,趨勢向上維持中,40.4000015259
4924.TWO,-0.9,1,☁️ 觀望,目前動能不足,10.1000003815
2006.TW,-0.94,3,🔥 買入,滿足趨勢突破條件,71.8000030518
1538.TW,-0.95,2,☁️ 觀望,目前動能不足,12.8000001907
3511.TWO,-0.95,1,🔥 買入,滿足趨勢突破條件,21.2999992371
6264.TWO,-0.96,1,☁️ 觀望,目前動能不足,6.1999998093
5258.TW,-0.97,1,🔥 買入,滿足趨勢突破條件,52.0
1612.TW,-0.98,1,💎 持股,趨勢向上維持中,35.6500015259
00637L.TW,-1.01,1,🔥 買入,滿足趨勢突破條件,20.8400001526
3465.TWO,-1.02,1,☁️ 觀望,目前動能不足,34.2000007629
00916.TW,-1.04,2,🔥 買入,滿足趨勢突破條件,26.7700004578
2542.TW,-1.07,2,☁️ 觀望,目前動能不足,34.9500007629
3296.TW,-1.07,2,☁️ 觀望,目前動能不足,21.2999992371
8114.TW,-1.11,2,💎 持股,趨勢向上維持中,174.0
00726B.TWO,-1.13,3,🔥 買入,滿足趨勢突破條件,33.3600006104
1220.TW,-1.13,3,🔥 買入,滿足趨勢突破條件,12.8000001907
1762.TW,-1.16,3,💎 持股,趨勢向上維持中,29.3500003815
4571.TW,-1.16,2,💎 持股,趨勢向上維持中,160.0
7737.TWO,-1.17,1,💎 持股,趨勢向上維持中,43.7000007629
00633L.TW,-1.18,1,🔥 買入,滿足趨勢突破條件,50.5
2101.TW,-1.19,1,💎 持股,趨勢向上維持中,35.6500015259
8034.TWO,-1.2,2,💎 持股,趨勢向上維持中,25.3999996185
2478.TW,-1.21,2,🔥 買入,滿足趨勢突破條件,77.1999969482
5443.TWO,-1.21,3,💎 持股,趨勢向上維持中,114.0
6542.TWO,-1.21,2,☁️ 觀望,目前動能不足,51.4000015259
1905.TW,-1.22,1,☁️ 觀望,目前動能不足,14.1000003815
2801.TW,-1.22,3,🔥 買入,滿足趨勢突破條件,21.6000003815
3631.TWO,-1.22,1,💎 持股,趨勢向上維持中,29.3500003815
5493.TWO,-1.22,1,💎 持股,趨勢向上維持中,83.1999969482
4555.TW,-1.25,1,🔥 買入,滿足趨勢突破條件,41.0499992371
7747.TWO,-1.25,2,🔥 買入,滿足趨勢突破條件,133.0
6680.TWO,-1.28,2,☁️ 觀望,目前動能不足,55.2000007629
1726.TW,-1.29,2,🔥 買入,滿足趨勢突破條件,76.5
6187.TWO,-1.31,1,🔥 買入,滿足趨勢突破條件,1215.0
6277.TW,-1.31,2,💎 持股,趨勢向上維持中,71.0999984741
00703.TW,-1.32,2,🔥 買入,滿足趨勢突破條件,20.7999992371
2897.TW,-1.32,3,💎 持股,趨勢向上維持中,10.1999998093
4904.TW,-1.36,3,🔥 買入,滿足趨勢突破條件,97.4000015259
6523.TWO,-1.36,4,☁️ 觀望,目前動能不足,104.5
1203.TW,-1.37,5,🔥 買入,滿足趨勢突破條件,43.4000015259
00757.TW,-1.38,1,🔥 買入,滿足趨勢突破條件,117.5500030518
2392.TW,-1.4,1,💎 持股,趨勢向上維持中,36.5999984741
3058.TW,-1.4,1,☁️ 觀望,目前動能不足,9.220000267
2390.TW,-1.43,2,☁️ 觀望,目前動能不足,10.1000003815
6692.TWO,-1.45,1,💎 持股,趨勢向上維持中,32.0499992371
5310.TWO,-1.46,1,☁️ 觀望,目前動能不足,25.2000007629
6174.TWO,-1.47,2,🔥 買入,滿足趨勢突破條件,27.5
00655L.TW,-1.5,1,🔥 買入,滿足趨勢突破條件,35.2000007629
00749B.TWO,-1.52,3,🔥 買入,滿足趨勢突破條件,32.0999984741
00764B.TWO,-1.54,3,☁️ 觀望,目前動能不足,27.9300003052
3521.TWO,-1.55,3,💎 持股,趨勢向上維持中,14.5500001907
4109.TWO,-1.55,1,☁️ 觀望,目前動能不足,12.6000003815
2836.TW,-1.57,2,🔥 買入,滿足趨勢突破條件,12.1999998093
5015.TWO,-1.57,2,☁️ 觀望,目前動能不足,24.4500007629
00940.TW,-1.58,3,🔥 買入,滿足趨勢突破條件,10.3000001907
3362.TWO,-1.58,2,🔥 買入,滿足趨勢突破條件,113.0
6856.TWO,-1.61,1,☁️ 觀望,目前動能不足,nan
8941.TWO,-1.61,3,☁️ 觀望,目前動能不足,45.0499992371
4707.TWO,-1.64,3,🔥 買入,滿足趨勢突破條件,15.0500001907
00700.TW,-1.65,2,🔥 買入,滿足趨勢突破條件,17.7900009155
1796.TWO,-1.67,1,💎 持股,趨勢向上維持中,39.5499992371
7782.TWO,-1.67,1,🔥 買入,滿足趨勢突破條件,29.4500007629
3011.TW,-1.73,1,🔥 買入,滿足趨勢突破條件,13.25
4584.TWO,-1.73,1,☁️ 觀望,目前動能不足,41.7999992371
00933B.TWO,-1.74,3,☁️ 觀望,目前動能不足,16.0799999237
00686R.TW,-1.75,1,☁️ 觀望,目前動能不足,1.25
00924.TW,-1.75,2,🔥 買入,滿足趨勢突破條件,29.7999992371
1591.TWO,-1.77,1,💎 持股,趨勢向上維持中,57.7000007629
009811.TW,-1.78,2,🔥 買入,滿足趨勢突破條件,11.8599996567
2616.TW,-1.78,3,☁️ 觀望,目前動能不足,15.4499998093
3064.TWO,-1.79,1,☁️ 觀望,目前動能不足,20.6000003815
8102.TWO,-1.8,1,🔥 買入,滿足趨勢突破條件,67.8000030518
00878.TW,-1.84,2,🔥 買入,滿足趨勢突破條件,24.0599994659
009813.TW,-1.89,2,🔥 買入,滿足趨勢突破條件,10.5799999237
6573.TW,-1.92,1,☁️ 觀望,目前動能不足,12.5
6005.TW,-1.93,3,☁️ 觀望,目前動能不足,27.6000003815
00981A.TW,-1.96,3,🔥 買入,滿足趨勢突破條件,25.1000003815
3717.TW,-1.96,1,💎 持股,趨勢向上維持中,21.8999996185
5546.TW,-1.96,1,💎 持股,趨勢向上維持中,17.1499996185
6219.TWO,-1.96,1,☁️ 觀望,目前動能不足,14.1000003815
6512.TWO,-1.96,3,💎 持股,趨勢向上維持中,19.8999996185
8044.TWO,-1.99,1,💎 持股,趨勢向上維持中,24.1000003815
2493.TW,-2.0,2,💎 持股,趨勢向上維持中,141.0
2611.TW,-2.0,1,💎 持股,趨勢向上維持中,14.6999998093
6578.TWO,-2.0,1,☁️ 觀望,目前動能不足,17.75
4934.TW,-2.01,3,☁️ 觀望,目前動能不足,16.7999992371
6931.TW,-2.01,1,☁️ 觀望,目前動能不足,50.2999992371
7714.TWO,-2.03,2,💎 持股,趨勢向上維持中,134.0
8401.TWO,-2.03,2,☁️ 觀望,目前動能不足,24.8500003815
