Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
1711.TW,永光,2026-04-13,看漲 FVG,41.35,40.1,43.42,💰 已達標,獲利點,0,51.34,2026-04-15,2,True
1815.TWO,富喬,2026-04-08,看漲 FVG,110.5,102.48,116.03,💰 已達標,獲利點,1,52.99,2026-04-10,2,True
8111.TWO,立��,2026-04-15,看漲 FVG,71.4,70.84,74.97,💰 已達標,獲利點,1,69.84,-,2,True
2404.TW,漢唐,2026-04-09,看漲 FVG,917.0,909.43,962.85,❌ 已失效,實體破中線,0,44.82,2026-04-13,3,True
2481.TW,強茂,2026-04-16,看漲 FVG,107.5,100.15,112.88,⏳ 待回測,監控中,1,59.73,-,3,False
5425.TWO,台半,2026-04-16,看漲 FVG,59.9,59.3,62.9,⏳ 待回測,監控中,1,43.81,-,3,True
6415.TW,矽力*-KY,2026-04-16,看漲 FVG,306.0,277.61,321.3,⏳ 待回測,監控中 🧹,1,54.87,-,3,False
6548.TWO,長科*,2026-04-15,看跌 FVG,50.5,51.46,47.97,❌ 已失效,實體過中線,0,58.9,-,3,True
1785.TWO,光洋科,2026-04-13,看漲 FVG,139.5,114.92,146.47,💰 已達標,獲利點,0,71.45,2026-04-15,4,True
2402.TW,毅嘉,2026-04-14,看漲 FVG,71.0,67.06,74.55,💰 已達標,獲利點,1,82.85,2026-04-16,4,True
3105.TWO,穩懋,2026-04-16,看漲 FVG,503.0,469.64,528.15,⏳ 待回測,⚡結構突破 ⚠️過熱,0,77.24,-,4,False
3437.TW,榮創,2026-04-15,看漲 FVG,24.6,24.08,25.83,💰 已達標,獲利點,1,60.34,2026-04-17,4,True
4540.TW,全球傳動,2026-04-14,看漲 FVG,51.9,47.71,54.49,💰 已達標,獲利點,1,71.58,2026-04-16,4,True
4960.TW,誠美材,2026-04-16,看漲 FVG,31.85,27.91,33.44,⏳ 待回測,⚡結構突破 ⚠️過熱,0,59.55,-,4,False
6173.TWO,信昌電,2026-04-16,看漲 FVG,81.8,77.81,85.89,⏳ 待回測,⚡結構突破 ⚠️過熱,1,83.33,-,4,False
6278.TW,台表科,2026-04-16,看漲 FVG,143.0,136.81,150.15,⏳ 待回測,⚡結構突破 ⚠️過熱,0,89.38,-,4,True
8358.TWO,金居,2026-04-15,看漲 FVG,325.0,313.92,341.25,💰 已達標,獲利點,1,82.94,-,4,True
