股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
4540.TW,全球傳動,🔥 訊號出現,57.9000015259,79.83,🟡 妖股/高波動,55.56%,33.33%,4.72%,-2.49%,9,56.46,0.3333,0.0472
3437.TW,榮創,🔥 訊號出現,27.2000007629,67.08,🟡 妖股/高波動,33.33%,33.33%,9.93%,-1.97%,6,26.66,0.3333,0.0993
6278.TW,台表科,🔥 訊號出現,157.0,92.72,🟡 妖股/高波動,75.00%,25.00%,50.96%,9.62%,4,172.1,0.25,0.5096
1711.TW,永光,🔥 訊號出現,47.9500007629,67.41,⚪ 一般監控,50.00%,50.00%,6.88%,-5.70%,10,45.22,0.5,0.0688
6415.TW,矽力*-KY,🔥 訊號出現,332.5,62.72,⚪ 一般監控,0.00%,50.00%,0.39%,-5.16%,4,315.34,0.5,0.0039
8261.TW,富鼎,🔥 訊號出現,127.5,77.4,⚪ 一般監控,60.00%,20.00%,0.74%,-3.53%,5,123.0,0.2,0.0074
8111.TWO,立��,🔥 訊號出現,79.1999969482,77.59,⚪ 一般監控,50.00%,0.00%,nan%,0.00%,2,79.2,0.0,
2404.TW,漢唐,🔥 訊號出現,1025.0,67.54,🔴 空頭陷阱,25.00%,25.00%,-2.10%,-4.73%,4,976.47,0.25,-0.021
4958.TW,臻鼎-KY,🔥 訊號出現,282.0,71.24,🔴 空頭陷阱,40.00%,20.00%,-1.21%,-7.28%,5,261.48,0.2,-0.0121
1815.TWO,富喬,🔥 訊號出現,127.0,64.78,🔴 空頭陷阱,50.00%,0.00%,-7.27%,-6.22%,4,119.1,0.0,-0.0727
6173.TWO,信昌電,🔥 訊號出現,92.1999969482,87.47,🔴 空頭陷阱,60.00%,0.00%,-4.70%,-3.39%,5,89.08,0.0,-0.047
6548.TWO,長科*,無,54.7000007629,68.49,🟢 黃金標的,0.00%,100.00%,4.76%,-6.53%,2,0.0,1.0,0.0476
3105.TWO,穩懋,無,539.0,79.83,🟢 黃金標的,57.14%,85.71%,5.35%,-6.96%,7,0.0,0.8571,0.0535
3339.TWO,泰谷,無,69.3000030518,92.02,🟢 黃金標的,40.00%,60.00%,18.85%,-4.92%,5,0.0,0.6,0.1885
4960.TW,誠美材,無,33.8499984741,68.95,🟢 黃金標的,71.43%,57.14%,20.10%,-2.37%,7,0.0,0.5714,0.201
1785.TWO,光洋科,無,156.0,88.07,⚪ 一般監控,50.00%,50.00%,21.56%,-6.47%,2,0.0,0.5,0.2156
2402.TW,毅嘉,無,77.6999969482,81.65,⚪ 一般監控,50.00%,25.00%,2.07%,-7.61%,4,0.0,0.25,0.0207
8358.TWO,金居,無,367.5,83.52,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
5425.TWO,台半,無,65.6999969482,60.54,🔴 空頭陷阱,0.00%,50.00%,-0.88%,-8.29%,2,0.0,0.5,-0.0088
4919.TW,新唐,無,129.0,70.81,🔴 空頭陷阱,28.57%,42.86%,-1.23%,-5.39%,7,0.0,0.4286,-0.0123
2481.TW,強茂,無,118.0,67.32,🔴 空頭陷阱,0.00%,0.00%,-4.63%,-8.34%,4,0.0,0.0,-0.0463
