Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
1711.TW,永光,2026-04-07,看跌 FVG,35.75,37.69,33.96,❌ 已失效,實體過中線,1,46.84,-,2,True
1717.TW,長興,2026-04-08,看漲 FVG,66.3,63.78,69.61,⏳ 待回測,⚡結構突破,1,55.63,-,2,False
1815.TWO,富喬,2026-04-08,看漲 FVG,110.5,102.48,116.03,⏳ 待回測,⚡結構突破,1,52.99,-,2,True
2409.TW,友達,2026-04-02,看漲 FVG,16.05,15.87,16.85,💰 已達標,獲利點,1,52.31,-,2,True
2489.TW,瑞軒,2026-04-08,看漲 FVG,41.0,35.22,43.05,⏳ 待回測,⚡結構突破,0,48.57,-,2,False
2316.TW,楠梓電,2026-03-23,看跌 FVG,104.5,111.05,99.27,💰 已達標,獲利點,0,53.72,2026-03-25,3,True
2426.TW,鼎元,2026-04-01,看漲 FVG,38.3,34.08,40.21,❌ 已失效,實體破中線,0,56.78,-,3,False
2486.TW,一詮,2026-04-07,看漲 FVG,151.5,148.25,159.08,💰 已達標,獲利點,1,48.11,-,3,True
2495.TW,普安,2026-04-08,看漲 FVG,33.3,32.54,34.96,⏳ 待回測,監控中 🧹,0,52.6,-,3,True
3234.TWO,光環,2026-04-08,看漲 FVG,97.5,87.46,102.38,⏳ 待回測,監控中,1,60.91,-,3,True
3264.TWO,欣銓,2026-03-24,看漲 FVG,150.0,146.26,157.5,💰 已達標,獲利點,0,55.75,2026-03-26,3,True
3714.TW,富采,2026-04-01,看漲 FVG,50.0,48.01,52.5,💰 已達標,獲利點,0,62.75,2026-04-07,3,True
4927.TW,泰鼎-KY,2026-03-27,看跌 FVG,42.4,42.71,40.28,💰 已達標,獲利點,0,54.57,-,3,True
5443.TWO,均豪,2026-04-08,看漲 FVG,108.5,103.48,113.93,⏳ 待回測,監控中,1,62.41,-,3,True
8039.TW,台虹,2026-04-02,看漲 FVG,117.0,114.92,122.85,💰 已達標,獲利點,1,44.0,-,3,True
8064.TWO,東捷,2026-04-08,看漲 FVG,71.6,66.86,75.18,⏳ 待回測,監控中,1,55.56,-,3,False
1785.TWO,光洋科,2026-03-18,看漲 FVG,95.5,90.15,100.28,💰 已達標,獲利點,0,86.32,2026-03-20,4,True
2476.TW,鉅祥,2026-04-08,看漲 FVG,96.6,86.07,101.43,⏳ 待回測,⚡結構突破 ⚠️過熱,1,71.02,-,4,True
3026.TW,禾伸堂,2026-04-08,看漲 FVG,167.0,151.24,175.35,⏳ 待回測,⚡結構突破 ⚠️過熱,1,79.03,-,4,False
3049.TW,精金,2026-03-30,看跌 FVG,12.4,12.56,11.78,💰 已達標,獲利點,0,46.74,-,4,True
6217.TWO,中探針,2026-04-07,看漲 FVG,195.0,191.54,204.75,💰 已達標,獲利點,1,67.62,2026-04-09,4,True
6274.TWO,台燿,2026-04-08,看漲 FVG,731.0,679.59,767.55,⏳ 待回測,⚡結構突破 ⚠️過熱,0,75.58,-,4,True
6672.TW,騰輝電子-KY,2026-04-08,看漲 FVG,146.0,132.83,153.3,⏳ 待回測,⚡結構突破 ⚠️過熱,0,79.1,-,4,True
8027.TWO,鈦昇,2026-03-31,看漲 FVG,149.5,143.28,156.97,💰 已達標,獲利點,1,76.47,2026-04-02,4,True
