股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
2426.TW,鼎元,🔥 訊號出現,43.0,56.58,🟢 黃金標的,83.33%,83.33%,36.47%,-1.05%,6,42.55,0.8333,0.3647
4908.TWO,前鼎,🔥 訊號出現,117.5,60.28,🟢 黃金標的,55.56%,55.56%,6.33%,-4.78%,9,111.89,0.5556,0.0633
3714.TW,富采,🔥 訊號出現,57.2999992371,65.78,🟡 妖股/高波動,14.29%,42.86%,5.66%,-5.23%,7,54.3,0.4286,0.0566
8064.TWO,東捷,🔥 訊號出現,78.3000030518,60.22,🟡 妖股/高波動,33.33%,33.33%,3.36%,-5.22%,9,74.21,0.3333,0.0336
3026.TW,禾伸堂,🔥 訊號出現,183.5,81.34,🔴 空頭陷阱,0.00%,25.00%,-2.04%,-6.39%,4,171.78,0.25,-0.0204
1815.TWO,富喬,🔥 訊號出現,121.5,56.25,🔴 空頭陷阱,66.67%,0.00%,-8.43%,-3.77%,3,116.92,0.0,-0.0843
6190.TWO,萬泰科,🔥 訊號出現,66.0,70.67,🔴 空頭陷阱,40.00%,0.00%,-6.53%,-7.30%,5,61.18,0.0,-0.0653
8039.TW,台虹,🔥 訊號出現,136.0,66.02,🔴 空頭陷阱,0.00%,0.00%,-6.69%,-5.41%,2,128.64,0.0,-0.0669
5388.TW,中磊,🔥 訊號出現,86.4000015259,67.95,🔴 空頭陷阱,0.00%,0.00%,-1.36%,-3.22%,3,83.62,0.0,-0.0136
2476.TW,鉅祥,🔥 訊號出現,101.5,74.53,🔴 空頭陷阱,33.33%,0.00%,-1.74%,-6.74%,3,94.65,0.0,-0.0174
1717.TW,長興,無,73.8000030518,65.1,🟢 黃金標的,80.00%,100.00%,16.85%,-3.23%,5,0.0,1.0,0.1685
1785.TWO,光洋科,無,105.0,54.58,🟢 黃金標的,0.00%,100.00%,21.56%,-6.47%,1,0.0,1.0,0.2156
8027.TWO,鈦昇,無,150.0,69.52,🟢 黃金標的,33.33%,100.00%,21.30%,-4.79%,3,0.0,1.0,0.213
6217.TWO,中探針,無,215.0,64.12,🟢 黃金標的,80.00%,80.00%,10.94%,-1.53%,5,0.0,0.8,0.1094
2486.TW,一詮,無,174.0,55.14,🟢 黃金標的,75.00%,75.00%,7.28%,-1.22%,4,0.0,0.75,0.0728
3234.TWO,光環,無,105.0,63.7,🟢 黃金標的,50.00%,66.67%,8.62%,-8.80%,6,0.0,0.6667,0.0862
2489.TW,瑞軒,無,42.75,54.94,🟢 黃金標的,71.43%,57.14%,3.42%,-2.76%,7,0.0,0.5714,0.0342
1711.TW,永光,無,36.6500015259,45.09,🟢 黃金標的,55.56%,55.56%,6.88%,-5.70%,9,0.0,0.5556,0.0688
5443.TWO,均豪,無,116.0,68.55,🔵 穩健標的,33.33%,66.67%,0.65%,-4.01%,3,0.0,0.6667,0.0065
2409.TW,友達,無,18.75,65.45,⚪ 一般監控,60.00%,40.00%,1.45%,-5.01%,5,0.0,0.4,0.0145
8028.TW,昇陽半導體,無,205.5,54.31,🔴 空頭陷阱,25.00%,50.00%,-2.40%,-7.86%,4,0.0,0.5,-0.024
4927.TW,泰鼎-KY,無,45.4000015259,49.7,🔴 空頭陷阱,40.00%,40.00%,-2.73%,-4.96%,5,0.0,0.4,-0.0273
3264.TWO,欣銓,無,180.5,64.2,🔴 空頭陷阱,75.00%,25.00%,-1.73%,-6.84%,4,0.0,0.25,-0.0173
3049.TW,精金,無,12.5,40.96,🔴 空頭陷阱,50.00%,16.67%,-11.00%,-10.10%,6,0.0,0.1667,-0.11
6213.TW,聯茂,無,216.5,76.19,🔴 空頭陷阱,50.00%,0.00%,-13.29%,-5.08%,4,0.0,0.0,-0.1329
2495.TW,普安,無,36.1500015259,50.54,🔴 空頭陷阱,0.00%,0.00%,-5.11%,-5.11%,1,0.0,0.0,-0.0511
6672.TW,騰輝電子-KY,無,154.0,82.91,🔴 空頭陷阱,33.33%,0.00%,-3.78%,-7.05%,3,0.0,0.0,-0.0378
3042.TW,晶技,無,107.5,75.18,🔴 空頭陷阱,33.33%,0.00%,-2.79%,-3.26%,3,0.0,0.0,-0.0279
6274.TWO,台燿,無,797.0,77.94,🔴 空頭陷阱,100.00%,0.00%,-0.20%,0.99%,2,0.0,0.0,-0.002
2316.TW,楠梓電,無,107.5,45.79,🔴 空頭陷阱,100.00%,0.00%,-8.59%,-6.44%,1,0.0,0.0,-0.0859
