prev_eps_yoy,om,expansion,symbol,status,price,name,prev_eps,rev_yoy,eps_yoy,est_price,eps,prev_year,pe,gm,advice,date,prev_rev_yoy
-59.0,N/A,-104.03,4994.TW,📉 獲利侵蝕,0.0,傳奇,1.96,55.25,-48.78,0.0,0.42,2025,0.0,N/A,⚪ 數據不足,2026-03,-25.18
-3.37,N/A,-104.44,6263.TWO,📉 獲利侵蝕,0.0,普萊德,8.32,104.44,0.0,0.0,2.1,2025,0.0,N/A,⚪ 數據不足,2026-03,0.24
75.21,N/A,-104.47000000000003,5289.TWO,⚠️ 獲利稀釋,0.0,宜鼎,21.72,1546.32,1441.85,0.0,57.49,2025,0.0,N/A,⚪ 數據不足,2026-03,59.96
56.1,N/A,-104.48999999999995,5864.TWO,⚠️ 獲利稀釋,0.0,致和證,2.56,495.09,390.6,0.0,3.4,2025,0.0,N/A,⚪ 數據不足,2026-03,42.16
-373.33,-991.43%,-104.86,1418.TW,🏰 高護城河,0.0,東華,-1.29,95.77,-9.09,0.0,-0.75,2025,0.0,208.69%,⚪ 數據不足,2026-03,-48.0
-3.09,11.29%,-105.65,2752.TWO,🏰 高護城河,0.0,豆府,15.04,111.9,6.25,0.0,4.08,2025,0.0,52.30%,⚪ 數據不足,2026-03,11.58
-92.76,50.09%,-106.18,4763.TW,🏰 高護城河,0.0,材料*-KY,6.1,11.68,-94.5,0.0,1.13,2025,0.0,57.83%,⚪ 數據不足,2026-03,-15.8
144.7,35.36%,-106.47000000000003,3260.TWO,⚠️ 獲利稀釋,0.0,威剛,23.18,1813.26,1706.79,0.0,30.05,2025,0.0,48.37%,⚪ 數據不足,2026-03,32.13
34.17,5.55%,-107.1,3310.TWO,📉 獲利侵蝕,0.0,佳穎,3.39,22.14,-84.96,0.0,0.34,2025,0.0,21.56%,⚪ 數據不足,2026-03,84.93
24.77,N/A,-107.41000000000003,6658.TW,⚠️ 獲利稀釋,0.0,聯策,1.38,436.36,328.95,0.0,1.63,2025,0.0,N/A,⚪ 數據不足,2026-03,30.53
-47.64,N/A,-107.52,1540.TW,📉 獲利侵蝕,0.0,喬福,1.11,71.52,-36.0,0.0,0.32,2025,0.0,N/A,⚪ 數據不足,2026-03,-0.53
-35.61,19.86%,-107.71000000000001,1786.TW,🏰 高護城河,0.0,科妍,2.24,44.42,-63.29,0.0,0.29,2025,0.0,75.32%,⚪ 數據不足,2026-03,0.37
12.8,28.69%,-109.0,3217.TWO,📉 獲利侵蝕,0.0,優群,12.69,104.27,-4.73,0.0,2.82,2025,0.0,49.95%,⚪ 數據不足,2026-03,19.44
-26.31,N/A,-109.34,7734.TWO,⚠️ 獲利稀釋,0.0,印能科技,33.5,153.11,43.77,0.0,14.68,2025,0.0,N/A,⚪ 數據不足,2026-03,27.91
0.0,N/A,-109.71,6791.TWO,⚠️ 獲利稀釋,0.0,虎門科技,4.16,187.97,78.26,0.0,1.64,2025,0.0,N/A,⚪ 數據不足,2026-03,19.26
-14.62,-23.61%,-109.91999999999999,4198.TWO,📉 獲利侵蝕,0.0,欣大健康,-1.96,95.21,-14.71,0.0,-0.39,2025,0.0,30.43%,⚪ 數據不足,2026-03,-15.0
0.9,21.47%,-110.06,2640.TWO,🏰 高護城河,0.0,大車隊,9.01,119.83,9.77,0.0,2.36,2025,0.0,51.63%,⚪ 數據不足,2026-03,4.37
51.69,18.21%,-110.48,3152.TWO,📉 獲利侵蝕,0.0,璟德,9.42,105.69,-4.79,0.0,1.39,2025,0.0,44.03%,⚪ 數據不足,2026-03,-15.61
-8.36,N/A,-110.68,6859.TWO,📉 獲利侵蝕,0.0,伯特光,2.86,64.12,-46.56,0.0,1.01,2025,0.0,N/A,⚪ 數據不足,2026-03,35.45
-4.02,8.88%,-111.19,2379.TW,📉 獲利侵蝕,0.0,瑞昱,28.77,101.71,-9.48,0.0,8.44,2025,0.0,48.08%,⚪ 數據不足,2026-03,8.21
1.74,38.82%,-111.27,2633.TW,⚠️ 獲利稀釋,0.0,台灣高鐵,1.17,123.39,12.12,0.0,0.37,2025,0.0,43.22%,⚪ 數據不足,2026-03,2.75
-49.5,15.38%,-111.60000000000001,3051.TW,⚠️ 獲利稀釋,0.0,力特,1.01,113.93,2.33,0.0,0.45,2025,0.0,33.67%,⚪ 數據不足,2026-03,-0.63
-80.85,N/A,-112.39,5508.TWO,📉 獲利侵蝕,0.0,永信建,3.07,76.83,-35.56,0.0,0.87,2025,0.0,N/A,⚪ 數據不足,2026-03,-74.75
-15.13,30.40%,-112.84,4583.TW,🏰 高護城河,0.0,台灣精銳,12.0,98.42,-14.42,0.0,3.56,2025,0.0,51.18%,⚪ 數據不足,2026-03,1.32
23.44,N/A,-112.86,5212.TWO,⚠️ 獲利稀釋,0.0,凌網,4.74,125.36,12.5,0.0,0.54,2025,0.0,N/A,⚪ 數據不足,2026-03,15.91
-116.36,N/A,-113.7,5523.TWO,📉 獲利侵蝕,0.0,豐謙,-0.09,13.7,-100.0,0.0,-0.04,2025,0.0,N/A,⚪ 數據不足,2026-03,-98.98
5.64,32.41%,-113.8,3526.TWO,⚠️ 獲利稀釋,0.0,凡甲,16.97,128.79,14.99,0.0,4.7,2025,0.0,48.09%,⚪ 數據不足,2026-03,22.33
24.55,N/A,-113.94999999999999,6907.TWO,⚠️ 獲利稀釋,195.0,雅特力-KY,2.08,403.24,289.29,0.0,1.16,2025,0.0,N/A,⚪ 數據不足,2026-03,1.91
44.26,N/A,-114.82000000000001,7738.TWO,⚠️ 獲利稀釋,0.0,東聯互動,14.61,117.76,2.94,0.0,2.8,2025,0.0,N/A,⚪ 數據不足,2026-03,30.15
-48.04,N/A,-114.91999999999999,6904.TWO,⚠️ 獲利稀釋,0.0,伯鑫,5.44,164.92,50.0,0.0,1.83,2025,0.0,N/A,⚪ 數據不足,2026-03,-3.05
-207.69,-18.85%,-115.12,3066.TWO,🔄 轉虧為盈,0.0,李洲,-1.4,269.86,154.74,0.0,0.52,2025,0.0,38.23%,⚪ 數據不足,2026-03,10.12
-28.5,5.98%,-115.60000000000001,2915.TW,🏰 高護城河,0.0,潤泰全,9.29,97.54,-18.06,0.0,2.59,2025,0.0,58.30%,⚪ 數據不足,2026-03,-16.33
0.0,N/A,-116.14000000000001,3164.TW,📉 獲利侵蝕,0.0,景岳,0.66,42.46,-73.68,0.0,0.05,2025,0.0,N/A,⚪ 數據不足,2026-03,4.11
2.75,7.36%,-117.19999999999999,2727.TW,⚠️ 獲利稀釋,0.0,王品,16.02,131.29,14.09,0.0,5.04,2025,0.0,47.07%,⚪ 數據不足,2026-03,5.21
-38.61,-0.97%,-117.75,1784.TWO,🏰 高護城河,0.0,訊聯,1.02,99.89,-17.86,0.0,0.25,2025,0.0,56.51%,⚪ 數據不足,2026-03,1.19
-11.08,N/A,-118.16000000000001,6491.TW,📉 獲利侵蝕,0.0,晶碩,20.87,114.65,-3.51,0.0,6.06,2025,0.0,N/A,⚪ 數據不足,2026-03,3.26
20.95,N/A,-119.32,6752.TWO,📉 獲利侵蝕,0.0,叡揚,7.41,119.32,0.0,0.0,1.39,2025,0.0,N/A,⚪ 數據不足,2026-03,16.33
-1.14,14.55%,-119.82,2454.TW,📉 獲利侵蝕,0.0,聯發科,66.16,102.07,-17.75,0.0,15.17,2025,0.0,46.13%,⚪ 數據不足,2026-03,12.32
66.87,N/A,-119.94,6104.TWO,📉 獲利侵蝕,0.0,創惟,5.62,76.96,-42.98,0.0,1.34,2025,0.0,N/A,⚪ 數據不足,2026-03,27.6
58.93,N/A,-120.44,6910.TWO,📉 獲利侵蝕,0.0,德鴻,2.0,104.82,-15.62,0.0,0.27,2025,0.0,N/A,⚪ 數據不足,2026-03,30.1
35.27,-45.63%,-120.76,2740.TWO,📉 獲利侵蝕,0.0,華軒,-3.19,0.01,-120.75,0.0,-1.32,2025,0.0,41.62%,⚪ 數據不足,2026-03,-45.74
18.9,N/A,-121.67,6530.TWO,⚠️ 獲利稀釋,0.0,創威,1.95,162.97,41.3,0.0,0.65,2025,0.0,N/A,⚪ 數據不足,2026-03,16.68
-55.26,N/A,-121.88,6921.TW,🌑 雙重衰退,0.0,嘉雨思-創,0.35,-53.12,-175.0,0.0,-0.27,2025,0.0,N/A,⚪ 數據不足,2026-03,28.45
60.48,N/A,-121.99000000000001,7751.TWO,⚠️ 獲利稀釋,0.0,竑騰,20.5,196.55,74.56,0.0,7.0,2025,0.0,N/A,⚪ 數據不足,2026-03,62.42
-87.49,N/A,-122.89,6538.TWO,📉 獲利侵蝕,0.0,倉和,1.15,110.02,-12.87,0.0,0.9,2025,0.0,N/A,⚪ 數據不足,2026-03,-34.5
-12.45,N/A,-123.75,9941.TW,📉 獲利侵蝕,0.0,裕融,7.68,115.84,-7.91,0.0,1.82,2025,0.0,N/A,⚪ 數據不足,2026-03,-4.66
-23.57,N/A,-124.1,5534.TW,📉 獲利侵蝕,0.0,長虹,6.0,44.79,-79.31,0.0,0.19,2025,0.0,N/A,⚪ 數據不足,2026-03,-29.66
-10.33,N/A,-124.7,6730.TWO,📉 獲利侵蝕,0.0,常廣,2.14,106.18,-18.52,0.0,0.44,2025,0.0,N/A,⚪ 數據不足,2026-03,7.33
-10.32,35.64%,-124.86,2420.TW,⚠️ 獲利稀釋,0.0,新巨,3.91,127.83,2.97,0.0,1.05,2025,0.0,49.30%,⚪ 數據不足,2026-03,-2.6
46.94,-48.58%,-124.99,3176.TWO,🏰 高護城河,0.0,基亞,-0.78,-26.36,-151.35,0.0,-0.38,2025,0.0,56.72%,⚪ 數據不足,2026-03,15.28
84.62,4.68%,-125.00999999999999,4807.TW,🔄 轉虧為盈,0.0,日成-KY,-0.24,769.01,644.0,0.0,1.7,2025,0.0,18.47%,⚪ 數據不足,2026-03,19.6
-18.72,N/A,-127.46000000000001,6655.TW,⚠️ 獲利稀釋,0.0,科定,3.92,148.24,20.78,0.0,0.95,2025,0.0,N/A,⚪ 數據不足,2026-03,3.86
41.67,-74.64%,-127.63,3085.TWO,🏰 高護城河,0.0,新零售,-0.56,86.45,-41.18,0.0,-0.24,2025,0.0,73.88%,⚪ 數據不足,2026-03,5.58
-42.92,12.43%,-127.81999999999996,4580.TWO,⚠️ 獲利稀釋,0.0,捷流閥業,5.03,298.59,170.77,0.0,1.76,2025,0.0,31.57%,⚪ 數據不足,2026-03,-5.55
-29.79,17.75%,-127.85000000000001,4908.TWO,⚠️ 獲利稀釋,0.0,前鼎,1.98,129.18,1.33,0.0,0.76,2025,0.0,46.40%,⚪ 數據不足,2026-03,-12.98
-15.21,29.92%,-128.04,3533.TW,🏰 高護城河,0.0,嘉澤,70.17,133.38,5.34,0.0,21.37,2025,0.0,51.54%,⚪ 數據不足,2026-03,12.28
-14.93,N/A,-128.85,6146.TWO,⚠️ 獲利稀釋,0.0,耕興,10.77,133.06,4.21,0.0,2.97,2025,0.0,N/A,⚪ 數據不足,2026-03,-1.34
10.48,N/A,-129.17000000000002,5904.TWO,⚠️ 獲利稀釋,0.0,寶雅,29.54,153.5,24.33,0.0,9.3,2025,0.0,N/A,⚪ 數據不足,2026-03,7.16
7.23,N/A,-129.32000000000002,6899.TWO,⚠️ 獲利稀釋,0.0,創為精密,3.59,133.24,3.92,0.0,1.08,2025,0.0,N/A,⚪ 數據不足,2026-03,27.05
79.17,23.50%,-130.9,4166.TWO,🏰 高護城河,0.0,友霖,0.9,100.47,-30.43,0.0,0.16,2025,0.0,60.10%,⚪ 數據不足,2026-03,14.52
51.69,N/A,-131.37,7750.TW,⚠️ 獲利稀釋,0.0,新代,35.12,234.77,103.4,0.0,15.38,2025,0.0,N/A,⚪ 數據不足,2026-03,29.17
-25.66,N/A,-132.45,6205.TW,📉 獲利侵蝕,0.0,詮欣,2.0,86.74,-45.71,0.0,0.38,2025,0.0,N/A,⚪ 數據不足,2026-03,-3.02
56.47,N/A,-132.72000000000003,4968.TW,⚠️ 獲利稀釋,0.0,立積,2.66,239.86,107.14,0.0,0.58,2025,0.0,N/A,⚪ 數據不足,2026-03,2.24
382.35,N/A,-133.04999999999998,5490.TWO,📉 獲利侵蝕,0.0,同亨,1.69,127.49,-5.56,0.0,0.7,2025,0.0,N/A,⚪ 數據不足,2026-03,12.01
-22.51,17.47%,-133.55,3680.TWO,⚠️ 獲利稀釋,0.0,家登,9.43,149.46,15.91,0.0,2.55,2025,0.0,43.28%,⚪ 數據不足,2026-03,12.26
-2.28,9.02%,-133.64,2948.TWO,⚠️ 獲利稀釋,0.0,寶陞,2.14,136.2,2.56,0.0,0.4,2025,0.0,48.05%,⚪ 數據不足,2026-03,1.84
56.98,29.56%,-134.24,3131.TWO,⚠️ 獲利稀釋,0.0,弘塑,45.48,215.25,81.01,0.0,16.11,2025,0.0,42.10%,⚪ 數據不足,2026-03,59.93
-41.32,N/A,-134.56,5906.TW,📉 獲利侵蝕,0.0,台南-KY,0.98,64.29,-70.27,0.0,0.11,2025,0.0,N/A,⚪ 數據不足,2026-03,-7.04
-33.33,N/A,-135.08,6171.TWO,⚠️ 獲利稀釋,0.0,大城地產,3.82,301.75,166.67,0.0,0.08,2025,0.0,N/A,⚪ 數據不足,2026-03,-35.35
-51.49,7.58%,-136.5,3138.TW,⚠️ 獲利稀釋,0.0,耀登,1.5,226.98,90.48,0.0,-0.02,2025,0.0,41.30%,⚪ 數據不足,2026-03,2.05
56.72,N/A,-136.71,5278.TWO,📉 獲利侵蝕,0.0,尚凡*,1.05,115.09,-21.62,0.0,0.29,2025,0.0,N/A,⚪ 數據不足,2026-03,18.28
-27.37,N/A,-136.76,6642.TWO,📉 獲利侵蝕,0.0,富致,2.6,124.86,-11.9,0.0,0.74,2025,0.0,N/A,⚪ 數據不足,2026-03,3.61
-80.37,-7.54%,-136.98000000000002,4109.TWO,⚠️ 獲利稀釋,0.0,加捷生醫,0.43,182.43,45.45,0.0,0.15,2025,0.0,24.70%,⚪ 數據不足,2026-03,-9.62
-106.78,N/A,-137.41,6680.TWO,🔄 轉虧為盈,0.0,鑫創電子,-0.29,237.41,100.0,0.0,0.08,2025,0.0,N/A,⚪ 數據不足,2026-03,-15.41
-13.11,18.07%,-137.46,1319.TW,📉 獲利侵蝕,0.0,東陽,6.43,102.78,-34.68,0.0,1.62,2025,0.0,33.68%,⚪ 數據不足,2026-03,-1.96
-55.59,N/A,-137.54000000000002,6517.TWO,📉 獲利侵蝕,0.0,保勝光學,1.63,102.54,-35.0,0.0,0.52,2025,0.0,N/A,⚪ 數據不足,2026-03,-1.73
31.82,-7.01%,-137.61,2913.TW,📉 獲利侵蝕,0.0,農林,-0.15,137.61,0.0,0.0,-0.04,2025,0.0,40.70%,⚪ 數據不足,2026-03,9.13
-87.79,N/A,-137.88,8422.TW,📉 獲利侵蝕,0.0,可寧衛*,1.29,43.67,-94.21,0.0,0.21,2025,0.0,N/A,⚪ 數據不足,2026-03,-7.53
-0.43,N/A,-138.13,6206.TW,⚠️ 獲利稀釋,0.0,飛捷,6.9,148.7,10.57,0.0,2.51,2025,0.0,N/A,⚪ 數據不足,2026-03,9.26
81.39,N/A,-138.3,6532.TWO,📉 獲利侵蝕,0.0,瑞耘,7.31,103.42,-34.88,0.0,0.84,2025,0.0,N/A,⚪ 數據不足,2026-03,-6.21
34.19,N/A,-138.5,5211.TWO,⚠️ 獲利稀釋,0.0,蒙恬,-0.77,174.21,35.71,0.0,-0.18,2025,0.0,N/A,⚪ 數據不足,2026-03,34.16
-33.45,1.28%,-138.67999999999998,3306.TWO,⚠️ 獲利稀釋,0.0,鼎天,1.95,312.01,173.33,0.0,0.11,2025,0.0,25.80%,⚪ 數據不足,2026-03,10.49
-4.63,N/A,-138.73,8109.TWO,⚠️ 獲利稀釋,0.0,博大,6.18,148.79,10.06,0.0,1.75,2025,0.0,N/A,⚪ 數據不足,2026-03,15.04
-19.23,-3.56%,-139.09000000000003,1414.TW,⚠️ 獲利稀釋,0.0,東和,0.19,539.09,400.0,0.0,0.06,2025,0.0,15.75%,⚪ 數據不足,2026-03,-10.66
-47.4,N/A,-139.35,7770.TWO,📉 獲利侵蝕,0.0,君曜,3.0,51.4,-87.95,0.0,0.1,2025,0.0,N/A,⚪ 數據不足,2026-03,12.79
2.97,N/A,-139.45,7765.TW,⚠️ 獲利稀釋,221.5,中華資安,11.47,142.19,2.74,440.70000000000005,3.38,2025,7.539142273655547,N/A,⚪ 中性觀察,2026-03,3.64
-6.08,11.73%,-139.69,1295.TWO,📉 獲利侵蝕,0.0,生合,5.29,70.64,-69.05,0.0,0.39,2025,0.0,49.97%,⚪ 數據不足,2026-03,4.97
-147.27,N/A,-140.07,6243.TW,📉 獲利侵蝕,0.0,迅杰,-0.52,30.39,-109.68,0.0,-0.03,2025,0.0,N/A,⚪ 數據不足,2026-03,-12.93
-4.72,12.30%,-140.25,4584.TWO,📉 獲利侵蝕,0.0,君帆,3.43,108.67,-31.58,0.0,0.91,2025,0.0,34.23%,⚪ 數據不足,2026-03,-1.51
-24.75,N/A,-140.68,2729.TWO,📉 獲利侵蝕,0.0,瓦城,6.76,104.46,-36.22,0.0,1.64,2025,0.0,N/A,⚪ 數據不足,2026-03,0.46
-29.75,2.86%,-141.57,3035.TW,📉 獲利侵蝕,0.0,智原,2.81,71.65,-69.92,0.0,0.4,2025,0.0,42.16%,⚪ 數據不足,2026-03,62.61
-48.05,N/A,-141.77,6292.TWO,⚠️ 獲利稀釋,0.0,迅德,2.0,244.55,102.78,0.0,0.73,2025,0.0,N/A,⚪ 數據不足,2026-03,-3.28
-0.84,N/A,-141.78,8081.TW,📉 獲利侵蝕,0.0,致新,17.76,137.6,-4.18,0.0,4.62,2025,0.0,N/A,⚪ 數據不足,2026-03,5.0
15.63,N/A,-141.87,6527.TWO,📉 獲利侵蝕,0.0,明達醫,5.8,133.59,-8.28,0.0,1.33,2025,0.0,N/A,⚪ 數據不足,2026-03,9.33
18.35,N/A,-141.93,6461.TWO,⚠️ 獲利稀釋,0.0,益得,-2.57,143.49,1.56,0.0,-0.63,2025,0.0,N/A,⚪ 數據不足,2026-03,170.31
-39.84,N/A,-142.2,7715.TWO,📉 獲利侵蝕,0.0,裕山,3.09,89.96,-52.24,0.0,0.64,2025,0.0,N/A,⚪ 數據不足,2026-03,-27.76
10.18,31.25%,-142.26,1590.TW,⚠️ 獲利稀釋,0.0,亞德客-KY,42.0,180.17,37.91,0.0,13.35,2025,0.0,47.51%,⚪ 數據不足,2026-03,11.97
6.47,-58.77%,-142.72,1538.TW,📉 獲利侵蝕,0.0,正峰,-1.59,51.34,-91.38,0.0,-1.11,2025,0.0,32.24%,⚪ 數據不足,2026-03,1.9
-246.15,N/A,-143.05,5468.TWO,🔄 轉虧為盈,0.0,凱鈺,-0.65,443.05,300.0,0.0,0.12,2025,0.0,N/A,⚪ 數據不足,2026-03,36.88
-19.62,16.92%,-143.09,3034.TW,📉 獲利侵蝕,0.0,聯詠,26.87,114.65,-28.44,0.0,6.19,2025,0.0,38.19%,⚪ 數據不足,2026-03,-2.07
14.0,N/A,-144.31,8033.TW,⚠️ 獲利稀釋,0.0,雷虎,0.58,185.98,41.67,0.0,0.34,2025,0.0,N/A,⚪ 數據不足,2026-03,14.37
6.64,N/A,-144.99,4966.TWO,📉 獲利侵蝕,0.0,譜瑞-KY,34.51,125.8,-19.19,0.0,6.77,2025,0.0,N/A,⚪ 數據不足,2026-03,1.76
110.03,N/A,-145.23999999999998,7769.TW,⚠️ 獲利稀釋,0.0,鴻勁,75.71,206.98,61.74,0.0,25.7,2025,0.0,N/A,⚪ 數據不足,2026-03,116.34
-50.22,N/A,-145.57999999999998,4995.TWO,⚠️ 獲利稀釋,0.0,晶達,2.25,237.89,92.31,0.0,1.01,2025,0.0,N/A,⚪ 數據不足,2026-03,-7.32
-10.94,N/A,-145.98999999999998,4155.TW,⚠️ 獲利稀釋,0.0,訊映,0.58,269.52,123.53,0.0,0.39,2025,0.0,N/A,⚪ 數據不足,2026-03,-6.81
-23.5,14.34%,-146.18,1203.TW,📉 獲利侵蝕,0.0,味王,1.81,130.66,-15.52,0.0,0.49,2025,0.0,33.56%,⚪ 數據不足,2026-03,-10.06
-50.94,N/A,-146.45999999999998,7642.TWO,📉 獲利侵蝕,0.0,昶瑞機電,3.29,79.57,-66.89,0.0,0.5,2025,0.0,N/A,⚪ 數據不足,2026-03,-15.67
47.62,N/A,-147.03,7810.TWO,⚠️ 獲利稀釋,0.0,捷創科技,6.25,177.74,30.71,0.0,1.83,2025,0.0,N/A,⚪ 數據不足,2026-03,34.56
-7.07,N/A,-147.64000000000001,8932.TWO,📉 獲利侵蝕,0.0,智通*,1.85,107.87,-39.77,0.0,0.53,2025,0.0,N/A,⚪ 數據不足,2026-03,51.84
-5.93,N/A,-147.67999999999998,6821.TWO,⚠️ 獲利稀釋,0.0,聯寶,1.13,151.01,3.33,0.0,0.32,2025,0.0,N/A,⚪ 數據不足,2026-03,2.84
32.55,N/A,-147.81,5234.TW,⚠️ 獲利稀釋,0.0,達興材料,7.37,165.36,17.55,0.0,2.21,2025,0.0,N/A,⚪ 數據不足,2026-03,12.43
-25.47,N/A,-148.18,6671.TW,📉 獲利侵蝕,0.0,三能-KY,2.37,118.45,-29.73,0.0,0.26,2025,0.0,N/A,⚪ 數據不足,2026-03,-2.1
3.23,N/A,-148.53,8923.TWO,📉 獲利侵蝕,0.0,時報,0.96,86.03,-62.5,0.0,0.18,2025,0.0,N/A,⚪ 數據不足,2026-03,2.69
-58.85,N/A,-148.87,4572.TW,📉 獲利侵蝕,0.0,駐龍,3.0,119.1,-29.77,0.0,0.92,2025,0.0,N/A,⚪ 數據不足,2026-03,-23.02
49.96,31.26%,-149.18,3653.TW,📉 獲利侵蝕,0.0,健策,36.75,148.55,-0.63,0.0,9.53,2025,0.0,41.25%,⚪ 數據不足,2026-03,42.0
-148.96,-15.73%,-149.42000000000002,2231.TW,🔄 轉虧為盈,0.0,為升,-1.63,106.56,-42.86,0.0,0.4,2025,0.0,23.65%,⚪ 數據不足,2026-03,-21.77
-10.0,N/A,-150.01,4188.TWO,⚠️ 獲利稀釋,0.0,安克,-0.88,166.01,16.0,0.0,-0.21,2025,0.0,N/A,⚪ 數據不足,2026-03,-42.69
38.64,N/A,-150.05,6226.TW,🔄 轉虧為盈,0.0,光鼎,-0.28,261.16,111.11,0.0,0.01,2025,0.0,N/A,⚪ 數據不足,2026-03,-3.71
10.39,N/A,-150.47,7753.TWO,⚠️ 獲利稀釋,0.0,星亞,4.22,159.56,9.09,0.0,1.08,2025,0.0,N/A,⚪ 數據不足,2026-03,9.51
1.75,23.11%,-150.56,4142.TW,⚠️ 獲利稀釋,0.0,國光生,-0.57,167.87,17.31,0.0,-0.44,2025,0.0,49.56%,⚪ 數據不足,2026-03,-9.99
198.64,N/A,-150.93,6719.TW,⚠️ 獲利稀釋,0.0,力智,6.58,192.82,41.89,0.0,2.1,2025,0.0,N/A,⚪ 數據不足,2026-03,23.89
-12.9,N/A,-151.18,6683.TWO,⚠️ 獲利稀釋,0.0,雍智科技,15.42,216.06,64.88,0.0,6.23,2025,0.0,N/A,⚪ 數據不足,2026-03,23.03
-192.54,-19.63%,-152.4,3086.TWO,📉 獲利侵蝕,0.0,華義*,-0.62,47.85,-104.55,0.0,-0.01,2025,0.0,44.07%,⚪ 數據不足,2026-03,5.99
40.24,N/A,-152.6,6515.TW,⚠️ 獲利稀釋,0.0,穎崴,46.93,166.0,13.4,0.0,19.54,2025,0.0,N/A,⚪ 數據不足,2026-03,35.51
131.69,N/A,-152.6,4946.TWO,📉 獲利侵蝕,0.0,辣椒,3.14,69.99,-82.61,0.0,0.41,2025,0.0,N/A,⚪ 數據不足,2026-03,786.25
-39.39,N/A,-152.73000000000002,6962.TW,📉 獲利侵蝕,0.0,奕力-KY,2.87,83.05,-69.68,0.0,0.58,2025,0.0,N/A,⚪ 數據不足,2026-03,-15.03
61.83,5.94%,-152.76,2756.TWO,📉 獲利侵蝕,0.0,聯發國際,3.93,148.91,-3.85,0.0,0.51,2025,0.0,49.60%,⚪ 數據不足,2026-03,69.66
-33.77,-0.86%,-153.12,3438.TWO,📉 獲利侵蝕,0.0,類比科,1.0,125.85,-27.27,0.0,0.24,2025,0.0,38.12%,⚪ 數據不足,2026-03,4.92
-45.5,N/A,-153.44,6585.TW,📉 獲利侵蝕,0.0,鼎基,5.64,124.98,-28.46,0.0,1.86,2025,0.0,N/A,⚪ 數據不足,2026-03,-13.21
-32.0,-362.94%,-153.53,3308.TW,📉 獲利侵蝕,0.0,聯德,0.68,55.25,-98.28,0.0,0.01,2025,0.0,23.48%,⚪ 數據不足,2026-03,-88.36
-51.27,22.47%,-153.63,2348.TW,📉 獲利侵蝕,0.0,海悅,6.85,60.26,-93.37,0.0,0.16,2025,0.0,34.04%,⚪ 數據不足,2026-03,-27.63
-45.98,N/A,-154.0,1524.TW,📉 獲利侵蝕,0.0,耿鼎,1.95,108.08,-45.92,0.0,0.53,2025,0.0,N/A,⚪ 數據不足,2026-03,-12.78
3.25,41.07%,-154.59,2617.TW,⚠️ 獲利稀釋,0.0,台航,3.18,177.0,22.41,0.0,0.71,2025,0.0,46.23%,⚪ 數據不足,2026-03,-2.28
-22.38,-12.95%,-154.6,3122.TWO,⚠️ 獲利稀釋,0.0,笙泉,-1.75,199.88,45.28,0.0,-0.29,2025,0.0,34.82%,⚪ 數據不足,2026-03,-11.1
-355.0,N/A,-154.78,6695.TW,⚠️ 獲利稀釋,0.0,芯鼎,-1.83,159.07,4.29,0.0,-0.68,2025,0.0,N/A,⚪ 數據不足,2026-03,10.49
-12.03,27.57%,-154.98,3491.TWO,🏰 高護城河,0.0,昇達科,7.83,225.35,70.37,0.0,3.68,2025,0.0,58.57%,⚪ 數據不足,2026-03,5.02
-20.23,N/A,-155.0,6161.TWO,⚠️ 獲利稀釋,0.0,捷波,2.72,200.61,45.61,0.0,0.83,2025,0.0,N/A,⚪ 數據不足,2026-03,12.38
-5.16,N/A,-155.49,4163.TWO,📉 獲利侵蝕,0.0,鐿鈦,5.13,132.18,-23.31,0.0,1.29,2025,0.0,N/A,⚪ 數據不足,2026-03,1.22
2.89,N/A,-155.52999999999997,6761.TWO,📉 獲利侵蝕,0.0,穩得,7.34,140.64,-14.89,0.0,1.6,2025,0.0,N/A,⚪ 數據不足,2026-03,-2.32
15.09,11.18%,-155.94,3093.TWO,📉 獲利侵蝕,0.0,港建*,1.22,74.54,-81.4,0.0,0.08,2025,0.0,40.97%,⚪ 數據不足,2026-03,38.76
-22.13,N/A,-156.84,5474.TWO,📉 獲利侵蝕,0.0,聰泰,5.49,115.66,-41.18,0.0,0.6,2025,0.0,N/A,⚪ 數據不足,2026-03,22.92
11.33,N/A,-156.91000000000003,6498.TWO,⚠️ 獲利稀釋,0.0,久禾光,6.51,173.58,16.67,0.0,1.75,2025,0.0,N/A,⚪ 數據不足,2026-03,19.77
-28.18,N/A,-157.4,9918.TW,⚠️ 獲利稀釋,0.0,欣天然,1.61,174.38,16.98,0.0,0.63,2025,0.0,N/A,⚪ 數據不足,2026-03,2.96
16.9,N/A,-157.79,8067.TWO,📉 獲利侵蝕,0.0,志旭,-0.59,57.79,-100.0,0.0,-0.62,2025,0.0,N/A,⚪ 數據不足,2026-03,-2.17
-1377.78,N/A,-158.26999999999998,5272.TWO,📉 獲利侵蝕,0.0,笙科,-1.33,68.27,-90.0,0.0,-0.57,2025,0.0,N/A,⚪ 數據不足,2026-03,2.86
-57.58,-2.71%,-158.51,3024.TW,📉 獲利侵蝕,0.0,憶聲,0.28,68.51,-90.0,0.0,0.02,2025,0.0,24.73%,⚪ 數據不足,2026-03,-31.39
139.29,N/A,-158.55,8080.TWO,📉 獲利侵蝕,0.0,泰霖,0.12,76.73,-81.82,0.0,0.02,2025,0.0,N/A,⚪ 數據不足,2026-03,22.38
