股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
VIC.VN,未知,🔥 訊號出現,223000.0,54.47,🟡 妖股/高波動,57.14%,42.86%,3.00%,-4.57%,7,212815.76,0.4286,0.03
BID.VN,未知,無,41000.0,33.71,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0.0,0.7,0.0591
PLX.VN,未知,無,36000.0,29.46,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0.0,0.6667,0.0874
LPB.VN,未知,無,53400.0,60.29,⚪ 一般監控,57.14%,71.43%,2.65%,-1.51%,7,0.0,0.7143,0.0265
VPB.VN,未知,無,26700.0,59.72,⚪ 一般監控,0.00%,50.00%,1.69%,-1.32%,2,0.0,0.5,0.0169
BCM.VN,未知,無,48700.0,8.62,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0.0,0.5,0.0175
VNM.VN,未知,無,56600.0,48.68,⚪ 一般監控,40.00%,40.00%,0.33%,-3.85%,5,0.0,0.4,0.0033
VCB.VN,未知,無,60500.0,40.91,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
MBB.VN,未知,無,24650.0,66.28,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,0.0,0.0,
VID.VN,未知,無,4700.0,44.22,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,35200.0,40.56,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
SSI.VN,未知,無,26550.0,40.58,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,75300.0,48.85,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0.0,0.5,-0.0111
VHC.VN,未知,無,57500.0,45.0,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0.0,0.4286,-0.0068
HDB.VN,未知,無,27000.0,73.33,🔴 空頭陷阱,42.86%,42.86%,-0.68%,-1.73%,7,0.0,0.4286,-0.0068
FPT.VN,未知,無,70600.0,50.0,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0.0,0.4,-0.0016
FRT.VN,未知,無,113900.0,23.77,🔴 空頭陷阱,50.00%,33.33%,-1.23%,-2.71%,6,0.0,0.3333,-0.0123
E1VFVN30.VN,未知,無,35570.0,53.47,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
HPG.VN,未知,無,22950.0,33.33,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
HVN.VN,未知,無,25400.0,72.57,🔴 空頭陷阱,75.00%,25.00%,-1.99%,-3.38%,4,0.0,0.25,-0.0199
VHM.VN,未知,無,147000.0,45.83,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,80100.0,27.27,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0.0,0.1818,-0.0581
MWG.VN,未知,無,76600.0,47.79,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0.0,0.0,-0.0617
VJC.VN,未知,無,138000.0,44.97,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
