正在分析 1168 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
股票代號 (Stock)  最佳週期 (Best Period)  勝率 (Win Rate%)  總報酬率 (Total Return%)  最大回撤 (MDD%)  夏普比率 (Sharpe Ratio)  獲利因子 (Profit Factor)  交易次數 (Trades) 狀態 (Status)
    5314.TWO                 240           25.49               6813.29      -262.98                 0.14                 22.48             51        📈 持有
     9103.TW                 120           16.67               2551.43       -91.64                 0.13                 12.92             54        📈 持有
     8476.TW                   5           37.74               2326.31       -20.06                 0.21                  2.44            318        ☁ 觀望
     1519.TW                 240           36.11               1640.65       -16.01                 0.18                 21.04             36        📈 持有
     2615.TW                  60           26.23               1440.78         4.58                 0.13                  8.82             61        ☁ 觀望
     2609.TW                 240           26.92               1407.38       -53.56                 0.20                 14.60             26        ☁ 觀望
    6739.TWO                 240           25.00               1333.00       -21.01                 0.57                 64.44              4        📈 持有
     3017.TW                 240           45.83               1282.01       -23.02                 0.21                 26.42             24        📈 持有
     2603.TW                 120           31.37               1117.44       -31.76                 0.15                 12.35             51        📈 持有
     2492.TW                 240           28.00               1098.14       -33.03                 0.19                  9.97             25        📈 持有
     2543.TW                 120           31.03               1097.63       -51.41                 0.13                  9.74             58        📈 持有
    6469.TWO                 240           40.00               1047.43       -32.59                 0.26                 22.30             15        ☁ 觀望
     3563.TW                 240           42.86               1029.23         5.71                 0.21                 16.58             28        📈 持有
     2327.TW                  60           37.50               1009.07        12.95                 0.13                  6.56             72        📈 持有
    5475.TWO                 120           28.21                992.47       -59.34                 0.24                  9.33             39        📈 持有
    3363.TWO                 240           17.95                975.23       -75.15                 0.15                  8.97             39        📈 持有
     8045.TW                 120           30.23                939.37       -16.70                 0.15                  9.63             43        ☁ 觀望
    3218.TWO                 240           33.33                938.39       -11.40                 0.17                 13.08             33        ☁ 觀望
     3661.TW                 120           42.11                922.62       -51.28                 0.24                  7.42             38        ☁ 觀望
    6223.TWO                 120           43.90                916.93        -5.11                 0.20                 10.23             41        📈 持有
     4763.TW                  60           28.79                913.33       -43.68                 0.11                  5.83             66        ☁ 觀望
    3205.TWO                  60           16.90                909.60        -4.05                 0.11                  4.79             71        📈 持有
    5299.TWO                 240           30.77                849.00        -8.17                 0.19                 11.15             26        ☁ 觀望
    4931.TWO                 240           55.56                841.71        -0.50                 0.56                 59.69              9        📈 持有
    3293.TWO                 240           34.38                819.98       -24.76                 0.25                 13.39             32        ☁ 觀望
    6510.TWO                 120           32.14                786.80       -27.56                 0.18                  4.85             56        📈 持有
     6139.TW                 240           29.27                781.40       -18.54                 0.16                  8.86             41        📈 持有
     8046.TW                 120           38.89                769.89       -70.47                 0.15                  5.69             54        📈 持有
     2404.TW                 240           25.00                768.28        -8.39                 0.47                 18.06             12        📈 持有
    6640.TWO                 120           26.83                759.58       -27.55                 0.17                  7.57             41        📈 持有
    8436.TWO                 240           25.71                750.28       -33.90                 0.15                  6.88             35        ☁ 觀望
     4961.TW                  60           28.36                742.41       -51.58                 0.11                  4.65             67        📈 持有
     9958.TW                 240           29.73                739.59        -8.01                 0.18                 10.53             37        ☁ 觀望
     3138.TW                  20           31.48                738.89       -28.50                 0.12                  3.29            162        📈 持有
     2345.TW                 240           25.00                733.11        -2.42                 0.22                  6.67             36        📈 持有
     3013.TW                 240           25.64                731.45       -66.91                 0.15                  7.10             39        ☁ 觀望
     6442.TW                 240           33.33                730.64       -89.64                 0.17                  7.94             36        📈 持有
     6415.TW                 120           35.00                716.20       -23.36                 0.16                  5.21             40        ☁ 觀望
    2230.TWO                 240           17.31                710.73      -114.91                 0.12                  5.54             52        ☁ 觀望
    6548.TWO                 120           35.29                693.73       430.32                 0.24                 10.83             34        📈 持有
    3680.TWO                 240           36.36                692.82       -26.02                 0.17                  6.69             33        📈 持有
     8478.TW                 240           14.29                682.00       -68.54                 0.20                  8.22             21        ☁ 觀望
    8358.TWO                 120           28.33                680.10       -17.51                 0.19                  6.40             60        📈 持有
     2359.TW                 240           27.78                660.96       -11.60                 0.16                  6.77             36        ☁ 觀望
    6720.TWO                 120           34.62                643.28       -58.61                 0.19                  7.28             26        📈 持有
    8069.TWO                 240           50.00                624.98       -10.56                 0.25                  9.24             26        ☁ 觀望
     2486.TW                  60           26.58                622.23       -53.94                 0.12                  3.98             79        📈 持有
     3533.TW                 240           36.00                600.11       -29.73                 0.23                 12.04             25        📈 持有
    3324.TWO                  60           34.21                598.86        -3.36                 0.24                  3.94             76        📈 持有
    5403.TWO                 240           21.74                576.80        -9.53                 0.24                 13.33             23        ☁ 觀望
    3141.TWO                  60           27.42                568.77       -19.61                 0.13                  4.04             62        📈 持有
     6531.TW                  20           40.00                557.25       -12.21                 0.21                  4.23             80        ☁ 觀望
    3207.TWO                 240           27.78                555.10      -125.71                 0.14                  4.15             36        ☁ 觀望
     1514.TW                 240           45.83                550.58       -14.24                 0.27                  9.57             24        📈 持有
    6488.TWO                 120           36.00                549.48       -34.09                 0.17                  6.70             50        📈 持有
    3465.TWO                 240           28.57                543.49        -6.95                 0.32                 10.22             14        ☁ 觀望
     2408.TW                 120           22.95                541.69      -108.81                 0.13                  3.24             61        📈 持有
     6472.TW                 120           35.09                534.34       -34.65                 0.20                  4.03             57        ☁ 觀望
     2368.TW                 120           33.33                533.80        17.22                 0.20                  3.23             72        📈 持有
     5608.TW                  60           14.46                530.90       -97.19                 0.08                  3.31             83        ☁ 觀望
     5258.TW                 240           38.89                530.80        70.46                 0.28                 14.23             18        ☁ 觀望
    4979.TWO                 120           30.77                528.26      -111.88                 0.10                  3.03             65        📈 持有
    6231.TWO                 120           28.57                524.29       -46.75                 0.16                  4.82             42        ☁ 觀望
     8110.TW                 120           41.82                522.58       -20.93                 0.15                  4.86             55        📈 持有
    5432.TWO                 120           26.58                520.47       -81.94                 0.11                  3.54             79        📈 持有
     5225.TW                 120           25.53                519.33       -62.38                 0.14                  4.49             47        ☁ 觀望
     3653.TW                 240           48.00                514.81        -2.00                 0.28                 11.86             25        📈 持有
    3086.TWO                 120           33.33                511.45      -133.21                 0.12                  2.86             60        📈 持有
    6291.TWO                 240           41.18                503.15      -138.63                 0.18                  3.41             34        📈 持有
    3693.TWO                  60           33.82                500.07      -134.23                 0.09                  2.76             68        📈 持有
     2344.TW                 120           31.82                497.85       -47.64                 0.19                  4.78             44        📈 持有
     2009.TW                 120           31.58                497.36       -10.17                 0.19                  5.67             38        📈 持有
     4967.TW                 120           37.14                493.85       -17.45                 0.30                  5.79             35        📈 持有
     3443.TW                 120           35.42                483.74       -36.24                 0.21                  3.68             48        📈 持有
    3147.TWO                 240           47.06                480.03        30.37                 0.37                 25.00             17        📈 持有
     8210.TW                 120           29.63                479.00       -54.70                 0.21                  4.05             54        📈 持有
    6546.TWO                 240           26.67                478.27        -5.72                 0.30                 15.69             15        ☁ 觀望
     2383.TW                 120           32.50                474.49        66.60                 0.31                  4.45             40        📈 持有
     5269.TW                  20           32.64                468.50        -3.43                 0.13                  2.15            144        ☁ 觀望
     3715.TW                  60           37.50                462.73         2.11                 0.24                 14.00             24        📈 持有
     3406.TW                 120           30.00                461.84        -7.22                 0.10                  2.96             70        ☁ 觀望
    6187.TWO                 240           40.91                458.84       -10.36                 0.21                  4.98             44        📈 持有
    4909.TWO                 120           22.73                458.77       -89.21                 0.10                  3.94             66        📈 持有
    5381.TWO                 240           35.29                452.60        -6.54                 0.24                  6.36             34        📈 持有
     6446.TW                 120           23.81                449.79       -97.94                 0.12                  2.80             63        📈 持有
   00632R.TW                  20           23.08                447.54      -133.47                 0.07                  3.28            117        ☁ 觀望
    3260.TWO                 120           35.29                443.98       -13.06                 0.24                  4.94             34        📈 持有
     6550.TW                 240           25.00                440.30       -29.43                 0.28                 12.37             12        ☁ 觀望
    6122.TWO                 240           21.43                439.24       -21.64                 0.20                  9.21             28        📈 持有
     1235.TW                 240           20.00                431.49        -7.70                 0.24                 11.05             20        ☁ 觀望
    3211.TWO                 240           42.11                431.41        -0.68                 0.35                 42.42             19        📈 持有
    4171.TWO                 240           23.81                427.77       -48.31                 0.20                  8.12             21        ☁ 觀望
    3230.TWO                  60           28.95                425.28       -91.58                 0.09                  2.91             76        📈 持有
    3675.TWO                 120           30.65                424.14       -26.83                 0.14                  3.32             62        📈 持有
    5321.TWO                  60           32.88                423.38       -16.14                 0.19                  3.27             73        ☁ 觀望
    6684.TWO                 240           40.00                421.27        -5.35                 0.33                 10.55             10        ☁ 觀望
    6274.TWO                 240           40.00                414.89       -13.34                 0.27                  5.07             35        📈 持有
     1435.TW                 240           28.12                414.26       -29.84                 0.17                  5.95             32        ☁ 觀望
     8996.TW                 120           26.19                413.74       -50.08                 0.20                  4.21             42        📈 持有
    6485.TWO                  20           35.46                412.45       -26.09                 0.14                  2.37            141        ☁ 觀望
     6669.TW                  20           50.50                409.62         0.63                 0.20                  2.76            101        📈 持有
     3035.TW                 120           32.56                408.46       -13.45                 0.20                  3.91             43        📈 持有
     3037.TW                 120           32.43                408.31       -40.27                 0.27                  3.95             37        📈 持有
     2371.TW                 240           29.03                404.19        -1.60                 0.18                  4.95             31        ☁ 觀望
     2467.TW                 120           28.36                403.26        -3.83                 0.15                  4.17             67        📈 持有
    3217.TWO                 240           43.75                402.56       -20.95                 0.25                  6.64             32        📈 持有
     6235.TW                 120           39.13                402.51        -4.13                 0.23                  4.51             46        ☁ 觀望
     6645.TW                  20           27.88                402.48       -52.27                 0.08                  2.49            104        ☁ 觀望
     6691.TW                 120           55.00                399.93        36.79                 0.41                 23.57             20        📈 持有
    5274.TWO                 240           52.00                399.04        25.06                 0.31                  8.55             25        📈 持有
     4968.TW                  20           35.21                391.86       -14.03                 0.14                  2.13            142        ☁ 觀望
    5439.TWO                 120           31.48                389.30       -25.78                 0.23                  4.93             54        ☁ 觀望
    3131.TWO                 240           35.14                386.07       -43.23                 0.21                  4.65             37        📈 持有
    5536.TWO                 240           38.71                384.28        -3.90                 0.24                  6.19             31        📈 持有
     1442.TW                 240           38.46                383.33        -0.97                 0.29                 11.71             13        ☁ 觀望
    3162.TWO                 120           35.90                382.03       -21.56                 0.21                  4.79             39        ☁ 觀望
     6919.TW                  10           48.78                381.99        47.63                 0.42                  5.89             41        ☁ 觀望
    5443.TWO                  60           30.43                378.95       -32.66                 0.11                  2.50             92        📈 持有
    6173.TWO                 240           24.24                378.92       -32.53                 0.14                  3.93             33        📈 持有
    3529.TWO                 120           36.96                378.23       -29.66                 0.15                  3.69             46        📈 持有
     2597.TW                 240           44.00                375.91       -27.36                 0.32                  8.94             25        📈 持有
    5309.TWO                 120           31.25                374.56      -121.18                 0.08                  2.28             80        📈 持有
    4991.TWO                 240           36.67                373.76        -4.06                 0.18                  5.05             30        📈 持有
    5508.TWO                  60           32.84                370.45       -41.05                 0.14                  4.55             67        ☁ 觀望
     5234.TW                 120           55.26                364.83       -14.89                 0.25                  6.75             38        📈 持有
    3357.TWO                 240           30.77                363.62       -14.86                 0.22                  8.23             26        📈 持有
