正在分析 1168 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
股票代號 (Stock)  最佳週期 (Best Period)  勝率 (Win Rate%)  總報酬率 (Total Return%)  最大回撤 (MDD%)  夏普比率 (Sharpe Ratio)  獲利因子 (Profit Factor)  交易次數 (Trades) 狀態 (Status)
    6613.TWO                  20           34.17                118.39       -46.39                 2.20                  1.67            120        ☁ 觀望
    5498.TWO                  60           30.86                118.21       -60.16                 2.35                  1.59             81        📈 持有
     3028.TW                  20           31.88                118.13       -24.64                 2.47                  1.89            138        📈 持有
     2312.TW                  60           34.57                117.78       -47.71                 2.66                  1.73             81        📈 持有
    2072.TWO                   5           40.48                117.55       -44.03                 2.29                  1.66            126        ☁ 觀望
     2597.TW                  20           29.17                117.53       -46.64                 1.95                  1.57            144        ☁ 觀望
     3049.TW                  20           28.47                117.15       -45.57                 1.57                  1.41            137        📈 持有
    8183.TWO                  20           29.94                117.06       -99.59                 1.31                  1.34            167        📈 持有
    8027.TWO                  10           31.43                117.02       -61.50                 1.14                  1.27            210        📈 持有
     2233.TW                  60           32.10                116.84       -35.35                 2.49                  1.65             81        📈 持有
    8390.TWO                  20           31.16                116.78       -49.06                 1.65                  1.42            138        ☁ 觀望
     3037.TW                  10           37.38                116.70       -67.10                 1.09                  1.25            214        📈 持有
     2495.TW                  60           34.09                116.69       -44.53                 2.74                  1.82             88        📈 持有
     1582.TW                  20           26.39                116.08       -33.79                 2.06                  1.61            144        📈 持有
    4909.TWO                  20           34.38                115.80       -45.69                 1.79                  1.46            128        📈 持有
     2367.TW                  60           31.87                115.75       -83.65                 2.21                  1.57             91        📈 持有
