正在分析 1168 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
     Stock  Best_Period  Win_Rate%  Total_Return%    MDD%        Sharpe  Trades Status Action
   3645.TW           10      38.76         202.77  -56.43  1.410000e+00     209   📈 持有 觀察/可賣出
  6761.TWO          120      43.48         202.66  -19.67  3.910000e+00      23   📈 持有     持有
   2022.TW          120      28.95         202.59  -44.57  2.400000e+00      38   📈 持有 觀察/可賣出
  4939.TWO          120      17.07         202.13  -60.81  2.540000e+00      41   📈 持有 觀察/可賣出
  8088.TWO          120      26.92         201.78  -68.80  2.360000e+00      52   📈 持有 觀察/可賣出
   2108.TW          240      45.45         201.21  -17.60  5.080000e+00      22   ☁ 觀望     持有
  6290.TWO           60      31.46         200.61 -104.13  1.840000e+00      89   📈 持有 觀察/可賣出
  6629.TWO           60      33.33         199.22  -27.60  2.500000e+00      45   ☁ 觀望     持有
  3629.TWO            5      32.69         198.61 -109.39  8.800000e-01     309   ☁ 觀望 觀察/可賣出
   2338.TW          240      34.78         198.38  -60.15  2.340000e+00      46   📈 持有 觀察/可賣出
  3081.TWO           10      28.86         198.25 -150.07  9.800000e-01     201   📈 持有 觀察/可賣出
   2301.TW          240      26.67         197.90  -20.58  2.600000e+00      45   📈 持有 觀察/可賣出
   1305.TW          240      47.62         197.77  -29.43  4.240000e+00      21   ☁ 觀望     持有
   4919.TW          240      41.94         197.63  -28.35  3.590000e+00      31   ☁ 觀望     持有
   1313.TW          120      40.00         196.54  -24.58  3.460000e+00      35   📈 持有     持有
  6462.TWO           20      35.04         195.88  -99.80  1.130000e+00     137   ☁ 觀望 觀察/可賣出
  8048.TWO          120      27.50         195.26  -24.04  3.300000e+00      40   📈 持有 觀察/可賣出
  6207.TWO           20      39.10         194.81  -47.86  2.130000e+00     133   ☁ 觀望     持有
  8027.TWO          240      43.48         194.51  -32.59  4.030000e+00      23   📈 持有     持有
   3712.TW           20      26.19         194.01  -54.40  1.450000e+00      84   ☁ 觀望 觀察/可賣出
   1471.TW          120      30.19         193.69  -47.96  2.390000e+00      53   📈 持有     持有
  8279.TWO          240      25.00         192.98  -41.47  2.720000e+00      28   ☁ 觀望 觀察/可賣出
  6788.TWO           60      29.41         192.62  -45.81  3.200000e+00      34   📈 持有 觀察/可賣出
  3178.TWO          240      35.14         192.09  -34.44  3.860000e+00      37   ☁ 觀望     持有
  3374.TWO          240      50.00         192.05  -18.11  4.630000e+00      18   📈 持有     持有
   6695.TW          120      31.03         190.27  -42.66  2.870000e+00      29   ☁ 觀望     持有
   6230.TW          240      21.88         189.87  -50.55  2.640000e+00      32   ☁ 觀望 觀察/可賣出
   6805.TW           20      33.33         189.70  -19.72  4.400000e+00      24   📈 持有     持有
  6664.TWO           60      36.59         189.67  -23.56  3.320000e+00      41   📈 持有     持有
   2453.TW          240      38.10         189.13  -52.43  3.100000e+00      42   ☁ 觀望 觀察/可賣出
  2755.TWO          120      37.93         189.00  -34.00  2.530000e+00      29   📈 持有     持有
   6533.TW          120      23.53         188.82 -102.38  1.570000e+00      51   ☁ 觀望 觀察/可賣出
  6170.TWO          120      30.99         188.43  -48.28  2.080000e+00      71   ☁ 觀望     持有
   2436.TW          240      32.35         188.38  -29.09  2.310000e+00      34   📈 持有     持有
   3596.TW          120      29.73         187.63  -28.17  3.840000e+00      37   ☁ 觀望 觀察/可賣出
  8472.TWO          240      39.13         187.42  -25.95  4.150000e+00      23   📈 持有     持有
   6239.TW          120      35.71         186.98  -19.57  3.200000e+00      56   📈 持有     持有
  4908.TWO           20      44.60         186.96  -52.29  2.060000e+00     139   📈 持有 觀察/可賣出
   2413.TW           10      27.37         186.96  -55.89  1.210000e+00     190   📈 持有 觀察/可賣出
   2211.TW          120      53.85         186.94   -4.32  6.760000e+00      13   📈 持有     持有
   1795.TW          240      25.93         186.85  -29.51  4.250000e+00      27   📈 持有 觀察/可賣出
  3687.TWO          240      30.00         186.73  -52.70  2.610000e+00      30   ☁ 觀望 觀察/可賣出
   3543.TW          120      39.13         186.58  -20.15  3.850000e+00      69   📈 持有     持有
  6727.TWO           10      29.25         184.57  -42.00  2.080000e+00     106   📈 持有 觀察/可賣出
  3236.TWO          240      32.56         184.31  -83.73  1.590000e+00      43   📈 持有 觀察/可賣出
   1587.TW           20      28.47         184.18  -67.13  1.200000e+00     144   ☁ 觀望 觀察/可賣出
  6233.TWO          240      15.15         183.79 -132.21  1.590000e+00      33   📈 持有 觀察/可賣出
  3265.TWO          120      38.46         182.68  -65.02  2.300000e+00      52   📈 持有 觀察/可賣出
   2308.TW           60      32.94         182.09  -31.97  2.750000e+00      85   📈 持有     持有
   2535.TW          120      40.74         181.84   -7.68  8.330000e+00      27   📈 持有     持有
  3555.TWO           60      33.01         181.76 -132.57  1.240000e+00     103   📈 持有 觀察/可賣出
   2881.TW          120      34.48         181.30  -19.47  4.800000e+00      29   📈 持有     持有
  3625.TWO           60      31.51         180.71  -84.04  1.530000e+00      73   ☁ 觀望 觀察/可賣出
   5285.TW          120      14.63         179.67  -48.20  2.260000e+00      41   📈 持有 觀察/可賣出
   2468.TW          240      36.54         179.49  -31.86  2.260000e+00      52   ☁ 觀望     持有
  3551.TWO           10      35.10         179.27  -80.60  1.940000e+00     208   📈 持有 觀察/可賣出
   3189.TW          120      20.31         179.12  -89.72  1.810000e+00      64   📈 持有 觀察/可賣出
   6753.TW          120      37.50         178.87  -25.55  6.660000e+00      16   ☁ 觀望     持有
   8438.TW          120      16.28         178.27  -33.99  2.620000e+00      43   📈 持有 觀察/可賣出
  3071.TWO          240      42.42         177.99  -21.48  3.150000e+00      33   📈 持有     持有
   2478.TW           60      31.33         177.64  -40.63  1.660000e+00      83   📈 持有     持有
  6163.TWO          120      31.25         176.42  -58.75  1.590000e+00      64   📈 持有 觀察/可賣出
   3665.TW          120      35.38         175.71  -40.73  3.260000e+00      65   📈 持有     持有
   2618.TW          120      31.11         174.99  -32.47  3.770000e+00      45   ☁ 觀望     持有
  6683.TWO            5      34.76         174.64  -54.65  1.330000e+00     187   ☁ 觀望 觀察/可賣出
   8271.TW          120      31.25         174.26  -19.85  3.160000e+00      48   📈 持有     持有
   2388.TW          240      40.00         174.19  -54.89  3.600000e+00      25   ☁ 觀望 觀察/可賣出
  8096.TWO          240      32.61         173.43  -93.45  1.600000e+00      46   ☁ 觀望 觀察/可賣出
   6116.TW          120      23.53         173.37  -33.37  3.320000e+00      34   📈 持有 觀察/可賣出
   2206.TW          240      30.19         173.25  -39.98  1.900000e+00      53   ☁ 觀望     持有
   1455.TW           20      31.30         172.60  -55.95  1.420000e+00     131   ☁ 觀望 觀察/可賣出
   3092.TW          240      35.56         172.56  -45.05  2.040000e+00      45   📈 持有     持有
  6613.TWO          240      22.86         172.11  -30.89  2.300000e+00      35   ☁ 觀望 觀察/可賣出
   2441.TW          120      38.46         171.08  -33.25  3.350000e+00      39   📈 持有     持有
   1438.TW          240      26.47         170.41  -30.17  3.420000e+00      34   ☁ 觀望 觀察/可賣出
  6419.TWO          240      28.00         169.72 -100.80  2.450000e+00      25   ☁ 觀望 觀察/可賣出
   6689.TW          120      20.69         169.46  -50.07  2.490000e+00      29   ☁ 觀望 觀察/可賣出
  3624.TWO           20      27.97         169.05  -53.96  1.430000e+00     143   ☁ 觀望 觀察/可賣出
   3044.TW          120      34.48         169.02  -36.55  2.670000e+00      58   📈 持有     持有
   8261.TW          240      25.81         168.59  -76.65  1.180000e+00      62   📈 持有 觀察/可賣出
   4571.TW          240      40.00         167.96  -13.23  5.070000e+00      15   ☁ 觀望     持有
  3570.TWO          240      37.04         167.83  -37.79  2.420000e+00      54   📈 持有     持有
   3694.TW           20      40.74         167.66  -55.08  1.780000e+00     135   ☁ 觀望 觀察/可賣出
   6770.TW          120      12.50         167.24  -62.52  2.860000e+00      16   📈 持有 觀察/可賣出
   4989.TW          120      27.45         166.99  -98.62  1.940000e+00      51   📈 持有 觀察/可賣出
   2233.TW          240      42.22         166.95  -22.61  3.120000e+00      45   📈 持有     持有
   6706.TW          120      35.71         166.21  -61.46  3.320000e+00      28   📈 持有 觀察/可賣出
  4973.TWO          120      29.63         166.17  -56.52  2.910000e+00      54   📈 持有 觀察/可賣出
   5521.TW           20      28.12         166.17  -41.14  1.960000e+00     128   ☁ 觀望 觀察/可賣出
   9941.TW          120      25.42         166.07  -34.01  2.320000e+00      59   ☁ 觀望 觀察/可賣出
   1736.TW          240      34.48         165.37  -34.87  2.980000e+00      29   ☁ 觀望     持有
  8390.TWO          120      36.96         165.28  -32.17  3.600000e+00      46   📈 持有     持有
  3541.TWO           10      39.33         165.21  -42.22  2.000000e+00     178   ☁ 觀望     持有
   8081.TW           60      32.53         165.09  -44.45  2.060000e+00      83   📈 持有     持有
  6530.TWO          240      42.42         164.83  -30.59  2.820000e+00      33   📈 持有     持有
  6667.TWO          240      36.84         163.75  -38.91  4.120000e+00      19   📈 持有     持有
   2316.TW          240      31.25         163.72  -35.61  4.340000e+00      32   📈 持有     持有
   1303.TW          120      28.57         163.44  -26.04  3.250000e+00      42   📈 持有 觀察/可賣出
  8034.TWO          120      31.58         163.28  -83.97  3.030000e+00      38   📈 持有 觀察/可賣出
   4934.TW          240      29.41         162.28  -65.74  1.750000e+00      34   📈 持有 觀察/可賣出
   5871.TW          240      32.35         161.28  -40.19  3.190000e+00      34   ☁ 觀望     持有
  3064.TWO           10      31.93         161.08 -106.13  6.700000e-01     238   ☁ 觀望 觀察/可賣出
   3015.TW          240      40.91         160.51  -17.54  3.770000e+00      22   ☁ 觀望     持有
   5471.TW          240      19.44         160.45  -43.59  1.850000e+00      36   📈 持有 觀察/可賣出
   6412.TW          240      32.14         160.27  -20.72  4.700000e+00      28   ☁ 觀望     持有
   3011.TW          240      27.59         160.18  -70.39  2.860000e+00      29   ☁ 觀望 觀察/可賣出
  3546.TWO          240      45.16         159.53  -34.48  3.440000e+00      31   📈 持有     持有
   2357.TW          240      31.91         158.73  -34.03  2.110000e+00      47   ☁ 觀望     持有
   3338.TW          240      20.00         158.73  -46.95  2.810000e+00      25   📈 持有 觀察/可賣出
  7810.TWO          120     100.00         157.86    0.00  1.802000e+01       2   📈 持有     持有
   3149.TW           20      34.43         157.25 -102.03  1.740000e+00     122   ☁ 觀望 觀察/可賣出
   1590.TW          120      29.41         157.18 -107.75  1.460000e+00      68   📈 持有 觀察/可賣出
  3455.TWO          120      41.07         157.17  -33.98  2.990000e+00      56   📈 持有     持有
   2414.TW          240      52.17         156.06  -12.57  5.510000e+00      23   📈 持有     持有
   3686.TW          120      23.26         154.38  -76.20  1.350000e+00      43   📈 持有 觀察/可賣出
  3581.TWO           10      35.09         154.33  -59.25  1.280000e+00     228   📈 持有 觀察/可賣出
  4529.TWO           10      30.56         154.29 -159.10  4.800000e-01     216   📈 持有 觀察/可賣出
  4561.TWO          120      32.50         154.11  -66.28  1.830000e+00      40   ☁ 觀望 觀察/可賣出
   6209.TW           10      37.00         153.56  -41.30  1.550000e+00     200   ☁ 觀望     持有
  3227.TWO          120      31.25         153.37  -37.46  2.320000e+00      64   📈 持有     持有
   2377.TW          240      38.24         152.28  -38.02  2.840000e+00      34   ☁ 觀望     持有
   2317.TW           60      33.33         152.26  -33.57  2.420000e+00      81   ☁ 觀望     持有
   3481.TW           10      30.50         152.05  -74.39  1.560000e+00     200   📈 持有 觀察/可賣出
   2891.TW          120      33.33         151.25  -24.10  3.440000e+00      45   📈 持有     持有
   2812.TW          240      29.17         151.09   -6.12  5.100000e+00      24   📈 持有 觀察/可賣出
   2883.TW          120      40.48         150.92  -20.75  3.790000e+00      42   📈 持有     持有
   6438.TW          240      52.63         150.34  -31.97  6.510000e+00      19   ☁ 觀望     持有
   6005.TW          120      30.61         150.20  -20.66  3.890000e+00      49   📈 持有     持有
  4966.TWO          240      35.29         149.84  -39.91  2.260000e+00      34   ☁ 觀望     持有
  6143.TWO           20      36.22         149.64  -54.43  2.140000e+00     127   ☁ 觀望 觀察/可賣出
  3508.TWO           20      31.54         149.28 -103.01  9.800000e-01     130   📈 持有 觀察/可賣出
  5245.TWO          240      20.00         149.15  -40.26  2.420000e+00      25   ☁ 觀望 觀察/可賣出
  6980.TWO           20      30.77         148.11  -30.65  3.230000e+00      26   ☁ 觀望     持有
  6423.TWO           20      26.23         147.88  -59.79  1.420000e+00     122   ☁ 觀望 觀察/可賣出
  4510.TWO           20      29.49         147.77  -59.69  9.100000e-01     156   ☁ 觀望 觀察/可賣出
  6925.TWO          240      25.00         147.62  -17.02  4.310000e+00      12   📈 持有 觀察/可賣出
   2006.TW          240      17.14         147.54  -29.16  2.330000e+00      35   📈 持有 觀察/可賣出
   2017.TW          240      30.00         147.30  -27.28  5.220000e+00      10   ☁ 觀望 觀察/可賣出
  4513.TWO           60      35.62         146.22  -35.40  1.970000e+00      73   ☁ 觀望     持有
  6284.TWO           10      35.71         146.06  -75.84  1.370000e+00     196   ☁ 觀望 觀察/可賣出
   9910.TW          120      31.75         145.91  -66.15  1.820000e+00      63   ☁ 觀望 觀察/可賣出
   6205.TW           60      25.37         145.81  -41.41  1.970000e+00      67   📈 持有 觀察/可賣出
   9110.TW           20      35.59         145.68  -40.05  1.080000e+00     177   ☁ 觀望     持有
   2328.TW          240      36.67         144.38  -37.05  3.280000e+00      30   📈 持有     持有
   3416.TW          240      39.39         144.37  -12.77  3.330000e+00      33   ☁ 觀望     持有
   2630.TW           20      33.87         144.26  -56.19  1.050000e+00     124   ☁ 觀望 觀察/可賣出
  3317.TWO           20      34.96         143.86  -52.49  1.800000e+00     123   ☁ 觀望 觀察/可賣出
   2367.TW           10      31.75         143.43  -55.96  1.220000e+00     211   📈 持有 觀察/可賣出
  3093.TWO          120      28.85         143.36  -50.59  2.310000e+00      52   📈 持有 觀察/可賣出
   1522.TW           60      32.91         143.20  -34.52  2.290000e+00      79   ☁ 觀望     持有
   6431.TW           20      34.13         142.74  -72.28  1.880000e+00     126   ☁ 觀望 觀察/可賣出
  3709.TWO          120      41.38         142.01  -18.26  5.290000e+00      29   📈 持有     持有
   2482.TW           20      22.92         141.93  -86.67  1.020000e+00     144   ☁ 觀望 觀察/可賣出
  3372.TWO          120      22.73         141.48  -93.08  1.900000e+00      44   📈 持有 觀察/可賣出
   2442.TW          240      37.50         140.23  -36.50  2.860000e+00      40   ☁ 觀望     持有
   2349.TW           10      31.31         139.64 -112.43  7.000000e-01     198   📈 持有 觀察/可賣出
   2451.TW          120      26.76         139.50  -42.13  1.470000e+00      71   📈 持有 觀察/可賣出
  5493.TWO          240      42.22         139.23  -19.19  3.580000e+00      45   📈 持有     持有
   8028.TW          240      43.59         138.67  -52.58  2.110000e+00      39   📈 持有 觀察/可賣出
  3323.TWO          240      43.18         138.52  -52.17  1.940000e+00      44   📈 持有 觀察/可賣出
  6127.TWO          120      40.00         138.44  -47.99  2.240000e+00      60   📈 持有     持有
   2472.TW           20      38.41         137.89  -37.65  1.950000e+00     138   ☁ 觀望     持有
   6698.TW           10      40.35         137.22  -36.42  2.210000e+00     114   ☁ 觀望     持有
  7402.TWO           10      28.17         137.07  -55.53  1.030000e+00     213   📈 持有 觀察/可賣出
   0052.TW           10      36.90         136.90  -35.09  2.200000e+00     187   📈 持有     持有
   2423.TW          240      37.50         136.27  -15.35  4.740000e+00      24   📈 持有     持有
   2885.TW          240      39.13         135.75   -6.69  6.290000e+00      23   📈 持有     持有
   3703.TW           20      30.16         135.45  -38.24  1.570000e+00     126   ☁ 觀望     持有
   2455.TW           20      36.15         135.26  -41.84  1.670000e+00     130   📈 持有     持有
   8016.TW           60      25.00         135.11  -92.10  1.500000e+00      96   📈 持有 觀察/可賣出
  6903.TWO           20      38.10         134.83  -20.31  3.760000e+00      42   📈 持有     持有
  3577.TWO          240      29.41         134.30  -46.21  1.680000e+00      51   ☁ 觀望 觀察/可賣出
  8431.TWO           20      37.23         133.15  -80.36  1.370000e+00     137   📈 持有 觀察/可賣出
   8131.TW          240      44.00         133.11   -7.55  4.620000e+00      25   📈 持有     持有
  8234.TWO           60      32.79         133.11  -35.82  2.310000e+00      61   ☁ 觀望     持有
  4804.TWO           60      35.71         133.01  -64.56  2.030000e+00      42   ☁ 觀望 觀察/可賣出
   2374.TW           20      30.77         132.91  -51.00  1.180000e+00     143   ☁ 觀望 觀察/可賣出
   2010.TW          120      25.00         132.85  -25.69  1.750000e+00      68   📈 持有 觀察/可賣出
  8091.TWO           60      28.24         132.66  -40.90  1.530000e+00      85   📈 持有 觀察/可賣出
   8464.TW          240      33.33         132.40  -64.03  2.650000e+00      39   ☁ 觀望 觀察/可賣出
   2340.TW          120      32.43         132.19  -36.98  3.350000e+00      37   📈 持有     持有
   3028.TW           60      32.73         131.65  -20.51  3.440000e+00      55   📈 持有     持有
   3711.TW          120      26.92         131.38  -74.67  1.770000e+00      78   📈 持有 觀察/可賣出
  8099.TWO          120      28.12         131.07  -40.09  2.330000e+00      64   ☁ 觀望 觀察/可賣出
   2633.TW          240      28.00         130.84  -45.90  2.020000e+00      50   📈 持有 觀察/可賣出
   8462.TW          240      30.77         129.96  -49.18  3.530000e+00      26   📈 持有     持有
  6134.TWO           60      31.58         129.91  -51.91  2.430000e+00      57   📈 持有 觀察/可賣出
  4534.TWO          240      35.29         129.32  -24.09  4.620000e+00      17   📈 持有     持有
  5543.TWO           60      31.68         129.24  -54.56  9.900000e-01     101   ☁ 觀望 觀察/可賣出
  3587.TWO          240      17.24         129.16  -41.52  2.430000e+00      29   📈 持有 觀察/可賣出
   6873.TW          120      60.00         128.54   -5.16  8.290000e+00      10   ☁ 觀望     持有
  6275.TWO           20      33.33         127.78  -45.08  1.760000e+00     150   ☁ 觀望     持有
   2610.TW          120      18.42         127.55  -26.21  2.680000e+00      38   ☁ 觀望 觀察/可賣出
  3234.TWO          120      27.12         127.45 -184.05  9.400000e-01      59   📈 持有 觀察/可賣出
  5009.TWO          240      34.48         127.25  -30.19  3.190000e+00      29   ☁ 觀望     持有
  7751.TWO           10      33.33         126.96  -38.74  3.750000e+00      27   📈 持有     持有
   2489.TW          120      20.00         126.89  -30.69  3.210000e+00      35   📈 持有 觀察/可賣出
  6016.TWO          240      34.88         126.42  -25.38  2.220000e+00      43   📈 持有     持有
   2406.TW           20      27.07         125.57  -96.18  9.100000e-01     133   📈 持有 觀察/可賣出
  6642.TWO          120      30.95         124.78  -28.17  1.970000e+00      42   📈 持有     持有
   4949.TW           20      23.81         124.71  -30.47  2.610000e+00      21   📈 持有 觀察/可賣出
  4533.TWO          120      26.56         124.16 -103.12  1.650000e+00      64   📈 持有 觀察/可賣出
  1785.TWO          240      30.56         124.11  -39.71  2.490000e+00      36   📈 持有     持有
   3504.TW           20      32.06         123.46  -62.30  1.130000e+00     131   📈 持有 觀察/可賣出
  5351.TWO          120      17.50         123.46 -145.13  9.500000e-01      80   📈 持有 觀察/可賣出
  6219.TWO          240      41.18         122.15  -22.70  4.580000e+00      17   ☁ 觀望     持有
   2385.TW           60      33.71         121.86  -51.46  1.310000e+00      89   📈 持有 觀察/可賣出
 00715L.TW           20      39.77         121.16  -85.77  1.430000e+00      88   📈 持有 觀察/可賣出
   2023.TW          240      32.69         120.82  -52.61  1.790000e+00      52   ☁ 觀望 觀察/可賣出
   1304.TW           60      35.82         120.43  -56.01  1.170000e+00      67   📈 持有 觀察/可賣出
  6188.TWO           60      31.87         120.30  -52.17  1.310000e+00      91   ☁ 觀望 觀察/可賣出
   1717.TW          120      30.36         119.70  -28.27  1.880000e+00      56   📈 持有     持有
  3066.TWO          240      36.84         119.44 -114.94  9.800000e-01      57   ☁ 觀望 觀察/可賣出
  6418.TWO           20      29.66         118.61  -67.37  1.270000e+00     145   ☁ 觀望 觀察/可賣出
   4142.TW          240      22.86         118.29  -54.78  1.600000e+00      35   ☁ 觀望 觀察/可賣出
   3040.TW          240      35.00         117.58  -38.99  3.010000e+00      20   ☁ 觀望     持有
   8422.TW          120      21.05         117.41  -30.01  2.140000e+00      57   📈 持有 觀察/可賣出
   6541.TW           10      23.94         117.21 -109.68  6.900000e-01     188   ☁ 觀望 觀察/可賣出
   3010.TW          240      36.00         116.59  -18.56  3.950000e+00      25   📈 持有     持有
   2425.TW           20      30.97         116.42  -71.67  1.400000e+00     113   ☁ 觀望 觀察/可賣出
   3308.TW          120      42.03         115.82  -44.12  1.160000e+00      69   📈 持有     持有
   2880.TW          120      30.23         115.62  -13.32  3.660000e+00      43   📈 持有     持有
 00877.TWO           10      34.57         115.22  -21.16  1.940000e+00      81   📈 持有     持有
   2890.TW          120      30.77         114.89  -19.43  3.200000e+00      52   📈 持有     持有
   2855.TW          240      31.58         114.45  -34.43  2.540000e+00      38   📈 持有     持有
   1504.TW          240      31.43         114.17  -16.84  3.120000e+00      35   📈 持有     持有
   4915.TW           60      35.94         113.66  -30.47  2.230000e+00      64   ☁ 觀望     持有
  6735.TWO           10      36.45         113.20  -53.80  1.360000e+00     107   📈 持有 觀察/可賣出
  2726.TWO           60      40.58         112.85  -44.98  2.550000e+00      69   ☁ 觀望     持有
  8050.TWO          240      44.12         112.75  -34.58  2.280000e+00      34   ☁ 觀望     持有
   2889.TW           60      31.25         112.73  -19.89  3.340000e+00      64   ☁ 觀望     持有
  5328.TWO           10      30.65         112.71  -58.14  9.500000e-01     199   📈 持有 觀察/可賣出
   2834.TW          120      25.81         112.34  -19.24  2.460000e+00      62   📈 持有 觀察/可賣出
   8114.TW          240      30.77         112.13  -44.03  1.970000e+00      39   ☁ 觀望     持有
   8103.TW          120      32.20         111.84  -52.14  2.200000e+00      59   📈 持有 觀察/可賣出
   2838.TW          240      26.47         111.77  -12.12  3.680000e+00      34   📈 持有 觀察/可賣出
  3564.TWO           10      36.36         111.67  -63.67  9.800000e-01     198   📈 持有 觀察/可賣出
   0050.TW          240      41.67         111.36  -17.78  4.440000e+00      24   📈 持有     持有
  3085.TWO          120      26.42         111.22 -125.29  9.200000e-01      53   ☁ 觀望 觀察/可賣出
  00830.TW          240      16.67         110.50  -31.13  5.180000e+00      12   📈 持有 觀察/可賣出
   8070.TW           60      34.78         110.32  -47.96  1.530000e+00      92   ☁ 觀望     持有
  00735.TW           20      37.84         110.17  -27.86  2.560000e+00      74   📈 持有     持有
   2444.TW           10      32.83         110.01  -94.45  9.200000e-01     198   📈 持有 觀察/可賣出
   2548.TW          240      41.67         109.90  -17.72  4.460000e+00      24   📈 持有     持有
   8499.TW          240      18.75         109.82  -39.01  2.290000e+00      32   📈 持有 觀察/可賣出
  6203.TWO           60      29.27         109.74  -58.17  1.340000e+00      82   ☁ 觀望 觀察/可賣出
  00910.TW           20      44.12         109.21  -21.09  5.470000e+00      34   📈 持有     持有
   2605.TW           10      30.77         108.05  -55.73  1.010000e+00     195   📈 持有 觀察/可賣出
  5291.TWO          120      32.69         107.92  -53.68  2.200000e+00      52   📈 持有 觀察/可賣出
   2884.TW          240      38.71         107.80  -10.45  4.470000e+00      31   📈 持有     持有
   6869.TW          120      40.00         107.52  -15.42  5.750000e+00      10   ☁ 觀望     持有
  7744.TWO            5      39.53         107.49  -20.52  4.310000e+00      43   ☁ 觀望     持有
   8150.TW          120      35.09         106.92  -55.21  1.630000e+00      57   📈 持有 觀察/可賣出
   2607.TW          240      29.55         106.26  -29.40  1.800000e+00      44   📈 持有 觀察/可賣出
  3623.TWO           10      35.26         106.21  -94.07  7.500000e-01     190   📈 持有 觀察/可賣出
   3257.TW           20      33.58         106.07  -58.46  1.110000e+00     134   ☁ 觀望 觀察/可賣出
 912000.TW           20      29.91         105.99  -78.21  1.250000e+00     117   ☁ 觀望 觀察/可賣出
   2723.TW          120      27.27         105.82  -22.37  2.920000e+00      33   ☁ 觀望 觀察/可賣出
   3034.TW           60      27.63         105.80  -37.78  1.950000e+00      76   ☁ 觀望 觀察/可賣出
   5706.TW           20      25.44         105.58  -33.12  1.620000e+00     114   📈 持有 觀察/可賣出
   3030.TW          240      50.00         104.93  -22.29  4.750000e+00      24   📈 持有     持有
  5514.TWO          240      42.86         104.92  -21.23  3.840000e+00      14   ☁ 觀望     持有
   2458.TW           60      26.47         104.32  -44.57  1.980000e+00      68   ☁ 觀望 觀察/可賣出
   2612.TW          120      31.34         104.26  -37.47  1.390000e+00      67   📈 持有     持有
   4569.TW           10      31.82         103.93  -46.28  1.680000e+00      44   📈 持有     持有
   7795.TW           20      37.50         103.70  -10.21  8.720000e+00       8   📈 持有     持有
  7712.TWO           10      23.68         103.58  -28.87  2.390000e+00      38   📈 持有 觀察/可賣出
   6994.TW            5      38.18         103.01  -52.42  2.260000e+00      55   ☁ 觀望 觀察/可賣出
   2231.TW           20      31.43         102.95  -58.25  1.250000e+00     140   ☁ 觀望 觀察/可賣出
   2013.TW          240      26.09         102.95  -37.54  1.510000e+00      46   ☁ 觀望 觀察/可賣出
  00713.TW          120      36.36         102.83   -7.22  4.450000e+00      22   📈 持有     持有
   2352.TW          240      27.03         102.25  -42.35  2.180000e+00      37   ☁ 觀望 觀察/可賣出
   5880.TW          120      29.79         101.28  -14.47  2.470000e+00      47   ☁ 觀望 觀察/可賣出
   6552.TW          120      29.27         100.89  -60.35  2.270000e+00      41   ☁ 觀望 觀察/可賣出
  5426.TWO          240      25.81         100.85  -33.75  2.520000e+00      31   ☁ 觀望 觀察/可賣出
  00770.TW          120      42.11         100.60  -20.79  4.270000e+00      19   📈 持有     持有
   6120.TW          120      31.25          99.55  -79.96  1.830000e+00      48   📈 持有 觀察/可賣出
  4971.TWO          240      27.59          99.44  -57.08  2.210000e+00      29   📈 持有 觀察/可賣出
  6877.TWO          120      43.75          99.22  -45.90  2.830000e+00      16   📈 持有     持有
   2012.TW          120      39.53          99.22  -27.84  2.400000e+00      43   ☁ 觀望     持有
  7719.TWO           60      25.00          98.74  -16.24  4.710000e+00       8   ☁ 觀望 觀察/可賣出
  6212.TWO          120      36.71          98.50  -56.95  1.970000e+00      79   ☁ 觀望 觀察/可賣出
  00909.TW           60      64.71          98.00  -13.66  5.690000e+00      17   ☁ 觀望     持有
   2882.TW           60      25.00          97.56  -31.68  2.080000e+00      84   📈 持有 觀察/可賣出
  6435.TWO          240      30.77          97.41  -71.37  1.650000e+00      39   📈 持有 觀察/可賣出
   4956.TW          240      29.63          97.34  -36.36  3.650000e+00      27   ☁ 觀望 觀察/可賣出
   1443.TW          120      22.73          96.90  -59.76  1.540000e+00      66   ☁ 觀望 觀察/可賣出
   4977.TW          120      31.91          96.72  -40.35  1.650000e+00      47   📈 持有     持有
   9105.TW          240      18.18          96.66  -34.04  1.690000e+00      44   ☁ 觀望 觀察/可賣出
   3702.TW          120      22.22          95.70  -29.66  2.090000e+00      45   📈 持有 觀察/可賣出
   0056.TW          240      28.57          95.18   -6.05  6.510000e+00      14   📈 持有 觀察/可賣出
   6672.TW          120      33.33          94.98  -33.63  3.410000e+00      24   ☁ 觀望     持有
   2393.TW          240      17.50          94.85  -61.19  1.950000e+00      40   ☁ 觀望 觀察/可賣出
   3038.TW           60      32.53          94.72  -38.90  1.380000e+00      83   📈 持有     持有
   6799.TW           60      38.24          94.63  -36.70  2.230000e+00      34   ☁ 觀望     持有
  8489.TWO          240      56.25          94.58  -25.86  4.960000e+00      16   ☁ 觀望     持有
   2466.TW          120      27.27          94.53  -28.17  1.750000e+00      55   ☁ 觀望 觀察/可賣出
  6616.TWO           60      32.76          93.49  -77.69  1.420000e+00      58   📈 持有 觀察/可賣出
   3004.TW          240      39.58          92.47  -63.22  1.960000e+00      48   📈 持有 觀察/可賣出
  6624.TWO          120      48.57          92.16  -30.06  2.730000e+00      35   📈 持有     持有
   2353.TW          240      35.00          91.58   -9.81  5.560000e+00      20   ☁ 觀望     持有
  6983.TWO           10      31.58          90.72  -37.06  2.440000e+00      57   📈 持有     持有
