正在分析 1168 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
     Stock  Best_Period  Win_Rate%  Total_Return%    MDD%        Sharpe  Trades Status Action
  00662.TW          240      47.06          90.31  -14.04  5.780000e+00      17   📈 持有     持有
   1528.TW           10      27.67          89.83  -88.02  8.500000e-01     206   📈 持有 觀察/可賣出
   2069.TW          120      21.54          89.75  -55.40  1.160000e+00      65   📈 持有 觀察/可賣出
   2892.TW          240      37.50          89.73   -5.29  5.830000e+00      16   📈 持有     持有
   2887.TW          120      23.08          89.46  -26.76  3.370000e+00      39   📈 持有 觀察/可賣出
  5455.TWO          240      38.46          89.22  -88.54  1.710000e+00      39   ☁ 觀望 觀察/可賣出
   4764.TW          120      24.19          88.96  -98.67  9.600000e-01      62   📈 持有 觀察/可賣出
   1708.TW          120      26.32          87.99  -33.71  1.980000e+00      57   📈 持有 觀察/可賣出
  6465.TWO           20      34.88          87.60  -79.58  6.300000e-01     172   📈 持有 觀察/可賣出
  5425.TWO          240      30.56          87.17  -34.33  2.470000e+00      36   📈 持有     持有
   6782.TW           20      31.03          87.03  -30.13  1.980000e+00      58   📈 持有     持有
  3083.TWO           10      28.36          86.83 -133.63  6.700000e-01     201   ☁ 觀望 觀察/可賣出
   3454.TW          120      24.07          86.01  -48.74  1.190000e+00      54   📈 持有 觀察/可賣出
   1203.TW          240      29.03          85.99  -11.64  4.110000e+00      31   📈 持有 觀察/可賣出
  3206.TWO           20      33.33          85.56  -50.23  1.440000e+00     141   📈 持有 觀察/可賣出
  6603.TWO          120      26.32          84.85  -57.58  2.040000e+00      57   📈 持有 觀察/可賣出
   6796.TW          240      35.00          84.36  -28.62  2.440000e+00      20   📈 持有     持有
   4938.TW          120      38.30          83.43  -38.66  2.590000e+00      47   📈 持有     持有
   7610.TW           10      33.33          83.37   -8.35  6.160000e+00       6   📈 持有     持有
  00904.TW           10      43.86          83.26  -19.00  3.760000e+00      57   📈 持有     持有
  1599.TWO          120      22.95          82.72  -48.11  1.400000e+00      61   ☁ 觀望 觀察/可賣出
  4530.TWO          240      28.95          82.70  -76.57  1.890000e+00      38   ☁ 觀望 觀察/可賣出
   6112.TW          240      21.88          82.29  -40.46  2.510000e+00      32   ☁ 觀望 觀察/可賣出
  3306.TWO          120      42.59          82.08  -38.28  1.580000e+00      54   ☁ 觀望     持有
   2515.TW           10      26.89          82.04  -34.99  1.090000e+00     212   📈 持有 觀察/可賣出
  3516.TWO          240      39.02          81.97  -12.89  3.070000e+00      41   ☁ 觀望     持有
   5243.TW           20      34.01          81.82  -54.27  9.900000e-01     147   ☁ 觀望 觀察/可賣出
   9945.TW          240      20.51          81.76  -63.74  1.090000e+00      39   ☁ 觀望 觀察/可賣出
  8289.TWO          240      17.31          81.51  -42.99  1.100000e+00      52   📈 持有 觀察/可賣出
  3663.TWO          120      36.84          81.50  -58.79  1.540000e+00      57   📈 持有 觀察/可賣出
  7728.TWO          120      57.14          81.19   -8.26  5.810000e+00       7   📈 持有     持有
  8240.TWO           20      35.82          80.91  -48.15  1.440000e+00     134   ☁ 觀望     持有
   2606.TW          120      28.79          80.88  -54.54  1.190000e+00      66   📈 持有 觀察/可賣出
   2820.TW          240      57.14          80.46   -5.64  6.460000e+00      14   📈 持有     持有
   1409.TW          240      28.57          80.27  -48.07  1.880000e+00      42   📈 持有 觀察/可賣出
   8926.TW           60      22.73          80.20  -31.07  1.810000e+00      88   📈 持有 觀察/可賣出
  6244.TWO           20      21.94          79.45 -129.80  3.600000e-01     155   📈 持有 觀察/可賣出
   1101.TW          240      26.92          79.36  -17.70  2.310000e+00      26   ☁ 觀望 觀察/可賣出
   1256.TW          120      26.67          77.94  -43.43  1.520000e+00      45   📈 持有 觀察/可賣出
   1721.TW           20      21.79          77.65 -111.68  4.700000e-01     156   ☁ 觀望 觀察/可賣出
  00881.TW           10      31.65          77.38  -22.51  3.010000e+00      79   📈 持有     持有
  3609.TWO          120      37.25          75.99  -66.31  1.700000e+00      51   ☁ 觀望 觀察/可賣出
  5347.TWO          120      28.00          75.38  -56.21  1.370000e+00      75   📈 持有 觀察/可賣出
     ^TWII           10      36.52          75.32  -27.21  2.090000e+00     178   📈 持有     持有
  6509.TWO          120      19.44          74.96 -139.49  5.500000e-01      72   📈 持有 觀察/可賣出
  7792.TWO           20      25.00          74.42  -22.39  3.580000e+00      16   ☁ 觀望 觀察/可賣出
   2324.TW           20      36.03          74.33  -31.19  1.870000e+00     136   ☁ 觀望     持有
  2941.TWO          240      50.00          73.78   -1.64  1.032000e+01       4   ☁ 觀望     持有
 00640L.TW          240      32.14          73.54  -27.14  3.500000e+00      28   📈 持有     持有
   1308.TW          240      17.95          73.54  -31.21  1.390000e+00      39   📈 持有 觀察/可賣出
   6133.TW          120      25.35          73.45  -73.33  1.060000e+00      71   📈 持有 觀察/可賣出
  6486.TWO          120      34.29          73.29  -20.04  2.980000e+00      35   📈 持有     持有
   2331.TW          240      33.33          71.76  -42.79  1.710000e+00      39   📈 持有     持有
   6756.TW           60      24.39          71.76  -81.64  1.160000e+00      41   ☁ 觀望 觀察/可賣出
   2845.TW          120      29.09          71.59  -10.53  2.300000e+00      55   ☁ 觀望 觀察/可賣出
   2542.TW           20      32.09          71.48  -30.77  1.500000e+00     134   ☁ 觀望     持有
   6128.TW          240      25.00          71.23  -40.60  2.890000e+00      24   ☁ 觀望 觀察/可賣出
  2237.TWO          240      35.14          71.19  -26.69  1.730000e+00      37   📈 持有     持有
  6532.TWO          120      37.50          70.98  -43.56  1.830000e+00      56   ☁ 觀望     持有
   2392.TW           60      35.44          70.84  -38.67  1.450000e+00      79   ☁ 觀望     持有
   2645.TW          120      35.00          70.70  -40.06  3.560000e+00      20   ☁ 觀望     持有
   4958.TW           10      32.35          70.29  -81.24  8.700000e-01     204   ☁ 觀望 觀察/可賣出
  3360.TWO           20      28.47          69.84  -71.62  7.800000e-01     144   📈 持有 觀察/可賣出
   3033.TW          120      17.74          69.64  -29.06  1.590000e+00      62   📈 持有 觀察/可賣出
  8432.TWO          120      34.88          69.57  -22.11  2.350000e+00      43   📈 持有     持有
   2438.TW           10      25.43          69.16 -120.36  3.000000e-01     232   📈 持有 觀察/可賣出
  8277.TWO           60      33.33          69.11  -70.37  7.000000e-01      75   📈 持有 觀察/可賣出
   2401.TW          240      39.02          68.41  -40.40  1.460000e+00      41   ☁ 觀望     持有
   2485.TW          120      26.87          67.99 -106.57  7.900000e-01      67   📈 持有 觀察/可賣出
   2380.TW           60      23.53          67.54 -104.38  8.900000e-01      68   📈 持有 觀察/可賣出
  3466.TWO          240      34.62          67.49  -47.86  1.820000e+00      26   ☁ 觀望     持有
  3290.TWO          120      31.37          67.37  -23.25  2.700000e+00      51   📈 持有     持有
  2948.TWO           10      33.70          67.14  -61.69  1.800000e+00      92   📈 持有 觀察/可賣出
   2420.TW           20      37.50          67.00  -25.98  1.670000e+00     144   ☁ 觀望     持有
   2204.TW          240      22.22          66.71  -48.75  2.490000e+00      27   ☁ 觀望 觀察/可賣出
  6855.TWO          240      25.00          66.59   -8.13  7.800000e+00       4   ☁ 觀望 觀察/可賣出
   2314.TW          120      20.59          66.56  -99.27  1.130000e+00      34   ☁ 觀望 觀察/可賣出
   6142.TW           20      32.28          65.75  -73.34  9.300000e-01     127   ☁ 觀望 觀察/可賣出
   6579.TW          240       6.90          65.11  -58.79  1.080000e+00      29   ☁ 觀望 觀察/可賣出
  00646.TW          240      36.00          64.12  -14.76  4.750000e+00      25   📈 持有     持有
  3073.TWO          120      37.50          63.93  -93.52  1.000000e+00      56   ☁ 觀望 觀察/可賣出
   4927.TW          120      30.77          63.87  -94.83  1.220000e+00      39   📈 持有 觀察/可賣出
   6405.TW           10      31.34          63.73  -70.79  6.300000e-01     201   📈 持有 觀察/可賣出
   6214.TW          120      34.78          62.84  -43.11  2.190000e+00      46   ☁ 觀望     持有
   6243.TW          120      35.00          62.82  -67.25  1.200000e+00      40   ☁ 觀望 觀察/可賣出
   1582.TW          120      35.85          62.43  -29.60  1.400000e+00      53   📈 持有     持有
  00922.TW           10      37.78          62.40  -14.34  4.600000e+00      45   📈 持有     持有
  5205.TWO           10      25.56          62.11 -295.84  2.900000e-01     223   📈 持有 觀察/可賣出
  6245.TWO           20      35.25          61.74  -82.96  7.200000e-01     139   ☁ 觀望 觀察/可賣出
   6451.TW            5      30.07          61.71  -81.91  4.400000e-01     276   ☁ 觀望 觀察/可賣出
   6141.TW           60      34.25          61.68  -62.94  9.000000e-01      73   📈 持有 觀察/可賣出
   1805.TW          240      38.10          61.29  -44.08  2.330000e+00      21   ☁ 觀望     持有
   4916.TW          120      23.29          61.25 -123.83  6.600000e-01      73   ☁ 觀望 觀察/可賣出
  5013.TWO          120      26.09          61.22  -52.17  9.900000e-01      69   ☁ 觀望 觀察/可賣出
   2397.TW          240      36.59          61.04  -55.37  1.780000e+00      41   ☁ 觀望 觀察/可賣出
  3354.TWO          240      33.33          60.92  -49.86  1.860000e+00      33   📈 持有     持有
   2886.TW          240      36.36          60.84  -25.37  3.440000e+00      33   📈 持有     持有
   1307.TW          240      31.58          60.64  -43.09  1.770000e+00      38   ☁ 觀望     持有
  00891.TW           10      42.25          60.53  -14.77  2.840000e+00      71   📈 持有     持有
   5876.TW          240      34.29          59.97  -29.25  2.080000e+00      35   ☁ 觀望     持有
   2616.TW          240      24.39          59.08  -15.69  2.070000e+00      41   📈 持有 觀察/可賣出
  6565.TWO          240      20.83          58.36  -29.59  1.580000e+00      24   ☁ 觀望 觀察/可賣出
  00923.TW           10      43.24          58.24  -17.95  5.090000e+00      37   📈 持有     持有
   2323.TW          240      18.52          58.05  -38.50  1.900000e+00      27   📈 持有 觀察/可賣出
  4147.TWO           10      28.50          57.97 -104.17  4.400000e-01     193   📈 持有 觀察/可賣出
  6508.TWO          240      25.93          57.27  -12.78  3.700000e+00      27   ☁ 觀望 觀察/可賣出
   6789.TW           10      25.58          56.65  -26.00  1.360000e+00      86   📈 持有 觀察/可賣出
  00918.TW          120      33.33          56.61   -3.86  6.570000e+00       6   📈 持有     持有
   1568.TW          120      22.45          56.51  -43.51  1.210000e+00      49   ☁ 觀望 觀察/可賣出
   6456.TW           10      31.98          55.07  -70.91  6.400000e-01     172   📈 持有 觀察/可賣出
 009803.TW           10      57.14          54.84   -2.92  1.597000e+01       7   📈 持有     持有
  3664.TWO          240      36.36          54.01 -100.36  7.800000e-01      44   ☁ 觀望 觀察/可賣出
  00878.TW          120      25.00          53.94   -8.78  5.270000e+00      16   📈 持有 觀察/可賣出
   2412.TW          120      24.39          53.30  -14.11  3.940000e+00      41   📈 持有 觀察/可賣出
   6525.TW           20      30.97          53.13  -68.53  1.110000e+00     113   ☁ 觀望 觀察/可賣出
  5223.TWO           60      29.41          53.08  -89.05  9.700000e-01      51   📈 持有 觀察/可賣出
   6863.TW          120      41.67          52.86   -8.10  4.320000e+00      12   ☁ 觀望     持有
  4577.TWO          120      17.39          52.78  -55.18  1.570000e+00      23   📈 持有 觀察/可賣出
    TXF.TW           10      39.36          52.34  -29.37  1.340000e+00     188   📈 持有     持有
   6768.TW          240      31.25          52.18  -17.42  3.300000e+00      16   ☁ 觀望     持有
  8416.TWO          240      28.30          51.69  -37.95  1.490000e+00      53   📈 持有 觀察/可賣出
   2312.TW           10      29.44          51.28  -40.68  6.600000e-01     214   ☁ 觀望 觀察/可賣出
  4911.TWO           20      26.28          51.15  -49.76  5.300000e-01     137   ☁ 觀望 觀察/可賣出
  00900.TW          120      20.00          50.05   -5.45  5.230000e+00      10   📈 持有 觀察/可賣出
  3441.TWO          120      26.58          49.81 -104.36  4.500000e-01      79   📈 持有 觀察/可賣出
   2464.TW           10      35.48          49.74  -54.27  6.600000e-01     186   ☁ 觀望 觀察/可賣出
   1809.TW           10      30.10          49.48  -78.27  4.200000e-01     206   📈 持有 觀察/可賣出
   2434.TW          120      30.56          48.38  -49.70  1.050000e+00      36   📈 持有     持有
  3691.TWO          120      39.58          48.01  -64.92  8.700000e-01      48   📈 持有 觀察/可賣出
   6830.TW           60      30.00          47.95  -26.77  1.920000e+00      30   📈 持有 觀察/可賣出
 00753L.TW          240      40.00          47.69  -34.97  2.990000e+00      15   ☁ 觀望     持有
   1312.TW          120      27.50          47.25  -48.02  1.620000e+00      40   📈 持有 觀察/可賣出
  3088.TWO          240      37.70          47.09  -50.85  1.220000e+00      61   ☁ 觀望 觀察/可賣出
  5301.TWO           20      29.37          46.87 -128.12  3.400000e-01     143   📈 持有 觀察/可賣出
   1459.TW          120      37.93          46.85  -21.15  2.250000e+00      58   📈 持有     持有
   2903.TW           20      27.14          46.57  -24.59  1.080000e+00     140   📈 持有 觀察/可賣出
  00947.TW           60      45.45          46.42  -12.53  5.460000e+00      11   📈 持有     持有
  00712.TW           20      41.38          45.43  -17.70  2.200000e+00      87   ☁ 觀望     持有
   6152.TW           60      25.35          45.16  -68.45  7.600000e-01      71   📈 持有 觀察/可賣出
  00919.TW           20      37.50          45.15  -11.93  4.680000e+00      32   ☁ 觀望     持有
   6854.TW           10      27.59          45.08  -43.62  8.500000e-01      58   📈 持有 觀察/可賣出
  8047.TWO          120      21.18          44.95 -164.85  3.800000e-01      85   📈 持有 觀察/可賣出
   1466.TW          240      25.93          44.54  -34.01  1.520000e+00      27   📈 持有 觀察/可賣出
  6811.TWO           60      25.64          44.47  -35.71  1.290000e+00      39   ☁ 觀望 觀察/可賣出
  8349.TWO           20      32.19          44.15  -71.60  7.000000e-01     146   ☁ 觀望 觀察/可賣出
   2897.TW          120      23.64          43.96  -26.24  2.020000e+00      55   📈 持有 觀察/可賣出
   2495.TW           60      31.03          43.85  -44.53  1.050000e+00      87   📈 持有     持有
  7738.TWO           20      23.08          43.85  -22.83  2.970000e+00      13   ☁ 觀望 觀察/可賣出
  6894.TWO           60      47.62          43.74  -19.25  3.650000e+00      21   📈 持有     持有
   2426.TW          240      30.00          43.21  -37.93  1.610000e+00      30   📈 持有 觀察/可賣出
  3684.TWO           20      31.10          43.20  -47.63  6.600000e-01     164   📈 持有     持有
   6282.TW          240      27.27          43.04  -27.83  1.890000e+00      33   📈 持有 觀察/可賣出
  3521.TWO           60      37.50          42.84  -75.24  6.700000e-01      80   📈 持有 觀察/可賣出
  00927.TW           10      42.50          42.38  -16.42  3.320000e+00      40   ☁ 觀望     持有
  6279.TWO          240      40.48          42.27  -28.76  1.640000e+00      42   ☁ 觀望     持有
  5355.TWO           20      25.78          42.20  -49.79  6.700000e-01     128   📈 持有 觀察/可賣出
   6206.TW          240      35.00          42.04  -29.04  1.130000e+00      40   ☁ 觀望     持有
   3652.TW           60      33.33          41.67  -38.84  7.900000e-01      90   ☁ 觀望     持有
   2484.TW           20      34.07          41.64  -39.45  8.300000e-01     135   ☁ 觀望     持有
   6715.TW           20      25.30          41.34  -57.07  7.300000e-01      83   📈 持有 觀察/可賣出
   2103.TW          120      30.36          41.24  -47.44  1.040000e+00      56   📈 持有     持有
   1439.TW           20      30.34          41.23 -109.43  4.500000e-01     145   ☁ 觀望 觀察/可賣出
   6944.TW           10      26.67          41.15  -14.09  4.370000e+00      15   📈 持有 觀察/可賣出
   1301.TW          120      36.17          40.76  -30.80  1.670000e+00      47   📈 持有     持有
   1537.TW          240      23.91          40.42  -13.82  2.030000e+00      46   ☁ 觀望 觀察/可賣出
   4952.TW          240      25.81          40.22  -40.30  1.100000e+00      31   📈 持有 觀察/可賣出
  6174.TWO           60      37.11          39.97  -56.46  7.300000e-01      97   📈 持有 觀察/可賣出
  1593.TWO          240      45.00          39.80  -22.33  1.840000e+00      20   ☁ 觀望     持有
   3049.TW           20      27.21          39.02  -45.57  5.700000e-01     136   📈 持有 觀察/可賣出
  3499.TWO           20      25.17          38.60 -114.24  3.400000e-01     147   ☁ 觀望 觀察/可賣出
  00924.TW          240      87.50          38.57  -14.23  7.910000e+00       8   📈 持有     持有
  4154.TWO           60      35.23          38.40  -42.09  5.700000e-01      88   ☁ 觀望     持有
   6414.TW          240      35.71          38.11  -55.32  1.080000e+00      42   ☁ 觀望 觀察/可賣出
   1310.TW          240      20.00          37.88  -34.74  1.720000e+00      25   📈 持有 觀察/可賣出
  6708.TWO           20      31.88          37.71  -55.57  7.300000e-01      69   ☁ 觀望 觀察/可賣出
   8101.TW          240      44.44          37.57  -20.84  3.870000e+00       9   ☁ 觀望     持有
   6937.TW           10      40.98          37.31  -27.69  1.440000e+00      61   📈 持有     持有
 00650L.TW          240      21.74          36.65  -65.51  1.560000e+00      23   📈 持有 觀察/可賣出
   2049.TW          240      26.09          36.39  -78.26  7.200000e-01      46   ☁ 觀望 觀察/可賣出
   2342.TW           20      30.07          35.99  -95.25  4.200000e-01     153   ☁ 觀望 觀察/可賣出
  7556.TWO            5      34.27          35.72  -33.68  6.000000e-01     178   📈 持有     持有
  3597.TWO          120      26.83          35.66  -62.24  9.300000e-01      41   ☁ 觀望 觀察/可賣出
  5230.TWO            5      33.21          35.40  -47.00  4.400000e-01     280   ☁ 觀望     持有
   6477.TW           60      28.57          35.36 -138.61  2.900000e-01      77   📈 持有 觀察/可賣出
   9917.TW          240      19.15          35.36  -25.49  2.120000e+00      47   ☁ 觀望 觀察/可賣出
   8039.TW          240      34.21          35.16  -31.02  1.620000e+00      38   📈 持有     持有
   9921.TW           20      27.33          34.73  -93.55  3.300000e-01     150   ☁ 觀望 觀察/可賣出
   3022.TW           10      30.23          34.07  -59.79  4.100000e-01     215   ☁ 觀望 觀察/可賣出
   3501.TW          240      54.55          34.02  -12.32  3.990000e+00      22   ☁ 觀望     持有
  4541.TWO          240      27.27          33.69  -31.01  1.410000e+00      44   📈 持有 觀察/可賣出
   4576.TW           60      25.00          33.33  -67.76  7.500000e-01      48   📈 持有 觀察/可賣出
  4523.TWO           10      27.18          33.00 -115.05  2.900000e-01     206   📈 持有 觀察/可賣出
   3003.TW           10      31.96          32.95  -64.08  4.100000e-01     194   📈 持有 觀察/可賣出
   6202.TW          240      28.89          32.86  -33.26  9.900000e-01      45   📈 持有 觀察/可賣出
   2002.TW          240      21.21          32.68  -22.28  1.260000e+00      33   ☁ 觀望 觀察/可賣出
   6592.TW          120      28.00          32.56  -14.51  2.440000e+00      25   ☁ 觀望 觀察/可賣出
   1102.TW          240      40.38          32.26  -21.59  1.580000e+00      52   ☁ 觀望     持有
   3002.TW          120      34.92          30.95  -38.53  7.600000e-01      63   📈 持有     持有
   2302.TW           20      30.32          30.82  -85.09  3.400000e-01     155   ☁ 觀望 觀察/可賣出
  6499.TWO          120      22.00          30.74 -102.05  4.400000e-01      50   ☁ 觀望 觀察/可賣出
  6140.TWO          120      28.38          30.64 -107.17  5.400000e-01      74   ☁ 觀望 觀察/可賣出
 00633L.TW           20      32.79          30.62  -70.64  4.300000e-01     122   ☁ 觀望 觀察/可賣出
   2347.TW          120      25.71          30.45  -46.89  8.200000e-01      70   📈 持有 觀察/可賣出
 00955.TWO            5      43.75          30.24   -8.10  3.740000e+00      32   ☁ 觀望     持有
   2409.TW          240      25.00          30.14  -61.51  4.900000e-01      48   📈 持有 觀察/可賣出
  3558.TWO          120      29.79          29.63  -73.15  6.800000e-01      47   ☁ 觀望 觀察/可賣出
   2836.TW          240      16.67          29.57  -22.37  9.700000e-01      54   📈 持有 觀察/可賣出
  6982.TWO           60      31.25          29.35  -53.26  1.360000e+00      16   ☁ 觀望 觀察/可賣出
   1723.TW          240      33.33          29.13  -20.27  3.020000e+00      21   ☁ 觀望     持有
  3191.TWO            5      30.60          29.10  -96.65  1.700000e-01     317   ☁ 觀望 觀察/可賣出
   9908.TW          120      17.39          28.99   -9.26  1.440000e+00      46   📈 持有 觀察/可賣出
   9907.TW          240      17.31          28.71  -50.07  1.000000e+00      52   📈 持有 觀察/可賣出
   7780.TW          120      60.00          28.62   -5.92  7.940000e+00       5   ☁ 觀望     持有
   6988.TW           10      39.13          28.54  -26.92  2.250000e+00      23   ☁ 觀望     持有
   2355.TW           10      33.01          28.21  -68.50  4.200000e-01     206   📈 持有 觀察/可賣出
   5203.TW           10      30.96          27.93  -66.94  4.500000e-01     197   ☁ 觀望 觀察/可賣出
   4770.TW          120      40.54          27.81  -42.15  1.430000e+00      37   ☁ 觀望     持有
   7788.TW           20     100.00          27.66    0.00  2.078000e+01       3   ☁ 觀望     持有
   1216.TW          240      31.71          27.27  -22.85  1.380000e+00      41   ☁ 觀望     持有
   1762.TW          240      14.63          27.21  -75.21  4.100000e-01      41   ☁ 觀望 觀察/可賣出
  00875.TW          240      33.33          27.04   -7.05  4.660000e+00       9   📈 持有     持有
  8255.TWO          120      24.32          26.86  -99.29  2.800000e-01      74   ☁ 觀望 觀察/可賣出
   4904.TW          240      27.27          26.65  -10.70  1.810000e+00      44   📈 持有 觀察/可賣出
   3062.TW           10      33.33          26.09  -91.03  2.800000e-01     198   📈 持有 觀察/可賣出
  00941.TW           60      20.00          26.09  -25.76  3.360000e+00      10   📈 持有 觀察/可賣出
 00738U.TW           10      31.20          26.05  -95.00  4.800000e-01     125   📈 持有 觀察/可賣出
   9926.TW          240      28.57          24.72  -28.15  8.500000e-01      49   📈 持有 觀察/可賣出
   7769.TW            5      66.67          24.70   -4.05  1.151000e+01       6   ☁ 觀望     持有
  6612.TWO          120      36.54          24.17  -41.76  7.600000e-01      52   ☁ 觀望     持有
  8383.TWO          240      43.33          24.16  -24.83  1.270000e+00      60   ☁ 觀望     持有
   2498.TW           10      29.09          24.14 -113.23  1.900000e-01     220   ☁ 觀望 觀察/可賣出
  5516.TWO          240      25.49          24.05  -62.67  5.000000e-01      51   ☁ 觀望 觀察/可賣出
  8917.TWO          120      18.75          23.49  -82.46  3.200000e-01      96   📈 持有 觀察/可賣出
   2356.TW           20      29.01          23.36  -48.18  3.100000e-01     162   ☁ 觀望 觀察/可賣出
   2801.TW          120      30.19          23.17  -24.49  1.550000e+00      53   📈 持有     持有
 00985A.TW           60     100.00          22.95    0.00  2.208000e+01       2   📈 持有     持有
  5478.TWO           10      30.19          22.76  -91.59  2.100000e-01     212   📈 持有 觀察/可賣出
   6757.TW          240     100.00          22.54    0.00  3.577506e+09       1   ☁ 觀望     持有
  00929.TW           20      41.38          22.17  -14.67  3.340000e+00      29   ☁ 觀望     持有
  6160.TWO          120      32.73          21.85  -51.00  4.900000e-01      55   ☁ 觀望 觀察/可賣出
00740B.TWO          120      34.62          21.75   -8.17  2.610000e+00      26   📈 持有     持有
   8463.TW           60      27.27          21.57  -75.97  3.600000e-01      99   📈 持有 觀察/可賣出
00722B.TWO          120      24.14          21.43  -17.17  1.910000e+00      29   📈 持有 觀察/可賣出
  00902.TW           20      34.88          21.39  -40.33  7.500000e-01      43   ☁ 觀望     持有
   2405.TW          120      33.85          21.34  -81.45  4.300000e-01      65   ☁ 觀望 觀察/可賣出
  00936.TW           20      40.91          21.12   -8.90  3.670000e+00      22   ☁ 觀望     持有
   2461.TW          120      30.30          21.09  -45.34  5.800000e-01      66   ☁ 觀望     持有
   1326.TW          240      26.92          20.63  -19.25  1.300000e+00      26   📈 持有 觀察/可賣出
 00655L.TW          240      44.44          20.62  -42.30  1.250000e+00      27   📈 持有     持有
   6931.TW          240     100.00          20.50    0.00  3.253892e+09       1   ☁ 觀望     持有
  6844.TWO          240      50.00          20.39   -1.74  8.190000e+00       4   ☁ 觀望     持有
  2740.TWO          240      21.43          20.32  -62.51  1.040000e+00      14   📈 持有 觀察/可賣出
   1525.TW           20      25.55          20.28  -76.67  2.200000e-01     137   ☁ 觀望 觀察/可賣出
   1735.TW          120      35.38          19.87  -34.50  1.000000e+00      65   📈 持有     持有
  4580.TWO           20      33.33          19.77  -23.83  8.200000e-01      78   ☁ 觀望     持有
  2066.TWO          240      37.21          19.68  -48.54  7.800000e-01      43   ☁ 觀望     持有
 00635U.TW           60      38.46          19.58  -17.36  1.310000e+00      52   📈 持有     持有
 00637L.TW           20      31.90          19.44  -53.63  3.200000e-01     116   ☁ 觀望 觀察/可賣出
   6806.TW          120      21.05          19.11  -21.14  1.390000e+00      19   ☁ 觀望 觀察/可賣出
   3016.TW           60      32.61          18.97 -130.79  2.700000e-01      92   📈 持有 觀察/可賣出
  4416.TWO          120      30.91          18.75  -40.72  9.100000e-01      55   ☁ 觀望     持有
   6598.TW           20      33.05          17.72  -57.24  2.900000e-01     118   📈 持有 觀察/可賣出
  7583.TWO           10      31.71          17.50  -26.19  1.030000e+00      41   📈 持有     持有
   2201.TW          240      25.00          17.44  -43.10  7.200000e-01      32   ☁ 觀望 觀察/可賣出
  6762.TWO          120      32.43          17.29  -29.11  1.080000e+00      37   ☁ 觀望     持有
   4551.TW           20      33.85          17.28  -79.50  3.200000e-01     130   ☁ 觀望 觀察/可賣出
   1314.TW           10      31.63          17.21  -56.42  2.700000e-01     196   📈 持有 觀察/可賣出
  3289.TWO           20      34.31          17.18 -116.02  2.000000e-01     137   📈 持有 觀察/可賣出
   2104.TW          240      21.88          17.08  -63.30  5.300000e-01      32   📈 持有 觀察/可賣出
   2034.TW          240      25.00          16.79  -48.65  7.200000e-01      36   ☁ 觀望 觀察/可賣出
  4702.TWO          240      27.78          16.30  -22.85  8.300000e-01      36   ☁ 觀望 觀察/可賣出
  00752.TW          240      22.22          16.24  -46.14  1.290000e+00      18   ☁ 觀望 觀察/可賣出
  5905.TWO           20      25.71          15.81  -98.19  2.100000e-01     140   ☁ 觀望 觀察/可賣出
  6217.TWO           60      34.18          15.66  -63.88  2.300000e-01      79   📈 持有 觀察/可賣出
  3611.TWO           20      28.48          15.63  -52.93  3.100000e-01     151   ☁ 觀望 觀察/可賣出
   2439.TW           20      30.41          15.62  -68.84  1.800000e-01     148   ☁ 觀望 觀察/可賣出
   4526.TW          120      22.64          15.32  -81.93  4.300000e-01      53   ☁ 觀望 觀察/可賣出
   2354.TW           60      28.95          15.20  -45.02  5.200000e-01      76   ☁ 觀望 觀察/可賣出
  7702.TWO           10      43.75          14.28  -16.01  1.350000e+00      32   ☁ 觀望     持有
  4192.TWO           20      21.92          14.23 -123.07  9.000000e-02     146   ☁ 觀望 觀察/可賣出
00864B.TWO          120      18.18          13.98   -5.42  4.880000e+00      11   📈 持有 觀察/可賣出
  3556.TWO           10      27.59          12.97  -63.39  1.600000e-01     203   ☁ 觀望 觀察/可賣出
   6505.TW          240      15.56          12.78  -44.46  4.100000e-01      45   📈 持有 觀察/可賣出
  4127.TWO           20      27.56          12.64 -149.20  8.000000e-02     156   ☁ 觀望 觀察/可賣出
   1714.TW          240      26.67          12.38  -32.82  6.200000e-01      30   📈 持有 觀察/可賣出
00725B.TWO           20      25.35          12.06  -15.84  7.800000e-01      71   📈 持有 觀察/可賣出
 00983A.TW           20      50.00          11.43   -3.95  9.080000e+00       4   ☁ 觀望     持有
  5490.TWO           20      29.01          11.38  -66.50  2.100000e-01     131   ☁ 觀望 觀察/可賣出
  6904.TWO           20      27.03          11.30  -27.09  7.000000e-01      37   ☁ 觀望 觀察/可賣出
  6236.TWO          240      32.50          11.26  -86.41  2.200000e-01      40   ☁ 觀望 觀察/可賣出
00724B.TWO          120      31.25          11.03  -19.12  9.800000e-01      32   📈 持有     持有
   2419.TW           20      26.11          10.71  -78.17  1.300000e-01     157   ☁ 觀望 觀察/可賣出
  5011.TWO          240      25.64          10.41  -59.42  2.800000e-01      39   ☁ 觀望 觀察/可賣出
  6793.TWO           60      36.36           9.97  -38.99  6.500000e-01      22   📈 持有     持有
  6884.TWO          240      11.11           9.89  -44.99  8.500000e-01       9   ☁ 觀望 觀察/可賣出
  8935.TWO          240      31.71           9.45  -56.25  2.800000e-01      41   📈 持有 觀察/可賣出
 009801.TW          120     100.00           9.32    0.00  1.479731e+09       1   📈 持有     持有
   9918.TW          240      23.08           9.16  -27.85  4.900000e-01      52   📈 持有 觀察/可賣出
