日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-11,2317,鴻海,237.5,241.21,2000,-7420,-1.54%
2026-07-11,4142,國光生,17.65,25.32,1000,-7670,-30.29%
2026-07-11,0050,元大台灣50,105.8,46.6,16000,947200,127.04%
2026-07-11,0056,元大高股息,52.65,36.43,4000,64880,44.52%
2026-07-11,00635U,期元大S&P黃金,42.42,55.25,3000,-38490,-23.22%
2026-07-11,00738U,期元大道瓊白銀,46.76,66.26,1000,-19500,-29.43%
2026-07-11,00929,復華台灣科技優息,30.19,19.73,8000,83680,53.02%
2026-07-11,009816,凱基台灣TOP50,15.23,11.01,63000,265860,38.33%
2026-07-11,00990A,主動元大AI新經濟,17.96,11.48,5000,32400,56.45%
2026-07-11,2009,第一銅,38.1,50.56,4000,-49840,-24.64%
2026-07-11,2337,旺宏,143.5,95.28,2000,96440,50.61%
2026-07-11,2409,友達,31.45,16.21,2000,30480,94.02%
2026-07-11,3481,群創,65.3,25.1,4000,160800,160.16%
2026-07-11,3105,穩懋,406.0,556.47,300,-45141,-27.04%
2026-07-11,4966,譜瑞-KY,655.0,1921.64,1000,-1266640,-65.91%
2026-07-11,2327,國巨*,900.0,1030.0,1,-130,-12.62%
2026-07-11,00403A,主動統一升級50,10.48,10.68,26000,-5200,-1.87%
2026-07-11,00981A,主動統一台股增長,29.95,27.48,2000,4940,8.99%
2026-07-11,2330,台積電,2415.0,225.55,10,21894,970.72%
2026-07-11,6789,采鈺,515.0,593.5,400,-31400,-13.23%
2026-07-11,6849,奇鼎科技,149.5,266.4,280,-32732,-43.88%
2026-07-11,7853,政美應用,381.0,409.29,280,-7921,-6.91%
2026-07-11,3576,聯合再生,16.4,18.15,5000,-8750,-9.64%
2026-07-11,1721,三晃,23.85,27.88,3000,-12100,-14.47%
2026-07-11,8215,明基材,28.3,31.6,200,-660,-10.44%
2026-07-11,00405A,主動富邦台灣龍耀,8.77,9.34,11000,-6270,-6.10%
2026-07-11,5498,凱崴,59.7,69.61,188,-1863,-14.24%
2026-07-11,1301,台塑,54.8,50.5,100,430,8.51%
2026-07-11,6498,久禾光,91.8,67.3,12,294,36.40%
2026-07-11,009821,野村稀土關鍵資源,13.35,17.3,12000,-47400,-22.83%
