代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
5236.TWO,凌陽創新,149.5,-26,0,2,20260805,-342,66,408,-0.2x,8.73%,▲ 順勢追意
6561.TWO,是方,327.5,14,-1,1,20260806,7,0,0,N/A,0.00%,🚨 外資提款
7828.TWO,創新服務,1755.0,81,0,-4,20260806,262,0,0,N/A,43.85%,🚨 外資提款
6563.TWO,映智,25.4,0,0,0,20260806,0,0,0,N/A,1.60%,🚨 外資提款
1504.TW,東元,66.7,1528,0,-283,20260806,-2827,0,0,N/A,10.25%,🚨 外資提款
7765.TW,中華資安,222.0,5,0,0,20260806,14,0,0,N/A,-0.45%,🚨 外資提款
7721.TW,微程式,61.4,6,0,0,20260806,40,0,0,N/A,10.23%,🚨 外資提款
4931.TWO,新盛力,218.5,-2,0,74,20260806,14475,0,0,N/A,35.29%,🚨 外資提款
2252.TWO,為昇科,16.65,0,0,0,20260806,0,0,0,N/A,8.82%,🚨 外資提款
4523.TWO,永彰,25.6,-25,0,0,20260806,60,0,0,N/A,4.92%,🚨 外資提款
3558.TWO,神準,129.0,30,0,1,20260806,38,0,0,N/A,12.66%,🚨 外資提款
6204.TWO,艾華,76.8,-93,0,0,20260806,137,0,0,N/A,24.88%,🚨 外資提款
00984D.TW,主動聯博全球非投,10.16,1309,0,-4746,20260806,8432,0,0,N/A,0.40%,🚨 外資提款
00725B.TWO,國泰投資級公司債,34.77,160,0,-784,20260806,-141,0,0,N/A,1.46%,🚨 外資提款
4995.TWO,晶達,48.65,16,0,0,20260806,-64,0,0,N/A,6.92%,🚨 外資提款
5603.TWO,陸海,14.15,-6,0,0,20260806,7,0,0,N/A,1.07%,🚨 外資提款
2755.TWO,揚秦,103.5,-2,0,-1,20260806,6,0,0,N/A,1.47%,🚨 外資提款
1307.TW,三芳,32.15,129,-12,-49,20260806,-82,0,0,N/A,4.89%,🚨 外資提款
8215.TW,明基材,24.2,144,1,-2,20260806,-66,0,0,N/A,11.52%,🚨 外資提款
5243.TW,乙盛-KY,89.3,-93,0,173,20260806,3056,0,0,N/A,24.20%,🚨 外資提款
3522.TWO,御嵿,12.1,-4,0,0,20260806,30,0,0,N/A,7.08%,🚨 外資提款
2504.TW,國產,30.4,-1978,-15,-92,20260806,509,0,0,N/A,-4.55%,🚨 外資提款
4953.TWO,緯軟,127.5,148,-34,4,20260806,69,0,0,N/A,8.97%,🚨 外資提款
4951.TWO,精拓科,80.5,8,0,0,20260806,-80,0,0,N/A,9.52%,🚨 外資提款
6190.TWO,萬泰科,68.0,123,0,3,20260806,3456,0,0,N/A,18.88%,🚨 外資提款
4304.TWO,勝昱,15.9,10,0,0,20260806,0,0,0,N/A,-7.29%,🚨 外資提款
2515.TW,中工,11.85,-2816,0,-270,20260806,-6906,0,0,N/A,1.72%,🚨 外資提款
5310.TWO,天剛,25.0,0,0,0,20260806,0,0,0,N/A,4.17%,🚨 外資提款
8064.TWO,東捷,105.5,-65,0,64,20260806,4580,0,0,N/A,26.20%,🚨 外資提款
