prev_eps_yoy,date,eps,expansion,prev_eps,rev_yoy,advice,prev_rev_yoy,name,om,status,eps_yoy,est_price,symbol,gm,price,pe,prev_year
0.0,2026-03,0.05,-116.14000000000001,0.66,42.46,⚪ 中性觀察,4.11,景岳,N/A,📉 獲利侵蝕,-73.68,17.700000000000003,3164.TW,N/A,16.2999992371,13.813558675508473,2025
2.75,2026-03,5.04,-117.19999999999999,16.02,131.29,⚪ 中性觀察,5.21,王品,7.36%,⚠️ 獲利稀釋,14.09,614.25,2727.TW,47.07%,224.0,5.470085470085469,2025
-38.61,2026-03,0.25,-117.75,1.02,99.89,❌ 暫避觀望,1.19,訊聯,-0.97%,🏰 高護城河,-17.86,37.8,1784.TWO,56.51%,59.9000015259,23.769841875357145,2025
-11.08,2026-03,6.06,-118.16000000000001,20.87,114.65,⚪ 中性觀察,3.26,晶碩,N/A,📉 獲利侵蝕,-3.51,789.0,6491.TW,N/A,379.0,7.20532319391635,2025
20.95,2026-03,1.39,-119.32,7.41,119.32,⚪ 中性觀察,16.33,叡揚,N/A,📉 獲利侵蝕,0.0,262.2,6752.TWO,N/A,99.5999984741,5.697940416138444,2025
-1.14,2026-03,15.17,-119.82,66.16,102.07,❌ 暫避觀望,12.32,聯發科,14.55%,📉 獲利侵蝕,-17.75,2535.1499999999996,2454.TW,46.13%,3920.0,23.19389385243477,2025
66.87,2026-03,1.34,-119.94,5.62,76.96,⚪ 中性觀察,27.6,創惟,N/A,📉 獲利侵蝕,-42.98,230.1,6104.TWO,N/A,95.0,6.192959582790091,2025
58.93,2026-03,0.27,-120.44,2.0,104.82,⚪ 中性觀察,30.1,德鴻,N/A,📉 獲利侵蝕,-15.62,72.30000000000001,6910.TWO,N/A,24.7000007629,5.124481486078838,2025
35.27,2026-03,-1.32,-120.76,-3.19,0.01,⚪ 數據不足,-45.74,華軒,-45.63%,📉 獲利侵蝕,-120.75,-137.1,2740.TWO,41.62%,30.3999996185,0.0,2025
18.9,2026-03,0.65,-121.67,1.95,162.97,❌ 暫避觀望,16.68,創威,N/A,⚠️ 獲利稀釋,41.3,72.30000000000001,6530.TWO,N/A,77.3000030518,16.037345031493775,2025
-55.26,2026-03,-0.27,-121.88,0.35,-53.12,❌ 暫避觀望,28.45,嘉雨思-創,N/A,🌑 雙重衰退,-175.0,7.649999999999999,6921.TW,N/A,64.5,126.47058823529414,2025
60.48,2026-03,7.0,-121.99000000000001,20.5,196.55,❌ 暫避觀望,62.42,竑騰,N/A,⚠️ 獲利稀釋,74.56,748.35,7751.TWO,N/A,1405.0,28.16195630386851,2025
-87.49,2026-03,0.9,-122.89,1.15,110.02,❌ 暫避觀望,-34.5,倉和,N/A,📉 獲利侵蝕,-12.87,74.55,6538.TWO,N/A,150.0,30.18108651911469,2025
-12.45,2026-03,1.82,-123.75,7.68,115.84,⚪ 中性觀察,-4.66,裕融,N/A,📉 獲利侵蝕,-7.91,288.15000000000003,9941.TW,N/A,81.9000015259,4.263404556267568,2025
-23.57,2026-03,0.19,-124.1,6.0,44.79,⚪ 中性觀察,-29.66,長虹,N/A,📉 獲利侵蝕,-79.31,140.85000000000002,5534.TW,N/A,77.8000030518,8.285410335654952,2025
-10.33,2026-03,0.44,-124.7,2.14,106.18,⚪ 中性觀察,7.33,常廣,N/A,📉 獲利侵蝕,-18.52,78.89999999999999,6730.TWO,N/A,35.0,6.653992395437263,2025
-10.32,2026-03,1.05,-124.86,3.91,127.83,⚪ 中性觀察,-2.6,新巨,35.64%,⚠️ 獲利稀釋,2.97,141.3,2420.TW,49.30%,55.4000015259,5.881104195955414,2025
46.94,2026-03,-0.38,-124.99,-0.78,-26.36,⚪ 數據不足,15.28,基亞,-48.58%,🏰 高護城河,-151.35,-9.600000000000001,3176.TWO,56.72%,32.4500007629,0.0,2025
84.62,2026-03,1.7,-125.00999999999999,-0.24,769.01,⚪ 數據不足,19.6,日成-KY,4.68%,🔄 轉虧為盈,644.0,-3.4499999999999997,4807.TW,18.47%,34.2000007629,0.0,2025
-18.72,2026-03,0.95,-127.46000000000001,3.92,148.24,⚪ 中性觀察,3.86,科定,N/A,⚠️ 獲利稀釋,20.78,135.6,6655.TW,N/A,119.5,13.219026548672568,2025
41.67,2026-03,-0.24,-127.63,-0.56,86.45,⚪ 數據不足,5.58,新零售,-74.64%,🏰 高護城河,-41.18,-23.400000000000002,3085.TWO,73.88%,11.75,0.0,2025
-42.92,2026-03,1.76,-127.81999999999996,5.03,298.59,⚪ 中性觀察,-5.55,捷流閥業,12.43%,⚠️ 獲利稀釋,170.77,195.6,4580.TWO,31.57%,80.5,6.1733128834355835,2025
-29.79,2026-03,0.76,-127.85000000000001,1.98,129.18,❌ 暫避觀望,-12.98,前鼎,17.75%,⚠️ 獲利稀釋,1.33,75.3,4908.TWO,46.40%,157.0,31.274900398406377,2025
-15.21,2026-03,21.37,-128.04,70.17,133.38,⚪ 中性觀察,12.28,嘉澤,29.92%,🏰 高護城河,5.34,2491.8,3533.TW,51.54%,1970.0,11.858897182759451,2025
-14.93,2026-03,2.97,-128.85,10.77,133.06,⚪ 中性觀察,-1.34,耕興,N/A,⚠️ 獲利稀釋,4.21,405.75,6146.TWO,N/A,190.0,7.024029574861368,2025
10.48,2026-03,9.3,-129.17000000000002,29.54,153.5,⚪ 中性觀察,7.16,寶雅,N/A,⚠️ 獲利稀釋,24.33,1085.5500000000002,5904.TWO,N/A,72.0,0.9948873842752521,2025
7.23,2026-03,1.08,-129.32000000000002,3.59,133.24,⚪ 中性觀察,27.05,創為精密,N/A,⚠️ 獲利稀釋,3.92,130.65,6899.TWO,N/A,50.9000015259,5.843857810091849,2025
79.17,2026-03,0.16,-130.9,0.9,100.47,⚪ 中性觀察,14.52,友霖,23.50%,🏰 高護城河,-30.43,28.35,4166.TWO,60.10%,24.9500007629,13.201058604708994,2025
51.69,2026-03,15.38,-131.37,35.12,234.77,❌ 暫避觀望,29.17,新代,N/A,⚠️ 獲利稀釋,103.4,1357.5,7750.TW,N/A,2365.0,26.132596685082873,2025
-25.66,2026-03,0.38,-132.45,2.0,86.74,⚪ 中性觀察,-3.02,詮欣,N/A,📉 獲利侵蝕,-45.71,71.55,6205.TW,N/A,59.9000015259,12.557652311509436,2025
56.47,2026-03,0.58,-132.72000000000003,2.66,239.86,❌ 暫避觀望,2.24,立積,N/A,⚠️ 獲利稀釋,107.14,68.55000000000001,4968.TW,N/A,97.5,21.334792122538293,2025
382.35,2026-03,0.7,-133.04999999999998,1.69,127.49,⚪ 中性觀察,12.01,同亨,N/A,📉 獲利侵蝕,-5.56,67.64999999999999,5490.TWO,N/A,33.3499984741,7.394678153902439,2025
-22.51,2026-03,2.55,-133.55,9.43,149.46,❌ 暫避觀望,12.26,家登,17.47%,⚠️ 獲利稀釋,15.91,282.3,3680.TWO,43.28%,453.0,24.070138150903293,2025
-2.28,2026-03,0.4,-133.64,2.14,136.2,⚪ 中性觀察,1.84,寶陞,9.02%,⚠️ 獲利稀釋,2.56,77.25,2948.TWO,48.05%,38.0,7.3786407766990285,2025
56.98,2026-03,16.11,-134.24,45.48,215.25,❌ 暫避觀望,59.93,弘塑,29.56%,⚠️ 獲利稀釋,81.01,1553.55,3131.TWO,42.10%,2385.0,23.02790383315632,2025
-41.32,2026-03,0.11,-134.56,0.98,64.29,⚪ 中性觀察,-7.04,台南-KY,N/A,📉 獲利侵蝕,-70.27,42.45,5906.TW,N/A,40.7000007629,14.381625711272083,2025
-33.33,2026-03,0.08,-135.08,3.82,301.75,⚪ 中性觀察,-35.35,大城地產,N/A,⚠️ 獲利稀釋,166.67,158.10000000000002,6171.TWO,N/A,23.1000003815,2.1916508900853886,2025
-51.49,2026-03,-0.02,-136.5,1.5,226.98,❌ 暫避觀望,2.05,耀登,7.58%,⚠️ 獲利稀釋,90.48,15.3,3138.TW,41.30%,97.0,95.09803921568627,2025
56.72,2026-03,0.29,-136.71,1.05,115.09,⚪ 中性觀察,18.28,尚凡*,N/A,📉 獲利侵蝕,-21.62,38.849999999999994,5278.TWO,N/A,24.6499996185,9.51737437007722,2025
-27.37,2026-03,0.74,-136.76,2.6,124.86,⚪ 中性觀察,3.61,富致,N/A,📉 獲利侵蝕,-11.9,93.15,6642.TWO,N/A,77.0,12.399355877616747,2025
-80.37,2026-03,0.15,-136.98000000000002,0.43,182.43,⚪ 中性觀察,-9.62,加捷生醫,-7.54%,⚠️ 獲利稀釋,45.45,13.35,4109.TWO,24.70%,11.1999998093,12.584269448651686,2025
-106.78,2026-03,0.08,-137.41,-0.29,237.41,⚪ 數據不足,-15.41,鑫創電子,N/A,🔄 轉虧為盈,100.0,-35.849999999999994,6680.TWO,N/A,57.7999992371,0.0,2025
-13.11,2026-03,1.62,-137.46,6.43,102.78,⚪ 數據不足,-1.96,東陽,18.07%,📉 獲利侵蝕,-34.68,0.0,1319.TW,33.68%,0.0,0.0,2025
-55.59,2026-03,0.52,-137.54000000000002,1.63,102.54,❌ 暫避觀望,-1.73,保勝光學,N/A,📉 獲利侵蝕,-35.0,45.3,6517.TWO,N/A,63.0,20.86092715231788,2025
31.82,2026-03,-0.04,-137.61,-0.15,137.61,⚪ 數據不足,9.13,農林,-7.01%,📉 獲利侵蝕,0.0,-5.7,2913.TW,40.70%,10.8999996185,0.0,2025
-87.79,2026-03,0.21,-137.88,1.29,43.67,⚪ 中性觀察,-7.53,可寧衛*,N/A,📉 獲利侵蝕,-94.21,299.54999999999995,8422.TW,N/A,26.1499996185,1.3094641771907862,2025
-0.43,2026-03,2.51,-138.13,6.9,148.7,⚪ 中性觀察,9.26,飛捷,N/A,⚠️ 獲利稀釋,10.57,277.65000000000003,6206.TW,N/A,144.5,7.806591031874662,2025
81.39,2026-03,0.84,-138.3,7.31,103.42,⚪ 中性觀察,-6.21,瑞耘,N/A,📉 獲利侵蝕,-34.88,175.2,6532.TWO,N/A,76.5999984741,6.558219047440069,2025
34.19,2026-03,-0.18,-138.5,-0.77,174.21,⚪ 數據不足,34.16,蒙恬,N/A,⚠️ 獲利稀釋,35.71,-33.3,5211.TWO,N/A,19.7999992371,0.0,2025
-33.45,2026-03,0.11,-138.67999999999998,1.95,312.01,⚪ 中性觀察,10.49,鼎天,1.28%,⚠️ 獲利稀釋,173.33,83.55000000000001,3306.TWO,25.80%,43.4000015259,7.791741746122082,2025
-4.63,2026-03,1.75,-138.73,6.18,148.79,⚪ 中性觀察,15.04,博大,N/A,⚠️ 獲利稀釋,10.06,223.8,8109.TWO,N/A,132.0,8.847184986595174,2025
-19.23,2026-03,0.06,-139.09000000000003,0.19,539.09,❌ 暫避觀望,-10.66,東和,-3.56%,⚠️ 獲利稀釋,400.0,5.8500000000000005,1414.TW,15.75%,19.3500003815,49.61538559358974,2025
-47.4,2026-03,0.1,-139.35,3.0,51.4,⚪ 中性觀察,12.79,君曜,N/A,📉 獲利侵蝕,-87.95,78.0,7770.TWO,N/A,39.4000015259,7.576923370365384,2025
2.97,2026-03,3.38,-139.45,11.47,142.19,⚪ 中性觀察,3.64,中華資安,N/A,⚠️ 獲利稀釋,2.74,440.70000000000005,7765.TW,N/A,222.0,7.556160653505786,2025
-6.08,2026-03,0.39,-139.69,5.29,70.64,⚪ 中性觀察,4.97,生合,11.73%,📉 獲利侵蝕,-69.05,193.95,1295.TWO,49.97%,46.2000007629,3.5730859058700695,2025
-147.27,2026-03,-0.03,-140.07,-0.52,30.39,⚪ 數據不足,-12.93,迅杰,N/A,📉 獲利侵蝕,-109.68,-18.6,6243.TW,N/A,45.2999992371,0.0,2025
-4.72,2026-03,0.91,-140.25,3.43,108.67,⚪ 中性觀察,-1.51,君帆,12.30%,📉 獲利侵蝕,-31.58,134.39999999999998,4584.TWO,34.23%,38.9500007629,4.347098299430804,2025
-24.75,2026-03,1.64,-140.68,6.76,104.46,⚪ 中性觀察,0.46,瓦城,N/A,📉 獲利侵蝕,-36.22,290.85,2729.TWO,N/A,159.5,8.225889633831871,2025
-29.75,2026-03,0.4,-141.57,2.81,71.65,❌ 暫避觀望,62.61,智原,2.86%,📉 獲利侵蝕,-69.92,99.74999999999999,3035.TW,42.16%,171.0,25.714285714285715,2025
-48.05,2026-03,0.73,-141.77,2.0,244.55,❌ 暫避觀望,-3.28,迅德,N/A,⚠️ 獲利稀釋,102.78,52.95,6292.TWO,N/A,59.7000007629,16.912181519235126,2025
-0.84,2026-03,4.62,-141.78,17.76,137.6,⚪ 中性觀察,5.0,致新,N/A,📉 獲利侵蝕,-4.18,659.1,8081.TW,N/A,261.0,5.939918070095584,2025
15.63,2026-03,1.33,-141.87,5.8,133.59,⚪ 中性觀察,9.33,明達醫,N/A,📉 獲利侵蝕,-8.28,215.7,6527.TWO,N/A,75.5999984741,5.257301701954104,2025
18.35,2026-03,-0.63,-141.93,-2.57,143.49,⚪ 數據不足,170.31,益得,N/A,⚠️ 獲利稀釋,1.56,-88.05,6461.TWO,N/A,15.6000003815,0.0,2025
-39.84,2026-03,0.64,-142.2,3.09,89.96,⚪ 中性觀察,-27.76,裕山,N/A,📉 獲利侵蝕,-52.24,127.64999999999999,7715.TWO,N/A,36.0,4.230317273795535,2025
10.18,2026-03,13.35,-142.26,42.0,180.17,⚪ 中性觀察,11.97,亞德客-KY,31.25%,⚠️ 獲利稀釋,37.91,1583.5500000000002,1590.TW,47.51%,1560.0,14.776925262858766,2025
6.47,2026-03,-1.11,-142.72,-1.59,51.34,⚪ 數據不足,1.9,正峰,-58.77%,📉 獲利侵蝕,-91.38,-39.0,1538.TW,32.24%,10.1999998093,0.0,2025
-246.15,2026-03,0.12,-143.05,-0.65,443.05,⚪ 數據不足,36.88,凱鈺,N/A,🔄 轉虧為盈,300.0,-13.65,5468.TWO,N/A,25.5499992371,0.0,2025
-19.62,2026-03,6.19,-143.09,26.87,114.65,⚪ 中性觀察,-2.07,聯詠,16.92%,📉 獲利侵蝕,-28.44,1029.8999999999999,3034.TW,38.19%,543.0,7.908534809204777,2025
14.0,2026-03,0.34,-144.31,0.58,185.98,❌ 暫避觀望,14.37,雷虎,N/A,⚠️ 獲利稀釋,41.67,35.24999999999999,8033.TW,N/A,190.0,80.85106382978725,2025
6.64,2026-03,6.77,-144.99,34.51,125.8,⚪ 中性觀察,1.76,譜瑞-KY,N/A,📉 獲利侵蝕,-19.19,1293.4499999999998,4966.TWO,N/A,605.0,7.01611967992578,2025
110.03,2026-03,25.7,-145.23999999999998,75.71,206.98,❌ 暫避觀望,116.34,鴻勁,N/A,⚠️ 獲利稀釋,61.74,2791.5,7769.TW,N/A,6475.0,34.79312197743149,2025
-50.22,2026-03,1.01,-145.57999999999998,2.25,237.89,⚪ 中性觀察,-7.32,晶達,N/A,⚠️ 獲利稀釋,92.31,72.45,4995.TWO,N/A,48.6500015259,10.072464084037268,2025
-10.94,2026-03,0.39,-145.98999999999998,0.58,269.52,❌ 暫避觀望,-6.81,訊映,N/A,⚠️ 獲利稀釋,123.53,11.549999999999999,4155.TW,N/A,14.3999996185,18.70129820584416,2025
-23.5,2026-03,0.49,-146.18,1.81,130.66,⚪ 中性觀察,-10.06,味王,14.34%,📉 獲利侵蝕,-15.52,63.3,1203.TW,33.56%,47.5,11.255924170616115,2025
-50.94,2026-03,0.5,-146.45999999999998,3.29,79.57,⚪ 中性觀察,-15.67,昶瑞機電,N/A,📉 獲利侵蝕,-66.89,130.35000000000002,7642.TWO,N/A,77.1999969482,8.883774102209435,2025
47.62,2026-03,1.83,-147.03,6.25,177.74,⚪ 中性觀察,34.56,捷創科技,N/A,⚠️ 獲利稀釋,30.71,202.2,7810.TWO,N/A,196.0,14.54005934718101,2025
-7.07,2026-03,0.53,-147.64000000000001,1.85,107.87,⚪ 中性觀察,51.84,智通*,N/A,📉 獲利侵蝕,-39.77,107.1,8932.TWO,N/A,101.0,14.145658263305323,2025
-5.93,2026-03,0.32,-147.67999999999998,1.13,151.01,❌ 暫避觀望,2.84,聯寶,N/A,⚠️ 獲利稀釋,3.33,41.699999999999996,6821.TWO,N/A,42.5999984741,15.323740458309352,2025
32.55,2026-03,2.21,-147.81,7.37,165.36,❌ 暫避觀望,12.43,達興材料,N/A,⚠️ 獲利稀釋,17.55,275.1,5234.TW,N/A,335.5,18.293347873500544,2025
-25.47,2026-03,0.26,-148.18,2.37,118.45,⚪ 中性觀察,-2.1,三能-KY,N/A,📉 獲利侵蝕,-29.73,76.94999999999999,6671.TW,N/A,23.0,4.483430799220274,2025
3.23,2026-03,0.18,-148.53,0.96,86.03,⚪ 中性觀察,2.69,時報,N/A,📉 獲利侵蝕,-62.5,34.199999999999996,8923.TWO,N/A,18.7000007629,8.201754720570177,2025
-58.85,2026-03,0.92,-148.87,3.0,119.1,❌ 暫避觀望,-23.02,駐龍,N/A,📉 獲利侵蝕,-29.77,106.8,4572.TW,N/A,141.0,19.803370786516854,2025
49.96,2026-03,9.53,-149.18,36.75,148.55,❌ 暫避觀望,42.0,健策,31.26%,📉 獲利侵蝕,-0.63,1359.6,3653.TW,41.25%,4450.0,49.09532215357458,2025
-148.96,2026-03,0.4,-149.42000000000002,-1.63,106.56,⚪ 數據不足,-21.77,為升,-15.73%,🔄 轉虧為盈,-42.86,-24.3,2231.TW,23.65%,102.5,0.0,2025
-10.0,2026-03,-0.21,-150.01,-0.88,166.01,⚪ 數據不足,-42.69,安克,N/A,⚠️ 獲利稀釋,16.0,-33.75,4188.TWO,N/A,10.1000003815,0.0,2025
38.64,2026-03,0.01,-150.05,-0.28,261.16,⚪ 數據不足,-3.71,光鼎,N/A,🔄 轉虧為盈,111.11,-9.9,6226.TW,N/A,22.8500003815,0.0,2025
10.39,2026-03,1.08,-150.47,4.22,159.56,⚪ 中性觀察,9.51,星亞,N/A,⚠️ 獲利稀釋,9.09,157.95,7753.TWO,N/A,38.0499992371,3.613485207701805,2025
1.75,2026-03,-0.44,-150.56,-0.57,167.87,⚪ 數據不足,-9.99,國光生,23.11%,⚠️ 獲利稀釋,17.31,-47.25000000000001,4142.TW,49.56%,17.1499996185,0.0,2025
198.64,2026-03,2.1,-150.93,6.58,192.82,⚪ 中性觀察,23.89,力智,N/A,⚠️ 獲利稀釋,41.89,222.3,6719.TW,N/A,214.5,14.473684210526315,2025
-12.9,2026-03,6.23,-151.18,15.42,216.06,❌ 暫避觀望,23.03,雍智科技,N/A,⚠️ 獲利稀釋,64.88,550.4999999999999,6683.TWO,N/A,1185.0,32.28882833787466,2025
-192.54,2026-03,-0.01,-152.4,-0.62,47.85,⚪ 數據不足,5.99,華義*,-19.63%,📉 獲利侵蝕,-104.55,-25.5,3086.TWO,44.07%,27.6000003815,0.0,2025
40.24,2026-03,19.54,-152.6,46.93,166.0,❌ 暫避觀望,35.51,穎崴,N/A,⚠️ 獲利稀釋,13.4,1842.6000000000001,6515.TW,N/A,6775.0,55.15304461087594,2025
131.69,2026-03,0.41,-152.6,3.14,69.99,⚪ 中性觀察,786.25,辣椒,N/A,📉 獲利侵蝕,-82.61,144.9,4946.TWO,N/A,79.0,8.178053830227743,2025
-39.39,2026-03,0.58,-152.73000000000002,2.87,83.05,⚪ 中性觀察,-15.03,奕力-KY,N/A,📉 獲利侵蝕,-69.68,120.60000000000001,6962.TW,N/A,31.3500003815,3.8992537787935317,2025
61.83,2026-03,0.51,-152.76,3.93,148.91,⚪ 中性觀察,69.66,聯發國際,5.94%,📉 獲利侵蝕,-3.85,125.39999999999999,2756.TWO,49.60%,57.0,6.818181818181818,2025
-33.77,2026-03,0.24,-153.12,1.0,125.85,❌ 暫避觀望,4.92,類比科,-0.86%,📉 獲利侵蝕,-27.27,29.250000000000004,3438.TWO,38.12%,61.2999992371,31.435897044666664,2025
-45.5,2026-03,1.86,-153.44,5.64,124.98,⚪ 中性觀察,-13.21,鼎基,N/A,📉 獲利侵蝕,-28.46,210.0,6585.TW,N/A,118.5,8.464285714285714,2025
-32.0,2026-03,0.01,-153.53,0.68,55.25,❌ 暫避觀望,-88.36,聯德,-362.94%,📉 獲利侵蝕,-98.28,7.95,3308.TW,23.48%,19.8500003815,37.45283090849056,2025
-51.27,2026-03,0.16,-153.63,6.85,60.26,⚪ 中性觀察,-27.63,海悅,22.47%,📉 獲利侵蝕,-93.37,208.2,2348.TW,34.04%,69.5999984741,5.0144091119668595,2025
-45.98,2026-03,0.53,-154.0,1.95,108.08,⚪ 中性觀察,-12.78,耿鼎,N/A,📉 獲利侵蝕,-45.92,68.7,1524.TW,N/A,27.0,5.895196506550218,2025
3.25,2026-03,0.71,-154.59,3.18,177.0,⚪ 數據不足,-2.28,台航,41.07%,⚠️ 獲利稀釋,22.41,0.0,2617.TW,46.23%,0.0,0.0,2025
-22.38,2026-03,-0.29,-154.6,-1.75,199.88,⚪ 數據不足,-11.1,笙泉,-12.95%,⚠️ 獲利稀釋,45.28,-67.95,3122.TWO,34.82%,25.5,0.0,2025
-355.0,2026-03,-0.68,-154.78,-1.83,159.07,⚪ 數據不足,10.49,芯鼎,N/A,⚠️ 獲利稀釋,4.29,-87.9,6695.TW,N/A,50.0999984741,0.0,2025
-12.03,2026-03,3.68,-154.98,7.83,225.35,❌ 暫避觀望,5.02,昇達科,27.57%,🏰 高護城河,70.37,290.7,3491.TWO,58.57%,1350.0,69.6594427244582,2025
-20.23,2026-03,0.83,-155.0,2.72,200.61,⚪ 中性觀察,12.38,捷波,N/A,⚠️ 獲利稀釋,45.61,100.05,6161.TWO,N/A,55.9000015259,8.380809823973014,2025
-5.16,2026-03,1.29,-155.49,5.13,132.18,⚪ 中性觀察,1.22,鐿鈦,N/A,📉 獲利侵蝕,-23.31,179.25000000000003,4163.TWO,N/A,134.5,11.255230125523012,2025
2.89,2026-03,1.6,-155.52999999999997,7.34,140.64,⚪ 中性觀察,-2.32,穩得,N/A,📉 獲利侵蝕,-14.89,269.25,6761.TWO,N/A,159.0,8.857938718662952,2025
15.09,2026-03,0.08,-155.94,1.22,74.54,❌ 暫避觀望,38.76,港建*,11.18%,📉 獲利侵蝕,-81.4,44.849999999999994,3093.TWO,40.97%,48.4500007629,16.204013633076922,2025
-22.13,2026-03,0.6,-156.84,5.49,115.66,⚪ 中性觀察,22.92,聰泰,N/A,📉 獲利侵蝕,-41.18,185.7,5474.TWO,N/A,148.5,11.995153473344104,2025
11.33,2026-03,1.75,-156.91000000000003,6.51,173.58,⚪ 中性觀察,19.77,久禾光,N/A,⚠️ 獲利稀釋,16.67,229.95000000000002,6498.TWO,N/A,75.0999984741,4.8988909637377684,2025
-28.18,2026-03,0.63,-157.4,1.61,174.38,⚪ 中性觀察,2.96,欣天然,N/A,⚠️ 獲利稀釋,16.98,65.4,9918.TW,N/A,42.5999984741,9.770641851857796,2025
16.9,2026-03,-0.62,-157.79,-0.59,57.79,⚪ 數據不足,-2.17,志旭,N/A,📉 獲利侵蝕,-100.0,-29.85,8067.TWO,N/A,13.25,0.0,2025
-1377.78,2026-03,-0.57,-158.26999999999998,-1.33,68.27,⚪ 數據不足,2.86,笙科,N/A,📉 獲利侵蝕,-90.0,-50.4,5272.TWO,N/A,18.25,0.0,2025
-57.58,2026-03,0.02,-158.51,0.28,68.51,⚪ 中性觀察,-31.39,憶聲,-2.71%,📉 獲利侵蝕,-90.0,13.800000000000002,3024.TW,24.73%,12.6000003815,13.695652588586954,2025
139.29,2026-03,0.02,-158.55,0.12,76.73,❌ 暫避觀望,22.38,泰霖,N/A,📉 獲利侵蝕,-81.82,9.0,8080.TWO,N/A,27.25,45.41666666666667,2025
-19.59,2026-03,1.0,-159.02,8.29,90.37,⚪ 中性觀察,2.98,三集瑞-KY,N/A,📉 獲利侵蝕,-68.65,277.65,6862.TW,N/A,144.0,7.779578606158834,2025
31.02,2026-03,-0.31,-159.39000000000001,-1.29,185.58,⚪ 數據不足,9.94,中天,-18.87%,⚠️ 獲利稀釋,26.19,-58.650000000000006,4128.TWO,42.56%,14.3999996185,0.0,2025
-14.17,2026-03,3.27,-159.41,12.15,195.54,⚪ 中性觀察,-9.4,力領科技,N/A,⚠️ 獲利稀釋,36.13,419.85,6996.TWO,N/A,186.0,6.645230439442658,2025
-13.92,2026-03,0.51,-159.61,1.36,155.84,⚪ 中性觀察,0.3,倉佑,17.09%,📉 獲利侵蝕,-3.77,49.35,1568.TW,34.44%,28.6000003815,8.69300923449848,2025
-462.96,2026-03,-0.24,-161.35,-1.52,214.29,⚪ 數據不足,11.69,驊訊,N/A,⚠️ 獲利稀釋,52.94,-67.2,6237.TWO,N/A,33.5,0.0,2025
-62.55,2026-03,0.4,-162.27,2.25,100.37,⚪ 中性觀察,-23.31,傑霖科技,N/A,📉 獲利侵蝕,-61.9,79.49999999999999,8102.TWO,N/A,68.1999969482,12.867923952490568,2025
57.43,2026-03,1.37,-162.29000000000002,5.51,137.15,⚪ 中性觀察,37.15,海韻電,N/A,📉 獲利侵蝕,-25.14,164.85,6203.TWO,N/A,60.5999984741,5.514103591819836,2025
-22.95,2026-03,2.47,-163.5,6.32,186.39,⚪ 中性觀察,3.91,全宇昕,N/A,⚠️ 獲利稀釋,22.89,234.00000000000003,6651.TWO,N/A,120.5,7.724358974358974,2025
-12.32,2026-03,2.59,-164.20999999999998,7.4,155.73,⚪ 中性觀察,1.19,茂訊,7.00%,📉 獲利侵蝕,-8.48,292.35,3213.TWO,25.33%,138.5,7.106208311954848,2025
59.69,2026-03,-0.58,-165.21,-1.34,50.4,⚪ 數據不足,34.04,隴華,-40.94%,📉 獲利侵蝕,-114.81,-58.8,2424.TW,27.86%,8.5900001526,0.0,2025
-32.69,2026-03,0.84,-165.56,3.81,139.24,⚪ 中性觀察,-11.82,曜亞,12.42%,📉 獲利侵蝕,-26.32,145.8,4138.TWO,44.64%,51.0,5.246913580246913,2025
-22.2,2026-03,1.17,-165.8,4.31,499.13,⚪ 中性觀察,-4.75,裕民,30.49%,⚠️ 獲利稀釋,333.33,139.19999999999996,2606.TW,35.36%,64.4000015259,6.939655336842674,2025
141.94,2026-03,0.09,-166.92,0.13,179.42,❌ 暫避觀望,-3.71,海灣,22.84%,⚠️ 獲利稀釋,12.5,2.55,3252.TWO,43.11%,15.8000001907,92.94117759235296,2025
240.74,2026-03,1.19,-167.23000000000002,1.91,364.73,⚪ 中性觀察,-0.48,有成精密,N/A,⚠️ 獲利稀釋,197.5,80.1,4949.TW,N/A,67.5,12.640449438202248,2025
-0.23,2026-03,3.21,-167.26,8.67,264.19,⚪ 中性觀察,12.03,佳必琪,N/A,⚠️ 獲利稀釋,96.93,325.49999999999994,6197.TW,N/A,316.5,14.585253456221201,2025
-40.62,2026-03,-0.64,-167.39999999999998,-5.1,192.98,⚪ 數據不足,-62.05,北極星藥業-KY,N/A,⚠️ 獲利稀釋,25.58,-160.04999999999998,6550.TW,N/A,11.1999998093,0.0,2025
-234.57,2026-03,-0.23,-167.48000000000002,-1.09,162.93,⚪ 數據不足,-16.89,連宇,-38.32%,📉 獲利侵蝕,-4.55,-45.3,2482.TW,35.81%,16.2000007629,0.0,2025
-516.13,2026-03,-0.4,-168.3,-1.29,157.19,⚪ 數據不足,-31.28,大地-KY,N/A,📉 獲利侵蝕,-11.11,-46.050000000000004,8437.TWO,N/A,9.220000267,0.0,2025
17.26,2026-03,3.85,-168.54,12.25,190.06,❌ 暫避觀望,18.56,研華,15.69%,⚠️ 獲利稀釋,21.52,453.6,2395.TW,39.78%,622.0,20.568783068783066,2025
-69.96,2026-03,0.64,-168.57000000000002,0.67,215.08,❌ 暫避觀望,-2.5,聚鼎,N/A,⚠️ 獲利稀釋,46.51,46.949999999999996,6224.TW,N/A,56.5,18.05111821086262,2025
32.78,2026-03,3.66,-169.10000000000002,11.33,232.49,❌ 暫避觀望,28.3,新應材,23.34%,⚠️ 獲利稀釋,63.39,432.6,4749.TWO,44.02%,823.0,28.536754507628295,2025
