
📅 投資日報表: 2026-08-06
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 257.00   | 260.50   | 256.00   | 258.50   | 70,661,389   | 241.21      | 2000     | ▲34,580   |   +7.17%
4142     | 國光生        | 17.05    | 17.45    | 17.05    | 17.15    | 1,574,010    | 25.32       | 1000     | ▼8,170    |  -32.27%
0050     | 元大台灣50     | 100.65   | 102.25   | 99.75    | 100.65   | 114,567,629  | 46.60       | 16000    | ▲864,800  | +115.99%
0056     | 元大高股息      | 49.85    | 51.00    | 49.63    | 50.60    | 36,549,593   | 36.43       | 4000     | ▲56,680   |  +38.90%
00635U   | 期元大S&P黃金   | 42.15    | 42.26    | 42.06    | 42.20    | 983,905      | 55.25       | 3000     | ▼39,150   |  -23.62%
00738U   | 期元大道瓊白銀    | 46.80    | 47.45    | 46.63    | 47.40    | 2,516,638    | 66.26       | 1000     | ▼18,860   |  -28.46%
00929    | 復華台灣科技優息   | 27.57    | 28.29    | 27.33    | 28.15    | 29,475,464   | 19.73       | 8000     | ▲67,360   |  +42.68%
009816   | 凱基台灣TOP50  | 14.50    | 14.80    | 14.38    | 14.56    | 145,262,966  | 11.01       | 63000    | ▲223,650  |  +32.24%
00990A   | 主動元大AI新經濟  | 15.40    | 15.63    | 15.24    | 15.49    | 12,884,315   | 11.48       | 5000     | ▲20,050   |  +34.93%
2009     | 第一銅        | 38.35    | 39.30    | 38.15    | 38.45    | 2,593,607    | 50.56       | 4000     | ▼48,440   |  -23.95%
2337     | 旺宏         | 123.00   | 127.50   | 117.00   | 117.50   | 172,044,661  | 95.28       | 2000     | ▲44,440   |  +23.32%
2409     | 友達         | 25.25    | 25.55    | 24.35    | 24.45    | 205,441,673  | 16.21       | 2000     | ▲16,480   |  +50.83%
3481     | 群創         | 49.30    | 50.50    | 47.75    | 47.80    | 419,588,806  | 25.10       | 4000     | ▲90,800   |  +90.44%
3105     | 穩懋         | 376.00   | 376.00   | 376.00   | 376.00   | 2,738,982    | 556.47      | 300      | ▼54,141   |  -32.43%
4966     | 譜瑞-KY      | 598.00   | 622.00   | 597.00   | 618.00   | 1,350,357    | 1921.64     | 1000     | ▼1,303,640 |  -67.84%
2327     | 國巨*        | 608.00   | 618.00   | 568.00   | 578.00   | 61,153,667   | 1030.00     | 1        | ▼452      |  -43.88%
00403A   | 主動統一升級50   | 9.39     | 9.65     | 9.35     | 9.54     | 206,077,509  | 10.68       | 26000    | ▼29,640   |  -10.67%
00981A   | 主動統一台股增長   | 27.13    | 27.85    | 26.91    | 27.58    | 271,998,445  | 27.48       | 2000     | ▲200      |   +0.36%
2330     | 台積電        | 2385.00  | 2415.00  | 2370.00  | 2405.00  | 31,905,196   | 225.55      | 10       | ▲21,794   | +966.28%
6789     | 采鈺         | 458.00   | 467.50   | 452.00   | 453.50   | 1,364,564    | 593.50      | 400      | ▼56,000   |  -23.59%
6849     | 奇鼎科技       | 128.50   | 151.50   | 124.50   | 143.50   | 374,607      | 266.40      | 280      | ▼34,412   |  -46.13%
7853     | 政美應用       | 312.00   | 324.00   | 309.00   | 315.50   | 299,612      | 409.29      | 280      | ▼26,261   |  -22.92%
3576     | 聯合再生       | 16.90    | 18.25    | 16.70    | 18.25    | 20,782,951   | 18.15       | 5000     | ▲500      |   +0.55%
1721     | 三晃         | 20.80    | 20.90    | 20.25    | 20.40    | 874,082      | 27.88       | 3000     | ▼22,450   |  -26.84%
8215     | 明基材        | 23.65    | 24.20    | 23.65    | 23.85    | 581,834      | 31.60       | 200      | ▼1,550    |  -24.53%
00405A   | 主動富邦台灣龍耀   | 7.77     | 8.01     | 7.67     | 7.90     | 122,993,891  | 9.34        | 11000    | ▼15,840   |  -15.42%
5498     | 凱崴         | 48.55    | 49.45    | 47.45    | 47.65    | 1,464,172    | 69.61       | 188      | ▼4,128    |  -31.55%
1301     | 台塑         | 55.80    | 57.20    | 55.30    | 56.00    | 20,912,647   | 50.50       | 100      | ▲550      |  +10.89%
6498     | 久禾光        | 77.10    | 78.50    | 75.10    | 76.20    | 290,000      | 67.30       | 12       | ▲107      |  +13.22%
009821   | 野村稀土關鍵資源   | 12.97    | 13.19    | 12.97    | 13.19    | 5,119,906    | 17.30       | 12000    | ▼49,320   |  -23.76%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        -270,463 (  -4.21%)
