est_price,om,date,pe,advice,rev_yoy,symbol,eps_yoy,eps,prev_eps,gm,price,prev_eps_yoy,expansion,name,prev_rev_yoy,status,prev_year
0.0,N/A,2025-12,0.0,⚪ 數據不足,29.17,7750.TW,51.69,35.12,22.8,N/A,0.0,21.35,22.519999999999996,新代,26.18,🚀 利潤擴張,2025
64.35,7.57%,2025-12,6.655011477179487,💎 強力關注,5.0,1733.TW,27.34,1.63,1.13,30.15%,28.5499992371,25.56,22.34,五鼎,7.7,🚀 利潤擴張,2025
218.7,N/A,2025-12,3.9094650205761323,💎 強力關注,38.81,6591.TW,60.88,5.37,4.65,N/A,57.0,74.3,22.07,動力-KY,38.83,🚀 利潤擴張,2025
148.65,3.72%,2025-12,6.115035163884964,💎 強力關注,23.39,3694.TW,45.42,4.03,3.27,15.30%,60.5999984741,51.89,22.03,海華,26.88,🚀 利潤擴張,2025
18.6,2.25%,2025-12,12.903225806451614,✅ 穩健價值,2.45,2032.TW,24.44,0.56,0.37,6.08%,16.0,12.12,21.990000000000002,新鋼,9.42,🚀 利潤擴張,2025
383.3999999999999,6.32%,2025-12,6.318466353677622,💎 強力關注,2.94,1256.TW,24.88,11.19,9.32,24.61%,161.5,13.52,21.939999999999998,鮮活果汁-KY,-3.77,🚀 利潤擴張,2025
329.1,19.61%,2025-12,4.443938012762078,💎 強力關注,18.61,2211.TW,40.52,8.6,7.36,25.25%,97.5,46.61,21.910000000000004,長榮鋼,21.52,🚀 利潤擴張,2025
993.9000000000001,N/A,2025-12,31.24056746151524,⚠️ 追價風險,51.62,6805.TW,73.18,31.0,20.04,N/A,2070.0,68.69,21.56000000000001,富世達,55.74,🚀 利潤擴張,2025
-163.35,N/A,2025-12,0.0,⚪ 數據不足,-62.05,6550.TW,-40.62,-5.1,-2.91,N/A,17.5,-31.08,21.43,北極星藥業-KY,-51.12,🌑 雙重衰退,2025
0.0,-18.87%,2025-12,0.0,⚪ 數據不足,9.94,4128.TWO,31.02,-1.29,-1.23,42.56%,0.0,8.21,21.08,中天,10.85,🚀 利潤擴張,2025
100.80000000000001,N/A,2025-12,6.919642857142857,💎 強力關注,19.58,5607.TW,40.61,2.77,2.13,N/A,46.5,41.06,21.03,遠雄港,17.61,🚀 利潤擴張,2025
134.25000000000003,N/A,2025-12,8.547486033519553,💎 強力關注,5.45,6967.TWO,26.43,4.02,2.87,N/A,76.5,14.98,20.98,汎瑋材料,-1.08,🚀 利潤擴張,2025
-78.60000000000001,N/A,2025-12,0.0,⚪ 數據不足,19.12,6217.TWO,39.69,-1.65,-1.31,N/A,278.0,10.71,20.569999999999997,中探針,20.43,🚀 利潤擴張,2025
185.99999999999997,N/A,2025-12,2.306451643669355,💎 強力關注,-55.31,6212.TWO,-34.98,3.96,3.26,N/A,28.6000003815,59.8,20.330000000000005,理銘,-39.92,🌑 雙重衰退,2025
171.75,N/A,2025-12,5.633187772925765,💎 強力關注,37.15,6203.TWO,57.43,5.51,3.28,N/A,64.5,26.15,20.28,海韻電,42.84,🚀 利潤擴張,2025
120.6,N/A,2025-12,10.945273631840797,💎 強力關注,6.56,6799.TW,26.76,3.7,2.29,N/A,88.0,5.14,20.200000000000003,來頡,6.38,🚀 利潤擴張,2025
-48.449999999999996,7.93%,2025-12,0.0,⚪ 數據不足,12.25,4577.TWO,32.41,-0.73,-0.92,23.60%,165.0,35.66,20.159999999999997,達航科技,23.84,🚀 利潤擴張,2025
204.3,N/A,2025-12,13.105726872246695,✅ 穩健價值,20.33,6870.TWO,40.48,7.08,4.38,N/A,178.5,64.04,20.15,騰雲,20.49,🚀 利潤擴張,2025
270.15,N/A,2025-12,24.68073292615214,⚠️ 追價風險,12.43,5234.TW,32.55,7.37,5.33,N/A,444.5,39.9,20.119999999999997,達興材料,12.88,🚀 利潤擴張,2025
18.6,N/A,2025-12,67.01612780169356,⚠️ 追價風險,-3.19,4973.TWO,16.48,2.11,-0.17,N/A,83.0999984741,-108.72,19.67,廣穎,-2.98,🔄 轉虧為盈,2025
25.2,N/A,2025-12,12.5,✅ 穩健價值,19.41,6259.TWO,38.78,0.7,0.45,N/A,21.0,15.38,19.37,百徽,22.11,🚀 利潤擴張,2025
37.199999999999996,4.30%,2025-12,5.504032104233873,💎 強力關注,7.45,2516.TW,26.8,1.23,0.57,6.67%,13.6499996185,-5.0,19.35,新建,12.18,🚀 利潤擴張,2025
70.19999999999999,0.36%,2025-12,12.307691981645299,✅ 穩健價值,0.27,1259.TWO,19.51,2.45,1.03,23.02%,57.5999984741,-53.6,19.240000000000002,安心,-0.82,🚀 利潤擴張,2025
-25.200000000000003,N/A,2025-12,0.0,⚪ 數據不足,-2.17,8067.TWO,16.9,-0.59,0.02,N/A,12.8999996185,110.53,19.07,志旭,2.3,🧐 疑業外收益,2025
-74.85,N/A,2025-12,0.0,⚪ 數據不足,-1.12,6431.TW,17.15,-2.07,-1.44,N/A,19.5,11.69,18.27,光麗-KY,2.36,🧐 疑業外收益,2025
-315.75,N/A,2025-12,0.0,⚪ 數據不足,-33.25,8444.TWO,-15.31,-10.06,-5.84,N/A,6.25,-22.62,17.939999999999998,綠河-KY,-31.52,🌑 雙重衰退,2025
205.5,15.62%,2025-12,22.043795620437958,⚠️ 追價風險,13.44,3450.TW,31.15,5.01,3.48,26.67%,302.0,91.21,17.71,聯鈞,26.94,🚀 利潤擴張,2025
-20.55,-58.34%,2025-12,0.0,⚪ 數據不足,0.19,4147.TWO,17.57,-0.61,-0.36,28.91%,49.4500007629,-20.0,17.38,中裕,-0.63,🚀 利潤擴張,2025
65.99999999999999,N/A,2025-12,4.761363809750001,💎 強力關注,-5.34,2477.TW,12.0,1.68,1.58,N/A,20.9500007629,15.33,17.34,美隆電,-5.96,🧐 疑業外收益,2025
87.30000000000001,8.37%,2025-12,6.29725112128866,💎 強力關注,-2.98,2221.TWO,14.36,2.31,1.72,20.63%,36.6500015259,28.36,17.34,大甲,0.76,🧐 疑業外收益,2025
276.3,16.47%,2025-12,7.8718783930510305,💎 強力關注,27.72,2421.TW,45.05,7.94,5.65,32.82%,145.0,45.85,17.33,建準,27.79,🚀 利潤擴張,2025
583.0500000000001,N/A,2025-12,31.129405711345505,⚠️ 追價風險,-3.04,6187.TWO,13.93,15.46,12.1,N/A,1210.0,29.69,16.97,萬潤,13.75,🧐 疑業外收益,2025
93.14999999999999,N/A,2025-12,11.111111111111112,💎 強力關注,5.66,7547.TWO,22.61,2.65,2.13,N/A,69.0,41.18,16.95,碩網,11.11,🚀 利潤擴張,2025
277.35,21.55%,2025-12,9.545700378583017,💎 強力關注,7.68,2472.TW,24.54,8.73,5.19,32.60%,176.5,4.85,16.86,立隆電,8.92,🚀 利潤擴張,2025
45.15,N/A,2025-12,7.940199208803987,💎 強力關注,15.15,8034.TWO,31.78,1.42,1.09,N/A,23.8999996185,208.57,16.630000000000003,榮群,71.04,🚀 利潤擴張,2025
128.25,N/A,2025-12,4.760234007356725,💎 強力關注,15.92,5515.TW,32.54,4.48,2.91,N/A,40.7000007629,20.75,16.619999999999997,建國,28.4,🚀 利潤擴張,2025
111.75,21.14%,2025-12,4.046979814563758,💎 強力關注,0.05,2851.TW,16.56,3.66,2.0,24.99%,30.1499996185,-23.95,16.509999999999998,中再保,-7.87,🚀 利潤擴張,2025
-66.3,-22.91%,2025-12,0.0,⚪ 數據不足,25.06,3593.TW,41.55,-1.4,-1.8,-4.13%,19.8500003815,7.69,16.49,力銘,43.83,🚀 利潤擴張,2025
288.0,N/A,2025-12,6.171875,💎 強力關注,-3.47,8436.TWO,12.64,8.68,5.89,N/A,118.5,16.0,16.11,大江,-3.22,🧐 疑業外收益,2025
2283.9,4.63%,2025-12,3.815841324050965,💎 強力關注,25.86,2357.TW,41.92,59.99,44.63,15.94%,581.0,11.41,16.060000000000002,華碩,23.74,🚀 利潤擴張,2025
193.04999999999998,N/A,2025-12,47.31934731934732,⚠️ 追價風險,27.06,4979.TWO,43.01,5.43,3.73,N/A,609.0,37.64,15.95,華星光,34.44,🚀 利潤擴張,2025
71.25,10.89%,2025-12,6.5894735236,💎 強力關注,12.31,1593.TWO,28.24,2.18,1.28,31.32%,31.2999992371,26.73,15.929999999999998,祺驊,12.07,🚀 利潤擴張,2025
-8.85,N/A,2025-12,0.0,⚪ 數據不足,39.69,5302.TWO,55.56,-0.12,-0.2,N/A,11.1000003815,0.0,15.870000000000005,太欣,22.1,🚀 利潤擴張,2025
-8.85,N/A,2025-12,0.0,⚪ 數據不足,79.86,6969.TW,95.65,-0.09,-0.24,N/A,28.5,87.3,15.790000000000006,成信實業*-創,95.06,🚀 利潤擴張,2025
-41.099999999999994,-32.45%,2025-12,0.0,⚪ 數據不足,19.09,3234.TWO,34.88,-1.4,-0.94,8.38%,113.5,45.03,15.790000000000003,光環,19.64,🚀 利潤擴張,2025
308.85,9.94%,2025-12,23.21515298688684,⚠️ 追價風險,8.39,3711.TW,24.18,9.37,5.99,19.52%,478.0,11.64,15.79,日月光投控,7.92,🚀 利潤擴張,2025
0.0,-18.36%,2025-12,0.0,⚪ 數據不足,10.54,1799.TWO,26.25,-0.59,-0.35,41.11%,0.0,44.44,15.71,易威,12.53,🚀 利潤擴張,2025
-49.95,N/A,2025-12,0.0,⚪ 數據不足,1.16,6124.TWO,16.81,-0.99,-0.86,N/A,30.25,-22.86,15.649999999999999,業強,12.2,🚀 利潤擴張,2025
653.4000000000001,N/A,2025-12,28.581267217630852,⚠️ 追價風險,59.96,5289.TWO,75.21,21.72,12.46,N/A,1245.0,33.7,15.249999999999993,宜鼎,41.37,🚀 利潤擴張,2025
101.85,18.42%,2025-12,8.468335787923417,💎 強力關注,5.54,2423.TW,20.66,2.92,2.0,51.76%,57.5,26.58,15.120000000000001,固緯,4.13,🏰 高護城河,2025
-15.449999999999998,N/A,2025-12,0.0,⚪ 數據不足,-0.4,6222.TWO,14.63,-0.4,-0.31,N/A,21.75,16.13,15.030000000000001,立軒,12.72,🧐 疑業外收益,2025
2344.0499999999997,54.00%,2025-12,13.662251231842326,✅ 穩健價值,31.61,2330.TW,46.42,66.26,46.75,62.33%,2135.0,51.8,14.810000000000002,台積電,36.39,🏰 高護城河,2025
111.75000000000001,N/A,2025-12,5.3557049028053685,💎 強力關注,2.77,6509.TWO,17.48,2.87,2.35,N/A,39.9000015259,9.22,14.71,聚和,4.39,🚀 利潤擴張,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,-2.79,6722.TW,11.54,2.9,2.02,N/A,39.9000015259,-11.4,14.329999999999998,輝創,-0.96,🧐 疑業外收益,2025
58.8,5.38%,2025-12,8.16326530612245,💎 強力關注,-6.25,1225.TW,8.0,1.62,1.12,10.74%,32.0,-6.67,14.25,福懋油,-5.83,🧐 疑業外收益,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,-2.37,6614.TW,11.76,2.08,0.87,N/A,0.0,163.64,14.129999999999999,資拓宏宇,15.97,🧐 疑業外收益,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,30.15,7738.TWO,44.26,14.61,11.58,N/A,179.5,75.19,14.11,東聯互動,32.44,🚀 利潤擴張,2025
315.59999999999997,15.49%,2025-12,25.665399239543728,⚠️ 追價風險,16.1,1560.TW,30.18,9.28,6.02,34.18%,540.0,9.71,14.079999999999998,中砂,15.28,🚀 利潤擴張,2025
31.95,N/A,2025-12,13.380281690140846,✅ 穩健價值,42.16,5864.TWO,56.1,2.56,1.17,N/A,28.5,-53.39,13.940000000000005,致和證,-34.55,🚀 利潤擴張,2025
86.25,N/A,2025-12,10.695652173913043,💎 強力關注,-0.76,8048.TWO,13.14,2.67,1.67,N/A,61.5,5.03,13.9,德勝,-5.79,🧐 疑業外收益,2025
47.55,7.24%,2025-12,6.545741324921136,💎 強力關注,11.98,3703.TW,25.87,1.8,0.92,13.84%,20.75,-42.14,13.89,欣陸,-3.98,🚀 利潤擴張,2025
-7.199999999999999,N/A,2025-12,0.0,⚪ 數據不足,0.42,6225.TW,14.29,-0.06,-0.19,N/A,20.4500007629,-375.0,13.87,天瀚,-19.16,🚀 利潤擴張,2025
88.20000000000002,N/A,2025-12,6.181972529608842,💎 強力關注,7.36,5457.TWO,21.15,2.77,1.54,N/A,36.3499984741,-11.11,13.79,宣德,11.53,🚀 利潤擴張,2025
24.45,32.37%,2025-12,7.269938884355828,💎 強力關注,14.52,2836.TW,28.3,0.68,0.49,89.95%,11.8500003815,28.21,13.780000000000001,高雄銀,13.69,🏰 高護城河,2025
-76.95,-33.95%,2025-12,0.0,⚪ 數據不足,-23.43,2007.TW,-9.8,-2.24,-1.54,-29.22%,7.4600000381,0.0,13.629999999999999,燁興,-17.76,🌑 雙重衰退,2025
215.39999999999998,N/A,2025-12,26.601671309192202,⚠️ 追價風險,8.58,6727.TWO,22.08,6.8,4.14,N/A,382.0,-7.17,13.499999999999998,亞泰金屬,-2.39,🚀 利潤擴張,2025
47.25000000000001,1.57%,2025-12,11.095238337428569,💎 強力關注,-2.6,3704.TW,10.87,1.56,1.13,30.58%,34.9500007629,633.33,13.469999999999999,合勤控,6.34,🧐 疑業外收益,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,30.88,6272.TW,44.34,3.43,2.94,N/A,0.0,137.1,13.460000000000004,驊陞,41.28,🚀 利潤擴張,2025
-262.95000000000005,-27.74%,2025-12,0.0,⚪ 數據不足,-6.83,4927.TW,6.63,-8.65,-4.9,-13.35%,52.2000007629,31.27,13.46,泰鼎-KY,-4.71,🧐 疑業外收益,2025
846.5999999999999,N/A,2025-12,5.7051736357193485,💎 強力關注,-2.8,6414.TW,10.59,23.26,17.04,N/A,322.0,28.02,13.39,樺漢,-3.72,🧐 疑業外收益,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,34.56,7810.TWO,47.62,6.25,3.21,N/A,218.0,56.59,13.059999999999995,捷創科技,23.91,🚀 利潤擴張,2025
13.05,N/A,2025-12,29.080458893218392,⚠️ 追價風險,12.22,6603.TWO,25.0,0.61,0.27,N/A,25.2999992371,-35.71,12.78,富強鑫,9.61,🚀 利潤擴張,2025
288.0,N/A,2025-12,3.8124998410520834,💎 強力關注,38.99,6625.TW,51.64,9.13,6.5,N/A,73.1999969482,68.94,12.649999999999999,必應,33.28,🚀 利潤擴張,2025
124.20000000000002,N/A,2025-12,15.096618357487921,✅ 穩健價值,5.25,8103.TW,17.71,3.92,2.47,N/A,125.0,2.54,12.46,瀚荃,4.44,🚀 利潤擴張,2025
180.29999999999998,10.97%,2025-12,20.34109816971714,⚪ 中性觀察,4.87,2313.TW,17.23,5.51,3.61,18.70%,244.5,9.06,12.36,華通,4.46,🚀 利潤擴張,2025
449.54999999999995,N/A,2025-12,5.638972305638973,💎 強力關注,9.96,8416.TWO,22.25,13.46,8.34,N/A,169.0,24.85,12.29,實威,13.82,🚀 利潤擴張,2025
87.44999999999999,1.48%,2025-12,7.8730705876329345,💎 強力關注,6.95,2356.TW,19.21,2.42,1.85,5.21%,45.9000015259,35.04,12.260000000000002,英業達,15.92,🚀 利潤擴張,2025
44.25,7.02%,2025-12,13.152542114271187,✅ 穩健價值,82.32,3379.TWO,94.5,2.12,0.5,13.52%,38.7999992371,100.0,12.180000000000007,彬台,71.69,🚀 利潤擴張,2025
3595.8,N/A,2025-12,68.72601368262974,⚠️ 追價風險,40.64,5274.TWO,52.82,103.92,72.23,N/A,16475.0,67.72,12.18,信驊,52.48,🚀 利潤擴張,2025
186.0,N/A,2025-12,1.8709678034596773,💎 強力關注,55.14,5206.TWO,66.99,3.44,3.69,N/A,23.2000007629,61.14,11.849999999999994,坤悅,56.94,🚀 利潤擴張,2025
111.9,2.40%,2025-12,5.730563002680965,💎 強力關注,6.36,2013.TW,18.15,3.19,2.27,4.40%,42.75,13.5,11.79,中鋼構,10.09,🚀 利潤擴張,2025
-48.6,23.11%,2025-12,0.0,⚪ 數據不足,-9.99,4142.TW,1.75,-0.57,-1.09,49.56%,17.7000007629,-137.78,11.74,國光生,-35.17,🧐 疑業外收益,2025
374.69999999999993,28.21%,2025-12,12.109687750200163,✅ 穩健價值,30.08,2449.TW,41.67,9.01,7.17,37.66%,302.5,52.55,11.590000000000003,京元電子,27.65,🚀 利潤擴張,2025
29.849999999999998,N/A,2025-12,9.773869730100504,💎 強力關注,1.59,6016.TWO,13.14,1.98,1.11,N/A,19.4500007629,-23.97,11.55,康和證,-12.49,🚀 利潤擴張,2025
-99.60000000000001,-125.48%,2025-12,0.0,⚪ 數據不足,-31.79,3055.TW,-20.55,-2.68,-1.73,16.83%,78.3000030518,-19.72,11.239999999999998,蔚華科,-39.2,🌑 雙重衰退,2025
610.05,N/A,2025-12,10.867961642488321,💎 強力關注,19.97,6788.TWO,31.09,17.36,12.09,N/A,442.0,34.48,11.120000000000001,華景電,19.97,🚀 利潤擴張,2025
41.1,N/A,2025-12,29.306570456861312,⚠️ 追價風險,4.4,8074.TWO,15.38,1.35,0.81,N/A,80.3000030518,-10.99,10.98,鉅橡,4.12,🚀 利潤擴張,2025
656.4,24.30%,2025-12,31.76416819012797,⚠️ 追價風險,54.05,2368.TW,64.8,19.47,13.61,33.66%,1390.0,50.06,10.75,金像電,49.83,🚀 利潤擴張,2025
717.1500000000001,17.08%,2025-12,9.380882660531269,💎 強力關注,11.54,3044.TW,21.94,19.45,14.75,25.47%,448.5,25.96,10.400000000000002,健鼎,11.61,🚀 利潤擴張,2025
41.85,4.34%,2025-12,12.007168458781361,✅ 穩健價值,19.94,2468.TW,30.21,1.25,0.77,11.41%,33.5,32.76,10.27,華經,25.51,🚀 利潤擴張,2025
1.1999999999999993,12.48%,2025-12,425.62499046375024,⚠️ 追價風險,-90.93,2527.TW,-80.68,0.93,0.6,61.03%,34.0499992371,-55.04,10.25,宏璟,-70.82,🏰 高護城河,2025
0.0,2.59%,2025-12,0.0,⚪ 數據不足,-5.32,1218.TW,4.73,1.59,1.07,16.49%,0.0,-16.8,10.05,泰山,-6.62,🧐 疑業外收益,2025
402.59999999999997,1.75%,2025-12,7.60059612518629,💎 強力關注,22.78,3036.TW,32.83,11.61,8.11,3.74%,204.0,41.71,10.049999999999997,文曄,19.83,🚀 利潤擴張,2025
384.15,14.20%,2025-12,6.4427957828973055,✅ 穩健價值,20.3,3357.TWO,30.29,10.26,7.84,28.44%,165.0,58.06,9.989999999999998,臺慶科,20.14,🚀 利潤擴張,2025
123.75,18.06%,2025-12,6.460605968133334,✅ 穩健價值,29.32,3257.TW,39.18,3.42,2.65,45.11%,53.2999992371,26.19,9.86,虹冠電,22.45,🚀 利潤擴張,2025
79.95,40.48%,2025-12,5.975609827673546,✅ 穩健價值,20.44,2884.TW,30.06,2.12,1.62,91.14%,31.8500003815,23.66,9.619999999999997,玉山金,15.61,🏰 高護城河,2025
3.3,-72.91%,2025-12,51.36363723045455,⚠️ 追價風險,-34.37,1471.TW,-25.0,0.03,-0.05,5.75%,11.3000001907,-117.24,9.369999999999997,首利,-27.03,🔄 轉虧為盈,2025
232.95,10.83%,2025-12,4.198325624481648,✅ 穩健價值,-3.84,2006.TW,5.37,6.47,4.55,15.94%,65.1999969482,-0.44,9.21,東和鋼鐵,-2.5,🧐 疑業外收益,2025
453.15000000000003,N/A,2025-12,7.795431976166832,✅ 穩健價值,22.89,6138.TWO,31.94,13.04,9.27,N/A,235.5,24.31,9.05,茂達,21.32,🚀 利潤擴張,2025
68.39999999999999,45.93%,2025-12,7.028508604627194,✅ 穩健價值,4.06,2880.TW,13.1,1.9,1.43,97.25%,32.0499992371,10.0,9.04,華南金,1.87,🏰 高護城河,2025
-7.05,N/A,2025-12,0.0,⚪ 數據不足,-2.54,6928.TW,6.41,-0.73,-0.1,N/A,46.7000007629,79.17,8.95,攸泰科技,5.88,🧐 疑業外收益,2025
32.55,N/A,2025-12,10.829493087557603,✅ 穩健價值,-5.88,5381.TWO,2.44,0.72,0.65,N/A,23.5,12.28,8.32,光譜,-6.16,🧐 疑業外收益,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,2.6,5520.TWO,10.9,9.97,7.92,N/A,0.0,17.13,8.3,力泰,3.98,🚀 利潤擴張,2025
0.0,-65.06%,2025-12,0.0,⚪ 數據不足,7.41,4804.TWO,15.65,-1.54,-0.65,-7.81%,0.0,55.65,8.24,大略-KY,8.04,🚀 利潤擴張,2025
118.8,N/A,2025-12,6.04797999064394,✅ 穩健價值,-0.56,6470.TWO,7.5,3.87,2.27,N/A,47.9000015259,14.07,8.06,宇智,12.82,🧐 疑業外收益,2025
290.85,N/A,2025-12,5.002578648788035,✅ 穩健價值,-3.78,5478.TWO,4.25,7.93,5.84,N/A,97.0,-5.4,8.03,智冠,-8.2,🧐 疑業外收益,2025
74.1,8.19%,2025-12,11.113360632773281,✅ 穩健價值,20.92,2329.TW,28.92,2.45,1.41,15.35%,54.9000015259,-2.16,8.0,華泰,19.58,🚀 利潤擴張,2025
1360.5,31.26%,2025-12,59.316427783902974,⚠️ 追價風險,42.0,3653.TW,49.96,36.75,26.92,41.25%,5380.0,62.75,7.960000000000001,健策,52.19,🚀 利潤擴張,2025
690.6,8.38%,2025-12,4.094265855777585,✅ 穩健價值,31.04,3611.TWO,38.68,19.63,13.9,32.53%,188.5,23.16,7.640000000000001,鼎翰,40.71,🚀 利潤擴張,2025
121.2,N/A,2025-12,5.866336822512377,✅ 穩健價值,15.91,5212.TWO,23.44,4.74,2.82,N/A,47.4000015259,-1.4,7.530000000000001,凌網,17.89,🚀 利潤擴張,2025
59.1,14.85%,2025-12,11.840101910126904,✅ 穩健價值,18.23,3290.TWO,25.64,2.02,1.22,30.40%,46.6500015259,-0.64,7.41,東浦,15.97,🚀 利潤擴張,2025
-45.89999999999999,-5.62%,2025-12,0.0,⚪ 數據不足,-0.93,3511.TWO,6.35,-1.18,-1.0,15.28%,22.8500003815,11.5,7.279999999999999,矽瑪,1.3,🧐 疑業外收益,2025
25.95,-1.88%,2025-12,17.427745444219653,⚪ 中性觀察,-2.83,1605.TW,4.35,0.75,0.52,4.90%,30.1499996185,-41.67,7.18,華新,-0.21,🧐 疑業外收益,2025
1659.9,13.88%,2025-12,8.584854509307789,✅ 穩健價值,39.37,2404.TW,46.52,48.08,34.07,17.19%,950.0,52.4,7.150000000000006,漢唐,30.93,🚀 利潤擴張,2025
241.20000000000002,5.81%,2025-12,13.215174129353231,✅ 穩健價值,5.01,3026.TW,12.1,6.58,4.75,17.62%,212.5,5.79,7.09,禾伸堂,5.39,🚀 利潤擴張,2025
395.85,N/A,2025-12,3.7552102491133006,✅ 穩健價值,6.1,8279.TWO,13.09,10.02,8.62,N/A,99.0999984741,28.46,6.99,生展,7.66,🚀 利潤擴張,2025
239.70000000000002,10.49%,2025-12,10.387984981226532,✅ 穩健價值,21.11,2301.TW,28.09,6.64,4.94,21.72%,166.0,28.23,6.98,光寶科,23.16,🚀 利潤擴張,2025
52.5,N/A,2025-12,8.857142857142858,✅ 穩健價值,-10.2,6662.TWO,-3.49,1.66,0.99,N/A,31.0,3.13,6.709999999999999,樂斯科,-7.37,🌑 雙重衰退,2025
45.3,2.52%,2025-12,10.099337748344372,✅ 穩健價值,0.59,3652.TW,7.2,1.34,0.94,32.08%,30.5,10.59,6.61,精聯,0.48,🚀 利潤擴張,2025
122.85000000000002,N/A,2025-12,4.768009674859584,✅ 穩健價值,3.7,5876.TW,10.11,3.06,2.56,N/A,39.0499992371,17.51,6.409999999999999,上海商銀,3.26,🚀 利潤擴張,2025
-168.45000000000002,N/A,2025-12,0.0,⚪ 數據不足,-3.41,6706.TW,2.97,-3.92,-3.69,N/A,151.5,7.98,6.380000000000001,惠特,38.55,🧐 疑業外收益,2025
355.8,N/A,2025-12,5.796795952782461,✅ 穩健價值,12.29,8069.TWO,18.59,9.14,8.17,N/A,137.5,75.65,6.300000000000001,元太,29.4,🚀 利潤擴張,2025
327.6,N/A,2025-12,5.105311355311355,✅ 穩健價值,-8.29,6703.TWO,-2.0,9.9,5.77,N/A,111.5,-23.43,6.289999999999999,軒郁,-15.54,🌑 雙重衰退,2025
81.89999999999999,6.80%,2025-12,4.1941391242674,✅ 穩健價值,-5.76,4532.TW,0.5,2.05,1.5,17.17%,22.8999996185,2.8,6.26,瑞智,-0.93,🧐 疑業外收益,2025
213.00000000000003,N/A,2025-12,30.070422535211264,⚠️ 追價風險,1.94,6415.TW,8.14,6.4,4.31,N/A,427.0,19.44,6.200000000000001,矽力*-KY,0.55,🚀 利潤擴張,2025
151.04999999999998,N/A,2025-12,7.7259188730685215,✅ 穩健價值,-29.66,5534.TW,-23.57,6.0,2.24,N/A,77.8000030518,-17.65,6.09,長虹,-38.06,🌑 雙重衰退,2025
315.15000000000003,14.37%,2025-12,4.64540687644455,✅ 穩健價值,10.6,3005.TW,16.67,8.43,6.36,31.02%,97.5999984741,15.04,6.070000000000002,神基,9.96,🚀 利潤擴張,2025
15.75,N/A,2025-12,34.285714285714285,⚠️ 追價風險,1.81,5601.TWO,7.69,0.42,0.32,N/A,36.0,0.0,5.880000000000001,台聯櫃,1.76,🚀 利潤擴張,2025
-62.85000000000001,-65.33%,2025-12,0.0,⚪ 數據不足,-18.82,1337.TW,-12.99,-1.74,-1.24,-19.71%,5.0199999809,-18.1,5.83,再生-KY,-18.71,🌑 雙重衰退,2025
104.69999999999999,5.88%,2025-12,6.045845381504298,✅ 穩健價值,-1.68,1712.TW,4.0,2.6,2.07,29.22%,42.2000007629,6.7,5.68,興農,-2.3,🧐 疑業外收益,2025
173.55,N/A,2025-12,4.243733662411408,✅ 穩健價值,1.36,6122.TWO,7.03,4.78,3.44,N/A,49.0999984741,-0.87,5.67,擎邦,-2.12,🚀 利潤擴張,2025
70.80000000000001,13.35%,2025-12,3.326271146038135,✅ 穩健價值,-17.82,3284.TWO,-12.16,2.31,1.21,25.16%,15.6999998093,-53.6,5.66,太普高,-29.91,🌑 雙重衰退,2025
0.0,41.07%,2025-12,0.0,⚪ 數據不足,-2.28,2617.TW,3.25,3.18,2.36,46.23%,0.0,0.43,5.529999999999999,台航,-5.48,🧐 疑業外收益,2025
275.55,N/A,2025-12,11.867174741426238,✅ 穩健價值,-2.32,6761.TWO,2.89,7.34,5.51,N/A,218.0,1.73,5.21,穩得,2.55,🧐 疑業外收益,2025
87.6,N/A,2025-12,4.80308206114726,✅ 穩健價值,12.14,6005.TW,17.33,2.64,1.87,N/A,28.0499992371,5.65,5.189999999999998,群益證,6.33,🚀 利潤擴張,2025
57.900000000000006,38.59%,2025-12,5.479274512564767,✅ 穩健價值,8.35,2801.TW,13.53,1.51,1.2,88.90%,21.1499996185,20.0,5.18,彰銀,7.51,🏰 高護城河,2025
91.95000000000002,N/A,2025-12,5.68515472660685,✅ 穩健價值,-19.51,9931.TW,-14.34,2.45,1.86,N/A,34.8499984741,-6.06,5.170000000000002,欣高,-27.73,🌑 雙重衰退,2025
798.15,N/A,2025-12,3.4579966171772223,✅ 穩健價值,30.67,8114.TW,35.66,18.5,15.84,N/A,184.0,86.67,4.989999999999995,振樺電,69.45,🚀 利潤擴張,2025
85.8,N/A,2025-12,9.860140126905595,✅ 穩健價值,-6.2,9937.TW,-1.26,2.36,1.74,N/A,56.4000015259,-1.14,4.94,全國,-6.0,🌑 雙重衰退,2025
498.75,3.28%,2025-12,6.601503759398496,✅ 穩健價值,18.13,2317.TW,23.02,13.61,10.38,5.88%,219.5,34.73,4.890000000000001,鴻海,16.23,🚀 利潤擴張,2025
176.54999999999998,10.58%,2025-12,9.473237043330501,✅ 穩健價值,-0.31,3045.TW,4.58,4.77,3.49,19.71%,111.5,1.8,4.89,台灣大,-0.87,🧐 疑業外收益,2025
