代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
2303.TW,聯電,131.5,74045,-140694,2382,20260605,209740,1058371,848630,5.0x,-9.00%,★ 壓低偷買
6116.TW,彩晶,18.45,948,0,106,20260605,-665755,45961,711716,-0.1x,7.89%,▲ 順勢追意
3231.TW,緯創,171.0,-43098,962,-1181,20260605,81346,647906,566560,8.0x,7.89%,▲ 順勢追意
3042.TW,晶技,212.0,-1263,18,-115,20260605,-170941,41391,212332,-0.2x,-1.62%,★ 壓低偷買
2375.TW,凱美,156.0,76,0,21,20260605,-191473,5378,196851,-0.0x,-6.31%,★ 壓低偷買
2609.TW,陽明,54.5,20266,-28976,279,20260605,10736,197144,186408,18.4x,3.42%,▲ 順勢追意
1718.TW,中纖,9.85,-557,0,114,20260605,-35,183415,183450,-5189.5x,48.79%,▲ 順勢追意
2377.TW,微星,141.5,-1882,274,-673,20260605,-101703,13105,114808,-0.1x,8.02%,▲ 順勢追意
6456.TW,GIS-KY,82.5,-5393,0,-154,20260605,-48858,56447,105305,-1.2x,7.84%,▲ 順勢追意
8112.TW,至上,92.6,5648,-270,63,20260605,-23023,78418,101441,-3.4x,4.51%,▲ 順勢追意
2892.TW,第一金,29.3,31431,948,602,20260605,-51859,36968,88827,-0.7x,6.74%,▲ 順勢追意
2402.TW,毅嘉,66.3,3490,0,421,20260605,-75569,7800,83369,-0.1x,-4.47%,★ 壓低偷買
2834.TW,臺企銀,16.9,31854,-139,465,20260605,-4215,70762,74978,-16.8x,4.00%,▲ 順勢追意
3234.TWO,光環,125.0,948,0,-88,20260605,1729,68721,66992,39.7x,15.74%,▲ 順勢追意
3312.TW,弘憶股,67.5,1169,0,-727,20260605,-7115,59278,66394,-8.3x,34.73%,▲ 順勢追意
8070.TW,長華*,62.7,5405,-5037,-33,20260605,12499,78248,65749,6.3x,19.43%,▲ 順勢追意
00715L.TW,期街口S&P布蘭特油正2,55.1,1902,0,3422,20260605,-30290,33711,64001,-1.1x,8.04%,▲ 順勢追意
3706.TW,神達,92.4,-7572,31,-811,20260605,81821,145308,63486,1.8x,4.05%,▲ 順勢追意
6155.TW,鈞寶,79.3,-202,0,0,20260605,-19492,41679,61171,-2.1x,26.27%,▲ 順勢追意
4967.TW,十銓,279.0,4421,0,-6,20260605,4113,64922,60808,15.8x,1.09%,▲ 順勢追意
1708.TW,東鹼,49.1,1853,0,210,20260605,-7227,48638,55866,-6.7x,28.53%,▲ 順勢追意
3260.TWO,威剛,421.5,2450,14,-193,20260605,3007,58314,55307,19.4x,1.57%,▲ 順勢追意
2890.TW,永豐金,32.7,21936,740,805,20260605,3947,58698,54750,14.9x,9.00%,▲ 順勢追意
00996A.TW,主動兆豐台灣豐收,14.99,5324,0,474,20260605,-40512,10698,51211,-0.3x,-1.96%,★ 壓低偷買
8046.TW,南電,845.0,25,401,-90,20260605,-17138,33630,50769,-2.0x,-0.35%,★ 壓低偷買
6176.TW,瑞儀,101.0,4641,-5388,8,20260605,-3759,46592,50351,-12.4x,-1.94%,★ 壓低偷買
3535.TW,晶彩科,130.5,-444,0,-29,20260605,-4186,45923,50110,-11.0x,6.53%,▲ 順勢追意
6278.TW,台表科,206.5,610,-442,-122,20260605,-44891,936,45828,-0.0x,-6.56%,★ 壓低偷買
5347.TWO,世界,161.5,7279,-7750,-403,20260605,7105,50750,43644,7.1x,-3.87%,★ 壓低偷買
8028.TW,昇陽半導體,337.5,-434,4,-14,20260605,-37907,5354,43262,-0.1x,3.21%,▲ 順勢追意
3324.TWO,雙鴻,1110.0,-449,0,-136,20260605,2758,45133,42375,16.4x,4.23%,▲ 順勢追意
00712.TW,復華富時不動產,8.71,-534,0,-39767,20260605,541,42777,42235,79.0x,-0.80%,★ 壓低偷買
6213.TW,聯茂,254.5,-180,-33,-318,20260605,-14430,25667,40097,-1.8x,-5.21%,★ 壓低偷買
3357.TWO,臺慶科,296.0,508,0,-12,20260605,-25595,13209,38805,-0.5x,3.14%,▲ 順勢追意
2301.TW,光寶科,230.0,8659,-2022,689,20260605,-19682,18771,38454,-1.0x,-1.92%,★ 壓低偷買
2884.TW,玉山金,33.35,26987,631,173,20260605,-646,37005,37651,-57.2x,7.75%,▲ 順勢追意
4526.TW,東台,42.15,248,0,26,20260605,-32164,4868,37033,-0.2x,8.22%,▲ 順勢追意
2027.TW,大成鋼,43.8,13674,-8447,510,20260605,16001,52428,36427,3.3x,5.16%,▲ 順勢追意
2342.TW,茂矽,41.4,3844,0,58,20260605,-2653,33431,36085,-12.6x,-3.27%,★ 壓低偷買
00910.TW,第一金太空衛星,76.55,-875,0,-1179,20260605,-15790,17442,33232,-1.1x,-12.96%,★ 壓低偷買
3376.TW,新日興,237.0,-1435,0,-321,20260605,22579,55752,33173,2.5x,17.04%,▲ 順勢追意
3550.TW,聯穎,24.05,2245,0,7,20260605,-3629,27287,30916,-7.5x,16.46%,▲ 順勢追意
3702.TW,大聯大,114.5,6971,-5522,-38,20260605,1929,31606,29676,16.4x,-2.55%,★ 壓低偷買
6234.TWO,高僑,47.35,55,0,-6,20260605,-26370,761,27131,-0.0x,-4.73%,★ 壓低偷買
1714.TW,和桐,11.5,4149,0,579,20260605,-552,25938,26490,-47.0x,21.05%,▲ 順勢追意
00753L.TW,中信中國50正2,9.75,-2603,0,-4041,20260605,-7170,19226,26397,-2.7x,0.52%,▲ 順勢追意
1314.TW,中石化,8.09,-4906,0,879,20260605,2461,28465,26004,11.6x,14.91%,▲ 順勢追意
1326.TW,台化,52.8,18523,0,475,20260605,32411,57737,25325,1.8x,5.81%,▲ 順勢追意
6257.TW,矽格,223.0,1859,-31,31,20260605,-2071,22939,25010,-11.1x,-1.98%,★ 壓低偷買
1710.TW,東聯,15.7,336,0,511,20260605,4261,27830,23569,6.5x,13.77%,▲ 順勢追意
1595.TWO,川寶,76.0,-212,0,-1,20260605,-15689,7080,22769,-0.5x,-11.11%,★ 壓低偷買
3060.TW,銘異,30.8,303,0,0,20260605,-2042,20581,22623,-10.1x,4.76%,▲ 順勢追意
2349.TW,錸德,14.0,5607,0,147,20260605,18011,40142,22131,2.2x,0.00%,★ 壓低偷買
2455.TW,全新,399.0,431,17,-44,20260605,-20855,1077,21933,-0.1x,-5.45%,★ 壓低偷買
8064.TWO,東捷,166.0,-285,0,-300,20260605,-16009,5868,21877,-0.4x,16.08%,▲ 順勢追意
8096.TWO,擎亞,128.5,635,0,58,20260605,-1593,20176,21769,-12.7x,4.90%,▲ 順勢追意
2867.TW,三商壽,8.08,10416,0,3224,20260605,-1391,20344,21735,-14.6x,7.45%,▲ 順勢追意
6261.TWO,久元,107.5,203,0,26,20260605,-16536,4729,21266,-0.3x,-12.60%,★ 壓低偷買
8422.TW,可寧衛*,28.1,3247,-3583,-142,20260605,-1071,20060,21132,-18.7x,4.46%,▲ 順勢追意
2493.TW,揚博,178.0,1927,25,-26,20260605,3632,24739,21107,6.8x,11.25%,▲ 順勢追意
2605.TW,新興,32.1,-2798,0,169,20260605,-11716,9174,20890,-0.8x,6.29%,▲ 順勢追意
2002.TW,中鋼,19.3,17750,74,1351,20260605,-15713,4952,20665,-0.3x,1.05%,▲ 順勢追意
