id,name,price,signal,pnl,count,win_rate,reason
1560.TW,中砂,716.0,💎 持股,67.61,6,66.67,[📈 標準 V3] [P:0.95/50.0] [📈 穩定] 趨勢維持
6789.TW,采鈺,524.0,☁️ 觀望,44.55,7,42.86,[P:0.95/8.0] [📉 轉弱] 等待機會
00738U.TW,期元大道瓊白銀,59.0499992371,☁️ 觀望,33.95,9,55.56,[P:0.95/8.0] [📉 轉弱] 等待機會
00991A.TW,主動復華未來50,19.6100006104,☁️ 觀望,27.06,1,100.0,[P:0.95/8.0] [📈 穩定] 等待機會
2399.TW,映泰,49.75,☁️ 觀望,24.4,9,22.22,[P:0.95/50.0] [📈 穩定] 等待機會
00635U.TW,期元大S&P黃金,46.7599983215,☁️ 觀望,23.26,7,57.14,[P:0.95/8.0] [📉 轉弱] 等待機會
8028.TW,昇陽半導體,341.0,💎 持股,18.14,8,37.5,[📈 標準 V3] [P:0.95/50.0] [📈 穩定] 趨勢維持
00988A.TW,主動統一全球創新,22.0900001526,💎 持股,14.32,3,33.33,[📈 標準 V3] [P:0.95/50.0] [📈 穩定] 趨勢維持
00992A.TW,主動群益科技創新,18.2000007629,☁️ 觀望,8.76,1,100.0,[P:0.95/8.0] [📈 穩定] 等待機會
2618.TW,長榮航,37.9000015259,💎 持股,1.28,5,60.0,[📈 標準 V3] [P:0.95/8.0] [📈 穩定] 趨勢維持
2412.TW,中華電,141.5,💎 持股,-1.51,8,50.0,[📈 標準 V3] [P:0.95/8.0] [📈 穩定] 趨勢維持
3008.TW,大立光,3825.0,💎 持股,-11.42,8,37.5,[📈 標準 V3] [P:0.95/50.0] [📈 穩定] 趨勢維持
2609.TW,陽明,53.2000007629,☁️ 觀望,-18.02,5,20.0,[P:0.95/8.0] [📈 穩定] 等待機會
1540.TW,喬福,23.0499992371,💎 持股,-20.82,6,16.67,[📈 標準 V3] [P:0.95/8.0] [🚀 極強] 趨勢維持
