股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,58.40,152,64.28,36.51,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,66.80,0,80.50,61.00,---,均線糾擺,無,無,MA 乖離率僅 0.74%,均線糾擺
6831,邁科,739.00,1599,820.00,70.83,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.95,2194,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
6153,嘉聯益,18.50,4573,20.65,10.50,---,均線糾擺,無,無,MA 乖離率僅 1.31%,均線糾擺
8261,富鼎,171.00,5514,195.00,75.30,---,趨勢運行 -> 進入盤整,無,無,ADX 為 19.33 (低於 20),進入盤整
6205,詮欣,82.10,1675,98.20,37.00,---,進入盤整,無,無,ADX 為 14.18 (低於 20),進入盤整
7595,世基生醫,8.60,32,13.60,8.30,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,129.00,1001,137.50,83.70,---,進入盤整,無,無,ADX 為 12.59 (低於 20),進入盤整
1789,神隆,20.10,803,28.25,16.02,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (20.10 > 1.5σ)，動能強勁,貼軌運行
3171,炎洲流通,72.00,20,72.70,38.22,---,均線糾擺,無,無,MA 乖離率僅 1.38%,均線糾擺
4721,美琪瑪,88.50,1006,97.80,57.22,---,均線糾擺,無,無,MA 乖離率僅 0.44%,均線糾擺
911608,明輝-DR,3.51,1705,3.51,2.59,---,強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (3.24)，進入噴發段,強勢突破 (軌外)
6924,榮惠-KY創,157.00,172,193.50,47.80,---,進入盤整,無,連2日大跌,ADX 為 14.46 (低於 20),進入盤整
3044,健鼎,498.00,3628,529.00,193.28,---,均線糾擺,無,無,MA 乖離率僅 1.09%,均線糾擺
3011,今皓,14.80,1564,17.15,11.40,---,強勢突破 (軌外) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,93.75,246,95.55,33.63,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.69,12238,13.03,5.51,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,168.50,792,213.16,135.00,📅 預告 (20260609),均線糾擺,無,無,MA 乖離率僅 0.29%,均線糾擺
2012,春雨,14.60,43,20.08,14.20,---,均線糾擺,無,無,MA 乖離率僅 0.05%,均線糾擺
8114,振樺電,229.00,1329,314.53,164.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,50.50,12,66.90,24.50,---,進入盤整,無,無,ADX 為 14.79 (低於 20),進入盤整
8028,昇陽半導體,337.50,6888,356.50,128.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6972,博瑞達應材,24.60,10,31.40,22.70,---,均線糾擺,無,無,MA 乖離率僅 0.56%,均線糾擺
6443,元晶,39.90,12348,52.30,11.95,---,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
2748,雲品,40.05,183,49.91,38.45,---,強勢突破 (軌外) -> 均線糾擺,無,無,MA 乖離率僅 0.47%,均線糾擺
6525,捷敏-KY,121.00,3000,134.00,65.60,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6877,鏵友益,152.00,196,186.00,69.28,---,均線糾擺,無,無,MA 乖離率僅 1.41%,均線糾擺
4582,聚恆,25.50,292,43.20,17.05,---,資料不足 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,67.20,2,104.34,65.10,---,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
1802,台玻,67.60,54681,74.80,14.25,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.35%,均線糾擺
7642,昶瑞機電,76.60,328,129.00,63.20,---,貼軌運行 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (74.57)，進入噴發段,強勢突破 (軌外)
9938,百和,45.55,1305,60.40,42.10,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 1.47%,均線糾擺
4442,竣邦-KY,50.70,37,71.50,42.35,---,均線糾擺,無,無,MA 乖離率僅 0.74%,均線糾擺
00635,期元大S&P黃金,46.43,2547,60.55,35.92,---,均線糾擺,無,無,MA 乖離率僅 0.65%,均線糾擺
2408,南亞科,360.00,121221,419.50,40.55,---,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
2539,櫻花建,37.35,1336,57.09,33.20,---,均線糾擺,無,無,MA 乖離率僅 1.44%,均線糾擺
2504,國產,36.30,4457,43.62,33.70,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (36.13)，進入噴發段,強勢突破 (軌外)
5546,永固-KY,17.10,45,28.50,15.65,---,均線糾擺,無,無,MA 乖離率僅 1.28%,均線糾擺
3086,華義*,36.80,560,43.50,13.35,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,496.00,5240,522.00,273.50,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3050,鈺德,13.45,1556,15.30,11.20,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00984,大華優利美A債15,16.37,1165,16.82,14.24,---,均線糾擺,無,無,MA 乖離率僅 0.28%,均線糾擺
6591,動力-KY,57.80,300,98.76,51.30,---,貼軌運行 -> 進入盤整,無,無,ADX 為 17.73 (低於 20),進入盤整
6176,瑞儀,101.00,15169,145.59,85.59,---,均線糾擺,無,無,MA 乖離率僅 0.82%,均線糾擺
6811,宏�硌穈T,238.50,351,263.00,182.50,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4544,春日,14.20,2,18.00,13.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9949,琉園,23.30,45,36.70,15.58,---,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
4510,高鋒,49.40,3879,55.20,35.05,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6194,育富,34.25,36,39.65,30.95,---,均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
6124,業強,33.50,578,37.95,23.30,---,強勢突破 (軌外) -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
00757,統一FANG+,131.70,1294,138.05,96.70,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2101,南港,31.90,1419,45.45,29.75,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00945,凱基美國非投等債,14.41,6058,14.53,12.76,---,均線糾擺,無,無,MA 乖離率僅 0.04%,均線糾擺
4556,旭然,43.70,1163,45.55,22.45,📅 預告 (20260608),均線糾擺,無,無,MA 乖離率僅 1.07%,均線糾擺
1612,宏泰,39.50,3763,40.65,31.04,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (39.50 > 1.5σ)，動能強勁,貼軌運行
6624,萬年清,47.30,48,72.50,31.85,---,趨勢運行,連2日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3081,聯亞,2655.00,3089,3160.00,253.63,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.47%,均線糾擺
00685,群益臺灣加權正2,291.55,10019,313.10,65.65,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6446,藥華藥,937.00,2504,962.00,442.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
009813,貝萊德標普卓越50,11.31,3022,11.45,9.64,---,均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
6485,點序,112.00,4776,124.50,50.00,---,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6294,智基,28.05,36,56.63,27.00,---,均線糾擺,無,無,MA 乖離率僅 0.71%,均線糾擺
5403,中菲,92.10,249,118.35,84.50,---,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (92.10 > 1.5σ)，動能強勁,貼軌運行
6775,穎台科技,44.45,393,72.30,20.40,---,進入盤整,無,連1日大跌,ADX 為 12.17 (低於 20),進入盤整
00981,平衡凱基雙核收息,10.32,5973,10.58,9.91,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.07%,均線糾擺
5455,昇益,25.00,7,38.70,22.55,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2374,佳能,79.70,15504,94.96,43.26,---,均線糾擺,無,無,MA 乖離率僅 0.25%,均線糾擺
6113,亞矽,26.20,302,27.80,18.45,---,進入盤整,無,無,ADX 為 15.45 (低於 20),進入盤整
6912,益鈞環科*,13.95,260,20.40,13.65,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1443,立益物流,27.00,71,32.25,21.20,---,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
2025,千興,13.40,2023,15.30,9.01,---,均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (12.99)，進入噴發段,強勢突破 (軌外)
6141,柏承,38.50,2195,46.00,10.25,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5243,乙盛-KY,112.50,4080,135.00,47.07,---,趨勢運行,無,連2日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
4771,望隼,196.00,553,207.00,170.00,---,貼軌運行 -> 均線糾擺,無,連1日大跌,MA 乖離率僅 1.30%,均線糾擺
2303,聯電,131.50,376248,146.00,40.40,⚠️ 今天 (20260605),進入盤整,連1日大漲,無,ADX 為 17.92 (低於 20),進入盤整
3372,典範,21.20,2274,25.65,12.65,---,貼軌運行 -> 進入盤整,無,連1日大跌,ADX 為 18.94 (低於 20),進入盤整
4968,立積,113.50,996,166.50,101.00,---,均線糾擺,無,無,MA 乖離率僅 0.34%,均線糾擺
6158,禾昌,18.15,134,24.75,17.60,---,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
8454,富邦媒,353.00,4327,353.00,170.00,---,強勢突破 (軌外),連4日大漲,無,股價衝破布林上軌 (319.12)，進入噴發段,強勢突破 (軌外)
5603,陸海,15.30,99,21.70,15.10,---,均線糾擺,無,無,MA 乖離率僅 0.90%,均線糾擺
8433,弘帆,52.70,19,61.20,46.57,---,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
00991,主動復華未來50,19.22,122549,19.99,9.66,---,進入盤整,無,無,ADX 為 16.43 (低於 20),進入盤整
1540,喬福,22.60,798,29.96,20.30,---,強勢突破 (軌外) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2417,圓剛,48.80,1817,56.90,33.40,---,均線糾擺,無,無,MA 乖離率僅 0.90%,均線糾擺
2402,毅嘉,66.30,7235,77.70,36.22,---,均線糾擺,無,無,MA 乖離率僅 1.09%,均線糾擺
2351,順德,200.50,5866,229.00,66.04,---,進入盤整,無,無,ADX 為 13.95 (低於 20),進入盤整
2420,新巨,65.20,591,65.30,47.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6189,豐藝,54.30,3728,65.30,42.50,---,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (54.30 > 1.5σ)，動能強勁,貼軌運行
7893,睿信,199.50,52,249.00,140.00,---,均線糾擺,無,無,MA 乖離率僅 1.15%,均線糾擺
911622,泰聚亨-DR,4.15,509,4.67,3.51,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (4.00)，進入噴發段,強勢突破 (軌外)
8222,寶一,36.85,333,58.60,34.10,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7743,金利食安,0.00,0,33.90,18.50,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3499,環天科,15.05,80,21.35,13.10,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.52%,均線糾擺
6223,旺矽,5765.00,1291,6390.00,733.80,---,均線糾擺,無,連1日大跌,MA 乖離率僅 1.24%,均線糾擺
6261,久元,107.50,2053,133.50,56.72,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7583,國際海洋,54.00,100,87.00,34.50,---,趨勢運行,連4日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3287,廣寰科,36.75,503,38.55,27.85,---,進入盤整,無,無,ADX 為 10.98 (低於 20),進入盤整
6658,聯策,188.00,1779,233.00,46.40,---,進入盤整,無,連1日大跌,ADX 為 14.14 (低於 20),進入盤整
2497,怡利電,62.60,626,65.60,36.72,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2059,川湖,5620.00,1324,5620.00,1968.20,📅 預告 (20260608),均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (5620.00 > 1.5σ)，動能強勁,貼軌運行
7773,富禾生醫,29.50,23,47.00,21.00,---,均線糾擺,無,無,MA 乖離率僅 1.09%,均線糾擺
3434,哲固,34.00,581,54.73,27.90,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (34.00 > 1.5σ)，動能強勁,貼軌運行
6913,鴻呈,134.00,210,156.00,95.13,---,均線糾擺,無,無,MA 乖離率僅 1.06%,均線糾擺
00749,凱基新興債10+,31.79,101,32.07,26.75,---,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (31.79 > 1.5σ)，動能強勁,貼軌運行
3030,德律,366.00,2974,419.50,107.28,📅 預告 (20260626),均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1786,科妍,55.10,206,123.00,51.50,---,均線糾擺,無,無,MA 乖離率僅 1.06%,均線糾擺
6677,瑩碩生技,17.60,46,29.05,16.70,---,均線糾擺,無,無,MA 乖離率僅 0.64%,均線糾擺
9802,鈺齊-KY,79.00,803,112.32,73.40,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3219,倚強科,76.10,343,109.50,44.14,---,進入盤整,無,無,ADX 為 8.38 (低於 20),進入盤整
00918,大華優利高填息30,30.94,93602,31.73,20.18,---,貼軌運行 -> 進入盤整,無,無,ADX 為 13.53 (低於 20),進入盤整
7848,騏億鑫,436.00,24,529.00,279.50,---,均線糾擺,無,無,MA 乖離率僅 1.03%,均線糾擺
4951,精拓科,113.00,744,140.00,61.69,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3022,威強電,77.40,1442,80.51,56.20,---,進入盤整,無,無,ADX 為 14.95 (低於 20),進入盤整
4537,旭東,184.00,266,195.00,26.49,---,貼軌運行,無,無,股價於高位貼軌 (184.00 > 1.5σ)，動能強勁,貼軌運行
5906,台南-KY,48.05,6,55.80,45.00,---,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (48.05 > 1.5σ)，動能強勁,貼軌運行
4167,松瑞藥,20.65,1512,21.85,17.00,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (20.60)，進入噴發段,強勢突破 (軌外)
00641,富邦日本反1,3.84,2660,5.81,3.80,---,均線糾擺,無,無,MA 乖離率僅 0.55%,均線糾擺
7842,天能綠電,108.50,63,244.81,100.50,---,均線糾擺,無,無,MA 乖離率僅 0.69%,均線糾擺
00912,中信臺灣智慧50,32.83,1848,33.80,16.45,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2743,山富,69.90,133,99.97,66.80,---,強勢突破 (軌外) -> 均線糾擺,無,無,MA 乖離率僅 0.78%,均線糾擺
6617,共信-KY,68.20,313,115.50,60.20,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2412,中華電,141.00,11575,142.50,124.69,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.90%,均線糾擺
8354,冠好,16.70,336,19.00,13.92,---,均線糾擺,無,無,MA 乖離率僅 0.18%,均線糾擺
2428,興勤,283.00,3345,292.50,123.89,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6818,連騰,62.90,79,100.50,32.60,---,均線糾擺,無,無,MA 乖離率僅 1.25%,均線糾擺
4536,拓凱,162.50,209,195.00,148.00,---,均線糾擺,無,無,MA 乖離率僅 1.02%,均線糾擺
2901,欣欣,23.35,21,27.06,22.45,---,均線糾擺,無,無,MA 乖離率僅 0.76%,均線糾擺
4554,橙的,30.40,48,40.62,24.70,---,均線糾擺,無,無,MA 乖離率僅 0.86%,均線糾擺
6173,信昌電,223.50,938,237.00,34.78,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3224,三顧,38.50,226,52.50,33.75,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3231,緯創,171.00,75565,194.00,109.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8930,青鋼,28.50,48,32.60,25.38,---,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
2464,盟立,165.00,14825,199.00,53.30,---,進入盤整,無,無,ADX 為 12.56 (低於 20),進入盤整
2248,華勝-KY,57.50,61,59.90,41.85,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (57.50 > 1.5σ)，動能強勁,貼軌運行
7758,睿騰能源,40.85,26,58.77,35.05,---,均線糾擺 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (42.94),離開盤整 (向下)
4765,磐采,18.15,39,31.15,11.45,---,趨勢運行 -> 離開盤整 (向下),無,無,跌破布林下軌 (18.27),離開盤整 (向下)
2884,玉山金,33.35,49365,35.10,28.46,⚠️ 今天 (20260605),強勢突破 (軌外),無,無,股價衝破布林上軌 (33.35)，進入噴發段,強勢突破 (軌外)
2007,燁興,7.75,308,9.03,6.88,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6842,瑞宇,101.00,288,161.50,30.35,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.49%,均線糾擺
4150,優你康,5.21,351,11.40,4.59,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5355,佳總,6.70,24,11.30,5.62,---,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
1725,元禎,33.55,174,35.45,26.40,---,貼軌運行,無,無,股價於高位貼軌 (33.55 > 1.5σ)，動能強勁,貼軌運行
006201,元大富櫃50,48.12,339,50.50,18.04,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.40%,均線糾擺
3184,微邦,23.75,577,35.05,8.90,---,進入盤整,無,無,ADX 為 18.78 (低於 20),進入盤整
6808,三鼎生技,24.45,247,61.09,23.80,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6116,彩晶,18.45,18519,22.70,6.69,---,貼軌運行 -> 趨勢運行,無,連2日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
7815,新特,440.50,75,580.34,124.66,---,進入盤整,無,無,ADX 為 14.25 (低於 20),進入盤整
2453,凌群,60.50,862,63.90,50.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6735,美達科技,100.50,593,145.00,42.95,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6867,坦德科技,20.90,18,29.60,19.80,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3609,三一東林,27.80,115,52.90,21.20,---,進入盤整 -> 均線糾擺,無,無,MA 乖離率僅 1.33%,均線糾擺
