prev_eps,symbol,prev_year,eps_yoy,rev_yoy,est_price,expansion,om,name,eps,status,pe,date,gm,advice,prev_eps_yoy,prev_rev_yoy,price
8.6,2211.TW,2025,-28.19,235.46,322.80000000000007,-263.65000000000003,19.61%,長榮鋼,1.07,📉 獲利侵蝕,4.093866100097583,2026-03,25.25%,⚪ 中性觀察,40.52,18.61,88.0999984741
6.14,6257.TW,2025,32.48,296.81,216.6,-264.33,N/A,矽格,2.1,⚠️ 獲利稀釋,13.81578947368421,2026-03,N/A,⚪ 中性觀察,6.63,7.51,199.5
4.3,6416.TW,2025,22.73,287.06,156.15,-264.33,N/A,瑞祺電通,1.35,⚠️ 獲利稀釋,9.894332372718539,2026-03,N/A,⚪ 中性觀察,-4.44,1.31,103.0
8.73,2472.TW,2025,-4.19,260.38,276.29999999999995,-264.57,21.55%,立隆電,1.6,📉 獲利侵蝕,12.45928338762215,2026-03,32.60%,⚪ 中性觀察,24.54,7.68,229.5
4.01,6789.TW,2025,76.47,341.33,150.29999999999998,-264.86,N/A,采鈺,1.5,⚠️ 獲利稀釋,41.61676646706587,2026-03,N/A,❌ 暫避觀望,-27.01,-10.64,417.0
-0.29,4108.TW,2025,-14.29,250.66,-11.4,-264.95,-127.15%,懷特,-0.08,📉 獲利侵蝕,0.0,2026-03,18.27%,⚪ 數據不足,21.62,-12.36,11.1499996185
0.9,6207.TWO,2025,-81.82,183.52,28.95,-265.34000000000003,N/A,雷科,0.06,📉 獲利侵蝕,51.761658821709844,2026-03,N/A,❌ 暫避觀望,-56.52,-18.16,99.9000015259
-1.65,6698.TW,2025,-29.63,235.87,-68.55000000000001,-265.5,N/A,旭暉應材,-0.35,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-72.63,29.86,34.1500015259
2.32,1541.TW,2025,-9.43,256.17,64.95,-265.6,7.07%,錩泰,0.48,📉 獲利侵蝕,5.034641856143187,2026-03,19.55%,⚪ 中性觀察,118.87,21.45,21.7999992371
-2.67,3043.TW,2025,-83.87,182.03,-53.4,-265.9,-3.20%,科風,0.05,🔄 轉虧為盈,0.0,2026-03,24.04%,⚪ 數據不足,-381.05,-3.21,19.9500007629
3.43,6272.TW,2025,-84.88,181.13,121.64999999999999,-266.01,N/A,驊陞,0.13,📉 獲利侵蝕,2.990135635018496,2026-03,N/A,⚪ 中性觀察,44.34,30.88,24.25
1.3,8011.TW,2025,-95.74,170.66,46.050000000000004,-266.4,N/A,台通,0.02,📉 獲利侵蝕,5.309446005570032,2026-03,N/A,⚪ 中性觀察,-46.94,-16.56,16.2999992371
3.56,2607.TW,2025,20.93,288.16,133.05,-267.23,6.32%,榮運,1.04,⚠️ 獲利稀釋,5.400225651172491,2026-03,18.52%,⚪ 中性觀察,108.46,-19.52,47.9000015259
5.5,1726.TW,2025,26.87,295.0,218.54999999999998,-268.13,10.08%,永記,2.03,⚠️ 獲利稀釋,5.305422309663693,2026-03,28.35%,⚪ 中性觀察,4.17,2.72,77.3000030518
9.28,1560.TW,2025,50.26,318.79,330.3,-268.53000000000003,15.49%,中砂,2.94,⚠️ 獲利稀釋,30.063578564940965,2026-03,34.18%,❌ 暫避觀望,30.18,16.1,662.0
3.41,8383.TWO,2025,47.14,316.39,111.44999999999999,-269.25,N/A,千附,1.04,⚠️ 獲利稀釋,9.421265141318978,2026-03,N/A,⚪ 中性觀察,-2.59,13.17,70.0
10.13,8499.TW,2025,-5.43,264.0,337.5,-269.43,N/A,鼎炫-KY,2.61,📉 獲利侵蝕,11.466666666666667,2026-03,N/A,⚪ 中性觀察,-8.89,42.88,258.0
-1.17,2924.TWO,2025,0.0,269.74,-38.849999999999994,-269.74,-86.00%,宏太-KY,-0.22,📉 獲利侵蝕,0.0,2026-03,15.04%,⚪ 數據不足,10.0,-59.26,16.9500007629
3.3,2504.TW,2025,-1.41,268.33,120.45000000000002,-269.74,22.79%,國產,0.7,📉 獲利侵蝕,3.829389788293897,2026-03,27.76%,⚪ 中性觀察,-15.42,3.75,30.75
0.23,6692.TWO,2025,-237.31,32.58,7.95,-269.89,N/A,進能服,-0.92,📉 獲利侵蝕,43.39622641509434,2026-03,N/A,❌ 暫避觀望,-75.0,-34.63,23.0
0.98,2904.TW,2025,-128.13,142.21,37.5,-270.34000000000003,N/A,匯僑,-0.09,📉 獲利侵蝕,5.27999992372,2026-03,N/A,⚪ 中性觀察,-28.99,-3.71,13.1999998093
32.84,3406.TW,2025,2.07,273.05,1095.3000000000002,-270.98,20.51%,玉晶光,7.9,⚠️ 獲利稀釋,7.477403451109284,2026-03,34.25%,⚪ 中性觀察,-14.37,7.77,546.0
-1.45,3523.TWO,2025,-4.65,266.99,-66.15,-271.64,-404.30%,迎輝,-0.45,📉 獲利侵蝕,0.0,2026-03,-184.95%,⚪ 數據不足,34.68,-42.16,15.3000001907
0.61,6603.TWO,2025,50.0,322.32,13.2,-272.32,N/A,富強鑫,0.03,⚠️ 獲利稀釋,29.545454545454547,2026-03,N/A,❌ 暫避觀望,25.0,12.22,26.0
1.0,4164.TW,2025,160.0,432.53,30.749999999999996,-272.53,15.00%,承業醫,0.13,⚠️ 獲利稀釋,12.731707503170732,2026-03,31.61%,⚪ 中性觀察,-5.94,22.15,26.1000003815
9.65,4961.TW,2025,-43.25,229.47,382.04999999999995,-272.72,N/A,天鈺,1.86,📉 獲利侵蝕,6.772673733804476,2026-03,N/A,⚪ 中性觀察,-39.94,-6.28,172.5
2.14,2945.TW,2025,25.58,298.43,74.7,-272.85,1.25%,三商家購,0.54,⚠️ 獲利稀釋,8.373494129096384,2026-03,27.39%,⚪ 中性觀察,5.94,3.54,41.7000007629
-0.23,6198.TWO,2025,-42.86,230.0,-7.95,-272.86,N/A,瑞築,-0.1,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,23.33,-90.1,19.6000003815
-0.65,5220.TWO,2025,164.71,438.24,-10.8,-273.53,N/A,萬達光電,0.45,🔄 轉虧為盈,0.0,2026-03,N/A,⚪ 數據不足,-332.14,-0.13,20.4500007629
0.24,3226.TWO,2025,-98.33,175.44,-5.7,-273.77,4.48%,龍鋒,0.02,📉 獲利侵蝕,0.0,2026-03,15.90%,⚪ 數據不足,-95.68,-24.52,51.5999984741
8.73,6290.TWO,2025,4.3,278.53,318.45,-274.22999999999996,N/A,良維,2.68,⚠️ 獲利稀釋,9.514837494112106,2026-03,N/A,⚪ 中性觀察,31.08,26.34,202.0
0.47,2906.TW,2025,-22.22,252.41,11.55,-274.63,N/A,高林,0.07,📉 獲利侵蝕,17.077921582467532,2026-03,N/A,❌ 暫避觀望,-9.62,0.06,13.1499996185
-3.62,2923.TW,2025,113.33,390.11,-69.6,-276.78000000000003,-153.80%,鼎固-KY,0.02,🔄 轉虧為盈,0.0,2026-03,55.83%,⚪ 數據不足,-922.73,-32.33,27.2000007629
0.53,4543.TWO,2025,153.33,430.66,8.1,-277.33000000000004,7.11%,萬在,0.76,⚠️ 獲利稀釋,59.25925925925927,2026-03,25.17%,❌ 暫避觀望,-74.4,1.33,32.0
-1.13,6674.TW,2025,-191.43,86.45,-59.1,-277.88,N/A,鋐寶科技,-1.04,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,54.88,-36.53,15.25
2.4,8930.TWO,2025,-7.58,271.13,84.6,-278.71,N/A,青鋼,0.62,📉 獲利侵蝕,5.478723336613475,2026-03,N/A,⚪ 中性觀察,-20.27,-7.81,30.8999996185
-0.96,6578.TWO,2025,166.67,445.75,-21.15,-279.08000000000004,N/A,達邦蛋白,0.08,🔄 轉虧為盈,0.0,2026-03,N/A,⚪ 數據不足,-700.0,-8.43,18.7000007629
4.02,6165.TW,2025,-1.9,277.44,153.75,-279.34,N/A,浪凡,1.09,📉 獲利侵蝕,4.936585216985366,2026-03,N/A,⚪ 中性觀察,288.24,12.97,50.5999984741
0.48,6432.TWO,2025,55.56,334.94,13.950000000000001,-279.38,N/A,今展科,0.72,⚠️ 獲利稀釋,76.23656078053763,2026-03,N/A,❌ 暫避觀望,-71.34,10.3,70.9000015259
0.74,3540.TWO,2025,-74.58,205.16,20.7,-279.74,-3.44%,曜越,0.15,📉 獲利侵蝕,15.000000552826089,2026-03,27.46%,❌ 暫避觀望,155.22,29.09,20.7000007629
0.41,2413.TW,2025,240.0,521.37,-4.2,-281.37,3.38%,環科,0.51,⚠️ 獲利稀釋,0.0,2026-03,17.05%,⚪ 數據不足,193.18,3.52,40.7999992371
7.94,2421.TW,2025,30.64,312.22,285.75,-281.58000000000004,16.47%,建準,2.36,⚠️ 獲利稀釋,7.952755905511811,2026-03,32.82%,⚪ 中性觀察,45.05,27.72,151.5
5.97,8342.TWO,2025,-9.38,272.22,0.0,-281.6,N/A,益張,1.45,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-21.86,-5.89,0.0
7.64,6271.TW,2025,-32.26,249.4,270.9,-281.66,N/A,同欣電,1.89,📉 獲利侵蝕,10.714285714285715,2026-03,N/A,⚪ 中性觀察,-6.83,-4.53,193.5
1.55,1402.TW,2025,31.82,313.98,58.50000000000001,-282.16,6.69%,遠東新,0.61,⚠️ 獲利稀釋,7.05128205128205,2026-03,19.14%,⚪ 中性觀察,-21.93,-6.24,27.5
-0.5,6264.TWO,2025,0.0,283.09,-26.999999999999996,-283.09,N/A,富裔,-0.22,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-1080.0,-43.95,6.0599999428
3.95,6829.TWO,2025,16.43,299.83,147.45,-283.4,N/A,千附精密,1.63,⚠️ 獲利稀釋,19.48118006103764,2026-03,N/A,❌ 暫避觀望,-30.21,19.87,191.5
2.59,5443.TWO,2025,-56.82,226.98,94.2,-283.8,N/A,均豪,0.19,📉 獲利侵蝕,15.14331185893312,2026-03,N/A,❌ 暫避觀望,40.56,5.3,95.0999984741
1.36,6148.TWO,2025,-58.82,225.33,39.00000000000001,-284.15000000000003,N/A,驊宏資,0.07,📉 獲利侵蝕,10.788461245038459,2026-03,N/A,⚪ 中性觀察,-11.69,19.79,28.0499992371
10.99,6894.TWO,2025,72.41,356.69,428.40000000000003,-284.28,N/A,衛司特,4.5,⚠️ 獲利稀釋,12.14985994397759,2026-03,N/A,⚪ 中性觀察,29.29,40.66,347.0
2.05,2362.TW,2025,40.0,324.54,63.9,-284.54,N/A,藍天,0.61,⚠️ 獲利稀釋,11.854460093896714,2026-03,N/A,⚪ 中性觀察,-31.43,-23.26,50.5
3.59,6873.TW,2025,-62.69,222.27,100.80000000000001,-284.96000000000004,N/A,泓德能源,0.25,📉 獲利侵蝕,11.562499545863094,2026-03,N/A,⚪ 中性觀察,-65.19,-13.29,77.6999969482
2.68,9926.TW,2025,6.25,291.37,106.65,-285.12,N/A,新海,0.68,⚠️ 獲利稀釋,6.933895813938116,2026-03,N/A,⚪ 中性觀察,1.52,5.91,49.2999992371
1.92,2545.TW,2025,-102.86,182.49,117.30000000000001,-285.35,N/A,皇翔,-0.01,📉 獲利侵蝕,4.111253392058823,2026-03,N/A,⚪ 中性觀察,-80.22,-50.97,32.1500015259
-0.55,8374.TW,2025,79.17,364.8,15.899999999999997,-285.63,N/A,羅昇,0.43,🔄 轉虧為盈,76.32075615650945,2026-03,N/A,❌ 暫避觀望,-191.67,23.94,80.9000015259
6.57,9958.TW,2025,86.52,372.28,263.70000000000005,-285.76,N/A,世紀鋼,2.63,⚠️ 獲利稀釋,6.456200227531285,2026-03,N/A,⚪ 中性觀察,-2.48,15.94,113.5
8.07,1513.TW,2025,8.57,295.87,295.2,-287.3,17.59%,中興電,1.94,⚠️ 獲利稀釋,8.003048780487806,2026-03,27.00%,⚪ 中性觀察,10.14,7.18,157.5
1.66,3317.TWO,2025,13.51,301.45,85.05,-287.94,15.60%,尼克森,0.84,⚠️ 獲利稀釋,11.869489074391536,2026-03,29.13%,⚪ 中性觀察,-33.33,9.65,67.3000030518
46.57,3665.TW,2025,37.66,326.04,1645.05,-288.38,18.37%,貿聯-KY,11.66,⚠️ 獲利稀釋,20.060180541624874,2026-03,31.93%,❌ 暫避觀望,98.71,31.74,2200.0
2.28,4148.TW,2025,-60.0,228.62,73.19999999999999,-288.62,9.28%,全宇生技-KY,0.08,📉 獲利侵蝕,6.2090162371106565,2026-03,28.39%,⚪ 中性觀察,13.43,19.95,30.2999992371
0.78,1470.TW,2025,34.78,324.71,22.200000000000003,-289.92999999999995,18.03%,大統新創,0.31,⚠️ 獲利稀釋,15.33783835331081,2026-03,30.30%,❌ 暫避觀望,-30.97,1.99,22.7000007629
3.63,7788.TW,2025,11.56,301.8,130.2,-290.24,N/A,松川精密,2.22,⚠️ 獲利稀釋,27.07373271889401,2026-03,N/A,❌ 暫避觀望,-51.37,7.87,235.0
5.62,1342.TW,2025,16.2,308.39,215.85,-292.19,N/A,八貫,2.08,⚠️ 獲利稀釋,7.227241139680334,2026-03,N/A,⚪ 中性觀察,-8.97,13.91,104.0
5.23,4442.TWO,2025,-26.58,265.83,200.70000000000002,-292.40999999999997,10.88%,竣邦-KY,1.17,📉 獲利侵蝕,3.8191329203363225,2026-03,27.73%,⚪ 中性觀察,52.37,29.61,51.0999984741
6.45,3479.TWO,2025,18.09,310.78,251.85,-292.69,N/A,安勤,2.22,⚠️ 獲利稀釋,8.24895771292436,2026-03,N/A,⚪ 中性觀察,-5.85,11.55,138.5
-0.49,2722.TW,2025,-23.53,269.43,-19.5,-292.96000000000004,-30.10%,夏都,-0.21,📉 獲利侵蝕,0.0,2026-03,27.13%,⚪ 數據不足,-2550.0,-9.87,21.8999996185
1.38,5353.TWO,2025,-7.55,285.87,50.699999999999996,-293.42,N/A,台林,0.5,📉 獲利侵蝕,8.461538574408284,2026-03,N/A,⚪ 中性觀察,-36.28,-1.77,28.6000003815
-1.15,6240.TWO,2025,-22.86,270.61,-60.44999999999999,-293.47,N/A,松崗,-0.43,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-428.57,-1.12,18.8500003815
1.16,8941.TWO,2025,-14.47,280.23,51.45,-294.70000000000005,N/A,關中,1.36,📉 獲利侵蝕,12.6530616693586,2026-03,N/A,⚪ 中性觀察,-77.08,-5.35,43.4000015259
5.56,5314.TWO,2025,-52.56,242.32,152.7,-294.88,N/A,世紀*,0.37,📉 獲利侵蝕,5.893909626719057,2026-03,N/A,⚪ 中性觀察,-69.48,373.32,60.0
0.55,8222.TW,2025,19.35,314.37,16.35,-295.02,N/A,寶一,0.37,⚠️ 獲利稀釋,34.54128580357798,2026-03,N/A,❌ 暫避觀望,-63.09,16.61,37.6500015259
4.36,6284.TWO,2025,-70.52,224.56,140.85000000000002,-295.08,N/A,佳邦,0.51,📉 獲利侵蝕,7.8061771088178915,2026-03,N/A,⚪ 中性觀察,-34.8,3.44,73.3000030518
0.17,5227.TWO,2025,-175.0,120.26,-4.199999999999994,-295.26,N/A,立凱-KY,-1.43,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,104.91,-32.24,33.7000007629
4.21,1618.TW,2025,27.64,323.3,169.35,-295.66,N/A,合機,1.57,⚠️ 獲利稀釋,3.405668800965456,2026-03,N/A,⚪ 中性觀察,13.48,3.01,38.4500007629
0.37,1587.TW,2025,300.0,596.06,10.799999999999999,-296.05999999999995,2.96%,吉茂,0.04,⚠️ 獲利稀釋,33.819444974305554,2026-03,18.05%,❌ 暫避觀望,188.1,23.11,24.3500003815
4.34,6913.TWO,2025,40.18,336.78,167.7,-296.59999999999997,N/A,鴻呈,1.58,⚠️ 獲利稀釋,13.059033989266547,2026-03,N/A,⚪ 中性觀察,-2.92,21.66,146.0
4.56,2488.TW,2025,9.52,307.38,163.65,-297.86,7.42%,漢平,0.92,⚠️ 獲利稀釋,4.491292392300641,2026-03,19.83%,⚪ 中性觀察,-12.98,-9.29,49.0
2.51,6597.TWO,2025,-136.07,163.62,60.44999999999999,-299.69,N/A,立誠,-0.45,📉 獲利侵蝕,16.30272877126551,2026-03,N/A,❌ 暫避觀望,-48.7,-11.79,65.6999969482
3.71,1341.TW,2025,29.6,329.53,137.7,-299.92999999999995,12.74%,富林-KY,1.62,⚠️ 獲利稀釋,6.383442099575164,2026-03,23.43%,⚪ 中性觀察,-30.65,-7.95,58.5999984741
4.27,3484.TWO,2025,-34.37,265.7,155.39999999999998,-300.07,N/A,崧騰,0.63,📉 獲利侵蝕,4.990347563986487,2026-03,N/A,⚪ 中性觀察,3.41,6.42,51.7000007629
0.22,5450.TWO,2025,-22.22,277.89,4.050000000000001,-300.11,N/A,南良,0.07,📉 獲利侵蝕,52.96296366925926,2026-03,N/A,❌ 暫避觀望,-80.53,-8.96,14.3000001907
3.08,9924.TW,2025,-49.06,251.13,98.39999999999999,-300.19,N/A,福興,0.54,📉 獲利侵蝕,5.9527437861432935,2026-03,N/A,⚪ 中性觀察,-26.71,-8.15,39.0499992371
2.24,5902.TWO,2025,-14.81,285.59,85.35000000000001,-300.4,N/A,德記,0.46,📉 獲利侵蝕,6.0281193738312835,2026-03,N/A,⚪ 中性觀察,6.16,2.91,34.2999992371
-1.3,3499.TWO,2025,-59.38,241.39,-57.15,-300.77,-8.96%,環天科,-0.51,📉 獲利侵蝕,0.0,2026-03,23.89%,⚪ 數據不足,-6600.0,-18.27,13.0
5.46,2645.TW,2025,73.15,374.3,216.15,-301.15,9.96%,長榮航太,2.58,⚠️ 獲利稀釋,13.393476752255378,2026-03,14.11%,⚪ 中性觀察,11.43,11.63,193.0
-0.8,2509.TW,2025,-9.76,291.48,-36.75,-301.24,N/A,全坤建,-0.45,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-480.95,-81.41,13.0
4.01,6469.TWO,2025,-31.4,269.93,154.2,-301.33,N/A,大樹,0.83,📉 獲利侵蝕,6.819065999426071,2026-03,N/A,⚪ 中性觀察,-22.33,9.39,70.0999984741
2.3,5432.TWO,2025,68.75,370.94,61.800000000000004,-302.19,N/A,新門,0.27,⚠️ 獲利稀釋,26.09223300970874,2026-03,N/A,❌ 暫避觀望,69.12,6.1,107.5
16.28,7744.TWO,2025,41.75,344.68,631.05,-302.93,N/A,崴寶,5.66,⚠️ 獲利稀釋,11.171856429759924,2026-03,N/A,⚪ 中性觀察,41.2,59.94,470.0
0.1,7402.TWO,2025,-195.24,108.1,-6.15,-303.34000000000003,N/A,邑錡,-0.4,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-93.2,2.56,103.5
22.45,6670.TW,2025,-20.46,283.01,825.45,-303.46999999999997,N/A,復盛應用,6.96,📉 獲利侵蝕,4.870070870434309,2026-03,N/A,⚪ 中性觀察,-18.94,5.01,268.0
4.99,3374.TWO,2025,12.7,316.58,165.0,-303.88,27.31%,精材,1.42,⚠️ 獲利稀釋,27.863636363636363,2026-03,32.82%,❌ 暫避觀望,-18.86,2.53,306.5
1.86,3624.TWO,2025,38.89,342.78,65.1,-303.89,7.20%,光頡,0.75,⚠️ 獲利稀釋,17.23502374465438,2026-03,23.30%,❌ 暫避觀望,-9.71,3.65,74.8000030518
-1.13,6988.TW,2025,-150.0,153.95,-24.15,-303.95,N/A,威力暘-創,-0.05,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-337.5,-10.48,12.6499996185
1.42,1563.TW,2025,-61.07,243.32,71.55000000000001,-304.39,3.31%,巧新,0.6,📉 獲利侵蝕,12.327043865220125,2026-03,18.31%,⚪ 中性觀察,-56.6,-6.64,58.7999992371
-4.64,3545.TW,2025,-97.44,207.42,-28.650000000000006,-304.86,-7.17%,敦泰,0.02,🔄 轉虧為盈,0.0,2026-03,20.78%,⚪ 數據不足,-270.99,-17.79,50.4000015259
4.58,6887.TW,2025,-141.61,163.56,0.0,-305.17,N/A,寶綠特-KY,-0.62,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-40.21,-12.03,0.0
5.48,3265.TWO,2025,14.29,319.74,197.55,-305.45,19.26%,台星科,1.76,⚠️ 獲利稀釋,11.655277145026574,2026-03,25.97%,⚪ 中性觀察,-12.04,11.55,153.5
1.06,4433.TWO,2025,-53.33,253.31,-13.649999999999997,-306.64,9.68%,興采,0.14,📉 獲利侵蝕,0.0,2026-03,22.41%,⚪ 數據不足,46.48,12.09,19.6000003815
9.97,5520.TWO,2025,3.33,310.34,384.6,-307.01,N/A,力泰,2.48,⚠️ 獲利稀釋,3.2566302652106085,2026-03,N/A,⚪ 中性觀察,10.9,2.6,83.5
11.51,2327.TW,2025,-63.79,244.27,662.1,-308.06,24.28%,國巨*,3.9,📉 獲利侵蝕,12.233801540552786,2026-03,37.30%,⚪ 中性觀察,-69.45,9.26,540.0
1.24,3059.TW,2025,0.0,308.22,46.349999999999994,-308.22,2.92%,華晶科,0.26,📉 獲利侵蝕,12.993528001909386,2026-03,23.91%,⚪ 中性觀察,18.27,20.59,40.1500015259
7.91,6214.TW,2025,164.0,473.15,289.65000000000003,-309.15,N/A,精誠,2.64,⚠️ 獲利稀釋,7.5867426204039345,2026-03,N/A,⚪ 中性觀察,9.74,12.89,146.5
2.61,3168.TW,2025,7.14,317.56,94.65,-310.42,8.89%,眾福科,0.6,⚠️ 獲利稀釋,6.727416919635498,2026-03,25.14%,⚪ 中性觀察,-6.99,0.46,42.4500007629
2.35,6221.TWO,2025,-55.13,255.86,92.85,-310.99,N/A,晉泰,0.35,📉 獲利侵蝕,3.3441035158158323,2026-03,N/A,⚪ 中性觀察,-33.33,2.45,20.7000007629
1.33,1227.TW,2025,33.33,345.16,49.65,-311.83000000000004,4.10%,佳格,0.52,⚠️ 獲利稀釋,8.80664641042296,2026-03,23.19%,⚪ 中性觀察,-30.16,-3.8,29.1499996185
3.26,6173.TWO,2025,70.0,381.92,112.64999999999999,-311.92,N/A,信昌電,1.19,⚠️ 獲利稀釋,21.03861517976032,2026-03,N/A,❌ 暫避觀望,11.72,8.9,158.0
0.51,5244.TW,2025,-211.63,101.24,13.35,-312.87,N/A,弘凱,-0.48,📉 獲利侵蝕,37.247192725730336,2026-03,N/A,❌ 暫避觀望,-79.59,-1.9,33.1500015259
-0.52,1316.TW,2025,41.38,356.44,-30.449999999999996,-315.06,-1.86%,上曜,-0.19,⚠️ 獲利稀釋,0.0,2026-03,30.65%,⚪ 數據不足,35.21,195.34,10.0500001907
4.13,4569.TW,2025,29.03,344.16,169.65,-315.13,0.74%,六方科-KY,3.22,⚠️ 獲利稀釋,14.588859416445622,2026-03,15.14%,⚪ 中性觀察,-47.66,25.19,165.0
0.27,6508.TWO,2025,-12.2,303.58,15.450000000000001,-315.78,N/A,惠光,0.36,📉 獲利侵蝕,25.92233083776699,2026-03,N/A,❌ 暫避觀望,-74.77,-4.08,26.7000007629
1.5,2105.TW,2025,26.67,343.04,60.44999999999999,-316.37,6.75%,正新,0.57,⚠️ 獲利稀釋,7.7915631807692325,2026-03,22.84%,⚪ 中性觀察,-39.27,-5.68,31.3999996185
-0.34,3591.TW,2025,22.22,338.66,0.0,-316.44000000000005,-2.51%,艾笛森,0.12,🔄 轉虧為盈,0.0,2026-03,21.48%,⚪ 數據不足,-132.32,-9.81,0.0
2.2,5009.TWO,2025,-24.19,293.89,75.0,-318.08,N/A,榮剛,0.5,📉 獲利侵蝕,6.56999969482,2026-03,N/A,⚪ 中性觀察,-50.0,-10.14,32.8499984741
3.0,6863.TW,2025,-75.79,242.64,129.75,-318.43,N/A,永道-KY,0.61,📉 獲利侵蝕,15.086705202312139,2026-03,N/A,❌ 暫避觀望,-73.47,-14.3,130.5
-2.07,6431.TW,2025,-5.26,313.28,-73.94999999999999,-318.53999999999996,N/A,光麗-KY,-0.4,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,17.15,-1.12,18.9500007629
-0.09,6969.TW,2025,-150.0,168.9,-9.3,-318.9,N/A,成信實業*-創,-0.05,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,95.65,79.86,35.5
-0.92,6617.TWO,2025,-244.44,74.47,-30.450000000000003,-318.90999999999997,N/A,共信-KY,-0.32,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-38.46,13.75,96.3000030518
-1.35,5230.TWO,2025,44.9,364.7,-60.6,-319.8,N/A,雷笛克光學,-0.28,⚠️ 獲利稀釋,0.0,2026-03,N/A,⚪ 數據不足,-338.6,-14.66,17.25
0.06,5015.TWO,2025,-48.98,271.71,-13.799999999999999,-320.69,N/A,華祺,0.25,📉 獲利侵蝕,0.0,2026-03,N/A,⚪ 數據不足,-97.61,-4.99,21.4500007629
13.02,3023.TW,2025,-6.49,314.69,505.34999999999997,-321.18,9.15%,信邦,3.6,📉 獲利侵蝕,9.439002671415851,2026-03,23.64%,⚪ 中性觀察,-11.43,-6.24,318.0
10.26,3357.TWO,2025,13.18,334.59,388.79999999999995,-321.40999999999997,14.20%,臺慶科,2.51,⚠️ 獲利稀釋,7.986111111111112,2026-03,28.44%,⚪ 中性觀察,30.29,20.3,207.0
19.47,2368.TW,2025,89.33,411.46,705.45,-322.13,24.30%,金像電,6.87,⚠️ 獲利稀釋,20.880289177120986,2026-03,33.66%,❌ 暫避觀望,64.8,54.05,982.0
1.1,3038.TW,2025,-30.61,292.45,38.550000000000004,-323.06,0.16%,全台,0.37,📉 獲利侵蝕,8.093384917159533,2026-03,20.87%,⚪ 中性觀察,-50.0,-16.5,20.7999992371
0.66,4561.TWO,2025,-7.41,316.3,19.650000000000002,-323.71000000000004,4.03%,健椿,0.25,📉 獲利侵蝕,33.47328127793893,2026-03,19.95%,❌ 暫避觀望,-79.88,-22.51,43.8499984741
3.45,1582.TW,2025,-66.67,257.7,130.05,-324.37,5.11%,信錦,0.35,📉 獲利侵蝕,8.108420190519032,2026-03,21.08%,⚪ 中性觀察,-51.27,-7.71,70.3000030518
1.81,2415.TW,2025,41.67,366.19,63.6,-324.52,12.75%,錩新,0.35,⚠️ 獲利稀釋,7.441037555919811,2026-03,25.38%,⚪ 中性觀察,58.77,3.4,31.5499992371
1.72,9908.TW,2025,18.52,345.97,64.64999999999999,-327.45000000000005,N/A,大台北,0.33,⚠️ 獲利稀釋,6.7633409787703025,2026-03,N/A,⚪ 中性觀察,0.6,1.69,29.1499996185
6.22,6732.TWO,2025,5.8,333.31,242.10000000000002,-327.51,N/A,昇佳電子,2.19,⚠️ 獲利稀釋,9.789343246592317,2026-03,N/A,⚪ 中性觀察,-43.71,-7.67,158.0
2.49,2397.TW,2025,-18.28,310.12,113.25000000000001,-328.4,-1.87%,友通,0.76,📉 獲利侵蝕,8.76821151631788,2026-03,25.36%,⚪ 中性觀察,-28.03,14.61,66.1999969482
2.37,2497.TW,2025,2.67,331.39,78.75,-328.71999999999997,10.08%,怡利電,0.8,⚠️ 獲利稀釋,9.047619047619047,2026-03,25.76%,⚪ 中性觀察,-21.36,-3.38,47.5
3.12,2453.TW,2025,1.12,330.21,115.50000000000001,-329.09,4.56%,凌群,0.9,⚠️ 獲利稀釋,6.857142758064935,2026-03,24.39%,⚪ 中性觀察,1.96,7.21,52.7999992371
4.02,6967.TWO,2025,66.67,397.14,140.85000000000002,-330.46999999999997,N/A,汎瑋材料,1.07,⚠️ 獲利稀釋,7.252396003631523,2026-03,N/A,⚪ 中性觀察,26.43,5.45,68.0999984741
1.56,4739.TW,2025,747.83,1078.36,51.45,-330.52999999999986,8.56%,康普,1.51,⚠️ 獲利稀釋,24.54810406653061,2026-03,14.91%,❌ 暫避觀望,9.15,51.17,84.1999969482
1.35,8074.TWO,2025,116.67,447.51,45.3,-330.84,N/A,鉅橡,0.52,⚠️ 獲利稀釋,17.682119710562915,2026-03,N/A,❌ 暫避觀望,15.38,4.4,53.4000015259
