股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,57.80,601,64.28,36.61,---,3.53%,貼軌運行,無,無,股價於高位貼軌 (57.80 > 1.5σ)，動能強勁,貼軌運行
7806,精華生醫,63.00,29,80.50,57.60,---,---,均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (63.00 > 1.5σ)，動能強勁,貼軌運行
6831,邁科,637.00,1695,956.00,153.36,---,0.74%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.46,1944,30.21,26.53,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.33%,均線糾擺
6153,嘉聯益,16.40,5059,24.45,13.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,172.00,6816,346.94,79.40,---,4.05%,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,59.90,236,98.20,37.00,📅 預告 (20260812),3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.20,0,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.64%,均線糾擺
3479,安勤,138.50,1195,156.50,83.70,📅 預告 (20260819),5.22%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.44%,均線糾擺
1789,神隆,18.90,676,28.25,16.65,---,2.02%,均線糾擺,無,無,MA 乖離率僅 1.31%,均線糾擺
3171,炎洲流通,66.20,8,79.40,38.90,---,7.01%,貼軌運行,無,無,股價於高位貼軌 (66.20 > 1.5σ)，動能強勁,貼軌運行
4721,美琪瑪,71.70,331,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.53,46,3.51,2.53,---,1.89%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (2.54),離開盤整 (向下)
6924,榮惠-KY創,110.00,19,193.50,47.80,---,7.45%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,394.00,2040,573.00,268.50,---,4.08%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,11.65,840,17.15,11.30,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.37%,均線糾擺
00876,元大全球5G,88.00,126,107.70,37.15,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.77,6612,11.43,5.32,---,---,均線糾擺,無,無,MA 乖離率僅 1.01%,均線糾擺
4961,天鈺,172.50,1493,188.00,135.00,---,5.89%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (172.50 > 1.5σ)，動能強勁,貼軌運行
2012,春雨,15.05,41,18.23,14.15,---,5.31%,離開盤整 (向下),無,無,跌破布林下軌 (15.06),離開盤整 (向下)
8114,振樺電,225.50,1164,283.50,164.00,---,2.62%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,52.40,1,66.90,24.50,---,---,進入盤整,無,無,ADX 為 11.24 (低於 20),進入盤整
8028,昇陽半導體,254.00,5888,356.50,128.00,---,1.49%,進入盤整,無,連1日大跌,ADX 為 15.98 (低於 20),進入盤整
6972,博瑞達應材,24.15,0,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.20%,均線糾擺
6443,元晶,26.00,2502,52.30,11.95,---,1.64%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00990,主動元大AI新經濟,10.09,778,10.11,9.99,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.19%,均線糾擺
2748,雲品,38.35,79,49.24,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.93%,均線糾擺
6525,捷敏-KY,135.50,2907,221.00,67.50,---,5.85%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
006205,富邦上証,41.80,375,42.30,32.40,---,---,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (41.80 > 1.5σ)，動能強勁,貼軌運行
6877,鏵友益,122.00,55,186.00,80.00,---,0.1%,進入盤整,無,無,ADX 為 14.04 (低於 20),進入盤整
4582,聚恆-創,29.00,174,43.20,17.05,---,---,資料不足 -> 貼軌運行,無,無,股價於高位貼軌 (29.00 > 1.5σ)，動能強勁,貼軌運行
2758,路易莎咖啡,70.80,0,104.34,64.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
1802,台玻,53.10,22286,76.60,21.55,---,---,進入盤整,無,無,ADX 為 17.09 (低於 20),進入盤整
7642,昶瑞機電,80.10,27,129.00,63.20,---,4.08%,均線糾擺,無,無,MA 乖離率僅 1.01%,均線糾擺
9938,百和,42.10,1392,60.40,42.10,---,5.67%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4442,竣邦-KY,51.10,138,72.60,45.50,---,5.25%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00635,期元大S&P黃金,44.35,3746,60.55,35.95,---,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (43.96)，進入噴發段,強勢突破 (軌外)
2408,南亞科,457.00,70438,505.00,42.20,---,0.32%,進入盤整,無,無,ADX 為 11.36 (低於 20),進入盤整
2539,櫻花建,43.30,788,57.09,33.20,---,0.83%,貼軌運行,無,無,股價於高位貼軌 (43.30 > 1.5σ)，動能強勁,貼軌運行
2504,國產,30.75,5602,39.65,30.30,---,6.39%,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
5546,永固-KY,14.00,37,28.45,13.50,---,6.57%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3086,華義*,27.15,123,43.50,13.35,---,0.17%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,634.00,6226,634.00,273.50,---,2.49%,貼軌運行,無,無,股價於高位貼軌 (634.00 > 1.5σ)，動能強勁,貼軌運行
3050,鈺德,11.25,337,15.30,10.65,---,3.5%,均線糾擺,無,無,MA 乖離率僅 1.23%,均線糾擺
00984,大華優利美A債15,16.07,949,16.82,14.89,---,0.48%,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
6591,動力-KY,44.70,108,98.76,42.30,---,3.5%,均線糾擺,無,無,MA 乖離率僅 0.50%,均線糾擺
6176,瑞儀,83.40,3946,139.27,82.30,---,7.07%,均線糾擺,無,無,MA 乖離率僅 0.55%,均線糾擺
6811,宏�硌穈T,230.50,168,263.00,182.50,---,3.86%,均線糾擺,無,無,MA 乖離率僅 1.11%,均線糾擺
4544,春日,13.40,1,17.95,13.10,---,---,離開盤整 (向下),無,無,跌破布林下軌 (13.49),離開盤整 (向下)
9949,琉園,23.55,19,36.70,15.58,---,8.09%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
4510,高鋒,40.10,2234,55.20,33.00,---,4.14%,進入盤整,隔一漲,無,ADX 為 18.84 (低於 20),進入盤整
6194,育富,29.70,25,39.65,29.20,---,5.78%,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
6124,業強,26.85,7,37.95,23.30,---,---,均線糾擺,無,無,MA 乖離率僅 1.05%,均線糾擺
00757,統一FANG+,139.65,699,141.95,101.15,---,---,貼軌運行,無,無,股價於高位貼軌 (139.65 > 1.5σ)，動能強勁,貼軌運行
2101,南港,35.50,3906,45.45,29.75,---,1.99%,均線糾擺 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (35.32)，進入噴發段,強勢突破 (軌外)
00945,凱基美國非投等債,14.68,2333,14.72,13.11,---,0.6%,均線糾擺,無,無,MA 乖離率僅 0.14%,均線糾擺
4556,旭然,83.00,102,132.50,22.45,---,1.17%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1612,宏泰,31.65,1512,40.65,29.60,---,5.79%,均線糾擺,無,無,MA 乖離率僅 0.65%,均線糾擺
6624,萬年清,43.95,2,72.50,31.85,---,1.56%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (43.95 > 1.5σ)，動能強勁,貼軌運行
3081,聯亞,2305.00,5998,3160.00,373.00,📅 預告 (20260812),0.14%,強勢突破 (軌外),無,無,股價衝破布林上軌 (2292.44)，進入噴發段,強勢突破 (軌外)
9925,新保,40.05,300,40.60,38.16,---,---,均線糾擺,無,無,MA 乖離率僅 0.46%,均線糾擺
8446,華研,85.10,44,95.60,83.00,---,8.07%,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
00685,群益臺灣加權正2,11.01,219309,329.55,9.16,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6446,藥華藥,1240.00,3186,1395.00,442.00,📅 預告 (20260812),0.22%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
009813,貝萊德標普卓越50,11.49,904,11.56,9.64,---,---,貼軌運行,無,無,股價於高位貼軌 (11.49 > 1.5σ)，動能強勁,貼軌運行
6485,點序,61.50,291,124.50,50.00,---,0.96%,進入盤整,無,無,ADX 為 13.91 (低於 20),進入盤整
6294,智基,26.85,7,56.63,26.30,---,5.98%,均線糾擺,無,無,MA 乖離率僅 0.62%,均線糾擺
5403,中菲,92.50,26,118.35,84.50,---,5.04%,均線糾擺,無,無,MA 乖離率僅 0.86%,均線糾擺
6775,穎台科技,29.95,112,72.30,20.40,---,---,趨勢運行 -> 進入盤整,無,無,ADX 為 19.98 (低於 20),進入盤整
00981,平衡凱基雙核收息,10.47,5803,10.58,9.91,---,0.67%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.08%,均線糾擺
5455,昇益,28.55,7,32.00,22.55,---,---,均線糾擺,無,無,MA 乖離率僅 0.73%,均線糾擺
2374,佳能,70.00,3503,94.96,52.09,---,0.56%,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6113,亞矽,23.60,976,29.85,18.45,---,1.65%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6912,益鈞環科*,12.20,14,20.40,11.65,---,---,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
6804,明係,18.80,117,23.50,15.00,---,---,進入盤整,無,無,ADX 為 15.77 (低於 20),進入盤整
