id,name,price,signal,pnl,count,win_rate,reason
7781.TWO,昕力資*,24.8999996185,☁️ 觀望,267.49,5,80.0,[P:0.95/8.0] [📉 轉弱] 等待機會
6949.TW,沛爾生醫-創,977.0,☁️ 觀望,257.35,9,66.67,[P:0.95/8.0] [🚀 極強] 等待機會
7419.TWO,達勝,60.0,🟡 預警 (⚡ 糾結噴發),243.13,8,75.0,[P:0.95/50.0] [📉 轉弱] 均線糾結且短均線轉強
6727.TWO,亞泰金屬,400.0,☁️ 觀望,217.03,9,33.33,[P:0.95/8.0] [📉 轉弱] 等待機會
7742.TWO,天弘化,89.0999984741,☁️ 觀望,214.04,6,50.0,[P:0.95/8.0] [📉 轉弱] 等待機會
5498.TWO,凱崴,50.0999984741,🟡 預警 (🚀 動能初現),183.09,8,50.0,[P:0.95/8.0] [📉 轉弱] 帶量突破短高 (漲幅:4.6%)
6983.TWO,華洋精機,304.0,☁️ 觀望,169.56,6,83.33,[P:0.95/8.0] [📉 轉弱] 等待機會
6945.TWO,圓祥生技,96.9000015259,☁️ 觀望,166.78,6,66.67,[P:0.95/8.0] [📉 轉弱] 等待機會
3577.TWO,泓格,138.0,☁️ 觀望,154.36,5,60.0,[P:0.95/50.0] [🚀 極強] 等待機會
6990.TWO,華鉬,156.0,☁️ 觀望,149.85,9,44.44,[P:0.95/8.0] [🚀 極強] 等待機會
6878.TWO,歐付寶,27.2000007629,🟡 預警 (🚀 動能初現),135.02,5,40.0,[P:0.95/50.0] [🚀 極強] 帶量突破短高 (漲幅:17.0%)
6830.TW,汎銓,425.0,🚀 持股,119.43,11,36.36,[🚀 爆發 5D30%] [P:0.95/8.0] [🚀 極強] 趨勢維持
6672.TW,騰輝電子-KY,232.5,🟡 預警 (🚀 動能初現),118.1,9,44.44,[P:0.95/8.0] [📉 轉弱] 帶量突破短高 (漲幅:5.4%)
4916.TW,事欣科,108.0,🟡 預警 (🚀 動能初現),116.27,4,100.0,[P:0.95/8.0] [⏳ 猶豫] 帶量突破短高 (漲幅:3.8%)
00877.TWO,復華中國5G,36.8699989319,☁️ 觀望,111.97,8,50.0,[P:0.95/8.0] [📉 轉弱] 等待機會
4949.TW,有成精密,67.5,☁️ 觀望,102.04,8,75.0,[P:0.95/8.0] [📉 轉弱] 等待機會
6707.TWO,富基電通,32.8499984741,🟡 預警 (🚀 動能初現),101.07,7,57.14,[P:0.95/8.0] [🚀 極強] 帶量突破短高 (漲幅:3.8%)
