代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6770.TW,力積電,65.5,38629,48,3182,20260807,-19482,278779,298261,-14.3x,20.18%,▲ 順勢追意
8112.TW,至上,91.2,3953,-45,115,20260807,-70459,54766,125226,-0.8x,13.57%,▲ 順勢追意
8039.TW,台虹,237.5,1456,211,255,20260807,-48359,30333,78692,-0.6x,36.89%,▲ 順勢追意
6165.TW,浪凡,50.6,-73,0,0,20260807,-44804,-27,44777,0.0x,4.22%,🚨 外資提款
6166.TW,凌華,141.0,17,0,-32,20260807,-31846,6767,38614,-0.2x,24.78%,▲ 順勢追意
6226.TW,光鼎,22.05,635,-7,24,20260807,-38735,-5052,33682,0.1x,12.50%,🚨 外資提款
6243.TW,迅杰,47.9,-970,0,0,20260807,-35948,-3812,32136,0.1x,-5.52%,🚨 外資提款
3706.TW,神達,91.7,7494,476,305,20260807,-2155,27538,29694,-12.8x,4.92%,▲ 順勢追意
4967.TW,十銓,280.0,2102,0,154,20260807,8890,37794,28904,4.3x,19.91%,▲ 順勢追意
6206.TW,飛捷,144.0,757,-453,75,20260807,-1965,21893,23859,-11.1x,15.20%,▲ 順勢追意
6209.TW,今國光,74.3,229,0,339,20260807,-8303,7865,16168,-0.9x,17.84%,▲ 順勢追意
6176.TW,瑞儀,83.4,856,-3,-14,20260807,-13083,-881,12201,0.1x,1.34%,🚨 外資提款
6269.TW,台郡,66.6,424,0,91,20260807,-6121,5880,12002,-1.0x,35.37%,▲ 順勢追意
6139.TW,亞翔,802.0,635,-314,107,20260807,-10886,299,11185,-0.0x,13.44%,▲ 順勢追意
4938.TW,和碩,87.1,-318,235,-257,20260807,-646,9631,10277,-14.9x,3.20%,▲ 順勢追意
5388.TW,中磊,91.4,562,0,-63,20260807,1556,10989,9432,7.1x,11.06%,▲ 順勢追意
8131.TW,福懋科,62.7,-1509,0,-73,20260807,-5065,4338,9404,-0.9x,11.57%,▲ 順勢追意
6202.TW,盛群,59.9,-315,0,-47,20260807,-828,7416,8244,-9.0x,12.17%,▲ 順勢追意
6505.TW,台塑化,71.0,1818,116,-188,20260807,-5985,381,6366,-0.1x,0.28%,★ 壓低偷買
6141.TW,柏承,34.1,-199,0,-2,20260807,-6299,61,6361,-0.0x,13.29%,▲ 順勢追意
6153.TW,嘉聯益,16.4,552,0,26,20260807,-5454,600,6054,-0.1x,16.73%,▲ 順勢追意
4916.TW,事欣科,108.0,316,0,22,20260807,734,6486,5751,8.8x,13.68%,▲ 順勢追意
8105.TW,凌巨,16.4,-3,-14,1,20260807,-5405,301,5706,-0.1x,4.13%,▲ 順勢追意
8932.TWO,智通*,98.0,63,-4,48,20260807,-4568,440,5008,-0.1x,10.48%,▲ 順勢追意
6282.TW,康舒,47.15,-1035,0,46,20260807,1557,6464,4907,4.2x,11.20%,▲ 順勢追意
9939.TW,宏全,144.5,3241,0,31,20260807,1534,5847,4312,3.8x,12.89%,▲ 順勢追意
6257.TW,矽格,199.5,-81,-197,81,20260807,-3270,567,3838,-0.2x,6.97%,▲ 順勢追意
8114.TW,振樺電,225.5,76,0,29,20260807,-1039,2738,3778,-2.6x,15.35%,▲ 順勢追意
6672.TW,騰輝電子-KY,229.0,216,-5,-12,20260807,-3084,351,3436,-0.1x,15.66%,▲ 順勢追意
6213.TW,聯茂,389.0,-1575,-16,126,20260807,12623,15751,3128,1.2x,47.91%,▲ 順勢追意
3704.TW,合勤控,45.85,-745,0,-9,20260807,-113,2952,3066,-26.0x,10.75%,▲ 順勢追意
5521.TW,工信,10.15,-25,0,-10,20260807,-1656,1050,2706,-0.6x,5.29%,▲ 順勢追意
8299.TWO,群聯,2020.0,632,-56,203,20260807,1206,3907,2701,3.2x,23.17%,▲ 順勢追意
