股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
7751.TWO,竑騰,🔥 訊號出現,1665.0,66.27,🟢 黃金標的,42.86%,57.14%,5.44%,-4.22%,7,1594.68,0.5714,0.0544
6909.TW,創控,🔥 訊號出現,48.4500007629,58.99,🟢 黃金標的,42.86%,57.14%,4.42%,-6.49%,7,45.3,0.5714,0.0442
1309.TW,台達化,🔥 訊號出現,25.9500007629,79.67,🟢 黃金標的,28.57%,57.14%,6.17%,-5.04%,7,24.64,0.5714,0.0617
6830.TW,汎銓,🔥 訊號出現,565.0,77.95,🟢 黃金標的,44.44%,55.56%,11.73%,-5.04%,9,536.5,0.5556,0.1173
6727.TWO,亞泰金屬,🔥 訊號出現,358.0,68.73,🟡 妖股/高波動,28.57%,42.86%,5.21%,-3.13%,7,346.78,0.4286,0.0521
00642U.TW,期元大S&P石油,🔥 訊號出現,28.4799995422,61.1,⚪ 一般監控,50.00%,50.00%,3.72%,-6.57%,6,26.61,0.5,0.0372
3714.TW,富采,🔥 訊號出現,54.2000007629,71.89,⚪ 一般監控,16.67%,50.00%,5.66%,-4.47%,6,51.78,0.5,0.0566
6246.TWO,臺龍,🔥 訊號出現,16.9500007629,53.01,⚪ 一般監控,50.00%,50.00%,3.04%,-0.70%,4,16.83,0.5,0.0304
1304.TW,台聚,🔥 訊號出現,17.8999996185,72.05,⚪ 一般監控,33.33%,33.33%,0.53%,-4.73%,6,17.05,0.3333,0.0053
5243.TW,乙盛-KY,🔥 訊號出現,93.6999969482,80.53,⚪ 一般監控,75.00%,0.00%,nan%,-2.71%,4,91.16,0.0,
2497.TW,怡利電,🔥 訊號出現,52.0999984741,77.69,⚪ 一般監控,0.00%,0.00%,nan%,-3.51%,2,50.27,0.0,
6491.TW,晶碩,🔥 訊號出現,290.0,62.24,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,290.0,0.0,
7822.TW,倍利科,🔥 訊號出現,1615.0,60.59,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,1615.0,0.0,
4147.TWO,中裕,🔥 訊號出現,57.0999984741,62.7,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,57.1,0.0,
4911.TWO,德英,🔥 訊號出現,41.5,83.33,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,41.5,0.0,
6462.TWO,神盾,🔥 訊號出現,109.0,59.17,⚪ 一般監控,50.00%,0.00%,nan%,0.00%,2,109.0,0.0,
4549.TWO,桓達,🔥 訊號出現,97.0,55.25,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,97.0,0.0,
6664.TWO,群翊,🔥 訊號出現,354.5,83.75,⚪ 一般監控,33.33%,0.00%,nan%,-5.16%,3,336.21,0.0,
3178.TWO,公準,🔥 訊號出現,63.5999984741,70.51,⚪ 一般監控,50.00%,0.00%,nan%,0.00%,2,63.6,0.0,
2027.TW,大成鋼,🔥 訊號出現,38.4000015259,66.97,🔴 空頭陷阱,50.00%,50.00%,-1.09%,-2.16%,4,37.57,0.5,-0.0109
9960.TWO,邁達康,🔥 訊號出現,24.7999992371,82.61,🔴 空頭陷阱,40.00%,20.00%,-0.12%,-1.17%,5,24.51,0.2,-0.0012
4744.TWO,皇將,🔥 訊號出現,38.9000015259,73.26,🔴 空頭陷阱,33.33%,16.67%,-1.38%,-2.78%,6,37.82,0.1667,-0.0138
2101.TW,南港,🔥 訊號出現,37.75,83.33,🔴 空頭陷阱,50.00%,0.00%,-3.17%,-2.81%,2,36.69,0.0,-0.0317
