股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
1309.TW,台達化,🔥 訊號出現,25.9500007629,79.67,🟢 黃金標的,28.57%,57.14%,6.17%,-5.04%,7,24.64,0.5714,0.0617
3714.TW,富采,🔥 訊號出現,54.2000007629,71.89,⚪ 一般監控,16.67%,50.00%,5.66%,-4.47%,6,51.78,0.5,0.0566
5243.TW,乙盛-KY,🔥 訊號出現,93.6999969482,80.53,⚪ 一般監控,75.00%,0.00%,nan%,-2.71%,4,91.16,0.0,
2426.TW,鼎元,無,38.2999992371,57.5,🟢 黃金標的,100.00%,100.00%,36.47%,-1.05%,5,0.0,1.0,0.3647
3037.TW,欣興,無,519.0,51.4,🟢 黃金標的,66.67%,83.33%,13.36%,-3.39%,6,0.0,0.8333,0.1336
6147.TWO,頎邦,無,84.0,72.03,⚪ 一般監控,33.33%,50.00%,1.97%,-5.59%,6,0.0,0.5,0.0197
2409.TW,友達,無,16.8500003815,52.31,⚪ 一般監控,60.00%,40.00%,1.45%,-5.01%,5,0.0,0.4,0.0145
1305.TW,華夏,無,17.9500007629,66.15,🔴 空頭陷阱,14.29%,57.14%,-0.59%,-5.25%,7,0.0,0.5714,-0.0059
6168.TW,宏齊,無,26.0,63.24,🔴 空頭陷阱,37.50%,50.00%,-0.65%,-5.95%,8,0.0,0.5,-0.0065
3167.TW,大量,無,445.5,58.21,🔴 空頭陷阱,25.00%,50.00%,-0.14%,-4.58%,4,0.0,0.5,-0.0014
2481.TW,強茂,無,95.0999984741,48.18,🔴 空頭陷阱,0.00%,0.00%,-4.63%,-8.34%,4,0.0,0.0,-0.0463
8039.TW,台虹,無,122.0,44.0,🔴 空頭陷阱,0.00%,0.00%,-6.69%,-5.41%,1,0.0,0.0,-0.0669
