日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-02,3481.TW,群創,24.65,-1.6,280379,🚀 MJ低檔反彈,33.39,-0.36
2026-04-02,4956.TW,光鋐,32.95,1.85,5549,💧 築底觀察,0.49,-1.06
2026-04-02,3702.TW,大聯大,88.0,-2.11,12318,💧 築底觀察,-4.54,-2.34
2026-04-02,3049.TW,精金,11.15,-4.7,10960,💧 築底觀察,-13.07,-0.95
