股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
TXF.TW,-2.56%,+0.55%,+0.77%,+0.19%,+0.71%,+0.71%,+0.80%,-0.45%,+0.77%,+0.24%
當年度平均,-2.56%,+0.55%,+0.77%,+0.19%,+0.71%,+0.71%,+0.80%,-0.45%,+0.77%,+0.24%
