股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
2497.TW,-2.03%,+0.59%,-2.20%,+1.80%,+0.15%,+0.15%,-0.44%,+0.30%,-1.33%,-4.78%
2059.TW,-1.11%,+1.46%,-0.66%,-0.67%,+3.24%,+3.24%,-2.82%,-2.34%,-1.37%,-1.50%
3030.TW,+0.82%,-0.16%,+0.49%,+5.49%,-0.15%,-0.15%,+2.30%,-0.30%,-1.65%,-1.38%
1786.TW,-2.29%,-3.58%,-3.33%,+1.32%,-1.05%,-1.05%,-3.30%,+2.05%,-1.61%,-0.68%
9802.TW,-3.01%,-0.74%,-1.49%,+6.96%,+0.85%,+0.85%,+1.12%,-0.83%,-0.42%,-1.26%
3022.TW,+0.19%,-2.79%,-2.30%,+1.57%,+1.54%,+1.54%,-0.38%,-0.57%,-0.58%,-1.35%
5906.TW,-0.83%,-2.02%,-5.50%,+1.27%,-4.85%,-4.85%,-1.89%,+1.35%,+0.19%,-0.19%
2412.TW,-0.30%,+0.00%,+0.00%,+0.61%,-0.51%,-0.51%,-0.91%,+0.61%,-0.20%,-0.20%
2428.TW,-0.12%,+0.00%,-0.81%,+1.29%,+0.00%,+0.00%,-0.81%,-0.58%,-1.06%,-0.95%
4536.TW,-1.15%,+0.78%,-1.92%,+1.57%,-0.77%,-0.77%,-1.17%,-1.18%,-0.80%,+2.41%
2901.TW,+0.00%,-0.16%,+1.44%,-0.63%,-0.79%,-0.79%,-1.76%,+1.79%,-2.24%,-0.82%
3231.TW,-1.60%,+4.67%,-1.36%,+0.79%,-2.15%,-2.15%,-1.60%,+0.00%,+3.04%,-0.39%
2464.TW,+0.00%,-0.69%,+0.00%,+0.69%,-0.34%,-0.34%,-0.87%,+0.35%,-0.35%,-0.17%
2884.TW,-1.71%,-0.25%,+0.25%,+1.74%,-0.98%,-0.98%,-0.25%,+1.98%,-1.45%,+1.47%
2007.TW,-1.10%,-1.11%,-3.38%,-0.97%,-3.73%,-3.73%,-4.89%,-3.64%,+0.44%,+1.55%
6116.TW,+0.46%,-1.54%,-0.78%,+2.36%,+0.77%,+0.77%,-1.07%,+1.23%,+0.30%,+0.15%
2453.TW,-0.74%,-1.12%,-1.13%,+0.38%,+0.38%,+0.38%,+1.13%,-1.12%,-0.38%,-0.38%
9958.TW,-1.10%,-2.22%,-6.25%,+4.00%,+3.38%,+3.38%,-0.79%,+3.30%,-0.22%,-0.77%
006208.TW,-0.48%,-0.48%,+1.32%,+0.20%,+0.55%,+0.55%,-1.98%,+1.29%,-0.52%,+0.23%
3055.TW,-1.77%,-0.51%,-1.81%,+2.11%,-1.03%,-1.03%,+1.04%,-1.29%,-0.78%,+0.26%
2722.TW,-2.60%,+1.56%,-0.66%,+0.11%,-0.77%,-0.77%,+0.89%,+1.10%,+0.22%,+0.43%
2885.TW,-1.45%,+1.76%,+0.00%,+1.44%,+0.57%,+0.57%,-2.26%,+0.29%,-0.29%,+2.31%
4119.TW,-0.29%,+0.29%,+1.18%,+0.44%,-0.14%,-0.14%,-0.58%,+1.31%,+2.59%,+1.40%
2929.TW,-0.37%,+2.26%,-0.37%,+3.32%,+0.36%,+0.36%,-3.20%,+4.04%,-0.71%,+2.14%
1717.TW,-0.87%,-2.06%,+0.45%,+0.00%,+0.15%,+0.15%,-1.49%,-0.45%,-0.76%,+0.92%
2535.TW,-0.75%,+0.25%,-0.75%,+0.51%,-0.25%,-0.25%,+0.00%,-0.51%,+0.25%,-0.51%
2013.TW,-0.75%,+0.00%,-0.38%,-0.76%,-0.19%,-0.19%,-0.19%,-0.58%,-1.16%,+0.20%
1714.TW,-0.37%,-1.86%,+1.39%,+0.75%,-0.87%,-0.87%,+0.50%,+5.22%,-2.13%,-0.60%
2352.TW,-1.16%,-0.39%,-1.18%,+4.76%,+1.89%,+1.89%,+0.00%,+0.37%,-1.11%,+0.75%
1568.TW,-3.98%,-0.26%,-3.12%,+0.27%,+0.00%,+0.00%,-0.27%,+1.34%,-1.59%,+0.54%
2020.TW,-1.05%,-0.35%,-1.41%,+0.00%,-0.36%,-0.36%,+0.36%,-1.43%,-1.45%,+0.00%
3029.TW,+3.12%,+2.20%,-2.15%,+1.10%,-0.27%,-0.27%,+1.63%,+2.95%,-0.26%,-1.04%
4958.TW,-0.47%,-1.90%,+5.34%,+0.46%,-0.46%,-0.46%,+1.38%,-0.91%,+2.75%,-1.34%
3583.TW,+0.18%,-0.53%,-0.35%,-1.96%,+0.36%,+0.36%,-0.18%,+1.45%,+0.89%,-1.77%
3706.TW,+0.38%,-0.19%,+0.19%,+4.77%,-0.73%,-0.73%,+0.18%,+1.10%,+2.72%,-0.18%
3054.TW,-2.64%,+0.25%,+0.98%,+0.73%,-0.24%,-0.24%,-0.24%,+0.00%,+0.00%,+6.80%
2031.TW,+0.00%,+0.82%,-0.82%,-0.55%,+0.28%,+0.28%,-1.10%,-1.11%,+0.56%,-0.28%
6285.TW,-0.23%,+2.08%,+6.00%,+0.43%,-3.40%,-3.40%,+1.32%,+0.65%,-0.76%,-2.39%
3576.TW,-0.61%,-4.12%,-6.88%,+1.39%,-3.19%,-3.19%,-6.35%,+6.78%,+6.12%,+0.00%
8112.TW,+0.00%,-5.56%,-0.33%,+0.98%,+0.65%,+0.65%,-0.65%,+0.97%,-0.64%,+0.00%
00633L.TW,-2.45%,-4.67%,+0.19%,+5.36%,+2.41%,+2.41%,+0.52%,+5.20%,+5.44%,+2.27%
1535.TW,-0.41%,+0.00%,+0.00%,-0.27%,+0.14%,+0.14%,-0.41%,-0.55%,+0.14%,-0.28%
4306.TW,-1.01%,+0.34%,-1.69%,+0.34%,-0.68%,-0.68%,+0.34%,-0.34%,+0.00%,+0.34%
8105.TW,-1.11%,-2.35%,-6.90%,+3.82%,-0.76%,-0.76%,+2.40%,+0.00%,-0.11%,-1.17%
1721.TW,+1.30%,-0.86%,-0.87%,+0.00%,-0.44%,-0.44%,-0.88%,+1.33%,-1.31%,+0.00%
1434.TW,+0.70%,-4.02%,+5.35%,-0.55%,-2.48%,-2.48%,-4.95%,+2.83%,-2.17%,+0.59%
2461.TW,+0.00%,+2.01%,+0.66%,+0.98%,-0.32%,-0.32%,+0.00%,+0.00%,+0.32%,+0.32%
8131.TW,-1.29%,+5.43%,-1.86%,+0.42%,+1.46%,+1.46%,-1.24%,+0.00%,-1.04%,-0.21%
00637L.TW,-0.20%,+0.15%,+3.70%,+0.29%,+2.02%,+2.02%,+1.18%,+5.59%,+6.53%,+1.57%
2434.TW,-4.59%,-1.44%,-6.93%,-0.31%,+0.42%,+0.42%,-2.51%,+0.86%,-0.85%,-6.77%
1533.TW,-4.66%,-6.44%,-6.89%,+1.28%,+6.93%,+6.93%,+5.18%,-2.46%,+0.57%,+0.46%
4952.TW,+1.46%,-2.16%,-2.33%,+1.01%,-0.62%,-0.62%,+0.00%,+0.00%,-1.00%,+1.01%
1219.TW,-0.64%,+0.00%,-2.26%,+0.33%,-1.32%,-1.32%,-0.67%,+0.34%,+0.00%,+1.00%
8249.TW,-0.99%,+0.60%,-1.78%,+0.40%,+0.20%,+0.20%,+1.60%,-0.39%,-0.79%,-0.40%
5288.TW,-0.26%,-3.45%,+0.00%,+2.20%,+4.04%,+4.04%,-1.81%,-2.37%,+6.88%,+2.40%
2034.TW,+0.61%,-0.61%,-0.61%,+1.23%,-0.61%,-0.61%,-0.41%,-0.61%,+0.00%,-0.21%
2483.TW,-1.83%,-1.63%,-4.98%,+6.98%,-0.47%,-0.47%,-1.64%,+0.24%,+0.24%,+0.47%
3380.TW,-1.48%,+0.86%,+0.85%,-2.33%,+1.08%,+1.08%,-1.71%,-2.18%,+0.22%,-2.44%
1795.TW,-2.35%,-5.06%,-6.98%,+1.50%,+0.13%,+0.13%,+0.27%,+6.96%,-1.25%,-2.41%
2406.TW,-2.90%,-3.21%,-6.40%,+2.59%,-2.53%,-2.53%,-0.24%,+3.31%,+1.60%,-0.45%
1316.TW,-1.25%,-0.42%,-0.42%,+0.00%,+0.43%,+0.43%,-0.85%,-0.85%,-0.43%,+0.43%
1515.TW,-0.62%,+0.00%,-4.23%,+0.32%,-1.40%,-1.40%,-0.22%,+1.31%,-0.54%,+0.22%
2427.TW,+0.00%,-1.96%,-1.65%,-0.96%,-0.85%,-0.85%,-1.46%,-0.87%,+0.12%,+0.50%
1536.TW,+2.06%,+6.57%,-4.98%,+0.62%,+0.74%,+0.74%,-0.49%,-1.24%,+1.38%,-0.74%
2528.TW,+2.53%,-0.41%,+0.00%,+0.00%,-2.07%,-2.07%,-2.53%,+0.87%,-1.72%,+0.44%
1463.TW,-2.07%,-0.79%,+0.27%,-0.53%,+1.87%,+1.87%,-0.79%,-1.85%,-0.27%,-0.81%
3665.TW,-0.37%,+2.26%,-2.94%,+4.55%,+4.35%,+4.35%,-1.74%,+0.71%,+1.05%,-1.39%
5880.TW,-1.50%,-0.61%,+0.61%,+0.30%,-0.61%,-0.61%,-0.31%,+0.61%,-0.30%,+0.31%
2349.TW,+1.68%,-1.66%,-3.70%,+1.75%,+6.87%,+6.87%,+3.54%,-1.86%,-0.63%,-2.23%
2401.TW,-1.48%,-1.81%,-3.68%,+6.69%,+1.79%,+1.79%,-2.35%,+0.00%,-1.50%,-0.61%
3563.TW,+0.00%,-0.39%,-1.18%,+0.40%,+1.79%,+1.79%,-0.78%,-0.20%,+0.00%,-0.39%
2910.TW,-2.93%,-2.76%,-1.81%,-0.53%,-1.06%,-1.06%,-2.67%,+0.14%,-4.53%,+0.00%
2369.TW,+0.00%,+0.00%,-2.39%,+0.82%,+0.00%,+0.00%,-0.40%,+2.44%,+0.40%,-0.79%
1773.TW,-0.33%,-0.55%,+0.00%,+0.44%,-0.33%,-0.33%,+0.00%,+0.11%,-0.22%,+0.55%
4956.TW,-1.26%,-2.04%,-6.49%,+0.28%,-0.55%,-0.55%,-0.56%,+3.08%,-1.63%,-0.28%
5876.TW,-0.47%,+0.36%,-0.44%,+0.21%,+0.18%,+0.18%,-0.47%,+0.42%,+0.03%,-0.29%
4977.TW,-1.41%,-3.50%,-1.48%,+1.50%,+6.18%,+6.18%,-0.63%,+0.89%,-0.38%,-0.13%
00632R.TW,-2.54%,-0.78%,+0.57%,+2.49%,-0.60%,-0.60%,-2.27%,+1.05%,+0.13%,+0.74%
3704.TW,+0.33%,-2.28%,-4.67%,+1.40%,-0.34%,-0.34%,+0.00%,-0.69%,-0.35%,-0.70%
8213.TW,+1.09%,-0.97%,-0.22%,+0.65%,-0.65%,-0.65%,-1.30%,+0.00%,-0.66%,-0.44%
2845.TW,+0.00%,-0.45%,-0.45%,+1.36%,-0.45%,-0.45%,-0.45%,+0.00%,+0.00%,+0.00%
3266.TW,-0.79%,-1.06%,-4.84%,+0.28%,+0.00%,+0.00%,-1.41%,-0.57%,-0.86%,+0.00%
2812.TW,-0.46%,+0.46%,-0.46%,+0.46%,+0.00%,+0.00%,-0.92%,+0.00%,+0.00%,+0.00%
1324.TW,+0.40%,-1.18%,-3.59%,-0.83%,-0.42%,-0.42%,+1.67%,-0.41%,-0.83%,-2.08%
2867.TW,+0.28%,+0.00%,-0.28%,+0.28%,-0.56%,-0.56%,+0.56%,+1.67%,-0.55%,+0.55%
4906.TW,-1.26%,+0.85%,+3.78%,-0.20%,+0.20%,+0.20%,-0.81%,-0.61%,-1.64%,+0.63%
1712.TW,+0.00%,-0.31%,-0.93%,+0.94%,-0.62%,-0.62%,+0.62%,-0.62%,-0.31%,+0.00%
1203.TW,-0.62%,+0.83%,-0.41%,+0.83%,-0.41%,-0.41%,-0.41%,-1.24%,-1.47%,-0.43%
2002.TW,+0.19%,-0.39%,+0.58%,+0.39%,-1.16%,-1.16%,-0.59%,+0.20%,+0.39%,+0.20%
2478.TW,+0.00%,+0.00%,-3.31%,+0.62%,+0.00%,+0.00%,-0.93%,+0.31%,-1.87%,-0.63%
4532.TW,-1.42%,+0.00%,+0.48%,-0.80%,+0.32%,+0.32%,+0.48%,+0.00%,-0.48%,-1.28%
9136.TW,+1.82%,+0.77%,-1.38%,+0.80%,+2.37%,+2.37%,-0.26%,-3.09%,+2.39%,+1.82%
2897.TW,-0.34%,+0.11%,+0.00%,+0.00%,+0.00%,+0.00%,+0.23%,+0.57%,+0.34%,+0.68%
3557.TW,-0.98%,-0.83%,-3.33%,-0.86%,-0.70%,-0.70%,-0.88%,+4.24%,-1.53%,-0.52%
9939.TW,+4.04%,+1.85%,-0.50%,+2.66%,+0.49%,+0.49%,-0.65%,+0.49%,+1.45%,-1.59%
1718.TW,+0.43%,-0.43%,-1.30%,+0.44%,-1.75%,-1.75%,+0.00%,-0.44%,-0.45%,-0.90%
6491.TW,-5.11%,+3.92%,+0.00%,+0.00%,-0.44%,-0.44%,-1.93%,+0.00%,+0.08%,+0.30%
2484.TW,-0.47%,+0.00%,-3.81%,+2.48%,-0.97%,-0.97%,-0.98%,+1.97%,-0.72%,+1.46%
2520.TW,-1.32%,-2.49%,-3.14%,+2.43%,-0.40%,-0.40%,-2.58%,+0.41%,-2.84%,-2.30%
6166.TW,-0.98%,+6.92%,+0.10%,+1.95%,+2.22%,+2.22%,-3.15%,+0.71%,+6.57%,-0.47%
2102.TW,+0.00%,+0.00%,+0.00%,+0.29%,+0.00%,+0.00%,-0.86%,+0.00%,-0.29%,-0.58%
1338.TW,+0.44%,+0.44%,+0.43%,+1.30%,+0.85%,+0.85%,+0.00%,-0.85%,-0.85%,+0.43%
3023.TW,+0.56%,-0.93%,+0.19%,+1.69%,+2.22%,+2.22%,-1.63%,+0.37%,+1.10%,-0.91%
2106.TW,-0.34%,-0.52%,-1.39%,-0.88%,-3.38%,-3.38%,-1.29%,+1.31%,-1.10%,+0.93%
3694.TW,+6.71%,+6.89%,+1.96%,-2.75%,+3.39%,+3.39%,-2.73%,+0.28%,+1.40%,-1.10%
2312.TW,+2.07%,-0.81%,+1.23%,+1.62%,-0.80%,-0.80%,-1.61%,+0.82%,+0.00%,+5.67%
2208.TW,-0.31%,+0.00%,+0.94%,-0.31%,+0.31%,+0.31%,-0.93%,+0.00%,+0.31%,+0.31%
2028.TW,-0.87%,-0.87%,-0.44%,-1.77%,-4.05%,-4.05%,-1.41%,-3.33%,-1.97%,+5.53%
1909.TW,-3.44%,+2.37%,+0.00%,+0.39%,-0.77%,-0.77%,-1.16%,-0.39%,+0.00%,+0.79%
2348.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
2104.TW,+0.00%,-0.93%,+0.00%,+0.78%,-0.62%,-0.62%,-0.47%,+0.63%,-0.47%,+0.63%
2880.TW,-1.86%,+0.27%,+0.00%,+0.54%,-0.54%,-0.54%,-0.81%,+0.54%,-0.27%,+0.54%
1339.TW,-0.33%,+0.66%,+0.00%,-0.33%,+0.00%,+0.00%,-0.44%,-0.78%,-1.00%,-0.45%
1605.TW,-3.72%,+0.84%,-1.32%,+2.30%,-1.54%,-1.54%,-0.96%,+1.82%,-0.84%,-0.24%
3006.TW,-0.49%,+0.00%,-2.69%,+2.26%,+1.84%,+1.84%,-1.21%,+6.96%,+1.14%,-1.13%
1442.TW,-0.99%,-0.80%,+1.00%,+0.00%,-0.60%,-0.60%,+0.00%,-1.00%,+0.81%,+0.00%
3376.TW,+0.11%,-0.32%,+2.92%,+2.83%,+1.53%,+1.53%,-1.21%,+2.75%,-1.98%,+0.61%
1303.TW,-2.53%,-0.95%,+1.24%,+0.82%,-2.16%,-2.16%,+0.14%,+1.24%,-0.54%,+0.00%
3021.TW,-5.73%,+0.81%,-0.80%,+1.21%,-2.00%,-2.00%,-1.22%,+0.83%,+0.82%,+1.22%
2633.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
1441.TW,+0.43%,+0.11%,-1.71%,+0.76%,+0.11%,+0.11%,-1.51%,+0.33%,-0.11%,-0.33%
2543.TW,-0.49%,-0.49%,-0.98%,+0.50%,+0.00%,+0.00%,-0.49%,-0.50%,-0.90%,-0.20%
1762.TW,+1.38%,-2.57%,+1.09%,+0.31%,-0.92%,-0.92%,-0.31%,+1.24%,-0.31%,+0.00%
2388.TW,+1.91%,+2.46%,-5.61%,-4.73%,-0.89%,-0.89%,+3.34%,-1.86%,+4.94%,-4.70%
1256.TW,+0.00%,+0.51%,-0.25%,+2.28%,-1.49%,-1.49%,+0.75%,-0.25%,+0.00%,-0.25%
3673.TW,-2.76%,-1.42%,-0.96%,+2.43%,+0.95%,+0.95%,-1.41%,+4.52%,+0.68%,-2.26%
1516.TW,+6.32%,+2.10%,+6.34%,-4.99%,+1.36%,+1.36%,-1.00%,+0.00%,-1.18%,+0.00%
3413.TW,-1.01%,-0.98%,-0.01%,+0.44%,-0.55%,-0.55%,-0.89%,+0.01%,+0.29%,-1.05%
2201.TW,+0.13%,+0.25%,+0.00%,+0.38%,+0.50%,+0.50%,-1.24%,+0.75%,-0.12%,+0.12%
1323.TW,-0.31%,-0.31%,+2.17%,+0.46%,-1.97%,-1.97%,-1.39%,-0.16%,-0.16%,-1.57%
1733.TW,-5.94%,-0.99%,+0.00%,+0.00%,-0.20%,-0.20%,-0.20%,+0.20%,+0.00%,-0.60%
8046.TW,-0.19%,+6.78%,-2.12%,+1.44%,+0.71%,+0.71%,-3.70%,+0.55%,-1.46%,+0.55%
1445.TW,-2.21%,+0.72%,+6.92%,-1.43%,+6.76%,+6.76%,-1.81%,-3.23%,-3.81%,-1.19%
1229.TW,+1.91%,+0.47%,+0.00%,+0.00%,+1.17%,+1.17%,+0.00%,+0.00%,+0.00%,+0.46%
2419.TW,-2.08%,-6.97%,-2.28%,+1.00%,-0.66%,-0.66%,+0.33%,+0.99%,+0.00%,-0.33%
2392.TW,-1.84%,-2.73%,+2.45%,+0.51%,-0.51%,-0.51%,-1.54%,-1.04%,+4.04%,+0.67%
3045.TW,+0.94%,-1.40%,+0.94%,+1.40%,+0.00%,+0.00%,-2.30%,+0.47%,+0.94%,-0.47%
00634R.TW,+1.20%,+1.88%,-0.39%,-3.02%,-0.70%,-0.70%,-0.20%,-2.84%,-3.13%,-0.86%
4164.TW,-0.55%,+0.19%,-6.12%,-1.19%,+1.60%,+1.60%,+0.98%,-0.19%,+1.56%,-0.38%
2024.TW,-1.06%,-0.86%,-0.11%,-0.22%,-0.11%,-0.11%,-1.09%,-0.33%,-1.88%,+0.34%
6415.TW,+1.18%,+2.34%,+2.29%,-1.28%,+6.96%,+6.96%,-1.97%,-2.01%,-1.89%,-0.16%
2207.TW,-2.31%,-0.20%,+0.79%,+1.57%,-1.93%,-1.93%,-2.76%,+0.40%,-1.31%,+2.96%
910322.TW,-1.63%,-0.75%,-0.30%,-1.98%,+0.47%,+0.47%,-1.08%,+2.34%,+0.30%,-2.43%
3321.TW,+1.77%,-0.25%,+0.45%,-0.38%,+1.63%,+1.63%,+4.40%,+0.51%,-1.21%,-0.66%
2542.TW,-1.27%,-4.52%,+1.62%,+2.66%,+1.04%,+1.04%,-1.92%,+0.52%,-1.69%,-0.53%
6431.TW,-1.05%,-2.13%,-6.74%,-2.10%,+2.38%,+2.38%,-2.79%,+0.48%,-1.43%,+1.45%
9917.TW,-2.10%,+1.69%,+2.33%,-1.41%,-0.88%,-0.88%,-1.89%,-1.02%,+1.95%,+1.35%
8271.TW,-1.14%,+0.19%,-1.34%,+1.36%,-0.19%,-0.19%,+0.77%,+1.14%,-0.38%,-1.32%
4540.TW,+0.19%,-0.03%,-0.79%,-0.55%,-0.55%,-0.55%,+0.06%,+0.00%,-1.44%,+1.41%
3056.TW,-0.25%,+0.49%,-2.21%,+0.50%,+0.00%,+0.00%,-0.50%,-0.25%,+0.25%,-0.25%
3669.TW,-1.74%,-3.55%,-6.44%,+0.33%,-0.98%,-0.98%,+0.00%,+2.31%,+0.65%,+0.96%
1309.TW,-0.88%,-0.55%,+7.00%,-0.93%,-2.41%,-2.41%,+6.98%,-1.20%,-1.12%,-1.85%
2360.TW,+0.81%,-1.47%,+0.41%,-1.75%,-4.66%,-4.66%,-1.73%,+1.76%,-0.14%,-1.01%
8016.TW,+0.52%,+1.55%,-0.10%,+1.43%,+0.70%,+0.70%,+3.00%,-2.91%,-3.40%,-0.31%
3094.TW,-0.94%,+0.95%,-1.69%,+1.34%,+1.13%,+1.13%,-1.68%,+1.14%,+0.56%,+5.97%
5484.TW,-1.11%,-2.49%,-4.48%,+0.40%,+6.93%,+6.93%,-2.74%,+3.46%,-1.73%,-1.26%
1454.TW,-0.89%,-3.15%,+6.98%,+2.61%,+6.78%,+6.78%,+1.59%,-3.52%,-2.02%,-2.48%
3014.TW,+0.28%,-2.24%,-2.01%,+1.32%,+0.87%,+0.87%,-1.72%,+0.58%,+0.14%,+1.16%
3406.TW,-1.21%,+0.00%,+0.98%,+0.12%,+3.38%,+3.38%,-1.52%,-0.24%,-0.36%,+3.10%
2383.TW,-2.52%,+0.55%,-0.73%,+5.36%,-1.05%,-1.05%,-1.77%,-0.54%,-1.63%,-2.58%
6235.TW,+6.88%,+6.99%,-0.31%,-1.64%,+0.94%,+0.94%,+0.00%,+0.21%,+2.06%,+2.82%
3149.TW,+1.57%,-3.10%,-4.11%,+5.00%,+0.00%,+0.00%,-1.59%,+1.61%,-0.68%,+0.91%
2023.TW,+0.65%,-0.32%,-0.54%,-0.11%,-0.54%,-0.54%,-1.31%,-0.11%,+0.44%,+0.88%
3454.TW,-3.21%,-1.23%,-6.35%,+2.39%,+1.04%,+1.04%,+0.51%,+0.00%,+0.64%,+0.13%
3543.TW,+7.55%,+0.44%,+3.67%,+0.76%,+0.67%,+0.67%,-1.99%,+1.53%,+0.50%,-6.31%
2345.TW,-0.96%,+0.32%,-1.94%,+0.99%,+0.65%,+0.65%,-0.65%,+0.65%,-0.65%,+0.00%
3018.TW,+1.01%,+0.00%,-0.75%,-1.01%,-6.87%,-6.87%,-6.83%,-0.59%,-6.78%,+1.27%
1776.TW,+2.88%,+0.00%,+1.04%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
3686.TW,-1.80%,-2.29%,-6.10%,+4.00%,-2.88%,-2.88%,-0.50%,+4.48%,-0.95%,-1.44%
2415.TW,-3.88%,-1.44%,-5.26%,+4.63%,-0.59%,-0.59%,-0.89%,+0.90%,-0.89%,-1.50%
1806.TW,+0.44%,-0.44%,-1.67%,-0.11%,-0.45%,-0.45%,-2.16%,+0.35%,+0.58%,+0.00%
006203.TW,-1.04%,-0.42%,+0.06%,+2.14%,-0.91%,-0.91%,-0.95%,+0.93%,-0.09%,+0.36%
1337.TW,-6.97%,-2.84%,+1.06%,+6.84%,+3.69%,+3.69%,+0.71%,+0.47%,-4.23%,-1.23%
