股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
6525.TW,+2.18%,-0.89%,+1.43%,+0.35%,-1.41%,-0.54%,+0.00%,+0.00%,-1.08%,+0.54%
1802.TW,+0.00%,-0.37%,+4.41%,-0.70%,+0.00%,+1.42%,+0.70%,-0.35%,+1.39%,+3.09%
9938.TW,+0.32%,-0.97%,+0.22%,+0.65%,+2.91%,+1.05%,-1.45%,-2.00%,-0.32%,-1.62%
00635U.TW,+0.72%,+0.87%,-0.05%,+0.81%,-1.46%,+0.36%,-0.15%,-0.26%,+0.82%,+0.20%
2408.TW,-0.32%,+0.11%,-1.61%,+0.33%,-0.54%,+2.95%,-0.96%,+0.00%,+0.11%,-0.64%
2504.TW,+7.83%,-0.48%,-1.08%,-0.36%,-0.24%,+0.85%,+1.33%,+1.67%,+0.00%,+0.70%
2395.TW,+1.92%,-0.75%,+0.00%,+2.66%,+0.74%,-1.65%,+0.56%,+0.93%,-1.29%,-0.93%
3050.TW,+0.44%,-0.87%,+1.75%,-2.16%,-1.32%,+0.00%,+1.79%,-0.88%,-0.88%,+0.00%
6591.TW,+3.10%,-2.23%,-2.12%,-3.41%,-3.22%,-13.26%,+2.78%,-1.59%,+0.75%,+1.41%
6176.TW,+0.49%,-0.98%,+0.00%,+0.33%,+0.33%,+0.82%,+0.16%,+0.49%,-1.94%,+0.00%
2101.TW,+1.31%,+0.48%,+1.28%,-0.95%,-0.48%,-0.32%,-1.13%,+1.79%,+0.96%,+0.00%
1612.TW,+0.65%,+9.51%,+4.88%,-4.19%,-2.91%,+9.50%,-2.28%,-0.47%,-3.29%,+2.43%
6446.TW,+1.04%,+3.78%,+1.66%,-0.65%,-0.98%,+1.66%,+0.33%,+0.00%,+1.62%,+1.60%
2374.TW,-0.29%,+0.00%,-0.88%,+0.30%,+0.30%,+0.00%,+9.76%,+2.43%,-1.05%,-0.80%
1443.TW,+2.48%,-1.86%,+1.52%,-2.61%,+5.17%,+9.84%,+9.95%,+2.41%,-4.71%,-0.31%
2025.TW,-3.87%,+4.02%,-4.46%,-3.43%,+0.32%,-1.61%,+4.90%,+1.25%,+0.92%,-1.83%
6141.TW,+0.43%,+1.28%,+0.00%,+4.20%,+0.00%,-3.63%,+0.42%,-2.50%,-2.14%,+0.87%
5243.TW,+3.96%,-1.55%,+3.26%,+0.12%,+0.47%,+1.74%,+0.80%,-0.57%,-1.48%,+0.12%
2303.TW,+0.44%,+0.44%,-0.43%,+0.44%,+0.87%,+0.86%,+0.00%,+0.43%,+0.43%,-0.42%
4968.TW,+0.00%,+0.00%,-0.87%,-1.46%,-1.78%,+2.27%,+0.00%,-0.59%,+2.53%,-0.43%
2417.TW,+0.94%,-0.93%,+0.47%,+0.47%,+0.47%,-0.93%,+0.00%,+0.47%,+2.34%,-0.46%
2402.TW,+1.22%,+4.20%,+3.46%,-0.84%,-1.12%,+3.41%,-1.37%,+0.28%,-0.28%,-1.67%
2351.TW,+0.21%,+1.90%,+0.10%,+1.86%,+9.96%,-0.92%,+1.68%,+0.92%,-2.55%,+0.00%
2420.TW,+0.14%,+0.00%,+0.14%,-0.41%,-0.27%,-1.37%,-0.83%,+0.56%,-0.28%,+0.14%
911622.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
8222.TW,+0.63%,+6.42%,+4.09%,-3.36%,+1.74%,-1.14%,-0.58%,-0.97%,+0.20%,+0.58%
2497.TW,+0.73%,-2.02%,+0.88%,-0.87%,-0.74%,+0.00%,+0.15%,+2.07%,-2.17%,+0.44%
2059.TW,+0.00%,-1.08%,+0.85%,-1.09%,+0.00%,-0.98%,+2.22%,-0.60%,+0.00%,+1.21%
3030.TW,-0.26%,+0.00%,+0.00%,-0.91%,-0.13%,+0.79%,-0.39%,+0.39%,-0.13%,+0.52%
1786.TW,+2.18%,+0.78%,+1.54%,+1.70%,+0.93%,+1.11%,-2.19%,+1.87%,+2.20%,-0.18%
9802.TW,+0.00%,-0.49%,+0.00%,-0.50%,-0.50%,+0.67%,-0.17%,+1.00%,+0.00%,-0.66%
3022.TW,+0.22%,+1.51%,-0.85%,+0.54%,-0.64%,-0.64%,-0.97%,+0.76%,-0.43%,+0.54%
5906.TW,+0.00%,+3.33%,-4.84%,+4.07%,-5.54%,+5.17%,-1.64%,+0.00%,+0.00%,-3.17%
00641R.TW,-0.34%,+0.17%,-0.22%,+0.34%,-1.85%,-0.74%,+0.58%,-0.51%,+0.40%,+0.29%
2412.TW,+0.50%,+0.50%,-0.50%,-0.50%,+1.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
2428.TW,-0.99%,+0.00%,-1.14%,-1.29%,-0.29%,-1.75%,+4.17%,-1.14%,-0.43%,+0.00%
4536.TW,+2.73%,-0.44%,+0.00%,+3.56%,-0.43%,-3.45%,+0.89%,-0.88%,+0.45%,+1.33%
2901.TW,+1.93%,-0.19%,-0.19%,-0.57%,+0.77%,-0.76%,-0.38%,+2.12%,-0.38%,+0.19%
3231.TW,+0.74%,-0.92%,-0.19%,-0.37%,+0.19%,+0.75%,-0.19%,-0.37%,-1.49%,-1.89%
2464.TW,-0.78%,+0.26%,-0.92%,-0.80%,+3.21%,-0.39%,+1.30%,+0.13%,-1.28%,+0.26%
2884.TW,+0.82%,+0.00%,-0.27%,+0.27%,+1.09%,+0.54%,+0.00%,+1.07%,+0.53%,-1.05%
2007.TW,-1.92%,-0.39%,+1.37%,+0.19%,+1.35%,+0.19%,+2.66%,+10.00%,+6.57%,-5.37%
6116.TW,+0.35%,-0.70%,-2.58%,-2.77%,-0.99%,-1.50%,+0.89%,+0.88%,-1.37%,+0.25%
2453.TW,+4.11%,-1.32%,+0.44%,-0.44%,+0.00%,-0.89%,+0.00%,+0.45%,+0.00%,+1.79%
9958.TW,+0.82%,+0.00%,+0.10%,+0.10%,+0.30%,-0.10%,+0.41%,+0.51%,+0.00%,-0.90%
006208.TW,+0.94%,+0.26%,+0.02%,+0.14%,+1.00%,+0.59%,+0.21%,+0.79%,-0.09%,+0.09%
3055.TW,+1.45%,+1.71%,-1.96%,-0.29%,+0.57%,-9.97%,+0.63%,+0.31%,-0.31%,-0.31%
2722.TW,-0.61%,+0.00%,-0.12%,+0.00%,+0.00%,+0.37%,-0.49%,+0.62%,-0.12%,-1.10%
2885.TW,+4.08%,+0.00%,-0.39%,+0.39%,+1.57%,-0.39%,+0.00%,+0.78%,+0.00%,+0.00%
4119.TW,+1.37%,+0.14%,+1.08%,-0.67%,+0.27%,-1.07%,-0.68%,+0.55%,+2.58%,+3.04%
2929.TW,+0.93%,-0.46%,+4.17%,+0.00%,-0.89%,+0.00%,+1.35%,-0.88%,-0.45%,-0.90%
1717.TW,+0.90%,-0.15%,+2.22%,-1.30%,+0.44%,+0.00%,+0.88%,+0.43%,-1.15%,+0.58%
4763.TW,+5.73%,+3.25%,-0.70%,+0.00%,+1.41%,+1.74%,+1.02%,+1.01%,-0.33%,-0.67%
2535.TW,+1.79%,-1.76%,+0.26%,+0.00%,-1.02%,-0.26%,+0.00%,+0.26%,-0.26%,+0.52%
2013.TW,+0.00%,-0.45%,-0.23%,-0.46%,+0.46%,+0.00%,+0.23%,+2.50%,-1.55%,+0.00%
1714.TW,+2.05%,+0.00%,-0.67%,+0.56%,+1.79%,+1.54%,-0.22%,+0.11%,-0.54%,+0.22%
2352.TW,+0.00%,+0.29%,-3.24%,+0.30%,+0.61%,+0.00%,+1.20%,-1.49%,-4.23%,+1.26%
1568.TW,+0.95%,+1.56%,-1.69%,+0.94%,+6.68%,-1.89%,-3.41%,+0.15%,+0.00%,-1.07%
2020.TW,-0.70%,+0.00%,+0.35%,-0.35%,-1.05%,-0.35%,+2.85%,+3.46%,-1.00%,-1.01%
3029.TW,+0.80%,-0.80%,+0.00%,-0.80%,-0.54%,+0.27%,+0.81%,+0.81%,-0.27%,+1.60%
4958.TW,+2.80%,+0.00%,+3.01%,-0.83%,+1.82%,+3.72%,+1.06%,+0.26%,-1.18%,-0.53%
3583.TW,-0.17%,+0.17%,+1.19%,+0.17%,-1.51%,+0.17%,+0.34%,-1.36%,-0.52%,+0.35%
3706.TW,+3.16%,-1.11%,-0.42%,+1.98%,-4.99%,-0.73%,-0.29%,+0.00%,-0.29%,-1.33%
3054.TW,+1.19%,+2.12%,-0.92%,-0.47%,+0.47%,-0.47%,-0.70%,+0.00%,+0.00%,+0.94%
2031.TW,-1.06%,-0.86%,+0.87%,-0.43%,+0.43%,+0.64%,-0.21%,+2.56%,+1.46%,-0.21%
6285.TW,+2.58%,-0.22%,+1.21%,-0.98%,-0.22%,-1.32%,+1.56%,+3.29%,-2.65%,+0.00%
00642U.TW,+0.41%,-1.23%,-2.29%,+1.22%,+0.16%,+1.21%,-0.99%,-0.47%,+0.00%,-0.26%
3576.TW,-0.61%,+0.62%,-1.84%,-1.88%,-0.96%,+1.61%,-1.90%,+0.65%,-1.92%,+0.65%
8112.TW,-0.37%,-0.75%,-1.13%,-3.05%,+0.79%,+0.58%,-1.36%,+0.00%,+0.20%,+0.98%
00633L.TW,-0.41%,-0.83%,-0.12%,+1.62%,+1.45%,+0.52%,-1.13%,+1.08%,-0.41%,-0.32%
1535.TW,-1.66%,+0.53%,+1.26%,+1.04%,-0.61%,-0.31%,-0.31%,+0.41%,-0.10%,+0.72%
4306.TW,+0.78%,+0.39%,-0.39%,+0.00%,+0.00%,-1.56%,-0.40%,+1.19%,-0.39%,+0.00%
8105.TW,+1.64%,+2.69%,+0.52%,-2.86%,+0.54%,-1.33%,-0.81%,-0.27%,-1.09%,+1.10%
1721.TW,+1.66%,+1.30%,-0.32%,+0.65%,-0.96%,+0.32%,+0.65%,+0.32%,+0.32%,+0.00%
1434.TW,+0.50%,+0.00%,-0.67%,+0.34%,+1.34%,+0.16%,+0.66%,+2.78%,+0.48%,-2.53%
2461.TW,+2.04%,-0.57%,-1.15%,-0.58%,+0.00%,-2.92%,+0.00%,+2.71%,-0.88%,+0.59%
8131.TW,+0.00%,+0.00%,-0.21%,+1.06%,+0.63%,+0.00%,-0.21%,+0.21%,-0.42%,+0.42%
00637L.TW,-0.24%,-1.03%,+0.08%,+1.52%,+1.50%,+0.54%,-1.00%,+1.01%,-0.39%,-0.23%
00664R.TW,-0.67%,-0.23%,+0.06%,-0.73%,-0.68%,-0.46%,-0.29%,-0.81%,+0.12%,+0.12%
2434.TW,+1.56%,+3.93%,-1.97%,+4.87%,-2.40%,+0.49%,-0.98%,-0.33%,-1.65%,+1.01%
8488.TW,+0.66%,+1.76%,-0.97%,-0.44%,+0.33%,-0.55%,+0.22%,-1.10%,-0.66%,-0.22%
1533.TW,+0.47%,-1.17%,+0.47%,+1.64%,-0.23%,-1.27%,+9.96%,-4.48%,-0.45%,-0.11%
4952.TW,+1.01%,+2.00%,-0.25%,-2.71%,-0.38%,+0.51%,+0.25%,+0.00%,+1.01%,-0.12%
1219.TW,-0.32%,+0.32%,-0.32%,+0.64%,-0.32%,+0.32%,+0.95%,+0.94%,+0.62%,+0.93%
8249.TW,-0.43%,+0.64%,+0.00%,+2.55%,-1.86%,-0.84%,-0.21%,+0.21%,-0.85%,+0.64%
5288.TW,+2.23%,-0.85%,+0.61%,-0.49%,+1.83%,+2.52%,-1.76%,-1.07%,-1.08%,+1.10%
2034.TW,+2.07%,-2.03%,-1.90%,-0.88%,-0.18%,+1.07%,+0.70%,+1.57%,-1.55%,+0.17%
2483.TW,+1.15%,+1.14%,-0.56%,-0.28%,+0.00%,+0.57%,+0.28%,+1.12%,+0.00%,+0.28%
3380.TW,+0.00%,-0.50%,-0.51%,+0.00%,+2.04%,-1.50%,+0.25%,+8.08%,-2.57%,+4.08%
1795.TW,-0.93%,-1.10%,+1.90%,+1.25%,-2.15%,+0.00%,-1.73%,+2.08%,+5.02%,+0.00%
2406.TW,-0.82%,+3.73%,-1.80%,+2.24%,-3.38%,+2.06%,-0.40%,+2.43%,-1.98%,+0.40%
1316.TW,+9.81%,+7.44%,+1.39%,-1.37%,+1.15%,-3.42%,-2.36%,+0.00%,+0.24%,+0.48%
1515.TW,+8.28%,-1.53%,-0.62%,-1.56%,-1.90%,-0.65%,+0.98%,+0.65%,+0.00%,-0.64%
00674R.TW,-0.77%,-0.88%,+0.15%,-0.74%,+1.43%,-0.54%,+0.20%,+0.05%,-0.83%,-0.25%
2427.TW,-0.12%,+2.75%,-2.10%,-0.12%,-0.60%,+0.12%,-1.79%,+0.85%,-0.60%,+0.24%
1536.TW,+1.56%,+1.92%,+1.28%,+3.76%,+0.72%,+0.00%,+1.44%,-1.06%,-1.08%,-0.36%
2528.TW,+3.41%,-2.55%,+8.92%,+6.36%,-1.46%,+0.54%,-2.41%,-0.69%,-2.35%,+0.00%
1463.TW,+0.47%,-0.23%,-0.93%,+0.94%,+0.23%,-2.08%,-0.71%,+3.33%,+0.92%,+0.00%
3665.TW,+0.00%,-2.06%,+1.20%,+2.67%,-0.87%,+3.50%,+4.23%,-1.08%,-1.91%,-1.11%
5880.TW,+1.40%,+1.04%,+0.34%,+0.00%,+0.34%,+0.00%,+0.34%,+1.02%,+0.00%,-0.34%
2349.TW,-1.77%,-0.82%,+3.62%,-3.97%,-0.83%,+2.50%,-1.79%,+1.16%,-0.33%,+0.00%
2401.TW,+2.51%,+0.00%,-2.04%,+2.08%,+0.00%,-1.63%,+0.00%,+1.24%,+0.00%,+0.41%
8104.TW,-2.28%,+0.28%,-1.03%,-1.04%,-0.69%,-0.36%,-1.19%,+0.14%,-2.14%,+0.50%
3563.TW,+0.81%,+2.42%,+0.31%,+1.41%,+1.55%,+9.89%,-2.91%,+1.85%,+9.94%,+1.91%
2910.TW,-1.85%,+0.94%,+0.56%,-0.56%,+0.00%,-1.12%,+0.00%,+4.54%,+0.90%,-1.97%
2369.TW,+0.00%,+0.00%,+0.41%,+5.33%,-0.78%,+5.88%,-1.11%,+0.75%,+0.37%,-1.48%
1773.TW,+0.19%,+0.92%,+0.18%,-0.37%,+2.20%,+1.62%,-0.18%,+0.71%,-0.35%,+0.18%
4956.TW,+0.72%,-0.72%,+0.97%,-0.24%,+1.68%,-1.65%,-1.44%,+0.49%,+0.00%,+6.54%
5876.TW,-0.21%,-0.25%,-0.07%,+0.18%,+0.11%,+0.50%,+0.11%,+0.63%,+0.35%,+2.02%
4977.TW,+0.59%,+0.82%,-1.05%,+0.71%,-0.70%,+2.24%,+1.27%,-1.82%,-2.20%,-0.59%
00632R.TW,-0.76%,-0.13%,-0.06%,-0.45%,-0.84%,-0.58%,+0.00%,-0.98%,+0.07%,+0.13%
3704.TW,+1.38%,-1.36%,+0.00%,+10.00%,-1.88%,+4.47%,-0.61%,+4.62%,+0.88%,+0.00%
8213.TW,+1.15%,+0.81%,+0.00%,-0.65%,+0.00%,+1.79%,+1.12%,+0.16%,-0.31%,-0.47%
2845.TW,+0.33%,+0.22%,+0.32%,+0.11%,+0.43%,-0.11%,-0.32%,+0.54%,+0.43%,-0.11%
3266.TW,+1.71%,-0.42%,+0.42%,+0.42%,+0.00%,-2.09%,+0.00%,+1.71%,+0.00%,-1.26%
2812.TW,+0.54%,+0.32%,+0.00%,-0.11%,+0.54%,+0.21%,+0.00%,+0.32%,+0.43%,+0.00%
1324.TW,+1.53%,-0.75%,+1.14%,-2.26%,+0.38%,+0.77%,-0.76%,+1.15%,-0.38%,-0.38%
2867.TW,+0.29%,-0.29%,+0.00%,-0.59%,+0.30%,-0.30%,-0.30%,+0.60%,+0.00%,+0.30%
4906.TW,+4.56%,-3.80%,-1.18%,+0.80%,-0.20%,+0.99%,-0.20%,+2.76%,-0.96%,+1.55%
1712.TW,+4.87%,-0.93%,+0.62%,-0.93%,-0.94%,-0.32%,+2.54%,+0.00%,+0.31%,+0.00%
1203.TW,+1.08%,+1.28%,+0.00%,-0.63%,+1.48%,+0.42%,+0.62%,+0.21%,-1.44%,+1.88%
2002.TW,+0.00%,-0.20%,-1.76%,+0.80%,+1.39%,+0.00%,+0.39%,+2.33%,-1.52%,+0.00%
2478.TW,-2.73%,+0.40%,-0.80%,+0.00%,+0.00%,+0.00%,-0.20%,+0.20%,+0.00%,-0.40%
4560.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
4532.TW,+0.79%,-0.78%,+5.68%,-1.49%,-2.27%,-0.47%,+0.78%,+0.77%,-0.92%,+0.31%
6582.TW,+4.14%,-2.53%,+0.00%,-0.57%,+0.00%,+0.00%,-1.16%,+0.58%,+0.00%,+0.00%
9136.TW,-0.49%,+0.99%,+1.95%,+2.39%,+1.40%,+0.92%,+4.11%,+1.75%,+4.74%,-1.23%
2897.TW,+1.23%,-0.24%,+0.73%,+0.97%,-0.24%,+0.00%,-0.24%,-0.36%,+0.12%,+0.85%
3557.TW,+0.35%,+0.17%,+7.22%,-1.76%,-2.12%,+0.33%,+0.00%,-1.49%,-1.69%,+0.34%
9939.TW,+0.00%,+0.93%,+1.30%,-0.37%,+1.10%,+5.26%,+0.69%,+0.51%,+0.34%,-0.68%
1718.TW,+9.54%,+0.00%,-2.77%,+0.92%,-1.61%,+0.41%,-0.92%,+0.41%,-0.31%,+0.10%
6491.TW,+0.55%,-2.71%,-4.44%,+4.65%,-1.00%,+2.18%,-3.88%,+0.01%,-1.15%,-1.73%
2484.TW,-1.00%,+0.00%,-0.50%,+0.25%,+1.26%,-0.25%,+0.50%,-0.75%,-1.50%,-0.25%
2520.TW,+9.78%,+0.89%,+0.44%,+1.10%,-1.74%,+2.43%,-1.08%,+3.93%,-2.10%,-0.86%
6166.TW,-0.41%,+0.14%,+0.83%,+5.62%,-3.38%,-1.08%,-0.54%,+2.05%,-1.47%,-1.63%
2102.TW,+8.55%,-1.63%,-5.80%,+0.00%,-1.47%,-1.19%,+1.20%,+0.30%,-2.37%,+0.00%
1338.TW,-1.88%,-0.91%,-0.71%,+0.00%,-2.56%,+0.63%,+1.26%,+0.52%,-2.06%,-0.21%
3023.TW,+1.29%,+0.00%,-0.28%,+1.27%,+0.56%,+2.78%,-2.03%,-0.28%,-1.11%,+0.70%
2106.TW,+0.41%,+2.69%,-0.60%,+0.20%,+0.40%,+0.20%,+0.60%,+0.80%,-0.40%,-0.60%
3694.TW,+4.81%,+0.66%,+0.98%,-1.61%,-1.31%,-2.33%,+1.36%,+0.00%,+0.67%,+2.67%
2312.TW,+0.39%,+0.39%,-0.39%,-1.56%,+0.00%,+0.40%,+0.39%,+0.39%,-0.78%,-0.39%
2208.TW,+0.00%,+0.36%,+0.00%,-1.43%,-0.36%,+0.73%,-0.36%,-0.36%,+1.46%,+2.88%
2028.TW,-2.38%,-2.44%,+0.00%,+0.50%,+1.99%,+2.44%,-2.14%,+2.19%,+2.38%,+3.49%
1909.TW,+4.53%,-1.97%,-1.20%,+9.96%,+9.80%,+0.67%,-2.34%,-1.03%,+2.42%,-2.03%
2348.TW,-3.20%,+0.28%,+0.00%,+0.55%,+0.55%,+0.54%,+0.00%,-2.16%,+0.00%,+2.21%
2104.TW,+0.35%,-0.17%,+0.00%,-0.17%,+0.52%,+3.99%,+2.17%,+0.33%,+0.00%,+1.47%
2880.TW,+0.30%,+0.91%,-0.30%,+0.30%,+0.90%,+0.30%,+0.00%,+0.89%,-0.29%,+0.00%
8476.TW,-1.59%,-0.63%,-1.81%,-0.25%,-1.41%,-0.80%,+3.74%,-0.61%,+1.48%,+1.18%
1339.TW,-0.13%,-0.25%,-0.25%,+0.76%,-0.25%,-0.51%,+1.78%,+0.00%,+1.75%,+0.12%
1605.TW,+1.17%,+3.08%,-3.36%,+1.93%,-1.89%,+8.11%,+1.07%,+0.71%,-2.11%,+2.87%
00648R.TW,-1.17%,+0.06%,+0.18%,-0.24%,-0.71%,-0.66%,-0.30%,-0.84%,-0.43%,+0.31%
3006.TW,-0.30%,-0.30%,+0.00%,+0.45%,-1.19%,-1.20%,+0.30%,+0.45%,+1.66%,+0.00%
1442.TW,+2.29%,-0.28%,+0.84%,-0.56%,+0.00%,+1.12%,-0.55%,+0.56%,-0.28%,+1.39%
3376.TW,-4.21%,-1.21%,+0.11%,-1.67%,-3.28%,+1.40%,-0.46%,+2.20%,+0.23%,-1.13%
1303.TW,-0.13%,+0.94%,+0.13%,+0.13%,+2.52%,+1.17%,-0.38%,+1.54%,-2.03%,-0.52%
3021.TW,+1.17%,-1.15%,+0.78%,-0.77%,-0.39%,+0.00%,+0.39%,-0.39%,+0.00%,+0.39%
2633.TW,+0.52%,+0.52%,+1.81%,+0.00%,-1.53%,+0.26%,+0.52%,+0.26%,+0.26%,+1.53%
1441.TW,+4.59%,+9.90%,-4.76%,-1.35%,-0.41%,-0.96%,+1.67%,+1.64%,-0.27%,-0.13%
2543.TW,+1.45%,+0.00%,+0.00%,+0.00%,-1.10%,+1.44%,-0.33%,+0.22%,-1.10%,+0.44%
1762.TW,+0.54%,-0.54%,+0.90%,-0.54%,+0.18%,+0.72%,-0.36%,-0.18%,+1.25%,+1.95%
2388.TW,+2.17%,+2.13%,-1.25%,-0.84%,-0.43%,-5.98%,-1.36%,+1.84%,+0.45%,-0.45%
1256.TW,+0.40%,-0.40%,+1.19%,+9.80%,+1.07%,-2.12%,-2.17%,+3.69%,-2.14%,+1.45%
3673.TW,+9.93%,+2.14%,+9.90%,+9.96%,+1.99%,+1.95%,-5.97%,+2.03%,+3.48%,-3.13%
1516.TW,-0.26%,-1.29%,+2.87%,-1.27%,+2.31%,-2.26%,+1.54%,+3.04%,-0.25%,-0.74%
3413.TW,+1.00%,-0.11%,+2.98%,+1.82%,-2.53%,-2.70%,-0.44%,+1.11%,+1.10%,+7.74%
2201.TW,+0.36%,+0.72%,-0.53%,+0.36%,-0.18%,+0.00%,-0.54%,+3.59%,+0.17%,+0.00%
1323.TW,+0.45%,+0.45%,+0.30%,+1.33%,-0.44%,-2.63%,+0.30%,+2.84%,-0.29%,-0.29%
1733.TW,+1.01%,+0.25%,+0.25%,-0.25%,+0.87%,-0.12%,-0.12%,+0.00%,+0.99%,-0.12%
00662.TW,-0.05%,+0.64%,+0.54%,+0.54%,+0.04%,+0.49%,+0.00%,+0.18%,+0.00%,+0.00%
8046.TW,-0.78%,+0.00%,-1.17%,-0.59%,+0.00%,+0.40%,-0.20%,+2.39%,-0.39%,+0.19%
1445.TW,+0.22%,+0.77%,+1.42%,+0.32%,+0.54%,-0.53%,-0.32%,+1.29%,+0.74%,+0.00%
1229.TW,+0.21%,+0.62%,-0.41%,-0.62%,-0.63%,+0.00%,-1.68%,+1.07%,-0.63%,+0.21%
2419.TW,+0.50%,+0.00%,+0.50%,-0.49%,-0.25%,-1.49%,-1.26%,+1.79%,-1.00%,-0.51%
2392.TW,+1.75%,-0.26%,+0.80%,-1.32%,+0.93%,+2.11%,-0.52%,-0.13%,+2.60%,-1.14%
3045.TW,+2.44%,-0.48%,-0.48%,+0.96%,+0.00%,+0.00%,+1.43%,-0.47%,+0.47%,+0.00%
00634R.TW,+0.00%,+0.44%,+0.22%,-0.66%,-0.66%,-0.33%,-0.11%,-0.78%,+0.11%,+0.22%
4164.TW,+0.24%,+0.12%,+0.83%,-0.47%,+0.47%,-1.05%,+0.59%,+0.35%,+1.41%,+0.81%
2024.TW,+0.00%,+0.69%,+0.11%,+0.91%,+3.49%,+0.00%,-1.85%,+1.11%,-0.77%,+0.11%
6415.TW,+1.02%,+3.03%,+1.37%,-3.29%,-1.90%,-1.12%,-0.62%,+0.73%,+4.02%,+0.99%
2207.TW,-0.99%,+1.43%,-0.57%,+0.43%,+0.57%,+0.70%,+0.56%,+0.42%,+0.28%,-1.93%
910322.TW,-0.29%,+0.00%,+2.02%,+1.70%,+1.39%,+0.00%,-2.47%,-1.41%,-1.43%,-1.45%
3321.TW,-1.02%,+0.00%,+10.00%,-1.57%,-3.82%,+0.33%,-0.66%,+0.00%,+0.33%,+0.00%
2542.TW,+4.60%,-0.82%,-0.93%,+0.42%,+0.62%,-0.52%,+0.00%,+1.66%,+0.20%,+0.10%
6431.TW,+0.12%,-0.24%,+0.12%,+4.70%,-0.35%,-0.58%,-0.35%,-0.23%,-0.58%,-0.12%
9917.TW,+0.11%,+0.34%,+0.34%,+1.01%,+0.45%,+0.00%,-0.11%,+0.11%,-0.11%,+0.11%
8271.TW,+0.59%,+0.59%,+1.91%,+0.43%,-1.00%,+1.45%,-1.14%,+0.00%,+0.58%,-0.29%
4540.TW,+2.23%,+0.00%,-0.99%,+1.20%,-0.40%,-0.79%,+0.00%,+0.72%,+1.27%,+5.29%
3056.TW,+3.60%,-0.53%,+1.08%,-0.53%,-1.07%,+0.54%,+0.54%,+0.53%,+0.53%,+3.17%
3669.TW,+3.51%,+7.24%,-4.01%,-1.32%,-1.34%,+1.13%,-0.89%,+0.23%,+0.67%,+1.56%
1309.TW,-5.51%,+2.92%,-4.05%,-2.11%,-0.43%,+1.30%,-0.85%,+0.43%,-1.29%,-1.74%
2360.TW,+0.12%,+0.35%,+0.82%,+1.52%,-1.15%,+2.09%,-1.37%,-0.81%,+0.35%,+0.93%
8016.TW,+1.04%,-2.68%,+0.53%,+1.79%,+0.72%,+0.92%,+3.87%,-0.98%,-1.88%,-0.50%
3094.TW,+0.23%,+0.92%,+0.91%,-0.68%,-0.23%,+0.68%,-1.13%,+0.00%,+0.23%,+4.56%
5484.TW,-0.92%,-0.31%,+0.15%,-1.55%,-0.31%,-3.78%,+0.65%,+0.65%,+0.32%,+1.13%
1454.TW,+1.51%,+0.00%,+1.03%,-0.79%,-0.23%,-0.11%,+0.23%,+0.46%,-0.91%,+0.00%
3014.TW,+1.18%,-0.33%,+0.67%,+1.66%,+0.00%,-0.49%,+0.33%,+0.65%,+0.81%,+1.13%
