股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
3030.TW,-0.58%,+1.16%,+2.16%,-1.27%,-0.71%,+1.15%,+0.28%,-1.27%,-1.00%,+2.32%
1786.TW,-0.13%,+0.00%,+0.40%,+0.13%,-0.53%,+1.33%,+3.95%,+5.95%,-1.31%,+0.85%
9802.TW,-1.59%,+1.61%,-1.19%,+0.80%,+0.40%,-1.59%,+2.02%,-1.19%,+0.80%,-0.40%
00918.TW,-0.09%,-0.70%,+0.37%,-0.19%,-0.09%,+0.23%,+0.33%,+0.56%,+0.97%,-0.32%
3022.TW,-0.38%,-0.51%,-0.26%,+0.13%,+2.18%,+1.63%,+0.99%,+0.61%,+0.00%,-0.12%
5906.TW,-4.31%,+0.00%,+4.17%,-4.96%,+1.01%,+0.17%,+2.83%,+0.16%,+0.00%,-0.32%
00641R.TW,+0.00%,-0.56%,+0.42%,-0.70%,-0.57%,-1.14%,-1.15%,-0.44%,+0.59%,-0.29%
00912.TW,-0.38%,-0.58%,+0.52%,+0.32%,+0.13%,+2.82%,-0.12%,+0.44%,+1.00%,-0.62%
2412.TW,-0.42%,-0.42%,+0.84%,+0.42%,+0.83%,-0.41%,+0.83%,+0.00%,+0.41%,+0.00%
2428.TW,+0.31%,-0.63%,+0.94%,+0.00%,-1.25%,-0.32%,+3.80%,+2.13%,-1.79%,+2.43%
4536.TW,-0.27%,+0.27%,-1.10%,+0.83%,-0.82%,+0.83%,+3.30%,+0.53%,-1.85%,+0.00%
2901.TW,+0.56%,-0.93%,+1.13%,-0.37%,-0.19%,+0.37%,+0.00%,+0.19%,-0.74%,-0.19%
3231.TW,+1.29%,-2.97%,+0.44%,+4.35%,+3.75%,+4.82%,-3.45%,-2.78%,-0.41%,-2.87%
2464.TW,-0.69%,-0.69%,+0.42%,-0.28%,-0.56%,+6.99%,-2.48%,+0.27%,-0.27%,+0.27%
2884.TW,-1.00%,+0.00%,+0.61%,-0.20%,-1.41%,+0.61%,+0.00%,+0.61%,-0.20%,-0.40%
2007.TW,-2.27%,-0.93%,+0.00%,-0.47%,-0.94%,+0.95%,+4.72%,+1.35%,-1.78%,-0.90%
6116.TW,-1.25%,-0.42%,-2.12%,+0.00%,-0.43%,-0.43%,+3.49%,+1.69%,-1.24%,-1.68%
2453.TW,-0.51%,-1.86%,-0.35%,-0.69%,+1.22%,-5.52%,+0.36%,-0.36%,-1.28%,+0.18%
9958.TW,-1.11%,-1.57%,-0.91%,-0.23%,+1.15%,+7.31%,+5.53%,-3.02%,-1.25%,-0.42%
006208.TW,-0.19%,-1.26%,+0.00%,+0.64%,+0.76%,+4.27%,-0.54%,-0.12%,+0.36%,-0.36%
00930.TW,-0.45%,-0.06%,-0.06%,+0.06%,-0.34%,+0.79%,+0.72%,+0.39%,+1.54%,+0.33%
3055.TW,+10.00%,+1.32%,-0.16%,+2.61%,+3.98%,+0.92%,+3.95%,+9.93%,+9.96%,+1.69%
2722.TW,-1.06%,+0.00%,+1.08%,-1.42%,+0.00%,-7.01%,-1.35%,+1.18%,-3.49%,+0.00%
2885.TW,-0.92%,+0.74%,+0.00%,-0.55%,+0.37%,+0.00%,+0.56%,+1.10%,+1.46%,-1.80%
4119.TW,+0.11%,+0.32%,-2.94%,-1.63%,+0.33%,-1.32%,+0.78%,+0.99%,-0.55%,+0.22%
2929.TW,-0.86%,+0.87%,-0.43%,+0.43%,-3.00%,-1.77%,-0.90%,+2.27%,+0.44%,+0.88%
6645.TW,+0.40%,+3.08%,+4.03%,-4.24%,+7.69%,+8.96%,+2.89%,-3.24%,+0.22%,-2.45%
00881.TW,+0.50%,-1.27%,-0.33%,+0.78%,+0.61%,+3.87%,-0.58%,-0.27%,+0.97%,-0.64%
1717.TW,-0.52%,+0.35%,+0.00%,+0.35%,-0.69%,+1.22%,+1.55%,+1.36%,+1.01%,+1.66%
4763.TW,+0.35%,-3.00%,-1.19%,+0.84%,-0.95%,+5.05%,-2.75%,+2.59%,+0.00%,-0.69%
2535.TW,-0.11%,+2.58%,+1.99%,+1.34%,-2.03%,-0.62%,+1.98%,+1.43%,-1.31%,+1.02%
2013.TW,+0.57%,-0.38%,+0.00%,+0.19%,-1.13%,+0.00%,+0.00%,+0.19%,-0.57%,+0.57%
1714.TW,-0.89%,-0.22%,+0.11%,-0.11%,-0.67%,+0.11%,+1.24%,+1.01%,-0.22%,-0.33%
2352.TW,-0.43%,-0.64%,+1.18%,+0.96%,+0.00%,+0.21%,+1.16%,-0.42%,-0.31%,-1.88%
1568.TW,-1.52%,-0.85%,+0.34%,-0.34%,-0.52%,+6.24%,+3.26%,+1.26%,+0.16%,+0.93%
2020.TW,+0.00%,-0.30%,-0.91%,-0.92%,-0.93%,+2.97%,+0.15%,+5.76%,-1.29%,-0.44%
00927.TW,+0.12%,-0.47%,-0.71%,+0.06%,-0.30%,+2.69%,+0.35%,+0.41%,+1.16%,-0.06%
3029.TW,-0.44%,-0.15%,+2.78%,+1.99%,-0.70%,+2.39%,-2.06%,-0.98%,+0.00%,+0.57%
4958.TW,+0.00%,-0.49%,+0.00%,-1.58%,-0.91%,+0.51%,-1.01%,+1.73%,+0.30%,-0.80%
3447.TW,-1.58%,-0.13%,+0.80%,-0.80%,-0.54%,-0.67%,+0.95%,+0.00%,-0.27%,+0.13%
3583.TW,+0.69%,-2.05%,+1.39%,+0.46%,+0.91%,+9.93%,+1.64%,-2.02%,-0.21%,-1.03%
3706.TW,+2.43%,-3.02%,-0.78%,+1.01%,-0.67%,+0.67%,+1.11%,-3.18%,-0.91%,+0.00%
3054.TW,-0.48%,-1.45%,+0.98%,+0.00%,-0.49%,+1.46%,+0.00%,+0.48%,+0.48%,+0.24%
2031.TW,-0.53%,-0.36%,+0.54%,+1.07%,+1.41%,+1.91%,+2.05%,+3.34%,-1.29%,-2.79%
6285.TW,-1.37%,-0.69%,+0.70%,+0.00%,-1.74%,+0.00%,+1.06%,+2.80%,-1.02%,+0.34%
00642U.TW,-1.64%,+0.54%,-1.54%,-2.47%,-1.79%,+4.21%,+1.81%,+0.41%,+0.83%,-1.40%
6994.TW,+5.16%,-2.52%,+0.68%,+1.49%,+0.93%,+7.12%,+10.84%,+3.78%,-2.25%,+0.77%
3576.TW,-1.15%,+0.00%,+1.16%,-1.91%,+0.00%,-1.95%,+3.57%,-0.77%,-1.54%,+0.39%
8112.TW,-1.31%,+0.17%,+1.50%,-0.49%,+0.16%,+1.64%,+1.29%,+3.35%,-1.85%,-0.63%
00633L.TW,-3.10%,-0.69%,+0.55%,-2.11%,+3.05%,+5.95%,+3.54%,-1.71%,+0.64%,+7.25%
1535.TW,+0.67%,+3.67%,-2.25%,-1.98%,-0.34%,-0.51%,-0.68%,+2.22%,-0.17%,-0.50%
00885.TW,-0.42%,+0.34%,-0.17%,+0.09%,+0.26%,+1.02%,+0.17%,+1.01%,+2.16%,-0.16%
4306.TW,-0.58%,-0.59%,+0.59%,+0.00%,+0.00%,-1.18%,+2.68%,+1.74%,-1.14%,-0.58%
8105.TW,-1.45%,-1.10%,+0.37%,-1.48%,-0.75%,-0.38%,+3.42%,+3.31%,-1.07%,+0.36%
1721.TW,-1.71%,+0.00%,+0.35%,-0.69%,-1.05%,+2.12%,+2.08%,+3.05%,-1.64%,+1.67%
1434.TW,+0.41%,-0.82%,+0.41%,-0.21%,-1.24%,-0.21%,-0.21%,+1.26%,-0.62%,+0.00%
6902.TW,+0.89%,-0.88%,+0.00%,-0.30%,+0.00%,-0.60%,-3.29%,+1.55%,-2.44%,+0.00%
2461.TW,-1.90%,+6.25%,-2.43%,+0.62%,-3.10%,-0.21%,+0.43%,+0.64%,-0.85%,-0.43%
8131.TW,-0.66%,-0.13%,+0.13%,-0.40%,+0.66%,+0.53%,+1.31%,+0.90%,-0.26%,+0.13%
00637L.TW,-3.20%,-0.55%,+0.74%,-2.38%,+3.00%,+6.11%,+3.78%,-1.99%,+0.76%,+7.12%
7631.TW,+3.52%,+0.00%,+2.43%,-2.84%,+0.00%,+0.49%,-1.46%,+0.49%,+2.94%,-3.33%
00664R.TW,+0.00%,+1.20%,-0.40%,-0.80%,+0.00%,-2.81%,-0.21%,-0.21%,-0.21%,+0.21%
2434.TW,-0.29%,-1.45%,+0.00%,+1.47%,-1.31%,-2.21%,+0.45%,+2.55%,+1.17%,+1.01%
8488.TW,-0.95%,-0.64%,+0.64%,-0.32%,+0.32%,+0.32%,+1.91%,+0.31%,-0.62%,+3.76%
00733.TW,+1.56%,-1.20%,+0.87%,+1.97%,-0.25%,+2.87%,+0.66%,-0.81%,+0.00%,+0.16%
1533.TW,-0.38%,+0.38%,+0.00%,-0.19%,-0.95%,-0.19%,+2.69%,+0.37%,-1.49%,+0.00%
4952.TW,-1.34%,+0.78%,+0.39%,+1.54%,-1.70%,+2.50%,+0.19%,+0.94%,-0.93%,+1.31%
1219.TW,-0.26%,-0.26%,+0.26%,-0.52%,+0.26%,+0.00%,+0.00%,+0.53%,+0.00%,+0.00%
00929.TW,-0.11%,-0.43%,-0.16%,+0.27%,-0.11%,+1.07%,+1.01%,+0.37%,+0.94%,+0.00%
8249.TW,+0.00%,-0.51%,+0.86%,-1.03%,-0.35%,+1.04%,+0.86%,+2.21%,+2.66%,+5.51%
5288.TW,-0.86%,-0.29%,+0.29%,+0.58%,+0.57%,+1.14%,+0.28%,+0.56%,-0.84%,-1.13%
2034.TW,-1.14%,-0.19%,+0.38%,-0.19%,-0.19%,-0.58%,+0.39%,+0.96%,-0.76%,+0.19%
2483.TW,-0.21%,-0.84%,+0.42%,-0.42%,-0.21%,+0.42%,+1.06%,+1.46%,-0.21%,+0.21%
3380.TW,+0.90%,-1.66%,-0.52%,+2.48%,-3.95%,-0.53%,+0.40%,+0.53%,-1.06%,+3.20%
1795.TW,-2.17%,+3.14%,+0.89%,-2.66%,+0.36%,-0.91%,+1.47%,-0.72%,+0.18%,+0.36%
2406.TW,-3.13%,-1.17%,-0.59%,-1.19%,-1.51%,+0.61%,+3.05%,+5.03%,-1.97%,+0.57%
1316.TW,+2.88%,-3.50%,-0.36%,+1.45%,-1.79%,+1.46%,+9.71%,+9.84%,+9.85%,-1.63%
1515.TW,-1.44%,+0.34%,-1.46%,-1.59%,+0.58%,+1.15%,+4.43%,-0.33%,+1.09%,+1.08%
00934.TW,-0.24%,-0.24%,+0.00%,+0.06%,-0.59%,+1.01%,+0.47%,+1.06%,+1.39%,-0.06%
00674R.TW,-0.41%,+0.17%,-0.41%,-0.50%,+1.01%,+2.07%,-0.57%,-0.74%,+0.16%,-0.66%
6657.TW,-1.14%,-0.33%,+0.00%,-0.83%,+0.67%,+2.65%,+0.00%,-0.16%,-1.45%,-1.15%
6799.TW,-2.46%,-0.28%,+2.25%,-1.10%,-3.61%,+1.44%,+6.25%,+0.00%,+5.08%,-1.53%
6689.TW,+1.22%,-2.02%,+0.41%,+0.41%,-1.22%,+6.61%,+0.78%,-1.54%,+0.78%,-1.55%
2427.TW,-1.46%,-1.05%,+0.21%,-0.64%,-1.50%,+5.00%,+0.62%,+1.03%,-1.63%,-0.41%
1536.TW,-1.13%,+0.00%,+0.19%,-2.85%,-0.59%,-0.39%,+1.58%,+0.97%,-0.39%,-0.39%
2528.TW,+2.18%,+0.80%,-0.26%,+0.93%,+3.81%,+0.00%,-1.39%,+2.95%,-1.99%,+1.78%
1463.TW,+0.29%,+2.59%,+1.69%,+1.93%,-1.90%,-1.10%,+2.51%,+0.82%,+1.62%,+0.00%
3665.TW,-0.21%,-1.70%,+0.87%,-0.21%,-1.72%,+1.75%,+1.94%,+3.59%,-0.41%,-0.61%
3714.TW,-1.41%,+0.12%,+0.59%,+0.24%,-1.06%,+3.34%,+0.81%,+3.20%,-0.78%,-0.22%
6698.TW,+2.55%,-2.07%,-0.42%,+4.11%,+4.09%,-6.94%,+0.14%,+0.56%,-2.93%,-1.15%
5880.TW,-1.36%,+0.20%,+1.57%,+0.00%,-0.97%,-0.20%,+0.20%,+0.98%,+0.39%,-0.39%
2243.TW,-1.02%,+2.84%,-1.76%,-1.02%,-1.29%,-9.95%,-2.03%,-0.30%,+1.49%,-0.59%
2349.TW,-0.38%,-0.38%,+0.00%,+0.26%,-0.64%,+1.80%,+0.51%,+1.26%,-0.50%,-0.75%
2401.TW,-1.38%,+0.31%,+0.00%,-1.86%,-2.37%,+1.78%,+4.13%,-0.15%,+1.98%,-0.30%
8104.TW,+0.00%,+0.00%,+1.56%,-0.98%,-1.84%,-2.30%,+0.44%,+1.03%,+0.29%,-0.29%
6906.TW,-5.73%,-2.57%,-1.20%,-2.43%,-1.24%,-1.26%,-2.04%,+0.52%,-7.51%,+0.84%
3563.TW,+4.08%,-1.78%,-0.36%,+2.19%,+4.46%,+3.24%,+5.12%,-2.52%,+2.10%,-2.84%
2910.TW,+0.18%,-0.73%,+0.73%,+0.36%,+0.00%,+0.72%,-0.72%,+1.09%,+0.00%,+0.00%
2254.TW,-1.33%,-2.21%,+1.50%,-0.25%,+0.00%,+0.12%,+1.85%,+0.73%,+0.96%,-1.91%
2369.TW,+8.15%,-0.81%,-2.26%,+0.42%,+1.05%,+5.80%,+9.98%,+1.07%,-2.29%,-0.54%
2250.TW,+0.33%,+0.77%,-0.55%,-4.18%,-0.57%,-4.61%,+0.97%,+0.60%,+1.43%,+2.00%
1773.TW,-0.74%,-1.49%,+1.89%,+0.37%,-1.48%,+3.75%,+4.33%,+4.50%,-1.66%,+3.37%
6931.TW,+5.44%,+16.78%,+2.60%,+1.27%,-2.08%,+0.00%,-1.70%,-2.16%,-11.06%,+1.00%
4956.TW,-1.12%,-2.27%,-1.39%,-0.24%,-1.42%,+1.44%,+4.48%,-0.45%,-2.27%,-0.70%
5876.TW,-1.56%,+0.00%,+1.47%,-0.33%,-1.34%,-0.23%,+0.23%,+1.47%,+0.11%,+0.00%
4977.TW,-1.23%,+1.25%,+2.19%,+0.40%,-1.07%,-2.57%,+3.61%,+1.34%,-1.59%,+2.55%
00632R.TW,+0.23%,+1.13%,-0.45%,-0.67%,+0.00%,-3.17%,+0.00%,-0.23%,+0.00%,+0.00%
3704.TW,-0.82%,-1.55%,-1.36%,-0.96%,-1.29%,+0.54%,-3.46%,+5.15%,-1.91%,+0.87%
8213.TW,-0.61%,+0.00%,+0.61%,-0.73%,-0.85%,+0.86%,+1.22%,+1.45%,-0.71%,+0.24%
2845.TW,-0.41%,+0.41%,+0.00%,+0.41%,-1.22%,+0.83%,+0.00%,+0.82%,-0.41%,+0.00%
3266.TW,+0.27%,+0.00%,-0.81%,+0.27%,-1.36%,+4.40%,+3.95%,+2.53%,-1.48%,+0.25%
2812.TW,-0.63%,-0.95%,-2.55%,+0.65%,-0.32%,+0.98%,+0.00%,+0.65%,+0.00%,+1.60%
1324.TW,+0.60%,-0.30%,-0.60%,+0.00%,-2.10%,+5.20%,-0.29%,+0.87%,-1.45%,+0.88%
00932.TW,-0.31%,-0.25%,-0.19%,-0.12%,-0.56%,+0.68%,+1.11%,+0.61%,+0.79%,-0.06%
2867.TW,-1.23%,-0.21%,+0.62%,+0.00%,+0.41%,-0.41%,+2.27%,+1.61%,-0.20%,-0.99%
4906.TW,-0.14%,-0.42%,+1.69%,-0.55%,-2.50%,+1.71%,-0.14%,+0.84%,-0.83%,+1.12%
1712.TW,-0.52%,+0.00%,+0.13%,-0.39%,+0.26%,+0.13%,+1.29%,+1.92%,-1.50%,+1.40%
1203.TW,-0.54%,+0.54%,+0.36%,+0.90%,-0.18%,-2.67%,+0.00%,+0.73%,-0.55%,-0.55%
2002.TW,-1.57%,+0.40%,+0.40%,-0.40%,-1.19%,-1.01%,+1.22%,+2.01%,-0.39%,-0.20%
2478.TW,+0.33%,-0.98%,+0.22%,+0.99%,-0.76%,+1.54%,+0.87%,+1.07%,-0.85%,+0.21%
4560.TW,+0.00%,-0.42%,+0.14%,-0.28%,+0.56%,+0.42%,+0.28%,+0.14%,+0.28%,+0.00%
4532.TW,-0.90%,+0.00%,+0.68%,-2.02%,+0.92%,+2.27%,+2.22%,+0.22%,-0.22%,+1.52%
6582.TW,-0.75%,+0.38%,+0.19%,-0.19%,-0.76%,-4.38%,-0.20%,+0.80%,-0.79%,+0.20%
6668.TW,-0.92%,+0.82%,+0.31%,-1.32%,+0.10%,+4.02%,+4.36%,+0.19%,-2.84%,+9.94%
9136.TW,-0.45%,+0.00%,-0.91%,+1.38%,+0.45%,-0.60%,+0.00%,+0.61%,+0.00%,-0.15%
2897.TW,-0.42%,-0.11%,+0.42%,-0.53%,-0.32%,+2.77%,+0.41%,+1.86%,-0.10%,-0.51%
3557.TW,-0.49%,-0.49%,+0.50%,-0.16%,+0.66%,+0.16%,+2.95%,-0.64%,+2.08%,+1.10%
9939.TW,-0.36%,+1.82%,-1.43%,-1.09%,+1.10%,+4.00%,-0.70%,-1.06%,+1.07%,-0.70%
3592.TW,-0.40%,+0.00%,+0.13%,+1.19%,-0.79%,+9.91%,+4.81%,-0.23%,+2.18%,-0.79%
1718.TW,-1.52%,-0.13%,-0.26%,-0.39%,-1.81%,+1.06%,+1.96%,+1.92%,-0.38%,+0.13%
6491.TW,+4.64%,-1.39%,-2.06%,+0.39%,+0.39%,-0.52%,+0.79%,+1.17%,+0.39%,+2.56%
2484.TW,+1.05%,-1.33%,+1.20%,-1.48%,-1.05%,-0.76%,+3.53%,+0.00%,+1.04%,+2.35%
2520.TW,-0.88%,+0.89%,-0.76%,-1.66%,+0.78%,+1.29%,+0.63%,+1.26%,-0.87%,+1.63%
6166.TW,-0.32%,-1.77%,+2.46%,+0.00%,+0.80%,-2.70%,-0.82%,+1.64%,-1.62%,+9.87%
2102.TW,-0.82%,+1.39%,+1.37%,-0.54%,+0.27%,+0.00%,+0.00%,+2.43%,-1.58%,-0.27%
1338.TW,-1.39%,+0.13%,-0.26%,+0.51%,+0.26%,-1.15%,+1.03%,+1.40%,+0.00%,+0.13%
3023.TW,-1.33%,-0.58%,+0.58%,+0.58%,-1.54%,+0.00%,+0.58%,+0.39%,-1.35%,+0.98%
2106.TW,-1.49%,+0.51%,+0.84%,+0.33%,+0.00%,-0.83%,+1.17%,+0.66%,-0.98%,-0.17%
00738U.TW,+0.84%,-0.18%,-0.60%,+0.79%,-2.45%,-0.62%,+2.10%,+0.61%,-0.56%,+0.70%
6672.TW,+0.00%,+0.89%,+0.44%,+2.74%,+0.75%,-1.06%,+4.17%,-1.74%,-1.15%,-0.63%
3694.TW,-2.12%,+4.88%,-1.21%,-1.22%,-2.30%,-0.54%,+0.18%,-2.90%,+0.37%,+4.28%
2312.TW,-0.32%,-0.96%,+0.32%,-1.29%,+0.00%,-0.98%,+2.32%,+2.27%,-1.90%,+2.26%
2208.TW,-0.27%,-0.82%,+1.11%,-1.10%,-0.83%,+1.40%,+0.00%,+0.00%,-0.83%,-0.56%
2028.TW,+0.21%,-0.62%,+0.21%,+0.83%,+1.02%,+0.20%,+2.43%,+1.58%,-2.92%,+1.60%
1909.TW,-0.72%,+0.36%,+1.08%,-0.71%,-1.08%,+1.82%,+1.07%,+1.41%,-1.39%,+0.00%
2348.TW,-0.63%,-0.74%,+0.85%,+0.11%,+0.42%,+3.87%,+1.71%,+1.49%,-1.46%,+1.49%
2104.TW,-1.08%,+3.01%,-0.53%,-1.34%,-0.81%,+0.27%,+0.27%,+1.63%,-1.34%,-0.27%
2880.TW,-1.15%,+0.47%,+1.16%,+0.23%,-0.68%,+0.00%,+0.00%,+0.69%,-0.23%,-0.23%
8476.TW,-1.50%,+2.67%,+3.90%,-51.61%,-4.06%,+103.85%,-0.38%,+1.70%,+1.12%,-0.18%
1339.TW,+0.16%,-0.99%,+0.50%,-0.17%,-0.50%,+3.65%,+2.56%,+0.78%,+0.16%,+0.62%
6806.TW,-0.45%,-0.45%,+1.36%,-0.90%,-0.90%,-1.37%,+7.87%,+6.01%,+0.40%,+1.61%
1605.TW,-2.06%,-0.56%,+0.14%,-0.56%,-1.28%,+1.44%,+2.12%,+1.11%,-0.41%,+0.28%
00648R.TW,-0.99%,+0.66%,+0.83%,-1.64%,-0.17%,-0.67%,-0.67%,+0.34%,+0.34%,+0.34%
3006.TW,-0.97%,+0.33%,+0.22%,-1.52%,-1.10%,+3.44%,-0.11%,+0.75%,-0.75%,+1.29%
1442.TW,-0.14%,-0.41%,+0.00%,+0.14%,+1.23%,+1.62%,-0.27%,+0.93%,-0.26%,-0.26%
3376.TW,-2.76%,+5.67%,+9.73%,+6.73%,+1.72%,+5.63%,-4.80%,-9.80%,-2.48%,+7.64%
1303.TW,-1.77%,-0.49%,+2.30%,+0.16%,-2.24%,+0.33%,-0.16%,+0.82%,-0.49%,-0.49%
00715L.TW,-2.90%,+0.27%,-2.84%,-4.25%,-2.47%,+7.01%,+3.34%,+0.20%,+1.62%,-1.85%
3021.TW,-0.23%,-0.92%,-0.47%,-2.58%,+0.00%,+1.68%,+3.31%,+0.00%,+0.00%,+0.69%
2633.TW,-0.34%,-0.51%,+0.68%,+0.34%,-0.34%,-1.34%,+0.34%,+0.17%,-0.51%,+0.34%
1441.TW,-0.37%,+0.74%,+1.10%,+0.36%,-0.72%,+0.00%,-0.36%,+1.47%,-1.08%,+0.73%
2543.TW,+0.00%,+1.09%,-2.33%,-1.83%,-1.31%,+9.09%,+2.43%,+7.63%,+9.92%,+9.89%
1762.TW,-1.15%,+0.19%,-0.19%,-0.78%,-1.17%,-1.29%,+1.30%,-0.40%,-0.40%,+1.20%
