股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
2013.TW,-0.18%,+0.88%,+0.00%,+0.00%,-0.35%,+2.45%,+2.73%,+0.50%,+3.64%,+1.28%
1714.TW,-0.98%,+0.99%,+2.51%,-1.60%,-0.97%,+1.09%,+1.30%,+0.53%,+1.17%,+1.68%
2352.TW,-1.40%,+0.71%,+4.39%,-1.18%,-3.41%,-0.53%,+0.53%,+0.35%,+2.99%,-0.17%
1568.TW,-6.53%,+2.72%,+2.27%,+1.66%,-2.36%,+0.56%,+3.33%,+0.00%,+2.33%,-1.40%
2020.TW,-0.27%,+0.00%,-0.27%,+0.27%,+0.27%,+0.80%,+1.60%,-0.52%,+2.37%,+4.37%
3029.TW,-0.93%,+0.13%,+0.67%,-0.13%,+0.27%,+1.19%,+4.06%,+0.63%,+0.50%,+0.87%
4958.TW,+0.00%,-0.44%,-0.44%,+2.65%,-0.43%,+0.43%,+1.72%,+2.12%,-0.41%,-2.08%
3583.TW,-1.47%,+1.66%,-0.33%,+0.16%,-0.49%,+3.45%,+0.79%,+0.79%,+1.56%,-0.77%
3706.TW,-0.34%,+0.86%,+0.17%,-0.51%,+0.34%,+0.51%,+0.85%,+0.84%,+1.17%,+2.48%
3054.TW,-1.52%,+1.32%,+0.00%,-1.08%,+0.00%,+0.66%,-0.65%,+0.00%,+0.00%,+0.22%
2031.TW,-1.17%,+3.26%,-0.72%,+2.75%,+0.56%,+1.96%,+3.98%,-0.26%,+3.31%,+2.05%
6285.TW,-1.06%,+0.27%,+0.13%,+1.33%,-0.79%,+2.25%,+1.94%,+0.13%,-0.51%,-0.64%
00642U.TW,+0.22%,+3.02%,+1.74%,+1.71%,+1.26%,+6.22%,+2.93%,-3.32%,+0.39%,+4.39%
3576.TW,-0.85%,+2.99%,+2.07%,+0.00%,+0.00%,+5.69%,+0.77%,+1.91%,+4.49%,+0.00%
8112.TW,-0.72%,+1.16%,-0.29%,+3.15%,-0.14%,+1.95%,+1.23%,+0.94%,+2.80%,-0.26%
00633L.TW,+1.60%,+1.90%,+1.54%,+0.06%,+4.80%,+13.63%,-3.93%,-1.60%,-4.66%,-1.12%
1535.TW,+0.00%,+0.30%,-0.15%,+0.61%,-0.91%,+2.29%,+1.34%,-0.29%,+2.36%,+0.29%
4306.TW,-0.36%,+1.43%,+0.70%,+0.00%,-1.40%,+2.84%,+3.10%,+1.67%,+0.00%,+1.64%
8105.TW,-1.71%,+0.43%,+4.76%,+0.00%,-2.48%,+5.08%,+1.61%,+3.57%,+2.68%,-2.61%
1721.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,-12.04%,+1.44%,-0.47%,+0.00%,+0.95%
1434.TW,+0.17%,+0.51%,+0.34%,+0.34%,+0.17%,+0.00%,+1.69%,-0.67%,+1.17%,+1.16%
2461.TW,-0.30%,+3.36%,-1.48%,+0.30%,+0.30%,+3.28%,+2.31%,+0.00%,+3.39%,+1.09%
8131.TW,+0.28%,+1.79%,-0.27%,+0.00%,+0.81%,+0.94%,+0.13%,+0.40%,+0.53%,+0.40%
00637L.TW,+1.52%,+2.10%,+1.43%,-0.03%,+4.63%,+13.98%,-3.91%,-1.43%,-4.24%,-1.55%
00664R.TW,-1.57%,-2.39%,-0.27%,+0.68%,-0.81%,-3.83%,-0.57%,+0.57%,-0.43%,-0.29%
2434.TW,+3.40%,-1.82%,+1.12%,-1.47%,+0.00%,-1.12%,+0.00%,+0.38%,+0.00%,-0.94%
8488.TW,+0.36%,-1.08%,+0.00%,-0.36%,+0.00%,+0.36%,+0.72%,+0.36%,+0.36%,+1.07%
00733.TW,+0.68%,+2.85%,+0.12%,+0.08%,+0.81%,+4.31%,+2.30%,+1.11%,+3.18%,+0.96%
1533.TW,-9.97%,+9.90%,+9.92%,-0.14%,+4.03%,-2.94%,+2.89%,+0.13%,-1.34%,-2.17%
4952.TW,+0.12%,+6.31%,-1.40%,-2.01%,+0.24%,+5.29%,+1.83%,+5.83%,+1.48%,+0.10%
1219.TW,-0.54%,+0.54%,+0.27%,+1.88%,+0.00%,+2.11%,+0.52%,+0.51%,+0.51%,+1.78%
8249.TW,-0.53%,+0.27%,+0.80%,+0.26%,+0.26%,+3.16%,+1.79%,+0.00%,+1.00%,+0.00%
5288.TW,+2.40%,+0.00%,-1.95%,+0.00%,+0.40%,+0.79%,-1.18%,-1.59%,+0.81%,+0.80%
2034.TW,+0.40%,+1.00%,-0.39%,-0.40%,+0.40%,+2.18%,+2.52%,+0.76%,+1.13%,+3.71%
2483.TW,-1.04%,+0.26%,-0.26%,+0.26%,-0.26%,+2.36%,+1.02%,+0.00%,+1.27%,+0.50%
3380.TW,-3.04%,+0.30%,-1.93%,+0.46%,-1.21%,+1.83%,+2.55%,+3.66%,+0.28%,+1.83%
1795.TW,-1.33%,+0.60%,-0.60%,+0.30%,+1.95%,+2.35%,+7.46%,-0.93%,+3.23%,+1.04%
2406.TW,+1.44%,+1.42%,+2.79%,-3.26%,-0.28%,+4.79%,+2.15%,+3.42%,+2.54%,-1.99%
1316.TW,+1.28%,+0.00%,+0.42%,+0.00%,+0.00%,+0.84%,+1.25%,+0.82%,+2.45%,+0.00%
1515.TW,+6.39%,-1.92%,-1.17%,+3.03%,-0.64%,+1.80%,+8.85%,+2.21%,-1.48%,-4.04%
00674R.TW,-1.15%,+0.39%,+0.62%,+1.23%,+1.36%,+0.30%,+0.30%,+1.04%,-0.96%,-1.63%
6799.TW,-1.12%,+1.88%,+1.11%,+0.73%,+0.36%,+2.89%,-3.51%,+5.09%,+8.30%,-8.63%
6689.TW,+2.54%,+0.74%,-2.70%,+6.06%,+2.38%,-2.33%,+0.24%,+0.24%,-2.37%,-0.24%
2427.TW,-0.88%,+0.00%,+0.00%,+0.00%,-0.44%,+0.45%,+0.44%,+0.00%,+0.88%,+0.44%
1536.TW,-1.30%,+2.20%,+2.16%,+1.27%,-0.83%,+0.84%,-1.25%,-2.11%,+1.29%,-1.70%
2528.TW,-0.22%,+0.44%,+1.97%,-1.72%,+1.31%,+1.51%,+0.00%,-0.85%,+1.29%,+1.06%
1463.TW,-1.20%,+0.00%,+0.00%,-0.40%,-0.41%,+0.00%,+1.22%,-0.40%,+1.21%,-0.40%
3665.TW,-4.99%,+2.03%,-0.33%,-0.50%,-1.17%,+4.07%,+1.79%,-2.40%,+0.33%,-1.47%
3714.TW,-2.06%,+0.50%,-0.99%,-0.50%,+0.75%,+4.47%,-0.48%,+0.24%,+1.43%,+0.35%
6698.TW,-1.95%,+0.87%,-0.86%,+1.12%,+0.25%,+1.47%,+2.90%,+1.29%,+1.27%,+4.12%
5880.TW,+1.04%,+0.26%,+1.03%,-0.51%,+0.51%,+1.02%,+0.25%,+0.50%,+0.00%,+1.25%
2243.TW,-3.06%,+1.80%,+1.77%,-3.48%,+0.45%,+0.45%,+1.79%,+1.75%,+1.72%,+1.27%
2349.TW,+0.00%,+0.49%,-0.49%,-0.49%,-1.88%,+1.92%,+0.00%,+2.97%,+0.48%,+1.44%
2401.TW,-5.18%,+1.47%,+0.62%,-1.65%,-0.42%,+4.62%,+6.43%,+0.57%,+0.56%,-2.80%
8104.TW,-1.32%,+0.89%,+0.99%,+2.40%,-0.85%,+4.62%,-0.10%,+0.31%,+1.23%,+0.00%
3563.TW,+1.53%,-0.38%,-0.57%,+4.19%,+1.28%,+0.00%,+2.89%,+1.93%,-0.17%,-0.69%
2910.TW,-5.00%,+2.24%,-3.99%,-6.84%,+2.16%,-4.23%,+2.35%,-5.17%,+3.48%,-1.61%
2369.TW,-1.81%,+1.85%,+0.72%,-0.36%,+0.72%,+9.68%,+0.00%,+1.96%,+3.21%,+0.00%
1773.TW,+1.00%,+0.50%,+0.49%,+0.49%,-0.49%,+4.41%,-0.94%,+0.47%,+0.47%,+0.00%
4956.TW,-1.86%,+2.16%,+0.00%,-0.26%,-0.80%,+6.42%,+3.02%,+4.39%,+0.93%,-0.23%
5876.TW,+2.14%,+0.92%,+0.39%,+0.00%,+0.13%,+2.45%,-0.13%,-1.13%,+0.13%,+1.53%
4977.TW,-0.48%,+0.49%,+0.48%,-0.48%,+0.00%,+1.45%,+2.86%,+0.00%,+0.00%,-0.93%
00632R.TW,-1.79%,-2.42%,-0.16%,+0.62%,-0.93%,-3.74%,-0.49%,+0.49%,-0.32%,-0.33%
3704.TW,-0.14%,+0.71%,+0.84%,-1.25%,+0.14%,+2.39%,+4.80%,+0.13%,-1.31%,+0.13%
8213.TW,-0.67%,+0.78%,-0.11%,-0.11%,+0.00%,+1.56%,+1.65%,+2.05%,+2.65%,+0.72%
2845.TW,+0.98%,+0.00%,+0.00%,-0.48%,+0.49%,+0.97%,+0.48%,-0.48%,+0.96%,+0.47%
3266.TW,+1.08%,-0.36%,+1.08%,-0.71%,-1.07%,+0.00%,-0.36%,+0.36%,+0.36%,+2.16%
2812.TW,+0.47%,+0.00%,+0.00%,+0.00%,+0.00%,+0.93%,+0.46%,+0.00%,+0.00%,+0.92%
1324.TW,-0.41%,+0.92%,+0.30%,+0.50%,+0.10%,+0.60%,+1.00%,-0.49%,+1.49%,+0.49%
2867.TW,+0.00%,+0.75%,-0.12%,-0.50%,+1.37%,+0.37%,+1.35%,+0.12%,+0.48%,+1.44%
4906.TW,-1.42%,+0.18%,+0.72%,+1.07%,-0.88%,+2.85%,+1.91%,+2.21%,+2.33%,+0.81%
1712.TW,+0.00%,+0.73%,+0.49%,-0.24%,+0.48%,+0.48%,+0.72%,+0.00%,+0.48%,+1.42%
1203.TW,-0.71%,+0.57%,-0.57%,+0.00%,+0.00%,+1.14%,+0.56%,-0.14%,-0.14%,+2.81%
2002.TW,+1.09%,+2.59%,-0.63%,-1.90%,+0.86%,+2.56%,+1.67%,+0.82%,-0.61%,+3.48%
2478.TW,-0.90%,+1.68%,-0.13%,+0.13%,-0.25%,+6.62%,+0.72%,+1.42%,+0.93%,+1.62%
4560.TW,+1.14%,+1.13%,+0.99%,-0.49%,+0.25%,+3.08%,-0.36%,+0.36%,+0.12%,+2.15%
4532.TW,-0.25%,+0.51%,+0.00%,-0.25%,-0.25%,+2.03%,+1.24%,+0.98%,+0.24%,+1.21%
6582.TW,-1.11%,-1.12%,-2.26%,+0.00%,+0.77%,-0.38%,+4.23%,+0.37%,+2.94%,+2.14%
6668.TW,+0.17%,+1.69%,+1.66%,-2.78%,-0.84%,+1.87%,+3.00%,+5.50%,-0.77%,-3.40%
9136.TW,-1.36%,-0.64%,+0.75%,+0.64%,-0.63%,+1.06%,+5.35%,+0.00%,-0.50%,+0.00%
2897.TW,-0.15%,+0.46%,+0.15%,-0.15%,+0.15%,+1.82%,+0.89%,-0.15%,+0.44%,+1.62%
3557.TW,-2.18%,+0.00%,+1.99%,+0.57%,-1.83%,+2.33%,+4.55%,-0.65%,+1.97%,-0.64%
9939.TW,+0.88%,+1.22%,+0.52%,+2.06%,+0.17%,+1.68%,+0.66%,+0.33%,+2.78%,+0.00%
1718.TW,+0.60%,+3.36%,-0.46%,+0.23%,+0.00%,+3.84%,+3.70%,+0.97%,+0.64%,+6.80%
6491.TW,+4.66%,-0.61%,+2.65%,+5.16%,+2.26%,+2.95%,-1.61%,-0.73%,-0.73%,-0.18%
2484.TW,-2.46%,+1.38%,-0.45%,-0.68%,+0.23%,+4.57%,+1.31%,+3.02%,+1.67%,+0.00%
2520.TW,+0.00%,+0.47%,+2.17%,+1.67%,+0.15%,+0.30%,+0.30%,-0.30%,-0.30%,+5.22%
6166.TW,-5.56%,-0.52%,-1.04%,-3.51%,+0.91%,-1.08%,+2.19%,+3.04%,+1.73%,+5.62%
2102.TW,-0.90%,+0.61%,+0.60%,-0.60%,-0.60%,+2.73%,+1.18%,+0.29%,+3.49%,+1.40%
1338.TW,-1.60%,+2.28%,-0.32%,-0.32%,-0.32%,+1.12%,+7.46%,-1.77%,+0.30%,+1.95%
3023.TW,-0.80%,+4.02%,+9.65%,-9.86%,+2.15%,+5.35%,+0.18%,-2.54%,+0.37%,+0.00%
2106.TW,+2.19%,+0.76%,+1.06%,-0.45%,-0.30%,+2.72%,+0.74%,+0.00%,+1.46%,+1.15%
00738U.TW,+9.82%,-0.96%,-5.67%,-2.38%,+0.11%,+3.71%,+0.11%,-2.28%,+2.58%,+2.34%
6672.TW,-1.51%,+2.17%,-0.75%,+3.52%,+0.97%,+1.56%,+1.30%,+1.64%,+1.61%,+2.15%
3694.TW,-3.21%,+5.85%,-2.21%,-0.19%,-1.13%,+6.30%,+2.51%,+0.88%,+0.35%,+0.52%
2312.TW,-0.42%,+0.84%,+1.26%,-1.24%,+0.00%,+1.67%,+2.06%,+0.81%,+2.80%,+1.17%
2208.TW,-0.62%,+0.42%,+0.21%,-0.21%,-0.21%,+1.88%,+3.69%,-1.58%,+0.80%,+0.60%
2028.TW,-2.43%,-0.25%,-1.50%,-0.51%,+0.00%,+4.59%,+10.00%,+3.33%,+0.43%,+9.83%
1909.TW,+1.80%,+1.52%,+0.00%,+2.49%,+0.00%,+9.71%,+3.54%,+2.56%,+1.67%,+2.05%
2348.TW,+0.00%,+0.69%,+0.69%,+0.23%,-1.02%,+1.26%,+0.00%,-0.23%,-0.57%,+4.22%
2104.TW,+1.51%,+0.64%,+0.63%,+0.00%,+0.21%,+4.19%,+2.62%,+0.00%,+0.78%,+5.64%
2880.TW,+0.29%,+0.29%,+0.87%,+0.00%,+0.29%,+2.01%,+0.56%,+0.00%,+0.00%,+1.40%
8476.TW,+0.24%,+0.72%,-0.95%,-0.24%,-0.48%,-0.49%,+0.00%,+0.00%,+0.00%,-1.71%
1339.TW,-1.49%,+0.25%,-0.63%,-0.76%,-0.13%,+0.89%,+0.76%,+0.25%,+0.25%,+1.12%
6806.TW,-1.04%,+0.00%,+0.00%,+3.44%,+2.60%,+1.27%,+1.67%,+12.19%,+10.99%,-2.75%
1605.TW,+0.00%,+2.13%,+2.08%,-0.29%,+0.29%,+2.62%,+1.42%,+1.96%,+2.47%,+1.07%
00648R.TW,+0.00%,-1.66%,-1.33%,+0.49%,-1.58%,-1.61%,+0.38%,+0.38%,+0.12%,+0.00%
3006.TW,+1.88%,+2.35%,+0.82%,+1.30%,+0.96%,+9.86%,+5.07%,+3.17%,+9.88%,+4.50%
1442.TW,+0.29%,-0.29%,+2.36%,-0.86%,+0.87%,+0.58%,+0.29%,+0.86%,+0.28%,+1.13%
3376.TW,-0.40%,+0.00%,-0.80%,-0.40%,+1.22%,+0.40%,+2.00%,+0.39%,+2.34%,-0.38%
1303.TW,+1.68%,+3.15%,+0.00%,+0.15%,-0.58%,+2.19%,+1.00%,-0.71%,+1.99%,+3.07%
00715L.TW,+0.59%,+4.89%,+1.68%,+2.39%,+2.87%,+13.07%,+5.08%,-6.16%,+1.87%,+6.90%
3021.TW,-1.40%,+0.35%,+0.00%,-0.35%,+1.42%,+4.55%,+1.00%,+1.99%,+0.00%,+0.65%
2633.TW,-0.35%,+1.22%,-0.17%,+0.34%,+0.68%,+1.36%,+0.17%,+0.50%,+0.17%,+2.16%
1441.TW,-1.12%,+1.98%,+0.14%,-0.28%,-0.14%,+3.76%,+2.28%,+0.00%,+3.41%,+2.28%
2543.TW,-0.59%,+1.20%,-0.30%,+0.74%,+0.88%,+0.29%,+0.87%,-0.86%,+1.02%,+0.86%
1762.TW,+0.19%,-0.19%,+2.06%,+0.00%,-0.92%,-0.37%,+2.60%,+2.72%,+4.76%,-3.70%
2388.TW,-0.58%,+4.90%,-0.75%,-3.01%,-0.78%,+3.13%,+1.14%,+0.00%,-0.56%,-1.89%
1256.TW,+1.58%,+0.86%,+1.20%,+4.73%,+0.48%,+4.17%,+6.01%,-0.58%,-1.61%,+2.53%
3673.TW,-2.23%,+2.40%,+0.00%,-1.76%,+4.30%,-0.23%,+2.18%,+0.22%,+2.58%,+0.00%
1516.TW,-1.13%,+0.69%,+0.68%,+0.45%,+0.23%,-0.22%,+4.28%,+0.65%,+0.43%,+0.64%
3413.TW,-1.16%,+4.92%,-0.67%,+2.25%,-1.98%,+9.87%,-0.20%,+2.86%,-0.60%,+1.40%
00693U.TW,+1.50%,-0.95%,-1.58%,+1.85%,-0.05%,+1.72%,-0.28%,-0.94%,+0.81%,+1.23%
2201.TW,-1.10%,+1.73%,-0.49%,-1.47%,-0.87%,+2.25%,+0.49%,+6.33%,-1.83%,+1.52%
1323.TW,+0.31%,+0.00%,+0.00%,+0.00%,+0.00%,+0.47%,+2.64%,-0.15%,-0.15%,+0.15%
1733.TW,-0.91%,+0.23%,-0.23%,-0.23%,-0.23%,+2.76%,+0.89%,+0.89%,+2.64%,+0.00%
00662.TW,-0.09%,+2.66%,+1.17%,-1.26%,+1.90%,+2.07%,-1.35%,-0.18%,-0.35%,-1.64%
8046.TW,+3.10%,+5.58%,-1.02%,+4.31%,+4.33%,+8.11%,+0.52%,+0.69%,+1.55%,-2.89%
1445.TW,-5.16%,+0.00%,+3.35%,+0.81%,+3.61%,+1.94%,-1.52%,+3.86%,+0.74%,-0.37%
1229.TW,+0.00%,+0.49%,+0.00%,-0.12%,+0.74%,+1.59%,+1.20%,+0.00%,-0.36%,+0.60%
2419.TW,-0.22%,+2.70%,+0.22%,-1.09%,-0.44%,+1.33%,+2.63%,+1.71%,+0.21%,-0.42%
2392.TW,-0.78%,+0.67%,-1.00%,+0.23%,+0.22%,+1.80%,+1.54%,+0.87%,+2.37%,-0.11%
3045.TW,+0.31%,+0.31%,-0.52%,+0.00%,+0.93%,-0.62%,-0.21%,-0.21%,+0.00%,+1.87%
6515.TW,-1.68%,-0.61%,-2.70%,+5.04%,-3.36%,+0.00%,+0.50%,+5.68%,-2.10%,-1.43%
00634R.TW,-0.52%,-1.31%,-0.53%,+0.27%,-2.13%,-6.79%,+1.46%,+1.15%,+1.14%,+0.28%
4164.TW,-1.00%,+0.58%,+0.14%,+0.14%,+2.59%,+0.56%,+0.70%,+1.24%,+1.91%,+0.13%
