股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
3050.TW,-0.29%,+0.29%,+0.00%,+0.86%,-0.57%,-0.57%,-0.86%,-2.90%,+0.00%,-3.28%
6591.TW,+2.50%,+1.14%,+0.96%,-0.96%,+0.48%,+0.48%,-1.12%,-1.29%,+0.49%,-2.12%
6176.TW,+1.48%,+0.00%,+0.00%,+0.00%,+0.49%,+0.49%,+0.48%,+0.48%,-0.48%,+0.48%
00757.TW,+2.33%,+0.55%,+1.72%,-4.50%,+1.01%,+1.01%,-0.83%,-2.38%,-0.80%,-0.98%
2101.TW,-1.01%,+2.81%,-0.12%,-1.25%,+1.77%,+1.77%,-0.62%,-1.62%,+0.89%,-0.38%
1612.TW,+0.65%,+0.86%,+1.28%,+0.00%,+1.05%,+1.05%,+1.25%,-1.86%,+1.26%,-0.62%
00685L.TW,+2.95%,+1.55%,+2.62%,+0.00%,+0.00%,+0.00%,-1.04%,+0.00%,+0.00%,+0.00%
6446.TW,-2.69%,-6.96%,+3.95%,+0.00%,+0.68%,+0.68%,-0.94%,-2.72%,+0.00%,-3.50%
2374.TW,-0.22%,+2.18%,-0.21%,-1.71%,+0.22%,+0.22%,+1.30%,-1.50%,+0.22%,-1.52%
1443.TW,-0.95%,+0.00%,-0.32%,-0.96%,+1.30%,+1.30%,+0.32%,+1.92%,+1.88%,+5.23%
2025.TW,-0.18%,+5.45%,+1.67%,-3.28%,+0.85%,+0.85%,-0.50%,+0.17%,-0.84%,+0.00%
6141.TW,+0.22%,-0.22%,+0.65%,-1.28%,-0.65%,-0.65%,-0.44%,-0.22%,+1.98%,+0.00%
5243.TW,-1.88%,+1.92%,+0.34%,+0.85%,+2.20%,+2.20%,+0.50%,-1.65%,+4.19%,+1.13%
2303.TW,+1.23%,+1.31%,+1.60%,-0.20%,-0.20%,-0.20%,-0.79%,-2.58%,+0.71%,+0.10%
4968.TW,-4.19%,+2.91%,-2.59%,+2.42%,-2.36%,-2.36%,+1.94%,-3.33%,+0.49%,-3.67%
2417.TW,+0.00%,-0.39%,+3.56%,-1.34%,+0.97%,+0.97%,+0.00%,-3.84%,+0.60%,-0.79%
2402.TW,+0.67%,+1.34%,+1.32%,-0.33%,+0.65%,+0.65%,+0.65%,-0.97%,+0.98%,-0.65%
2351.TW,+1.53%,+3.76%,+3.62%,+0.00%,-0.35%,-0.35%,-0.35%,-3.87%,+3.30%,+1.06%
2420.TW,+0.36%,+1.43%,-0.12%,-0.94%,+0.47%,+0.47%,-0.82%,+0.48%,-0.12%,+0.47%
911622.TW,-0.89%,-0.36%,+2.17%,-0.88%,+0.71%,+0.71%,-0.35%,-0.36%,+0.89%,+0.00%
8222.TW,+0.35%,+0.00%,-1.05%,+0.71%,+0.00%,+0.00%,+1.05%,+0.00%,+0.35%,+1.04%
2497.TW,+0.67%,+3.33%,+0.65%,-1.28%,+9.35%,+9.35%,-3.80%,-2.72%,+0.38%,-0.51%
2059.TW,-0.57%,+2.06%,+0.00%,-0.56%,-1.35%,-1.35%,-0.68%,-1.03%,+0.81%,+0.00%
3030.TW,+0.47%,+0.94%,+0.00%,-0.62%,+0.16%,+0.16%,+2.80%,-2.27%,+1.55%,-0.30%
1786.TW,+0.12%,+0.24%,+0.12%,-0.35%,+0.00%,+0.00%,+0.12%,-0.47%,+0.59%,-0.12%
9802.TW,+2.04%,+1.00%,+0.66%,-0.33%,-2.63%,-2.63%,+0.00%,-1.01%,-0.68%,+0.00%
3022.TW,-1.01%,-0.23%,+0.80%,-0.45%,+0.80%,+0.80%,+0.00%,-0.45%,+0.23%,+0.56%
5906.TW,-1.91%,-0.90%,+1.52%,-2.09%,-2.13%,-2.13%,-2.49%,+1.92%,+0.16%,+0.00%
00641R.TW,+0.29%,-0.38%,-0.77%,+1.16%,-0.76%,-0.76%,-0.77%,+0.48%,-0.48%,+0.39%
2412.TW,+0.00%,-0.40%,+1.21%,-0.40%,+0.00%,+0.00%,-0.80%,+0.40%,+0.81%,+2.00%
2428.TW,-1.91%,+2.33%,-0.76%,+0.38%,+5.34%,+5.34%,+1.09%,-2.51%,+3.68%,-1.06%
4536.TW,-0.82%,+0.83%,+0.41%,+0.00%,+2.04%,+2.04%,+0.80%,-1.59%,+1.21%,-1.59%
2901.TW,-1.26%,+0.64%,-0.85%,+0.00%,+0.21%,+0.21%,-0.21%,+0.21%,-0.21%,+0.00%
3231.TW,+1.66%,+0.91%,+0.00%,+0.72%,-0.89%,-0.89%,-0.72%,-1.09%,-0.18%,+0.37%
2464.TW,+0.50%,+0.00%,+0.38%,-1.12%,+0.25%,+0.25%,-0.13%,-0.25%,+1.64%,+0.00%
2884.TW,-1.19%,-1.72%,+3.50%,-2.87%,+0.52%,+0.52%,+1.90%,+0.00%,+0.34%,-2.54%
2007.TW,+0.34%,+2.71%,+1.98%,-3.24%,+2.01%,+2.01%,+1.31%,-1.62%,+1.64%,-1.62%
6116.TW,+1.63%,+0.00%,+3.21%,-2.33%,-1.20%,-1.20%,+0.00%,-1.61%,+0.00%,+1.64%
2453.TW,-1.82%,-0.74%,+0.75%,-0.37%,+0.56%,+0.56%,+0.00%,-0.92%,+2.61%,-1.27%
9958.TW,+2.16%,+0.00%,+1.27%,-0.83%,-1.26%,-1.26%,+1.70%,-4.18%,+0.44%,-2.17%
006208.TW,+0.43%,+1.06%,+1.12%,-1.73%,+1.05%,+1.05%,+0.21%,-1.25%,+0.70%,-1.19%
3055.TW,-1.64%,+1.30%,+1.28%,-1.08%,+2.01%,+2.01%,+1.43%,-3.70%,+1.10%,-1.27%
2722.TW,-1.68%,+1.37%,+0.34%,+0.00%,+0.84%,+0.84%,+0.33%,-0.50%,+0.50%,+1.66%
2885.TW,+0.63%,-1.04%,+1.26%,-2.91%,+0.43%,+0.43%,+1.92%,-2.51%,-1.07%,-0.65%
4119.TW,+0.00%,+0.49%,+0.12%,-0.49%,+1.11%,+1.11%,-0.24%,+0.00%,+0.85%,-0.85%
2929.TW,+9.90%,+9.91%,+9.63%,+9.81%,+9.79%,+9.79%,+3.88%,-2.99%,+10.00%,-0.70%
6645.TW,+4.18%,-4.01%,+4.29%,-3.58%,-0.22%,-0.22%,-5.86%,-1.56%,+1.46%,+3.23%
00881.TW,+0.46%,+1.25%,+0.91%,-1.23%,+0.85%,+0.85%,-0.26%,-1.69%,+1.12%,-1.24%
1717.TW,+1.18%,+0.88%,+0.87%,-0.86%,+0.72%,+0.72%,+0.29%,-1.29%,+1.02%,+0.43%
4763.TW,+1.63%,-0.30%,+2.22%,-0.49%,-0.50%,-0.50%,+1.00%,-1.48%,+1.00%,-0.50%
2535.TW,+2.11%,+0.95%,+0.16%,-1.73%,+0.00%,+0.00%,-0.32%,-0.32%,+1.29%,-0.16%
2013.TW,+0.59%,+0.20%,+1.77%,+6.18%,+5.09%,+5.09%,+2.08%,+0.00%,+3.39%,+0.82%
1714.TW,+2.42%,+0.21%,+0.41%,-1.33%,+0.93%,+0.93%,-0.10%,-1.33%,+1.04%,-0.21%
2352.TW,+0.00%,+0.18%,+1.11%,-0.91%,+0.55%,+0.55%,+2.01%,-0.72%,+1.81%,+0.18%
1568.TW,+0.26%,+0.79%,+1.30%,+0.26%,+10.00%,+10.00%,+9.79%,+9.98%,+1.54%,+1.33%
2020.TW,+0.00%,+1.16%,+1.64%,-1.13%,-0.16%,-0.16%,+0.82%,+0.32%,-0.16%,-0.32%
3029.TW,+0.37%,+1.46%,+0.96%,-1.55%,+1.09%,+1.09%,+0.00%,-1.20%,+0.00%,+0.24%
4958.TW,-0.47%,+2.38%,+0.00%,+0.93%,+0.00%,+0.00%,+0.46%,+1.83%,+1.80%,+2.21%
3447.TW,+0.00%,+0.33%,+0.00%,-0.50%,+0.33%,+0.33%,+0.33%,-2.16%,+1.69%,-3.50%
3583.TW,+0.74%,+2.56%,-0.48%,+1.19%,-0.71%,-0.71%,+1.07%,-0.94%,+2.85%,-1.27%
3706.TW,+1.13%,+0.74%,+0.55%,-1.10%,+0.74%,+0.74%,+1.85%,-0.54%,+0.36%,-0.18%
3054.TW,+1.07%,-0.80%,+1.07%,+0.00%,+1.32%,+1.32%,-0.78%,-0.53%,-1.06%,+1.07%
2031.TW,-1.61%,+0.10%,+2.15%,-3.40%,+0.72%,+0.72%,+0.62%,-1.63%,+0.83%,+0.41%
6285.TW,-1.54%,-0.63%,+0.47%,-0.94%,-1.11%,-1.11%,+1.92%,-1.88%,+0.64%,-0.95%
00642U.TW,+0.39%,+4.49%,-0.51%,-2.46%,+0.90%,+0.90%,+1.70%,-1.39%,+1.36%,-0.23%
3576.TW,-0.98%,+4.43%,+0.00%,+0.00%,-0.71%,-0.71%,+1.19%,-2.58%,+0.48%,+0.48%
8112.TW,-1.17%,+2.27%,+1.05%,-0.63%,+0.32%,+0.32%,+0.63%,-0.31%,+0.42%,-0.62%
00633L.TW,-0.95%,+2.53%,-1.41%,-1.10%,+5.60%,+5.60%,-2.15%,-2.27%,-1.35%,+0.28%
1535.TW,+0.12%,+0.48%,+0.72%,-1.31%,+0.84%,+0.84%,+0.60%,+0.00%,+0.36%,+0.47%
00885.TW,-2.98%,-2.17%,+4.36%,-0.55%,+1.31%,+1.31%,-1.70%,-0.69%,+0.97%,+1.72%
4306.TW,+2.02%,+1.32%,+1.63%,-1.60%,+0.00%,+0.00%,+0.65%,-0.32%,+1.62%,-0.32%
8105.TW,+0.97%,+5.26%,+3.64%,-1.75%,+0.00%,+0.00%,+0.89%,-1.77%,+0.90%,-2.23%
1721.TW,+4.29%,+0.26%,+0.77%,-0.76%,-0.26%,-0.26%,+1.03%,-1.53%,+1.29%,+0.00%
1434.TW,+0.96%,+0.19%,+0.76%,-0.57%,+0.19%,+0.19%,-0.76%,-0.57%,+0.00%,+0.96%
2461.TW,-0.75%,+0.00%,+3.51%,-0.24%,-0.49%,-0.49%,+0.49%,-0.73%,+0.73%,-0.49%
8131.TW,+0.38%,+0.50%,-0.12%,-0.37%,-0.25%,-0.25%,+0.50%,-0.37%,+0.00%,+0.38%
00637L.TW,-0.84%,+2.35%,-1.27%,-1.03%,+5.61%,+5.61%,-2.16%,-2.27%,-1.16%,+0.33%
00664R.TW,-0.46%,-1.08%,-0.94%,+1.42%,-0.78%,-0.78%,-0.31%,+1.26%,-0.93%,+0.94%
2434.TW,+4.33%,+1.00%,-1.28%,-2.30%,+0.59%,+0.59%,-2.05%,+0.90%,+1.78%,-1.45%
8488.TW,+0.00%,+0.00%,+0.92%,-1.82%,+2.47%,+2.47%,+0.00%,-0.60%,+0.00%,+0.61%
00733.TW,+1.62%,+0.65%,+0.59%,-0.79%,+0.37%,+0.37%,+0.14%,-1.52%,+1.14%,-1.53%
1533.TW,+0.54%,+3.04%,+0.69%,-1.89%,+9.82%,+9.82%,+2.72%,-3.58%,+1.13%,+2.07%
4952.TW,-1.16%,+1.82%,-0.13%,+0.89%,+2.28%,+2.28%,+1.49%,-5.37%,+0.77%,-2.05%
1219.TW,+0.45%,+0.00%,+2.48%,-1.54%,+0.00%,+0.00%,+1.79%,-1.32%,+2.00%,-0.65%
8249.TW,-0.46%,+1.40%,+0.46%,-0.46%,+0.69%,+0.69%,-0.68%,-0.23%,+2.07%,-0.68%
5288.TW,+1.72%,+0.68%,+0.67%,-0.33%,+1.68%,+1.68%,+0.33%,-0.33%,+0.33%,+0.00%
2034.TW,+0.16%,+0.49%,+1.63%,-2.25%,+1.48%,+1.48%,+0.49%,-0.81%,+0.97%,-1.13%
2483.TW,+0.22%,+2.84%,+0.43%,-1.91%,+0.65%,+0.65%,+1.07%,-0.42%,+0.21%,-0.85%
3380.TW,+0.76%,+1.69%,+1.48%,-0.73%,-0.74%,-0.74%,+0.74%,-1.29%,+1.49%,-1.65%
1795.TW,+1.28%,-1.26%,+9.79%,+1.94%,-1.52%,-1.52%,+0.77%,-2.30%,+3.14%,-1.90%
2406.TW,+0.00%,+7.20%,+0.69%,+1.61%,-0.68%,-0.68%,+0.68%,-2.94%,+2.33%,-1.59%
1316.TW,-1.89%,+1.65%,+1.36%,+4.28%,+1.54%,+1.54%,-3.03%,+0.26%,+1.82%,-0.51%
1515.TW,+0.40%,+1.48%,+0.53%,-0.66%,+0.00%,+0.00%,-1.46%,-2.15%,+1.24%,-0.68%
00674R.TW,+1.40%,-1.00%,+0.93%,-0.31%,-1.70%,-1.70%,-0.63%,-0.08%,-0.16%,+0.71%
6799.TW,+6.87%,+3.91%,+7.53%,+7.00%,-6.07%,-6.07%,-3.98%,-4.40%,+9.49%,-4.21%
6689.TW,-2.89%,+2.13%,-0.21%,-1.25%,-4.23%,-4.23%,+5.08%,-5.46%,+4.44%,-1.91%
2427.TW,+0.83%,+0.82%,+0.82%,-0.40%,+0.41%,+0.41%,+0.00%,+0.40%,+0.00%,-0.40%
1536.TW,-1.14%,+2.89%,+0.56%,-0.70%,+3.52%,+3.52%,-0.41%,-1.37%,+2.08%,-1.09%
2528.TW,+0.54%,+1.35%,-0.53%,-1.07%,+1.08%,+1.08%,+0.27%,-0.27%,+1.34%,+0.79%
1463.TW,+0.00%,+0.00%,+0.37%,-0.74%,+1.12%,+1.12%,+0.00%,+1.48%,-0.73%,+0.37%
3665.TW,-4.56%,+4.12%,-1.27%,-0.48%,+0.16%,+0.16%,+1.77%,-5.21%,+0.00%,-1.00%
3714.TW,+0.85%,+4.87%,-1.12%,+3.24%,-1.25%,-1.25%,-0.79%,-1.76%,+1.95%,-0.16%
6698.TW,-0.28%,+2.08%,+1.09%,+0.54%,+0.13%,+0.13%,-0.27%,-2.95%,+2.07%,-0.41%
5880.TW,+0.59%,+1.36%,+5.00%,-1.65%,+1.12%,+1.12%,+0.37%,+0.37%,+0.18%,+1.09%
2243.TW,-0.32%,+3.22%,+4.05%,+0.60%,+9.82%,+9.82%,+5.96%,-8.95%,+1.97%,+0.28%
2349.TW,+0.00%,+0.46%,+1.72%,-1.01%,+0.68%,+0.68%,+0.68%,-1.46%,+0.23%,-0.11%
2401.TW,+0.28%,+1.70%,-0.14%,+1.26%,-0.69%,-0.69%,-0.14%,-1.81%,+1.99%,-1.39%
8104.TW,-1.24%,+2.73%,+0.72%,-0.41%,+0.51%,+0.51%,-0.41%,-2.34%,+0.00%,-1.15%
3563.TW,+0.56%,+2.23%,+0.27%,+1.09%,+0.54%,+0.54%,-0.27%,-1.07%,+1.36%,-0.80%
2910.TW,-3.30%,+0.78%,-0.62%,-2.48%,+1.27%,+1.27%,+4.40%,-3.91%,+1.41%,+0.00%
2369.TW,+0.00%,+2.70%,+0.96%,+0.47%,-0.47%,-0.47%,-0.24%,-2.61%,+1.95%,-1.20%
2250.TW,-2.01%,+0.48%,+6.62%,-2.26%,+4.97%,+4.97%,-2.75%,-3.85%,+2.00%,-1.73%
1773.TW,+1.28%,+1.51%,+0.25%,+1.98%,-3.64%,-3.64%,+0.00%,-1.26%,+1.79%,-2.51%
4956.TW,+0.27%,+3.97%,+0.00%,+0.76%,+0.00%,+0.00%,+0.25%,-1.76%,+2.05%,+0.00%
5876.TW,-1.18%,+0.32%,+1.94%,-1.69%,+3.66%,+3.66%,+3.01%,+0.70%,-1.40%,+1.62%
4977.TW,+1.58%,-0.13%,+0.13%,-1.30%,+0.53%,+0.53%,+0.00%,-1.05%,+0.53%,-0.53%
00632R.TW,-0.52%,-0.87%,-0.88%,+1.42%,-1.05%,-1.05%,+0.00%,+1.24%,-0.88%,+0.88%
3704.TW,+1.16%,+2.29%,+0.19%,-0.74%,+2.63%,+2.63%,-0.91%,-1.66%,+1.69%,-0.92%
8213.TW,+0.19%,+2.14%,+0.19%,+1.71%,+0.19%,+0.19%,+0.00%,-2.05%,+1.71%,+0.37%
2845.TW,+0.88%,+0.44%,+1.30%,-2.58%,+1.76%,+1.76%,+0.00%,-0.43%,-0.43%,+0.44%
3266.TW,-0.40%,+5.60%,+4.17%,-0.36%,+2.55%,+2.55%,-2.49%,-1.09%,+0.37%,-0.74%
2812.TW,-0.74%,+0.75%,+2.59%,-0.72%,+0.36%,+0.36%,+0.00%,+0.00%,+0.72%,+0.00%
1324.TW,-1.92%,+0.49%,+0.00%,+0.00%,+0.49%,+0.49%,+0.97%,+0.96%,+0.48%,+0.95%
2867.TW,-0.28%,+1.54%,+2.07%,-2.44%,+0.14%,+0.14%,-0.55%,-0.14%,-0.14%,+0.98%
4906.TW,-0.17%,+0.17%,-1.19%,+0.52%,+1.03%,+1.03%,-0.85%,-0.86%,-0.69%,-1.57%
1712.TW,+4.42%,+3.78%,+1.46%,+0.00%,-1.29%,-1.29%,+0.29%,-2.75%,+1.19%,-2.21%
1203.TW,+0.00%,+0.15%,+0.15%,-0.30%,+0.31%,+0.31%,+0.61%,+0.00%,+0.15%,+0.61%
2002.TW,-0.45%,-0.60%,+1.67%,-1.79%,+1.21%,+1.21%,+0.60%,+0.00%,+0.89%,+0.59%
2478.TW,+0.75%,+2.24%,+0.00%,-1.10%,+0.55%,+0.55%,+0.37%,-1.65%,+1.86%,-0.91%
4560.TW,+0.36%,-0.12%,+0.12%,-0.24%,+0.00%,+0.00%,+0.60%,+0.36%,+0.12%,+4.61%
4532.TW,+0.30%,+0.59%,+0.88%,-1.17%,+0.29%,+0.29%,+0.29%,-0.88%,+0.30%,-0.29%
6582.TW,+2.20%,+0.21%,+0.92%,-1.93%,+0.41%,+0.41%,-0.10%,-3.41%,+0.96%,-0.32%
6668.TW,+0.80%,+4.51%,+0.51%,+2.27%,-0.25%,-0.25%,+0.00%,-1.61%,+1.01%,-1.25%
9136.TW,+1.92%,-0.26%,+0.83%,+0.49%,+0.49%,+0.49%,+0.00%,+0.16%,-0.49%,+0.00%
2897.TW,-0.23%,-0.23%,+1.52%,-1.72%,+0.94%,+0.94%,+0.23%,-0.23%,-0.35%,-0.23%
3557.TW,+2.92%,+0.00%,-0.14%,-0.27%,-0.81%,-0.81%,-1.37%,-1.11%,+0.70%,-0.14%
9939.TW,+0.00%,+0.40%,-0.54%,-2.16%,-0.28%,-0.28%,+1.66%,-0.27%,+1.78%,+0.00%
3592.TW,-0.20%,+0.79%,-0.79%,+0.59%,-1.18%,-1.18%,-2.89%,-2.36%,+0.32%,+0.21%
1718.TW,+1.00%,+1.86%,+1.58%,-1.08%,+0.85%,+0.85%,+0.00%,-0.24%,+1.33%,-0.24%
6491.TW,-0.64%,+2.70%,-0.50%,-0.38%,+1.77%,+1.77%,-1.73%,-2.90%,+1.69%,-2.43%
2484.TW,+2.45%,+6.33%,-0.26%,+1.06%,-2.10%,-2.10%,-0.94%,-1.89%,+2.90%,+0.00%
2520.TW,+1.80%,+1.03%,+1.32%,-1.15%,+0.73%,+0.73%,-0.29%,-0.87%,+1.32%,-0.43%
6166.TW,-0.36%,+0.54%,-1.08%,-1.82%,-1.30%,-1.30%,+1.13%,+0.37%,+2.59%,-0.90%
2102.TW,-0.87%,+3.30%,+1.07%,+0.21%,+1.26%,+1.26%,-0.21%,-0.21%,+2.30%,-0.20%
1338.TW,-0.20%,+1.18%,+0.97%,+0.00%,+3.47%,+3.47%,+0.37%,-1.67%,+4.34%,-1.08%
3023.TW,+1.97%,-0.58%,+2.91%,-2.45%,+0.97%,+0.97%,+0.57%,-2.86%,+1.18%,+0.78%
2106.TW,+0.17%,+1.99%,+0.49%,+0.00%,+0.97%,+0.97%,-0.16%,-1.77%,+0.49%,-0.16%
00738U.TW,+0.94%,+2.81%,-0.18%,-0.87%,+2.57%,+2.57%,-0.13%,-0.99%,+1.54%,-1.21%
6672.TW,-0.22%,+1.91%,+0.99%,-0.98%,+0.66%,+0.66%,+0.33%,-1.75%,+0.56%,-0.33%
3694.TW,-1.31%,+0.53%,+0.79%,-1.84%,+1.07%,+1.07%,+0.53%,-0.26%,+1.58%,+1.04%
2312.TW,+1.53%,+1.13%,+2.61%,-3.27%,+0.38%,+0.38%,-1.12%,-0.76%,+1.15%,+0.00%
2208.TW,-0.53%,+0.00%,+1.86%,-1.04%,+0.00%,+0.00%,+1.58%,-1.04%,+1.31%,+0.26%
2028.TW,+0.47%,+0.46%,+2.46%,-1.80%,+1.22%,+1.22%,+0.90%,-2.24%,+0.31%,-1.52%
1909.TW,-1.40%,+0.85%,+1.69%,-0.56%,+0.28%,+0.28%,+0.56%,-1.11%,+0.28%,+0.28%
2348.TW,+0.00%,+1.85%,+3.09%,-2.07%,+0.21%,+0.21%,-0.11%,-0.42%,+0.11%,+0.11%
2104.TW,+1.22%,+2.17%,+1.65%,-2.32%,+0.48%,+0.48%,+0.00%,-1.65%,+0.72%,-0.48%
2880.TW,+0.00%,+0.46%,+4.09%,-2.18%,+1.34%,+1.34%,+0.66%,+0.22%,+1.31%,-0.22%
8476.TW,-1.04%,+0.18%,+0.70%,+1.22%,-1.03%,-1.03%,-0.17%,-1.04%,-0.35%,-0.18%
1339.TW,+1.81%,+0.14%,+2.32%,+1.60%,+2.49%,+2.49%,+1.92%,-3.01%,+5.69%,-1.10%
6806.TW,-1.21%,+0.89%,+3.85%,-2.33%,-0.65%,-0.65%,-0.76%,+0.66%,-0.22%,-0.77%
1605.TW,+4.07%,-1.96%,+4.79%,-6.09%,+5.95%,+5.95%,+0.26%,+2.29%,+9.95%,-3.39%
00648R.TW,-0.66%,-0.80%,-1.35%,+3.69%,+0.00%,+0.00%,-0.13%,+0.13%,-1.05%,-0.13%
3006.TW,-1.68%,+3.42%,+0.00%,-1.24%,-0.84%,-0.84%,+0.42%,-4.20%,+1.75%,-1.72%
1442.TW,+0.00%,+0.45%,-0.23%,+0.00%,+4.31%,+4.31%,+0.22%,-2.39%,+1.56%,+0.66%
3376.TW,-0.71%,+0.12%,-0.36%,-0.24%,+0.24%,+0.24%,+0.12%,-0.72%,+0.12%,+3.61%
1303.TW,-0.98%,+0.12%,+1.48%,-1.33%,+0.86%,+0.86%,+0.12%,-1.09%,+0.86%,-0.37%
00715L.TW,-0.80%,+7.94%,-2.07%,-4.10%,+1.74%,+1.74%,+2.72%,-1.75%,+3.61%,-1.06%
3021.TW,+1.27%,+1.51%,-0.25%,-0.74%,-0.25%,-0.25%,+0.25%,+0.00%,+1.50%,-1.23%
2633.TW,+1.31%,+0.18%,+1.66%,-0.18%,+1.09%,+1.09%,+1.08%,-1.42%,+0.90%,-0.89%
1441.TW,+0.24%,+0.12%,+0.24%,-0.24%,+1.46%,+1.46%,+1.32%,-0.47%,+0.72%,+0.36%
2543.TW,+2.52%,+1.60%,+9.90%,+5.49%,+0.10%,+0.10%,-3.75%,-5.95%,+0.46%,+0.00%
1762.TW,-1.37%,+0.17%,+1.73%,+1.53%,-1.00%,-1.00%,+1.52%,-1.33%,+1.69%,-0.83%
2388.TW,+1.04%,+4.53%,+0.98%,+0.58%,-0.78%,-0.78%,+0.98%,-3.48%,+1.20%,-0.59%
1256.TW,-1.23%,+7.50%,+4.07%,-2.23%,+2.10%,+2.10%,+2.99%,+3.26%,+1.40%,+3.11%
3673.TW,+0.63%,+0.93%,+1.39%,-1.98%,+3.10%,+3.10%,-1.05%,+0.30%,+0.91%,+0.60%
1516.TW,+4.84%,+3.56%,-0.20%,-2.84%,-0.21%,-0.21%,+3.56%,-2.42%,+1.04%,+0.41%
3413.TW,+0.94%,+1.17%,-0.23%,+0.46%,-0.69%,-0.69%,-0.23%,-2.55%,+0.24%,-0.24%
00693U.TW,+1.82%,-0.63%,+1.43%,+0.19%,+0.78%,+0.78%,+1.39%,-2.13%,+0.96%,-1.21%
2201.TW,+4.74%,-0.12%,+0.24%,+0.36%,-0.59%,-0.59%,+0.36%,+0.12%,+2.37%,+0.00%
1323.TW,-1.03%,+2.38%,+0.15%,-0.15%,+0.87%,+0.87%,+0.29%,+0.57%,-0.71%,+0.14%
1733.TW,+0.38%,-0.19%,+0.00%,+0.00%,-0.38%,-0.38%,+0.38%,-0.38%,+0.19%,-1.73%
00662.TW,+1.72%,-0.17%,+1.29%,-4.34%,+0.22%,+0.22%,-0.26%,-1.31%,+0.24%,-0.26%
8046.TW,+0.75%,+1.62%,+1.60%,-1.57%,-1.47%,-1.47%,-1.00%,-4.40%,+0.26%,-3.41%
1445.TW,+0.67%,+0.00%,+1.00%,-2.32%,+0.68%,+0.68%,-1.01%,+0.68%,-0.34%,-1.69%
1229.TW,+1.71%,-0.19%,+1.87%,+1.28%,-1.09%,-1.09%,+0.00%,-1.28%,+2.23%,+1.63%
2419.TW,+0.26%,+1.58%,-0.78%,-0.52%,+0.52%,+0.52%,+0.52%,-0.26%,+2.60%,+0.00%
2392.TW,+0.61%,+0.91%,+1.05%,-0.15%,+1.63%,+1.63%,-1.75%,-0.15%,+0.30%,+0.45%
