股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
00685L.TW,-2.89%,+1.80%,-1.90%,+1.73%,-0.41%,-0.41%,+3.21%,-4.04%,+1.10%,+3.07%
6446.TW,-2.94%,+1.30%,+4.70%,-4.49%,-2.56%,-2.56%,+0.44%,-3.49%,+1.36%,-0.89%
2374.TW,-0.42%,-1.27%,-0.43%,+1.29%,+0.42%,+0.42%,+0.42%,-2.10%,+1.72%,+0.00%
1443.TW,-7.41%,-0.57%,-0.34%,+0.12%,+3.57%,+3.57%,+0.44%,-0.33%,+1.44%,-0.33%
2025.TW,-5.32%,-1.69%,-2.29%,+2.92%,-4.55%,-4.55%,-1.79%,+3.03%,-7.65%,+1.91%
6141.TW,-8.16%,-0.57%,-2.88%,+1.48%,+0.58%,+0.58%,+6.40%,-3.83%,+0.85%,-0.85%
5243.TW,+0.32%,-1.94%,-0.99%,+0.83%,+0.16%,+0.16%,+2.14%,-1.61%,-0.16%,+1.48%
2303.TW,-1.60%,+0.33%,-1.95%,-0.99%,-0.67%,-0.67%,+3.03%,-1.31%,+0.00%,+0.66%
4968.TW,-4.05%,-0.60%,-10.00%,+3.03%,-1.96%,-1.96%,+0.67%,-4.64%,+2.08%,-1.36%
8454.TW,-3.50%,+1.56%,-1.74%,+3.12%,+6.05%,+6.05%,+4.18%,+0.18%,+2.19%,-1.07%
2417.TW,-5.88%,-0.39%,+3.92%,+0.75%,+1.12%,+1.12%,+5.93%,-2.45%,-1.79%,-1.09%
2402.TW,-2.33%,-1.59%,+1.21%,+1.59%,-0.39%,-0.39%,+3.15%,-2.67%,-0.39%,+0.00%
2351.TW,-3.70%,-0.68%,-2.96%,+4.69%,+1.23%,+1.23%,-0.66%,-2.78%,+1.37%,+1.69%
2420.TW,-1.17%,+0.00%,-0.59%,+0.30%,+0.45%,+0.45%,+1.48%,-2.19%,-0.15%,+0.30%
911622.TW,+10.00%,+0.00%,-6.22%,+0.00%,+0.00%,+0.00%,+8.67%,+0.00%,+0.00%,+0.00%
8222.TW,-0.75%,-0.38%,+0.75%,+0.37%,-0.75%,-0.75%,+0.38%,-1.50%,-0.38%,+0.76%
2497.TW,-5.03%,-0.31%,-0.63%,+0.31%,+0.31%,+0.31%,+1.25%,-1.54%,-0.94%,-0.63%
2059.TW,-0.65%,-1.95%,+3.65%,+0.32%,+3.35%,+3.35%,-1.08%,+0.00%,+1.09%,+3.09%
3030.TW,-2.17%,-0.74%,-1.49%,+0.95%,+1.31%,+1.31%,+1.11%,+1.83%,+0.00%,-0.90%
1786.TW,-2.36%,-0.32%,+2.59%,-1.58%,-0.16%,-0.16%,+1.93%,-1.10%,+2.39%,-0.16%
9802.TW,-4.29%,-2.24%,+0.72%,+4.07%,+0.46%,+0.46%,+6.64%,-3.33%,+2.22%,+3.37%
3022.TW,-3.42%,-1.96%,-0.25%,+0.75%,+0.50%,+0.50%,+0.74%,+0.12%,-0.86%,+0.86%
5906.TW,-3.75%,+0.60%,-1.79%,+1.82%,+0.30%,+0.30%,+2.37%,-2.32%,+0.89%,+0.00%
00641R.TW,+1.53%,-0.39%,-0.33%,-1.79%,-0.47%,-0.47%,-0.07%,+1.56%,-1.93%,-2.24%
2412.TW,+0.00%,-0.45%,+0.91%,+0.45%,+0.45%,+0.45%,+0.00%,-0.45%,-0.45%,+0.45%
2428.TW,-1.14%,-0.11%,-1.96%,+1.17%,+1.62%,+1.62%,+0.11%,-2.39%,+0.93%,-0.35%
4536.TW,-2.22%,-3.64%,+1.42%,+9.77%,+8.90%,+8.90%,-1.17%,-4.72%,+0.83%,+4.92%
2901.TW,+0.00%,-1.52%,-0.44%,-1.11%,+0.22%,+0.22%,+0.67%,+0.22%,+0.67%,+0.00%
3231.TW,+1.45%,+0.54%,-1.96%,+2.72%,-0.53%,-0.53%,+0.71%,+0.18%,-0.70%,+0.00%
2464.TW,-1.20%,+0.54%,-0.54%,+0.13%,-0.27%,-0.27%,+0.41%,-0.67%,+0.54%,+0.27%
2884.TW,-0.92%,+0.19%,-0.56%,+0.37%,+0.37%,+0.37%,+0.00%,-0.93%,+0.37%,+0.19%
2007.TW,-2.60%,-1.33%,+3.78%,+0.26%,+0.26%,+0.26%,-0.78%,-0.78%,+1.32%,+0.78%
6116.TW,-2.43%,-0.33%,-1.17%,+1.52%,-0.33%,-0.33%,+0.17%,-1.16%,-1.18%,+1.36%
2453.TW,-2.94%,-2.12%,+0.62%,-0.31%,+0.62%,+0.62%,+1.53%,-1.51%,-0.31%,+0.31%
9958.TW,-1.98%,-1.19%,+5.41%,-1.37%,-2.20%,-2.20%,+1.18%,-1.52%,+2.61%,-0.12%
006208.TW,-1.14%,+0.44%,-0.86%,+0.95%,+0.00%,+0.00%,+0.88%,-1.67%,+0.25%,+1.47%
3055.TW,-1.95%,-0.54%,+0.18%,+0.00%,-0.73%,-0.73%,+0.55%,+0.00%,-0.55%,+2.38%
2722.TW,+0.00%,-0.63%,+0.00%,+1.06%,-2.52%,-2.52%,+2.80%,-2.09%,+9.83%,+9.92%
2885.TW,-2.10%,-0.31%,-0.31%,+0.31%,-0.31%,-0.31%,+1.23%,-1.52%,+0.93%,+1.84%
4119.TW,-4.59%,+2.96%,+1.44%,-1.77%,+0.36%,+0.36%,+5.76%,-1.70%,-0.69%,-2.79%
2929.TW,-1.50%,-1.35%,-5.49%,+2.54%,+0.00%,+0.00%,+2.12%,-1.56%,+1.41%,+2.43%
6645.TW,+6.49%,+0.95%,-0.94%,-2.86%,-4.12%,-4.12%,+100.20%,+32.28%,+45.56%,-18.57%
1717.TW,+0.86%,+0.34%,+4.78%,+2.12%,-2.07%,-2.07%,+0.33%,-1.95%,+3.31%,+7.21%
4763.TW,+0.00%,+0.81%,+1.20%,-0.40%,+0.00%,+0.00%,+1.20%,-2.76%,+0.40%,+1.61%
2535.TW,-0.69%,-0.23%,+0.47%,+0.93%,-0.23%,-0.23%,+0.00%,-0.23%,+0.00%,+0.46%
2013.TW,+1.06%,+1.89%,+2.69%,-1.81%,-1.02%,-1.02%,+0.21%,+0.00%,-0.41%,+0.21%
1714.TW,-3.15%,+0.00%,+2.97%,+0.55%,-0.55%,-0.55%,+0.82%,-2.04%,+0.28%,-0.14%
2352.TW,-2.99%,+0.31%,-0.92%,+2.17%,+2.13%,+2.13%,+0.30%,-2.08%,+0.91%,-0.30%
1568.TW,-7.19%,+1.41%,+0.00%,+2.08%,+0.68%,+0.68%,+5.07%,-1.61%,+1.31%,+3.87%
2020.TW,+0.00%,+0.00%,+0.00%,-0.28%,+0.85%,+0.85%,+0.00%,-0.56%,-0.28%,+0.28%
3029.TW,-3.78%,+0.00%,+2.20%,+0.92%,-0.30%,-0.30%,+0.15%,-0.46%,+0.31%,+0.76%
4958.TW,-3.40%,+0.00%,-4.41%,+0.46%,+3.67%,+3.67%,+2.65%,-3.45%,+4.46%,+3.42%
3583.TW,-2.28%,-2.23%,-0.33%,+1.20%,+0.75%,+0.75%,+0.64%,-2.34%,+0.65%,+1.19%
3706.TW,-2.90%,-1.16%,+0.00%,+1.18%,+1.99%,+1.99%,+8.47%,-2.70%,-0.15%,-0.77%
3054.TW,-1.04%,+0.42%,+0.84%,-0.62%,+0.42%,+0.42%,-0.62%,-1.47%,-0.21%,+1.92%
2031.TW,-2.45%,-1.05%,+0.85%,+0.84%,-1.04%,-1.04%,+1.05%,-0.21%,+1.04%,+0.41%
6285.TW,-2.35%,-0.80%,+0.49%,+1.77%,-0.95%,-0.95%,+2.08%,-2.19%,-0.16%,+0.00%
00642U.TW,-1.90%,+1.51%,+2.22%,-0.10%,-0.41%,-0.41%,+0.42%,-2.49%,-0.85%,+0.54%
3576.TW,-3.51%,-1.49%,-0.34%,+1.18%,+0.50%,+0.50%,+2.32%,-2.59%,-0.50%,+1.34%
8112.TW,-3.24%,-2.07%,-0.16%,-1.31%,+1.32%,+1.32%,-0.98%,-2.31%,+1.01%,-0.50%
00633L.TW,-1.21%,-0.53%,+1.14%,+0.81%,+0.45%,+0.45%,-0.12%,-5.33%,+0.75%,+1.42%
1535.TW,-1.94%,+0.15%,+1.83%,-0.75%,-1.96%,-1.96%,+0.15%,-1.69%,+0.94%,+1.70%
4306.TW,+0.00%,+0.00%,+0.47%,+0.93%,-1.39%,-1.39%,-1.41%,+0.95%,-0.47%,-0.47%
8105.TW,-3.21%,-1.44%,-1.91%,+1.71%,+1.80%,+1.80%,+0.77%,-2.41%,-0.90%,+2.04%
1721.TW,-3.88%,-1.41%,+1.23%,+0.30%,+0.10%,+0.10%,+0.71%,-1.90%,+0.51%,-0.41%
1434.TW,-0.88%,+0.89%,-1.18%,+1.19%,+0.15%,+0.15%,+0.29%,-0.73%,+0.74%,+0.59%
2461.TW,-6.83%,-0.67%,-3.69%,+1.05%,+1.03%,+1.03%,+0.34%,-1.36%,-1.38%,+2.80%
8131.TW,-1.59%,+0.27%,-1.21%,+0.41%,+1.49%,+1.49%,+0.93%,-2.11%,+0.13%,+0.67%
00637L.TW,-1.60%,-0.31%,+1.32%,+0.68%,+0.43%,+0.43%,-0.18%,-5.04%,+0.26%,+1.87%
00664R.TW,+1.28%,-0.51%,+0.51%,-1.27%,-0.09%,-0.09%,-1.03%,+1.99%,-1.02%,-1.37%
2434.TW,-6.91%,+1.18%,+8.00%,-1.23%,-2.34%,-2.34%,-1.60%,+0.00%,+0.00%,-1.30%
8488.TW,-3.50%,+1.81%,-3.20%,+0.00%,-0.37%,-0.37%,+2.95%,-1.43%,+0.00%,+1.82%
00733.TW,-1.40%,+2.23%,+0.69%,+0.64%,+0.00%,+0.00%,+0.93%,-1.16%,+1.22%,+1.31%
1533.TW,-2.42%,-0.95%,-1.35%,+2.34%,+0.19%,+0.19%,+2.09%,+0.56%,-0.74%,+0.00%
4952.TW,-2.04%,-0.17%,-0.17%,+1.57%,+0.51%,+0.51%,+1.19%,-1.35%,-0.85%,+0.34%
1219.TW,-1.88%,+5.21%,+0.26%,-0.26%,+1.04%,+1.04%,-0.26%,-1.55%,-0.26%,+0.53%
8249.TW,-1.33%,-0.81%,-0.82%,+0.82%,+0.00%,+0.00%,+0.54%,-0.81%,+0.00%,+0.82%
5288.TW,-0.22%,+0.43%,+0.00%,+4.10%,-0.93%,-0.93%,+1.46%,-2.06%,+2.32%,+1.44%
2034.TW,-0.85%,-0.21%,+0.86%,+0.64%,-0.42%,-0.42%,+0.64%,-0.21%,+0.42%,+0.42%
2483.TW,+0.00%,-0.25%,+0.00%,-0.26%,+0.00%,+0.00%,+0.00%,+0.77%,-1.27%,+0.00%
3380.TW,-0.38%,+0.00%,+0.00%,+0.58%,+0.19%,+0.19%,+2.67%,-0.93%,+0.19%,-0.19%
1795.TW,-3.84%,-0.13%,+3.33%,-0.26%,+0.91%,+0.91%,+1.41%,-1.64%,+1.29%,+1.65%
2406.TW,-5.19%,-2.49%,-4.08%,+0.43%,+1.27%,+1.27%,+1.99%,-3.28%,-0.32%,+0.11%
1316.TW,-5.93%,+0.45%,+0.90%,-0.44%,-0.45%,-0.45%,-0.90%,-0.90%,-0.46%,-0.46%
1515.TW,-4.16%,-0.87%,+3.50%,-0.71%,+0.57%,+0.57%,+4.80%,+0.00%,+4.99%,-0.90%
00674R.TW,-0.70%,-1.06%,-1.64%,+1.67%,-0.64%,-0.64%,+0.29%,+0.79%,-0.07%,-0.43%
6689.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
2427.TW,-0.99%,+0.50%,-0.50%,+0.00%,-1.09%,-1.09%,+1.11%,-0.50%,+0.00%,+0.50%
1536.TW,-3.20%,-1.92%,-0.11%,+3.80%,+3.14%,+3.14%,+0.41%,-3.34%,-0.63%,+0.84%
2528.TW,-2.96%,+1.52%,+0.25%,+0.25%,-0.25%,-0.25%,+0.50%,-0.99%,+0.50%,+0.25%
1463.TW,-0.87%,+0.88%,-0.87%,+0.44%,-0.88%,-0.88%,+0.88%,-0.44%,+1.32%,+2.17%
3665.TW,-3.20%,-0.28%,+0.28%,+2.75%,+1.34%,+1.34%,-1.32%,-1.07%,+1.90%,+0.53%
6698.TW,-4.46%,-1.31%,-2.65%,+0.97%,+1.16%,+1.16%,+0.57%,-3.41%,+2.94%,+0.57%
5880.TW,+0.00%,-0.50%,+0.00%,+0.75%,-0.25%,-0.25%,+0.50%,-0.74%,+0.00%,+0.75%
2243.TW,-1.10%,+0.10%,+0.20%,+1.81%,-1.78%,-1.78%,+2.32%,-3.15%,+2.24%,-2.49%
2349.TW,+9.86%,+9.91%,-9.86%,-9.53%,+2.76%,+2.76%,-5.55%,+1.42%,-2.28%,+0.36%
2401.TW,+0.96%,-3.33%,+0.00%,+9.85%,-1.79%,-1.79%,-1.37%,-0.93%,-1.40%,+1.90%
8104.TW,-6.24%,-1.36%,-0.75%,+0.00%,+3.53%,+3.53%,-1.95%,-1.24%,-0.13%,+1.51%
3563.TW,-5.17%,+0.15%,-3.03%,+2.65%,+5.47%,+5.47%,+0.58%,-4.73%,+1.80%,-0.44%
2910.TW,-1.26%,-0.80%,+0.48%,+0.16%,+0.32%,+0.32%,+0.64%,+0.32%,-0.16%,+0.79%
2369.TW,-3.74%,-1.16%,-1.91%,+1.41%,+0.96%,+0.96%,+1.59%,-2.40%,-0.64%,+0.11%
1773.TW,-2.17%,+1.16%,+2.09%,-0.72%,-0.10%,-0.10%,+0.52%,-1.44%,+0.83%,-0.10%
4956.TW,-5.64%,+4.09%,+7.55%,-1.12%,+8.81%,+8.81%,+9.92%,-4.75%,-4.24%,-6.51%
5876.TW,-1.28%,-0.71%,+0.00%,+2.60%,+0.12%,+0.12%,+0.00%,-1.96%,-1.88%,+2.75%
4977.TW,-0.41%,+3.33%,-4.84%,+1.27%,-0.84%,-0.84%,+3.80%,-1.22%,+5.35%,-1.17%
00632R.TW,+1.46%,-0.67%,+0.39%,-1.15%,-0.10%,-0.10%,-1.07%,+2.06%,-0.87%,-1.55%
3704.TW,-2.89%,-1.66%,-0.67%,-0.34%,+9.86%,+9.86%,+3.10%,-3.60%,+0.00%,-0.62%
8213.TW,-2.68%,+1.16%,+0.57%,-0.43%,+0.00%,+0.00%,+1.14%,-0.56%,+0.43%,+0.14%
2845.TW,-0.47%,+0.00%,+0.00%,+0.47%,-0.47%,-0.47%,+0.00%,-0.47%,+0.00%,+0.94%
3266.TW,-0.77%,+9.69%,-5.30%,+1.12%,+0.00%,+0.00%,-0.37%,-1.85%,+0.00%,+1.89%
2812.TW,-0.44%,+0.00%,+0.00%,+0.88%,+0.00%,+0.00%,+0.44%,-0.87%,+0.00%,+0.44%
1324.TW,+1.10%,-1.96%,-0.22%,+2.89%,+1.19%,+1.19%,+3.20%,+0.00%,+0.41%,-0.10%
2867.TW,-2.23%,+3.26%,+0.11%,+1.05%,-0.83%,-0.83%,+0.53%,-2.51%,-0.64%,+2.27%
4906.TW,-3.13%,-2.54%,+0.47%,+0.71%,+0.00%,+0.00%,+1.17%,-1.85%,+0.47%,-0.23%
1712.TW,-0.27%,-0.55%,+0.28%,+0.28%,+0.00%,+0.00%,+0.28%,-0.27%,+0.28%,+0.27%
1203.TW,-0.18%,-0.71%,+2.16%,+0.00%,-0.70%,-0.70%,+1.77%,-2.26%,+0.18%,-0.18%
2002.TW,-1.51%,+0.00%,+0.51%,+0.76%,+0.51%,+0.51%,+0.00%,-1.51%,+0.26%,+1.27%
2478.TW,+3.39%,+2.65%,-4.67%,+0.39%,+0.26%,+0.26%,+0.26%,-3.07%,+1.71%,-1.55%
4560.TW,-0.63%,+0.42%,-0.21%,+1.47%,-0.41%,-0.41%,+0.21%,-0.62%,+0.31%,+1.77%
4532.TW,-2.56%,-0.58%,+0.29%,+0.29%,-0.58%,-0.58%,+0.59%,-2.04%,+0.30%,+1.19%
6582.TW,-2.70%,-0.46%,+5.12%,-3.98%,-0.46%,-0.46%,+5.09%,+1.32%,+0.43%,-5.63%
6668.TW,-5.92%,-0.34%,-2.56%,+2.28%,-1.03%,-1.03%,+2.60%,-3.54%,-0.70%,+2.11%
9136.TW,-0.62%,+0.62%,-0.10%,-2.48%,+0.63%,+0.63%,-0.11%,-1.16%,-2.02%,+0.00%
2897.TW,-0.85%,+0.28%,+0.42%,+0.85%,-0.56%,-0.56%,+0.28%,-1.40%,+0.00%,+1.00%
3557.TW,-6.19%,-2.44%,+3.97%,+1.84%,+0.42%,+0.42%,+2.63%,-3.64%,+0.56%,+0.42%
9939.TW,-2.35%,-0.74%,+0.93%,+4.99%,-3.87%,-3.87%,+0.73%,-1.45%,+0.55%,+0.18%
1718.TW,-3.60%,-0.49%,+0.98%,+2.75%,+0.63%,+0.63%,+1.25%,-2.47%,-0.95%,+0.16%
6491.TW,-2.78%,-2.04%,+2.92%,+1.21%,-0.80%,-0.80%,+0.40%,-0.80%,+2.43%,-0.79%
2484.TW,-2.36%,-0.48%,+0.49%,+1.69%,+0.00%,+0.00%,+0.71%,-0.94%,+3.81%,-1.15%
2520.TW,-2.65%,-1.36%,+0.39%,+2.95%,-2.10%,-2.10%,+0.39%,+0.78%,+5.20%,+6.78%
6166.TW,+0.00%,+0.00%,-0.76%,+0.00%,-1.69%,-1.69%,+4.85%,-0.30%,+0.30%,+3.73%
2102.TW,-5.78%,-0.65%,+0.00%,+2.60%,+0.63%,+0.63%,-1.89%,-1.92%,+0.65%,+1.30%
1338.TW,-3.29%,-1.40%,+0.71%,+2.11%,+2.76%,+2.76%,+1.34%,-2.27%,+0.78%,-0.96%
3023.TW,-0.70%,+0.71%,+5.28%,-2.01%,+0.34%,+0.34%,+3.74%,-3.93%,+2.39%,-0.67%
2106.TW,-2.59%,+9.89%,+7.27%,-2.26%,+0.00%,+0.00%,+0.00%,+0.00%,-1.98%,-0.34%
00738U.TW,-0.17%,+5.06%,+6.75%,-0.88%,+3.56%,+3.56%,-1.97%,-2.42%,+1.74%,+2.23%
6672.TW,-2.79%,-0.80%,-1.16%,+4.44%,-0.56%,-0.56%,+1.01%,-2.01%,+1.48%,+0.90%
3694.TW,-1.42%,-1.16%,+3.22%,-0.85%,+0.29%,+0.29%,-1.14%,-1.73%,+2.05%,+6.90%
2312.TW,-1.69%,+0.00%,+1.72%,+1.69%,+0.00%,+0.00%,-1.67%,+0.00%,-1.27%,+0.00%
2208.TW,-4.43%,-1.05%,+4.26%,+0.00%,-1.02%,-1.02%,+0.21%,-2.06%,+0.84%,-0.83%
2028.TW,+0.53%,-1.05%,+0.53%,-0.53%,-0.43%,-0.43%,+1.50%,+0.00%,+0.00%,+0.00%
1909.TW,-3.21%,-0.41%,+2.08%,+4.49%,-1.95%,-1.95%,+0.00%,-2.79%,+0.41%,+1.22%
2348.TW,+0.84%,-1.49%,+1.68%,+0.00%,-0.50%,-0.50%,+1.16%,-0.49%,+4.96%,+0.94%
2104.TW,-2.69%,+0.00%,+0.00%,+1.01%,-1.00%,-1.00%,+2.01%,-1.97%,+0.75%,+1.75%
2880.TW,-0.78%,-0.26%,+0.00%,+1.58%,+0.52%,+0.52%,+0.00%,-1.55%,+0.52%,+1.04%
8476.TW,-2.10%,+1.50%,-0.63%,-0.85%,+1.50%,+1.50%,-1.27%,-1.50%,+3.04%,-1.48%
1339.TW,-2.75%,-1.41%,+3.12%,+6.06%,+2.38%,+2.38%,+1.05%,-3.34%,+4.29%,+3.54%
1605.TW,-2.33%,-0.80%,+0.00%,+1.20%,+0.00%,+0.00%,+0.00%,-0.79%,+0.00%,+4.80%
00648R.TW,+1.91%,-1.45%,-0.87%,-2.71%,+0.27%,+0.27%,-0.36%,+1.53%,-1.77%,-1.53%
3006.TW,-2.21%,+1.43%,-2.00%,+2.40%,-2.57%,-2.57%,+1.20%,-5.10%,+1.62%,+1.85%
1442.TW,-1.12%,-1.14%,-1.15%,+1.45%,+0.29%,+0.29%,+0.86%,-1.13%,+3.44%,+0.00%
3376.TW,-4.14%,+0.00%,-3.14%,+1.21%,+5.20%,+5.20%,+0.76%,-3.40%,+3.91%,-1.13%
1303.TW,-2.03%,+0.00%,-0.16%,+1.60%,+0.47%,+0.47%,+0.00%,-2.50%,-0.32%,+1.93%
00715L.TW,-3.85%,+3.30%,-0.67%,-5.08%,-0.36%,-0.36%,+0.90%,-4.09%,-3.70%,+1.54%
3021.TW,-3.35%,-2.31%,+1.18%,+2.72%,-1.52%,-1.52%,-0.77%,-0.78%,+0.78%,+0.39%
2633.TW,-0.88%,-0.30%,+0.90%,+2.22%,+1.59%,+1.59%,+2.85%,-1.80%,+5.22%,+2.55%
1441.TW,-1.80%,-2.54%,-1.45%,+2.35%,-0.43%,-0.43%,+0.72%,-0.14%,+0.29%,+0.86%
2543.TW,-1.52%,+0.92%,-1.52%,+1.08%,-0.92%,-0.92%,+1.39%,-0.15%,+0.00%,+0.92%
1762.TW,-3.91%,-3.47%,+3.44%,-4.68%,-1.90%,-1.90%,+1.78%,+3.65%,-0.92%,-1.55%
2388.TW,-3.58%,-1.95%,+4.69%,-0.34%,+0.17%,+0.17%,+5.87%,-3.75%,-0.68%,+4.61%
1256.TW,-1.25%,+0.00%,+1.01%,+1.75%,+0.25%,+0.25%,+1.47%,-1.45%,+1.72%,-0.24%
3673.TW,-4.25%,-1.48%,-1.63%,+5.34%,-0.60%,-0.60%,+1.46%,-0.48%,+1.56%,+0.71%
1516.TW,+0.36%,-2.52%,-1.48%,+3.00%,+0.00%,+0.00%,+0.36%,-1.09%,+0.00%,-1.83%
3413.TW,-9.73%,-0.60%,-0.60%,+1.21%,+1.20%,+1.20%,-0.59%,-1.49%,+0.91%,+0.90%
00693U.TW,-1.59%,+0.29%,+0.22%,+0.22%,+0.15%,+0.15%,+0.15%,-1.24%,-0.22%,+0.74%
2201.TW,-1.47%,+1.20%,+6.21%,+9.75%,+3.30%,+3.30%,+1.23%,-2.67%,+1.00%,-1.73%
1323.TW,-2.09%,+1.22%,+0.00%,-1.20%,+1.22%,+1.22%,-0.15%,+0.15%,+0.00%,+0.00%
1733.TW,-0.87%,+9.87%,+4.39%,-1.72%,-3.89%,-3.89%,+0.00%,-0.81%,+3.88%,+0.20%
00662.TW,-1.25%,+0.83%,+1.57%,+1.32%,-0.11%,-0.11%,+1.16%,-1.51%,+1.81%,+1.18%
8046.TW,-3.16%,-0.85%,-9.87%,-7.14%,-1.20%,-1.20%,+1.56%,-7.84%,+1.11%,+2.74%
1445.TW,-0.48%,-0.36%,-0.36%,+0.12%,+0.48%,+0.48%,+0.00%,-1.20%,+0.48%,+0.00%
1229.TW,-1.67%,+0.36%,+0.73%,+1.81%,-1.18%,-1.18%,+0.60%,-1.19%,+0.72%,+0.24%
2419.TW,-1.69%,-1.47%,-1.00%,+1.26%,-0.25%,-0.25%,+1.24%,-2.21%,+0.25%,+0.00%
2392.TW,-2.24%,-2.02%,-0.69%,+0.42%,-0.41%,-0.41%,+1.11%,-1.23%,-0.69%,+3.35%
3045.TW,-0.47%,+0.47%,+0.00%,+0.47%,-0.46%,-0.46%,+0.00%,-0.93%,+0.94%,+0.00%
6515.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
00634R.TW,+0.87%,-0.17%,+0.00%,-0.69%,+0.00%,+0.00%,-0.35%,+3.16%,-0.17%,-0.85%
4164.TW,-1.69%,-0.13%,+4.23%,-1.40%,+0.64%,+0.64%,+0.51%,-0.89%,+1.41%,-1.52%
2024.TW,+0.00%,+1.25%,+1.65%,+1.21%,+0.00%,+0.00%,-1.20%,-0.40%,+0.41%,+1.21%
6415.TW,+3.40%,+7.30%,-1.36%,+2.41%,-0.34%,-0.34%,+0.00%,-7.43%,+7.66%,-1.69%
6573.TW,-3.19%,-0.55%,-3.59%,+0.57%,+0.85%,+0.85%,+0.56%,-2.25%,+1.15%,+0.57%
2207.TW,-0.39%,-1.17%,+1.18%,+4.47%,+2.42%,+2.42%,-3.09%,-4.12%,+1.37%,+5.78%
6558.TW,-5.88%,+0.22%,-4.37%,+0.34%,+2.96%,+2.96%,+0.77%,-2.96%,+2.04%,-1.00%
