股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
4968.TW,+0.23%,+0.00%,+0.00%,+0.28%,+0.00%,+0.00%,+0.41%,-0.69%,-1.15%,-3.04%
2417.TW,-0.40%,+0.41%,+0.00%,+0.00%,+0.00%,+0.00%,-0.81%,+1.22%,+0.40%,+0.80%
2402.TW,+1.99%,-1.43%,+0.53%,-1.32%,+3.20%,+3.20%,-3.62%,-0.80%,+0.14%,-2.02%
2351.TW,+3.57%,-0.12%,-0.48%,+0.24%,+0.60%,+0.60%,+0.95%,+2.59%,+1.60%,-0.34%
2420.TW,+0.40%,+0.40%,-0.20%,-4.65%,+1.97%,+1.97%,+0.71%,+0.00%,+4.15%,-0.78%
911622.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
8222.TW,-1.01%,-1.53%,+1.55%,+0.92%,-0.61%,-0.61%,-0.66%,+1.33%,-1.26%,+0.56%
2497.TW,-2.28%,+0.41%,-1.23%,-0.42%,-0.70%,-0.70%,+1.96%,+5.36%,-1.30%,+0.53%
2059.TW,-1.97%,+1.13%,+0.74%,+0.98%,+0.00%,+0.00%,+2.80%,-0.71%,+1.07%,+0.83%
3030.TW,+0.20%,-0.20%,-0.51%,+0.82%,+0.81%,+0.81%,-0.80%,+0.10%,+0.30%,-0.51%
1786.TW,+0.00%,-0.77%,+1.03%,-1.78%,+6.87%,+6.87%,+2.18%,-1.43%,+0.00%,-1.69%
9802.TW,-1.64%,-0.42%,+0.28%,+0.28%,+0.00%,+0.00%,+0.00%,+0.83%,+0.82%,+1.63%
3022.TW,+1.12%,-0.33%,+6.91%,+0.31%,-1.66%,-1.66%,+0.42%,+0.74%,+1.15%,+1.45%
5906.TW,+0.58%,-0.92%,-2.10%,-0.12%,-1.79%,-1.79%,+0.85%,-0.24%,+0.00%,+0.00%
2412.TW,+0.42%,-0.21%,+0.32%,+0.11%,+0.11%,+0.11%,+0.32%,+0.63%,+0.52%,+0.31%
2428.TW,-0.38%,+1.16%,-1.33%,+3.09%,-1.31%,-1.31%,-1.90%,+0.58%,+3.46%,-0.37%
4536.TW,+0.00%,+0.65%,+0.00%,-1.28%,-0.65%,-0.65%,+0.33%,+0.00%,+4.89%,-2.17%
2901.TW,+0.00%,+0.73%,-1.02%,+0.00%,-0.74%,-0.74%,+0.30%,+0.30%,+0.00%,+1.33%
3231.TW,+1.20%,-2.18%,+1.22%,+0.20%,-0.60%,-0.60%,+0.20%,+1.61%,+0.59%,-0.39%
2464.TW,-1.25%,+0.54%,-1.44%,+0.73%,+1.45%,+1.45%,+1.25%,+0.53%,+0.70%,+0.17%
2884.TW,+1.09%,+1.34%,+1.06%,+0.52%,+0.00%,+0.00%,-1.83%,+1.06%,+0.53%,+0.00%
2007.TW,-1.08%,-0.31%,+1.56%,+0.15%,-2.62%,-2.62%,-0.32%,-0.32%,-0.32%,+0.16%
6116.TW,+0.44%,+0.00%,-0.44%,+0.00%,-0.44%,-0.44%,-0.45%,+0.45%,+0.89%,+0.44%
2453.TW,+0.00%,+0.32%,-0.32%,+0.64%,+0.64%,+0.64%,-0.32%,+0.95%,+0.00%,+1.89%
9958.TW,+0.00%,+0.00%,-0.73%,+1.11%,-1.09%,-1.09%,-0.74%,+0.00%,+0.37%,-0.37%
006208.TW,-1.05%,+0.06%,+0.46%,+0.20%,+0.14%,+0.14%,-0.34%,+0.97%,+0.34%,+0.42%
3055.TW,-3.38%,+6.29%,-0.66%,+1.32%,+0.98%,+0.98%,+5.50%,-0.31%,-1.54%,-1.56%
2722.TW,-1.35%,+0.00%,+0.00%,+1.37%,+0.00%,+0.00%,+0.00%,+0.00%,-0.12%,+0.00%
2885.TW,+0.33%,+0.00%,+0.33%,-0.33%,-0.98%,-0.98%,-0.66%,+0.67%,+0.99%,+0.66%
4119.TW,+1.92%,+0.00%,+0.87%,-0.29%,-1.30%,-1.30%,-0.29%,+1.61%,+1.30%,+1.00%
2929.TW,+0.88%,-0.29%,-2.05%,-0.30%,+0.00%,+0.00%,+0.00%,+1.80%,+2.94%,+0.00%
1717.TW,-1.09%,+0.00%,-1.10%,+1.27%,-1.25%,-1.25%,+0.32%,+0.32%,+0.00%,+0.47%
2535.TW,-0.71%,+0.18%,-0.18%,-0.53%,-0.18%,-0.18%,+0.54%,+0.18%,+0.18%,+0.71%
2013.TW,-1.89%,-1.93%,-0.98%,+1.32%,+1.14%,+1.14%,+0.16%,-0.48%,+0.49%,+0.32%
1714.TW,-0.37%,+0.00%,-0.37%,+0.37%,-0.74%,-0.74%,+0.00%,+0.37%,+0.75%,-0.37%
2352.TW,-0.40%,-0.30%,-1.52%,+0.72%,+0.10%,+0.10%,-0.41%,+2.87%,-0.60%,+0.60%
1568.TW,-5.21%,-2.84%,+6.20%,+2.41%,-2.68%,-2.68%,-3.45%,+1.79%,-0.88%,+2.30%
2020.TW,-0.72%,-0.72%,-1.82%,+0.37%,-0.74%,-0.74%,-1.12%,-1.13%,+0.76%,-1.13%
3029.TW,+0.57%,+0.00%,+0.00%,+0.28%,+0.85%,+0.85%,-0.28%,+1.40%,-0.83%,+0.00%
4958.TW,+1.40%,+0.23%,+1.26%,+0.45%,+0.11%,+0.11%,-2.03%,+4.15%,-0.33%,+0.67%
3583.TW,+1.28%,+0.36%,+0.00%,-0.36%,+0.36%,+0.36%,-0.90%,+0.36%,+0.00%,+2.36%
3706.TW,-0.77%,-2.52%,-0.60%,+0.60%,+0.20%,+0.20%,-0.40%,+0.40%,+2.38%,+0.19%
3054.TW,-3.45%,-0.55%,+0.55%,+0.27%,+3.01%,+3.01%,-1.86%,+0.54%,+0.00%,+4.04%
2031.TW,+0.00%,-1.03%,-0.52%,+0.00%,+0.26%,+0.26%,-0.26%,+0.52%,-0.52%,+0.78%
6285.TW,+0.00%,+0.00%,-3.24%,-1.52%,+2.47%,+2.47%,-0.30%,+1.96%,-0.30%,+0.30%
3576.TW,+1.52%,+0.41%,-0.14%,+2.59%,-1.33%,-1.33%,-1.34%,+0.54%,-0.54%,-1.09%
8112.TW,+0.00%,-0.62%,-0.94%,+1.89%,+0.31%,+0.31%,-1.85%,+0.94%,+1.56%,+2.76%
1535.TW,+0.13%,-0.52%,+0.00%,+0.00%,-0.39%,-0.39%,+1.06%,-0.52%,-0.13%,+0.39%
4306.TW,-0.23%,-0.23%,-4.13%,-1.20%,+0.48%,+0.48%,-2.17%,+0.74%,-0.73%,+0.25%
8105.TW,+1.76%,-1.73%,+0.44%,+2.63%,-1.28%,-1.28%,+1.73%,+0.43%,+0.42%,+1.69%
1721.TW,-1.31%,-0.31%,+0.31%,-0.31%,+0.10%,+0.10%,-0.20%,+1.02%,+1.21%,+0.00%
1434.TW,-0.48%,+0.32%,-1.93%,+2.79%,-0.96%,-0.96%,-1.29%,+1.79%,+1.76%,+2.68%
2461.TW,-1.20%,+0.91%,+0.60%,-1.19%,+0.60%,+0.60%,+0.60%,-0.30%,-0.30%,+0.30%
8131.TW,+2.01%,-1.97%,+0.22%,+1.56%,+0.00%,+0.00%,-1.54%,+1.79%,+2.63%,+2.99%
2434.TW,-1.76%,+6.87%,+1.96%,+1.92%,+0.13%,+0.13%,+6.98%,+6.90%,+6.92%,+2.09%
1533.TW,+2.62%,-0.96%,+0.43%,-0.21%,-0.54%,-0.54%,+2.80%,+6.92%,+1.76%,+6.94%
4952.TW,-0.85%,+2.14%,-1.54%,+1.28%,+0.28%,+0.28%,-0.56%,-0.14%,+1.27%,+0.69%
1219.TW,+0.00%,+0.98%,+0.32%,-0.65%,+0.00%,+0.00%,-0.65%,+0.00%,-0.33%,+0.00%
8249.TW,+0.81%,+2.00%,-0.20%,+1.57%,-0.39%,-0.39%,-0.97%,+2.35%,+3.07%,-1.30%
2034.TW,-1.80%,-3.00%,-2.75%,+1.41%,+1.05%,+1.05%,-1.72%,+0.88%,+1.57%,+1.37%
2483.TW,-0.48%,+0.72%,-1.20%,+0.73%,+0.24%,+0.24%,+6.95%,-1.12%,+0.23%,+0.45%
3380.TW,-0.86%,-0.65%,-1.52%,-1.10%,+0.22%,+0.22%,-0.22%,+1.34%,-0.66%,+1.55%
1795.TW,+1.98%,+1.94%,+2.66%,+2.96%,-3.60%,-3.60%,+0.37%,+0.74%,+1.11%,+4.38%
2406.TW,+5.25%,+0.00%,+0.88%,+6.10%,-1.37%,-1.37%,-1.94%,+3.82%,+2.59%,-1.73%
1316.TW,-1.22%,+0.00%,+0.41%,+0.00%,-0.41%,-0.41%,-0.83%,+1.67%,+1.64%,-0.40%
1515.TW,+0.00%,-0.45%,-0.45%,-0.46%,-0.46%,-0.46%,-0.46%,+0.93%,+0.46%,+1.37%
2427.TW,+0.00%,+1.33%,-0.22%,+0.33%,+0.44%,+0.44%,-1.85%,+2.77%,-0.32%,-0.65%
1536.TW,+0.22%,+0.00%,+2.95%,+0.11%,-1.06%,-1.06%,+0.96%,+3.08%,+2.16%,+0.20%
2528.TW,-3.81%,+0.72%,+6.43%,+3.69%,-2.27%,-2.27%,-1.99%,-1.69%,+0.00%,+3.09%
1463.TW,-2.47%,-0.36%,+1.82%,+3.21%,+0.00%,+0.00%,-0.69%,+1.05%,+0.34%,+1.37%
3665.TW,+0.35%,+3.10%,-1.00%,-0.34%,+0.00%,+0.00%,-3.05%,+5.24%,+0.00%,-0.66%
5880.TW,+0.93%,+0.00%,+0.00%,+0.31%,-0.92%,-0.92%,+0.31%,+0.62%,+0.00%,+0.00%
2349.TW,-1.12%,+0.45%,-0.45%,+2.26%,-0.66%,-0.66%,-1.56%,+0.68%,+0.90%,+2.44%
2401.TW,-1.34%,+0.90%,+0.45%,+0.89%,+1.33%,+1.33%,-0.87%,+2.20%,+1.29%,-0.43%
3563.TW,+0.59%,+0.29%,-1.17%,+2.07%,+0.14%,+0.14%,-0.14%,+0.00%,-0.43%,+0.00%
2910.TW,-0.31%,-0.16%,+0.00%,+0.31%,-0.94%,-0.94%,+0.00%,+0.16%,+0.00%,+0.16%
2369.TW,+0.00%,-0.85%,-3.16%,-0.59%,+2.69%,+2.69%,-2.33%,+0.30%,+0.89%,+3.24%
1773.TW,+0.19%,+0.56%,-0.75%,+0.19%,+0.19%,+0.19%,-0.56%,+0.75%,+0.94%,+1.11%
4956.TW,-0.42%,+0.42%,+0.00%,+1.04%,+0.62%,+0.62%,-1.64%,+0.83%,+2.27%,+2.22%
4977.TW,+0.89%,+0.00%,+1.26%,-0.62%,-0.38%,-0.38%,-1.13%,+2.04%,+1.50%,+0.12%
3704.TW,-0.85%,+0.57%,+0.00%,-0.28%,-0.85%,-0.85%,-0.29%,+1.44%,+0.57%,+0.28%
8213.TW,+5.15%,-6.94%,+0.77%,+0.00%,-1.85%,-1.85%,+0.22%,+1.33%,-0.66%,+0.66%
2845.TW,+0.00%,+0.47%,+0.00%,+0.47%,+0.47%,+0.47%,-1.40%,+0.47%,+0.47%,-0.47%
3266.TW,-0.39%,+2.36%,-3.27%,+0.40%,+0.40%,+0.40%,-2.37%,+0.61%,+1.81%,-1.18%
2812.TW,-0.49%,+0.49%,+0.49%,+0.00%,+0.00%,+0.00%,-0.49%,+0.49%,-0.49%,+0.49%
1324.TW,+0.00%,-0.91%,+0.00%,-0.31%,+0.00%,+0.00%,+3.40%,+0.00%,-1.49%,+0.30%
2867.TW,-0.30%,-0.30%,+0.00%,+0.00%,+0.00%,+0.00%,-1.19%,+0.30%,+0.00%,+0.60%
4906.TW,-0.91%,+1.47%,+0.72%,+0.36%,-0.71%,-0.71%,-0.36%,+0.54%,+0.90%,+0.36%
1712.TW,-0.27%,+1.10%,-0.82%,+0.55%,-2.18%,-2.18%,+1.39%,+0.27%,+1.10%,+0.27%
1203.TW,+0.00%,-0.22%,+0.22%,+1.99%,+0.00%,+0.00%,-0.22%,+0.22%,-0.22%,+0.22%
2002.TW,-0.39%,-0.59%,-0.40%,-0.20%,-0.80%,-0.80%,+0.00%,+1.00%,+0.40%,-0.79%
2478.TW,+0.00%,+0.00%,+0.60%,+5.36%,-0.56%,-0.56%,+6.82%,+6.91%,+2.99%,+1.69%
4532.TW,+1.27%,-0.16%,+1.26%,+0.00%,-0.78%,-0.78%,-0.63%,-0.32%,+0.95%,+0.47%
9136.TW,+1.99%,+0.22%,+1.01%,-0.66%,-1.10%,-1.10%,+0.89%,+0.88%,+0.22%,+3.72%
2897.TW,+0.81%,-0.80%,-0.81%,+0.98%,-0.48%,-0.48%,-1.13%,+0.00%,+0.00%,+1.47%
3557.TW,-0.41%,+0.00%,+4.44%,-0.66%,-0.67%,-0.67%,-0.27%,+0.14%,+0.27%,+0.00%
9939.TW,-2.79%,-0.84%,-1.70%,+2.43%,+0.34%,+0.34%,-1.52%,+1.03%,-0.17%,+2.72%
1718.TW,+0.98%,+0.97%,-0.48%,+2.40%,-0.47%,-0.47%,+0.00%,+0.47%,-0.47%,-0.47%
2484.TW,+0.28%,+3.12%,-2.47%,+0.56%,-0.84%,-0.84%,+3.67%,+0.82%,-0.27%,+1.63%
2520.TW,+0.00%,+1.61%,+0.79%,+1.10%,-1.71%,-1.71%,-1.11%,+0.64%,-0.63%,+0.16%
6166.TW,+1.92%,+1.54%,-0.67%,-0.68%,-1.37%,-1.37%,-0.52%,+0.35%,+1.39%,+1.88%
2102.TW,+0.23%,+0.92%,-0.68%,-0.23%,-0.46%,-0.46%,-0.23%,+0.23%,+0.23%,+0.69%
1338.TW,-2.34%,+2.87%,+2.79%,+1.36%,-2.68%,-2.68%,+1.83%,+2.70%,+2.19%,-0.86%
3023.TW,+0.69%,+0.11%,+0.57%,+1.36%,+0.00%,+0.00%,+0.22%,+0.89%,-1.33%,-0.67%
2106.TW,+0.14%,-1.30%,+3.81%,-0.99%,+1.14%,+1.14%,-1.13%,+1.42%,-1.12%,-0.85%
3694.TW,-1.49%,+0.30%,-6.02%,+1.60%,+1.58%,+1.58%,+0.62%,-0.31%,-0.93%,+4.38%
2312.TW,-0.40%,+2.01%,-1.18%,+5.58%,-2.64%,-2.64%,+0.39%,+1.54%,-0.38%,-0.38%
2208.TW,+0.00%,-0.28%,-0.55%,+1.11%,-0.27%,-0.27%,-0.55%,-0.28%,+0.28%,+0.00%
2028.TW,-1.48%,-0.64%,+0.86%,+0.21%,-0.21%,-0.21%,-1.28%,-0.22%,+0.00%,+0.00%
1909.TW,+0.00%,+1.48%,+0.00%,+0.73%,+2.17%,+2.17%,+2.84%,+0.00%,+0.34%,+0.69%
2348.TW,+0.00%,+0.00%,+0.00%,-1.64%,+0.00%,+0.00%,+0.00%,+0.00%,+1.11%,+0.00%
2104.TW,+0.85%,+1.51%,-0.83%,-0.17%,-1.17%,-1.17%,-0.85%,+1.02%,-0.51%,+0.17%
2880.TW,+0.87%,+0.29%,-0.29%,-0.29%,+0.58%,+0.58%,-0.86%,+1.45%,+0.29%,-0.28%
1339.TW,-2.77%,+0.00%,-3.60%,+0.00%,+1.09%,+1.09%,+2.93%,+6.89%,-1.68%,+1.00%
1605.TW,+2.00%,-0.98%,+0.50%,-0.49%,+0.50%,+0.50%,-0.99%,-0.60%,+0.00%,-0.40%
3006.TW,-1.29%,-0.56%,+0.19%,-0.37%,+1.69%,+1.69%,-0.18%,+3.70%,-0.71%,-0.18%
1442.TW,+0.71%,+0.14%,+0.00%,+0.00%,-0.56%,-0.56%,-0.56%,-0.14%,+0.71%,-0.56%
3376.TW,+0.52%,+1.68%,-1.53%,-0.65%,-1.04%,-1.04%,+3.95%,+4.05%,-0.73%,-0.37%
1303.TW,+0.61%,+0.00%,-0.30%,-0.61%,-0.31%,-0.31%,+1.08%,+1.07%,-0.30%,+0.15%
3021.TW,-0.38%,+1.93%,-1.14%,+0.00%,+0.38%,+0.38%,-1.15%,+1.16%,+0.76%,+2.27%
2633.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
1441.TW,+0.31%,-1.03%,-0.63%,+0.11%,-0.42%,-0.42%,-1.26%,+0.00%,+0.43%,+0.21%
2543.TW,-0.13%,-0.13%,-0.13%,-0.88%,+0.51%,+0.51%,+6.20%,+3.34%,-2.19%,+0.35%
1762.TW,+1.39%,-0.46%,+0.80%,-0.23%,-0.46%,-0.46%,-0.34%,+0.23%,+0.92%,-0.23%
2388.TW,+1.13%,-1.12%,-0.68%,+0.23%,+0.46%,+0.46%,-0.68%,+3.42%,-1.10%,+0.67%
1256.TW,-0.62%,+0.00%,-0.93%,+6.90%,+0.59%,+0.59%,-0.58%,-0.88%,+0.44%,+2.21%
3673.TW,-0.68%,+2.98%,+0.00%,+2.90%,-1.30%,-1.30%,-1.10%,+2.44%,-0.43%,+0.65%
1516.TW,+1.01%,+7.00%,+6.54%,+0.00%,+0.00%,+0.00%,-8.77%,-6.73%,+0.00%,+3.09%
3413.TW,+2.18%,+0.46%,-0.74%,+0.00%,-3.44%,-3.44%,+2.33%,-0.74%,-0.78%,+0.62%
2201.TW,+1.32%,+0.76%,-0.65%,+0.65%,-0.75%,-0.75%,-1.19%,+0.77%,+1.20%,+3.66%
1323.TW,+0.27%,-0.53%,-0.80%,-1.08%,+0.68%,+0.68%,-1.90%,-2.07%,+1.13%,-0.84%
1733.TW,-2.38%,-1.79%,+0.66%,-0.99%,+0.66%,+0.66%,-0.66%,+0.50%,+1.16%,+1.31%
8046.TW,+3.48%,+2.46%,+1.09%,+5.73%,-2.86%,-2.86%,-0.21%,+0.84%,-0.94%,-2.11%
1445.TW,+0.00%,+0.00%,-0.49%,-0.49%,-0.50%,-0.50%,-0.50%,+1.00%,+0.00%,-0.50%
1229.TW,+0.26%,+6.27%,-0.98%,+3.23%,-0.72%,-0.72%,+0.00%,+1.69%,-0.95%,-0.96%
2419.TW,-0.29%,-0.29%,+1.78%,+3.20%,-1.41%,-1.41%,-0.29%,+2.58%,+0.56%,+0.28%
2392.TW,+0.00%,-0.52%,-1.55%,+0.53%,-0.52%,-0.52%,-0.53%,+0.00%,-1.06%,+2.85%
3045.TW,+0.10%,+1.36%,+0.00%,+0.10%,+0.82%,+0.82%,+1.02%,+1.11%,-0.10%,-1.10%
4164.TW,+0.82%,-0.54%,+0.27%,+0.41%,-0.81%,-0.81%,-0.14%,+0.27%,+0.14%,+0.68%
2024.TW,+0.42%,-0.42%,+0.28%,+0.42%,-0.28%,-0.28%,-0.70%,+0.28%,-0.14%,+0.00%
6415.TW,-0.20%,+2.81%,+2.14%,-2.67%,-2.16%,-2.16%,+2.61%,+2.34%,-2.48%,-0.59%
2207.TW,+0.99%,+0.14%,-1.12%,+0.99%,-1.54%,-1.54%,+0.71%,+1.13%,-0.56%,-0.56%
910322.TW,-0.84%,+1.57%,+0.36%,+0.71%,+0.83%,+0.83%,-1.40%,+0.12%,-0.71%,-0.95%
3321.TW,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%,+0.00%
2542.TW,+0.74%,-1.17%,+1.18%,+0.58%,-0.29%,-0.29%,+0.15%,-0.73%,+0.73%,+0.58%
9917.TW,-0.26%,+0.40%,-0.13%,+0.66%,-0.65%,-0.65%,-0.26%,+0.13%,+0.13%,+0.26%
8271.TW,+1.62%,-0.48%,-0.48%,+0.64%,-0.96%,-0.96%,+0.00%,+2.90%,+5.02%,+3.73%
3056.TW,-0.75%,-0.38%,+1.89%,+0.74%,+1.10%,+1.10%,-0.55%,+0.55%,-0.18%,-0.36%
3669.TW,+0.40%,+0.20%,-0.20%,-0.40%,+0.20%,+0.20%,-2.22%,+2.69%,+0.40%,+0.60%
1309.TW,+1.00%,+0.50%,-1.48%,-0.30%,+0.80%,+0.80%,-0.60%,+0.60%,+1.00%,-0.99%
2360.TW,-1.48%,+6.95%,-3.95%,+0.27%,+1.06%,+1.06%,-1.57%,+2.39%,+0.78%,+0.52%
8016.TW,+1.22%,+1.54%,-0.84%,+0.85%,+0.34%,+0.34%,-0.51%,+1.02%,-0.17%,+0.34%
3094.TW,-2.54%,+1.53%,-0.76%,+4.41%,-1.02%,-1.02%,+1.03%,+1.31%,+6.91%,+7.00%
5484.TW,+6.41%,-0.80%,+1.21%,-2.00%,+2.04%,+2.04%,+1.20%,+2.77%,-1.15%,-1.17%
1454.TW,+0.50%,+0.00%,+0.00%,-0.38%,+0.13%,+0.13%,-0.25%,+0.50%,+0.63%,+0.12%
3014.TW,+0.73%,+1.01%,-0.57%,+4.61%,-0.28%,-0.28%,-0.55%,+1.53%,+1.23%,+0.54%
3406.TW,-4.79%,+3.43%,-2.76%,-0.45%,+0.91%,+0.91%,-0.23%,+2.95%,+2.64%,-1.29%
2383.TW,+0.00%,+1.98%,-0.71%,-0.18%,+0.00%,+0.00%,+0.00%,+2.31%,-0.52%,-0.17%
6235.TW,+5.80%,-2.19%,+1.54%,+0.00%,-1.93%,-1.93%,+1.13%,-0.14%,-0.42%,-1.26%
3149.TW,-0.15%,+0.74%,-0.88%,+1.78%,+0.73%,+0.73%,-1.01%,+0.59%,-0.44%,+1.02%
2023.TW,-0.53%,+0.11%,-0.64%,+0.22%,+0.00%,+0.00%,-0.43%,+0.22%,+0.32%,+0.11%
3454.TW,+1.76%,+0.35%,-0.69%,+2.43%,+4.07%,+4.07%,-3.26%,+1.35%,+1.00%,-1.97%
3543.TW,-0.46%,-1.83%,+0.00%,-2.43%,-0.38%,-0.38%,-4.81%,+0.40%,+0.00%,+0.91%
2345.TW,-0.56%,-0.85%,+1.99%,+0.28%,+0.00%,+0.00%,+1.67%,+0.00%,+0.27%,+0.55%
3018.TW,-0.29%,-0.58%,+6.76%,+2.48%,+2.15%,+2.15%,-2.11%,+2.42%,+6.82%,+2.21%
1776.TW,-2.17%,+0.00%,+0.00%,+2.22%,+0.87%,+0.87%,+0.00%,+1.29%,+0.00%,+0.00%
3686.TW,+0.66%,-0.66%,-0.33%,+0.66%,-0.33%,-0.33%,-0.66%,+1.33%,+1.97%,-1.61%
2415.TW,-3.55%,+0.28%,+2.26%,-1.66%,+0.56%,+0.56%,-1.12%,+2.54%,-1.10%,+6.96%
1806.TW,-0.47%,+0.00%,-0.94%,-0.47%,+0.48%,+0.48%,-0.95%,+0.00%,-0.48%,+4.33%
006203.TW,-0.17%,+0.64%,-1.24%,+1.46%,+0.54%,+0.54%,-0.70%,+0.80%,+0.37%,+0.66%
1337.TW,+0.63%,+4.41%,+0.45%,+1.35%,-0.74%,-0.74%,-0.30%,+3.44%,-0.72%,-0.87%
6155.TW,-1.05%,-1.06%,+0.53%,+2.48%,+0.00%,+0.00%,-1.04%,+2.97%,-0.68%,+0.51%
8103.TW,-0.24%,+5.02%,-0.91%,+2.87%,+0.67%,+0.67%,+2.11%,+1.74%,-1.07%,-0.97%
2883.TW,+1.48%,+0.22%,+0.22%,+0.22%,-0.45%,-0.45%,-1.12%,+1.02%,+0.45%,-0.11%
9937.TW,+0.92%,-0.91%,+1.10%,+0.91%,-0.72%,-0.72%,-0.72%,+0.36%,+0.18%,+0.54%
2308.TW,+1.64%,+1.62%,+0.53%,+0.00%,-0.26%,-0.26%,-1.32%,+1.88%,-0.53%,+2.65%
2324.TW,+3.85%,-0.22%,+0.44%,+0.00%,+0.87%,+0.87%,-1.29%,+0.44%,+2.83%,-1.06%
6108.TW,-0.74%,+3.47%,+3.36%,+2.32%,-1.13%,-1.13%,-0.92%,+5.09%,+0.22%,-0.22%
1907.TW,+2.18%,-0.71%,-1.08%,+0.00%,+0.72%,+0.72%,-0.36%,+1.08%,+2.86%,-0.35%
2375.TW,-0.72%,+1.81%,-0.71%,+3.57%,-1.38%,-1.38%,-1.75%,+0.36%,+0.00%,+0.35%
2905.TW,+0.00%,-0.51%,-1.78%,+0.52%,-1.54%,-1.54%,-0.78%,+2.11%,-0.26%,-0.78%
8201.TW,+0.00%,+0.77%,-0.76%,+0.00%,+0.00%,+0.00%,-0.38%,+0.39%,+0.38%,+0.38%
3605.TW,+2.53%,+4.50%,-0.42%,+0.70%,+5.26%,+5.26%,+2.24%,-0.77%,+3.63%,-0.88%
