股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
00930.TW,-0.45%,-0.61%,+1.18%,+0.50%,-0.11%,-0.11%,+1.11%,+0.44%,+0.60%,+0.60%
3055.TW,-9.09%,+2.62%,-3.15%,+2.63%,-2.56%,-2.56%,+4.49%,-1.04%,+0.45%,+2.98%
2722.TW,+4.45%,-1.16%,-1.57%,+1.20%,+0.20%,+0.20%,+0.98%,-0.97%,+0.59%,-0.39%
2885.TW,+0.83%,-0.23%,+2.93%,+1.03%,+0.90%,+0.90%,+4.02%,+1.93%,-0.42%,+4.02%
4119.TW,+0.19%,-0.76%,+0.39%,+1.92%,-2.07%,-2.07%,+1.54%,+1.70%,-1.12%,+0.94%
2929.TW,+0.39%,-0.13%,-1.80%,+0.79%,-1.17%,-1.17%,+0.66%,-0.39%,-0.39%,-1.32%
6645.TW,-0.56%,-2.25%,+0.86%,-0.28%,-0.86%,-0.86%,+0.58%,-0.57%,+1.44%,-1.42%
00881.TW,-1.83%,-0.41%,+2.29%,+2.50%,+1.73%,+1.73%,+0.28%,+3.11%,+2.70%,+0.58%
1717.TW,-4.68%,-5.09%,+1.11%,+1.28%,+2.53%,+2.53%,+4.23%,+6.59%,-0.48%,+9.87%
4763.TW,+0.95%,-2.26%,-4.42%,-1.61%,-0.41%,-0.41%,-0.21%,-0.93%,-1.66%,-0.32%
2535.TW,-0.72%,+0.44%,+1.31%,+1.29%,+0.42%,+0.42%,+1.13%,+3.90%,-0.80%,-0.68%
2013.TW,-0.24%,-1.20%,+0.36%,+0.12%,+0.97%,+0.97%,+0.96%,+0.36%,+1.65%,+0.93%
1714.TW,+0.00%,-0.87%,-0.44%,+0.11%,+1.76%,+1.76%,+0.65%,+1.50%,+5.08%,+0.70%
1808.TW,-0.47%,-1.56%,-0.32%,+0.32%,+0.79%,+0.79%,-0.31%,-2.05%,-1.13%,-1.79%
2352.TW,-1.55%,-1.18%,+0.00%,+1.00%,+0.20%,+0.20%,+1.97%,+1.74%,-0.19%,-0.95%
1568.TW,-0.21%,-1.91%,+0.00%,+0.22%,-2.16%,-2.16%,+0.44%,+0.22%,-0.66%,+0.44%
2020.TW,-1.02%,-8.12%,+0.63%,-0.42%,+1.67%,+1.67%,-0.21%,-0.41%,+1.45%,+0.20%
00927.TW,-2.24%,-0.87%,+3.11%,+0.90%,-3.06%,-3.06%,-0.16%,+3.63%,+0.23%,+1.01%
3029.TW,-2.23%,-1.37%,+1.85%,+1.36%,+2.24%,+2.24%,+0.00%,+0.44%,-1.75%,+8.00%
7769.TW,-2.63%,-0.40%,+4.34%,+3.90%,+8.62%,+8.62%,+1.27%,+4.66%,+4.56%,+0.93%
4958.TW,-4.52%,-4.21%,+0.00%,-1.10%,-1.11%,-1.11%,+9.83%,+8.18%,-2.84%,+1.70%
3447.TW,+0.00%,-3.43%,-3.08%,-0.61%,-0.74%,-0.74%,+2.48%,+0.12%,-1.21%,+1.22%
3583.TW,-2.78%,-1.43%,+3.06%,-0.31%,+0.47%,+0.47%,+7.80%,+3.91%,+0.28%,+3.06%
00940.TW,-0.72%,-0.83%,+0.63%,+0.52%,+0.31%,+0.31%,+0.93%,+0.71%,+0.51%,+0.91%
3706.TW,-2.53%,-2.07%,+1.85%,+2.47%,-0.63%,-0.63%,+1.91%,+0.88%,+1.12%,-1.84%
3054.TW,+0.48%,-0.79%,-1.44%,+1.14%,-0.80%,-0.80%,+1.94%,-0.16%,+9.87%,+10.00%
6908.TW,,,,,,,,,,
2031.TW,-1.64%,-1.28%,+2.72%,+0.00%,+1.01%,+1.01%,-1.13%,-0.25%,+1.39%,-1.88%
1319.TW,+0.46%,-5.48%,+0.00%,+0.97%,-1.44%,-1.44%,-0.49%,-0.49%,-2.25%,+0.10%
6285.TW,-9.88%,-6.42%,-1.14%,-0.29%,-0.29%,-0.29%,+4.94%,+4.43%,+0.80%,-1.58%
00642U.TW,-0.06%,+0.12%,-1.01%,+1.87%,+0.12%,+0.12%,+2.36%,+1.61%,-1.19%,-0.75%
6994.TW,+0.45%,-2.82%,+3.02%,+1.92%,-9.29%,-9.29%,-0.73%,+0.00%,+1.23%,+7.52%
3576.TW,+10.00%,+7.07%,-4.72%,-4.62%,+4.84%,+4.84%,+9.90%,+9.91%,+9.84%,+9.95%
8112.TW,-4.07%,-1.84%,+4.47%,-1.93%,+1.69%,+1.69%,+3.32%,+0.67%,-1.73%,-1.08%
00633L.TW,+0.76%,-0.32%,+1.99%,+0.19%,-0.91%,-0.91%,-0.67%,-1.62%,+0.90%,-2.80%
020012.TW,,,,,,,,,,
1535.TW,-0.61%,-1.94%,-3.12%,-3.23%,+4.22%,+4.22%,+2.67%,+0.93%,+5.14%,+0.78%
00885.TW,-0.33%,-0.84%,-0.23%,+0.96%,+1.23%,+1.23%,+3.26%,+0.59%,-0.11%,+0.80%
6589.TW,+0.49%,-2.74%,-0.83%,+1.84%,+0.33%,+0.33%,+0.16%,+0.33%,-0.81%,-0.66%
4306.TW,+1.12%,-1.47%,+0.00%,-0.75%,+1.50%,+1.50%,+0.74%,+1.10%,-0.36%,-0.36%
8105.TW,-1.64%,-1.67%,+0.00%,+1.69%,+0.00%,+0.00%,+3.75%,+2.01%,+0.00%,+3.54%
1721.TW,+6.27%,-7.18%,-4.97%,+0.58%,-2.02%,-2.02%,+5.01%,+8.15%,-3.90%,+0.54%
7722.TW,-2.28%,-3.23%,-1.15%,+0.00%,-0.23%,-0.23%,-0.70%,-1.29%,-1.19%,+1.32%
1434.TW,+0.29%,-2.29%,+3.80%,-1.41%,+0.57%,+0.57%,+0.57%,+1.13%,+3.07%,-0.81%
6902.TW,-0.76%,-0.51%,-0.13%,+0.26%,+0.51%,+0.51%,-0.38%,-0.76%,-1.54%,-1.69%
2461.TW,+1.87%,-0.92%,+2.16%,-0.91%,+0.30%,+0.30%,+2.13%,-0.30%,+0.30%,-1.19%
8131.TW,-4.89%,-2.42%,+1.86%,-0.61%,+5.96%,+5.96%,+0.00%,+2.45%,-0.70%,+1.28%
00637L.TW,+0.98%,-0.36%,+2.00%,+0.05%,-1.11%,-1.11%,-0.76%,-1.49%,+0.78%,-3.15%
7631.TW,+0.00%,+0.00%,+0.00%,-0.41%,+0.41%,+0.41%,+0.00%,-0.83%,+0.00%,+0.83%
6962.TW,-1.41%,-2.20%,-1.19%,-2.68%,-0.41%,-0.41%,+2.22%,-0.27%,-1.77%,-0.28%
00664R.TW,+1.68%,+0.41%,-2.88%,-1.69%,-1.72%,-1.72%,+0.44%,-2.62%,-2.24%,-0.46%
2434.TW,-0.67%,-2.35%,+2.75%,-0.50%,+0.17%,+0.17%,-0.34%,+1.35%,+0.00%,+0.17%
8488.TW,-0.10%,+0.72%,+1.22%,+0.00%,+0.70%,+0.70%,+2.50%,-1.95%,+0.50%,+0.00%
7610.TW,-0.97%,+7.07%,+9.79%,+9.96%,+3.40%,+3.40%,+4.20%,-0.18%,+6.32%,+7.92%
00733.TW,-3.33%,-2.24%,+1.03%,+0.80%,+1.09%,+1.09%,+4.69%,+4.40%,+0.00%,+4.03%
1533.TW,-0.65%,-2.28%,+1.83%,+0.65%,+0.16%,+0.16%,+1.30%,-1.44%,+0.33%,+0.16%
4952.TW,+0.50%,-3.58%,+2.18%,+1.63%,+0.74%,+0.74%,+2.20%,+5.75%,-4.64%,-0.12%
1219.TW,+0.37%,+0.00%,+0.00%,+0.37%,-0.37%,-0.37%,+0.74%,+0.00%,-0.37%,+0.37%
1623.TW,-4.18%,+2.52%,-3.58%,-3.02%,-1.91%,-1.91%,+7.32%,-0.45%,+9.82%,-3.12%
00980A.TW,-1.80%,-1.28%,+2.72%,+1.75%,+1.13%,+1.13%,+0.53%,+1.69%,+2.58%,+0.50%
00929.TW,-1.39%,-1.30%,+1.27%,+0.57%,-0.10%,-0.10%,+0.36%,+2.53%,+0.71%,+1.20%
8249.TW,+0.81%,-1.77%,+1.64%,-1.78%,+2.30%,+2.30%,-0.96%,-0.81%,-1.64%,+0.50%
5288.TW,-1.06%,-1.43%,+5.09%,+2.77%,+1.68%,+1.68%,-2.32%,-1.02%,+0.00%,+0.00%
2034.TW,-0.90%,-2.96%,-0.94%,-0.47%,+0.71%,+0.71%,-1.42%,-0.96%,+1.69%,-0.71%
00947.TW,-3.52%,-2.99%,+3.66%,-0.48%,+1.79%,+1.79%,+2.41%,+3.44%,-0.77%,+1.80%
2483.TW,+9.87%,-5.44%,+0.50%,+0.00%,+1.00%,+1.00%,+0.74%,+3.42%,+4.49%,-0.45%
3380.TW,-4.16%,-2.57%,-0.83%,+0.33%,+0.00%,+0.00%,+7.13%,+2.17%,-1.82%,-3.55%
1795.TW,-3.58%,-5.29%,+0.75%,-2.84%,-9.86%,-9.86%,-2.05%,+0.35%,-1.04%,-2.11%
2406.TW,+9.93%,-9.95%,-2.38%,-2.44%,+5.54%,+5.54%,-0.34%,+3.40%,-1.31%,+9.98%
1316.TW,-1.06%,-2.15%,-2.20%,+1.87%,+2.21%,+2.21%,+1.08%,-0.36%,-1.07%,-1.44%
1515.TW,-0.56%,-2.25%,+0.19%,-0.38%,+0.58%,+0.58%,+2.29%,-0.37%,+1.31%,-2.04%
00934.TW,-1.04%,-1.37%,+0.60%,+0.14%,-0.53%,-0.53%,+2.11%,+1.89%,-0.09%,+0.36%
00674R.TW,+4.46%,+0.19%,-3.68%,+0.00%,-1.01%,-1.01%,-2.03%,-0.41%,-0.63%,+0.21%
6657.TW,-1.67%,-1.59%,+0.86%,-3.42%,+3.87%,+3.87%,+2.13%,+1.04%,-0.82%,-0.83%
6799.TW,+0.12%,-4.85%,+2.86%,-0.24%,-0.36%,-0.36%,+1.22%,+1.32%,-1.07%,-1.92%
6689.TW,+2.95%,-4.61%,+0.00%,+0.50%,-2.16%,-2.16%,+0.17%,+0.17%,+1.86%,+9.95%
2427.TW,-0.39%,-1.77%,+0.00%,+6.21%,+1.51%,+1.51%,+1.49%,-0.73%,-1.85%,+0.56%
1536.TW,-4.02%,+0.34%,+4.34%,-2.40%,+0.00%,+0.00%,+2.62%,+0.16%,-2.39%,-0.16%
2528.TW,+1.10%,-2.00%,+0.74%,-0.18%,+2.03%,+2.03%,+1.26%,-1.25%,+3.43%,-0.35%
1463.TW,-1.39%,+1.41%,+0.28%,+0.00%,+0.28%,+0.28%,+0.55%,+1.10%,+0.00%,+0.27%
3665.TW,-5.97%,+1.98%,-2.33%,+9.96%,-1.09%,-1.09%,-5.49%,+0.39%,+3.86%,+4.83%
3714.TW,+1.23%,-4.17%,+0.28%,+1.40%,-1.38%,-1.38%,+3.64%,+3.78%,-0.52%,-0.26%
6698.TW,-0.44%,-4.01%,+2.32%,-0.91%,+0.15%,+0.15%,+3.20%,-0.59%,+3.71%,-0.86%
5880.TW,+0.85%,-0.42%,+0.42%,+0.63%,+0.00%,+0.00%,+1.46%,-0.82%,-0.42%,+0.21%
2243.TW,+0.00%,-0.85%,-0.43%,+0.87%,+1.72%,+1.72%,+2.95%,-0.41%,-0.82%,+1.24%
2349.TW,-6.90%,-2.96%,+0.00%,+0.00%,+1.15%,+1.15%,+3.77%,+3.27%,+7.75%,-4.90%
3591.TW,+0.26%,-0.78%,-0.52%,+0.00%,+0.52%,+0.52%,+1.82%,-0.51%,-1.03%,-2.08%
2401.TW,+0.69%,-3.64%,-1.18%,+1.44%,+1.42%,+1.42%,+6.51%,+3.28%,-4.44%,+2.43%
8104.TW,-3.32%,+2.33%,-3.22%,-4.43%,-0.58%,-0.58%,+5.54%,+0.83%,+3.84%,+2.90%
6906.TW,+1.70%,-2.82%,-6.21%,-1.41%,+3.57%,+3.57%,+0.00%,+9.93%,-6.15%,+0.80%
3563.TW,+4.77%,-3.37%,+1.74%,-2.32%,+0.00%,+0.00%,+3.92%,+0.40%,+2.57%,+9.83%
2910.TW,+0.72%,-0.95%,+0.96%,+0.00%,+1.66%,+1.66%,+2.56%,+3.86%,-0.44%,+1.76%
2254.TW,-1.35%,+0.00%,+0.17%,+1.54%,-1.51%,-1.51%,+2.05%,+0.84%,+1.99%,+9.92%
2369.TW,-2.68%,-3.34%,+2.64%,-1.78%,+1.81%,+1.81%,+7.72%,+2.02%,-1.08%,+4.01%
2250.TW,-1.36%,-1.93%,+0.00%,+0.14%,-1.27%,-1.27%,+1.85%,-0.70%,-0.42%,-0.14%
1773.TW,-0.70%,-1.77%,+5.04%,-1.71%,+1.74%,+1.74%,+4.45%,+2.30%,-0.64%,+2.58%
6931.TW,-0.90%,-2.36%,-1.12%,+1.32%,+0.74%,+0.74%,+1.66%,-1.09%,+0.00%,-0.18%
4956.TW,+7.42%,+2.69%,-2.99%,-6.55%,+0.00%,+0.00%,+9.69%,+2.07%,-4.97%,+0.00%
5876.TW,+1.14%,+0.00%,+0.88%,+0.50%,-0.86%,-0.86%,+1.25%,-0.98%,+0.50%,-0.74%
4977.TW,-0.37%,-6.27%,+3.54%,+5.70%,-9.71%,-9.71%,+3.98%,+9.96%,+9.76%,+9.84%
00632R.TW,+1.83%,+0.40%,-2.92%,-1.78%,-1.60%,-1.60%,-0.07%,-3.12%,-1.75%,-0.22%
3704.TW,-5.32%,-3.03%,-0.89%,-0.45%,-1.51%,-1.51%,+2.75%,-0.30%,+1.64%,+1.17%
8213.TW,-2.92%,-4.51%,-1.00%,+1.16%,+3.71%,+3.71%,+0.96%,+2.05%,+1.87%,+1.57%
2845.TW,+0.00%,-0.40%,+0.40%,+0.40%,+0.80%,+0.80%,+1.19%,+0.39%,-0.39%,+1.57%
3266.TW,-1.09%,-1.47%,+1.12%,-1.47%,+4.85%,+4.85%,+0.71%,+0.00%,+0.00%,+0.00%
2812.TW,+1.49%,-0.49%,+0.49%,+0.00%,-0.24%,-0.24%,+1.47%,+0.48%,+0.72%,+0.48%
1324.TW,+0.00%,-0.94%,-0.48%,+0.48%,+4.29%,+4.29%,-1.37%,-0.93%,+0.00%,-0.47%
00932.TW,-0.93%,-1.15%,+0.82%,+0.27%,+0.00%,+0.00%,+1.48%,+1.13%,-0.26%,+0.13%
2867.TW,+0.63%,-0.13%,+0.13%,+0.25%,+0.50%,+0.50%,+1.50%,+0.12%,+0.74%,+0.61%
4906.TW,-4.20%,-1.10%,-0.55%,-3.90%,-0.58%,-0.58%,+5.45%,+0.18%,-0.74%,+0.74%
1712.TW,+1.20%,-0.11%,-0.86%,+0.33%,-1.19%,-1.19%,-0.44%,+0.55%,-0.33%,-0.77%
1203.TW,-0.88%,-0.13%,+1.01%,-0.88%,+1.52%,+1.52%,+3.24%,-2.42%,+1.49%,+0.61%
2002.TW,+0.00%,-2.63%,-0.25%,+0.74%,+1.95%,+1.95%,-2.15%,+1.22%,+2.66%,-2.35%
2478.TW,-3.84%,-3.16%,+1.72%,-1.86%,+2.58%,+2.58%,+7.89%,+7.62%,+4.34%,+0.83%
4560.TW,-0.31%,+0.31%,+0.63%,+0.00%,+2.48%,+2.48%,+0.61%,+0.00%,+1.05%,-0.45%
4532.TW,+0.00%,-1.73%,+0.59%,-0.58%,+0.00%,+0.00%,+2.16%,+0.00%,-0.77%,+0.39%
6988.TW,+0.00%,+5.00%,-9.76%,+0.26%,-4.74%,-4.74%,+1.38%,-1.09%,-3.31%,+2.56%
6582.TW,+0.62%,-2.00%,-0.63%,+0.47%,+1.41%,+1.41%,+4.02%,-1.64%,+1.21%,+0.45%
6668.TW,-1.18%,-0.93%,+0.81%,+0.00%,-3.20%,-3.20%,+1.65%,+0.00%,+0.81%,-0.40%
020030.TW,,,,,,,,,,
9136.TW,-0.79%,-1.99%,+0.81%,+1.48%,+0.93%,+0.93%,-1.44%,+0.00%,-0.13%,-1.07%
2897.TW,+0.44%,+0.98%,+0.54%,+0.53%,+3.19%,+3.19%,+0.82%,-0.92%,+0.31%,+0.82%
3557.TW,+0.29%,-3.08%,+0.91%,+3.45%,-0.43%,-0.43%,+1.75%,-0.57%,-1.73%,+0.44%
9939.TW,+0.84%,-0.83%,+0.00%,+0.00%,+1.26%,+1.26%,+2.90%,-1.61%,+1.23%,-1.21%
3592.TW,-2.40%,-1.12%,+2.26%,+0.88%,-1.97%,-1.97%,+1.79%,+2.64%,+1.50%,-1.69%
1718.TW,-0.56%,-2.12%,+0.58%,+0.57%,+1.00%,+1.00%,-0.14%,+0.71%,+1.26%,-1.11%
6491.TW,+0.70%,+0.35%,-1.73%,+2.65%,-2.23%,-2.23%,+3.51%,+0.00%,+0.00%,+0.51%
2484.TW,-3.70%,-3.66%,+0.95%,-0.94%,+0.38%,+0.38%,+7.20%,+7.07%,+1.65%,-2.44%
2520.TW,+1.86%,-1.52%,-1.39%,+0.94%,-0.93%,-0.93%,-0.16%,-0.94%,+0.32%,-0.79%
6166.TW,-0.49%,-1.98%,+0.67%,-0.33%,+4.02%,+4.02%,+4.35%,-0.62%,+0.93%,+0.00%
2102.TW,+0.00%,-2.24%,-1.28%,+0.26%,+1.80%,+1.80%,+1.01%,+1.25%,+2.48%,+0.72%
1338.TW,-0.76%,-1.53%,+0.78%,-0.52%,-0.52%,-0.52%,+0.00%,-1.30%,-2.11%,-0.27%
3023.TW,+1.92%,+0.00%,-1.67%,+0.21%,-1.06%,-1.06%,+2.79%,+0.42%,+1.46%,+0.00%
2106.TW,+0.00%,-0.26%,+0.77%,+0.51%,+0.76%,+0.76%,+2.78%,+0.00%,-0.49%,+0.00%
00738U.TW,-13.68%,-3.14%,+11.05%,-1.50%,+1.67%,+1.67%,+5.83%,+0.21%,+2.89%,+0.07%
6672.TW,+9.67%,-7.44%,-1.80%,-1.63%,-1.87%,-1.87%,+3.81%,+3.87%,-0.98%,+0.99%
3694.TW,-2.15%,-2.20%,-0.35%,+1.04%,+3.77%,+3.77%,+2.31%,-0.48%,+0.81%,-0.32%
