=== 殖利率掃描報告 (20260525) ===
基準條件: 10日新高 或 歷史分位 > 80%
--------------------------------------------------
[🔥 10日新高] 6806.TW: 14.73% (歷史分位: 100.0%)
[🔥 10日新高] 3188.TWO: 13.8% (歷史分位: 100.0%)
[🔥 10日新高] 1436.TW: 11.32% (歷史分位: 33.8%)
[🔥 10日新高] 9949.TWO: 9.63% (歷史分位: 100.0%)
[🔥 10日新高] 1442.TW: 9.3% (歷史分位: 14.5%)
[🔥 10日新高] 2530.TW: 9.3% (歷史分位: 98.6%)
[🔥 10日新高] 6655.TW: 9.13% (歷史分位: 18.2%)
[🔥 10日新高] 5212.TWO: 9.09% (歷史分位: 100.0%)
[🔥 10日新高] 4120.TWO: 8.78% (歷史分位: 100.0%)
[🔥 10日新高] 6961.TWO: 8.59% (歷史分位: 50.0%)
[🔥 10日新高] 6171.TWO: 8.57% (歷史分位: 32.2%)
[🔥 10日新高] 1531.TW: 8.2% (歷史分位: 99.3%)
[🔥 10日新高] 2547.TW: 8.07% (歷史分位: 100.0%)
[🔥 10日新高] 2348.TW: 8.05% (歷史分位: 26.9%)
[🔥 10日新高] 6703.TWO: 7.96% (歷史分位: 97.3%)
[🔥 10日新高] 4417.TWO: 7.89% (歷史分位: 100.0%)
[🔥 10日新高] 2752.TWO: 7.83% (歷史分位: 100.0%)
[🔥 10日新高] 7782.TWO: 7.75% (歷史分位: 32.1%)
[🔥 10日新高] 4420.TWO: 7.74% (歷史分位: 31.5%)
[🔥 10日新高] 2545.TW: 7.68% (歷史分位: 9.0%)
[🔥 10日新高] 6771.TW: 7.68% (歷史分位: 68.5%)
[🔥 10日新高] 2539.TW: 7.65% (歷史分位: 98.6%)
[🔥 10日新高] 6887.TW: 7.63% (歷史分位: 91.6%)
[🔥 10日新高] 8442.TW: 7.49% (歷史分位: 26.9%)
[🔥 10日新高] 2538.TW: 7.47% (歷史分位: 98.6%)
[🔥 10日新高] 1108.TW: 7.41% (歷史分位: 100.0%)
[🔥 10日新高] 5534.TW: 7.33% (歷史分位: 91.7%)
[🔥 10日新高] 1457.TW: 7.22% (歷史分位: 100.0%)
[🔥 10日新高] 1307.TW: 7.1% (歷史分位: 33.1%)
[🔥 10日新高] 9938.TW: 7.04% (歷史分位: 100.0%)
[🔥 10日新高] 6177.TW: 7.03% (歷史分位: 15.9%)
[🔥 10日新高] 8367.TW: 7.02% (歷史分位: 100.0%)
[🔥 10日新高] 5312.TWO: 6.97% (歷史分位: 34.2%)
[🔥 10日新高] 7767.TWO: 6.92% (歷史分位: 100.0%)
[🔥 10日新高] 9802.TW: 6.91% (歷史分位: 100.0%)
[🔥 10日新高] 1102.TW: 6.85% (歷史分位: 100.0%)
[🔥 10日新高] 6790.TW: 6.76% (歷史分位: 95.8%)
[🔥 10日新高] 5206.TWO: 6.74% (歷史分位: 100.0%)
[🔥 10日新高] 3130.TW: 6.67% (歷史分位: 94.5%)
[🔥 10日新高] 7760.TW: 6.61% (歷史分位: 100.0%)
[🔥 10日新高] 3118.TWO: 6.61% (歷史分位: 90.6%)
[🔥 10日新高] 8916.TWO: 6.59% (歷史分位: 32.9%)
[🔥 10日新高] 6590.TWO: 6.45% (歷史分位: 100.0%)
[🔥 10日新高] 1712.TW: 6.35% (歷史分位: 100.0%)
[🔥 10日新高] 1109.TW: 6.25% (歷史分位: 100.0%)
[🔥 10日新高] 1565.TWO: 6.22% (歷史分位: 32.2%)
[🔥 10日新高] 1535.TW: 6.15% (歷史分位: 96.6%)
[🔥 10日新高] 2433.TW: 6.12% (歷史分位: 29.7%)
[🔥 10日新高] 4105.TWO: 6.12% (歷史分位: 94.6%)
[🔥 10日新高] 7713.TWO: 6.12% (歷史分位: 95.3%)
