股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,59.60,511,59.60,37.20,---,強勢突破 (軌外),連3日大漲,無,股價衝破布林上軌 (54.42)，進入噴發段,強勢突破 (軌外)
7806,精華生醫,66.80,11,80.50,61.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,792.00,528,792.00,160.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.57,2435,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.51%,均線糾擺
6153,嘉聯益,19.10,6565,20.65,10.50,---,貼軌運行,無,無,股價於高位貼軌 (19.10 > 1.5σ)，動能強勁,貼軌運行
8261,富鼎,176.00,4848,176.00,75.30,---,強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (164.18)，進入噴發段,強勢突破 (軌外)
6205,詮欣,86.50,6663,98.20,37.00,---,進入盤整,無,無,ADX 為 9.83 (低於 20),進入盤整
7595,世基生醫,9.40,41,13.60,9.03,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,129.50,3838,129.50,83.70,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (123.63)，進入噴發段,強勢突破 (軌外)
1789,神隆,19.05,1294,28.25,16.02,---,均線糾擺,無,無,MA 乖離率僅 1.20%,均線糾擺
3171,炎洲流通,70.90,175,72.50,38.22,---,貼軌運行,無,無,股價於高位貼軌 (70.90 > 1.5σ)，動能強勁,貼軌運行
4721,美琪瑪,90.90,1407,97.80,57.22,---,均線糾擺,無,無,MA 乖離率僅 1.04%,均線糾擺
911608,明輝-DR,2.64,41,3.12,2.59,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6924,榮惠-KY創,162.00,179,168.50,47.80,---,進入盤整,無,無,ADX 為 19.14 (低於 20),進入盤整
3044,健鼎,494.00,4519,529.00,189.44,---,均線糾擺,無,無,MA 乖離率僅 0.64%,均線糾擺
3011,今皓,13.10,2223,17.15,11.40,---,均線糾擺,無,無,MA 乖離率僅 1.02%,均線糾擺
00876,元大全球5G,90.25,305,90.25,33.63,---,貼軌運行,隔一漲,無,股價於高位貼軌 (90.25 > 1.5σ)，動能強勁,貼軌運行
00676,富邦臺灣加權反1,5.89,12320,13.03,5.89,---,離開盤整 (向下),無,無,跌破布林下軌 (5.93),離開盤整 (向下)
4961,天鈺,175.50,1561,216.45,135.00,---,進入盤整,無,無,ADX 為 18.90 (低於 20),進入盤整
2012,春雨,15.00,255,20.22,14.20,---,均線糾擺,連1日大漲,無,MA 乖離率僅 0.84%,均線糾擺
8114,振樺電,260.00,1508,314.53,164.00,---,貼軌運行,連1日大漲,無,股價於高位貼軌 (260.00 > 1.5σ)，動能強勁,貼軌運行
6638,沅聖,63.90,47,66.90,24.50,---,貼軌運行,無,無,股價於高位貼軌 (63.90 > 1.5σ)，動能強勁,貼軌運行
8028,昇陽半導體,311.50,14571,311.50,128.00,⚠️ 今天 (20260525),強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (301.12)，進入噴發段,強勢突破 (軌外)
6972,博瑞達應材,24.45,4,32.48,22.70,---,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
6443,元晶,43.25,44289,52.30,11.95,---,貼軌運行,連1日大漲,無,股價於高位貼軌 (43.25 > 1.5σ)，動能強勁,貼軌運行
2748,雲品,39.20,142,50.68,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.61%,均線糾擺
6525,捷敏-KY,122.00,2467,122.00,65.60,---,貼軌運行,連1日大漲,無,股價於高位貼軌 (122.00 > 1.5σ)，動能強勁,貼軌運行
6877,鏵友益,160.50,406,186.00,69.28,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,65.10,39,104.34,65.10,---,進入盤整,無,無,ADX 為 18.66 (低於 20),進入盤整
7642,昶瑞機電,68.80,30,129.00,63.20,---,均線糾擺,無,無,MA 乖離率僅 0.52%,均線糾擺
9938,百和,42.60,2946,60.40,42.60,---,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
4442,竣邦-KY,51.00,246,71.50,42.35,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00635,期元大S&P黃金,47.66,3678,60.55,34.73,---,均線糾擺,無,無,MA 乖離率僅 0.86%,均線糾擺
2408,南亞科,296.00,155488,341.00,40.55,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2539,櫻花建,36.60,4806,57.09,36.60,---,離開盤整 (向下),無,無,跌破布林下軌 (36.68),離開盤整 (向下)
2504,國產,35.10,2483,43.62,33.70,---,均線糾擺,無,無,MA 乖離率僅 0.34%,均線糾擺
5546,永固-KY,16.45,62,28.50,15.65,---,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
3086,華義*,35.80,815,260.00,21.80,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,498.50,5136,498.50,273.50,📅 預告 (20260529),趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3050,鈺德,12.75,1575,15.30,11.20,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (12.72)，進入噴發段,強勢突破 (軌外)
00984,大華優利美A債15,16.24,2371,16.82,14.24,---,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
6591,動力-KY,54.60,434,98.76,51.30,---,進入盤整,無,無,ADX 為 11.33 (低於 20),進入盤整
6176,瑞儀,107.50,6945,150.54,88.50,---,貼軌運行,無,無,股價於高位貼軌 (107.50 > 1.5σ)，動能強勁,貼軌運行
6811,宏�硌穈T,218.50,283,263.00,182.50,---,貼軌運行,無,無,股價於高位貼軌 (218.50 > 1.5σ)，動能強勁,貼軌運行
4544,春日,13.85,19,18.00,13.85,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (14.04),離開盤整 (向下)
9949,琉園,22.85,117,36.70,22.85,---,進入盤整,無,無,ADX 為 14.66 (低於 20),進入盤整
4510,高鋒,50.00,5034,55.20,35.05,---,均線糾擺,無,無,MA 乖離率僅 0.35%,均線糾擺
6194,育富,35.05,477,39.65,30.95,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (34.00)，進入噴發段,強勢突破 (軌外)
6124,業強,29.80,78,37.95,23.30,---,均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
00757,統一FANG+,129.50,3739,129.50,95.60,---,均線糾擺,無,無,MA 乖離率僅 0.93%,均線糾擺
2101,南港,30.20,3710,45.45,30.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
