股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
FPT.VN,未知,🔥 訊號出現,73800.0,58.89,🔴 空頭陷阱,14.29%,28.57%,-0.16%,-3.45%,7,71254.19,0.2857,-0.0016
BID.VN,未知,無,36350.0,42.11,🟢 黃金標的,54.55%,63.64%,5.19%,-2.26%,11,0.0,0.6364,0.0519
LPB.VN,未知,無,46550.0,33.53,⚪ 一般監控,50.00%,62.50%,2.07%,-1.94%,8,0.0,0.625,0.0207
PLX.VN,未知,無,38200.0,66.67,⚪ 一般監控,75.00%,50.00%,5.80%,-4.33%,12,0.0,0.5,0.058
VIC.VN,未知,無,241200.0,55.88,⚪ 一般監控,55.56%,44.44%,1.44%,-4.45%,9,0.0,0.4444,0.0144
FRT.VN,未知,無,128000.0,14.34,⚪ 一般監控,44.44%,44.44%,0.47%,-2.75%,9,0.0,0.4444,0.0047
VNM.VN,未知,無,59600.0,28.99,⚪ 一般監控,28.57%,42.86%,0.43%,-3.59%,7,0.0,0.4286,0.0043
VCB.VN,未知,無,59300.0,44.12,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
VID.VN,未知,無,4180.0,31.96,⚪ 一般監控,0.00%,0.00%,nan%,-8.13%,1,0.0,0.0,
FUEVFVND.VN,未知,無,33900.0,42.41,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
HDB.VN,未知,無,27100.0,30.56,🔴 空頭陷阱,55.56%,55.56%,-0.72%,-1.63%,9,0.0,0.5556,-0.0072
SSI.VN,未知,無,20550.0,30.23,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,76600.0,28.95,🔴 空頭陷阱,52.94%,41.18%,-1.18%,-2.55%,17,0.0,0.4118,-0.0118
BCM.VN,未知,無,40400.0,26.4,🔴 空頭陷阱,0.00%,40.00%,-0.75%,-5.28%,5,0.0,0.4,-0.0075
E1VFVN30.VN,未知,無,35000.0,37.24,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
VHC.VN,未知,無,50300.0,23.68,🔴 空頭陷阱,44.44%,33.33%,-0.96%,-2.45%,9,0.0,0.3333,-0.0096
HPG.VN,未知,無,20950.0,26.42,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
HVN.VN,未知,無,20000.0,1.61,🔴 空頭陷阱,75.00%,25.00%,-3.72%,-3.82%,4,0.0,0.25,-0.0372
VPB.VN,未知,無,27600.0,52.44,🔴 空頭陷阱,20.00%,20.00%,-1.78%,-2.78%,5,0.0,0.2,-0.0178
VHM.VN,未知,無,71000.0,30.56,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,62900.0,44.5,🔴 空頭陷阱,50.00%,16.67%,-6.49%,-7.85%,12,0.0,0.1667,-0.0649
MBB.VN,未知,無,20300.0,30.77,🔴 空頭陷阱,0.00%,0.00%,-4.20%,-4.00%,1,0.0,0.0,-0.042
MWG.VN,未知,無,71500.0,27.08,🔴 空頭陷阱,50.00%,0.00%,-4.63%,-3.14%,4,0.0,0.0,-0.0463
VJC.VN,未知,無,124400.0,38.71,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
