status,prev_eps_yoy,advice,prev_eps,prev_rev_yoy,eps_yoy,date,om,est_price,eps,pe,name,prev_year,gm,rev_yoy,expansion,symbol,price
🏰 高護城河,-15.13,⚪ 中性觀察,12.0,1.32,-14.42,2026-03,30.40%,438.9,3.56,14.422419685577582,台灣精銳,2025,51.18%,98.42,-112.84,4583.TW,422.0
⚠️ 獲利稀釋,23.44,⚪ 中性觀察,4.74,15.91,12.5,2026-03,N/A,122.09999999999998,0.54,5.724815537358723,凌網,2025,N/A,125.36,-112.86,5212.TWO,46.5999984741
📉 獲利侵蝕,-116.36,⚪ 數據不足,-0.09,-98.98,-100.0,2026-03,N/A,-3.9000000000000004,-0.04,0.0,豐謙,2025,N/A,13.7,-113.7,5523.TWO,30.3500003815
⚠️ 獲利稀釋,5.64,⚪ 中性觀察,16.97,22.33,14.99,2026-03,32.41%,633.6,4.7,6.297348484848484,凡甲,2025,48.09%,128.79,-113.8,3526.TWO,266.0
⚠️ 獲利稀釋,24.55,⚪ 數據不足,2.08,1.91,289.29,2026-03,N/A,0.0,1.16,0.0,雅特力-KY,2025,N/A,403.24,-113.94999999999999,6907.TWO,181.5
⚠️ 獲利稀釋,44.26,⚪ 中性觀察,14.61,30.15,2.94,2026-03,N/A,545.5500000000001,2.8,4.357987352213362,東聯互動,2025,N/A,117.76,-114.82000000000001,7738.TWO,158.5
⚠️ 獲利稀釋,-48.04,⚪ 中性觀察,5.44,-3.05,50.0,2026-03,N/A,183.6,1.83,9.967320261437909,伯鑫,2025,N/A,164.92,-114.91999999999999,6904.TWO,122.0
🔄 轉虧為盈,-207.69,⚪ 數據不足,-1.4,10.12,154.74,2026-03,-18.85%,-67.35000000000001,0.52,0.0,李洲,2025,38.23%,269.86,-115.12,3066.TWO,25.75
🏰 高護城河,-28.5,⚪ 中性觀察,9.29,-16.33,-18.06,2026-03,5.98%,339.15,2.59,2.503317048832375,潤泰全,2025,58.30%,97.54,-115.60000000000001,2915.TW,56.5999984741
📉 獲利侵蝕,0.0,⚪ 中性觀察,0.66,4.11,-73.68,2026-03,N/A,17.700000000000003,0.05,13.432203713135591,景岳,2025,N/A,42.46,-116.14000000000001,3164.TW,15.8500003815
⚠️ 獲利稀釋,2.75,⚪ 中性觀察,16.02,5.21,14.09,2026-03,7.36%,614.25,5.04,5.543345543345543,王品,2025,47.07%,131.29,-117.19999999999999,2727.TW,227.0
🏰 高護城河,-38.61,❌ 暫避觀望,1.02,1.19,-17.86,2026-03,-0.97%,37.8,0.25,23.134920332182542,訊聯,2025,56.51%,99.89,-117.75,1784.TWO,58.2999992371
📉 獲利侵蝕,-11.08,⚪ 中性觀察,20.87,3.26,-3.51,2026-03,N/A,789.0,6.06,7.47148288973384,晶碩,2025,N/A,114.65,-118.16000000000001,6491.TW,393.0
📉 獲利侵蝕,20.95,⚪ 中性觀察,7.41,16.33,0.0,2026-03,N/A,262.2,1.39,5.526315702179634,叡揚,2025,N/A,119.32,-119.32,6752.TWO,96.5999984741
📉 獲利侵蝕,-1.14,❌ 暫避觀望,66.16,12.32,-17.75,2026-03,14.55%,2535.1499999999996,15.17,26.803147742737117,聯發科,2025,46.13%,102.07,-119.82,2454.TW,4530.0
📉 獲利侵蝕,66.87,⚪ 中性觀察,5.62,27.6,-42.98,2026-03,N/A,230.1,1.34,5.925684584478487,創惟,2025,N/A,76.96,-119.94,6104.TWO,90.9000015259
📉 獲利侵蝕,58.93,⚪ 中性觀察,2.0,30.1,-15.62,2026-03,N/A,72.30000000000001,0.27,5.207468958817427,德鴻,2025,N/A,104.82,-120.44,6910.TWO,25.1000003815
📉 獲利侵蝕,35.27,⚪ 數據不足,-3.19,-45.74,-120.75,2026-03,-45.63%,-137.1,-1.32,0.0,華軒,2025,41.62%,0.01,-120.76,2740.TWO,32.0
⚠️ 獲利稀釋,18.9,❌ 暫避觀望,1.95,16.68,41.3,2026-03,N/A,72.30000000000001,0.65,20.041493459356847,創威,2025,N/A,162.97,-121.67,6530.TWO,96.5999984741
🌑 雙重衰退,-55.26,❌ 暫避觀望,0.35,28.45,-175.0,2026-03,N/A,7.649999999999999,-0.27,117.05882502529414,嘉雨思-創,2025,N/A,-53.12,-121.88,6921.TW,59.7000007629
⚠️ 獲利稀釋,60.48,❌ 暫避觀望,20.5,62.42,74.56,2026-03,N/A,748.35,7.0,28.061735818801363,竑騰,2025,N/A,196.55,-121.99000000000001,7751.TWO,1400.0
📉 獲利侵蝕,-87.49,❌ 暫避觀望,1.15,-34.5,-12.87,2026-03,N/A,74.55,0.9,76.55935613682092,倉和,2025,N/A,110.02,-122.89,6538.TWO,380.5
📉 獲利侵蝕,-12.45,⚪ 中性觀察,7.68,-4.66,-7.91,2026-03,N/A,288.15000000000003,1.82,4.206142792909943,裕融,2025,N/A,115.84,-123.75,9941.TW,80.8000030518
📉 獲利侵蝕,-23.57,⚪ 中性觀察,6.0,-29.66,-79.31,2026-03,N/A,140.85000000000002,0.19,7.763578437263045,長虹,2025,N/A,44.79,-124.1,5534.TW,72.9000015259
📉 獲利侵蝕,-10.33,⚪ 中性觀察,2.14,7.33,-18.52,2026-03,N/A,78.89999999999999,0.44,6.064638710741446,常廣,2025,N/A,106.18,-124.7,6730.TWO,31.8999996185
⚠️ 獲利稀釋,-10.32,⚪ 中性觀察,3.91,-2.6,2.97,2026-03,35.64%,141.3,1.05,5.690021069437367,新巨,2025,49.30%,127.83,-124.86,2420.TW,53.5999984741
🏰 高護城河,46.94,⚪ 數據不足,-0.78,15.28,-151.35,2026-03,-48.58%,-9.600000000000001,-0.38,0.0,基亞,2025,56.72%,-26.36,-124.99,3176.TWO,37.8499984741
🔄 轉虧為盈,84.62,⚪ 數據不足,-0.24,19.6,644.0,2026-03,4.68%,-3.4499999999999997,1.7,0.0,日成-KY,2025,18.47%,769.01,-125.00999999999999,4807.TW,31.0
⚠️ 獲利稀釋,-18.72,⚪ 中性觀察,3.92,3.86,20.78,2026-03,N/A,135.6,0.95,13.606194690265488,科定,2025,N/A,148.24,-127.46000000000001,6655.TW,123.0
🏰 高護城河,41.67,⚪ 數據不足,-0.56,5.58,-41.18,2026-03,-74.64%,-23.400000000000002,-0.24,0.0,新零售,2025,73.88%,86.45,-127.63,3085.TWO,11.75
⚠️ 獲利稀釋,-42.92,⚪ 中性觀察,5.03,-5.55,170.77,2026-03,12.43%,195.6,1.76,6.211656441717792,捷流閥業,2025,31.57%,298.59,-127.81999999999996,4580.TWO,81.0
⚠️ 獲利稀釋,-29.79,❌ 暫避觀望,1.98,-12.98,1.33,2026-03,17.75%,75.3,0.76,47.908366533864545,前鼎,2025,46.40%,129.18,-127.85000000000001,4908.TWO,240.5
🏰 高護城河,-15.21,⚪ 中性觀察,70.17,12.28,5.34,2026-03,29.92%,2491.8,21.37,9.089814591861305,嘉澤,2025,51.54%,133.38,-128.04,3533.TW,1510.0
⚠️ 獲利稀釋,-14.93,⚪ 中性觀察,10.77,-1.34,4.21,2026-03,N/A,405.75,2.97,6.487985212569316,耕興,2025,N/A,133.06,-128.85,6146.TWO,175.5
⚠️ 獲利稀釋,10.48,⚪ 中性觀察,29.54,7.16,24.33,2026-03,N/A,1085.5500000000002,9.3,1.0169959717299986,寶雅,2025,N/A,153.5,-129.17000000000002,5904.TWO,73.5999984741
⚠️ 獲利稀釋,7.23,⚪ 中性觀察,3.59,27.05,3.92,2026-03,N/A,130.65,1.08,5.688863287841561,創為精密,2025,N/A,133.24,-129.32000000000002,6899.TWO,49.5499992371
🏰 高護城河,79.17,⚪ 中性觀察,0.9,14.52,-30.43,2026-03,23.50%,28.35,0.16,12.592592188941797,友霖,2025,60.10%,100.47,-130.9,4166.TWO,23.7999992371
⚠️ 獲利稀釋,51.69,❌ 暫避觀望,35.12,29.17,103.4,2026-03,N/A,1357.5,15.38,20.939226519337016,新代,2025,N/A,234.77,-131.37,7750.TW,1895.0
📉 獲利侵蝕,-25.66,⚪ 中性觀察,2.0,-3.02,-45.71,2026-03,N/A,71.55,0.38,12.914045801698114,詮欣,2025,N/A,86.74,-132.45,6205.TW,61.5999984741
⚠️ 獲利稀釋,56.47,❌ 暫避觀望,2.66,2.24,107.14,2026-03,N/A,68.55000000000001,0.58,19.628008084945293,立積,2025,N/A,239.86,-132.72000000000003,4968.TW,89.6999969482
📉 獲利侵蝕,382.35,⚪ 中性觀察,1.69,12.01,-5.56,2026-03,N/A,67.64999999999999,0.7,5.576496589467849,同亨,2025,N/A,127.49,-133.04999999999998,5490.TWO,25.1499996185
⚠️ 獲利稀釋,-22.51,❌ 暫避觀望,9.43,12.26,15.91,2026-03,17.47%,282.3,2.55,27.151965993623804,家登,2025,43.28%,149.46,-133.55,3680.TWO,511.0
⚠️ 獲利稀釋,-2.28,⚪ 中性觀察,2.14,1.84,2.56,2026-03,9.02%,77.25,0.4,7.310679907941748,寶陞,2025,48.05%,136.2,-133.64,2948.TWO,37.6500015259
⚠️ 獲利稀釋,56.98,❌ 暫避觀望,45.48,59.93,81.01,2026-03,29.56%,1553.55,16.11,22.448585497731006,弘塑,2025,42.10%,215.25,-134.24,3131.TWO,2325.0
📉 獲利侵蝕,-41.32,⚪ 中性觀察,0.98,-7.04,-70.27,2026-03,N/A,42.45,0.11,13.780918727915195,台南-KY,2025,N/A,64.29,-134.56,5906.TW,39.0
⚠️ 獲利稀釋,-33.33,⚪ 中性觀察,3.82,-35.35,166.67,2026-03,N/A,158.10000000000002,0.08,2.452561706024668,大城地產,2025,N/A,301.75,-135.08,6171.TWO,25.8500003815
⚠️ 獲利稀釋,-51.49,❌ 暫避觀望,1.5,2.05,90.48,2026-03,7.58%,15.3,-0.02,93.23529262166667,耀登,2025,41.30%,226.98,-136.5,3138.TW,95.0999984741
📉 獲利侵蝕,56.72,⚪ 中性觀察,1.05,18.28,-21.62,2026-03,N/A,38.849999999999994,0.29,8.976833976833978,尚凡*,2025,N/A,115.09,-136.71,5278.TWO,23.25
📉 獲利侵蝕,-27.37,⚪ 中性觀察,2.6,3.61,-11.9,2026-03,N/A,93.15,0.74,12.206119654074074,富致,2025,N/A,124.86,-136.76,6642.TWO,75.8000030518
⚠️ 獲利稀釋,-80.37,⚪ 中性觀察,0.43,-9.62,45.45,2026-03,-7.54%,13.35,0.15,12.471910541011235,加捷生醫,2025,24.70%,182.43,-136.98000000000002,4109.TWO,11.1000003815
🔄 轉虧為盈,-106.78,⚪ 數據不足,-0.29,-15.41,100.0,2026-03,N/A,-35.849999999999994,0.08,0.0,鑫創電子,2025,N/A,237.41,-137.41,6680.TWO,53.9000015259
📉 獲利侵蝕,-13.11,⚪ 數據不足,6.43,-1.96,-34.68,2026-03,18.07%,0.0,1.62,0.0,東陽,2025,33.68%,102.78,-137.46,1319.TW,0.0
📉 獲利侵蝕,-55.59,❌ 暫避觀望,1.63,-1.73,-35.0,2026-03,N/A,45.3,0.52,20.794701734139075,保勝光學,2025,N/A,102.54,-137.54000000000002,6517.TWO,62.7999992371
📉 獲利侵蝕,31.82,⚪ 數據不足,-0.15,9.13,0.0,2026-03,-7.01%,-5.7,-0.04,0.0,農林,2025,40.70%,137.61,-137.61,2913.TW,10.9499998093
📉 獲利侵蝕,-87.79,⚪ 中性觀察,1.29,-7.53,-94.21,2026-03,N/A,299.54999999999995,0.21,1.3019529293940912,可寧衛*,2025,N/A,43.67,-137.88,8422.TW,26.0
⚠️ 獲利稀釋,-0.43,⚪ 中性觀察,6.9,9.26,10.57,2026-03,N/A,277.65000000000003,2.51,7.455429497568881,飛捷,2025,N/A,148.7,-138.13,6206.TW,138.0
📉 獲利侵蝕,81.39,⚪ 中性觀察,7.31,-6.21,-34.88,2026-03,N/A,175.2,0.84,7.876712328767123,瑞耘,2025,N/A,103.42,-138.3,6532.TWO,92.0
⚠️ 獲利稀釋,34.19,⚪ 數據不足,-0.77,34.16,35.71,2026-03,N/A,-33.3,-0.18,0.0,蒙恬,2025,N/A,174.21,-138.5,5211.TWO,20.6000003815
⚠️ 獲利稀釋,-33.45,⚪ 中性觀察,1.95,10.49,173.33,2026-03,1.28%,83.55000000000001,0.11,8.07899461400359,鼎天,2025,25.80%,312.01,-138.67999999999998,3306.TWO,45.0
⚠️ 獲利稀釋,-4.63,⚪ 中性觀察,6.18,15.04,10.06,2026-03,N/A,223.8,1.75,8.713136729222521,博大,2025,N/A,148.79,-138.73,8109.TWO,130.0
⚠️ 獲利稀釋,-19.23,❌ 暫避觀望,0.19,-10.66,400.0,2026-03,-3.56%,5.8500000000000005,0.06,44.10256605871795,東和,2025,15.75%,539.09,-139.09000000000003,1414.TW,17.2000007629
📉 獲利侵蝕,-47.4,⚪ 中性觀察,3.0,12.79,-87.95,2026-03,N/A,78.0,0.1,7.230768937326922,君曜,2025,N/A,51.4,-139.35,7770.TWO,37.5999984741
⚠️ 獲利稀釋,2.97,⚪ 中性觀察,11.47,3.64,2.74,2026-03,N/A,440.70000000000005,3.38,8.168822328114363,中華資安,2025,N/A,142.19,-139.45,7765.TW,240.0
📉 獲利侵蝕,-6.08,⚪ 中性觀察,5.29,4.97,-69.05,2026-03,11.73%,193.95,0.39,3.445475579048724,生合,2025,49.97%,70.64,-139.69,1295.TWO,44.5499992371
📉 獲利侵蝕,-147.27,⚪ 數據不足,-0.52,-12.93,-109.68,2026-03,N/A,-18.6,-0.03,0.0,迅杰,2025,N/A,30.39,-140.07,6243.TW,37.0
📉 獲利侵蝕,-4.72,⚪ 中性觀察,3.43,-1.51,-31.58,2026-03,12.30%,134.39999999999998,0.91,4.1294642857142865,君帆,2025,34.23%,108.67,-140.25,4584.TWO,37.0
📉 獲利侵蝕,-24.75,⚪ 中性觀察,6.76,0.46,-36.22,2026-03,N/A,290.85,1.64,7.890665291387313,瓦城,2025,N/A,104.46,-140.68,2729.TWO,153.0
📉 獲利侵蝕,-29.75,❌ 暫避觀望,2.81,62.61,-69.92,2026-03,2.86%,99.74999999999999,0.4,26.090225563909776,智原,2025,42.16%,71.65,-141.57,3035.TW,173.5
⚠️ 獲利稀釋,-48.05,❌ 暫避觀望,2.0,-3.28,102.78,2026-03,N/A,52.95,0.73,18.356941374447594,迅德,2025,N/A,244.55,-141.77,6292.TWO,64.8000030518
📉 獲利侵蝕,-0.84,⚪ 中性觀察,17.76,5.0,-4.18,2026-03,N/A,659.1,4.62,5.632680928538916,致新,2025,N/A,137.6,-141.78,8081.TW,247.5
📉 獲利侵蝕,15.63,⚪ 中性觀察,5.8,9.33,-8.28,2026-03,N/A,215.7,1.33,5.229485184158554,明達醫,2025,N/A,133.59,-141.87,6527.TWO,75.1999969482
⚠️ 獲利稀釋,18.35,⚪ 數據不足,-2.57,170.31,1.56,2026-03,N/A,-88.05,-0.63,0.0,益得,2025,N/A,143.49,-141.93,6461.TWO,24.5499992371
📉 獲利侵蝕,-39.84,⚪ 中性觀察,3.09,-27.76,-52.24,2026-03,N/A,127.64999999999999,0.64,3.301997694653349,裕山,2025,N/A,89.96,-142.2,7715.TWO,28.1000003815
⚠️ 獲利稀釋,10.18,⚪ 中性觀察,42.0,11.97,37.91,2026-03,31.25%,1583.5500000000002,13.35,11.745761106374916,亞德客-KY,2025,47.51%,180.17,-142.26,1590.TW,1240.0
📉 獲利侵蝕,6.47,⚪ 數據不足,-1.59,1.9,-91.38,2026-03,-58.77%,-39.0,-1.11,0.0,正峰,2025,32.24%,51.34,-142.72,1538.TW,8.8500003815
🔄 轉虧為盈,-246.15,⚪ 數據不足,-0.65,36.88,300.0,2026-03,N/A,-13.65,0.12,0.0,凱鈺,2025,N/A,443.05,-143.05,5468.TWO,24.7000007629
📉 獲利侵蝕,-19.62,⚪ 中性觀察,26.87,-2.07,-28.44,2026-03,16.92%,1029.8999999999999,6.19,7.981357413341102,聯詠,2025,38.19%,114.65,-143.09,3034.TW,548.0
⚠️ 獲利稀釋,14.0,❌ 暫避觀望,0.58,14.37,41.67,2026-03,N/A,35.24999999999999,0.34,71.91489361702129,雷虎,2025,N/A,185.98,-144.31,8033.TW,169.0
📉 獲利侵蝕,6.64,⚪ 中性觀察,34.51,1.76,-19.19,2026-03,N/A,1293.4499999999998,6.77,6.27391858981793,譜瑞-KY,2025,N/A,125.8,-144.99,4966.TWO,541.0
⚠️ 獲利稀釋,110.03,❌ 暫避觀望,75.71,116.34,61.74,2026-03,N/A,2791.5,25.7,32.91241268135411,鴻勁,2025,N/A,206.98,-145.23999999999998,7769.TW,6125.0
⚠️ 獲利稀釋,-50.22,⚪ 中性觀察,2.25,-7.32,92.31,2026-03,N/A,72.45,1.01,10.641822262091098,晶達,2025,N/A,237.89,-145.57999999999998,4995.TWO,51.4000015259
⚠️ 獲利稀釋,-10.94,❌ 暫避觀望,0.58,-6.81,123.53,2026-03,N/A,11.549999999999999,0.39,19.28571478116883,訊映,2025,N/A,269.52,-145.98999999999998,4155.TW,14.8500003815
📉 獲利侵蝕,-23.5,⚪ 中性觀察,1.81,-10.06,-15.52,2026-03,14.34%,63.3,0.49,10.011848341232229,味王,2025,33.56%,130.66,-146.18,1203.TW,42.25
📉 獲利侵蝕,-50.94,⚪ 中性觀察,3.29,-15.67,-66.89,2026-03,N/A,130.35000000000002,0.5,7.940161104718065,昶瑞機電,2025,N/A,79.57,-146.45999999999998,7642.TWO,69.0
⚠️ 獲利稀釋,47.62,❌ 暫避觀望,6.25,34.56,30.71,2026-03,N/A,202.2,1.83,16.060830860534125,捷創科技,2025,N/A,177.74,-147.03,7810.TWO,216.5
📉 獲利侵蝕,-7.07,⚪ 中性觀察,1.85,51.84,-39.77,2026-03,N/A,107.1,0.53,12.507003228543418,智通*,2025,N/A,107.87,-147.64000000000001,8932.TWO,89.3000030518
⚠️ 獲利稀釋,-5.93,⚪ 中性觀察,1.13,2.84,3.33,2026-03,N/A,41.699999999999996,0.32,14.748201438848922,聯寶,2025,N/A,151.01,-147.67999999999998,6821.TWO,41.0
⚠️ 獲利稀釋,32.55,❌ 暫避觀望,7.37,12.43,17.55,2026-03,N/A,275.1,2.21,15.40348964013086,達興材料,2025,N/A,165.36,-147.81,5234.TW,282.5
📉 獲利侵蝕,-25.47,⚪ 中性觀察,2.37,-2.1,-29.73,2026-03,N/A,76.94999999999999,0.26,4.454191107504874,三能-KY,2025,N/A,118.45,-148.18,6671.TW,22.8500003815
📉 獲利侵蝕,3.23,⚪ 中性觀察,0.96,2.69,-62.5,2026-03,N/A,34.199999999999996,0.18,8.1140350877193,時報,2025,N/A,86.03,-148.53,8923.TWO,18.5
📉 獲利侵蝕,-58.85,❌ 暫避觀望,3.0,-23.02,-29.77,2026-03,N/A,106.8,0.92,19.9438202247191,駐龍,2025,N/A,119.1,-148.87,4572.TW,142.0
📉 獲利侵蝕,49.96,❌ 暫避觀望,36.75,42.0,-0.63,2026-03,31.26%,1359.6,9.53,57.81112091791704,健策,2025,41.25%,148.55,-149.18,3653.TW,5240.0
🔄 轉虧為盈,-148.96,⚪ 數據不足,-1.63,-21.77,-42.86,2026-03,-15.73%,-24.3,0.4,0.0,為升,2025,23.65%,106.56,-149.42000000000002,2231.TW,89.8000030518
⚠️ 獲利稀釋,-10.0,⚪ 數據不足,-0.88,-42.69,16.0,2026-03,N/A,-33.75,-0.21,0.0,安克,2025,N/A,166.01,-150.01,4188.TWO,14.1499996185
🔄 轉虧為盈,38.64,⚪ 數據不足,-0.28,-3.71,111.11,2026-03,N/A,-9.9,0.01,0.0,光鼎,2025,N/A,261.16,-150.05,6226.TW,39.9000015259
⚠️ 獲利稀釋,10.39,⚪ 中性觀察,4.22,9.51,9.09,2026-03,N/A,157.95,1.08,3.395061728395062,星亞,2025,N/A,159.56,-150.47,7753.TWO,35.75
⚠️ 獲利稀釋,1.75,⚪ 數據不足,-0.57,-9.99,17.31,2026-03,23.11%,-47.25000000000001,-0.44,0.0,國光生,2025,49.56%,167.87,-150.56,4142.TW,17.25
⚠️ 獲利稀釋,198.64,⚪ 中性觀察,6.58,23.89,41.89,2026-03,N/A,222.3,2.1,12.179487179487179,力智,2025,N/A,192.82,-150.93,6719.TW,180.5
⚠️ 獲利稀釋,-12.9,❌ 暫避觀望,15.42,23.03,64.88,2026-03,N/A,550.4999999999999,6.23,43.460490463215265,雍智科技,2025,N/A,216.06,-151.18,6683.TWO,1595.0
📉 獲利侵蝕,-192.54,⚪ 數據不足,-0.62,5.99,-104.55,2026-03,-19.63%,-25.5,-0.01,0.0,華義*,2025,44.07%,47.85,-152.4,3086.TWO,29.5
⚠️ 獲利稀釋,40.24,❌ 暫避觀望,46.93,35.51,13.4,2026-03,N/A,1842.6000000000001,19.54,50.553565613806576,穎崴,2025,N/A,166.0,-152.6,6515.TW,6210.0
📉 獲利侵蝕,131.69,⚪ 中性觀察,3.14,786.25,-82.61,2026-03,N/A,144.9,0.41,9.327121995248447,辣椒,2025,N/A,69.99,-152.6,4946.TWO,90.0999984741
📉 獲利侵蝕,-39.39,⚪ 中性觀察,2.87,-15.03,-69.68,2026-03,N/A,120.60000000000001,0.58,3.8308456762562186,奕力-KY,2025,N/A,83.05,-152.73000000000002,6962.TW,30.7999992371
📉 獲利侵蝕,61.83,⚪ 中性觀察,3.93,69.66,-3.85,2026-03,5.94%,125.39999999999999,0.51,7.511961631232058,聯發國際,2025,49.60%,148.91,-152.76,2756.TWO,62.7999992371
📉 獲利侵蝕,-33.77,❌ 暫避觀望,1.0,4.92,-27.27,2026-03,-0.86%,29.250000000000004,0.24,31.794871794871792,類比科,2025,38.12%,125.85,-153.12,3438.TWO,62.0
📉 獲利侵蝕,-45.5,⚪ 中性觀察,5.64,-13.21,-28.46,2026-03,N/A,210.0,1.86,7.357142857142857,鼎基,2025,N/A,124.98,-153.44,6585.TW,103.0
📉 獲利侵蝕,-32.0,❌ 暫避觀望,0.68,-88.36,-98.28,2026-03,-362.94%,7.95,0.01,41.4150957790566,聯德,2025,23.48%,55.25,-153.53,3308.TW,21.9500007629
📉 獲利侵蝕,-51.27,⚪ 中性觀察,6.85,-27.63,-93.37,2026-03,22.47%,208.2,0.16,5.057636667737752,海悅,2025,34.04%,60.26,-153.63,2348.TW,70.1999969482
📉 獲利侵蝕,-45.98,⚪ 中性觀察,1.95,-12.78,-45.92,2026-03,N/A,68.7,0.53,5.622270742358078,耿鼎,2025,N/A,108.08,-154.0,1524.TW,25.75
⚠️ 獲利稀釋,3.25,⚪ 數據不足,3.18,-2.28,22.41,2026-03,41.07%,0.0,0.71,0.0,台航,2025,46.23%,177.0,-154.59,2617.TW,0.0
⚠️ 獲利稀釋,-22.38,⚪ 數據不足,-1.75,-11.1,45.28,2026-03,-12.95%,-67.95,-0.29,0.0,笙泉,2025,34.82%,199.88,-154.6,3122.TWO,24.0
⚠️ 獲利稀釋,-355.0,⚪ 數據不足,-1.83,10.49,4.29,2026-03,N/A,-87.9,-0.68,0.0,芯鼎,2025,N/A,159.07,-154.78,6695.TW,47.9000015259
🏰 高護城河,-12.03,❌ 暫避觀望,7.83,5.02,70.37,2026-03,27.57%,290.7,3.68,74.30340557275542,昇達科,2025,58.57%,225.35,-154.98,3491.TWO,1440.0
⚠️ 獲利稀釋,-20.23,⚪ 中性觀察,2.72,12.38,45.61,2026-03,N/A,100.05,0.83,7.2638681803448275,捷波,2025,N/A,200.61,-155.0,6161.TWO,48.4500007629
📉 獲利侵蝕,-5.16,⚪ 中性觀察,5.13,1.22,-23.31,2026-03,N/A,179.25000000000003,1.29,11.12970711297071,鐿鈦,2025,N/A,132.18,-155.49,4163.TWO,133.0
📉 獲利侵蝕,2.89,⚪ 中性觀察,7.34,-2.32,-14.89,2026-03,N/A,269.25,1.6,9.108635097493037,穩得,2025,N/A,140.64,-155.52999999999997,6761.TWO,163.5
📉 獲利侵蝕,15.09,⚪ 中性觀察,1.22,38.76,-81.4,2026-03,11.18%,44.849999999999994,0.08,14.816053256555186,港建*,2025,40.97%,74.54,-155.94,3093.TWO,44.2999992371
📉 獲利侵蝕,-22.13,⚪ 中性觀察,5.49,22.92,-41.18,2026-03,N/A,185.7,0.6,12.277867528271406,聰泰,2025,N/A,115.66,-156.84,5474.TWO,152.0
⚠️ 獲利稀釋,11.33,⚪ 中性觀察,6.51,19.77,16.67,2026-03,N/A,229.95000000000002,1.75,4.318329872681017,久禾光,2025,N/A,173.58,-156.91000000000003,6498.TWO,66.1999969482
⚠️ 獲利稀釋,-28.18,⚪ 中性觀察,1.61,2.96,16.98,2026-03,N/A,65.4,0.63,9.839449891261468,欣天然,2025,N/A,174.38,-157.4,9918.TW,42.9000015259
📉 獲利侵蝕,16.9,⚪ 數據不足,-0.59,-2.17,-100.0,2026-03,N/A,-29.85,-0.62,0.0,志旭,2025,N/A,57.79,-157.79,8067.TWO,12.0
📉 獲利侵蝕,-1377.78,⚪ 數據不足,-1.33,2.86,-90.0,2026-03,N/A,-50.4,-0.57,0.0,笙科,2025,N/A,68.27,-158.26999999999998,5272.TWO,16.6000003815
📉 獲利侵蝕,-57.58,❌ 暫避觀望,0.28,-31.39,-90.0,2026-03,-2.71%,13.800000000000002,0.02,15.760869565217389,憶聲,2025,24.73%,68.51,-158.51,3024.TW,14.5
📉 獲利侵蝕,139.29,❌ 暫避觀望,0.12,22.38,-81.82,2026-03,N/A,9.0,0.02,48.333333333333336,泰霖,2025,N/A,76.73,-158.55,8080.TWO,29.0
📉 獲利侵蝕,-19.59,⚪ 中性觀察,8.29,2.98,-68.65,2026-03,N/A,277.65,1.0,7.104267963263101,三集瑞-KY,2025,N/A,90.37,-159.02,6862.TW,131.5
⚠️ 獲利稀釋,31.02,⚪ 數據不足,-1.29,9.94,26.19,2026-03,-18.87%,-58.650000000000006,-0.31,0.0,中天,2025,42.56%,185.58,-159.39000000000001,4128.TWO,14.5500001907
⚠️ 獲利稀釋,-14.17,⚪ 中性觀察,12.15,-9.4,36.13,2026-03,N/A,419.85,3.27,6.037870668095748,力領科技,2025,N/A,195.54,-159.41,6996.TWO,169.0
📉 獲利侵蝕,-13.92,⚪ 中性觀察,1.36,0.3,-3.77,2026-03,17.09%,49.35,0.51,8.966565349544073,倉佑,2025,34.44%,155.84,-159.61,1568.TW,29.5
⚠️ 獲利稀釋,-462.96,⚪ 數據不足,-1.52,11.69,52.94,2026-03,N/A,-67.2,-0.24,0.0,驊訊,2025,N/A,214.29,-161.35,6237.TWO,33.25
📉 獲利侵蝕,-62.55,⚪ 中性觀察,2.25,-23.31,-61.9,2026-03,N/A,79.49999999999999,0.4,11.811320466811322,傑霖科技,2025,N/A,100.37,-162.27,8102.TWO,62.5999984741
📉 獲利侵蝕,57.43,⚪ 中性觀察,5.51,37.15,-25.14,2026-03,N/A,164.85,1.37,5.414012738853503,海韻電,2025,N/A,137.15,-162.29000000000002,6203.TWO,59.5
⚠️ 獲利稀釋,-22.95,⚪ 中性觀察,6.32,3.91,22.89,2026-03,N/A,234.00000000000003,2.47,9.294871794871794,全宇昕,2025,N/A,186.39,-163.5,6651.TWO,145.0
📉 獲利侵蝕,-12.32,⚪ 中性觀察,7.4,1.19,-8.48,2026-03,7.00%,292.35,2.59,6.2852744997434575,茂訊,2025,25.33%,155.73,-164.20999999999998,3213.TWO,122.5
📉 獲利侵蝕,59.69,⚪ 數據不足,-1.34,34.04,-114.81,2026-03,-40.94%,-58.8,-0.58,0.0,隴華,2025,27.86%,50.4,-165.21,2424.TW,8.6000003815
📉 獲利侵蝕,-32.69,⚪ 中性觀察,3.81,-11.82,-26.32,2026-03,12.42%,145.8,0.84,5.545267646697531,曜亞,2025,44.64%,139.24,-165.56,4138.TWO,53.9000015259
⚠️ 獲利稀釋,-22.2,⚪ 中性觀察,4.31,-4.75,333.33,2026-03,30.49%,139.19999999999996,1.17,8.189655172413795,裕民,2025,35.36%,499.13,-165.8,2606.TW,76.0
