
📅 投資日報表: 2026-08-20
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 255.00   | 256.50   | 247.50   | 249.00   | 48,047,465   | 241.21      | 2000     | ▲15,580   |   +3.23%
4142     | 國光生        | 17.25    | 17.30    | 17.10    | 17.30    | 501,055      | 25.32       | 1000     | ▼8,020    |  -31.67%
0050     | 元大台灣50     | 106.40   | 106.95   | 106.00   | 106.45   | 54,027,248   | 46.60       | 16000    | ▲957,600  | +128.43%
0056     | 元大高股息      | 53.40    | 53.65    | 52.85    | 53.00    | 25,206,176   | 36.43       | 4000     | ▲66,280   |  +45.48%
00635U   | 期元大S&P黃金   | 45.60    | 45.80    | 45.45    | 45.54    | 3,684,735    | 55.25       | 3000     | ▼29,130   |  -17.57%
00738U   | 期元大道瓊白銀    | 52.45    | 52.90    | 52.25    | 52.50    | 2,852,836    | 66.26       | 1000     | ▼13,760   |  -20.77%
00929    | 復華台灣科技優息   | 29.42    | 29.44    | 29.13    | 29.20    | 50,725,797   | 19.73       | 8000     | ▲75,760   |  +48.00%
009816   | 凱基台灣TOP50  | 15.54    | 15.61    | 15.47    | 15.52    | 92,361,548   | 11.01       | 63000    | ▲284,130  |  +40.96%
00990A   | 主動元大AI新經濟  | 16.53    | 16.76    | 16.53    | 16.72    | 19,312,682   | 11.48       | 5000     | ▲26,200   |  +45.64%
2009     | 第一銅        | 39.05    | 39.35    | 38.70    | 38.75    | 1,045,210    | 50.56       | 4000     | ▼47,240   |  -23.36%
2337     | 旺宏         | 130.00   | 133.50   | 121.00   | 122.00   | 105,560,659  | 95.28       | 2000     | ▲53,440   |  +28.04%
2409     | 友達         | 27.20    | 27.25    | 26.25    | 26.35    | 152,258,498  | 16.21       | 2000     | ▲20,280   |  +62.55%
3481     | 群創         | 50.80    | 51.20    | 49.20    | 49.50    | 208,429,823  | 25.10       | 4000     | ▲97,600   |  +97.21%
3105     | 穩懋         | 400.00   | 406.00   | 373.50   | 374.50   | 28,294,069   | 556.47      | 300      | ▼54,591   |  -32.70%
4966     | 譜瑞-KY      | 570.00   | 578.00   | 553.00   | 565.00   | 939,362      | 1921.64     | 1000     | ▼1,356,640 |  -70.60%
2327     | 國巨*        | 614.00   | 615.00   | 574.00   | 576.00   | 35,086,022   | 1030.00     | 1        | ▼454      |  -44.08%
00403A   | 主動統一升級50   | 10.32    | 10.46    | 10.29    | 10.40    | 270,210,671  | 10.68       | 26000    | ▼7,280    |   -2.62%
00981A   | 主動統一台股增長   | 30.24    | 30.57    | 30.06    | 30.39    | 209,372,876  | 27.48       | 2000     | ▲5,820    |  +10.59%
2330     | 台積電        | 2415.00  | 2415.00  | 2375.00  | 2380.00  | 17,294,892   | 225.55      | 10       | ▲21,544   | +955.20%
6789     | 采鈺         | 444.00   | 454.00   | 433.00   | 433.00   | 908,165      | 593.50      | 400      | ▼64,200   |  -27.04%
6849     | 奇鼎科技       | 143.00   | 145.50   | 137.50   | 139.50   | 104,420      | 266.40      | 280      | ▼35,532   |  -47.64%
7853     | 政美應用       | 303.00   | 304.50   | 294.00   | 301.00   | 246,321      | 409.29      | 280      | ▼30,321   |  -26.46%
3576     | 聯合再生       | 17.60    | 17.70    | 17.05    | 17.05    | 9,815,771    | 18.15       | 5000     | ▼5,500    |   -6.06%
1721     | 三晃         | 20.40    | 20.40    | 19.60    | 19.65    | 464,002      | 27.88       | 3000     | ▼24,700   |  -29.53%
8215     | 明基材        | 24.90    | 24.90    | 24.05    | 24.20    | 357,224      | 31.60       | 200      | ▼1,480    |  -23.42%
00405A   | 主動富邦台灣龍耀   | 8.66     | 8.84     | 8.62     | 8.80     | 90,650,802   | 9.34        | 11000    | ▼5,940    |   -5.78%
5498     | 凱崴         | 51.50    | 52.20    | 49.80    | 49.80    | 1,294,384    | 69.61       | 188      | ▼3,724    |  -28.46%
1301     | 台塑         | 59.20    | 60.30    | 58.70    | 58.90    | 20,484,481   | 50.50       | 100      | ▲840      |  +16.63%
6498     | 久禾光        | 78.20    | 78.20    | 74.50    | 75.30    | 58,000       | 67.30       | 12       | ▲96       |  +11.89%
009821   | 野村稀土關鍵資源   | 15.05    | 15.12    | 15.01    | 15.02    | 14,425,400   | 17.30       | 12000    | ▼27,360   |  -13.18%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         -90,702 (  -1.41%)
