
📅 投資日報表: 2026-09-08
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 258.50   | 259.00   | 252.50   | 256.00   | 33,150,225   | 241.21      | 2000     | ▲29,580   |   +6.13%
4142     | 國光生        | 17.70    | 17.95    | 17.50    | 17.70    | 888,210      | 25.32       | 1000     | ▼7,620    |  -30.09%
0050     | 元大台灣50     | 109.05   | 110.00   | 108.85   | 109.90   | 102,774,668  | 46.60       | 16000    | ▲1,012,800 | +135.84%
0056     | 元大高股息      | 55.15    | 55.50    | 54.70    | 55.40    | 22,306,133   | 36.43       | 4000     | ▲75,880   |  +52.07%
00635U   | 期元大S&P黃金   | 46.24    | 46.28    | 46.13    | 46.21    | 2,872,542    | 55.25       | 3000     | ▼27,120   |  -16.36%
00738U   | 期元大道瓊白銀    | 52.35    | 52.65    | 52.05    | 52.40    | 1,988,998    | 66.26       | 1000     | ▼13,860   |  -20.92%
00929    | 復華台灣科技優息   | 29.30    | 29.43    | 28.91    | 29.40    | 24,572,184   | 19.73       | 8000     | ▲77,360   |  +49.01%
009816   | 凱基台灣TOP50  | 15.82    | 15.90    | 15.72    | 15.90    | 73,827,043   | 11.01       | 63000    | ▲308,070  |  +44.41%
00990A   | 主動元大AI新經濟  | 15.15    | 15.20    | 15.08    | 15.17    | 19,032,189   | 11.48       | 5000     | ▲18,450   |  +32.14%
2009     | 第一銅        | 39.90    | 39.90    | 38.80    | 38.95    | 1,240,700    | 50.56       | 4000     | ▼46,440   |  -22.96%
2337     | 旺宏         | 124.50   | 126.50   | 123.00   | 124.50   | 28,398,614   | 95.28       | 2000     | ▲58,440   |  +30.67%
2409     | 友達         | 26.95    | 29.45    | 26.70    | 28.70    | 521,304,895  | 16.21       | 2000     | ▲24,980   |  +77.05%
3481     | 群創         | 49.40    | 50.70    | 48.00    | 49.95    | 250,029,422  | 25.10       | 4000     | ▲99,400   |  +99.00%
3105     | 穩懋         | 453.50   | 463.00   | 446.50   | 450.50   | 19,362,793   | 556.47      | 300      | ▼31,791   |  -19.04%
4966     | 譜瑞-KY      | 572.00   | 573.00   | 565.00   | 566.00   | 230,217      | 1921.64     | 1000     | ▼1,355,640 |  -70.55%
2327     | 國巨*        | 575.00   | 605.00   | 570.00   | 589.00   | 68,404,675   | 1030.00     | 1        | ▼441      |  -42.82%
00403A   | 主動統一升級50   | 10.24    | 10.30    | 10.06    | 10.26    | 134,256,779  | 10.68       | 26000    | ▼10,920   |   -3.93%
00981A   | 主動統一台股增長   | 29.77    | 29.86    | 29.16    | 29.77    | 112,331,270  | 27.48       | 2000     | ▲4,580    |   +8.33%
2330     | 台積電        | 2435.00  | 2460.00  | 2430.00  | 2460.00  | 22,426,044   | 225.55      | 10       | ▲22,344   | +990.67%
6789     | 采鈺         | 476.00   | 485.00   | 467.50   | 471.00   | 1,054,522    | 593.50      | 400      | ▼49,000   |  -20.64%
6849     | 奇鼎科技       | 151.00   | 155.00   | 147.50   | 153.50   | 262,051      | 266.40      | 280      | ▼31,612   |  -42.38%
7853     | 政美應用       | 309.50   | 330.00   | 309.50   | 321.50   | 379,351      | 409.29      | 280      | ▼24,581   |  -21.45%
3576     | 聯合再生       | 17.20    | 17.25    | 17.00    | 17.05    | 3,410,474    | 18.15       | 5000     | ▼5,500    |   -6.06%
1721     | 三晃         | 21.00    | 22.40    | 21.00    | 22.40    | 1,201,209    | 27.88       | 3000     | ▼16,450   |  -19.67%
8215     | 明基材        | 25.90    | 25.90    | 25.10    | 25.35    | 407,085      | 31.60       | 200      | ▼1,250    |  -19.78%
00405A   | 主動富邦台灣龍耀   | 8.83     | 8.93     | 8.79     | 8.83     | 66,952,247   | 9.34        | 11000    | ▼5,610    |   -5.46%
5498     | 凱崴         | 54.00    | 56.80    | 54.00    | 54.60    | 3,078,052    | 69.61       | 188      | ▼2,822    |  -21.56%
1301     | 台塑         | 67.00    | 68.90    | 66.20    | 66.60    | 29,251,657   | 50.50       | 100      | ▲1,610    |  +31.88%
6498     | 久禾光        | 75.70    | 75.70    | 73.50    | 73.60    | 264,200      | 67.30       | 12       | ▲76       |   +9.36%
009821   | 野村稀土關鍵資源   | 15.14    | 15.20    | 15.12    | 15.15    | 4,328,841    | 17.30       | 12000    | ▼25,800   |  -12.43%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         +77,113 (  +1.20%)
