prev_year,symbol,om,prev_rev_yoy,status,rev_yoy,advice,pe,name,prev_eps,date,eps,expansion,price,prev_eps_yoy,eps_yoy,est_price,gm
2025,9941.TW,N/A,-4.66,📉 獲利侵蝕,115.84,⚪ 中性觀察,4.216553878188443,裕融,7.68,2026-03,1.82,-123.75,81.0,-12.45,-7.91,288.15000000000003,N/A
2025,5534.TW,N/A,-29.66,📉 獲利侵蝕,44.79,⚪ 中性觀察,8.083067255154418,長虹,6.0,2026-03,0.19,-124.1,75.9000015259,-23.57,-79.31,140.85000000000002,N/A
2025,6730.TWO,N/A,7.33,📉 獲利侵蝕,106.18,⚪ 中性觀察,6.093155748498099,常廣,2.14,2026-03,0.44,-124.7,32.0499992371,-10.33,-18.52,78.89999999999999,N/A
2025,2420.TW,35.64%,-2.6,⚠️ 獲利稀釋,127.83,⚪ 中性觀察,5.70063702366242,新巨,3.91,2026-03,1.05,-124.86,53.7000007629,-10.32,2.97,141.3,49.30%
2025,3176.TWO,-48.58%,15.28,🏰 高護城河,-26.36,⚪ 數據不足,0.0,基亞,-0.78,2026-03,-0.38,-124.99,36.5,46.94,-151.35,-9.600000000000001,56.72%
2025,4807.TW,4.68%,19.6,🔄 轉虧為盈,769.01,⚪ 數據不足,0.0,日成-KY,-0.24,2026-03,1.7,-125.00999999999999,27.6000003815,84.62,644.0,-3.4499999999999997,18.47%
2025,6655.TW,N/A,3.86,⚠️ 獲利稀釋,148.24,⚪ 中性觀察,13.550884955752213,科定,3.92,2026-03,0.95,-127.46000000000001,122.5,-18.72,20.78,135.6,N/A
2025,3085.TWO,-74.64%,5.58,🏰 高護城河,86.45,⚪ 數據不足,0.0,新零售,-0.56,2026-03,-0.24,-127.63,11.5,41.67,-41.18,-23.400000000000002,73.88%
2025,4580.TWO,12.43%,-5.55,⚠️ 獲利稀釋,298.59,⚪ 中性觀察,6.24233140536043,捷流閥業,5.03,2026-03,1.76,-127.81999999999996,81.4000015259,-42.92,170.77,195.6,31.57%
2025,4908.TWO,17.75%,-12.98,⚠️ 獲利稀釋,129.18,❌ 暫避觀望,45.3187250996016,前鼎,1.98,2026-03,0.76,-127.85000000000001,227.5,-29.79,1.33,75.3,46.40%
2025,3533.TW,29.92%,12.28,🏰 高護城河,133.38,⚪ 中性觀察,9.751986515771732,嘉澤,70.17,2026-03,21.37,-128.04,1620.0,-15.21,5.34,2491.8,51.54%
2025,6146.TWO,N/A,-1.34,⚠️ 獲利稀釋,133.06,⚪ 中性觀察,6.654343807763401,耕興,10.77,2026-03,2.97,-128.85,180.0,-14.93,4.21,405.75,N/A
2025,5904.TWO,N/A,7.16,⚠️ 獲利稀釋,153.5,⚪ 中性觀察,0.990741978004698,寶雅,29.54,2026-03,9.3,-129.17000000000002,71.6999969482,10.48,24.33,1085.5500000000002,N/A
2025,6899.TWO,N/A,27.05,⚠️ 獲利稀釋,133.24,⚪ 中性觀察,5.734787688048219,創為精密,3.59,2026-03,1.08,-129.32000000000002,49.9500007629,7.23,3.92,130.65,N/A
2025,4166.TWO,23.50%,14.52,🏰 高護城河,100.47,⚪ 中性觀察,13.306878105026454,友霖,0.9,2026-03,0.16,-130.9,25.1499996185,79.17,-30.43,28.35,60.10%
2025,7750.TW,N/A,29.17,⚠️ 獲利稀釋,234.77,❌ 暫避觀望,25.58011049723757,新代,35.12,2026-03,15.38,-131.37,2315.0,51.69,103.4,1357.5,N/A
2025,6205.TW,N/A,-3.02,📉 獲利侵蝕,86.74,⚪ 中性觀察,13.56394066,詮欣,2.0,2026-03,0.38,-132.45,64.6999969482,-25.66,-45.71,71.55,N/A
2025,4968.TW,N/A,2.24,⚠️ 獲利稀釋,239.86,❌ 暫避觀望,19.47483588621444,立積,2.66,2026-03,0.58,-132.72000000000003,89.0,56.47,107.14,68.55000000000001,N/A
2025,5490.TWO,N/A,12.01,📉 獲利侵蝕,127.49,⚪ 中性觀察,5.731707401662971,同亨,1.69,2026-03,0.7,-133.04999999999998,25.8500003815,382.35,-5.56,67.64999999999999,N/A
2025,3680.TWO,17.47%,12.26,⚠️ 獲利稀釋,149.46,❌ 暫避觀望,27.683315621679064,家登,9.43,2026-03,2.55,-133.55,521.0,-22.51,15.91,282.3,43.28%
2025,2948.TWO,9.02%,1.84,⚠️ 獲利稀釋,136.2,⚪ 中性觀察,7.388349366427184,寶陞,2.14,2026-03,0.4,-133.64,38.0499992371,-2.28,2.56,77.25,48.05%
2025,3131.TWO,29.56%,59.93,⚠️ 獲利稀釋,215.25,❌ 暫避觀望,25.441730230761806,弘塑,45.48,2026-03,16.11,-134.24,2635.0,56.98,81.01,1553.55,42.10%
2025,5906.TW,N/A,-7.04,📉 獲利侵蝕,64.29,⚪ 中性觀察,13.42756183745583,台南-KY,0.98,2026-03,0.11,-134.56,38.0,-41.32,-70.27,42.45,N/A
2025,6171.TWO,N/A,-35.35,⚠️ 獲利稀釋,301.75,⚪ 中性觀察,2.4952560946015176,大城地產,3.82,2026-03,0.08,-135.08,26.2999992371,-33.33,166.67,158.10000000000002,N/A
2025,3138.TW,7.58%,2.05,⚠️ 獲利稀釋,226.98,❌ 暫避觀望,89.41176171392156,耀登,1.5,2026-03,-0.02,-136.5,91.1999969482,-51.49,90.48,15.3,41.30%
2025,5278.TWO,N/A,18.28,📉 獲利侵蝕,115.09,⚪ 中性觀察,9.208494355791506,尚凡*,1.05,2026-03,0.29,-136.71,23.8500003815,56.72,-21.62,38.849999999999994,N/A
2025,6642.TWO,N/A,3.61,📉 獲利侵蝕,124.86,⚪ 中性觀察,12.36715024988728,富致,2.6,2026-03,0.74,-136.76,76.8000030518,-27.37,-11.9,93.15,N/A
2025,4109.TWO,-7.54%,-9.62,⚠️ 獲利稀釋,182.43,⚪ 中性觀察,12.359550561797752,加捷生醫,0.43,2026-03,0.15,-136.98000000000002,11.0,-80.37,45.45,13.35,24.70%
2025,6680.TWO,N/A,-15.41,🔄 轉虧為盈,237.41,⚪ 數據不足,0.0,鑫創電子,-0.29,2026-03,0.08,-137.41,52.2000007629,-106.78,100.0,-35.849999999999994,N/A
2025,1319.TW,18.07%,-1.96,📉 獲利侵蝕,102.78,⚪ 數據不足,0.0,東陽,6.43,2026-03,1.62,-137.46,0.0,-13.11,-34.68,0.0,33.68%
2025,6517.TWO,N/A,-1.73,📉 獲利侵蝕,102.54,❌ 暫避觀望,21.688741721854303,保勝光學,1.63,2026-03,0.52,-137.54000000000002,65.5,-55.59,-35.0,45.3,N/A
2025,2913.TW,-7.01%,9.13,📉 獲利侵蝕,137.61,⚪ 數據不足,0.0,農林,-0.15,2026-03,-0.04,-137.61,11.0,31.82,0.0,-5.7,40.70%
2025,8422.TW,N/A,-7.53,📉 獲利侵蝕,43.67,⚪ 中性觀察,1.3319980160991487,可寧衛*,1.29,2026-03,0.21,-137.88,26.6000003815,-87.79,-94.21,299.54999999999995,N/A
2025,6206.TW,N/A,9.26,⚠️ 獲利稀釋,148.7,⚪ 中性觀察,7.2393300918422465,飛捷,6.9,2026-03,2.51,-138.13,134.0,-0.43,10.57,277.65000000000003,N/A
2025,6532.TWO,N/A,-6.21,📉 獲利侵蝕,103.42,⚪ 中性觀察,8.381849445710616,瑞耘,7.31,2026-03,0.84,-138.3,97.9000015259,81.39,-34.88,175.2,N/A
2025,5211.TWO,N/A,34.16,⚠️ 獲利稀釋,174.21,⚪ 數據不足,0.0,蒙恬,-0.77,2026-03,-0.18,-138.5,19.25,34.19,35.71,-33.3,N/A
2025,3306.TWO,1.28%,10.49,⚠️ 獲利稀釋,312.01,⚪ 中性觀察,7.998204530897667,鼎天,1.95,2026-03,0.11,-138.67999999999998,44.5499992371,-33.45,173.33,83.55000000000001,25.80%
2025,8109.TWO,N/A,15.04,⚠️ 獲利稀釋,148.79,⚪ 中性觀察,8.61260053619303,博大,6.18,2026-03,1.75,-138.73,128.5,-4.63,10.06,223.8,N/A
2025,1414.TW,-3.56%,-10.66,⚠️ 獲利稀釋,539.09,❌ 暫避觀望,45.256409278205126,東和,0.19,2026-03,0.06,-139.09000000000003,17.6499996185,-19.23,400.0,5.8500000000000005,15.75%
2025,7770.TWO,N/A,12.79,📉 獲利侵蝕,51.4,⚪ 中性觀察,6.634615384615384,君曜,3.0,2026-03,0.1,-139.35,34.5,-47.4,-87.95,78.0,N/A
2025,7765.TW,N/A,3.64,⚠️ 獲利稀釋,142.19,⚪ 中性觀察,7.4370319945541175,中華資安,11.47,2026-03,3.38,-139.45,218.5,2.97,2.74,440.70000000000005,N/A
2025,1295.TWO,11.73%,4.97,📉 獲利侵蝕,70.64,⚪ 中性觀察,3.526682016558391,生合,5.29,2026-03,0.39,-139.69,45.5999984741,-6.08,-69.05,193.95,49.97%
2025,6243.TW,N/A,-12.93,📉 獲利侵蝕,30.39,⚪ 數據不足,0.0,迅杰,-0.52,2026-03,-0.03,-140.07,37.75,-147.27,-109.68,-18.6,N/A
2025,4584.TWO,12.30%,-1.51,📉 獲利侵蝕,108.67,⚪ 中性觀察,4.296875,君帆,3.43,2026-03,0.91,-140.25,38.5,-4.72,-31.58,134.39999999999998,34.23%
2025,2729.TWO,N/A,0.46,📉 獲利侵蝕,104.46,⚪ 中性觀察,8.019597730789066,瓦城,6.76,2026-03,1.64,-140.68,155.5,-24.75,-36.22,290.85,N/A
2025,3035.TW,2.86%,62.61,📉 獲利侵蝕,71.65,❌ 暫避觀望,26.315789473684212,智原,2.81,2026-03,0.4,-141.57,175.0,-29.75,-69.92,99.74999999999999,42.16%
2025,6292.TWO,N/A,-3.28,⚠️ 獲利稀釋,244.55,❌ 暫避觀望,18.611897152464586,迅德,2.0,2026-03,0.73,-141.77,65.6999969482,-48.05,102.78,52.95,N/A
2025,8081.TW,N/A,5.0,📉 獲利侵蝕,137.6,⚪ 中性觀察,5.655439235320891,致新,17.76,2026-03,4.62,-141.78,248.5,-0.84,-4.18,659.1,N/A
2025,6527.TWO,N/A,9.33,📉 獲利侵蝕,133.59,⚪ 中性觀察,5.215577190542421,明達醫,5.8,2026-03,1.33,-141.87,75.0,15.63,-8.28,215.7,N/A
2025,6461.TWO,N/A,170.31,⚠️ 獲利稀釋,143.49,⚪ 數據不足,0.0,益得,-2.57,2026-03,-0.63,-141.93,26.9165706635,18.35,1.56,-88.05,N/A
2025,7715.TWO,N/A,-27.76,📉 獲利侵蝕,89.96,⚪ 中性觀察,3.3725030273678027,裕山,3.09,2026-03,0.64,-142.2,28.7000007629,-39.84,-52.24,127.64999999999999,N/A
2025,1590.TW,31.25%,11.97,⚠️ 獲利稀釋,180.17,⚪ 中性觀察,12.645637965331058,亞德客-KY,42.0,2026-03,13.35,-142.26,1335.0,10.18,37.91,1583.5500000000002,47.51%
2025,1538.TW,-58.77%,1.9,📉 獲利侵蝕,51.34,⚪ 數據不足,0.0,正峰,-1.59,2026-03,-1.11,-142.72,8.2299995422,6.47,-91.38,-39.0,32.24%
2025,5468.TWO,N/A,36.88,🔄 轉虧為盈,443.05,⚪ 數據不足,0.0,凱鈺,-0.65,2026-03,0.12,-143.05,24.2999992371,-246.15,300.0,-13.65,N/A
2025,3034.TW,16.92%,-2.07,📉 獲利侵蝕,114.65,⚪ 中性觀察,7.777454121759394,聯詠,26.87,2026-03,6.19,-143.09,534.0,-19.62,-28.44,1029.8999999999999,38.19%
2025,8033.TW,N/A,14.37,⚠️ 獲利稀釋,185.98,❌ 暫避觀望,74.25531914893618,雷虎,0.58,2026-03,0.34,-144.31,174.5,14.0,41.67,35.24999999999999,N/A
2025,4966.TWO,N/A,1.76,📉 獲利侵蝕,125.8,⚪ 中性觀察,6.343499942015541,譜瑞-KY,34.51,2026-03,6.77,-144.99,547.0,6.64,-19.19,1293.4499999999998,N/A
2025,7769.TW,N/A,116.34,⚠️ 獲利稀釋,206.98,❌ 暫避觀望,37.45298226759807,鴻勁,75.71,2026-03,25.7,-145.23999999999998,6970.0,110.03,61.74,2791.5,N/A
2025,4995.TWO,N/A,-7.32,⚠️ 獲利稀釋,237.89,⚪ 中性觀察,10.351966873706004,晶達,2.25,2026-03,1.01,-145.57999999999998,50.0,-50.22,92.31,72.45,N/A
2025,4155.TW,N/A,-6.81,⚠️ 獲利稀釋,269.52,❌ 暫避觀望,18.376622881168835,訊映,0.58,2026-03,0.39,-145.98999999999998,14.1499996185,-10.94,123.53,11.549999999999999,N/A
2025,1203.TW,14.34%,-10.06,📉 獲利侵蝕,130.66,⚪ 中性觀察,10.86492854836493,味王,1.81,2026-03,0.49,-146.18,45.8499984741,-23.5,-15.52,63.3,33.56%
2025,7642.TWO,N/A,-15.67,📉 獲利侵蝕,79.57,⚪ 中性觀察,8.71116190428078,昶瑞機電,3.29,2026-03,0.5,-146.45999999999998,75.6999969482,-50.94,-66.89,130.35000000000002,N/A
2025,7810.TWO,N/A,34.56,⚠️ 獲利稀釋,177.74,❌ 暫避觀望,16.246290801186944,捷創科技,6.25,2026-03,1.83,-147.03,219.0,47.62,30.71,202.2,N/A
2025,8932.TWO,N/A,51.84,📉 獲利侵蝕,107.87,⚪ 中性觀察,12.94117668429972,智通*,1.85,2026-03,0.53,-147.64000000000001,92.4000015259,-7.07,-39.77,107.1,N/A
2025,6821.TWO,N/A,2.84,⚠️ 獲利稀釋,151.01,⚪ 中性觀察,14.622302707158275,聯寶,1.13,2026-03,0.32,-147.67999999999998,40.6500015259,-5.93,3.33,41.699999999999996,N/A
2025,5234.TW,N/A,12.43,⚠️ 獲利稀釋,165.36,❌ 暫避觀望,16.139585605234462,達興材料,7.37,2026-03,2.21,-147.81,296.0,32.55,17.55,275.1,N/A
2025,6671.TW,N/A,-2.1,📉 獲利侵蝕,118.45,⚪ 中性觀察,4.502924050974659,三能-KY,2.37,2026-03,0.26,-148.18,23.1000003815,-25.47,-29.73,76.94999999999999,N/A
2025,8923.TWO,N/A,2.69,📉 獲利侵蝕,86.03,⚪ 中性觀察,7.960526148464913,時報,0.96,2026-03,0.18,-148.53,18.1499996185,3.23,-62.5,34.199999999999996,N/A
2025,4572.TW,N/A,-23.02,📉 獲利侵蝕,119.1,❌ 暫避觀望,19.873595505617978,駐龍,3.0,2026-03,0.92,-148.87,141.5,-58.85,-29.77,106.8,N/A
2025,3653.TW,31.26%,42.0,📉 獲利侵蝕,148.55,❌ 暫避觀望,61.23124448367167,健策,36.75,2026-03,9.53,-149.18,5550.0,49.96,-0.63,1359.6,41.25%
2025,2231.TW,-15.73%,-21.77,🔄 轉虧為盈,106.56,⚪ 數據不足,0.0,為升,-1.63,2026-03,0.4,-149.42000000000002,89.1999969482,-148.96,-42.86,-24.3,23.65%
2025,4188.TWO,N/A,-42.69,⚠️ 獲利稀釋,166.01,⚪ 數據不足,0.0,安克,-0.88,2026-03,-0.21,-150.01,12.8000001907,-10.0,16.0,-33.75,N/A
2025,6226.TW,N/A,-3.71,🔄 轉虧為盈,261.16,⚪ 數據不足,0.0,光鼎,-0.28,2026-03,0.01,-150.05,29.6000003815,38.64,111.11,-9.9,N/A
2025,7753.TWO,N/A,9.51,⚠️ 獲利稀釋,159.56,⚪ 中性觀察,3.466286799620133,星亞,4.22,2026-03,1.08,-150.47,36.5,10.39,9.09,157.95,N/A
2025,4142.TW,23.11%,-9.99,⚠️ 獲利稀釋,167.87,⚪ 數據不足,0.0,國光生,-0.57,2026-03,-0.44,-150.56,17.5499992371,1.75,17.31,-47.25000000000001,49.56%
2025,6719.TW,N/A,23.89,⚠️ 獲利稀釋,192.82,⚪ 中性觀察,12.381916329284751,力智,6.58,2026-03,2.1,-150.93,183.5,198.64,41.89,222.3,N/A
2025,6683.TWO,N/A,23.03,⚠️ 獲利稀釋,216.06,❌ 暫避觀望,38.28337874659401,雍智科技,15.42,2026-03,6.23,-151.18,1405.0,-12.9,64.88,550.4999999999999,N/A
2025,3086.TWO,-19.63%,5.99,📉 獲利侵蝕,47.85,⚪ 數據不足,0.0,華義*,-0.62,2026-03,-0.01,-152.4,29.1000003815,-192.54,-104.55,-25.5,44.07%
2025,6515.TW,N/A,35.51,⚠️ 獲利稀釋,166.0,❌ 暫避觀望,62.68316509280365,穎崴,46.93,2026-03,19.54,-152.6,7700.0,40.24,13.4,1842.6000000000001,N/A
2025,4946.TWO,N/A,786.25,📉 獲利侵蝕,69.99,⚪ 中性觀察,9.730848861283643,辣椒,3.14,2026-03,0.41,-152.6,94.0,131.69,-82.61,144.9,N/A
2025,6962.TW,N/A,-15.03,📉 獲利侵蝕,83.05,⚪ 中性觀察,3.8868159203980097,奕力-KY,2.87,2026-03,0.58,-152.73000000000002,31.25,-39.39,-69.68,120.60000000000001,N/A
2025,2756.TWO,5.94%,69.66,📉 獲利侵蝕,148.91,⚪ 中性觀察,7.440191478815789,聯發國際,3.93,2026-03,0.51,-152.76,62.2000007629,61.83,-3.85,125.39999999999999,49.60%
2025,3438.TWO,-0.86%,4.92,📉 獲利侵蝕,125.85,❌ 暫避觀望,32.205127813897434,類比科,1.0,2026-03,0.24,-153.12,62.7999992371,-33.77,-27.27,29.250000000000004,38.12%
2025,6585.TW,N/A,-13.21,📉 獲利侵蝕,124.98,⚪ 中性觀察,7.928571428571429,鼎基,5.64,2026-03,1.86,-153.44,111.0,-45.5,-28.46,210.0,N/A
2025,3308.TW,-362.94%,-88.36,📉 獲利侵蝕,55.25,❌ 暫避觀望,41.0377358490566,聯德,0.68,2026-03,0.01,-153.53,21.75,-32.0,-98.28,7.95,23.48%
2025,2348.TW,22.47%,-27.63,📉 獲利侵蝕,60.26,⚪ 中性觀察,5.180115383710374,海悅,6.85,2026-03,0.16,-153.63,71.9000015259,-51.27,-93.37,208.2,34.04%
2025,1524.TW,N/A,-12.78,📉 獲利侵蝕,108.08,⚪ 中性觀察,5.807860345305676,耿鼎,1.95,2026-03,0.53,-154.0,26.6000003815,-45.98,-45.92,68.7,N/A
2025,2617.TW,41.07%,-2.28,⚠️ 獲利稀釋,177.0,⚪ 數據不足,0.0,台航,3.18,2026-03,0.71,-154.59,0.0,3.25,22.41,0.0,46.23%
2025,3122.TWO,-12.95%,-11.1,⚠️ 獲利稀釋,199.88,⚪ 數據不足,0.0,笙泉,-1.75,2026-03,-0.29,-154.6,24.6000003815,-22.38,45.28,-67.95,34.82%
2025,6695.TW,N/A,10.49,⚠️ 獲利稀釋,159.07,⚪ 數據不足,0.0,芯鼎,-1.83,2026-03,-0.68,-154.78,47.0999984741,-355.0,4.29,-87.9,N/A
2025,3491.TWO,27.57%,5.02,🏰 高護城河,225.35,❌ 暫避觀望,76.88338493292053,昇達科,7.83,2026-03,3.68,-154.98,1490.0,-12.03,70.37,290.7,58.57%
2025,6161.TWO,N/A,12.38,⚠️ 獲利稀釋,200.61,⚪ 中性觀察,7.511244149040479,捷波,2.72,2026-03,0.83,-155.0,50.0999984741,-20.23,45.61,100.05,N/A
2025,4163.TWO,N/A,1.22,📉 獲利侵蝕,132.18,⚪ 中性觀察,10.836820083682007,鐿鈦,5.13,2026-03,1.29,-155.49,129.5,-5.16,-23.31,179.25000000000003,N/A
2025,6761.TWO,N/A,-2.32,📉 獲利侵蝕,140.64,⚪ 中性觀察,9.749303621169917,穩得,7.34,2026-03,1.6,-155.52999999999997,175.0,2.89,-14.89,269.25,N/A
2025,3093.TWO,11.18%,38.76,📉 獲利侵蝕,74.54,❌ 暫避觀望,15.050167224080269,港建*,1.22,2026-03,0.08,-155.94,45.0,15.09,-81.4,44.849999999999994,40.97%
2025,5474.TWO,N/A,22.92,📉 獲利侵蝕,115.66,⚪ 中性觀察,12.318255250403878,聰泰,5.49,2026-03,0.6,-156.84,152.5,-22.13,-41.18,185.7,N/A
2025,6498.TWO,N/A,19.77,⚠️ 獲利稀釋,173.58,⚪ 中性觀察,4.59230277403131,久禾光,6.51,2026-03,1.75,-156.91000000000003,70.4000015259,11.33,16.67,229.95000000000002,N/A
2025,9918.TW,N/A,2.96,⚠️ 獲利稀釋,174.38,⚪ 中性觀察,9.908257055711008,欣天然,1.61,2026-03,0.63,-157.4,43.2000007629,-28.18,16.98,65.4,N/A
2025,8067.TWO,N/A,-2.17,📉 獲利侵蝕,57.79,⚪ 數據不足,0.0,志旭,-0.59,2026-03,-0.62,-157.79,12.1000003815,16.9,-100.0,-29.85,N/A
2025,5272.TWO,N/A,2.86,📉 獲利侵蝕,68.27,⚪ 數據不足,0.0,笙科,-1.33,2026-03,-0.57,-158.26999999999998,16.7000007629,-1377.78,-90.0,-50.4,N/A
2025,3024.TW,-2.71%,-31.39,📉 獲利侵蝕,68.51,❌ 暫避觀望,15.000000207282607,憶聲,0.28,2026-03,0.02,-158.51,13.8000001907,-57.58,-90.0,13.800000000000002,24.73%
2025,8080.TWO,N/A,22.38,📉 獲利侵蝕,76.73,❌ 暫避觀望,47.6666673025,泰霖,0.12,2026-03,0.02,-158.55,28.6000003815,139.29,-81.82,9.0,N/A
2025,6862.TW,N/A,2.98,📉 獲利侵蝕,90.37,⚪ 中性觀察,7.455429497568883,三集瑞-KY,8.29,2026-03,1.0,-159.02,138.0,-19.59,-68.65,277.65,N/A
2025,4128.TWO,-18.87%,9.94,⚠️ 獲利稀釋,185.58,⚪ 數據不足,0.0,中天,-1.29,2026-03,-0.31,-159.39000000000001,14.9499998093,31.02,26.19,-58.650000000000006,42.56%
2025,6996.TWO,N/A,-9.4,⚠️ 獲利稀釋,195.54,⚪ 中性觀察,6.055734190782422,力領科技,12.15,2026-03,3.27,-159.41,169.5,-14.17,36.13,419.85,N/A
2025,1568.TW,17.09%,0.3,📉 獲利侵蝕,155.84,⚪ 中性觀察,8.799392329148937,倉佑,1.36,2026-03,0.51,-159.61,28.9500007629,-13.92,-3.77,49.35,34.44%
2025,6237.TWO,N/A,11.69,⚠️ 獲利稀釋,214.29,⚪ 數據不足,0.0,驊訊,-1.52,2026-03,-0.24,-161.35,33.8499984741,-462.96,52.94,-67.2,N/A
2025,8102.TWO,N/A,-23.31,📉 獲利侵蝕,100.37,⚪ 中性觀察,12.679244707207548,傑霖科技,2.25,2026-03,0.4,-162.27,67.1999969482,-62.55,-61.9,79.49999999999999,N/A
2025,6203.TWO,N/A,37.15,📉 獲利侵蝕,137.15,⚪ 中性觀察,5.495905507361238,海韻電,5.51,2026-03,1.37,-162.29000000000002,60.4000015259,57.43,-25.14,164.85,N/A
2025,6651.TWO,N/A,3.91,⚠️ 獲利稀釋,186.39,⚪ 中性觀察,9.134615384615383,全宇昕,6.32,2026-03,2.47,-163.5,142.5,-22.95,22.89,234.00000000000003,N/A
2025,3213.TWO,7.00%,1.19,📉 獲利侵蝕,155.73,⚪ 中性觀察,6.310928681375064,茂訊,7.4,2026-03,2.59,-164.20999999999998,123.0,-12.32,-8.48,292.35,25.33%
2025,2424.TW,-40.94%,34.04,📉 獲利侵蝕,50.4,⚪ 數據不足,0.0,隴華,-1.34,2026-03,-0.58,-165.21,7.9600000381,59.69,-114.81,-58.8,27.86%
2025,4138.TWO,12.42%,-11.82,📉 獲利侵蝕,139.24,⚪ 中性觀察,5.432098686944444,曜亞,3.81,2026-03,0.84,-165.56,52.7999992371,-32.69,-26.32,145.8,44.64%
2025,2606.TW,30.49%,-4.75,⚠️ 獲利稀釋,499.13,⚪ 中性觀察,8.383621018512933,裕民,4.31,2026-03,1.17,-165.8,77.8000030518,-22.2,333.33,139.19999999999996,35.36%
2025,3252.TWO,22.84%,-3.71,⚠️ 獲利稀釋,179.42,❌ 暫避觀望,90.29411989117648,海灣,0.13,2026-03,0.09,-166.92,15.3500003815,141.94,12.5,2.55,43.11%
2025,4949.TW,N/A,-0.48,⚠️ 獲利稀釋,364.73,⚪ 中性觀察,14.325842696629215,有成精密,1.91,2026-03,1.19,-167.23000000000002,76.5,240.74,197.5,80.1,N/A
2025,6197.TW,N/A,12.03,⚠️ 獲利稀釋,264.19,⚪ 中性觀察,13.847926267281109,佳必琪,8.67,2026-03,3.21,-167.26,300.5,-0.23,96.93,325.49999999999994,N/A
2025,6550.TW,N/A,-62.05,⚠️ 獲利稀釋,192.98,⚪ 數據不足,0.0,北極星藥業-KY,-5.1,2026-03,-0.64,-167.39999999999998,10.1499996185,-40.62,25.58,-160.04999999999998,N/A
2025,2482.TW,-38.32%,-16.89,📉 獲利侵蝕,162.93,⚪ 數據不足,0.0,連宇,-1.09,2026-03,-0.23,-167.48000000000002,15.8500003815,-234.57,-4.55,-45.3,35.81%
2025,8437.TWO,N/A,-31.28,📉 獲利侵蝕,157.19,⚪ 數據不足,0.0,大地-KY,-1.29,2026-03,-0.4,-168.3,9.1800003052,-516.13,-11.11,-46.050000000000004,N/A
2025,2395.TW,15.69%,18.56,⚠️ 獲利稀釋,190.06,❌ 暫避觀望,21.726190476190474,研華,12.25,2026-03,3.85,-168.54,657.0,17.26,21.52,453.6,39.78%
2025,6224.TW,N/A,-2.5,⚠️ 獲利稀釋,215.08,❌ 暫避觀望,27.028753506102237,聚鼎,0.67,2026-03,0.64,-168.57000000000002,84.5999984741,-69.96,46.51,46.949999999999996,N/A
2025,4749.TWO,23.34%,28.3,⚠️ 獲利稀釋,232.49,❌ 暫避觀望,27.045769764216367,新應材,11.33,2026-03,3.66,-169.10000000000002,780.0,32.78,63.39,432.6,44.02%
2025,6937.TW,N/A,-13.26,⚠️ 獲利稀釋,201.37,❌ 暫避觀望,41.66666666666667,天虹,3.01,2026-03,0.96,-169.86,287.5,-50.25,31.51,103.49999999999999,N/A
2025,6690.TWO,N/A,13.3,⚠️ 獲利稀釋,191.57,⚪ 中性觀察,6.769745089845381,安�硌穈T,10.22,2026-03,2.27,-170.18,162.0,36.27,21.39,358.95000000000005,N/A
2025,6485.TWO,N/A,16.84,📉 獲利侵蝕,70.28,❌ 暫避觀望,86.28571646557144,點序,0.71,2026-03,0.0,-170.28,60.4000015259,152.21,-100.0,10.5,N/A
2025,6929.TWO,N/A,-1.45,⚠️ 獲利稀釋,195.61,⚪ 數據不足,0.0,佑全,-1.63,2026-03,-0.21,-170.61,22.6499996185,-54.29,25.0,-49.05,N/A
2025,5299.TWO,N/A,-12.32,⚠️ 獲利稀釋,189.52,⚪ 中性觀察,8.551531891745588,杰力,4.58,2026-03,1.65,-170.81,92.0999984741,-22.77,18.71,161.55,N/A
2025,1323.TW,1.25%,-23.91,⚠️ 獲利稀釋,792.05,❌ 暫避觀望,31.250000000000004,永裕,0.26,2026-03,0.36,-172.04999999999995,21.25,-89.88,620.0,10.2,15.09%
2025,2070.TWO,17.87%,-2.97,📉 獲利侵蝕,129.05,⚪ 中性觀察,14.216590037534562,精湛,2.3,2026-03,0.28,-172.23000000000002,61.7000007629,-22.56,-43.18,65.1,45.13%
2025,6591.TW,N/A,38.81,📉 獲利侵蝕,116.4,⚪ 中性觀察,3.091042472400881,動力-KY,5.37,2026-03,0.75,-172.28,42.0999984741,60.88,-55.88,204.29999999999998,N/A
2025,2926.TWO,-1.48%,1.84,⚠️ 獲利稀釋,178.72,❌ 暫避觀望,23.4375,誠品生活,0.54,2026-03,0.17,-172.47,30.0,100.0,6.25,19.2,40.82%
2025,3297.TWO,-18.51%,20.59,⚠️ 獲利稀釋,201.59,❌ 暫避觀望,22.032520635365852,杭特,0.47,2026-03,-0.05,-173.02,27.1000003815,461.54,28.57,18.45,30.70%
2025,7704.TWO,N/A,-11.73,⚠️ 獲利稀釋,216.12,⚪ 中性觀察,12.387755257734694,明遠精密,2.07,2026-03,0.7,-173.26,60.7000007629,-22.56,42.86,73.49999999999999,N/A
2025,6844.TWO,N/A,1.36,⚠️ 獲利稀釋,192.24,⚪ 中性觀察,9.286821942000001,諾貝兒,2.35,2026-03,1.57,-173.3,59.9000015259,-21.14,18.94,96.74999999999999,N/A
