
📅 投資日報表: 2026-08-08
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 265.50   | 267.00   | 258.00   | 260.00   | 37,720,298   | 241.21      | 2000     | ▲37,580   |   +7.79%
4142     | 國光生        | 17.15    | 17.80    | 17.15    | 17.70    | 2,191,350    | 25.32       | 1000     | ▼7,620    |  -30.09%
0050     | 元大台灣50     | 103.25   | 103.70   | 102.55   | 103.30   | 75,072,269   | 46.60       | 16000    | ▲907,200  | +121.67%
0056     | 元大高股息      | 51.35    | 51.70    | 51.00    | 51.30    | 21,169,560   | 36.43       | 4000     | ▲59,480   |  +40.82%
00635U   | 期元大S&P黃金   | 44.73    | 44.73    | 44.25    | 44.27    | 7,091,325    | 55.25       | 3000     | ▼32,940   |  -19.87%
00738U   | 期元大道瓊白銀    | 50.55    | 50.55    | 49.69    | 49.69    | 4,679,710    | 66.26       | 1000     | ▼16,570   |  -25.01%
00929    | 復華台灣科技優息   | 28.74    | 28.99    | 28.32    | 28.94    | 26,285,123   | 19.73       | 8000     | ▲73,680   |  +46.68%
009816   | 凱基台灣TOP50  | 14.93    | 15.02    | 14.81    | 14.96    | 88,170,786   | 11.01       | 63000    | ▲248,850  |  +35.88%
00990A   | 主動元大AI新經濟  | 15.87    | 15.89    | 15.64    | 15.83    | 15,311,359   | 11.48       | 5000     | ▲21,750   |  +37.89%
2009     | 第一銅        | 39.60    | 41.00    | 39.25    | 39.90    | 4,417,178    | 50.56       | 4000     | ▼42,640   |  -21.08%
2337     | 旺宏         | 130.50   | 130.50   | 120.50   | 121.50   | 111,033,754  | 95.28       | 2000     | ▲52,440   |  +27.52%
2409     | 友達         | 24.55    | 25.00    | 24.10    | 24.55    | 145,347,328  | 16.21       | 2000     | ▲16,680   |  +51.45%
3481     | 群創         | 49.70    | 50.40    | 47.55    | 47.55    | 269,200,835  | 25.10       | 4000     | ▲89,800   |  +89.44%
3105     | 穩懋         | 384.50   | 394.50   | 359.50   | 366.00   | 23,542,136   | 556.47      | 300      | ▼57,141   |  -34.23%
4966     | 譜瑞-KY      | 602.00   | 613.00   | 593.00   | 598.00   | 1,240,995    | 1921.64     | 1000     | ▼1,323,640 |  -68.88%
2327     | 國巨*        | 560.00   | 578.00   | 531.00   | 540.00   | 42,221,275   | 1030.00     | 1        | ▼490      |  -47.57%
00403A   | 主動統一升級50   | 9.77     | 9.94     | 9.66     | 9.91     | 183,395,414  | 10.68       | 26000    | ▼20,020   |   -7.21%
00981A   | 主動統一台股增長   | 28.32    | 28.98    | 27.94    | 28.84    | 174,250,410  | 27.48       | 2000     | ▲2,720    |   +4.95%
2330     | 台積電        | 2390.00  | 2395.00  | 2355.00  | 2370.00  | 21,959,343   | 225.55      | 10       | ▲21,444   | +950.76%
6789     | 采鈺         | 453.00   | 453.00   | 413.00   | 417.00   | 2,751,081    | 593.50      | 400      | ▼70,600   |  -29.74%
6849     | 奇鼎科技       | 138.50   | 140.50   | 131.50   | 135.00   | 295,073      | 266.40      | 280      | ▼36,792   |  -49.32%
7853     | 政美應用       | 320.00   | 321.50   | 308.50   | 320.00   | 213,951      | 409.29      | 280      | ▼25,001   |  -21.82%
3576     | 聯合再生       | 17.30    | 17.65    | 16.95    | 16.95    | 7,824,372    | 18.15       | 5000     | ▼6,000    |   -6.61%
1721     | 三晃         | 20.10    | 20.40    | 19.55    | 19.60    | 715,509      | 27.88       | 3000     | ▼24,850   |  -29.71%
8215     | 明基材        | 24.10    | 24.65    | 24.10    | 24.50    | 459,468      | 31.60       | 200      | ▼1,420    |  -22.47%
00405A   | 主動富邦台灣龍耀   | 7.98     | 8.29     | 7.96     | 8.25     | 101,095,780  | 9.34        | 11000    | ▼11,990   |  -11.67%
5498     | 凱崴         | 50.00    | 50.50    | 48.10    | 48.50    | 1,373,500    | 69.61       | 188      | ▼3,969    |  -30.33%
1301     | 台塑         | 55.80    | 57.20    | 55.40    | 55.80    | 24,552,159   | 50.50       | 100      | ▲530      |  +10.50%
6498     | 久禾光        | 75.30    | 76.20    | 74.30    | 74.50    | 78,000       | 67.30       | 12       | ▲86       |  +10.70%
009821   | 野村稀土關鍵資源   | 14.00    | 14.20    | 14.00    | 14.12    | 13,375,212   | 17.30       | 12000    | ▼38,160   |  -18.38%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        -187,602 (  -2.92%)
