日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-27,2317,鴻海,248.5,241.21,2000,14580,3.02%
2026-06-27,4142,國光生,16.8,25.32,1000,-8520,-33.65%
2026-06-27,0050,元大台灣50,107.2,46.6,16000,969600,130.04%
2026-06-27,0056,元大高股息,53.2,36.43,4000,67080,46.03%
2026-06-27,00635U,期元大S&P黃金,41.66,55.25,3000,-40770,-24.60%
2026-06-27,00738U,期元大道瓊白銀,46.24,66.26,1000,-20020,-30.21%
2026-06-27,00929,復華台灣科技優息,31.86,19.73,8000,97040,61.48%
2026-06-27,009816,凱基台灣TOP50,15.59,11.01,63000,288540,41.60%
2026-06-27,00990A,主動元大AI新經濟,21.18,11.48,5000,48500,84.49%
2026-06-27,2009,第一銅,38.05,50.56,4000,-50040,-24.74%
2026-06-27,2337,旺宏,162.5,95.28,2000,134440,70.55%
2026-06-27,2409,友達,27.95,16.21,2000,23480,72.42%
2026-06-27,3481,群創,65.0,25.1,4000,159600,158.96%
2026-06-27,6806,森崴能源,3.51,45.39,5000,-209400,-92.27%
2026-06-27,3105,穩懋,424.0,556.47,300,-39741,-23.81%
2026-06-27,4966,譜瑞-KY,608.0,1921.64,1000,-1313640,-68.36%
2026-06-27,00403A,主動統一升級50,11.11,10.68,26000,11180,4.03%
2026-06-27,00981A,主動統一台股增長,31.5,27.48,2000,8040,14.63%
2026-06-27,2330,台積電,2340.0,225.55,10,21144,937.46%
2026-06-27,6789,采鈺,492.0,593.5,400,-40600,-17.10%
2026-06-27,6849,奇鼎科技,141.5,266.4,280,-34972,-46.88%
2026-06-27,7853,政美應用,323.5,409.29,280,-24021,-20.96%
2026-06-27,3576,聯合再生,16.5,18.5,2000,-4000,-10.81%
2026-06-27,1721,三晃,22.9,27.88,3000,-14950,-17.87%
2026-06-27,8215,明基材,28.15,31.6,200,-690,-10.92%
2026-06-27,00405A,主動富邦台灣龍耀,9.43,9.34,11000,990,0.96%
2026-06-27,5498,凱崴,58.0,69.61,188,-2183,-16.68%
