prev_rev_yoy,prev_eps_yoy,date,om,advice,prev_year,eps_yoy,name,gm,est_price,symbol,pe,status,eps,prev_eps,price,expansion,rev_yoy
31.54,-54.81,2026-03,N/A,❌ 暫避觀望,2025,-26.36,奈米醫材,N/A,49.65,6612.TWO,21.05740089069486,📉 獲利侵蝕,0.81,1.09,69.6999969482,-99.7,73.34
2.84,-17.91,2026-03,36.75%,❌ 暫避觀望,2025,-4.97,大立光,47.97%,5566.650000000001,3008.TW,16.315917113524293,📉 獲利侵蝕,46.63,159.41,6055.0,-100.14,95.17
-26.68,-49.48,2026-03,N/A,❌ 暫避觀望,2025,-75.56,全訊,N/A,89.10000000000001,5222.TW,17.003367003367003,📉 獲利侵蝕,0.22,2.51,101.0,-100.93,25.37
23.03,16.35,2026-03,5.77%,❌ 暫避觀望,2025,-10.96,達明,50.62%,49.8,4585.TW,89.1566265060241,🏰 高護城河,0.65,1.46,296.0,-100.96000000000001,90.0
-4.98,-40.33,2026-03,10.14%,⚪ 中性觀察,2025,-6.82,碩天,51.62%,521.8500000000001,3617.TW,6.783558493820062,🏰 高護城河,4.13,14.47,236.0,-100.99000000000001,94.17
59.65,177.61,2026-03,26.41%,⚪ 中性觀察,2025,-56.52,綠意,32.97%,63.6,2596.TWO,8.573112847665094,📉 獲利侵蝕,0.2,1.86,36.3499984741,-101.33000000000001,44.81
66.0,45.15,2026-03,N/A,⚪ 中性觀察,2025,51.34,祥碩,N/A,2723.7000000000003,5269.TW,7.544883797775085,⚠️ 獲利稀釋,24.85,72.7,1370.0,-101.50999999999999,152.85
31.05,122.05,2026-03,34.82%,❌ 暫避觀望,2025,82.16,致茂,60.80%,1022.4,2360.TW,30.51643192488263,🏰 高護城河,9.12,27.7,2080.0,-103.72999999999999,185.89
3.07,-9.46,2026-03,N/A,⚪ 中性觀察,2025,-11.4,群翊,N/A,528.9000000000001,6664.TWO,9.44412932501418,📉 獲利侵蝕,3.73,15.06,333.0,-103.95,92.55
-25.18,-59.0,2026-03,N/A,❌ 暫避觀望,2025,-48.78,傳奇,N/A,79.64999999999999,4994.TW,15.310735038003768,📉 獲利侵蝕,0.42,1.96,81.3000030518,-104.03,55.25
0.24,-3.37,2026-03,N/A,⚪ 中性觀察,2025,0.0,普萊德,N/A,305.25,6263.TWO,7.518427518427518,📉 獲利侵蝕,2.1,8.32,153.0,-104.44,104.44
59.96,75.21,2026-03,N/A,⚪ 中性觀察,2025,1441.85,宜鼎,N/A,1460.5500000000002,5289.TWO,13.094382253260756,⚠️ 獲利稀釋,57.49,21.72,1275.0,-104.47000000000003,1546.32
42.16,56.1,2026-03,N/A,⚪ 中性觀察,2025,390.6,致和證,N/A,100.5,5864.TWO,5.089552011059701,⚠️ 獲利稀釋,3.4,2.56,34.0999984741,-104.48999999999995,495.09
-48.0,-373.33,2026-03,-991.43%,⚪ 數據不足,2025,-9.09,東華,208.69%,-87.00000000000001,1418.TW,0.0,🏰 高護城河,-0.75,-1.29,17.5499992371,-104.86,95.77
11.58,-3.09,2026-03,11.29%,⚪ 中性觀察,2025,6.25,豆府,52.30%,557.25,2752.TWO,4.751009421265142,🏰 高護城河,4.08,15.04,176.5,-105.65,111.9
-15.8,-92.76,2026-03,50.09%,⚪ 中性觀察,2025,-94.5,材料*-KY,57.83%,239.25,4763.TW,3.015673885523511,🏰 高護城河,1.13,6.1,48.0999984741,-106.18,11.68
32.13,144.7,2026-03,35.36%,⚪ 中性觀察,2025,1706.79,威剛,48.37%,1017.0,3260.TWO,5.730088495575221,⚠️ 獲利稀釋,30.05,23.18,388.5,-106.47000000000003,1813.26
84.93,34.17,2026-03,5.55%,⚪ 中性觀察,2025,-84.96,佳穎,21.56%,136.35,3310.TWO,7.579758143663366,📉 獲利侵蝕,0.34,3.39,68.9000015259,-107.1,22.14
30.53,24.77,2026-03,N/A,❌ 暫避觀望,2025,328.95,聯策,N/A,55.04999999999999,6658.TW,44.414168937329705,⚠️ 獲利稀釋,1.63,1.38,163.0,-107.41000000000003,436.36
-0.53,-47.64,2026-03,N/A,⚪ 中性觀察,2025,-36.0,喬福,N/A,31.5,1540.TW,9.09523827690476,📉 獲利侵蝕,0.32,1.11,19.1000003815,-107.52,71.52
0.37,-35.61,2026-03,19.86%,⚪ 中性觀察,2025,-63.29,科妍,75.32%,67.2,1786.TW,9.609374829709822,🏰 高護城河,0.29,2.24,43.0499992371,-107.71000000000001,44.42
19.44,12.8,2026-03,28.69%,⚪ 中性觀察,2025,-4.73,優群,49.95%,453.6,3217.TWO,4.199735449735449,📉 獲利侵蝕,2.82,12.69,127.0,-109.0,104.27
27.91,-26.31,2026-03,N/A,❌ 暫避觀望,2025,43.77,印能科技,N/A,1336.05,7734.TWO,28.68530369372404,⚠️ 獲利稀釋,14.68,33.5,2555.0,-109.34,153.11
19.26,0.0,2026-03,N/A,⚪ 中性觀察,2025,78.26,虎門科技,N/A,168.75,6791.TWO,8.88888888888889,⚠️ 獲利稀釋,1.64,4.16,100.0,-109.71,187.97
-15.0,-14.62,2026-03,-23.61%,⚪ 數據不足,2025,-14.71,欣大健康,30.43%,-74.55000000000001,4198.TWO,0.0,📉 獲利侵蝕,-0.39,-1.96,49.9000015259,-109.91999999999999,95.21
4.37,0.9,2026-03,21.47%,⚪ 中性觀察,2025,9.77,大車隊,51.63%,333.29999999999995,2640.TWO,7.020702070207021,🏰 高護城河,2.36,9.01,156.0,-110.06,119.83
-15.61,51.69,2026-03,18.21%,⚪ 中性觀察,2025,-4.79,璟德,44.03%,391.95000000000005,3152.TWO,8.304630692690393,📉 獲利侵蝕,1.39,9.42,217.0,-110.48,105.69
35.45,-8.36,2026-03,N/A,❌ 暫避觀望,2025,-46.56,伯特光,N/A,100.35000000000001,6859.TWO,17.33931240657698,📉 獲利侵蝕,1.01,2.86,116.0,-110.68,64.12
8.21,-4.02,2026-03,8.88%,⚪ 中性觀察,2025,-9.48,瑞昱,48.08%,1165.6499999999999,2379.TW,9.046454767726162,📉 獲利侵蝕,8.44,28.77,703.0,-111.19,101.71
2.75,1.74,2026-03,38.82%,⚪ 中性觀察,2025,12.12,台灣高鐵,43.22%,45.75000000000001,2633.TW,8.47540996114754,⚠️ 獲利稀釋,0.37,1.17,25.8500003815,-111.27,123.39
-0.63,-49.5,2026-03,15.38%,⚪ 中性觀察,2025,2.33,力特,33.67%,34.5,3051.TW,9.086956355869566,⚠️ 獲利稀釋,0.45,1.01,20.8999996185,-111.60000000000001,113.93
-74.75,-80.85,2026-03,N/A,⚪ 中性觀察,2025,-35.56,永信建,N/A,119.39999999999999,5508.TWO,6.520100694208543,📉 獲利侵蝕,0.87,3.07,51.9000015259,-112.39,76.83
1.32,-15.13,2026-03,30.40%,⚪ 中性觀察,2025,-14.42,台灣精銳,51.18%,438.9,4583.TW,14.354066985645934,🏰 高護城河,3.56,12.0,420.0,-112.84,98.42
15.91,23.44,2026-03,N/A,⚪ 中性觀察,2025,12.5,凌網,N/A,122.09999999999998,5212.TWO,5.694103006646192,⚠️ 獲利稀釋,0.54,4.74,46.3499984741,-112.86,125.36
-98.98,-116.36,2026-03,N/A,⚪ 數據不足,2025,-100.0,豐謙,N/A,-3.9000000000000004,5523.TWO,0.0,📉 獲利侵蝕,-0.04,-0.09,30.3500003815,-113.7,13.7
22.33,5.64,2026-03,32.41%,⚪ 中性觀察,2025,14.99,凡甲,48.09%,633.6,3526.TWO,6.202651515151515,⚠️ 獲利稀釋,4.7,16.97,262.0,-113.8,128.79
1.91,24.55,2026-03,N/A,⚪ 數據不足,2025,289.29,雅特力-KY,N/A,0.0,6907.TWO,0.0,⚠️ 獲利稀釋,1.16,2.08,176.5,-113.94999999999999,403.24
30.15,44.26,2026-03,N/A,⚪ 中性觀察,2025,2.94,東聯互動,N/A,545.5500000000001,7738.TWO,4.426725323068463,⚠️ 獲利稀釋,2.8,14.61,161.0,-114.82000000000001,117.76
-3.05,-48.04,2026-03,N/A,⚪ 中性觀察,2025,50.0,伯鑫,N/A,183.6,6904.TWO,9.967320261437909,⚠️ 獲利稀釋,1.83,5.44,122.0,-114.91999999999999,164.92
10.12,-207.69,2026-03,-18.85%,⚪ 數據不足,2025,154.74,李洲,38.23%,-67.35000000000001,3066.TWO,0.0,🔄 轉虧為盈,0.52,-1.4,24.1499996185,-115.12,269.86
-16.33,-28.5,2026-03,5.98%,⚪ 中性觀察,2025,-18.06,潤泰全,58.30%,339.15,2915.TW,2.5165856490888987,🏰 高護城河,2.59,9.29,56.9000015259,-115.60000000000001,97.54
4.11,0.0,2026-03,N/A,⚪ 中性觀察,2025,-73.68,景岳,N/A,17.700000000000003,3164.TW,13.30508458415254,📉 獲利侵蝕,0.05,0.66,15.6999998093,-116.14000000000001,42.46
5.21,2.75,2026-03,7.36%,⚪ 中性觀察,2025,14.09,王品,47.07%,614.25,2727.TW,5.57997557997558,⚠️ 獲利稀釋,5.04,16.02,228.5,-117.19999999999999,131.29
1.19,-38.61,2026-03,-0.97%,❌ 暫避觀望,2025,-17.86,訊聯,56.51%,37.8,1784.TWO,23.214285714285715,🏰 高護城河,0.25,1.02,58.5,-117.75,99.89
3.26,-11.08,2026-03,N/A,⚪ 中性觀察,2025,-3.51,晶碩,N/A,789.0,6491.TW,7.414448669201521,📉 獲利侵蝕,6.06,20.87,390.0,-118.16000000000001,114.65
16.33,20.95,2026-03,N/A,⚪ 中性觀察,2025,0.0,叡揚,N/A,262.2,6752.TWO,5.663615560640732,📉 獲利侵蝕,1.39,7.41,99.0,-119.32,119.32
12.32,-1.14,2026-03,14.55%,❌ 暫避觀望,2025,-17.75,聯發科,46.13%,2535.1499999999996,2454.TW,26.21146677711378,📉 獲利侵蝕,15.17,66.16,4430.0,-119.82,102.07
27.6,66.87,2026-03,N/A,⚪ 中性觀察,2025,-42.98,創惟,N/A,230.1,6104.TWO,5.814862904054759,📉 獲利侵蝕,1.34,5.62,89.1999969482,-119.94,76.96
30.1,58.93,2026-03,N/A,⚪ 中性觀察,2025,-15.62,德鴻,N/A,72.30000000000001,6910.TWO,5.165975024585062,📉 獲利侵蝕,0.27,2.0,24.8999996185,-120.44,104.82
-45.74,35.27,2026-03,-45.63%,⚪ 數據不足,2025,-120.75,華軒,41.62%,-137.1,2740.TWO,0.0,📉 獲利侵蝕,-1.32,-3.19,32.0999984741,-120.76,0.01
16.68,18.9,2026-03,N/A,❌ 暫避觀望,2025,41.3,創威,N/A,72.30000000000001,6530.TWO,18.568464730290454,⚠️ 獲利稀釋,0.65,1.95,89.5,-121.67,162.97
28.45,-55.26,2026-03,N/A,❌ 暫避觀望,2025,-175.0,嘉雨思-創,N/A,7.649999999999999,6921.TW,117.45098338411768,🌑 雙重衰退,-0.27,0.35,59.9000015259,-121.88,-53.12
62.42,60.48,2026-03,N/A,❌ 暫避觀望,2025,74.56,竑騰,N/A,748.35,7751.TWO,27.25997193826418,⚠️ 獲利稀釋,7.0,20.5,1360.0,-121.99000000000001,196.55
-34.5,-87.49,2026-03,N/A,❌ 暫避觀望,2025,-12.87,倉和,N/A,74.55,6538.TWO,73.44064386317908,📉 獲利侵蝕,0.9,1.15,365.0,-122.89,110.02
-4.66,-12.45,2026-03,N/A,⚪ 中性觀察,2025,-7.91,裕融,N/A,288.15000000000003,9941.TW,4.216553878188443,📉 獲利侵蝕,1.82,7.68,81.0,-123.75,115.84
-29.66,-23.57,2026-03,N/A,⚪ 中性觀察,2025,-79.31,長虹,N/A,140.85000000000002,5534.TW,7.784877366783813,📉 獲利侵蝕,0.19,6.0,73.0999984741,-124.1,44.79
7.33,-10.33,2026-03,N/A,⚪ 中性觀察,2025,-18.52,常廣,N/A,78.89999999999999,6730.TWO,6.064638710741446,📉 獲利侵蝕,0.44,2.14,31.8999996185,-124.7,106.18
-2.6,-10.32,2026-03,35.64%,⚪ 中性觀察,2025,2.97,新巨,49.30%,141.3,2420.TW,5.668789970902336,⚠️ 獲利稀釋,1.05,3.91,53.4000015259,-124.86,127.83
15.28,46.94,2026-03,-48.58%,⚪ 數據不足,2025,-151.35,基亞,56.72%,-9.600000000000001,3176.TWO,0.0,🏰 高護城河,-0.38,-0.78,38.0499992371,-124.99,-26.36
19.6,84.62,2026-03,4.68%,⚪ 數據不足,2025,644.0,日成-KY,18.47%,-3.4499999999999997,4807.TW,0.0,🔄 轉虧為盈,1.7,-0.24,30.7999992371,-125.00999999999999,769.01
3.86,-18.72,2026-03,N/A,⚪ 中性觀察,2025,20.78,科定,N/A,135.6,6655.TW,13.606194690265488,⚠️ 獲利稀釋,0.95,3.92,123.0,-127.46000000000001,148.24
5.58,41.67,2026-03,-74.64%,⚪ 數據不足,2025,-41.18,新零售,73.88%,-23.400000000000002,3085.TWO,0.0,🏰 高護城河,-0.24,-0.56,11.3999996185,-127.63,86.45
-5.55,-42.92,2026-03,12.43%,⚪ 中性觀察,2025,170.77,捷流閥業,31.57%,195.6,4580.TWO,6.196319252438651,⚠️ 獲利稀釋,1.76,5.03,80.8000030518,-127.81999999999996,298.59
-12.98,-29.79,2026-03,17.75%,❌ 暫避觀望,2025,1.33,前鼎,46.40%,75.3,4908.TWO,44.62151394422311,⚠️ 獲利稀釋,0.76,1.98,224.0,-127.85000000000001,129.18
12.28,-15.21,2026-03,29.92%,⚪ 中性觀察,2025,5.34,嘉澤,51.54%,2491.8,3533.TW,9.150012039489525,🏰 高護城河,21.37,70.17,1520.0,-128.04,133.38
-1.34,-14.93,2026-03,N/A,⚪ 中性觀察,2025,4.21,耕興,N/A,405.75,6146.TWO,6.580406654343808,⚠️ 獲利稀釋,2.97,10.77,178.0,-128.85,133.06
7.16,10.48,2026-03,N/A,⚪ 中性觀察,2025,24.33,寶雅,N/A,1085.5500000000002,5904.TWO,1.0087052646124084,⚠️ 獲利稀釋,9.3,29.54,73.0,-129.17000000000002,153.5
27.05,7.23,2026-03,N/A,⚪ 中性觀察,2025,3.92,創為精密,N/A,130.65,6899.TWO,5.642939325591274,⚠️ 獲利稀釋,1.08,3.59,49.1500015259,-129.32000000000002,133.24
14.52,79.17,2026-03,23.50%,⚪ 中性觀察,2025,-30.43,友霖,60.10%,28.35,4166.TWO,12.592592188941797,🏰 高護城河,0.16,0.9,23.7999992371,-130.9,100.47
29.17,51.69,2026-03,N/A,❌ 暫避觀望,2025,103.4,新代,N/A,1357.5,7750.TW,20.883977900552487,⚠️ 獲利稀釋,15.38,35.12,1890.0,-131.37,234.77
-3.02,-25.66,2026-03,N/A,⚪ 中性觀察,2025,-45.71,詮欣,N/A,71.55,6205.TW,12.62054523331237,📉 獲利侵蝕,0.38,2.0,60.2000007629,-132.45,86.74
2.24,56.47,2026-03,N/A,❌ 暫避觀望,2025,107.14,立積,N/A,68.55000000000001,4968.TW,19.25601750547046,⚠️ 獲利稀釋,0.58,2.66,88.0,-132.72000000000003,239.86
12.01,382.35,2026-03,N/A,⚪ 中性觀察,2025,-5.56,同亨,N/A,67.64999999999999,5490.TWO,5.543237250554324,📉 獲利侵蝕,0.7,1.69,25.0,-133.04999999999998,127.49
12.26,-22.51,2026-03,17.47%,❌ 暫避觀望,2025,15.91,家登,43.28%,282.3,3680.TWO,25.956429330499468,⚠️ 獲利稀釋,2.55,9.43,488.5,-133.55,149.46
1.84,-2.28,2026-03,9.02%,⚪ 中性觀察,2025,2.56,寶陞,48.05%,77.25,2948.TWO,7.310679907941748,⚠️ 獲利稀釋,0.4,2.14,37.6500015259,-133.64,136.2
59.93,56.98,2026-03,29.56%,❌ 暫避觀望,2025,81.01,弘塑,42.10%,1553.55,3131.TWO,22.400308969778894,⚠️ 獲利稀釋,16.11,45.48,2320.0,-134.24,215.25
-7.04,-41.32,2026-03,N/A,⚪ 中性觀察,2025,-70.27,台南-KY,N/A,42.45,5906.TW,13.604240282685511,📉 獲利侵蝕,0.11,0.98,38.5,-134.56,64.29
-35.35,-33.33,2026-03,N/A,⚪ 中性觀察,2025,166.67,大城地產,N/A,158.10000000000002,6171.TWO,2.452561706024668,⚠️ 獲利稀釋,0.08,3.82,25.8500003815,-135.08,301.75
2.05,-51.49,2026-03,7.58%,❌ 暫避觀望,2025,90.48,耀登,41.30%,15.3,3138.TW,84.80392156862744,⚠️ 獲利稀釋,-0.02,1.5,86.5,-136.5,226.98
18.28,56.72,2026-03,N/A,⚪ 中性觀察,2025,-21.62,尚凡*,N/A,38.849999999999994,5278.TWO,8.996138701583012,📉 獲利侵蝕,0.29,1.05,23.2999992371,-136.71,115.09
3.61,-27.37,2026-03,N/A,⚪ 中性觀察,2025,-11.9,富致,N/A,93.15,6642.TWO,12.093397499855074,📉 獲利侵蝕,0.74,2.6,75.0999984741,-136.76,124.86
-9.62,-80.37,2026-03,-7.54%,⚪ 中性觀察,2025,45.45,加捷生醫,24.70%,13.35,4109.TWO,12.415730551348314,⚠️ 獲利稀釋,0.15,0.43,11.0500001907,-136.98000000000002,182.43
-15.41,-106.78,2026-03,N/A,⚪ 數據不足,2025,100.0,鑫創電子,N/A,-35.849999999999994,6680.TWO,0.0,🔄 轉虧為盈,0.08,-0.29,53.7999992371,-137.41,237.41
-1.96,-13.11,2026-03,18.07%,⚪ 數據不足,2025,-34.68,東陽,33.68%,0.0,1319.TW,0.0,📉 獲利侵蝕,1.62,6.43,0.0,-137.46,102.78
-1.73,-55.59,2026-03,N/A,❌ 暫避觀望,2025,-35.0,保勝光學,N/A,45.3,6517.TWO,20.198675496688743,📉 獲利侵蝕,0.52,1.63,61.0,-137.54000000000002,102.54
9.13,31.82,2026-03,-7.01%,⚪ 數據不足,2025,0.0,農林,40.70%,-5.7,2913.TW,0.0,📉 獲利侵蝕,-0.04,-0.15,10.9499998093,-137.61,137.61
-7.53,-87.79,2026-03,N/A,⚪ 中性觀察,2025,-94.21,可寧衛*,N/A,299.54999999999995,8422.TW,1.2994492119629446,📉 獲利侵蝕,0.21,1.29,25.9500007629,-137.88,43.67
9.26,-0.43,2026-03,N/A,⚪ 中性觀察,2025,10.57,飛捷,N/A,277.65000000000003,6206.TW,7.401404646137222,⚠️ 獲利稀釋,2.51,6.9,137.0,-138.13,148.7
-6.21,81.39,2026-03,N/A,⚪ 中性觀察,2025,-34.88,瑞耘,N/A,175.2,6532.TWO,7.851027135976027,📉 獲利侵蝕,0.84,7.31,91.6999969482,-138.3,103.42
34.16,34.19,2026-03,N/A,⚪ 數據不足,2025,35.71,蒙恬,N/A,-33.3,5211.TWO,0.0,⚠️ 獲利稀釋,-0.18,-0.77,20.6000003815,-138.5,174.21
10.49,-33.45,2026-03,1.28%,⚪ 中性觀察,2025,173.33,鼎天,25.80%,83.55000000000001,3306.TWO,8.141830964829442,⚠️ 獲利稀釋,0.11,1.95,45.3499984741,-138.67999999999998,312.01
15.04,-4.63,2026-03,N/A,⚪ 中性觀察,2025,10.06,博大,N/A,223.8,8109.TWO,8.478552278820375,⚠️ 獲利稀釋,1.75,6.18,126.5,-138.73,148.79
-10.66,-19.23,2026-03,-3.56%,❌ 暫避觀望,2025,400.0,東和,15.75%,5.8500000000000005,1414.TW,44.10256605871795,⚠️ 獲利稀釋,0.06,0.19,17.2000007629,-139.09000000000003,539.09
12.79,-47.4,2026-03,N/A,⚪ 中性觀察,2025,-87.95,君曜,N/A,78.0,7770.TWO,7.115384615384615,📉 獲利侵蝕,0.1,3.0,37.0,-139.35,51.4
3.64,2.97,2026-03,N/A,⚪ 中性觀察,2025,2.74,中華資安,N/A,440.70000000000005,7765.TW,7.998638529611981,⚠️ 獲利稀釋,3.38,11.47,235.0,-139.45,142.19
4.97,-6.08,2026-03,11.73%,⚪ 中性觀察,2025,-69.05,生合,49.97%,193.95,1295.TWO,3.4686773761871614,📉 獲利侵蝕,0.39,5.29,44.8499984741,-139.69,70.64
-12.93,-147.27,2026-03,N/A,⚪ 數據不足,2025,-109.68,迅杰,N/A,-18.6,6243.TW,0.0,📉 獲利侵蝕,-0.03,-0.52,36.4000015259,-140.07,30.39
-1.51,-4.72,2026-03,12.30%,⚪ 中性觀察,2025,-31.58,君帆,34.23%,134.39999999999998,4584.TWO,4.1294642857142865,📉 獲利侵蝕,0.91,3.43,37.0,-140.25,108.67
0.46,-24.75,2026-03,N/A,⚪ 中性觀察,2025,-36.22,瓦城,N/A,290.85,2729.TWO,7.710159876224858,📉 獲利侵蝕,1.64,6.76,149.5,-140.68,104.46
62.61,-29.75,2026-03,2.86%,❌ 暫避觀望,2025,-69.92,智原,42.16%,99.74999999999999,3035.TW,25.56390977443609,📉 獲利侵蝕,0.4,2.81,170.0,-141.57,71.65
-3.28,-48.05,2026-03,N/A,❌ 暫避觀望,2025,102.78,迅德,N/A,52.95,6292.TWO,18.158639794362607,⚠️ 獲利稀釋,0.73,2.0,64.0999984741,-141.77,244.55
5.0,-0.84,2026-03,N/A,⚪ 中性觀察,2025,-4.18,致新,N/A,659.1,8081.TW,5.5985434683659525,📉 獲利侵蝕,4.62,17.76,246.0,-141.78,137.6
9.33,15.63,2026-03,N/A,⚪ 中性觀察,2025,-8.28,明達醫,N/A,215.7,6527.TWO,5.215577190542421,📉 獲利侵蝕,1.33,5.8,75.0,-141.87,133.59
170.31,18.35,2026-03,N/A,⚪ 數據不足,2025,1.56,益得,N/A,-88.05,6461.TWO,0.0,⚠️ 獲利稀釋,-0.63,-2.57,24.6000003815,-141.93,143.49
-27.76,-39.84,2026-03,N/A,⚪ 中性觀察,2025,-52.24,裕山,N/A,127.64999999999999,7715.TWO,3.2197414357814336,📉 獲利侵蝕,0.64,3.09,27.3999996185,-142.2,89.96
11.97,10.18,2026-03,31.25%,⚪ 中性觀察,2025,37.91,亞德客-KY,47.51%,1583.5500000000002,1590.TW,12.124656625935398,⚠️ 獲利稀釋,13.35,42.0,1280.0,-142.26,180.17
1.9,6.47,2026-03,-58.77%,⚪ 數據不足,2025,-91.38,正峰,32.24%,-39.0,1538.TW,0.0,📉 獲利侵蝕,-1.11,-1.59,8.8500003815,-142.72,51.34
36.88,-246.15,2026-03,N/A,⚪ 數據不足,2025,300.0,凱鈺,N/A,-13.65,5468.TWO,0.0,🔄 轉虧為盈,0.12,-0.65,24.2000007629,-143.05,443.05
-2.07,-19.62,2026-03,16.92%,⚪ 中性觀察,2025,-28.44,聯詠,38.19%,1029.8999999999999,3034.TW,7.879405767550248,📉 獲利侵蝕,6.19,26.87,541.0,-143.09,114.65
14.37,14.0,2026-03,N/A,❌ 暫避觀望,2025,41.67,雷虎,N/A,35.24999999999999,8033.TW,70.85106382978725,⚠️ 獲利稀釋,0.34,0.58,166.5,-144.31,185.98
1.76,6.64,2026-03,N/A,⚪ 中性觀察,2025,-19.19,譜瑞-KY,N/A,1293.4499999999998,4966.TWO,6.065174533225097,📉 獲利侵蝕,6.77,34.51,523.0,-144.99,125.8
116.34,110.03,2026-03,N/A,❌ 暫避觀望,2025,61.74,鴻勁,N/A,2791.5,7769.TW,32.96614723267061,⚠️ 獲利稀釋,25.7,75.71,6135.0,-145.23999999999998,206.98
-7.32,-50.22,2026-03,N/A,⚪ 中性觀察,2025,92.31,晶達,N/A,72.45,4995.TWO,10.745341930828157,⚠️ 獲利稀釋,1.01,2.25,51.9000015259,-145.57999999999998,237.89
-6.81,-10.94,2026-03,N/A,❌ 暫避觀望,2025,123.53,訊映,N/A,11.549999999999999,4155.TW,19.090908843246755,⚠️ 獲利稀釋,0.39,0.58,14.6999998093,-145.98999999999998,269.52
-10.06,-23.5,2026-03,14.34%,⚪ 中性觀察,2025,-15.52,味王,33.56%,63.3,1203.TW,10.106635432677725,📉 獲利侵蝕,0.49,1.81,42.6500015259,-146.18,130.66
-15.67,-50.94,2026-03,N/A,⚪ 中性觀察,2025,-66.89,昶瑞機電,N/A,130.35000000000002,7642.TWO,8.204833492727271,📉 獲利侵蝕,0.5,3.29,71.3000030518,-146.45999999999998,79.57
34.56,47.62,2026-03,N/A,❌ 暫避觀望,2025,30.71,捷創科技,N/A,202.2,7810.TWO,15.615727002967361,⚠️ 獲利稀釋,1.83,6.25,210.5,-147.03,177.74
51.84,-7.07,2026-03,N/A,⚪ 中性觀察,2025,-39.77,智通*,N/A,107.1,8932.TWO,12.016807150112045,📉 獲利侵蝕,0.53,1.85,85.8000030518,-147.64000000000001,107.87
2.84,-5.93,2026-03,N/A,⚪ 中性觀察,2025,3.33,聯寶,N/A,41.699999999999996,6821.TWO,14.424459882769785,⚠️ 獲利稀釋,0.32,1.13,40.0999984741,-147.67999999999998,151.01
12.43,32.55,2026-03,N/A,❌ 暫避觀望,2025,17.55,達興材料,N/A,275.1,5234.TW,15.40348964013086,⚠️ 獲利稀釋,2.21,7.37,282.5,-147.81,165.36
-2.1,-25.47,2026-03,N/A,⚪ 中性觀察,2025,-29.73,三能-KY,N/A,76.94999999999999,6671.TW,4.434697855750488,📉 獲利侵蝕,0.26,2.37,22.75,-148.18,118.45
2.69,3.23,2026-03,N/A,⚪ 中性觀察,2025,-62.5,時報,N/A,34.199999999999996,8923.TWO,8.1140350877193,📉 獲利侵蝕,0.18,0.96,18.5,-148.53,86.03
-23.02,-58.85,2026-03,N/A,❌ 暫避觀望,2025,-29.77,駐龍,N/A,106.8,4572.TW,19.873595505617978,📉 獲利侵蝕,0.92,3.0,141.5,-148.87,119.1
42.0,49.96,2026-03,31.26%,❌ 暫避觀望,2025,-0.63,健策,41.25%,1359.6,3653.TW,58.58340688437776,📉 獲利侵蝕,9.53,36.75,5310.0,-149.18,148.55
-21.77,-148.96,2026-03,-15.73%,⚪ 數據不足,2025,-42.86,為升,23.65%,-24.3,2231.TW,0.0,🔄 轉虧為盈,0.4,-1.63,89.0,-149.42000000000002,106.56
-42.69,-10.0,2026-03,N/A,⚪ 數據不足,2025,16.0,安克,N/A,-33.75,4188.TWO,0.0,⚠️ 獲利稀釋,-0.21,-0.88,14.1999998093,-150.01,166.01
-3.71,38.64,2026-03,N/A,⚪ 數據不足,2025,111.11,光鼎,N/A,-9.9,6226.TW,0.0,🔄 轉虧為盈,0.01,-0.28,36.2999992371,-150.05,261.16
9.51,10.39,2026-03,N/A,⚪ 中性觀察,2025,9.09,星亞,N/A,157.95,7753.TWO,3.380816569240266,⚠️ 獲利稀釋,1.08,4.22,35.5999984741,-150.47,159.56
-9.99,1.75,2026-03,23.11%,⚪ 數據不足,2025,17.31,國光生,49.56%,-47.25000000000001,4142.TW,0.0,⚠️ 獲利稀釋,-0.44,-0.57,17.2000007629,-150.56,167.87
23.89,198.64,2026-03,N/A,⚪ 中性觀察,2025,41.89,力智,N/A,222.3,6719.TW,12.078272604588394,⚠️ 獲利稀釋,2.1,6.58,179.0,-150.93,192.82
23.03,-12.9,2026-03,N/A,❌ 暫避觀望,2025,64.88,雍智科技,N/A,550.4999999999999,6683.TWO,39.50953678474115,⚠️ 獲利稀釋,6.23,15.42,1450.0,-151.18,216.06
5.99,-192.54,2026-03,-19.63%,⚪ 數據不足,2025,-104.55,華義*,44.07%,-25.5,3086.TWO,0.0,📉 獲利侵蝕,-0.01,-0.62,28.7000007629,-152.4,47.85
35.51,40.24,2026-03,N/A,❌ 暫避觀望,2025,13.4,穎崴,N/A,1842.6000000000001,6515.TW,51.367632692933896,⚠️ 獲利稀釋,19.54,46.93,6310.0,-152.6,166.0
786.25,131.69,2026-03,N/A,⚪ 中性觀察,2025,-82.61,辣椒,N/A,144.9,4946.TWO,9.54451314163561,📉 獲利侵蝕,0.41,3.14,92.1999969482,-152.6,69.99
-15.03,-39.39,2026-03,N/A,⚪ 中性觀察,2025,-69.68,奕力-KY,N/A,120.60000000000001,6962.TW,3.7997511488930344,📉 獲利侵蝕,0.58,2.87,30.5499992371,-152.73000000000002,83.05
