prev_rev_yoy,prev_eps_yoy,date,om,advice,prev_year,eps_yoy,name,gm,est_price,symbol,pe,status,eps,prev_eps,price,expansion,rev_yoy
-14.66,-259.36,2026-03,N/A,⚪ 數據不足,2025,-909.09,築間,N/A,-171.60000000000002,7723.TWO,0.0,📉 獲利侵蝕,-0.9,-6.69,18.75,-984.34,75.25
2.6,-286.84,2026-03,-0.44%,⚪ 數據不足,2025,151.52,易飛網,15.72%,-44.7,2734.TWO,0.0,🔄 轉虧為盈,0.17,-1.42,14.6000003815,-984.71,1136.23
14.78,58.56,2026-03,N/A,⚪ 數據不足,2025,76.0,彩晶,N/A,-27.599999999999998,6116.TW,0.0,⚠️ 獲利稀釋,-0.06,-0.75,13.6499996185,-985.9300000000001,1061.93
-12.26,-1354.17,2026-03,N/A,⚪ 數據不足,2025,-495.0,來思達,N/A,-118.8,8066.TWO,0.0,📉 獲利侵蝕,-0.91,-3.49,14.5,-998.5899999999999,503.59
-21.83,-57.28,2026-03,N/A,⚪ 中性觀察,2025,-24.24,豐藝,N/A,95.7,6189.TW,7.3040749959404385,📉 獲利侵蝕,1.0,2.73,46.5999984741,-999.11,974.87
2.83,-92.04,2026-03,-1.26%,⚪ 數據不足,2025,-753.85,廣華-KY,22.76%,-112.80000000000001,1338.TW,0.0,📉 獲利侵蝕,-1.15,-2.24,14.3000001907,-999.97,246.12
-61.92,-38.16,2026-03,N/A,⚪ 數據不足,2025,6.82,浩宇生醫,N/A,-76.95,6872.TWO,0.0,⚠️ 獲利稀釋,-0.41,-2.14,22.8999996185,-1002.0,1008.82
-32.9,-45.83,2026-03,N/A,❌ 暫避觀望,2025,388.24,大展證,N/A,17.099999999999998,6020.TWO,17.938597160438597,⚠️ 獲利稀釋,0.49,0.39,20.4500007629,-1006.46,1394.7
26.05,-440.0,2026-03,-13.20%,⚪ 數據不足,2025,-125.0,耀勝,11.52%,-7.800000000000001,3207.TWO,0.0,📉 獲利侵蝕,-0.45,-0.82,36.6500015259,-1006.55,881.55
6.13,-31.22,2026-03,0.67%,❌ 暫避觀望,2025,-53.13,瑞軒,9.15%,37.49999999999999,2489.TW,15.000000000000004,📉 獲利侵蝕,0.15,1.22,37.5,-1013.84,960.71
-7.75,189.47,2026-03,-10.81%,❌ 暫避觀望,2025,-700.0,雲嘉南,29.43%,2.999999999999999,3191.TWO,82.50000000000001,📉 獲利侵蝕,-0.32,0.51,16.5,-1025.38,325.38
58.82,88.24,2026-03,N/A,⚪ 數據不足,2025,260.0,德宏,N/A,-6.6000000000000005,5475.TWO,0.0,🔄 轉虧為盈,0.24,-0.16,170.0,-1028.64,1288.64
22.72,25.0,2026-03,N/A,⚪ 數據不足,2025,-900.0,晉弘,N/A,-24.150000000000002,6796.TW,0.0,📉 獲利侵蝕,-0.32,0.2,50.9000015259,-1029.28,129.28
11.07,-33.33,2026-03,N/A,❌ 暫避觀望,2025,182.35,福懋科,N/A,39.300000000000004,8131.TW,21.946564885496183,⚠️ 獲利稀釋,0.96,1.36,57.5,-1037.25,1219.6
5.45,-64.1,2026-03,N/A,❌ 暫避觀望,2025,200.0,南茂,N/A,13.649999999999999,8150.TW,92.74725442406594,⚠️ 獲利稀釋,0.72,0.7,84.4000015259,-1037.92,1237.92
0.36,-15.09,2026-03,1.10%,⚪ 中性觀察,2025,10.0,福壽,9.65%,13.05,1219.TW,12.8735629991954,⚠️ 獲利稀釋,0.11,0.45,11.1999998093,-1043.77,1053.77
-7.42,-248.85,2026-03,N/A,⚪ 數據不足,2025,-46.67,霖宏,N/A,-131.54999999999998,5464.TWO,0.0,🔄 轉虧為盈,0.16,-2.59,85.1999969482,-1046.69,1000.02
72.06,57.01,2026-03,3.96%,⚪ 中性觀察,2025,-0.9,神達,10.03%,184.04999999999998,3706.TW,6.324368253797882,📉 獲利侵蝕,1.1,5.15,77.5999984741,-1047.3000000000002,1046.4
-6.25,8.0,2026-03,5.38%,⚪ 中性觀察,2025,15.79,福懋油,10.74%,59.7,1225.TW,6.193467240829145,⚠️ 獲利稀釋,0.44,1.62,24.6499996185,-1058.26,1074.05
-1.96,-300.0,2026-03,N/A,⚪ 數據不足,2025,330.0,凌巨,N/A,-15.0,8105.TW,0.0,🔄 轉虧為盈,0.43,-0.3,14.1499996185,-1063.26,1393.26
-3.46,-17.53,2026-03,N/A,⚪ 中性觀察,2025,-28.74,富邦媒,N/A,412.79999999999995,8454.TW,8.793604651162791,📉 獲利侵蝕,2.43,11.29,242.0,-1066.47,1037.73
4.86,66.15,2026-03,N/A,⚪ 中性觀察,2025,20.0,倍微,N/A,38.1,6270.TWO,11.043306786259842,⚠️ 獲利稀釋,0.24,1.08,28.0499992371,-1067.95,1087.95
55.97,-140.0,2026-03,-0.09%,❌ 暫避觀望,2025,-542.86,興泰,27.19%,10.949999999999998,1235.TW,50.54794729575344,📉 獲利侵蝕,-0.54,-0.03,36.9000015259,-1069.73,526.87
27.07,24.57,2026-03,4.26%,⚪ 中性觀察,2025,69.03,技嘉,10.28%,735.45,2376.TW,6.995716908015501,⚠️ 獲利稀釋,7.86,18.2,343.0,-1069.81,1138.84
-2.48,71.43,2026-03,-6.13%,⚪ 中性觀察,2025,188.24,百容,8.90%,32.7,2483.TW,13.89908221885321,⚠️ 獲利稀釋,0.15,0.6,30.2999992371,-1071.6,1259.84
-9.17,-116.18,2026-03,N/A,⚪ 數據不足,2025,17.65,利勤,N/A,-111.9,4426.TW,0.0,⚠️ 獲利稀釋,-0.28,-2.94,7.4699997902,-1083.04,1100.69
-6.4,102.7,2026-03,N/A,❌ 暫避觀望,2025,157.58,大拓-KY,N/A,2.8499999999999996,8455.TWO,123.68421052631581,⚠️ 獲利稀釋,0.19,0.02,23.5,-1091.29,1248.87
-3.95,-21.74,2026-03,N/A,⚪ 數據不足,2025,-250.0,佳總,N/A,-38.1,5355.TWO,0.0,📉 獲利侵蝕,-0.14,-1.12,6.5399999619,-1098.03,848.03
-0.68,-31.13,2026-03,1.90%,⚪ 中性觀察,2025,-5.88,東隆興,8.57%,23.55,4401.TWO,8.63057336987261,📉 獲利侵蝕,0.16,0.73,13.5500001907,-1098.3000000000002,1092.42
-28.43,-47.37,2026-03,0.03%,❌ 暫避觀望,2025,-200.0,三商壽,3.78%,3.1500000000000004,2867.TW,46.190475282380945,📉 獲利侵蝕,-0.03,0.2,9.6999998093,-1107.13,907.13
-0.22,25.0,2026-03,N/A,❌ 暫避觀望,2025,162.5,亞通,N/A,18.9,6179.TWO,27.658728947698414,⚠️ 獲利稀釋,0.27,0.05,34.8499984741,-1108.55,1271.05
9.49,8.37,2026-03,N/A,⚪ 數據不足,2025,8.54,金萬林-創,N/A,-98.39999999999999,6645.TW,0.0,⚠️ 獲利稀釋,-0.76,-2.41,12.6499996185,-1111.44,1119.98
58.33,-100.0,2026-03,-34.05%,❌ 暫避觀望,2025,-100.0,天方能源,29.35%,12.6,3073.TWO,25.0,📉 獲利侵蝕,0.0,0.0,21.0,-1111.49,1011.49
-15.24,-147.12,2026-03,-21.28%,⚪ 數據不足,2025,21.49,鴻碩,1.51%,-204.29999999999998,3092.TW,0.0,⚠️ 獲利稀釋,-0.95,-5.14,21.6000003815,-1112.6,1134.09
8.58,22.08,2026-03,N/A,❌ 暫避觀望,2025,135.2,亞泰金屬,N/A,240.74999999999994,6727.TWO,29.252336448598136,⚠️ 獲利稀釋,2.94,6.8,469.5,-1116.22,1251.42
9.01,22.78,2026-03,N/A,⚪ 中性觀察,2025,140.0,好德,N/A,69.3,3114.TWO,6.3528139353896105,⚠️ 獲利稀釋,0.73,2.22,29.3500003815,-1119.13,1259.13
11.23,-8.26,2026-03,N/A,⚪ 中性觀察,2025,-260.42,博弘,N/A,123.15,6997.TWO,8.124238361534712,📉 獲利侵蝕,-2.31,5.11,66.6999969482,-1120.8700000000001,860.45
41.88,17.08,2026-03,N/A,⚪ 中性觀察,2025,64.84,茂綸,N/A,251.25,6227.TWO,7.91044776119403,⚠️ 獲利稀釋,3.0,7.54,132.5,-1125.1100000000001,1189.95
-0.1,-43.36,2026-03,37.60%,⚪ 中性觀察,2025,3200.0,新興,45.87%,42.3,2605.TW,12.429077743652485,⚠️ 獲利稀釋,0.66,1.45,35.0499992371,-1128.0299999999997,4328.03
-4.78,-39.68,2026-03,2.26%,⚪ 數據不足,2025,50.0,亞聚,6.52%,-60.300000000000004,1308.TW,0.0,⚠️ 獲利稀釋,-0.2,-1.76,13.8999996185,-1130.96,1180.96
15.12,-26.67,2026-03,7.27%,⚪ 中性觀察,2025,120.75,新光鋼,12.43%,123.89999999999999,2031.TW,5.242130658244553,⚠️ 獲利稀釋,0.22,3.3,43.2999992371,-1132.16,1252.91
-25.98,62.26,2026-03,N/A,⚪ 數據不足,2025,46.58,光耀,N/A,-121.05000000000001,3666.TWO,0.0,⚠️ 獲利稀釋,-0.4,-3.45,25.0,-1132.8500000000001,1179.43
-16.11,55.88,2026-03,-4.90%,⚪ 數據不足,2025,0.0,南紡,7.45%,-4.2,1440.TW,0.0,📉 獲利侵蝕,-0.05,-0.15,13.0500001907,-1137.15,1137.15
85.08,-245.95,2026-03,-39.60%,⚪ 數據不足,2025,-105.88,永捷,-12.82%,-0.3000000000000011,4714.TWO,0.0,📉 獲利侵蝕,-0.02,-0.54,11.1000003815,-1138.98,1033.1
20.96,-70.0,2026-03,-39.20%,⚪ 數據不足,2025,60.0,桂田文創,46.90%,-11.700000000000001,4806.TWO,0.0,⚠️ 獲利稀釋,-0.04,-0.34,9.029999733,-1141.0,1201.0
19.77,-90.74,2026-03,N/A,⚪ 數據不足,2025,40.0,研通,N/A,-1.7999999999999996,6229.TWO,0.0,⚠️ 獲利稀釋,0.14,0.05,23.2000007629,-1150.45,1190.45
8.17,4.7,2026-03,N/A,⚪ 中性觀察,2025,8.11,建��,N/A,156.75,3046.TW,4.995215384009569,⚠️ 獲利稀釋,1.2,4.01,52.2000007629,-1154.96,1163.07
-0.95,28.3,2026-03,N/A,⚪ 數據不足,2025,166.67,榮星,N/A,-1.3499999999999996,1617.TW,0.0,⚠️ 獲利稀釋,0.08,0.68,17.6000003815,-1158.57,1325.24
38.99,51.64,2026-03,N/A,⚪ 中性觀察,2025,610.0,必應,N/A,305.85,6625.TW,3.5948996101912702,⚠️ 獲利稀釋,1.42,9.13,73.3000030518,-1158.76,1768.76
24.87,18.74,2026-03,N/A,⚪ 中性觀察,2025,564.0,巨漢,N/A,384.29999999999995,6903.TWO,11.338797814207652,⚠️ 獲利稀釋,6.72,10.62,290.5,-1163.49,1727.49
19.04,63.03,2026-03,N/A,⚪ 中性觀察,2025,149.34,亞翔,N/A,959.4,6139.TW,11.14759224515322,⚠️ 獲利稀釋,9.45,30.51,713.0,-1166.03,1315.37
-17.66,-1750.0,2026-03,-1.33%,⚪ 數據不足,2025,1437.5,台化,4.05%,-31.499999999999993,1326.TW,0.0,🔄 轉虧為盈,1.07,-0.99,65.8000030518,-1168.92,2606.42
10.06,-134.48,2026-03,N/A,⚪ 數據不足,2025,-450.0,華盈,N/A,-6.0,3520.TWO,0.0,📉 獲利侵蝕,-0.07,-0.1,17.1499996185,-1174.03,724.03
-14.6,-22.09,2026-03,6.22%,⚪ 中性觀察,2025,-202.5,江申,20.24%,97.2,1525.TW,9.907406936450617,📉 獲利侵蝕,-0.82,3.21,64.1999969482,-1180.25,977.75
13.3,-407.14,2026-03,5.07%,⚪ 數據不足,2025,685.71,晟鈦,10.48%,-13.799999999999999,3229.TW,0.0,🔄 轉虧為盈,0.55,-0.43,60.2999992371,-1183.18,1868.89
18.08,-24.07,2026-03,N/A,⚪ 數據不足,2025,-780.0,安力-KY,N/A,-14.4,5223.TWO,0.0,📉 獲利侵蝕,-0.44,-0.67,22.8999996185,-1190.26,410.26
45.18,-35.0,2026-03,N/A,⚪ 數據不足,2025,-37.86,訊芯-KY,N/A,-52.05,6451.TW,0.0,📉 獲利侵蝕,-1.45,0.26,394.0,-1205.6899999999998,1167.83
4.63,1502.33,2026-03,-28.70%,⚪ 中性觀察,2025,-1180.0,大魯閣,34.83%,74.25,1432.TW,3.0202019816767676,📉 獲利侵蝕,-0.54,6.03,14.9499998093,-1212.83,32.83
-0.55,-4.59,2026-03,1.66%,⚪ 中性觀察,2025,0.0,金寶,5.36%,42.0,2312.TW,11.107142993392857,📉 獲利侵蝕,0.35,1.05,31.1000003815,-1226.55,1226.55
-0.23,-54.76,2026-03,N/A,❌ 暫避觀望,2025,-700.0,中光電,N/A,19.349999999999998,5371.TWO,64.72868217054264,📉 獲利侵蝕,-0.3,0.95,83.5,-1230.2,530.2
-9.54,-49.53,2026-03,6.13%,❌ 暫避觀望,2025,-1257.14,由田,53.12%,28.349999999999994,3455.TWO,119.31216931216933,🏰 高護城河,-0.81,2.67,225.5,-1236.95,-20.19
-68.65,-106.76,2026-03,-24.14%,⚪ 數據不足,2025,-975.0,藝舍-KY,16.85%,-16.200000000000003,2724.TWO,0.0,📉 獲利侵蝕,-0.43,-0.2,10.3000001907,-1239.19,264.19
4.48,-14.2,2026-03,N/A,⚪ 數據不足,2025,1388.46,力積電,N/A,-19.050000000000004,6770.TW,0.0,🔄 轉虧為盈,3.36,-1.86,66.9000015259,-1243.44,2631.9
-5.33,-1277.78,2026-03,N/A,⚪ 數據不足,2025,-200.0,台富,N/A,-39.0,1454.TW,0.0,📉 獲利侵蝕,-0.2,-1.12,12.5500001907,-1250.66,1050.66
22.83,-72.78,2026-03,N/A,❌ 暫避觀望,2025,75.93,擎亞,N/A,59.25,8096.TWO,21.772151898734176,⚠️ 獲利稀釋,1.9,0.89,86.0,-1252.29,1328.22
-11.09,-56.76,2026-03,N/A,⚪ 數據不足,2025,119.7,榮科,N/A,-137.7,4989.TW,0.0,🔄 轉虧為盈,0.13,-3.48,58.2999992371,-1261.81,1381.51
2.17,-130.48,2026-03,0.94%,⚪ 數據不足,2025,87.88,承啟,8.50%,-31.049999999999997,2425.TW,0.0,🔄 轉虧為盈,0.62,-0.32,35.5999984741,-1269.3000000000002,1357.18
51.01,34.08,2026-03,7.58%,⚪ 中性觀察,2025,-6.54,根基,9.56%,318.15000000000003,2546.TW,4.974068835454974,📉 獲利侵蝕,1.43,9.52,105.5,-1269.95,1263.41
16.55,6600.0,2026-03,-12.63%,⚪ 中性觀察,2025,-124.0,建漢,1.56%,51.3,3062.TW,5.921052631578948,📉 獲利侵蝕,-0.54,0.68,20.25,-1271.67,1147.67
19.21,173.02,2026-03,-22.27%,⚪ 中性觀察,2025,50.0,新鉅科,4.18%,95.55,3630.TWO,4.042386185243328,⚠️ 獲利稀釋,-0.27,1.86,25.75,-1277.87,1327.87
-10.68,54.46,2026-03,N/A,⚪ 數據不足,2025,-400.0,桓鼎-KY,N/A,-97.8,5543.TWO,0.0,📉 獲利侵蝕,-0.75,-2.52,27.4500007629,-1278.17,878.17
16.5,19.51,2026-03,8.91%,⚪ 中性觀察,2025,175.0,和桐,14.20%,19.5,1714.TW,11.653845860384616,⚠️ 獲利稀釋,0.23,0.5,15.1499996185,-1279.03,1454.03
-31.79,-20.55,2026-03,-125.48%,⚪ 數據不足,2025,76.92,蔚華科,16.83%,-91.95000000000002,3055.TW,0.0,⚠️ 獲利稀釋,-0.15,-2.68,157.5,-1295.4099999999999,1372.33
29.36,-4.59,2026-03,3.80%,⚪ 中性觀察,2025,39.17,昇貿,13.39%,132.6,3305.TW,11.097284895260183,⚠️ 獲利稀釋,1.73,3.16,98.0999984741,-1299.87,1339.04
69.32,-44.71,2026-03,8.05%,❌ 暫避觀望,2025,40.1,安馳,12.45%,61.349999999999994,3528.TW,19.657702084572126,⚠️ 獲利稀釋,2.83,2.3,80.4000015259,-1299.92,1340.02
26.06,134.62,2026-03,N/A,⚪ 數據不足,2025,141.67,佳龍,N/A,-2.8499999999999983,9955.TW,0.0,⚠️ 獲利稀釋,0.05,0.54,23.1000003815,-1305.47,1447.14
-8.7,-491.43,2026-03,-18.43%,⚪ 數據不足,2025,-40.54,和大,-3.41%,-108.30000000000001,1536.TW,0.0,📉 獲利侵蝕,-0.52,-2.74,46.0,-1336.75,1296.21
10.43,-17.44,2026-03,N/A,⚪ 數據不足,2025,40.74,福華,N/A,-34.05,8085.TWO,0.0,⚠️ 獲利稀釋,-0.16,-1.01,14.0500001907,-1339.41,1380.15
10.78,-145.21,2026-03,-6.40%,⚪ 數據不足,2025,-1140.0,福永生技,13.67%,-23.400000000000002,4183.TWO,0.0,📉 獲利侵蝕,-0.52,-0.33,13.1999998093,-1351.07,211.07
-24.55,-82.6,2026-03,-10.37%,⚪ 數據不足,2025,11.76,山隆,7.55%,-224.55,2616.TW,0.0,⚠️ 獲利稀釋,-1.37,-6.25,13.25,-1351.1200000000001,1362.88
43.43,120.0,2026-03,17.10%,⚪ 數據不足,2025,81.37,陽程,41.15%,-19.8,3498.TWO,0.0,⚠️ 獲利稀釋,-0.2,0.48,173.5,-1351.8899999999999,1433.26
96.9,-150.36,2026-03,N/A,⚪ 數據不足,2025,45.14,雲豹能源,N/A,-23.400000000000002,6869.TW,0.0,⚠️ 獲利稀釋,-0.99,-4.2,63.5,-1352.31,1397.45
-21.87,-22.22,2026-03,N/A,⚪ 數據不足,2025,-9.09,中茂,N/A,-50.25,5205.TWO,0.0,📉 獲利侵蝕,-0.36,-1.43,18.7000007629,-1353.32,1344.23
59.22,9.68,2026-03,-24.63%,⚪ 數據不足,2025,-114.29,銘旺科,4.20%,-51.9,2429.TW,0.0,📉 獲利侵蝕,-0.45,-1.4,30.0499992371,-1353.8,1239.51
12.25,32.41,2026-03,7.93%,⚪ 數據不足,2025,73.75,達航科技,23.60%,-39.599999999999994,4577.TWO,0.0,⚠️ 獲利稀釋,-0.21,-0.73,84.5,-1357.19,1430.94
-22.72,-29.6,2026-03,N/A,⚪ 中性觀察,2025,76.85,倍力,N/A,142.35,6874.TWO,7.312961172381454,⚠️ 獲利稀釋,1.95,3.16,69.4000015259,-1360.3400000000001,1437.19
-3.11,-96.0,2026-03,7.26%,⚪ 數據不足,2025,-200.0,寶隆,12.71%,-8.25,1906.TW,0.0,📉 獲利侵蝕,-0.03,0.01,10.75,-1386.57,1186.57
18.17,18.73,2026-03,2.38%,⚪ 中性觀察,2025,42.68,精技,8.10%,124.65,2414.TW,6.31768953068592,⚠️ 獲利稀釋,1.17,3.17,52.5,-1400.22,1442.9
0.0,-47.75,2026-03,N/A,❌ 暫避觀望,2025,-1400.0,鏵友益,N/A,6.149999999999999,6877.TWO,263.41463414634154,📉 獲利侵蝕,-0.65,0.59,108.0,-1403.74,3.74
-59.56,-433.33,2026-03,N/A,⚪ 數據不足,2025,13.04,元晶,N/A,-135.45,6443.TW,0.0,⚠️ 獲利稀釋,-0.2,-6.24,22.7000007629,-1404.02,1417.06
19.38,-394.74,2026-03,N/A,⚪ 數據不足,2025,-1283.33,常珵,N/A,-53.699999999999996,8097.TWO,0.0,📉 獲利侵蝕,-0.72,-1.14,48.2999992371,-1407.04,123.71
4.72,-96.3,2026-03,-2.06%,❌ 暫避觀望,2025,66.67,群創,9.08%,4.3500000000000005,3481.TW,161.37930771413792,⚠️ 獲利稀釋,0.2,0.03,46.7999992371,-1407.51,1474.18
-4.37,-93.16,2026-03,-0.43%,⚪ 數據不足,2025,-70.0,台榮,8.16%,-1.05,1220.TW,0.0,📉 獲利侵蝕,-0.17,0.08,10.75,-1407.58,1337.58
-26.42,-95.24,2026-03,N/A,⚪ 數據不足,2025,21.05,高僑,N/A,-11.25,6234.TWO,0.0,⚠️ 獲利稀釋,0.23,0.05,33.5,-1415.73,1436.78
1.81,-52.74,2026-03,3.04%,❌ 暫避觀望,2025,90.0,台肥,15.30%,41.85,1722.TW,15.053763440860214,⚠️ 獲利稀釋,0.19,0.95,42.0,-1425.35,1515.35
-2.3,1.84,2026-03,5.39%,⚪ 中性觀察,2025,27.32,華立,8.77%,317.7,3010.TW,5.783758262511804,⚠️ 獲利稀釋,2.47,8.84,122.5,-1441.89,1469.21
-9.88,-66.09,2026-03,4.51%,❌ 暫避觀望,2025,12.0,漢翔,8.73%,19.35,2634.TW,48.06201550387597,⚠️ 獲利稀釋,0.28,0.78,62.0,-1454.61,1466.61
32.68,-1744.48,2026-03,N/A,⚪ 數據不足,2025,-1135.38,森崴能源,N/A,-1955.4,6806.TW,0.0,📉 獲利侵蝕,-6.73,-60.0,3.5099999905,-1455.8700000000001,320.49
-17.32,-1292.86,2026-03,-26.63%,⚪ 數據不足,2025,-1000.0,淘帝-KY,-8.18%,-35.849999999999994,2929.TW,0.0,📉 獲利侵蝕,-0.22,-1.68,5.7199997902,-1465.92,465.92
-5.19,-632.0,2026-03,-1.94%,⚪ 數據不足,2025,-50.0,海德威,7.59%,-62.699999999999996,3268.TWO,0.0,📉 獲利侵蝕,-0.09,-1.33,17.0,-1471.55,1421.55
9.25,-26.97,2026-03,1.19%,❌ 暫避觀望,2025,-1166.67,其陽,20.85%,17.55,3564.TWO,39.91453056658119,📉 獲利侵蝕,-0.32,0.65,46.7000007629,-1483.74,317.07
18.67,-33.61,2026-03,2.63%,❌ 暫避觀望,2025,-1.9,弘憶股,5.61%,43.050000000000004,3312.TW,16.271777269303133,📉 獲利侵蝕,1.03,1.74,46.7000007629,-1503.3100000000002,1501.41
-9.24,-28.57,2026-03,N/A,⚪ 數據不足,2025,-308.0,康那香,N/A,-74.85000000000001,9919.TW,0.0,📉 獲利侵蝕,-0.52,-2.43,13.8999996185,-1511.48,1203.48
-23.43,-9.8,2026-03,-33.95%,⚪ 數據不足,2025,-18.42,燁興,-29.22%,-78.0,2007.TW,0.0,📉 獲利侵蝕,-0.45,-2.24,6.6500000954,-1511.67,1493.25
-33.25,-15.31,2026-03,N/A,⚪ 數據不足,2025,7.08,綠河-KY,N/A,-311.84999999999997,8444.TWO,0.0,⚠️ 獲利稀釋,-3.3,-10.06,4.5999999046,-1518.97,1526.05
-89.32,-112.33,2026-03,-63.96%,⚪ 數據不足,2025,25.0,新復興,-26.90%,-71.10000000000001,4909.TWO,0.0,🔄 轉虧為盈,0.05,-1.25,33.4500007629,-1524.58,1549.58
-11.24,-88.24,2026-03,N/A,⚪ 數據不足,2025,108.82,谷崧,N/A,-4.3500000000000005,3607.TW,0.0,⚠️ 獲利稀釋,0.03,0.02,13.5500001907,-1577.3500000000001,1686.17
-24.07,-90.28,2026-03,-10.27%,⚪ 數據不足,2025,-176.47,台苯,-7.37%,-59.25,1310.TW,0.0,📉 獲利侵蝕,-0.94,-1.37,8.4499998093,-1579.76,1403.29
-5.97,-940.0,2026-03,N/A,⚪ 數據不足,2025,-50.0,宅配通,N/A,-42.300000000000004,2642.TW,0.0,📉 獲利侵蝕,-0.75,-1.04,20.2000007629,-1601.34,1551.34
-4.58,-269.57,2026-03,N/A,⚪ 數據不足,2025,-185.71,GIS-KY,N/A,-27.900000000000002,6456.TW,0.0,📉 獲利侵蝕,-0.61,-0.79,61.5999984741,-1604.8,1419.09
-22.64,-23.95,2026-03,N/A,⚪ 中性觀察,2025,2621.43,達麗,N/A,103.49999999999999,6177.TW,6.78985485131884,⚠️ 獲利稀釋,3.53,3.84,46.8499984741,-1636.2199999999998,4257.65
7.45,26.8,2026-03,4.30%,⚪ 中性觀察,2025,-16.67,新建,6.67%,36.449999999999996,2516.TW,5.905349951234569,📉 獲利侵蝕,0.25,1.23,14.3500003815,-1640.48,1623.81
-2.37,11.76,2026-03,N/A,⚪ 中性觀察,2025,134.04,資拓宏宇,N/A,53.550000000000004,6614.TW,9.929972202492996,⚠️ 獲利稀釋,0.16,2.08,35.4500007629,-1656.04,1790.08
11.55,85.65,2026-03,-1.35%,⚪ 數據不足,2025,72.46,全球傳動,16.55%,-33.0,4540.TW,0.0,⚠️ 獲利稀釋,-0.19,-0.66,57.2999992371,-1658.02,1730.48
-34.37,-25.0,2026-03,-72.91%,⚪ 數據不足,2025,-112.0,首利,5.75%,-0.9,1471.TW,0.0,📉 獲利侵蝕,-0.03,0.03,9.3000001907,-1662.22,1550.22
-0.38,-8.77,2026-03,N/A,⚪ 數據不足,2025,9.8,台康生技,N/A,-99.9,6589.TW,0.0,⚠️ 獲利稀釋,-0.47,-2.51,48.6500015259,-1687.6100000000001,1697.41
27.32,2500.0,2026-03,N/A,⚪ 中性觀察,2025,750.0,工信,N/A,17.400000000000002,5521.TW,8.922414121982756,⚠️ 獲利稀釋,0.13,0.52,10.3500003815,-1699.06,2449.06
885.03,674.7,2026-03,N/A,⚪ 中性觀察,2025,167.65,熙特爾-創,N/A,228.00000000000003,7740.TW,8.125,⚠️ 獲利稀釋,3.64,4.9,123.5,-1713.84,1881.49
163.68,124.43,2026-03,N/A,⚪ 中性觀察,2025,44.12,緯穎,N/A,10046.849999999999,6669.TW,3.456307200764419,⚠️ 獲利稀釋,75.95,275.06,2315.0,-1717.95,1762.07
-18.04,-194.62,2026-03,N/A,⚪ 數據不足,2025,-191.89,競國,N/A,-54.449999999999996,6108.TW,0.0,📉 獲利侵蝕,-1.08,-0.88,22.3999996185,-1737.31,1545.42
14.84,-8.03,2026-03,N/A,⚪ 中性觀察,2025,12.87,展�眥篕�,N/A,157.95,6776.TW,4.909781648898385,⚠️ 獲利稀釋,1.14,4.2,51.7000007629,-1740.3100000000002,1753.18
-22.22,-91.07,2026-03,-4.04%,⚪ 數據不足,2025,-278.57,台達化,3.28%,-49.2,1309.TW,0.0,📉 獲利侵蝕,-0.53,-1.07,13.6499996185,-1770.6,1492.03
-49.22,-32.16,2026-03,N/A,⚪ 中性觀察,2025,900.0,順天,N/A,30.0,5525.TW,10.85000038145,⚠️ 獲利稀釋,1.0,1.4,21.7000007629,-1777.35,2677.35
6.36,18.15,2026-03,2.40%,⚪ 中性觀察,2025,4.76,中鋼構,4.40%,112.35000000000001,2013.TW,5.527370030160213,⚠️ 獲利稀釋,0.66,3.19,41.4000015259,-1785.68,1790.44
-3.62,66.67,2026-03,N/A,❌ 暫避觀望,2025,-10.0,慕康生醫,N/A,8.85,5398.TWO,24.152542372881356,📉 獲利侵蝕,-0.22,0.35,14.25,-1786.48,1776.48
13.22,-250.0,2026-03,N/A,⚪ 數據不足,2025,-100.0,久正,N/A,-2.1,6167.TWO,0.0,📉 獲利侵蝕,-0.06,-0.03,9.9799995422,-1792.31,1692.31
-0.05,57.52,2026-03,2.18%,⚪ 數據不足,2025,168.33,兆赫,15.28%,-47.55,2485.TW,0.0,🔄 轉虧為盈,0.41,-0.96,37.5499992371,-1821.54,1989.87
-16.78,-39.91,2026-03,1.38%,⚪ 中性觀察,2025,-10.0,仁寶,5.82%,52.49999999999999,2324.TW,10.557143075114286,📉 獲利侵蝕,0.45,1.38,36.9500007629,-1837.55,1827.55
-6.83,6.63,2026-03,-27.74%,⚪ 數據不足,2025,-131.34,泰鼎-KY,-13.35%,-289.34999999999997,4927.TW,0.0,📉 獲利侵蝕,-3.1,-8.65,40.0499992371,-1858.75,1727.41
2.45,24.44,2026-03,2.25%,⚪ 中性觀察,2025,157.89,新鋼,6.08%,23.1,2032.TW,10.941558689285714,⚠️ 獲利稀釋,0.49,0.56,16.8500003815,-1879.79,2037.68
1.18,-273.08,2026-03,1.18%,⚪ 數據不足,2025,372.73,風青,7.75%,-42.45,2061.TWO,0.0,🔄 轉虧為盈,0.3,-0.97,47.2000007629,-1882.1599999999999,2254.89
105.83,-8.3,2026-03,2.17%,⚪ 中性觀察,2025,-29.85,鴻準,4.22%,82.94999999999999,2354.TW,11.681735709602172,📉 獲利侵蝕,0.47,2.32,64.5999984741,-1889.83,1859.98
-8.84,81.16,2026-03,N/A,⚪ 數據不足,2025,76.09,四維航,N/A,-4.3500000000000005,5608.TW,0.0,⚠️ 獲利稀釋,-0.11,-0.13,16.2999992371,-1902.0900000000001,1978.18
