代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,30.55,30,9999,31.45,9996,31.45,30.00,30.79,31.45,132012,-,
1269,乾杯,58.50,55.8,3000,58.5,2929,58.50,58.50,58.50,58.50,71,-,
1271,晨暉生技,59.42,59.3,10000,59.7,6000,60.00,59.30,59.43,59.50,40720,-,
1293,利統,23.13,23,3000,23.6,2999,23.60,23.60,23.60,23.60,1,-,
1343,旭東環保,28.97,27.55,3000,28.25,1970,28.75,28.15,28.31,28.25,7345,-,
1480,東盟開發,7.70,7.79,15000,7.8,5000,7.67,7.67,7.67,7.67,5000,-,
1594,日高,7.77,7.75,10000,8.15,10000,7.93,7.46,7.70,7.89,50700,-,
2071,震南鐵,32.19,31.5,5000,32.5,1999,32.50,31.35,31.71,31.50,39810,-,
2245,詠勝昌*,22.97,22.8,3000,23.65,5999,23.65,23.65,23.65,23.65,1,-,
2249,湧盛,88.63,87,2700,88,3000,88.30,86.50,87.19,88.30,41764,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,31.98,28.5,5000,29.45,2995,32.30,28.45,29.94,29.45,660324,-,
2255,凱銳光電,17.21,16.9,5000,17.65,5000,18.25,17.15,17.45,17.40,61664,-,
2256,歐特明,74.58,70,3000,73.4,2820,76.80,70.00,73.28,70.00,160621,-,
2644,中信造船,76.54,74.6,3000,77.2,3000,77.20,74.70,75.94,77.20,4143,-,
2733,維格餅家,10.50,10.45,5000,10.85,5000,10.85,10.85,10.85,10.85,1,-,
2741,老四川,20.04,20,3000,20.3,3000,20.20,20.05,20.10,20.20,6087,-,
2758,路易莎咖啡,66.08,65.1,3000,67.1,3000,67.10,65.10,65.21,67.10,1068,-,
2760,巨宇翔,8.29,8.01,5000,8.29,5000,-,-,-,-,-,-,
2761,橘焱胡同,12.85,12.45,5000,13,10000,-,-,-,-,-,-,
2938,床的世界,22.59,0,0,0,0,22.70,20.90,21.76,20.90,145185,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.10,23.9,3000,24.1,2000,24.10,24.10,24.10,24.10,1000,-,
2942,京站,37.00,36.75,3000,38.1,2999,38.10,38.10,38.10,38.10,1,-,
3097,拍檔,24.43,24.2,3000,25.1,2994,25.40,24.30,24.45,25.10,43019,-,
3117,年程,27.35,26.7,3000,27.8,3000,28.15,26.60,27.24,27.80,44480,-,
3184,微邦,18.01,17.2,5000,18,5000,18.65,17.20,17.90,17.30,234996,-,
3194,圓方科技,32.50,30.9,3000,31.5,3000,31.50,30.90,31.07,31.20,9002,-,
3473,智通聯網,76.45,76.3,3000,79.5,2999,79.50,79.50,79.50,79.50,1,-,
3585,聯致,44.99,44.45,3000,44.95,4000,46.00,44.45,45.05,44.95,326260,-,
3595,山太士,1386.34,1330,2000,1340,4720,1400.00,1305.00,1339.46,1340.00,257839,115/08/26,櫃買中心同意上櫃契約
3603,建祥國際,6.33,6.2,5000,6.49,5000,-,-,-,-,-,-,
3633,云光,141.68,140,3000,141,4799,144.00,140.00,141.25,141.00,43869,-,
3644,凌嘉科,283.43,286,2000,288.5,2000,293.50,283.00,286.55,286.00,85116,-,
3659,百辰,7.38,7.7,10000,7.89,5000,7.90,7.31,7.70,7.75,411070,-,
3678,聯享,50.11,48.85,6000,50.7,5800,50.70,50.70,50.70,50.70,200,-,
4115,善德生技,7.40,7.07,3000,7.24,4900,7.43,7.07,7.19,7.24,102310,-,
4117,普生,9.05,8.97,9997,9.1,8879,9.15,8.95,9.03,8.97,70681,-,
4170,鑫品生醫,12.08,12.15,4999,12.45,5000,12.60,12.05,12.23,12.45,18009,-,
4172,因華,10.38,10.25,5000,10.65,4999,10.75,10.25,10.30,10.65,125543,-,
4186,尖端醫,7.02,6.95,4398,7.2,4300,7.20,6.93,6.98,7.20,20312,-,
4194,禾生技,7.20,6.97,5000,7.22,5000,7.30,7.00,7.12,7.10,29583,-,
4197,暐世,9.66,8.86,5000,9.19,5000,9.73,8.86,9.10,9.19,114188,-,
4431,敏成健康,20.10,19.9,4900,20.2,3000,20.15,19.50,20.03,19.90,30101,-,
4537,旭東,156.77,155,4000,157,4000,160.50,155.50,157.34,156.50,100786,115/07/09,送件申請上市
4544,春日,13.00,13.05,5000,13.45,3822,13.45,13.00,13.29,13.45,8510,-,
4553,盛復,15.40,15.35,2000,15.6,5000,15.40,15.35,15.35,15.35,5100,-,
4559,久裕興,8.75,8.32,1000,8.55,4991,8.55,8.32,8.34,8.55,9009,-,
4565,宏偉,133.60,133.5,2000,135.5,4000,136.00,134.00,134.32,134.50,11025,115/08/26,櫃買中心同意上櫃契約
4570,傑生,70.60,69,2999,70.6,4000,70.60,69.00,70.60,69.00,1001,-,
4573,高明鐵,593.39,551,2000,559,1821,593.00,551.00,569.20,559.00,1000134,-,
4575,銓寶,22.70,21.85,6000,22.7,4992,22.70,22.70,22.70,22.70,1008,-,
4587,寶元數控,40.58,40,3000,40.65,3000,40.50,40.50,40.50,40.50,2300,-,
4589,碩陽電機,31.87,31.85,3000,33,2940,33.40,31.90,31.93,33.00,3070,-,
4724,宣捷幹細胞,8.68,8.51,5000,8.93,5000,8.93,8.51,8.87,8.93,14137,-,
4732,彥臣,17.90,17.5,3000,17.9,4988,17.90,17.50,17.50,17.90,2012,-,
4738,大同精化,6.80,6.51,3000,6.8,9999,6.85,6.51,6.57,6.80,124658,-,
4765,磐采,15.70,15.7,5000,16.3,5000,-,-,-,-,-,-,
4925,智微,120.02,115,1900,119.5,1950,120.50,109.00,117.87,119.50,611375,-,
4980,佐臻,36.70,36.15,3000,37.85,2999,39.80,36.10,37.67,37.85,18572,-,
5240,建騰,17.50,16.85,5000,17.5,4998,17.50,17.50,17.50,17.50,2,-,
5246,勵威,152.20,140,2000,142,2899,157.00,139.50,145.26,142.00,730554,-,
5248,景傳,32.80,31.75,2000,32.6,3000,34.15,31.75,32.41,31.75,79027,-,
5254,欣訊科技,38.03,37.05,5000,38.45,5000,38.50,37.05,38.00,38.45,5070,-,
5262,立達,42.59,41.3,3000,42.15,1000,43.70,41.30,42.32,42.15,20881,-,
5267,龍翩,45.66,45.35,6000,46.9,3000,46.65,46.50,46.57,46.50,5936,-,
5297,廣化,71.98,71,2800,72.3,3000,74.40,71.00,71.69,71.50,153460,-,
5859,遠壽,14.01,13.95,9872,14.25,7800,14.25,13.95,14.09,14.25,125818,-,
5863,瑞興銀,10.94,10.8,5000,11.05,8043,11.05,10.75,11.02,11.05,75258,-,
6027,德信,15.09,13.45,5000,14.1,10000,14.80,13.40,14.06,13.60,250957,-,
6035,悠遊卡,50.88,49.9,3000,51.4,2918,51.40,50.80,51.32,51.40,2382,-,
6407,相互,22.58,23.15,3000,23.65,2500,25.25,23.00,24.01,23.65,234266,-,
6428,淘米,32.71,31,3000,32,2995,33.40,30.05,31.39,32.00,24449,-,
6434,達輝光電,14.41,14.1,5000,14.3,9499,14.75,14.05,14.24,14.30,181202,-,
6467,泰合,278.81,246,2399,248,3000,275.00,235.50,247.38,246.00,2287433,115/05/28,證交所同意上市契約
6473,美賣*,6.47,6.3,2997,6.4,3000,6.53,6.30,6.36,6.30,14216,-,
6483,原創生醫,12.42,12.4,5000,12.7,10000,12.70,12.35,12.54,12.60,34013,-,
6493,雷虎生,38.36,36.85,3000,37.5,3000,38.55,37.00,37.40,37.00,23439,-,
6518,康科特,32.56,31.55,3000,32.6,3000,-,-,-,-,-,-,
6536,碩豐,16.55,16.3,10000,16.8,2000,16.80,16.80,16.80,16.80,3000,-,
6539,麗彤,41.05,39,6000,41.05,5998,41.05,41.05,41.05,41.05,2,-,
6543,普惠醫工,17.91,17.5,5000,18,3988,18.00,18.00,18.00,18.00,1012,-,
6549,景凱,6.88,6.76,8000,6.99,5000,7.04,6.75,6.88,6.90,41004,-,
6555,榮炭,13.55,13.3,3000,13.8,9980,13.95,13.25,13.57,13.30,27236,-,
6559,研晶,15.43,15.35,5000,16.1,4989,16.15,15.45,15.49,16.10,15352,-,
6563,映智,20.20,20.3,3000,20.5,1999,21.25,20.40,20.59,20.50,102378,-,
6564,安特羅,15.36,15.25,5000,15.55,4999,15.55,15.25,15.34,15.55,17003,-,
6565,物聯,17.50,16.85,5000,17.3,4990,17.85,16.90,17.22,17.30,56673,-,
6572,博錸,6.99,6.97,33350,7.22,10000,7.25,6.76,7.02,7.22,70271,-,
6580,台睿,14.94,14.6,4000,14.95,4000,16.25,14.35,14.90,14.60,331438,-,
6583,友松,11.05,11.05,5000,11.55,10000,-,-,-,-,-,-,
6586,醣基,99.93,96.5,3000,99.5,1000,101.00,98.60,99.30,99.00,246629,-,
6595,光禹國際,29.76,28.7,3000,30,2999,30.00,28.70,29.91,30.00,3303,-,
6599,普達系統,38.50,38.1,6000,38.7,3000,-,-,-,-,-,115/07/31,送件申請上櫃
6604,儒億,29.92,27.4,3000,28.6,3000,30.00,27.05,28.21,27.40,232120,115/07/02,櫃買中心同意上櫃契約
6610,安成生技,40.40,37.35,8000,37.8,5999,41.00,37.35,38.89,37.80,1450908,-,
6618,永虹先進,14.10,-,-,-,-,13.50,4.75,7.04,4.96,2469317,-,
6621,華宇藥,11.32,11.2,4999,11.5,4999,11.50,11.20,11.33,11.50,8009,-,
6622,百聿數碼,7.10,6.92,5000,7.21,4999,7.27,6.88,6.95,7.21,107473,-,
6634,欣耀,60.45,55,6000,55.9,2985,59.00,54.40,55.55,55.90,183089,-,
6638,沅聖,43.70,46,3000,48.1,3000,48.10,45.45,46.00,48.10,21674,-,
6639,源大環能,3.58,3.66,5000,3.85,4999,3.90,3.42,3.65,3.85,154683,-,
6648,斯其大,14.30,14.3,3998,14.95,6000,14.35,14.25,14.29,14.30,21004,-,
6650,帝圖,29.50,28.5,6000,30,5800,30.00,28.60,28.69,28.60,3200,-,
6659,天明製藥,20.35,19.95,5000,20.85,3000,21.30,19.75,20.39,20.85,106523,-,
6665,康聯生醫,17.14,16.9,5000,17.4,4990,17.60,16.90,16.98,17.40,12050,-,
6673,和詮,15.72,15.35,3000,15.9,4998,16.10,15.30,15.58,15.90,88091,-,
6676,祥翊,11.23,11.05,10000,11.2,10000,11.40,10.95,11.07,11.20,238688,-,
6677,瑩碩生技,16.74,18.25,5000,18.8,49000,20.60,17.05,18.88,18.30,273305,-,
6682,華旭先進,34.97,34.25,5000,34.95,4000,36.05,34.25,34.89,34.95,149598,-,
6696,仁新*,164.85,166.5,10000,168.5,9949,177.00,166.00,171.59,168.50,10795882,-,
6704,國璽幹細胞,20.22,20.4,3000,21,3000,21.30,19.50,20.38,20.40,134336,-,
6705,振躍精密,95.72,95,3000,98.2,2990,98.20,98.00,98.00,98.20,2011,-,
6707,富基電通,34.89,35.05,3000,35.45,1926,35.45,34.60,35.06,35.45,175596,-,
6709,昱厚生技,23.84,23.55,3000,24.45,4000,24.45,23.60,23.95,24.45,6102,-,
6723,傑智環境,34.31,32.85,2970,34.45,3000,32.85,32.85,32.85,32.85,30,-,
6729,機光科技,49.19,48.6,3000,51,2995,51.00,48.50,50.23,51.00,32524,-,
6734,安盛生,7.05,5.83,5000,5.92,4000,6.69,5.61,6.04,5.92,345727,-,
6737,秀育,26.60,26,6000,27,5999,27.05,26.20,26.71,27.00,16006,-,
6738,鼎恒,78.13,77,5000,78.4,5000,78.40,77.90,78.06,78.40,103360,-,
6744,豐技生技,14.86,14.7,4999,15.3,5000,14.70,14.70,14.70,14.70,1,-,
6748,亞果生醫,177.33,180.5,1850,183,3286,185.00,175.50,182.09,183.00,545099,-,
6750,泰創工程,56.63,55.6,3000,57.1,2875,57.70,55.20,55.93,57.10,33081,-,
6755,連鋐科技,10.87,10.4,5000,10.8,4050,11.10,10.45,10.76,10.60,38008,-,
6758,冠亞,30.05,29.95,3000,31.05,1586,31.05,31.05,31.05,31.05,1414,-,
6775,穎台科技,39.39,38.4,3000,39,3000,39.85,38.35,38.97,38.95,124840,-,
6780,學習王,39.92,39.85,1000,41.8,3000,39.85,39.85,39.85,39.85,2000,-,
6784,天凱科技,17.16,17.1,10000,17.55,3060,17.70,17.55,17.56,17.55,2100,-,
6786,芯測,49.53,47.9,3000,50,2990,51.00,48.00,48.99,50.00,30186,-,
6787,晶瑞光,27.49,26.95,3000,27.95,3000,28.50,26.95,27.80,27.60,156844,-,
6793,天力離岸,6.14,5.95,5999,6.2,4995,6.30,5.81,6.04,6.20,181046,-,
6797,圓點奈米,11.06,11,1849,11.5,4924,11.50,11.00,11.04,11.00,20605,-,
6798,展逸,63.33,62.5,3000,64.5,2999,64.50,63.00,63.00,64.50,3001,-,
6808,三鼎生技,30.41,29.9,5500,30.35,3990,31.10,29.90,30.39,30.35,74028,-,
6810,新穎生醫,20.52,19.95,4000,20.8,2996,21.00,19.95,20.37,20.80,17182,-,
6812,梭特,60.71,58.6,3000,61.1,2999,61.20,58.50,58.87,61.10,15438,-,
6814,路迦生醫,18.39,18.3,6746,19.2,5000,19.20,18.30,18.60,18.30,5255,-,
6815,晶鑽生醫,22.02,22.05,2000,22.75,2999,22.85,22.05,22.05,22.75,1002,-,
6816,捷智商訊,34.06,34,6000,35.75,5692,35.75,35.75,35.75,35.75,308,-,
6817,溫士頓,41.88,41.4,3000,42.1,2535,42.15,41.60,42.10,42.10,1618,-,
6818,連騰,38.83,38.15,3000,39,2980,39.15,37.90,38.86,39.00,49342,-,
6819,眾智,63.97,63.9,2000,65.2,2999,65.40,63.10,64.30,65.20,344098,-,
6820,連訊,296.27,294,2000,303.5,1999,305.50,284.00,296.85,303.50,346840,-,
6825,和暢科技,35.29,34,2949,35.4,3000,34.00,34.00,34.00,34.00,51,115/08/26,櫃買中心同意上櫃契約
6826,和淞,418.39,410.5,2000,415.5,2000,420.00,409.00,413.43,413.00,59914,-,
6827,巨生醫,11.30,11.3,5000,11.45,5000,11.35,11.15,11.28,11.35,61850,-,
6832,金鼎科,67.00,63.7,6000,67,5999,67.00,67.00,67.00,67.00,1,-,
6833,太康精密,21.83,21.25,3000,22.15,2800,22.20,21.25,21.87,22.15,3314,-,
6839,開陽能源,11.70,11.4,19000,11.7,4900,11.75,11.40,11.46,11.70,9966,-,
6842,瑞宇,70.79,69.8,1500,70.8,5966,71.70,69.70,70.21,70.80,19615,115/09/08,送件申請創新板上市
6847,普瑞博,72.55,69.3,3000,72.7,5999,73.30,70.10,71.22,72.70,50662,-,
6848,拉法醫,21.04,20.4,3000,21.35,2999,21.50,20.80,21.01,21.35,44023,-,
6849,奇鼎科技,191.85,190,2000,193.5,1869,208.00,189.00,197.32,193.50,608151,-,
6850,光鼎生技,32.80,32.05,3000,33,3000,-,-,-,-,-,-,
6857,宏碁智醫,90.96,90,3000,91,2999,91.00,91.00,91.00,91.00,1,-,
6858,愛比科技,21.28,20.9,3000,21.5,9000,-,-,-,-,-,-,
6864,元樟生技,50.72,48.1,2500,49.45,3000,50.60,48.10,49.05,49.00,23890,-,
6867,坦德科技,26.30,25.2,5456,26.3,2687,26.30,25.20,25.60,26.30,857,-,
6868,采威國際,26.40,25.2,3000,26.4,3000,-,-,-,-,-,-,
6876,朗齊生醫*,15.35,13.95,10000,14.5,4886,15.05,13.35,14.05,14.50,193612,-,
6878,歐付寶,19.77,19.55,2000,20.5,10799,20.50,19.55,20.15,19.55,12202,-,
6879,大江基因,35.80,34.2,3000,35.8,5980,35.80,35.80,35.80,35.80,20,-,
6882,甲尚,12.41,12.8,4950,13.05,4998,13.05,12.35,12.54,13.05,24058,-,
6886,遠東生技,41.68,40.8,6000,42.5,3000,42.45,42.45,42.45,42.45,1,-,
6891,樂迦再生,37.85,37.45,4900,38.15,7000,38.90,37.45,37.71,38.00,76673,-,
6892,台寶生醫,26.14,26,6000,26.2,5896,26.35,25.80,25.92,26.20,290652,-,
6898,程曦資訊,79.16,77.4,3000,80,2997,80.00,78.30,79.10,80.00,4003,115/07/02,櫃買中心同意上櫃契約
6911,群運,29.40,28.1,3000,29.35,3000,29.40,28.10,28.12,28.80,2054,-,
6912,益鈞環科*,11.70,11.65,1000,11.75,5000,11.90,11.60,11.71,11.65,12000,-,
6915,美強光,40.87,39.9,1099,41.55,2995,41.55,39.90,40.86,41.55,5166,-,
6917,竟天,36.66,35.45,2500,35.8,3000,36.80,35.35,35.82,35.80,444352,-,
6920,恆勁科技,97.80,92.6,5000,93.9,5000,100.50,92.10,95.01,93.90,2346966,-,
6926,聖安生醫,62.36,60.9,3000,63.7,3000,63.80,60.90,62.28,63.30,19069,-,
6927,聯合聚晶,70.36,68.8,3000,70.8,2990,70.80,69.00,69.24,70.70,5234,-,
6932,水星生醫*,6.42,6.7,4000,6.87,5000,7.00,6.46,6.74,6.65,1436968,-,
6935,王子製藥,28.50,27.2,3000,28.5,2820,28.50,28.50,28.50,28.50,180,-,
6938,藍新資訊,92.25,90.3,1700,94,3000,93.50,90.30,90.74,93.50,1506,115/08/26,櫃買中心同意上櫃契約
6939,啟弘生技,19.67,19.1,2000,20,3000,20.00,19.10,19.55,20.00,6495,-,
6940,格斯科技*,16.96,16.8,20000,17,41940,17.50,16.60,16.84,17.00,476883,-,
6946,三地能源,9.23,8.85,5000,9.13,5000,9.23,8.84,8.92,9.15,81798,-,
6950,科科科技-KY,25.48,25.8,3000,26.65,3000,26.65,25.30,26.14,26.00,104381,-,
6959,兆捷科技,115.57,112,4000,114,2000,115.50,111.50,114.14,113.50,115316,115/08/26,上市審議會通過
6963,品元,25.10,23.9,3000,25.1,3000,25.10,25.10,25.10,25.10,9000,-,
6972,博瑞達應材,23.22,22.6,3000,23.5,2908,23.50,22.45,23.41,23.50,2202,-,
6973,永立榮,47.65,52.4,3000,53.2,8999,53.60,47.50,51.54,53.20,450695,-,
6976,育世博-KY,12.64,12.45,15000,12.7,19999,12.75,12.30,12.56,12.70,423713,-,
6977,聯純,208.91,200,4000,204.5,2000,209.00,200.50,202.71,201.50,20307,-,
6979,勝釩,88.47,88,3000,90.4,3000,90.40,90.40,90.40,90.40,5,-,
6980,鐳洋科技,120.92,119.5,4000,121,2000,121.50,119.00,120.19,120.00,3759,-,
6984,ACpay,15.70,16,5000,16.3,5000,16.10,16.00,16.07,16.00,15100,-,
6987,寶晶能源*,20.05,19.9,20000,20.15,3000,20.10,19.95,20.02,20.10,165000,-,
