prev_eps_yoy,symbol,advice,prev_eps,prev_year,price,est_price,rev_yoy,gm,eps_yoy,date,pe,om,expansion,prev_rev_yoy,name,status,eps
-11.78,9938.TW,⚪ 中性觀察,3.37,2025,44.1500015259,168.29999999999998,2.05,N/A,-13.68,2025-12,3.9349377474064178,N/A,-15.73,3.55,百和,📉 獲利侵蝕,4.1
-22.31,8383.TWO,⚪ 中性觀察,1.89,2025,62.9000015259,106.35,13.17,N/A,-2.59,2025-12,8.871650426784203,N/A,-15.76,16.5,千附,📉 獲利侵蝕,3.41
-54.2,6754.TW,⚪ 中性觀察,2.29,2025,46.0,101.85,-30.87,N/A,-46.72,2025-12,6.774668630338733,N/A,-15.849999999999998,-30.5,匯僑設計,🌑 雙重衰退,3.41
-24.29,8342.TWO,⚪ 中性觀察,4.02,2025,88.0999984741,209.09999999999997,-5.89,N/A,-21.86,2025-12,6.319942501728839,N/A,-15.969999999999999,-2.74,益張,🌑 雙重衰退,5.97
-15.38,6024.TW,⚪ 中性觀察,4.0,2025,56.2000007629,199.65,9.98,N/A,-6.01,2025-12,4.222389238384673,N/A,-15.99,14.8,群益期,📉 獲利侵蝕,5.48
-13.92,6235.TW,⚪ 中性觀察,2.35,2025,43.2000007629,113.39999999999999,13.71,N/A,-2.36,2025-12,5.714285815198412,N/A,-16.07,5.83,華孚,📉 獲利侵蝕,2.9
-25.2,6789.TW,❌ 暫避觀望,2.8,2025,576.0,140.54999999999998,-10.64,N/A,-27.01,2025-12,61.47278548559232,N/A,-16.37,-9.08,采鈺,🌑 雙重衰退,4.01
-43.52,6679.TWO,❌ 暫避觀望,3.84,2025,286.0,197.24999999999997,-7.01,N/A,-23.41,2025-12,21.7490494296578,N/A,-16.4,-6.83,鈺太,🌑 雙重衰退,6.81
-51.82,1304.TW,⚪ 數據不足,-1.85,2025,14.3500003815,-96.6,-13.41,5.34%,-29.83,2025-12,0.0,-4.30%,-16.419999999999998,-10.84,台聚,🌑 雙重衰退,-2.6
9.74,3526.TWO,⚪ 中性觀察,12.33,2025,330.0,624.6,22.33,48.09%,5.64,2025-12,7.92507204610951,32.41%,-16.689999999999998,24.44,凡甲,⚠️ 獲利稀釋,16.97
-22.03,4908.TWO,❌ 暫避觀望,1.39,2025,214.0,75.14999999999999,-12.98,46.40%,-29.79,2025-12,42.71457085828344,17.75%,-16.81,-4.58,前鼎,🌑 雙重衰退,1.98
-10.23,7747.TWO,⚪ 中性觀察,3.01,2025,132.5,157.20000000000002,9.7,N/A,-7.18,2025-12,12.643129770992365,N/A,-16.88,12.71,昕奇雲端,📉 獲利侵蝕,4.04
67.26,2546.TW,⚪ 中性觀察,6.59,2025,84.5,319.65000000000003,51.01,9.56%,34.08,2025-12,3.9652745190051615,7.58%,-16.93,58.45,根基,⚠️ 獲利稀釋,9.52
-37.41,2542.TW,⚪ 中性觀察,0.95,2025,40.1500015259,49.35,-15.9,33.40%,-32.89,2025-12,12.203647880212767,27.38%,-16.990000000000002,-41.9,興富發,🌑 雙重衰退,2.1
-38.98,3067.TWO,⚪ 數據不足,-0.82,2025,18.0,-35.099999999999994,33.85,28.85%,16.83,2025-12,0.0,-17.20%,-17.020000000000003,16.84,全域,⚠️ 獲利稀釋,-0.84
-25.66,3491.TWO,❌ 暫避觀望,4.6,2025,1550.0,268.79999999999995,5.02,58.57%,-12.03,2025-12,86.49553571428572,27.57%,-17.049999999999997,-6.01,昇達科,🏰 高護城河,7.83
-58.54,3360.TWO,⚪ 數據不足,-0.65,2025,13.3000001907,-28.5,17.25,3.88%,0.0,2025-12,0.0,0.87%,-17.25,7.82,尚立,📉 獲利侵蝕,-0.48
-11.4,8917.TWO,⚪ 中性觀察,1.71,2025,52.2999992371,84.74999999999999,11.76,N/A,-5.51,2025-12,9.256637033115046,N/A,-17.27,16.23,欣泰,📉 獲利侵蝕,2.23
113.1,7749.TW,❌ 暫避觀望,9.12,2025,426.0,423.29999999999995,85.22,N/A,67.87,2025-12,15.095676824946846,N/A,-17.349999999999994,106.86,意騰-KY,⚠️ 獲利稀釋,11.77
-115.09,5523.TWO,⚪ 數據不足,-0.08,2025,30.3999996185,-3.5999999999999996,-98.98,N/A,-116.36,2025-12,0.0,N/A,-17.379999999999995,-99.19,豐謙,🌑 雙重衰退,-0.09
-5.06,3158.TWO,⚪ 數據不足,4.7,2025,89.3000030518,0.0,7.07,63.24%,-10.36,2025-12,0.0,24.73%,-17.43,10.44,嘉實,🏰 高護城河,7.27
-37.98,2606.TW,⚪ 中性觀察,2.76,2025,60.5999984741,125.69999999999999,-4.75,35.36%,-22.2,2025-12,7.231503397863962,30.49%,-17.45,-9.08,裕民,🌑 雙重衰退,4.31
-8.92,1795.TW,⚪ 中性觀察,13.82,2025,221.0,685.8,10.36,55.31%,-7.14,2025-12,4.833770778652669,23.84%,-17.5,0.51,美時,🏰 高護城河,18.14
-18.56,3034.TW,⚪ 中性觀察,20.8,2025,409.0,1066.8000000000002,-2.07,38.19%,-19.62,2025-12,5.750843644544432,16.92%,-17.55,0.41,聯詠,🌑 雙重衰退,26.87
3.78,2891.TW,⚪ 中性觀察,3.06,2025,52.2999992371,149.1,29.29,70.98%,11.73,2025-12,5.261569339748491,31.38%,-17.56,23.13,中信金,🏰 高護城河,4.08
0.61,6730.TWO,⚪ 數據不足,1.66,2025,38.5,0.0,7.33,N/A,-10.33,2025-12,0.0,N/A,-17.66,4.58,常廣,📉 獲利侵蝕,2.14
8.24,8931.TWO,⚪ 中性觀察,1.84,2025,41.4500007629,88.35000000000001,-1.74,N/A,-19.4,2025-12,7.037351572648555,N/A,-17.66,2.2,大汽電,🌑 雙重衰退,1.87
-61.76,2637.TW,⚪ 中性觀察,2.44,2025,71.6999969482,117.75,-17.06,37.77%,-34.78,2025-12,9.133757573019109,36.66%,-17.720000000000002,-24.86,慧洋-KY,🌑 雙重衰退,5.27
-31.64,8438.TW,❌ 暫避觀望,1.21,2025,88.3000030518,66.60000000000001,12.79,N/A,-4.98,2025-12,19.887388074729728,N/A,-17.77,10.16,昶昕,📉 獲利侵蝕,2.1
-28.12,5355.TWO,⚪ 數據不足,-0.82,2025,6.7199997902,-36.6,-3.95,N/A,-21.74,2025-12,0.0,N/A,-17.79,-9.55,佳總,🌑 雙重衰退,-1.12
-4.85,2364.TW,⚪ 中性觀察,3.14,2025,63.0,157.95,20.5,39.87%,2.69,2025-12,5.982905982905983,7.82%,-17.81,25.9,倫飛,⚠️ 獲利稀釋,4.2
11.3,4760.TWO,⚪ 中性觀察,4.61,2025,241.0,242.7,27.79,22.01%,9.84,2025-12,14.894932014833127,15.04%,-17.95,24.72,勤凱,⚠️ 獲利稀釋,7.05
0.66,8099.TWO,⚪ 中性觀察,1.52,2025,64.1999969482,81.3,27.49,N/A,9.52,2025-12,11.84501788712177,N/A,-17.97,24.12,大世科,⚠️ 獲利稀釋,2.53
-29.38,2497.TW,⚪ 中性觀察,1.49,2025,55.0999984741,78.0,-3.38,25.76%,-21.36,2025-12,10.596153552711538,10.08%,-17.98,0.55,怡利電,🌑 雙重衰退,2.37
-0.58,4536.TW,⚪ 中性觀察,12.08,2025,149.5,604.9499999999999,-2.91,32.65%,-20.89,2025-12,3.7069179271014137,10.54%,-17.98,7.51,拓凱,🌑 雙重衰退,14.92
-1.99,2115.TW,⚪ 中性觀察,1.48,2025,21.2000007629,73.2,-4.72,18.21%,-22.93,2025-12,4.344262451413934,6.19%,-18.21,-3.67,六暉-KY,🌑 雙重衰退,1.58
-23.95,9958.TW,⚪ 中性觀察,4.78,2025,101.0,245.39999999999998,15.94,N/A,-2.48,2025-12,6.17359413202934,N/A,-18.419999999999998,20.49,世紀鋼,📉 獲利侵蝕,6.57
-41.96,8039.TW,❌ 暫避觀望,1.33,2025,136.5,62.55,6.75,N/A,-11.69,2025-12,32.73381294964029,N/A,-18.439999999999998,2.03,台虹,📉 獲利侵蝕,2.07
-30.34,2248.TW,⚪ 中性觀察,3.36,2025,56.5,181.05,-0.48,31.94%,-19.0,2025-12,4.68102734051367,17.40%,-18.52,-4.67,華勝-KY,🌑 雙重衰退,5.32
-30.54,9924.TW,⚪ 中性觀察,2.14,2025,43.9500007629,106.2,-8.15,N/A,-26.71,2025-12,6.207627226398305,N/A,-18.560000000000002,-7.04,福興,🌑 雙重衰退,3.08
-1.94,6843.TWO,⚪ 中性觀察,1.52,2025,46.1500015259,78.30000000000001,11.04,N/A,-7.56,2025-12,8.840996460900383,N/A,-18.599999999999998,6.64,進典,📉 獲利侵蝕,2.2
-37.15,6720.TWO,⚪ 中性觀察,2.98,2025,160.0,163.8,-14.48,N/A,-33.16,2025-12,14.652014652014651,N/A,-18.679999999999996,-10.54,久昌,🌑 雙重衰退,3.89
-33.86,6770.TW,⚪ 數據不足,-1.71,2025,51.9000015259,-73.35000000000001,4.48,N/A,-14.2,2025-12,0.0,N/A,-18.68,1.91,力積電,📉 獲利侵蝕,-1.86
14.64,7792.TWO,⚪ 數據不足,6.03,2025,355.5,0.0,30.49,N/A,11.79,2025-12,0.0,N/A,-18.7,37.75,安葆,⚠️ 獲利稀釋,8.72
74.46,7744.TWO,⚪ 數據不足,12.91,2025,512.0,0.0,59.94,N/A,41.2,2025-12,0.0,N/A,-18.739999999999995,75.55,崴寶,⚠️ 獲利稀釋,16.28
-26.95,8938.TWO,⚪ 中性觀察,3.56,2025,58.9000015259,244.04999999999998,8.55,N/A,-10.24,2025-12,3.6201598971051014,N/A,-18.79,9.03,明安,📉 獲利侵蝕,6.18
-37.5,6934.TW,⚪ 數據不足,-4.17,2025,0.0,0.0,-29.22,N/A,-48.08,2025-12,0.0,N/A,-18.86,-51.26,心誠鎂,🌑 雙重衰退,-3.92
-68.0,2867.TW,❌ 暫避觀望,0.16,2025,7.7100000381,4.050000000000001,-28.43,3.78%,-47.37,2025-12,28.555555696666662,0.03%,-18.939999999999998,-43.41,三商壽,🌑 雙重衰退,0.2
27.98,6691.TW,⚪ 中性觀察,16.64,2025,631.0,864.6000000000001,47.13,N/A,28.04,2025-12,10.947258848022205,N/A,-19.090000000000003,54.5,洋基工程,⚠️ 獲利稀釋,24.76
-20.71,2504.TW,⚪ 中性觀察,2.45,2025,35.25,120.6,3.75,27.76%,-15.42,2025-12,4.384328358208956,22.79%,-19.17,4.82,國產,📉 獲利侵蝕,3.3
-2.88,6791.TWO,⚪ 中性觀察,3.37,2025,124.0,157.95,19.26,N/A,0.0,2025-12,11.77587844254511,N/A,-19.26,19.53,虎門科技,📉 獲利侵蝕,4.16
-0.68,9919.TW,⚪ 數據不足,-1.49,2025,14.25,-63.3,-9.24,N/A,-28.57,2025-12,0.0,N/A,-19.33,-8.87,康那香,🌑 雙重衰退,-2.43
-26.01,6117.TW,⚪ 中性觀察,2.21,2025,88.0999984741,109.50000000000001,11.78,N/A,-7.65,2025-12,12.068492941657533,N/A,-19.43,11.06,迎廣,📉 獲利侵蝕,3.77
-38.85,6997.TWO,⚪ 中性觀察,3.18,2025,79.0,179.4,11.23,N/A,-8.26,2025-12,6.605351170568562,N/A,-19.490000000000002,7.39,博弘,📉 獲利侵蝕,5.11
-27.04,8299.TWO,❌ 暫避觀望,19.9,2025,1900.0,1148.25,23.29,N/A,3.78,2025-12,24.820378837361204,N/A,-19.509999999999998,7.55,群聯,⚠️ 獲利稀釋,41.98
-44.93,2070.TWO,⚪ 中性觀察,1.25,2025,59.0,67.5,-2.97,45.13%,-22.56,2025-12,13.11111111111111,17.87%,-19.59,-10.95,精湛,🌑 雙重衰退,2.3
7.57,2597.TW,⚪ 中性觀察,7.25,2025,157.0,364.35,19.99,18.77%,0.37,2025-12,6.4635652531906125,15.81%,-19.619999999999997,16.0,潤弘,⚠️ 獲利稀釋,10.75
-14.37,8109.TWO,⚪ 中性觀察,4.41,2025,118.0,221.4,15.04,N/A,-4.63,2025-12,7.994579945799458,N/A,-19.669999999999998,9.06,博大,📉 獲利侵蝕,6.18
-25.46,6411.TWO,⚪ 中性觀察,2.46,2025,77.4000015259,111.75000000000001,-10.51,N/A,-30.29,2025-12,10.389261949785233,N/A,-19.78,-9.94,晶焱,🌑 雙重衰退,3.18
6.94,6899.TWO,⚪ 中性觀察,2.65,2025,53.4000015259,129.75,27.05,N/A,7.23,2025-12,6.173410581028902,N/A,-19.82,24.69,創為精密,⚠️ 獲利稀釋,3.59
-35.26,9904.TW,⚪ 中性觀察,3.03,2025,25.75,151.5,-4.71,N/A,-24.63,2025-12,2.5495049504950495,N/A,-19.919999999999998,-3.47,寶成,🌑 雙重衰退,4.1
-12.51,6890.TW,⚪ 中性觀察,9.16,2025,156.5,494.40000000000003,5.05,N/A,-14.96,2025-12,4.748179611650485,N/A,-20.01,8.16,來億-KY,📉 獲利侵蝕,13.02
-20.3,1476.TW,⚪ 中性觀察,14.33,2025,334.5,732.9,3.15,30.19%,-16.94,2025-12,6.846090871878838,19.16%,-20.09,5.39,儒鴻,📉 獲利侵蝕,20.1
-42.24,3645.TW,❌ 暫避觀望,0.94,2025,104.0,48.900000000000006,5.64,31.33%,-14.53,2025-12,31.901840490797543,12.18%,-20.169999999999998,8.42,達邁,📉 獲利侵蝕,1.54
-38.09,2615.TW,⚪ 中性觀察,7.64,2025,74.5999984741,381.90000000000003,-13.25,23.92%,-33.63,2025-12,2.9300863501217598,18.94%,-20.380000000000003,-11.06,萬海,🌑 雙重衰退,11.21
-21.61,6523.TWO,⚪ 中性觀察,5.84,2025,100.0,306.45000000000005,-5.92,N/A,-26.4,2025-12,4.894762604013705,N/A,-20.479999999999997,-0.64,達爾膚,🌑 雙重衰退,7.78
3.14,3444.TWO,⚪ 中性觀察,1.64,2025,85.3000030518,86.85,10.54,18.10%,-10.04,2025-12,14.732297590984457,4.42%,-20.58,10.26,利機,📉 獲利侵蝕,2.15
-29.25,6957.TW,⚪ 中性觀察,5.41,2025,160.5,278.85,-4.74,N/A,-25.35,2025-12,8.633674018289403,N/A,-20.61,-6.88,裕慶-KY,🌑 雙重衰退,10.18
-8.41,6204.TWO,❌ 暫避觀望,0.98,2025,71.5,43.949999999999996,0.36,N/A,-20.27,2025-12,24.402730375426625,N/A,-20.63,3.67,艾華,📉 獲利侵蝕,1.18
18.25,3508.TWO,⚪ 數據不足,-1.14,2025,22.8500003815,-59.7,27.53,1.54%,6.88,2025-12,0.0,-34.06%,-20.650000000000002,42.64,位速,⚠️ 獲利稀釋,-1.51
-30.26,6239.TW,⚪ 中性觀察,4.96,2025,203.0,253.49999999999997,2.2,N/A,-18.46,2025-12,12.011834319526628,N/A,-20.66,-4.79,力成,📉 獲利侵蝕,7.48
-161.36,3018.TW,⚪ 數據不足,-2.36,2025,10.6999998093,-81.14999999999999,-45.66,-18.95%,-66.41,2025-12,0.0,-73.69%,-20.75,-36.93,隆銘綠能,🌑 雙重衰退,-2.16
-15.56,3008.TW,⚪ 中性觀察,109.06,2025,2515.0,5591.4,2.84,47.97%,-17.91,2025-12,6.746968558858247,36.75%,-20.75,6.5,大立光,📉 獲利侵蝕,159.41
-26.64,4933.TWO,⚪ 中性觀察,3.81,2025,73.5999984741,199.5,2.41,28.71%,-18.35,2025-12,5.533834471736842,12.48%,-20.76,11.19,友輝,📉 獲利侵蝕,5.77
-18.99,5288.TW,⚪ 中性觀察,8.74,2025,166.0,449.85,-6.57,N/A,-27.39,2025-12,5.535178392797599,N/A,-20.82,-7.59,豐祥-KY,🌑 雙重衰退,12.25
60.59,7714.TWO,⚪ 中性觀察,4.34,2025,128.0,214.04999999999998,45.1,N/A,24.26,2025-12,8.969866853538893,N/A,-20.84,55.99,創泓科技,⚠️ 獲利稀釋,6.33
40.25,5269.TW,⚪ 中性觀察,52.62,2025,1365.0,2596.8,66.0,N/A,45.15,2025-12,7.884704251386322,N/A,-20.85,60.07,祥碩,⚠️ 獲利稀釋,72.7
-27.93,4138.TWO,⚪ 中性觀察,2.89,2025,56.0,150.3,-11.82,44.64%,-32.69,2025-12,5.5888223552894205,12.42%,-20.869999999999997,-12.22,曜亞,🌑 雙重衰退,3.81
-13.57,3042.TW,⚪ 中性觀察,3.95,2025,153.0,196.05,5.34,32.18%,-15.57,2025-12,11.7061973986228,14.07%,-20.91,7.28,晶技,📉 獲利侵蝕,5.28
-56.16,3285.TWO,❌ 暫避觀望,0.32,2025,28.5,12.15,-19.66,28.61%,-40.68,2025-12,35.18518518518518,8.69%,-21.02,-24.68,微端,🌑 雙重衰退,0.7
18.54,5483.TWO,⚪ 中性觀察,4.07,2025,134.0,215.10000000000002,-1.89,N/A,-23.02,2025-12,9.344490934449093,N/A,-21.13,-1.72,中美晶,🌑 雙重衰退,6.71
-8.29,8213.TW,⚪ 中性觀察,1.77,2025,36.25,88.64999999999999,3.73,N/A,-17.45,2025-12,6.133671742808799,N/A,-21.18,1.46,志超,📉 獲利侵蝕,2.27
-30.87,3374.TWO,❌ 暫避觀望,3.09,2025,200.5,162.6,2.53,32.82%,-18.86,2025-12,18.49630996309963,27.31%,-21.39,-1.5,精材,📉 獲利侵蝕,4.99
-12.04,2385.TW,⚪ 中性觀察,8.01,2025,123.5,366.00000000000006,-5.73,16.76%,-27.23,2025-12,5.061475409836065,6.72%,-21.5,-3.53,群光,🌑 雙重衰退,9.05
3.3,5493.TWO,⚪ 中性觀察,3.44,2025,89.0,154.04999999999998,21.03,N/A,-0.48,2025-12,8.66601752677702,N/A,-21.51,22.78,三聯,📉 獲利侵蝕,4.18
-41.75,2020.TW,⚪ 中性觀察,1.66,2025,22.1499996185,81.75,-9.51,19.71%,-31.07,2025-12,4.064220113486239,12.02%,-21.560000000000002,-8.33,美亞,🌑 雙重衰退,2.13
-28.8,6208.TWO,⚪ 中性觀察,1.78,2025,80.0,94.64999999999999,-4.59,N/A,-26.32,2025-12,12.678288431061807,N/A,-21.73,-6.36,日揚,🌑 雙重衰退,2.52
-13.48,2328.TW,⚪ 中性觀察,1.22,2025,49.5499992371,61.2,-0.23,12.48%,-22.0,2025-12,12.144607656151962,4.05%,-21.77,4.37,廣宇,🌑 雙重衰退,1.56
-32.02,6546.TWO,⚪ 中性觀察,1.72,2025,62.7000007629,91.95,-1.73,N/A,-23.53,2025-12,10.2283851162969,N/A,-21.8,-1.49,正基,🌑 雙重衰退,2.73
-75.62,7709.TWO,⚪ 中性觀察,0.91,2025,69.1999969482,70.05,-31.16,N/A,-52.99,2025-12,14.817986498543897,N/A,-21.830000000000002,-37.61,榮田,🌑 雙重衰退,2.48
-2.74,3322.TWO,⚪ 數據不足,-0.75,2025,13.5,-39.300000000000004,6.3,12.86%,-15.66,2025-12,0.0,-5.35%,-21.96,10.72,建舜電,📉 獲利侵蝕,-0.96
-35.13,2049.TW,❌ 暫避觀望,3.01,2025,312.5,156.45,-0.53,27.05%,-22.62,2025-12,29.961649089165867,4.85%,-22.09,-1.42,上銀,🌑 雙重衰退,4.31
-27.07,3406.TW,⚪ 中性觀察,22.41,2025,509.0,1092.9,7.77,34.25%,-14.37,2025-12,6.986000548998079,20.51%,-22.14,0.68,玉晶光,📉 獲利侵蝕,32.84
10.97,6499.TWO,⚪ 數據不足,-5.76,2025,83.6999969482,-281.84999999999997,43.24,N/A,21.08,2025-12,0.0,N/A,-22.160000000000004,41.35,益安,⚠️ 獲利稀釋,-7.24
41.89,6908.TW,⚪ 數據不足,1.05,2025,0.0,0.0,28.36,N/A,5.88,2025-12,0.0,N/A,-22.48,28.6,宏�砦C戲-創,⚠️ 獲利稀釋,1.44
-45.48,6488.TWO,❌ 暫避觀望,10.68,2025,580.0,533.6999999999999,-3.24,N/A,-25.74,2025-12,16.301292861157954,N/A,-22.5,-0.4,環球晶,🌑 雙重衰退,15.29
-32.39,6844.TWO,⚪ 中性觀察,1.44,2025,64.1999969482,93.0,1.36,N/A,-21.14,2025-12,10.354838217451611,N/A,-22.5,1.48,諾貝兒,📉 獲利侵蝕,2.35
-47.73,7712.TWO,⚪ 中性觀察,3.57,2025,113.0,184.20000000000002,-6.13,N/A,-28.68,2025-12,9.201954397394136,N/A,-22.55,-6.32,博盛半導體,🌑 雙重衰退,5.42
-29.18,6862.TW,⚪ 中性觀察,6.02,2025,170.0,310.5,2.98,N/A,-19.59,2025-12,8.212560386473431,N/A,-22.57,7.33,三集瑞-KY,📉 獲利侵蝕,8.29
-45.77,8240.TWO,⚪ 中性觀察,1.54,2025,66.5,82.35000000000001,-5.0,N/A,-27.57,2025-12,12.112932604735883,N/A,-22.57,-1.21,華宏,🌑 雙重衰退,2.18
-33.88,6655.TW,❌ 暫避觀望,2.48,2025,137.0,133.5,3.86,N/A,-18.72,2025-12,15.393258426966291,N/A,-22.58,1.29,科定,📉 獲利侵蝕,3.92
-74.32,2258.TW,⚪ 數據不足,-1.29,2025,28.4500007629,-66.3,-51.34,19.82%,-73.98,2025-12,0.0,-262.93%,-22.64,-48.42,鴻華先進-創,🌑 雙重衰退,-2.15
-32.58,6205.TW,❌ 暫避觀望,1.51,2025,86.5,76.35,-3.02,N/A,-25.66,2025-12,16.994106090373283,N/A,-22.64,-0.59,詮欣,🌑 雙重衰退,2.0
-0.69,6922.TWO,⚪ 中性觀察,5.79,2025,176.5,274.95000000000005,13.67,N/A,-8.99,2025-12,9.629023458810693,N/A,-22.66,24.0,宸曜,📉 獲利侵蝕,6.9
-36.61,1341.TW,⚪ 中性觀察,2.32,2025,61.2000007629,132.14999999999998,-7.95,23.43%,-30.65,2025-12,6.946651618944382,12.74%,-22.7,-5.97,富林-KY,🌑 雙重衰退,3.71
-34.36,2455.TW,❌ 暫避觀望,1.92,2025,347.5,101.85,4.29,37.27%,-18.46,2025-12,51.17820324005891,21.78%,-22.75,-3.9,全新,📉 獲利侵蝕,2.97
-50.93,5222.TW,❌ 暫避觀望,1.89,2025,131.5,99.45,-26.68,N/A,-49.48,2025-12,19.834087481146305,N/A,-22.799999999999997,-28.87,全訊,🌑 雙重衰退,2.51
2.91,6776.TW,⚪ 中性觀察,3.18,2025,56.7000007629,156.0,14.84,N/A,-8.03,2025-12,5.451923150278845,N/A,-22.869999999999997,17.25,展�眥篕�,📉 獲利侵蝕,4.2
39.26,6944.TW,⚪ 數據不足,22.26,2025,0.0,0.0,64.2,N/A,41.25,2025-12,0.0,N/A,-22.950000000000003,60.19,兆聯實業,⚠️ 獲利稀釋,32.29
-117.3,4909.TWO,⚪ 數據不足,-1.46,2025,54.7999992371,-71.25,-89.32,-26.90%,-112.33,2025-12,0.0,-63.96%,-23.010000000000005,-89.05,新復興,🌑 雙重衰退,-1.25
-42.93,2324.TW,⚪ 中性觀察,1.06,2025,29.0,53.25,-16.78,5.82%,-39.91,2025-12,8.169014084507042,1.38%,-23.129999999999995,-16.8,仁寶,🌑 雙重衰退,1.38
-27.88,1294.TWO,⚪ 中性觀察,3.37,2025,79.5999984741,172.35,4.02,37.68%,-19.33,2025-12,6.927763139608356,21.70%,-23.349999999999998,-5.13,漢田生技,📉 獲利侵蝕,4.6
-24.66,6671.TW,⚪ 中性觀察,1.65,2025,29.5,78.6,-2.1,N/A,-25.47,2025-12,5.629770992366413,N/A,-23.369999999999997,-0.04,三能-KY,🌑 雙重衰退,2.37
-20.4,2375.TW,⚪ 中性觀察,2.77,2025,85.0,137.10000000000002,5.35,19.39%,-18.02,2025-12,9.299781181619256,7.43%,-23.369999999999997,5.21,凱美,📉 獲利侵蝕,3.73
-25.49,2939.TW,⚪ 數據不足,-3.2,2025,25.1000003815,-149.25000000000003,-0.82,8.14%,-24.32,2025-12,0.0,-46.94%,-23.5,17.04,永邑-KY,🌑 雙重衰退,-3.68
49.5,7786.TW,⚪ 數據不足,9.06,2025,0.0,0.0,53.42,N/A,29.9,2025-12,0.0,N/A,-23.520000000000003,57.65,東方風能,⚠️ 獲利稀釋,11.11
-20.3,3265.TWO,⚪ 中性觀察,3.73,2025,168.0,194.25,11.55,25.97%,-12.04,2025-12,12.972972972972974,19.26%,-23.59,10.78,台星科,📉 獲利侵蝕,5.48
-105.26,4113.TWO,⚪ 數據不足,-0.16,2025,14.5500001907,-7.800000000000001,-89.32,37.85%,-112.91,2025-12,0.0,-47.25%,-23.590000000000003,-87.01,聯上,🌑 雙重衰退,-0.43
-70.84,2348.TW,⚪ 中性觀察,3.61,2025,71.0999984741,241.05,-27.63,34.04%,-51.27,2025-12,4.4243931844492845,22.47%,-23.640000000000004,-24.42,海悅,🌑 雙重衰退,6.85
100.0,3093.TWO,❌ 暫避觀望,1.04,2025,58.5,50.099999999999994,38.76,40.97%,15.09,2025-12,17.51497005988024,11.18%,-23.669999999999998,87.79,港建*,⚠️ 獲利稀釋,1.22
-27.17,1307.TW,⚪ 中性觀察,2.01,2025,31.7000007629,103.49999999999999,0.33,31.96%,-23.39,2025-12,4.594203009115942,13.66%,-23.72,0.47,三芳,📉 獲利侵蝕,2.85
10.42,3071.TWO,❌ 暫避觀望,0.53,2025,30.3500003815,24.0,-5.82,30.11%,-29.63,2025-12,18.968750238437497,7.94%,-23.81,-8.68,協禧,🌑 雙重衰退,0.57
-11.59,8032.TWO,⚪ 中性觀察,1.45,2025,41.5,68.85,25.77,N/A,1.86,2025-12,9.041394335511983,N/A,-23.91,20.85,光菱,⚠️ 獲利稀釋,2.19
16.13,4737.TW,⚪ 數據不足,-1.31,2025,62.0999984741,-69.75,-4.92,39.56%,-28.85,2025-12,0.0,-24.14%,-23.93,-1.39,華廣,🌑 雙重衰退,-2.68
-15.81,6277.TW,⚪ 中性觀察,2.29,2025,69.1999969482,115.80000000000001,-1.49,N/A,-25.6,2025-12,8.963730174637304,N/A,-24.110000000000003,-2.96,宏正,🌑 雙重衰退,3.08
-21.29,6482.TWO,⚪ 數據不足,1.59,2025,0.0,0.0,-10.07,N/A,-34.28,2025-12,0.0,N/A,-24.21,0.15,弘煜科,🌑 雙重衰退,2.32
0.87,6640.TWO,❌ 暫避觀望,9.4,2025,1460.0,433.79999999999995,10.19,N/A,-14.04,2025-12,50.48409405255879,N/A,-24.229999999999997,26.61,均華,📉 獲利侵蝕,12.75
-111.11,2101.TW,❌ 暫避觀望,-0.37,2025,33.4500007629,1.0499999999999998,-44.61,20.96%,-68.84,2025-12,477.8571537557143,4.39%,-24.230000000000004,-49.07,南港,🔄 轉虧為盈,1.01
-29.98,2393.TW,⚪ 中性觀察,3.34,2025,71.0999984741,169.64999999999998,-6.36,30.24%,-30.72,2025-12,6.2864720136251115,9.23%,-24.36,-6.27,億光,🌑 雙重衰退,4.6
-35.9,6962.TW,⚪ 中性觀察,2.6,2025,34.0,141.45000000000002,-15.03,N/A,-39.39,2025-12,3.6055143160127248,N/A,-24.36,-16.15,奕力-KY,🌑 雙重衰退,2.87
-11.48,1609.TW,⚪ 中性觀察,1.62,2025,32.2000007629,65.4,3.39,13.61%,-21.15,2025-12,7.385321275894494,8.70%,-24.54,3.44,大亞,📉 獲利侵蝕,1.65
-32.55,6245.TWO,⚪ 中性觀察,2.89,2025,80.0999984741,152.25,-3.53,N/A,-28.08,2025-12,7.891625465428572,N/A,-24.549999999999997,-3.19,立端,🌑 雙重衰退,4.38
-15.52,2432.TW,⚪ 中性觀察,0.96,2025,27.6499996185,53.7,25.63,14.91%,1.06,2025-12,7.723463580586592,7.25%,-24.57,23.4,倚天酷��-創,⚠️ 獲利稀釋,1.88
32.81,6913.TWO,⚪ 中性觀察,3.41,2025,132.0,160.79999999999998,21.66,N/A,-2.92,2025-12,12.313432835820898,N/A,-24.58,29.26,鴻呈,📉 獲利侵蝕,4.34
12.47,6227.TWO,⚪ 中性觀察,4.69,2025,91.3000030518,233.55,41.88,N/A,17.08,2025-12,5.863840915337187,N/A,-24.800000000000004,49.53,茂綸,⚠️ 獲利稀釋,7.54
