prev_eps_yoy,symbol,advice,prev_eps,prev_year,price,est_price,rev_yoy,gm,eps_yoy,date,pe,om,expansion,prev_rev_yoy,name,status,eps
-6.67,1225.TW,💎 強力關注,1.12,2025,32.0,58.8,-6.25,10.74%,8.0,2025-12,8.16326530612245,5.38%,14.25,-5.83,福懋油,🧐 疑業外收益,1.62
163.64,6614.TW,⚪ 數據不足,0.87,2025,0.0,0.0,-2.37,N/A,11.76,2025-12,0.0,N/A,14.129999999999999,15.97,資拓宏宇,🧐 疑業外收益,2.08
75.19,7738.TWO,⚪ 數據不足,11.58,2025,179.5,0.0,30.15,N/A,44.26,2025-12,0.0,N/A,14.11,32.44,東聯互動,🚀 利潤擴張,14.61
9.71,1560.TW,⚠️ 追價風險,6.02,2025,540.0,315.59999999999997,16.1,34.18%,30.18,2025-12,25.665399239543728,15.49%,14.079999999999998,15.28,中砂,🚀 利潤擴張,9.28
-53.39,5864.TWO,✅ 穩健價值,1.17,2025,28.5,31.95,42.16,N/A,56.1,2025-12,13.380281690140846,N/A,13.940000000000005,-34.55,致和證,🚀 利潤擴張,2.56
5.03,8048.TWO,💎 強力關注,1.67,2025,61.5,86.25,-0.76,N/A,13.14,2025-12,10.695652173913043,N/A,13.9,-5.79,德勝,🧐 疑業外收益,2.67
-42.14,3703.TW,💎 強力關注,0.92,2025,20.75,47.55,11.98,13.84%,25.87,2025-12,6.545741324921136,7.24%,13.89,-3.98,欣陸,🚀 利潤擴張,1.8
-375.0,6225.TW,⚪ 數據不足,-0.19,2025,20.4500007629,-7.199999999999999,0.42,N/A,14.29,2025-12,0.0,N/A,13.87,-19.16,天瀚,🚀 利潤擴張,-0.06
-11.11,5457.TWO,💎 強力關注,1.54,2025,36.3499984741,88.20000000000002,7.36,N/A,21.15,2025-12,6.181972529608842,N/A,13.79,11.53,宣德,🚀 利潤擴張,2.77
28.21,2836.TW,💎 強力關注,0.49,2025,11.8500003815,24.45,14.52,89.95%,28.3,2025-12,7.269938884355828,32.37%,13.780000000000001,13.69,高雄銀,🏰 高護城河,0.68
0.0,2007.TW,⚪ 數據不足,-1.54,2025,7.4600000381,-76.95,-23.43,-29.22%,-9.8,2025-12,0.0,-33.95%,13.629999999999999,-17.76,燁興,🌑 雙重衰退,-2.24
-7.17,6727.TWO,⚠️ 追價風險,4.14,2025,382.0,215.39999999999998,8.58,N/A,22.08,2025-12,26.601671309192202,N/A,13.499999999999998,-2.39,亞泰金屬,🚀 利潤擴張,6.8
633.33,3704.TW,💎 強力關注,1.13,2025,34.9500007629,47.25000000000001,-2.6,30.58%,10.87,2025-12,11.095238337428569,1.57%,13.469999999999999,6.34,合勤控,🧐 疑業外收益,1.56
137.1,6272.TW,⚪ 數據不足,2.94,2025,0.0,0.0,30.88,N/A,44.34,2025-12,0.0,N/A,13.460000000000004,41.28,驊陞,🚀 利潤擴張,3.43
31.27,4927.TW,⚪ 數據不足,-4.9,2025,52.2000007629,-262.95000000000005,-6.83,-13.35%,6.63,2025-12,0.0,-27.74%,13.46,-4.71,泰鼎-KY,🧐 疑業外收益,-8.65
28.02,6414.TW,💎 強力關注,17.04,2025,322.0,846.5999999999999,-2.8,N/A,10.59,2025-12,5.7051736357193485,N/A,13.39,-3.72,樺漢,🧐 疑業外收益,23.26
56.59,7810.TWO,⚪ 數據不足,3.21,2025,218.0,0.0,34.56,N/A,47.62,2025-12,0.0,N/A,13.059999999999995,23.91,捷創科技,🚀 利潤擴張,6.25
-35.71,6603.TWO,⚠️ 追價風險,0.27,2025,25.2999992371,13.05,12.22,N/A,25.0,2025-12,29.080458893218392,N/A,12.78,9.61,富強鑫,🚀 利潤擴張,0.61
68.94,6625.TW,💎 強力關注,6.5,2025,73.1999969482,288.0,38.99,N/A,51.64,2025-12,3.8124998410520834,N/A,12.649999999999999,33.28,必應,🚀 利潤擴張,9.13
2.54,8103.TW,✅ 穩健價值,2.47,2025,125.0,124.20000000000002,5.25,N/A,17.71,2025-12,15.096618357487921,N/A,12.46,4.44,瀚荃,🚀 利潤擴張,3.92
9.06,2313.TW,⚪ 中性觀察,3.61,2025,244.5,180.29999999999998,4.87,18.70%,17.23,2025-12,20.34109816971714,10.97%,12.36,4.46,華通,🚀 利潤擴張,5.51
24.85,8416.TWO,💎 強力關注,8.34,2025,169.0,449.54999999999995,9.96,N/A,22.25,2025-12,5.638972305638973,N/A,12.29,13.82,實威,🚀 利潤擴張,13.46
35.04,2356.TW,💎 強力關注,1.85,2025,45.9000015259,87.44999999999999,6.95,5.21%,19.21,2025-12,7.8730705876329345,1.48%,12.260000000000002,15.92,英業達,🚀 利潤擴張,2.42
100.0,3379.TWO,✅ 穩健價值,0.5,2025,38.7999992371,44.25,82.32,13.52%,94.5,2025-12,13.152542114271187,7.02%,12.180000000000007,71.69,彬台,🚀 利潤擴張,2.12
67.72,5274.TWO,⚠️ 追價風險,72.23,2025,16475.0,3595.8,40.64,N/A,52.82,2025-12,68.72601368262974,N/A,12.18,52.48,信驊,🚀 利潤擴張,103.92
61.14,5206.TWO,💎 強力關注,3.69,2025,23.2000007629,186.0,55.14,N/A,66.99,2025-12,1.8709678034596773,N/A,11.849999999999994,56.94,坤悅,🚀 利潤擴張,3.44
13.5,2013.TW,💎 強力關注,2.27,2025,42.75,111.9,6.36,4.40%,18.15,2025-12,5.730563002680965,2.40%,11.79,10.09,中鋼構,🚀 利潤擴張,3.19
-137.78,4142.TW,⚪ 數據不足,-1.09,2025,17.7000007629,-48.6,-9.99,49.56%,1.75,2025-12,0.0,23.11%,11.74,-35.17,國光生,🧐 疑業外收益,-0.57
52.55,2449.TW,✅ 穩健價值,7.17,2025,302.5,374.69999999999993,30.08,37.66%,41.67,2025-12,12.109687750200163,28.21%,11.590000000000003,27.65,京元電子,🚀 利潤擴張,9.01
-23.97,6016.TWO,💎 強力關注,1.11,2025,19.4500007629,29.849999999999998,1.59,N/A,13.14,2025-12,9.773869730100504,N/A,11.55,-12.49,康和證,🚀 利潤擴張,1.98
-19.72,3055.TW,⚪ 數據不足,-1.73,2025,78.3000030518,-99.60000000000001,-31.79,16.83%,-20.55,2025-12,0.0,-125.48%,11.239999999999998,-39.2,蔚華科,🌑 雙重衰退,-2.68
34.48,6788.TWO,💎 強力關注,12.09,2025,442.0,610.05,19.97,N/A,31.09,2025-12,10.867961642488321,N/A,11.120000000000001,19.97,華景電,🚀 利潤擴張,17.36
-10.99,8074.TWO,⚠️ 追價風險,0.81,2025,80.3000030518,41.1,4.4,N/A,15.38,2025-12,29.306570456861312,N/A,10.98,4.12,鉅橡,🚀 利潤擴張,1.35
50.06,2368.TW,⚠️ 追價風險,13.61,2025,1390.0,656.4,54.05,33.66%,64.8,2025-12,31.76416819012797,24.30%,10.75,49.83,金像電,🚀 利潤擴張,19.47
25.96,3044.TW,💎 強力關注,14.75,2025,448.5,717.1500000000001,11.54,25.47%,21.94,2025-12,9.380882660531269,17.08%,10.400000000000002,11.61,健鼎,🚀 利潤擴張,19.45
32.76,2468.TW,✅ 穩健價值,0.77,2025,33.5,41.85,19.94,11.41%,30.21,2025-12,12.007168458781361,4.34%,10.27,25.51,華經,🚀 利潤擴張,1.25
-55.04,2527.TW,⚠️ 追價風險,0.6,2025,34.0499992371,1.1999999999999993,-90.93,61.03%,-80.68,2025-12,425.62499046375024,12.48%,10.25,-70.82,宏璟,🏰 高護城河,0.93
-16.8,1218.TW,⚪ 數據不足,1.07,2025,0.0,0.0,-5.32,16.49%,4.73,2025-12,0.0,2.59%,10.05,-6.62,泰山,🧐 疑業外收益,1.59
41.71,3036.TW,💎 強力關注,8.11,2025,204.0,402.59999999999997,22.78,3.74%,32.83,2025-12,7.60059612518629,1.75%,10.049999999999997,19.83,文曄,🚀 利潤擴張,11.61
58.06,3357.TWO,✅ 穩健價值,7.84,2025,165.0,384.15,20.3,28.44%,30.29,2025-12,6.4427957828973055,14.20%,9.989999999999998,20.14,臺慶科,🚀 利潤擴張,10.26
26.19,3257.TW,✅ 穩健價值,2.65,2025,53.2999992371,123.75,29.32,45.11%,39.18,2025-12,6.460605968133334,18.06%,9.86,22.45,虹冠電,🚀 利潤擴張,3.42
23.66,2884.TW,✅ 穩健價值,1.62,2025,31.8500003815,79.95,20.44,91.14%,30.06,2025-12,5.975609827673546,40.48%,9.619999999999997,15.61,玉山金,🏰 高護城河,2.12
-117.24,1471.TW,⚠️ 追價風險,-0.05,2025,11.3000001907,3.3,-34.37,5.75%,-25.0,2025-12,51.36363723045455,-72.91%,9.369999999999997,-27.03,首利,🔄 轉虧為盈,0.03
-0.44,2006.TW,✅ 穩健價值,4.55,2025,65.1999969482,232.95,-3.84,15.94%,5.37,2025-12,4.198325624481648,10.83%,9.21,-2.5,東和鋼鐵,🧐 疑業外收益,6.47
24.31,6138.TWO,✅ 穩健價值,9.27,2025,235.5,453.15000000000003,22.89,N/A,31.94,2025-12,7.795431976166832,N/A,9.05,21.32,茂達,🚀 利潤擴張,13.04
10.0,2880.TW,✅ 穩健價值,1.43,2025,32.0499992371,68.39999999999999,4.06,97.25%,13.1,2025-12,7.028508604627194,45.93%,9.04,1.87,華南金,🏰 高護城河,1.9
79.17,6928.TW,⚪ 數據不足,-0.1,2025,46.7000007629,-7.05,-2.54,N/A,6.41,2025-12,0.0,N/A,8.95,5.88,攸泰科技,🧐 疑業外收益,-0.73
12.28,5381.TWO,✅ 穩健價值,0.65,2025,23.5,32.55,-5.88,N/A,2.44,2025-12,10.829493087557603,N/A,8.32,-6.16,光譜,🧐 疑業外收益,0.72
17.13,5520.TWO,✅ 穩健價值,7.92,2025,81.3000030518,383.4,2.6,N/A,10.9,2025-12,3.180751293106417,N/A,8.3,3.98,力泰,🚀 利潤擴張,9.97
55.65,4804.TWO,⚪ 數據不足,-0.65,2025,3.2699999809,-39.300000000000004,7.41,-7.81%,15.65,2025-12,0.0,-65.06%,8.24,8.04,大略-KY,🚀 利潤擴張,-1.54
14.07,6470.TWO,✅ 穩健價值,2.27,2025,47.9000015259,118.8,-0.56,N/A,7.5,2025-12,6.04797999064394,N/A,8.06,12.82,宇智,🧐 疑業外收益,3.87
-5.4,5478.TWO,✅ 穩健價值,5.84,2025,97.0,290.85,-3.78,N/A,4.25,2025-12,5.002578648788035,N/A,8.03,-8.2,智冠,🧐 疑業外收益,7.93
-2.16,2329.TW,✅ 穩健價值,1.41,2025,54.9000015259,74.1,20.92,15.35%,28.92,2025-12,11.113360632773281,8.19%,8.0,19.58,華泰,🚀 利潤擴張,2.45
62.75,3653.TW,⚠️ 追價風險,26.92,2025,5380.0,1360.5,42.0,41.25%,49.96,2025-12,59.316427783902974,31.26%,7.960000000000001,52.19,健策,🚀 利潤擴張,36.75
23.16,3611.TWO,✅ 穩健價值,13.9,2025,188.5,690.6,31.04,32.53%,38.68,2025-12,4.094265855777585,8.38%,7.640000000000001,40.71,鼎翰,🚀 利潤擴張,19.63
-1.4,5212.TWO,✅ 穩健價值,2.82,2025,47.4000015259,121.2,15.91,N/A,23.44,2025-12,5.866336822512377,N/A,7.530000000000001,17.89,凌網,🚀 利潤擴張,4.74
-0.64,3290.TWO,✅ 穩健價值,1.22,2025,46.6500015259,59.1,18.23,30.40%,25.64,2025-12,11.840101910126904,14.85%,7.41,15.97,東浦,🚀 利潤擴張,2.02
11.5,3511.TWO,⚪ 數據不足,-1.0,2025,22.8500003815,-45.89999999999999,-0.93,15.28%,6.35,2025-12,0.0,-5.62%,7.279999999999999,1.3,矽瑪,🧐 疑業外收益,-1.18
-41.67,1605.TW,⚪ 中性觀察,0.52,2025,30.1499996185,25.95,-2.83,4.90%,4.35,2025-12,17.427745444219653,-1.88%,7.18,-0.21,華新,🧐 疑業外收益,0.75
52.4,2404.TW,✅ 穩健價值,34.07,2025,950.0,1659.9,39.37,17.19%,46.52,2025-12,8.584854509307789,13.88%,7.150000000000006,30.93,漢唐,🚀 利潤擴張,48.08
5.79,3026.TW,✅ 穩健價值,4.75,2025,212.5,241.20000000000002,5.01,17.62%,12.1,2025-12,13.215174129353231,5.81%,7.09,5.39,禾伸堂,🚀 利潤擴張,6.58
28.46,8279.TWO,✅ 穩健價值,8.62,2025,99.0999984741,395.85,6.1,N/A,13.09,2025-12,3.7552102491133006,N/A,6.99,7.66,生展,🚀 利潤擴張,10.02
28.23,2301.TW,✅ 穩健價值,4.94,2025,166.0,239.70000000000002,21.11,21.72%,28.09,2025-12,10.387984981226532,10.49%,6.98,23.16,光寶科,🚀 利潤擴張,6.64
3.13,6662.TWO,✅ 穩健價值,0.99,2025,31.0,52.5,-10.2,N/A,-3.49,2025-12,8.857142857142858,N/A,6.709999999999999,-7.37,樂斯科,🌑 雙重衰退,1.66
10.59,3652.TW,✅ 穩健價值,0.94,2025,30.5,45.3,0.59,32.08%,7.2,2025-12,10.099337748344372,2.52%,6.61,0.48,精聯,🚀 利潤擴張,1.34
17.51,5876.TW,✅ 穩健價值,2.56,2025,39.0499992371,122.85000000000002,3.7,N/A,10.11,2025-12,4.768009674859584,N/A,6.409999999999999,3.26,上海商銀,🚀 利潤擴張,3.06
7.98,6706.TW,⚪ 數據不足,-3.69,2025,151.5,-168.45000000000002,-3.41,N/A,2.97,2025-12,0.0,N/A,6.380000000000001,38.55,惠特,🧐 疑業外收益,-3.92
75.65,8069.TWO,✅ 穩健價值,8.17,2025,137.5,355.8,12.29,N/A,18.59,2025-12,5.796795952782461,N/A,6.300000000000001,29.4,元太,🚀 利潤擴張,9.14
-23.43,6703.TWO,✅ 穩健價值,5.77,2025,111.5,327.6,-8.29,N/A,-2.0,2025-12,5.105311355311355,N/A,6.289999999999999,-15.54,軒郁,🌑 雙重衰退,9.9
2.8,4532.TW,✅ 穩健價值,1.5,2025,22.8999996185,81.89999999999999,-5.76,17.17%,0.5,2025-12,4.1941391242674,6.80%,6.26,-0.93,瑞智,🧐 疑業外收益,2.05
19.44,6415.TW,⚠️ 追價風險,4.31,2025,427.0,213.00000000000003,1.94,N/A,8.14,2025-12,30.070422535211264,N/A,6.200000000000001,0.55,矽力*-KY,🚀 利潤擴張,6.4
-17.65,5534.TW,✅ 穩健價值,2.24,2025,77.8000030518,151.04999999999998,-29.66,N/A,-23.57,2025-12,7.7259188730685215,N/A,6.09,-38.06,長虹,🌑 雙重衰退,6.0
15.04,3005.TW,✅ 穩健價值,6.36,2025,97.5999984741,315.15000000000003,10.6,31.02%,16.67,2025-12,4.64540687644455,14.37%,6.070000000000002,9.96,神基,🚀 利潤擴張,8.43
0.0,5601.TWO,⚠️ 追價風險,0.32,2025,36.0,15.75,1.81,N/A,7.69,2025-12,34.285714285714285,N/A,5.880000000000001,1.76,台聯櫃,🚀 利潤擴張,0.42
-18.1,1337.TW,⚪ 數據不足,-1.24,2025,5.0199999809,-62.85000000000001,-18.82,-19.71%,-12.99,2025-12,0.0,-65.33%,5.83,-18.71,再生-KY,🌑 雙重衰退,-1.74
6.7,1712.TW,✅ 穩健價值,2.07,2025,42.2000007629,104.69999999999999,-1.68,29.22%,4.0,2025-12,6.045845381504298,5.88%,5.68,-2.3,興農,🧐 疑業外收益,2.6
-0.87,6122.TWO,✅ 穩健價值,3.44,2025,49.0999984741,173.55,1.36,N/A,7.03,2025-12,4.243733662411408,N/A,5.67,-2.12,擎邦,🚀 利潤擴張,4.78
-53.6,3284.TWO,✅ 穩健價值,1.21,2025,15.6999998093,70.80000000000001,-17.82,25.16%,-12.16,2025-12,3.326271146038135,13.35%,5.66,-29.91,太普高,🌑 雙重衰退,2.31
0.43,2617.TW,⚪ 數據不足,2.36,2025,0.0,0.0,-2.28,46.23%,3.25,2025-12,0.0,41.07%,5.529999999999999,-5.48,台航,🧐 疑業外收益,3.18
1.73,6761.TWO,✅ 穩健價值,5.51,2025,218.0,275.55,-2.32,N/A,2.89,2025-12,11.867174741426238,N/A,5.21,2.55,穩得,🧐 疑業外收益,7.34
5.65,6005.TW,✅ 穩健價值,1.87,2025,28.0499992371,87.6,12.14,N/A,17.33,2025-12,4.80308206114726,N/A,5.189999999999998,6.33,群益證,🚀 利潤擴張,2.64
20.0,2801.TW,✅ 穩健價值,1.2,2025,21.1499996185,57.900000000000006,8.35,88.90%,13.53,2025-12,5.479274512564767,38.59%,5.18,7.51,彰銀,🏰 高護城河,1.51
-6.06,9931.TW,✅ 穩健價值,1.86,2025,34.8499984741,91.95000000000002,-19.51,N/A,-14.34,2025-12,5.68515472660685,N/A,5.170000000000002,-27.73,欣高,🌑 雙重衰退,2.45
86.67,8114.TW,✅ 穩健價值,15.84,2025,184.0,798.15,30.67,N/A,35.66,2025-12,3.4579966171772223,N/A,4.989999999999995,69.45,振樺電,🚀 利潤擴張,18.5
-1.14,9937.TW,✅ 穩健價值,1.74,2025,56.4000015259,85.8,-6.2,N/A,-1.26,2025-12,9.860140126905595,N/A,4.94,-6.0,全國,🌑 雙重衰退,2.36
34.73,2317.TW,✅ 穩健價值,10.38,2025,219.5,498.75,18.13,5.88%,23.02,2025-12,6.601503759398496,3.28%,4.890000000000001,16.23,鴻海,🚀 利潤擴張,13.61
1.8,3045.TW,✅ 穩健價值,3.49,2025,111.5,176.54999999999998,-0.31,19.71%,4.58,2025-12,9.473237043330501,10.58%,4.89,-0.87,台灣大,🧐 疑業外收益,4.77
42.86,6290.TWO,✅ 穩健價值,6.2,2025,285.5,316.65,26.34,N/A,31.08,2025-12,13.524396020843202,N/A,4.739999999999998,28.79,良維,🚀 利潤擴張,8.73
39.53,6515.TW,⚠️ 追價風險,33.4,2025,10385.0,1807.6499999999999,35.51,N/A,40.24,2025-12,86.17542112687744,N/A,4.730000000000004,32.04,穎崴,🚀 利潤擴張,46.93
64.0,1538.TW,⚪ 數據不足,-0.36,2025,13.3500003815,-31.050000000000004,1.9,32.24%,6.47,2025-12,0.0,-58.77%,4.57,22.91,正峰,🚀 利潤擴張,-1.59
26.36,3492.TWO,✅ 穩健價值,1.63,2025,22.5499992371,74.55,4.69,27.24%,9.26,2025-12,4.537223186539236,-0.96%,4.569999999999999,7.91,長盛,🚀 利潤擴張,1.77
36.4,3171.TWO,✅ 穩健價值,3.11,2025,69.0999984741,151.05,32.43,25.09%,36.94,2025-12,6.861966084816286,7.94%,4.509999999999998,23.81,炎洲流通,🚀 利潤擴張,4.3
1.87,8155.TWO,⚠️ 追價風險,3.35,2025,416.0,188.55,36.9,N/A,41.38,2025-12,33.09466984884646,N/A,4.480000000000004,35.15,博智,🚀 利潤擴張,6.88
32.29,4749.TWO,⚠️ 追價風險,8.49,2025,1005.0,411.90000000000003,28.3,44.02%,32.78,2025-12,36.598689002185,23.34%,4.48,32.03,新應材,🚀 利潤擴張,11.33
-1.98,2838.TW,✅ 穩健價值,0.91,2025,20.0,44.85,4.5,94.34%,8.94,2025-12,6.68896321070234,35.36%,4.4399999999999995,-0.7,聯邦銀,🏰 高護城河,1.29
-57.58,1442.TW,✅ 穩健價值,2.49,2025,26.2000007629,132.89999999999998,-62.17,49.04%,-57.74,2025-12,2.9571106955869078,34.02%,4.43,-63.75,名軒,🌑 雙重衰退,3.03
7.67,4571.TW,✅ 穩健價值,7.33,2025,178.5,370.65,0.1,33.35%,4.45,2025-12,7.2237960339943355,18.52%,4.3500000000000005,4.55,鈞興-KY,🚀 利潤擴張,9.61
-37.88,3037.TW,⚠️ 追價風險,2.06,2025,883.0,114.89999999999999,13.75,15.77%,18.07,2025-12,115.27415143603135,6.82%,4.32,12.28,欣興,🚀 利潤擴張,4.38
-25.0,6220.TWO,⚠️ 追價風險,0.45,2025,29.5499992371,8.700000000000001,-17.2,N/A,-12.9,2025-12,50.94827454672413,N/A,4.299999999999999,-20.23,岳豐,🌑 雙重衰退,0.81
-9.42,1210.TW,⚪ 數據不足,2.67,2025,0.0,0.0,-1.49,15.43%,2.79,2025-12,0.0,5.11%,4.28,-1.43,大成,🧐 疑業外收益,4.33
2.0,3388.TWO,✅ 穩健價值,3.06,2025,114.5,150.60000000000002,-2.69,17.90%,1.47,2025-12,11.40438247011952,6.27%,4.16,-2.28,崇越電,🧐 疑業外收益,4.15
-5.56,3010.TW,✅ 穩健價值,6.28,2025,132.5,309.75000000000006,-2.3,8.77%,1.84,2025-12,6.416464891041161,5.39%,4.14,-2.77,華立,🧐 疑業外收益,8.84
48.21,3349.TWO,⚪ 數據不足,-0.64,2025,25.7000007629,-35.1,5.58,15.17%,9.52,2025-12,0.0,-15.09%,3.9399999999999995,28.56,寶德,🚀 利潤擴張,-1.02
96.15,8162.TW,✅ 穩健價值,1.53,2025,50.7000007629,64.2,19.79,N/A,23.62,2025-12,11.845794570771027,N/A,3.830000000000002,28.35,微矽電子-創,🚀 利潤擴張,1.57
12.4,3596.TW,✅ 穩健價值,9.52,2025,159.0,469.49999999999994,8.19,15.29%,11.7,2025-12,5.079872204472844,6.31%,3.51,8.39,智易,🚀 利潤擴張,12.6
-34.29,6689.TW,✅ 穩健價值,1.15,2025,68.5999984741,72.9,-1.67,N/A,1.77,2025-12,14.115226023477366,N/A,3.44,2.81,伊雲谷,🧐 疑業外收益,2.31
3.45,6121.TWO,✅ 穩健價值,21.26,2025,357.5,1094.85,2.65,N/A,5.99,2025-12,4.897931223455268,N/A,3.3400000000000003,-0.37,新普,🚀 利潤擴張,30.6
27.0,6697.TWO,✅ 穩健價值,2.54,2025,41.5999984741,124.19999999999999,13.17,N/A,16.48,2025-12,5.024154405084541,N/A,3.3100000000000005,14.74,東捷資訊,🚀 利潤擴張,3.04
11.48,8432.TWO,✅ 穩健價值,3.01,2025,50.0999984741,133.49999999999997,19.79,N/A,23.05,2025-12,5.629213311696629,N/A,3.2600000000000016,18.72,東生華,🚀 利潤擴張,3.63
1.13,5902.TWO,✅ 穩健價值,1.79,2025,37.75,86.55000000000001,2.91,N/A,6.16,2025-12,6.542461005199306,N/A,3.25,3.96,德記,🚀 利潤擴張,2.24
9.43,6417.TWO,✅ 穩健價值,3.25,2025,116.5,168.9,7.83,N/A,11.03,2025-12,10.346358792184725,N/A,3.1999999999999993,8.43,韋僑,🚀 利潤擴張,4.83
-8.33,4931.TWO,⚠️ 追價風險,1.55,2025,159.0,103.64999999999999,22.86,26.27%,26.02,2025-12,23.010130246020264,15.45%,3.16,4.97,新盛力,🚀 利潤擴張,3.13
13.87,6492.TWO,⚪ 數據不足,-2.06,2025,49.9000015259,-105.60000000000001,7.0,N/A,10.09,2025-12,0.0,N/A,3.09,10.67,生華科,🚀 利潤擴張,-2.97
-8.25,3031.TW,✅ 穩健價值,0.89,2025,31.5499992371,42.3,-3.04,30.45%,0.0,2025-12,11.187942991879433,11.22%,3.04,-7.8,佰鴻,🌑 雙重衰退,1.09
5.71,1714.TW,✅ 穩健價值,0.37,2025,9.3999996185,17.250000000000004,16.5,14.20%,19.51,2025-12,8.17391271173913,8.91%,3.0100000000000016,15.96,和桐,🚀 利潤擴張,0.5
6.72,1513.TW,✅ 穩健價值,5.99,2025,148.5,292.80000000000007,7.18,27.00%,10.14,2025-12,7.607581967213114,17.59%,2.960000000000001,9.03,中興電,🚀 利潤擴張,8.07
44.67,5455.TWO,✅ 穩健價值,3.53,2025,25.25,159.6,-43.58,N/A,-40.65,2025-12,2.37312030075188,N/A,2.9299999999999997,62.0,昇益,🌑 雙重衰退,3.46
-7.86,6173.TWO,✅ 穩健價值,2.12,2025,85.6999969482,105.30000000000001,8.9,N/A,11.72,2025-12,12.207976773247863,N/A,2.8200000000000003,10.39,信昌電,🚀 利潤擴張,3.26
-3.54,2886.TW,✅ 穩健價值,1.91,2025,39.0999984741,90.6,-1.77,83.45%,0.85,2025-12,6.473509681142383,33.61%,2.62,-5.03,兆豐金,🏰 高護城河,2.36
-112.85,9933.TW,⚪ 數據不足,-0.23,2025,36.75,-15.600000000000001,-23.41,N/A,-20.92,2025-12,0.0,N/A,2.4899999999999984,-23.49,中鼎,🔄 轉虧為盈,1.91
-0.58,8401.TWO,✅ 穩健價值,1.71,2025,24.4500007629,89.25,-0.87,N/A,1.54,2025-12,4.109243825697479,N/A,2.41,0.54,白紗科,🧐 疑業外收益,2.63
-2.04,2945.TW,✅ 穩健價值,1.44,2025,41.1500015259,73.05,3.54,27.39%,5.94,2025-12,8.449692305112936,1.25%,2.4000000000000004,3.48,三商家購,🚀 利潤擴張,2.14
50.0,3684.TWO,✅ 穩健價值,2.55,2025,58.0999984741,117.44999999999999,22.61,34.09%,25.0,2025-12,7.420178604610473,7.78%,2.3900000000000006,31.38,榮昌,🚀 利潤擴張,3.5
15.18,3583.TW,⚠️ 追價風險,9.71,2025,792.0,491.70000000000005,17.37,37.11%,19.76,2025-12,24.161073825503355,15.14%,2.3900000000000006,20.22,辛耘,🚀 利潤擴張,13.82
67.57,2321.TW,⚪ 數據不足,-0.3,2025,13.1999998093,-29.1,16.01,29.80%,18.37,2025-12,0.0,-5.26%,2.3599999999999994,19.86,東訊,🚀 利潤擴張,-0.76
73.93,3558.TWO,✅ 穩健價值,4.87,2025,107.5,247.80000000000004,25.46,14.36%,27.76,2025-12,6.507263922518159,0.40%,2.3000000000000007,38.81,神準,🚀 利潤擴張,5.2
22.73,6796.TW,⚪ 數據不足,-0.68,2025,69.5,-18.75,22.72,N/A,25.0,2025-12,0.0,N/A,2.280000000000001,36.23,晉弘,🔄 轉虧為盈,0.2
-13.01,2063.TWO,✅ 穩健價值,1.27,2025,25.8999996185,63.9,-13.1,17.29%,-10.88,2025-12,6.07981211701878,2.75%,2.219999999999999,-10.3,世鎧,🌑 雙重衰退,1.72
20.69,6530.TWO,⚠️ 追價風險,1.4,2025,118.5,69.45,16.68,N/A,18.9,2025-12,25.593952483801296,N/A,2.219999999999999,18.97,創威,🚀 利潤擴張,1.95
4.1,5347.TWO,✅ 穩健價值,3.35,2025,145.5,170.70000000000002,10.3,N/A,12.47,2025-12,12.785588752196835,N/A,2.17,10.75,世界,🚀 利潤擴張,4.3
6.98,6192.TW,✅ 穩健價值,7.66,2025,115.5,384.9,-6.01,N/A,-4.01,2025-12,4.501169134840219,N/A,2.0,-4.9,巨路,🌑 雙重衰退,10.06
9.86,1503.TW,✅ 穩健價值,5.46,2025,189.5,271.95000000000005,6.01,17.20%,7.92,2025-12,10.452289023717594,7.03%,1.9100000000000001,5.13,士電,🚀 利潤擴張,6.27
46.67,4911.TWO,✅ 穩健價值,1.76,2025,34.5499992371,86.25000000000001,24.13,85.36%,26.01,2025-12,6.008695519495652,42.63%,1.8800000000000026,35.41,德英,🏰 高護城河,2.18
86.8,6933.TW,✅ 穩健價值,3.69,2025,164.5,184.65,27.21,N/A,28.97,2025-12,13.363119415109667,N/A,1.759999999999998,36.49,AMAX-KY,🚀 利潤擴張,5.04
29.11,4129.TWO,✅ 穩健價值,4.47,2025,98.4000015259,221.10000000000002,21.54,78.77%,23.26,2025-12,6.675712450875168,11.96%,1.7200000000000024,24.04,聯合,🏰 高護城河,5.83
14.06,1612.TW,✅ 穩健價值,2.19,2025,35.6500015259,105.75,14.68,16.53%,16.39,2025-12,5.056737805092199,13.07%,1.7100000000000009,22.35,宏泰,🚀 利潤擴張,2.77
37.0,3030.TW,✅ 穩健價值,7.59,2025,342.5,377.69999999999993,33.22,60.64%,34.83,2025-12,13.602065131056396,34.18%,1.6099999999999994,31.3,德律,🏰 高護城河,10.49
9.41,4904.TW,✅ 穩健價值,2.79,2025,94.5,139.95,5.47,27.10%,7.02,2025-12,10.128617363344052,14.21%,1.5499999999999998,2.92,遠傳,🚀 利潤擴張,3.81
51.99,2383.TW,⚠️ 追價風險,31.23,2025,4545.0,1544.1000000000001,46.42,28.58%,47.96,2025-12,44.15193316495045,19.80%,1.5399999999999991,51.33,台光電,🚀 利潤擴張,41.67
