股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,51.70,148,64.28,36.61,---,3.53%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,60.90,7,80.50,57.60,---,---,均線糾擺,無,無,MA 乖離率僅 0.39%,均線糾擺
6831,邁科,620.00,1563,956.00,157.83,---,0.74%,資料不足 -> 進入盤整,無,無,ADX 為 12.56 (低於 20),進入盤整
00696,富邦美債20年,28.12,4424,30.21,27.13,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.24%,均線糾擺
6153,嘉聯益,17.75,3908,24.45,13.50,---,---,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (17.75 > 1.5σ)，動能強勁,貼軌運行
8261,富鼎,187.50,11104,346.94,82.20,---,4.05%,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
6205,詮欣,65.80,783,98.20,37.00,📅 預告 (20260831),3.47%,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (65.80 > 1.5σ)，動能強勁,貼軌運行
7595,世基生醫,7.35,0,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.91%,均線糾擺
3479,安勤,129.00,334,156.50,83.70,---,5.22%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.48%,均線糾擺
1789,神隆,19.10,155,28.25,16.75,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
3171,炎洲流通,63.30,7,79.40,45.00,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.52%,均線糾擺
4721,美琪瑪,74.80,339,101.00,61.20,---,3.35%,均線糾擺,無,無,MA 乖離率僅 0.51%,均線糾擺
911608,明輝-DR,2.68,26,3.51,2.53,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
6924,榮惠-KY創,117.50,67,193.50,47.80,---,7.45%,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 0.61%,均線糾擺
3044,健鼎,490.00,2927,573.00,290.00,---,4.08%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,10.60,293,17.15,10.45,---,---,進入盤整,無,無,ADX 為 11.10 (低於 20),進入盤整
00876,元大全球5G,87.15,145,107.70,38.32,---,---,均線糾擺,無,無,MA 乖離率僅 0.76%,均線糾擺
00676,富邦臺灣加權反1,5.48,3941,11.16,5.32,---,---,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
4961,天鈺,161.00,492,184.50,135.00,---,5.89%,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
2012,春雨,14.70,32,17.99,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
8114,振樺電,195.00,324,283.50,164.00,📅 預告 (20260902),2.62%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,46.10,28,66.90,24.50,---,---,趨勢運行 -> 進入盤整,無,無,ADX 為 18.07 (低於 20),進入盤整
8028,昇陽半導體,249.00,2305,356.50,138.50,---,1.49%,進入盤整,無,無,ADX 為 13.20 (低於 20),進入盤整
6972,博瑞達應材,23.50,1,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 0.84%,均線糾擺
6443,元晶,26.65,5143,52.30,11.95,---,1.64%,均線糾擺,無,無,MA 乖離率僅 0.26%,均線糾擺
00990,主動元大AI新經濟,9.94,977,10.11,9.94,---,---,均線糾擺,無,無,MA 乖離率僅 0.28%,均線糾擺
00987,野村10+澳洲公債,10.02,5868,10.15,9.97,---,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2748,雲品,38.75,41,48.10,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
6525,捷敏-KY,144.50,2346,221.00,71.30,---,5.85%,資料不足 -> 均線糾擺,無,無,MA 乖離率僅 0.51%,均線糾擺
006205,富邦上証,40.62,95,42.30,33.93,---,---,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
