代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,30.33,29.4,3000,30.8,3000,31.20,29.70,30.25,30.10,83693,-,
1269,乾杯,65.28,60,3000,62.9,2999,63.00,60.10,60.90,62.90,13402,-,
1271,晨暉生技,59.31,59.2,3000,60,3000,60.10,59.30,59.56,59.50,8054,-,
1293,利統,24.20,23.3,2911,24.2,3000,24.20,23.30,23.38,24.20,98,-,
1343,旭東環保,32.68,31,2000,32.45,2999,32.95,31.00,32.02,32.45,35266,-,
1480,東盟開發,7.97,7.97,20000,8,20000,7.95,7.95,7.95,7.95,10000,-,
1594,日高,7.70,7.74,5000,8,5000,8.00,7.72,7.87,7.95,26200,-,
2071,震南鐵,33.71,33.5,5000,35.15,3000,35.15,35.00,35.03,35.15,5101,-,
2245,詠勝昌*,25.00,23.85,3000,25,4699,25.00,24.50,24.95,25.00,1431,-,
2249,湧盛,88.87,90.5,3000,92,2999,92.00,88.70,90.15,92.00,33722,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,18.74,19.9,3000,20.1,4990,20.10,17.60,19.51,19.90,519345,-,
2255,凱銳光電,13.76,13.55,5000,14.1,3000,14.10,13.60,13.78,13.95,32656,-,
2256,歐特明,84.55,79.6,3000,83.6,5998,86.20,82.00,82.87,83.60,184275,-,
2644,中信造船,75.55,75.4,8000,76.7,3000,77.00,75.20,75.72,76.70,54387,-,
2733,維格餅家,10.95,10.45,10000,10.95,5000,10.95,10.95,10.95,10.95,1011,-,
2741,老四川,20.20,20.1,3000,20.8,3000,20.90,20.90,20.90,20.90,4,-,
2758,路易莎咖啡,67.99,66.7,5878,68,3000,69.70,64.60,66.68,66.70,29700,-,
2760,巨宇翔,8.85,8.8,5000,9.1,10000,9.07,9.00,9.03,9.07,8000,-,
2761,橘焱胡同,15.41,15.4,10000,16.1,5000,16.70,15.60,16.04,16.10,51170,-,
2938,床的世界,24.77,24.35,3000,25.05,3000,25.00,24.30,24.85,25.00,12971,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.05,24,6000,24.4,3000,24.20,24.00,24.10,24.10,12000,-,
2942,京站,37.58,36.65,3000,38.15,6000,38.10,38.10,38.10,38.10,1004,-,
3097,拍檔,25.00,24.9,6000,26.15,6000,26.80,25.40,25.64,26.20,15104,-,
3117,年程,28.59,28.5,6000,29.5,3000,30.30,28.50,29.43,29.50,185757,-,
3184,微邦,12.74,13.05,5000,13.55,9990,13.60,12.65,13.18,13.55,248186,-,
3194,圓方科技,30.50,29.5,2000,30.5,2996,30.50,29.30,29.40,30.50,2014,-,
3473,智通聯網,77.28,76.4,3000,79,2742,79.00,79.00,79.00,79.00,258,-,
3585,聯致,49.81,49.4,3000,49.85,3000,51.30,49.25,50.18,49.65,751753,-,
3595,山太士,1271.71,1590,2000,1630,3997,1675.00,1270.00,1516.00,1630.00,1505443,115/08/26,櫃買中心同意上櫃契約
3603,建祥國際,6.47,6.5,10000,6.84,10000,6.84,6.84,6.84,6.84,10,-,
3633,云光,143.92,147.5,4000,149.5,4000,151.50,142.50,147.81,149.50,79358,-,
3644,凌嘉科,266.99,267.5,4000,270,2000,270.00,266.50,268.27,269.00,66430,-,
3659,百辰,14.94,14.15,5000,14.65,10000,14.95,14.45,14.54,14.50,36831,-,
3678,聯享,50.15,49.8,3000,51.1,2998,51.10,49.80,49.92,51.10,11497,-,
4115,善德生技,7.37,7.3,10000,7.57,9999,7.67,7.04,7.40,7.57,46203,-,
4117,普生,9.23,9.17,4999,9.4,2599,9.50,9.15,9.27,9.17,41760,-,
4150,優你康,1.32,1.29,9999,1.35,10000,1.35,1.27,1.31,1.29,3251913,-,
4170,鑫品生醫,12.73,12.2,9980,12.7,4900,12.75,12.20,12.52,12.70,18689,-,
4172,因華,11.12,10.9,10000,11.15,4999,11.40,10.95,11.01,11.15,245116,-,
4186,尖端醫,7.64,7.65,4888,7.75,10000,7.77,7.40,7.50,7.65,88748,-,
4194,禾生技,6.85,6.45,4340,6.77,4997,6.93,6.43,6.60,6.77,74245,-,
4197,暐世,8.19,8.16,10000,8.57,4000,8.57,8.18,8.25,8.57,6000,-,
4431,敏成健康,18.93,18.85,5000,19.55,3398,19.70,19.20,19.43,19.55,63014,-,
4537,旭東,129.34,131,2000,134.5,1979,135.50,126.00,131.26,134.50,48112,115/07/09,送件申請上市
4544,春日,14.15,13.5,10000,14.15,9989,14.15,14.15,14.15,14.15,11,-,
4553,盛復,16.10,16.05,5000,16.45,4998,16.45,16.00,16.08,16.45,39992,-,
4559,久裕興,8.79,8.51,3000,8.91,3690,8.91,8.51,8.72,8.91,4310,-,
4565,宏偉,133.98,137,2000,139.5,3998,139.50,132.50,135.65,139.50,85241,115/08/26,櫃買中心同意上櫃契約
4570,傑生,70.50,68.5,2999,70.5,5000,70.50,68.50,70.50,68.50,1001,-,
4573,高明鐵,522.34,525,4970,529,1536,531.00,505.00,518.20,529.00,925292,-,
4575,銓寶,22.68,22.55,3000,23.1,2000,23.10,23.00,23.05,23.10,9030,-,
4587,寶元數控,44.01,43,4996,44.4,2993,44.40,43.00,43.01,44.40,1011,-,
4589,碩陽電機,34.03,32.5,5000,34.05,3000,34.15,33.85,33.97,33.85,11415,-,
4724,宣捷幹細胞,9.18,8.88,3990,9.34,5000,9.35,8.88,9.03,9.20,68649,-,
4732,彥臣,17.79,17.85,5000,18.1,5000,17.95,17.95,17.95,17.95,4220,-,
4738,大同精化,6.38,6.2,10000,6.47,1998,6.57,6.20,6.31,6.47,150261,-,
4765,磐采,16.71,16.55,10000,17.3,4000,17.30,17.20,17.26,17.20,9051,-,
4925,智微,130.68,136.5,3000,140.5,5000,140.50,131.00,137.34,138.50,212834,-,
4980,佐臻,39.51,39.15,3000,41.1,3000,41.20,38.50,39.29,41.10,87547,-,
5240,建騰,18.60,17.85,5000,18.5,4999,18.90,18.00,18.23,18.50,60508,-,
5246,勵威,80.65,80.6,3000,81.2,6000,82.70,80.00,80.74,80.90,161703,-,
5248,景傳,38.87,37.75,6000,39.45,2989,39.80,37.85,38.57,39.45,150255,-,
5254,欣訊科技,41.23,41.05,3000,42.2,1990,42.50,39.75,40.95,42.20,39984,-,
5262,立達,43.44,43.4,2267,43.8,3000,43.90,43.40,43.65,43.80,70791,-,
5267,龍翩,47.77,45.65,2000,47.45,2980,48.00,44.90,45.92,47.45,66896,-,
5271,紘通,9.99,9.93,9000,10,4995,10.05,9.81,9.93,10.00,486833,-,
5297,廣化,72.47,69.6,2750,71.3,3000,73.60,69.20,70.60,71.20,324144,-,
5859,遠壽,13.76,13.6,10000,14.1,14899,14.10,13.55,13.91,14.10,237042,-,
5863,瑞興銀,10.80,10.75,7268,10.85,4000,10.90,10.75,10.79,10.85,21636,-,
6027,德信,12.37,12.65,4700,13.2,5000,13.50,12.55,12.95,12.65,224092,-,
6035,悠遊卡,50.13,49.85,3000,50.7,1947,51.20,49.80,50.36,50.70,8343,-,
6407,相互,22.27,21.95,3000,22.2,3000,22.20,21.85,21.97,21.90,176518,-,
6428,淘米,29.32,28,2950,29,2900,30.10,27.85,28.49,28.00,24686,-,
6434,達輝光電,14.91,14.65,9000,15,9950,15.00,14.65,14.81,15.00,242504,-,
6467,泰合,137.68,137.5,9998,139.5,20999,139.50,136.50,138.15,139.50,308978,115/05/28,證交所同意上市契約
