日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-28,1540,喬福,19.4,44.99,2000,-51180,-56.88%
2026-08-28,2399,映泰,47.05,41.99,3000,15180,12.05%
2026-08-28,2609,陽明,56.0,77.27,1000,-21270,-27.53%
2026-08-28,2618,長榮航,41.9,46.14,2000,-8480,-9.19%
2026-08-28,00738U,期元大道瓊白銀,54.8,68.36,1000,-13560,-19.84%
2026-08-28,00635U,期元大S&P黃金,47.37,53.65,2000,-12560,-11.71%
2026-08-28,009816,凱基台灣TOP50,15.59,11.32,35000,149450,37.72%
