expansion,eps_yoy,date,om,prev_eps,est_price,pe,symbol,prev_year,prev_rev_yoy,gm,name,eps,status,advice,prev_eps_yoy,price,rev_yoy
-336.41,42.5,2026-03,N/A,-1.49,-53.4,0.0,5348.TWO,2025,-3.8,N/A,正能量智能,-0.23,⚠️ 獲利稀釋,⚪ 數據不足,-109.86,16.25,378.91
-337.78999999999996,-17.96,2026-03,N/A,3.17,59.1,14.035532801294417,8433.TWO,2025,-3.48,N/A,弘帆,1.37,📉 獲利侵蝕,⚪ 中性觀察,-67.55,55.2999992371,319.83
-338.04,105.83,2026-03,N/A,3.84,154.20000000000002,18.82295719844358,6861.TW,2025,15.29,N/A,睿生光電,2.12,⚠️ 獲利稀釋,❌ 暫避觀望,4.08,193.5,443.87
-338.47,102.44,2026-03,-2.95%,-4.83,-285.45000000000005,0.0,1583.TW,2025,-12.11,19.66%,程泰,0.18,🔄 轉虧為盈,⚪ 數據不足,-142.57,48.9000015259,440.91
-338.64,85.0,2026-03,N/A,-0.16,-28.5,0.0,6560.TWO,2025,123.75,N/A,欣普羅,0.37,🔄 轉虧為盈,⚪ 數據不足,50.0,31.0,423.64
-339.59000000000003,14.08,2026-03,N/A,5.88,216.14999999999998,10.027758501040944,6525.TW,2025,14.03,N/A,捷敏-KY,1.62,⚠️ 獲利稀釋,⚪ 中性觀察,14.17,144.5,353.67
-339.99,-7.41,2026-03,6.47%,2.42,92.10000000000001,11.824103986009773,1504.TW,2025,6.99,23.29%,東元,0.51,📉 獲利侵蝕,⚪ 中性觀察,-18.15,72.5999984741,332.58
-340.70000000000005,-35.29,2026-03,N/A,1.68,65.1,4.769585429239632,2477.TW,2025,-5.34,N/A,美隆電,0.11,📉 獲利侵蝕,⚪ 中性觀察,12.0,20.7000007629,305.41
-341.05,9.68,2026-03,-18.26%,-2.17,-88.94999999999999,0.0,4726.TWO,2025,8.23,1.76%,永昕,-0.56,⚠️ 獲利稀釋,⚪ 數據不足,4.42,24.2000007629,350.73
-341.15999999999997,-28.57,2026-03,N/A,0.16,4.65,24.96774119709677,5512.TWO,2025,17.58,N/A,力麒,0.05,📉 獲利侵蝕,❌ 暫避觀望,-11.76,7.7399997711,312.59
-341.82,-37.7,2026-03,N/A,4.1,144.6,2.5259336495331954,9904.TW,2025,-4.71,N/A,寶成,0.76,📉 獲利侵蝕,⚪ 中性觀察,-24.63,24.3500003815,304.12
-341.91,-351.06,2026-03,N/A,1.69,-10.35,0.0,6643.TWO,2025,20.34,N/A,M31,-1.18,🌑 雙重衰退,⚪ 數據不足,-44.41,437.0,-9.15
-342.0,39.09,2026-03,16.53%,4.84,182.10000000000002,3.443163034357496,2618.TW,2025,-0.31,22.90%,長榮航,1.53,⚠️ 獲利稀釋,⚪ 中性觀察,-9.87,41.7999992371,381.09
-342.15,1.37,2026-03,N/A,2.68,99.14999999999999,11.618759917065054,6175.TWO,2025,-1.38,N/A,立敦,0.74,⚠️ 獲利稀釋,⚪ 中性觀察,-14.74,76.8000030518,343.52
-342.27,7.55,2026-03,19.39%,4.36,0.0,0.0,2476.TW,2025,12.66,32.99%,鉅祥,1.14,⚠️ 獲利稀釋,⚪ 數據不足,-15.98,0.0,349.82
-342.89,59.41,2026-03,-5.65%,1.58,16.200000000000003,10.092592239351852,2323.TW,2025,-3.39,23.42%,中環,-0.41,⚠️ 獲利稀釋,⚪ 中性觀察,685.19,10.8999996185,402.3
-343.62,28.57,2026-03,-5.18%,-0.21,-5.3999999999999995,0.0,1711.TW,2025,-7.34,17.63%,永光,0.09,🔄 轉虧為盈,⚪ 數據不足,-147.73,43.9000015259,372.19
-343.79,-3.43,2026-03,N/A,9.1,354.0,5.59322033898305,9939.TW,2025,1.65,N/A,宏全,2.25,📉 獲利侵蝕,⚪ 中性觀察,-5.01,132.0,340.36
-345.14,-7.69,2026-03,12.50%,7.55,284.7,6.138040042149631,3689.TWO,2025,20.51,30.92%,湧德,2.04,📉 獲利侵蝕,⚪ 中性觀察,19.61,116.5,337.45
-345.26,63.83,2026-03,N/A,-1.09,-44.85,0.0,6129.TWO,2025,-2.06,N/A,普誠,-0.17,⚠️ 獲利稀釋,⚪ 數據不足,-9.0,13.4499998093,409.09
-346.63,-8.18,2026-03,10.72%,3.7,128.1,14.051522248243561,4755.TW,2025,-9.17,22.24%,三福化,1.01,📉 獲利侵蝕,⚪ 中性觀察,-9.76,120.0,338.45
-346.71000000000004,-53.16,2026-03,N/A,2.48,63.0,16.904761904761905,7709.TWO,2025,-31.16,N/A,榮田,0.37,📉 獲利侵蝕,❌ 暫避觀望,-52.99,71.0,293.55
-347.21,-22.14,2026-03,N/A,4.01,189.45000000000002,6.579572325740301,9914.TW,2025,-9.71,N/A,美利達,1.09,📉 獲利侵蝕,⚪ 中性觀察,271.37,83.0999984741,325.07
-347.43,-1.8,2026-03,9.66%,6.44,243.15,6.2924120913016655,2755.TWO,2025,20.09,27.43%,揚秦,1.65,📉 獲利侵蝕,⚪ 中性觀察,8.73,102.0,345.63
-347.71999999999997,75.56,2026-03,N/A,2.53,86.39999999999999,10.798611243559028,8099.TWO,2025,27.49,N/A,大世科,0.79,⚠️ 獲利稀釋,⚪ 中性觀察,9.52,62.2000007629,423.28
-347.81,-35.44,2026-03,15.06%,2.61,91.79999999999998,5.7679737315522885,2520.TW,2025,-20.24,23.17%,冠德,0.52,📉 獲利侵蝕,⚪ 中性觀察,-74.55,35.2999992371,312.37
-348.15,19.73,2026-03,N/A,5.24,216.75,10.449826989619378,6438.TW,2025,26.29,N/A,迅得,1.76,⚠️ 獲利稀釋,⚪ 中性觀察,-29.85,151.0,367.88
-348.83,30.43,2026-03,11.86%,6.04,205.05,11.85076810534016,4551.TW,2025,1.71,23.25%,智伸科,2.7,⚠️ 獲利稀釋,⚪ 中性觀察,-27.14,162.0,379.26
-349.53999999999996,17.41,2026-03,10.67%,8.0,310.95,7.573564881813796,2480.TW,2025,11.38,24.08%,敦陽科,2.63,⚠️ 獲利稀釋,⚪ 中性觀察,6.67,157.0,366.95
-349.59,76.56,2026-03,14.07%,2.88,108.3,6.703601319376732,2027.TW,2025,12.63,25.55%,大成鋼,1.17,⚠️ 獲利稀釋,⚪ 中性觀察,77.93,48.4000015259,426.15
-350.82,-10.0,2026-03,N/A,-0.35,-16.950000000000003,0.0,8201.TW,2025,1.42,N/A,無敵,-0.11,📉 獲利侵蝕,⚪ 數據不足,60.23,11.8999996185,340.82
-351.45,-2.38,2026-03,N/A,2.56,86.25,4.600000132678261,1104.TW,2025,-0.42,N/A,環泥,0.41,📉 獲利侵蝕,⚪ 中性觀察,18.52,26.4500007629,349.07
-351.84,-33.33,2026-03,N/A,0.27,8.100000000000001,100.37037178314813,5309.TWO,2025,9.13,N/A,系統電,0.09,📉 獲利侵蝕,❌ 暫避觀望,-57.38,54.2000007629,318.51
-352.17999999999995,828.57,2026-03,N/A,1.14,38.1,6.968504237362205,4440.TW,2025,-4.85,N/A,宜新實業,0.51,⚠️ 獲利稀釋,⚪ 中性觀察,-35.23,17.7000007629,1180.75
-352.58,-58.62,2026-03,N/A,3.41,99.3,6.314199280528701,6754.TW,2025,-30.87,N/A,匯僑設計,0.12,📉 獲利侵蝕,⚪ 中性觀察,-46.72,41.7999992371,293.96
-352.75,49.0,2026-03,19.80%,41.67,1617.45,50.91347491421682,2383.TW,2025,46.42,28.58%,台光電,14.9,⚠️ 獲利稀釋,❌ 暫避觀望,47.96,5490.0,401.75
-353.52,-197.83,2026-03,N/A,0.92,16.35,18.577981651376145,6276.TWO,2025,20.19,N/A,安鈦克,-0.9,📉 獲利侵蝕,❌ 暫避觀望,142.59,20.25,155.69
-353.81000000000006,-66.84,2026-03,N/A,4.69,174.14999999999998,2.885443583118002,6807.TW,2025,-14.72,N/A,峰源-KY,0.63,📉 獲利侵蝕,⚪ 中性觀察,-47.18,33.5,286.97
-354.47999999999996,-36.27,2026-03,11.87%,21.44,780.75,5.5235350624399615,3413.TW,2025,26.66,23.90%,京鼎,4.28,📉 獲利侵蝕,⚪ 中性觀察,-12.83,287.5,318.21
-354.85999999999996,-48.65,2026-03,N/A,1.87,82.94999999999999,7.432187789168174,8931.TWO,2025,-1.74,N/A,大汽電,0.38,📉 獲利侵蝕,⚪ 中性觀察,-19.4,41.0999984741,306.21
-354.98,-58.82,2026-03,1.57%,1.56,41.1,15.32846715328467,3704.TW,2025,-2.6,30.58%,合勤控,0.29,📉 獲利侵蝕,❌ 暫避觀望,10.87,42.0,296.16
-355.28999999999996,-117.65,2026-03,-13.38%,-1.95,-88.5,0.0,1595.TWO,2025,-21.77,26.86%,川寶,-0.74,📉 獲利侵蝕,⚪ 數據不足,-3800.0,66.0,237.64
-355.85,216.67,2026-03,N/A,2.08,77.10000000000001,19.14396916846303,6215.TW,2025,50.12,N/A,和椿,1.14,⚠️ 獲利稀釋,❌ 暫避觀望,-1.42,98.4000015259,572.52
-356.64,71.43,2026-03,1.48%,0.13,4.35,58.10344959137931,2106.TW,2025,-0.7,20.30%,建大,0.12,⚠️ 獲利稀釋,❌ 暫避觀望,-90.0,16.8500003815,428.07
-357.75,18.72,2026-03,7.03%,6.27,278.55,11.066235864297253,1503.TW,2025,6.01,17.20%,士電,2.79,⚠️ 獲利稀釋,⚪ 中性觀察,7.92,205.5,376.47
-357.90000000000003,171.43,2026-03,N/A,0.36,2.5500000000000003,245.00000897588234,6624.TWO,2025,-10.21,N/A,萬年清,0.05,⚠️ 獲利稀釋,❌ 暫避觀望,-52.17,41.6500015259,529.33
-359.76,-117.39,2026-03,N/A,-0.73,-11.1,0.0,6928.TW,2025,-2.54,N/A,攸泰科技,-0.04,📉 獲利侵蝕,⚪ 數據不足,6.41,47.5999984741,242.37
-360.16,35.38,2026-03,N/A,1.85,3.300000000000003,95.68181471409082,8426.TWO,2025,-5.62,N/A,紅木-KY,-0.42,⚠️ 獲利稀釋,❌ 暫避觀望,-63.22,21.0499992371,395.54
-360.24,-88.89,2026-03,5.60%,3.0,115.95,5.109961190168176,3501.TW,2025,-6.46,18.84%,維熹,0.15,📉 獲利侵蝕,⚪ 中性觀察,-50.98,39.5,271.35
-360.24,-14.23,2026-03,9.93%,7.95,292.8,6.096311475409836,1537.TW,2025,-18.5,18.72%,廣隆,2.11,📉 獲利侵蝕,⚪ 中性觀察,-32.28,119.0,346.01
-360.29999999999995,-3.52,2026-03,9.60%,5.85,229.8,7.7676240208877285,3004.TW,2025,15.8,24.39%,豐達科,1.92,📉 獲利侵蝕,⚪ 中性觀察,-24.15,119.0,356.78
-360.43,-44.8,2026-03,-4.13%,0.57,44.1,6.802721088435375,1473.TW,2025,-10.32,13.69%,台南,0.69,📉 獲利侵蝕,⚪ 中性觀察,-81.13,20.0,315.63
-360.71,23.93,2026-03,7.70%,3.15,119.25,14.465408805031446,3430.TWO,2025,16.19,23.03%,奇鈦科,1.45,⚠️ 獲利稀釋,⚪ 中性觀察,-34.24,115.0,384.64
-361.08,47.0,2026-03,N/A,4.4,171.0,8.008772197526316,5243.TW,2025,-7.74,N/A,乙盛-KY,1.47,⚠️ 獲利稀釋,⚪ 中性觀察,30.95,91.3000030518,408.08
-361.12,-188.89,2026-03,-1.07%,0.04,-2.7,0.0,3050.TW,2025,0.72,27.89%,鈺德,-0.07,📉 獲利侵蝕,⚪ 數據不足,-92.73,11.8000001907,172.23
-362.65,-46.72,2026-03,28.21%,9.01,350.09999999999997,11.568123393316197,2449.TW,2025,30.08,37.66%,京元電子,1.87,📉 獲利侵蝕,⚪ 中性觀察,41.67,270.0,315.93
-363.38,-60.0,2026-03,N/A,1.57,61.49999999999999,15.51219474978049,8162.TW,2025,19.79,N/A,微矽電子-創,0.12,📉 獲利侵蝕,❌ 暫避觀望,23.62,63.5999984741,303.38
-364.06,208.82,2026-03,18.24%,8.13,296.70000000000005,39.585439838220424,3167.TW,2025,95.35,42.12%,大量,3.19,⚠️ 獲利稀釋,❌ 暫避觀望,474.47,783.0,572.88
-364.25,-83.87,2026-03,N/A,-1.06,-12.75,0.0,3027.TW,2025,4.18,N/A,盛達,0.05,🔄 轉虧為盈,⚪ 數據不足,-342.86,18.3500003815,280.38
-365.02,25.22,2026-03,17.08%,19.45,734.1,10.012259910093992,3044.TW,2025,11.54,25.47%,健鼎,5.61,⚠️ 獲利稀釋,⚪ 中性觀察,21.94,490.0,390.24
-365.13,44.0,2026-03,N/A,-4.38,-148.64999999999998,0.0,6153.TW,2025,-25.69,N/A,嘉聯益,-0.56,⚠️ 獲利稀釋,⚪ 數據不足,0.46,17.75,409.13
-368.14,28.41,2026-03,12.13%,3.45,129.14999999999998,15.040650406504065,2478.TW,2025,7.81,24.27%,大毅,1.14,⚠️ 獲利稀釋,❌ 暫避觀望,8.95,129.5,396.55
-368.59999999999997,-57.14,2026-03,N/A,0.74,16.2,54.814815521203705,6155.TW,2025,10.87,N/A,鈞寶,0.18,📉 獲利侵蝕,❌ 暫避觀望,-23.71,59.2000007629,311.46
-368.68,9.68,2026-03,9.12%,0.83,31.049999999999997,14.710145296086958,2108.TW,2025,-16.0,25.29%,南帝,0.34,⚠️ 獲利稀釋,⚪ 中性觀察,-27.19,30.4500007629,378.36
-369.19,105.36,2026-03,N/A,-2.45,-137.25,0.0,1530.TW,2025,0.45,N/A,亞崴,0.18,🔄 轉虧為盈,⚪ 數據不足,-152.78,29.0,474.55
-369.86,33.78,2026-03,N/A,4.08,144.45,5.306334213302181,8936.TWO,2025,20.29,N/A,國統,0.99,⚠️ 獲利稀釋,⚪ 中性觀察,21.07,51.0999984741,403.64
-370.95,-97.67,2026-03,-21.05%,-0.88,-14.55,0.0,3057.TW,2025,1.86,29.42%,喬鼎,0.02,🔄 轉虧為盈,⚪ 數據不足,46.34,17.2999992371,273.28
-371.24,-30.0,2026-03,N/A,0.52,22.05,19.455782572448978,5426.TWO,2025,17.01,N/A,振發,0.28,📉 獲利侵蝕,❌ 暫避觀望,-47.47,28.6000003815,341.24
-371.5,71.21,2026-03,N/A,5.68,193.2,9.122670807453417,6924.TW,2025,-3.92,N/A,榮惠-KY創,2.26,⚠️ 獲利稀釋,⚪ 中性觀察,-16.96,117.5,442.71
-372.25,-66.33,2026-03,N/A,2.19,82.05000000000001,5.438756855575868,6194.TWO,2025,-2.95,N/A,育富,0.33,📉 獲利侵蝕,⚪ 中性觀察,-47.23,29.75,305.92
-372.75,-36.54,2026-03,2.75%,1.72,60.75,5.913580435283951,2063.TWO,2025,-13.1,17.29%,世鎧,0.33,📉 獲利侵蝕,⚪ 中性觀察,-10.88,23.9500007629,336.21
-373.78999999999996,133.33,2026-03,8.17%,2.44,80.99999999999999,12.777777777777779,2374.TW,2025,60.25,21.67%,佳能,0.73,⚠️ 獲利稀釋,⚪ 中性觀察,28.57,69.0,507.12
-373.94,-58.06,2026-03,4.13%,2.02,73.20000000000002,7.090163621741802,3206.TWO,2025,-13.21,21.42%,志豐,0.26,📉 獲利侵蝕,⚪ 中性觀察,-50.73,34.5999984741,315.88
-374.61,-21.74,2026-03,N/A,3.49,138.6,4.025974108538961,6474.TWO,2025,-5.94,N/A,華豫寧,0.9,📉 獲利侵蝕,⚪ 中性觀察,19.85,37.2000007629,352.87
-375.40000000000003,23.33,2026-03,3.94%,1.41,52.050000000000004,22.3919299562536,1717.TW,2025,-7.93,21.29%,長興,0.37,⚠️ 獲利稀釋,❌ 暫避觀望,-9.62,77.6999969482,398.73
-375.42,37.5,2026-03,6.31%,0.65,20.55,55.54744414167883,2484.TW,2025,10.07,21.81%,希華,0.33,⚠️ 獲利稀釋,❌ 暫避觀望,-34.34,76.0999984741,412.92
-375.75,103.13,2026-03,N/A,2.07,67.5,76.33333333333333,8039.TW,2025,6.75,N/A,台虹,0.65,⚠️ 獲利稀釋,❌ 暫避觀望,-11.69,343.5,478.88
-375.76,70.24,2026-03,5.81%,6.58,258.9,42.98957126303593,3026.TW,2025,5.01,17.62%,禾伸堂,2.86,⚠️ 獲利稀釋,❌ 暫避觀望,12.1,742.0,446.0
-376.49,183.33,2026-03,2.40%,3.74,127.95000000000002,8.792497069167643,3483.TWO,2025,0.02,18.01%,力致,0.17,⚠️ 獲利稀釋,⚪ 中性觀察,-53.89,75.0,559.82
-378.04,-94.38,2026-03,N/A,0.97,35.550000000000004,13.16455728392405,6835.TW,2025,-2.38,N/A,圓裕,0.05,📉 獲利侵蝕,⚪ 中性觀察,-76.35,31.2000007629,283.66
-379.13,-4.8,2026-03,N/A,12.25,446.99999999999994,6.291946308724833,5288.TW,2025,-6.57,N/A,豐祥-KY,3.59,📉 獲利侵蝕,⚪ 中性觀察,-27.39,187.5,374.33
-379.19999999999993,233.33,2026-03,N/A,0.92,31.350000000000005,15.263157712200956,8038.TWO,2025,237.84,N/A,長園科,0.24,⚠️ 獲利稀釋,❌ 暫避觀望,160.13,31.8999996185,612.53
-379.2,-62.96,2026-03,N/A,4.03,154.2,4.036964980544747,8249.TW,2025,-11.42,N/A,菱光,0.37,📉 獲利侵蝕,⚪ 中性觀察,15.99,41.5,316.24
-379.52,82.43,2026-03,N/A,5.98,215.85000000000002,9.624739402362751,6753.TW,2025,2.49,N/A,龍德造船,2.7,⚠️ 獲利稀釋,⚪ 中性觀察,-6.72,138.5,461.95
-380.01,-11.76,2026-03,4.93%,5.78,222.15,4.260634603247805,2206.TW,2025,-4.56,18.31%,三陽工業,1.37,📉 獲利侵蝕,⚪ 中性觀察,-3.34,63.0999984741,368.25
-380.22999999999996,-53.45,2026-03,6.19%,1.58,68.55000000000001,5.229759216301969,2115.TW,2025,-4.72,18.21%,六暉-KY,0.27,📉 獲利侵蝕,⚪ 中性觀察,-22.93,23.8999996185,326.78
-380.58,1.47,2026-03,N/A,1.93,65.7,8.949771863675798,8349.TWO,2025,-12.83,N/A,�矬�,0.61,⚠️ 獲利稀釋,⚪ 中性觀察,-53.88,39.2000007629,382.05
-380.99,-41.38,2026-03,N/A,5.1,169.8,6.024734712738515,9910.TW,2025,-4.54,N/A,豐泰,0.68,📉 獲利侵蝕,⚪ 中性觀察,-14.14,68.1999969482,339.61
-383.32000000000005,-48.1,2026-03,4.42%,2.15,81.15,15.341959334565619,3444.TWO,2025,10.54,18.10%,利機,0.41,📉 獲利侵蝕,❌ 暫避觀望,-10.04,83.0,335.22
-383.87,-39.39,2026-03,3.03%,0.74,27.0,10.527778201611111,4720.TW,2025,-2.31,23.02%,德淵,0.2,📉 獲利侵蝕,⚪ 中性觀察,-47.52,18.9500007629,344.48
-384.15999999999997,350.0,2026-03,N/A,0.35,10.799999999999999,27.499998940416667,8927.TWO,2025,-14.5,N/A,北基,0.18,⚠️ 獲利稀釋,❌ 暫避觀望,-72.09,19.7999992371,734.16
-385.19000000000005,-322.22,2026-03,N/A,0.25,2.0999999999999996,264.9999891007143,6708.TWO,2025,42.33,N/A,天擎,-0.2,📉 獲利侵蝕,❌ 暫避觀望,180.65,37.0999984741,62.97
-386.04,-81.61,2026-03,-1.94%,4.9,180.9,4.66003323075456,2609.TW,2025,-26.56,5.67%,陽明,0.41,📉 獲利侵蝕,⚪ 中性觀察,-73.34,56.2000007629,304.43
-386.2,85.0,2026-03,-0.45%,1.86,63.15,12.897862051567698,3015.TW,2025,12.58,17.44%,全漢,0.37,⚠️ 獲利稀釋,⚪ 中性觀察,-13.89,54.2999992371,471.2
-386.24,173.28,2026-03,-66.51%,1.43,32.699999999999996,25.871560332981655,2491.TW,2025,-10.43,43.42%,吉祥全,0.85,⚠️ 獲利稀釋,❌ 暫避觀望,457.5,56.4000015259,559.52
-386.54,-87.5,2026-03,N/A,0.06,24.45,29.386504003619635,6982.TWO,2025,0.3,N/A,大井泵浦,0.1,📉 獲利侵蝕,❌ 暫避觀望,-97.61,47.9000015259,299.04
-389.33000000000004,-17.98,2026-03,-11.23%,6.42,161.1,1.7504654783147113,3609.TWO,2025,70.72,8.05%,三一東林,-1.05,📉 獲利侵蝕,⚪ 中性觀察,248.27,18.7999992371,371.35
-390.0,150.0,2026-03,1.17%,-0.36,-15.3,0.0,3380.TW,2025,4.75,18.44%,明泰,0.1,🔄 轉虧為盈,⚪ 數據不足,-190.0,28.1499996185,540.0
-390.3,13.27,2026-03,10.58%,4.77,178.95,9.681475272422464,3045.TW,2025,-0.31,19.71%,台灣大,1.37,⚠️ 獲利稀釋,⚪ 中性觀察,4.58,115.5,403.57
-390.48,13.58,2026-03,N/A,1.12,29.85,18.417086193919598,2065.TWO,2025,-10.76,N/A,世豐,0.92,⚠️ 獲利稀釋,❌ 暫避觀望,-67.92,36.6500015259,404.06
-391.2,-58.33,2026-03,N/A,0.57,18.45,17.073170731707318,7743.TWO,2025,6.19,N/A,金利食安,0.05,📉 獲利侵蝕,❌ 暫避觀望,-69.73,21.0,332.87
-391.4,-63.64,2026-03,N/A,0.16,5.7,49.21052832342105,4729.TWO,2025,8.46,N/A,熒茂,0.04,📉 獲利侵蝕,❌ 暫避觀望,-60.0,18.7000007629,327.76
-391.52,-9.83,2026-03,N/A,7.5,285.15000000000003,6.443976854287217,3402.TWO,2025,-4.4,N/A,漢科,1.56,📉 獲利侵蝕,⚪ 中性觀察,10.62,122.5,381.69
-392.18,5.92,2026-03,N/A,5.43,194.54999999999998,47.031611410948344,4979.TWO,2025,27.06,N/A,華星光,1.62,⚠️ 獲利稀釋,❌ 暫避觀望,43.01,610.0,398.1
-392.45,-3.03,2026-03,-6.90%,-1.48,-58.35,0.0,2457.TW,2025,-10.11,21.21%,飛宏,-0.34,📉 獲利侵蝕,⚪ 數據不足,-410.42,22.8999996185,389.42
-392.65,-50.0,2026-03,N/A,1.3,44.550000000000004,9.69696944010101,4535.TWO,2025,-13.43,N/A,至興,0.29,📉 獲利侵蝕,⚪ 中性觀察,-46.94,28.7999992371,342.65
-392.97,-55.56,2026-03,8.41%,0.34,6.450000000000001,61.395347949999994,3597.TWO,2025,16.57,25.04%,映興,0.08,📉 獲利侵蝕,❌ 暫避觀望,-74.05,26.3999996185,337.41
-393.32,-50.0,2026-03,5.06%,4.35,158.55,12.39356669820246,3605.TW,2025,11.14,26.65%,宏致,0.67,📉 獲利侵蝕,⚪ 中性觀察,74.89,131.0,343.32
-394.19,14.29,2026-03,-46.94%,-3.68,-148.5,0.0,2939.TW,2025,-0.82,8.14%,永邑-KY,-0.3,⚠️ 獲利稀釋,⚪ 數據不足,-24.32,20.0,408.48
-394.41,0.0,2026-03,N/A,-2.55,-97.19999999999999,0.0,8024.TWO,2025,-31.37,N/A,佑華,-0.55,📉 獲利侵蝕,⚪ 數據不足,-121.74,13.1999998093,394.41
-395.32000000000005,-466.67,2026-03,-47.25%,-0.43,-12.0,0.0,4113.TWO,2025,-89.32,37.85%,聯上,-0.22,🌑 雙重衰退,⚪ 數據不足,-112.91,15.1000003815,-71.35
-395.65999999999997,-55.22,2026-03,N/A,6.77,266.25,3.6169012365183097,6768.TW,2025,10.46,N/A,志強-KY,1.2,📉 獲利侵蝕,⚪ 中性觀察,-17.06,64.1999969482,340.44
-395.68,-187.5,2026-03,N/A,2.78,114.60000000000001,3.776178060405759,6294.TWO,2025,-7.81,N/A,智基,-0.07,📉 獲利侵蝕,⚪ 中性觀察,55.31,28.8500003815,208.18
-396.01,-79.51,2026-03,N/A,13.02,450.75,5.62396006655574,6890.TW,2025,5.05,N/A,來億-KY,0.75,📉 獲利侵蝕,⚪ 中性觀察,-14.96,169.0,316.5
-396.06,-51.61,2026-03,N/A,2.9,108.60000000000001,5.372928387555249,6235.TW,2025,13.71,N/A,華孚,0.3,📉 獲利侵蝕,⚪ 中性觀察,-2.36,38.9000015259,344.45
-397.4,-22.58,2026-03,N/A,-0.19,-9.9,0.0,4430.TWO,2025,-2.42,N/A,耀億,0.24,🔄 轉虧為盈,⚪ 數據不足,67.24,17.9500007629,374.82
-397.88,259.52,2026-03,N/A,3.36,117.30000000000001,15.025575447570333,8086.TWO,2025,-7.61,N/A,宏捷科,1.51,⚠️ 獲利稀釋,❌ 暫避觀望,26.79,117.5,657.4
-398.64000000000004,73.33,2026-03,8.52%,3.51,121.94999999999999,110.57810578105783,3189.TW,2025,28.87,22.14%,景碩,1.17,⚠️ 獲利稀釋,❌ 暫避觀望,3072.73,899.0,471.97
-398.93,40.0,2026-03,8.28%,1.23,0.0,0.0,1709.TW,2025,-12.57,17.58%,和益,0.55,⚠️ 獲利稀釋,⚪ 數據不足,-20.13,0.0,438.93
-399.15999999999997,93.47,2026-03,N/A,29.06,1089.6,13.62885462555066,8210.TW,2025,51.55,N/A,勤誠,10.73,⚠️ 獲利稀釋,⚪ 中性觀察,77.66,990.0,492.63
-400.02,186.96,2026-03,N/A,-0.36,-11.850000000000001,0.0,4950.TWO,2025,191.86,N/A,金耘國際,0.2,🔄 轉虧為盈,⚪ 數據不足,23.4,16.0,586.98
-400.92,-386.36,2026-03,N/A,-1.02,-149.25000000000003,0.0,6854.TW,2025,-23.56,N/A,錼創科技-KY創,-2.14,📉 獲利侵蝕,⚪ 數據不足,-276.79,90.6999969482,14.56
-401.32,-66.67,2026-03,-80.56%,-0.13,-5.3999999999999995,0.0,4402.TWO,2025,28.81,15.04%,郡都開發,-0.05,📉 獲利侵蝕,⚪ 數據不足,-44.44,14.5,334.65
-401.76000000000005,428.33,2026-03,6.82%,4.38,155.1,107.35009671179884,3037.TW,2025,13.75,15.77%,欣興,3.28,⚠️ 獲利稀釋,❌ 暫避觀望,18.07,1110.0,830.09
-402.18,72.73,2026-03,N/A,1.14,47.699999999999996,5.880503384559749,5276.TWO,2025,3.13,N/A,達輝-KY,0.57,⚠️ 獲利稀釋,⚪ 中性觀察,54.05,18.7000007629,474.91
-402.75,154.9,2026-03,5.53%,0.52,12.6,17.738094783928574,2611.TW,2025,-2.19,37.12%,志信,0.28,⚠️ 獲利稀釋,❌ 暫避觀望,-68.29,14.8999996185,557.65
-402.80999999999995,350.0,2026-03,N/A,0.11,6.6,27.500000867045454,5488.TWO,2025,-8.11,N/A,松普,0.09,⚠️ 獲利稀釋,❌ 暫避觀望,1000.0,12.1000003815,752.81
-403.37,4.44,2026-03,6.05%,0.99,28.799999999999997,37.55208253859375,3003.TW,2025,-3.28,21.28%,健和興,0.47,⚠️ 獲利稀釋,❌ 暫避觀望,-74.48,72.0999984741,407.81
-403.44,-53.75,2026-03,3.55%,1.36,34.50000000000001,28.56521606443478,4566.TW,2025,3.73,22.67%,時碩工業,0.37,📉 獲利侵蝕,❌ 暫避觀望,-41.88,65.6999969482,349.69
-403.49,0.44,2026-03,N/A,18.44,0.0,0.0,6803.TWO,2025,13.2,N/A,崑鼎,4.54,⚠️ 獲利稀釋,⚪ 數據不足,5.99,0.0,403.93
-403.8,8.33,2026-03,N/A,0.72,19.799999999999997,17.424242424242426,6133.TW,2025,17.93,N/A,金橋,0.13,⚠️ 獲利稀釋,❌ 暫避觀望,10.77,23.0,412.13
-404.41,0.0,2026-03,N/A,2.05,71.39999999999999,6.34453797539916,6884.TWO,2025,1.55,N/A,海柏特,0.42,📉 獲利侵蝕,⚪ 中性觀察,-10.78,30.2000007629,404.41
-404.69000000000005,820.0,2026-03,N/A,1.23,88.94999999999999,7.967959527824621,4907.TWO,2025,-72.18,N/A,富宇,2.76,⚠️ 獲利稀釋,⚪ 中性觀察,-79.5,47.25,1224.69
-405.93,17.65,2026-03,1.24%,0.78,17.7,17.711864083474577,1735.TW,2025,-12.95,19.87%,日勝化,0.2,⚠️ 獲利稀釋,❌ 暫避觀望,-19.59,20.8999996185,423.58
-406.05,8.68,2026-03,N/A,13.77,511.79999999999995,6.477139507620165,6667.TWO,2025,75.17,N/A,信紘科,3.63,⚠️ 獲利稀釋,⚪ 中性觀察,39.39,221.0,414.73
