expansion,eps_yoy,date,om,prev_eps,est_price,pe,symbol,prev_year,prev_rev_yoy,gm,name,eps,status,advice,prev_eps_yoy,price,rev_yoy
-98.33,75.7,2026-03,N/A,-1.31,-65.7,0.0,8472.TWO,2025,41.85,N/A,夠麻吉,-0.26,⚠️ 獲利稀釋,⚪ 數據不足,70.36,65.6999969482,174.03
-99.24,-72.0,2026-03,N/A,1.01,13.500000000000002,46.05555640322221,6909.TW,2025,11.08,N/A,創控,0.07,📉 獲利侵蝕,❌ 暫避觀望,-37.25,41.4500007629,27.24
-99.57000000000001,2.52,2026-03,N/A,17.32,671.85,13.842375530252289,6526.TW,2025,9.43,N/A,達發,4.47,⚠️ 獲利稀釋,⚪ 中性觀察,7.78,620.0,102.09
-99.7,-26.36,2026-03,N/A,1.09,49.65,21.389729018670696,6612.TWO,2025,31.54,N/A,奈米醫材,0.81,📉 獲利侵蝕,❌ 暫避觀望,-54.81,70.8000030518,73.34
-100.14,-4.97,2026-03,36.75%,159.41,5566.650000000001,19.037482148150144,3008.TW,2025,2.84,47.97%,大立光,46.63,📉 獲利侵蝕,❌ 暫避觀望,-17.91,7065.0,95.17
-100.93,-75.56,2026-03,N/A,2.51,89.10000000000001,18.013468013468014,5222.TW,2025,-26.68,N/A,全訊,0.22,📉 獲利侵蝕,❌ 暫避觀望,-49.48,107.0,25.37
-100.96000000000001,-10.96,2026-03,5.77%,1.46,49.8,90.51204819277109,4585.TW,2025,23.03,50.62%,達明,0.65,🏰 高護城河,❌ 暫避觀望,16.35,300.5,90.0
-100.99000000000001,-6.82,2026-03,10.14%,14.47,521.8500000000001,6.99913768324231,3617.TW,2025,-4.98,51.62%,碩天,4.13,🏰 高護城河,⚪ 中性觀察,-40.33,243.5,94.17
-101.33000000000001,-56.52,2026-03,26.41%,1.86,63.6,8.195754716981131,2596.TWO,2025,59.65,32.97%,綠意,0.2,📉 獲利侵蝕,⚪ 中性觀察,177.61,34.75,44.81
-101.50999999999999,51.34,2026-03,N/A,72.7,2723.7000000000003,7.985460953849542,5269.TW,2025,66.0,N/A,祥碩,24.85,⚠️ 獲利稀釋,⚪ 中性觀察,45.15,1450.0,152.85
-103.72999999999999,82.16,2026-03,34.82%,27.7,1022.4,29.48943661971831,2360.TW,2025,31.05,60.80%,致茂,9.12,🏰 高護城河,❌ 暫避觀望,122.05,2010.0,185.89
-103.95,-11.4,2026-03,N/A,15.06,528.9000000000001,10.195689166193986,6664.TWO,2025,3.07,N/A,群翊,3.73,📉 獲利侵蝕,⚪ 中性觀察,-9.46,359.5,92.55
-104.03,-48.78,2026-03,N/A,1.96,79.64999999999999,15.78154483084746,4994.TW,2025,-25.18,N/A,傳奇,0.42,📉 獲利侵蝕,❌ 暫避觀望,-59.0,83.8000030518,55.25
-104.44,0.0,2026-03,N/A,8.32,305.25,8.132678132678132,6263.TWO,2025,0.24,N/A,普萊德,2.1,📉 獲利侵蝕,⚪ 中性觀察,-3.37,165.5,104.44
-104.47000000000003,1441.85,2026-03,N/A,21.72,1460.5500000000002,15.097052480230047,5289.TWO,2025,59.96,N/A,宜鼎,57.49,⚠️ 獲利稀釋,❌ 暫避觀望,75.21,1470.0,1546.32
-104.48999999999995,390.6,2026-03,N/A,2.56,100.5,5.365671755656716,5864.TWO,2025,42.16,N/A,致和證,3.4,⚠️ 獲利稀釋,⚪ 中性觀察,56.1,35.9500007629,495.09
-104.86,-9.09,2026-03,-991.43%,-1.29,-87.00000000000001,0.0,1418.TW,2025,-48.0,208.69%,東華,-0.75,🏰 高護城河,⚪ 數據不足,-373.33,17.75,95.77
-105.65,6.25,2026-03,11.29%,15.04,557.25,4.8452220726783315,2752.TWO,2025,11.58,52.30%,豆府,4.08,🏰 高護城河,⚪ 中性觀察,-3.09,180.0,111.9
-106.18,-94.5,2026-03,50.09%,6.1,239.25,2.862069061184953,4763.TW,2025,-15.8,57.83%,材料*-KY,1.13,🏰 高護城河,⚪ 中性觀察,-92.76,45.6500015259,11.68
-106.47000000000003,1706.79,2026-03,35.36%,23.18,1017.0,6.07669616519174,3260.TWO,2025,32.13,48.37%,威剛,30.05,⚠️ 獲利稀釋,⚪ 中性觀察,144.7,412.0,1813.26
-107.1,-84.96,2026-03,5.55%,3.39,136.35,7.5357535753575355,3310.TWO,2025,84.93,21.56%,佳穎,0.34,📉 獲利侵蝕,⚪ 中性觀察,34.17,68.5,22.14
-107.41000000000003,328.95,2026-03,N/A,1.38,55.04999999999999,45.367847411444146,6658.TW,2025,30.53,N/A,聯策,1.63,⚠️ 獲利稀釋,❌ 暫避觀望,24.77,166.5,436.36
-107.52,-36.0,2026-03,N/A,1.11,31.5,9.214285895952381,1540.TW,2025,-0.53,N/A,喬福,0.32,📉 獲利侵蝕,⚪ 中性觀察,-47.64,19.3500003815,71.52
-107.71000000000001,-63.29,2026-03,19.86%,2.24,67.2,10.892856972566964,1786.TW,2025,0.37,75.32%,科妍,0.29,🏰 高護城河,⚪ 中性觀察,-35.61,48.7999992371,44.42
-109.0,-4.73,2026-03,28.69%,12.69,453.6,4.546957671957672,3217.TWO,2025,19.44,49.95%,優群,2.82,📉 獲利侵蝕,⚪ 中性觀察,12.8,137.5,104.27
-109.34,43.77,2026-03,N/A,33.5,1336.05,33.625238576400584,7734.TWO,2025,27.91,N/A,印能科技,14.68,⚠️ 獲利稀釋,❌ 暫避觀望,-26.31,2995.0,153.11
-109.71,78.26,2026-03,N/A,4.16,168.75,8.977777777777778,6791.TWO,2025,19.26,N/A,虎門科技,1.64,⚠️ 獲利稀釋,⚪ 中性觀察,0.0,101.0,187.97
-109.91999999999999,-14.71,2026-03,-23.61%,-1.96,-74.55000000000001,0.0,4198.TWO,2025,-15.0,30.43%,欣大健康,-0.39,📉 獲利侵蝕,⚪ 數據不足,-14.62,44.0,95.21
-110.06,9.77,2026-03,21.47%,9.01,333.29999999999995,7.110711071107111,2640.TWO,2025,4.37,51.63%,大車隊,2.36,🏰 高護城河,⚪ 中性觀察,0.9,158.0,119.83
-110.48,-4.79,2026-03,18.21%,9.42,391.95000000000005,9.491006505931878,3152.TWO,2025,-15.61,44.03%,璟德,1.39,📉 獲利侵蝕,⚪ 中性觀察,51.69,248.0,105.69
-110.68,-46.56,2026-03,N/A,2.86,100.35000000000001,16.143497757847534,6859.TWO,2025,35.45,N/A,伯特光,1.01,📉 獲利侵蝕,❌ 暫避觀望,-8.36,108.0,64.12
-111.19,-9.48,2026-03,8.88%,28.77,1165.6499999999999,9.290953545232275,2379.TW,2025,8.21,48.08%,瑞昱,8.44,📉 獲利侵蝕,⚪ 中性觀察,-4.02,722.0,101.71
-111.27,12.12,2026-03,38.82%,1.17,45.75000000000001,8.60655737704918,2633.TW,2025,2.75,43.22%,台灣高鐵,0.37,⚠️ 獲利稀釋,⚪ 中性觀察,1.74,26.25,123.39
-111.60000000000001,2.33,2026-03,15.38%,1.01,34.5,10.065217225434784,3051.TW,2025,-0.63,33.67%,力特,0.45,⚠️ 獲利稀釋,⚪ 中性觀察,-49.5,23.1499996185,113.93
-112.39,-35.56,2026-03,N/A,3.07,119.39999999999999,6.645728834912061,5508.TWO,2025,-74.75,N/A,永信建,0.87,📉 獲利侵蝕,⚪ 中性觀察,-80.85,52.9000015259,76.83
-112.84,-14.42,2026-03,30.40%,12.0,438.9,15.960355434039645,4583.TW,2025,1.32,51.18%,台灣精銳,3.56,🏰 高護城河,❌ 暫避觀望,-15.13,467.0,98.42
-112.86,12.5,2026-03,N/A,4.74,122.09999999999998,5.773955773955775,5212.TWO,2025,15.91,N/A,凌網,0.54,⚠️ 獲利稀釋,⚪ 中性觀察,23.44,47.0,125.36
-113.7,-100.0,2026-03,N/A,-0.09,-3.9000000000000004,0.0,5523.TWO,2025,-98.98,N/A,豐謙,-0.04,📉 獲利侵蝕,⚪ 數據不足,-116.36,30.3500003815,13.7
-113.8,14.99,2026-03,32.41%,16.97,633.6,6.770833333333333,3526.TWO,2025,22.33,48.09%,凡甲,4.7,⚠️ 獲利稀釋,⚪ 中性觀察,5.64,286.0,128.79
-113.94999999999999,289.29,2026-03,N/A,2.08,0.0,0.0,6907.TWO,2025,1.91,N/A,雅特力-KY,1.16,⚠️ 獲利稀釋,⚪ 數據不足,24.55,186.0,403.24
-114.82000000000001,2.94,2026-03,N/A,14.61,545.5500000000001,4.674182018146824,7738.TWO,2025,30.15,N/A,東聯互動,2.8,⚠️ 獲利稀釋,⚪ 中性觀察,44.26,170.0,117.76
-114.91999999999999,50.0,2026-03,N/A,5.44,183.6,10.25326797385621,6904.TWO,2025,-3.05,N/A,伯鑫,1.83,⚠️ 獲利稀釋,⚪ 中性觀察,-48.04,125.5,164.92
-115.12,154.74,2026-03,-18.85%,-1.4,-67.35000000000001,0.0,3066.TWO,2025,10.12,38.23%,李洲,0.52,🔄 轉虧為盈,⚪ 數據不足,-207.69,27.5,269.86
-115.60000000000001,-18.06,2026-03,5.98%,9.29,339.15,2.5342768349004867,2915.TW,2025,-16.33,58.30%,潤泰全,2.59,🏰 高護城河,⚪ 中性觀察,-28.5,57.2999992371,97.54
-116.14000000000001,-73.68,2026-03,N/A,0.66,17.700000000000003,13.686440354661016,3164.TW,2025,4.11,N/A,景岳,0.05,📉 獲利侵蝕,⚪ 中性觀察,0.0,16.1499996185,42.46
-117.19999999999999,14.09,2026-03,7.36%,16.02,614.25,5.7142857142857135,2727.TW,2025,5.21,47.07%,王品,5.04,⚠️ 獲利稀釋,⚪ 中性觀察,2.75,234.0,131.29
-117.75,-17.86,2026-03,-0.97%,1.02,37.8,24.603174603174605,1784.TWO,2025,1.19,56.51%,訊聯,0.25,🏰 高護城河,❌ 暫避觀望,-38.61,62.0,99.89
-118.16000000000001,-3.51,2026-03,N/A,20.87,789.0,7.167300380228137,6491.TW,2025,3.26,N/A,晶碩,6.06,📉 獲利侵蝕,⚪ 中性觀察,-11.08,377.0,114.65
-119.32,0.0,2026-03,N/A,7.41,262.2,5.526315702179634,6752.TWO,2025,16.33,N/A,叡揚,1.39,📉 獲利侵蝕,⚪ 中性觀察,20.95,96.5999984741,119.32
-119.82,-17.75,2026-03,14.55%,66.16,2535.1499999999996,23.578486480089936,2454.TW,2025,12.32,46.13%,聯發科,15.17,📉 獲利侵蝕,❌ 暫避觀望,-1.14,3985.0,102.07
-119.94,-42.98,2026-03,N/A,5.62,230.1,6.47327268916558,6104.TWO,2025,27.6,N/A,創惟,1.34,📉 獲利侵蝕,⚪ 中性觀察,66.87,99.3000030518,76.96
-120.44,-15.62,2026-03,N/A,2.0,72.30000000000001,5.062240584751037,6910.TWO,2025,30.1,N/A,德鴻,0.27,📉 獲利侵蝕,⚪ 中性觀察,58.93,24.3999996185,104.82
-120.76,-120.75,2026-03,-45.63%,-3.19,-137.1,0.0,2740.TWO,2025,-45.74,41.62%,華軒,-1.32,📉 獲利侵蝕,⚪ 數據不足,35.27,30.8999996185,0.01
-121.67,41.3,2026-03,N/A,1.95,72.30000000000001,18.02904595973029,6530.TWO,2025,16.68,N/A,創威,0.65,⚠️ 獲利稀釋,❌ 暫避觀望,18.9,86.9000015259,162.97
-121.88,-175.0,2026-03,N/A,0.35,7.649999999999999,129.2156892664706,6921.TW,2025,28.45,N/A,嘉雨思-創,-0.27,🌑 雙重衰退,❌ 暫避觀望,-55.26,65.9000015259,-53.12
-121.99000000000001,74.56,2026-03,N/A,20.5,748.35,35.87893365403888,7751.TWO,2025,62.42,N/A,竑騰,7.0,⚠️ 獲利稀釋,❌ 暫避觀望,60.48,1790.0,196.55
-122.89,-12.87,2026-03,N/A,1.15,74.55,40.24144869215292,6538.TWO,2025,-34.5,N/A,倉和,0.9,📉 獲利侵蝕,❌ 暫避觀望,-87.49,200.0,110.02
-123.75,-7.91,2026-03,N/A,7.68,288.15000000000003,4.508068634778761,9941.TW,2025,-4.66,N/A,裕融,1.82,📉 獲利侵蝕,⚪ 中性觀察,-12.45,86.5999984741,115.84
-124.1,-79.31,2026-03,N/A,6.0,140.85000000000002,8.019169654078807,5534.TW,2025,-29.66,N/A,長虹,0.19,📉 獲利侵蝕,⚪ 中性觀察,-23.57,75.3000030518,44.79
-124.7,-18.52,2026-03,N/A,2.14,78.89999999999999,6.264258700171102,6730.TWO,2025,7.33,N/A,常廣,0.44,📉 獲利侵蝕,⚪ 中性觀察,-10.33,32.9500007629,106.18
-124.86,2.97,2026-03,35.64%,3.91,141.3,5.870488241730361,2420.TW,2025,-2.6,49.30%,新巨,1.05,⚠️ 獲利稀釋,⚪ 中性觀察,-10.32,55.2999992371,127.83
-124.99,-151.35,2026-03,-48.58%,-0.78,-9.600000000000001,0.0,3176.TWO,2025,15.28,56.72%,基亞,-0.38,🏰 高護城河,⚪ 數據不足,46.94,38.9000015259,-26.36
-125.00999999999999,644.0,2026-03,4.68%,-0.24,-3.4499999999999997,0.0,4807.TW,2025,19.6,18.47%,日成-KY,1.7,🔄 轉虧為盈,⚪ 數據不足,84.62,28.0,769.01
-127.46000000000001,20.78,2026-03,N/A,3.92,135.6,12.831858407079647,6655.TW,2025,3.86,N/A,科定,0.95,⚠️ 獲利稀釋,⚪ 中性觀察,-18.72,116.0,148.24
-127.63,-41.18,2026-03,-74.64%,-0.56,0.0,0.0,3085.TWO,2025,5.58,73.88%,新零售,-0.24,🏰 高護城河,⚪ 數據不足,41.67,0.0,86.45
-127.81999999999996,170.77,2026-03,12.43%,5.03,195.6,6.0122700556671775,4580.TWO,2025,-5.55,31.57%,捷流閥業,1.76,⚠️ 獲利稀釋,⚪ 中性觀察,-42.92,78.4000015259,298.59
-127.85000000000001,1.33,2026-03,17.75%,1.98,75.3,37.84860557768925,4908.TWO,2025,-12.98,46.40%,前鼎,0.76,⚠️ 獲利稀釋,❌ 暫避觀望,-29.79,190.0,129.18
-128.04,5.34,2026-03,29.92%,70.17,2491.8,10.444257163496268,3533.TW,2025,12.28,51.54%,嘉澤,21.37,🏰 高護城河,⚪ 中性觀察,-15.21,1735.0,133.38
-128.85,4.21,2026-03,N/A,10.77,405.75,7.116451016635859,6146.TWO,2025,-1.34,N/A,耕興,2.97,⚠️ 獲利稀釋,⚪ 中性觀察,-14.93,192.5,133.06
-129.17000000000002,24.33,2026-03,N/A,29.54,1085.5500000000002,1.0252866788475887,5904.TWO,2025,7.16,N/A,寶雅,9.3,⚠️ 獲利稀釋,⚪ 中性觀察,10.48,74.1999969482,153.5
-129.32000000000002,3.92,2026-03,N/A,3.59,130.65,5.797933409873708,6899.TWO,2025,27.05,N/A,創為精密,1.08,⚠️ 獲利稀釋,⚪ 中性觀察,7.23,50.5,133.24
-130.9,-30.43,2026-03,23.50%,0.9,28.35,13.068783472433863,4166.TWO,2025,14.52,60.10%,友霖,0.16,🏰 高護城河,⚪ 中性觀察,79.17,24.7000007629,100.47
-131.37,103.4,2026-03,N/A,35.12,1357.5,25.414364640883978,7750.TW,2025,29.17,N/A,新代,15.38,⚠️ 獲利稀釋,❌ 暫避觀望,51.69,2300.0,234.77
-132.45,-45.71,2026-03,N/A,2.0,71.55,13.794549906037737,6205.TW,2025,-3.02,N/A,詮欣,0.38,📉 獲利侵蝕,⚪ 中性觀察,-25.66,65.8000030518,86.74
-132.72000000000003,107.14,2026-03,N/A,2.66,68.55000000000001,20.131291028446388,4968.TW,2025,2.24,N/A,立積,0.58,⚠️ 獲利稀釋,❌ 暫避觀望,56.47,92.0,239.86
-133.04999999999998,-5.56,2026-03,N/A,1.69,67.64999999999999,6.241685059534369,5490.TWO,2025,12.01,N/A,同亨,0.7,📉 獲利侵蝕,⚪ 中性觀察,382.35,28.1499996185,127.49
-133.55,15.91,2026-03,17.47%,9.43,282.3,26.56748140276302,3680.TWO,2025,12.26,43.28%,家登,2.55,⚠️ 獲利稀釋,❌ 暫避觀望,-22.51,500.0,149.46
-133.64,2.56,2026-03,9.02%,2.14,77.25,7.466019565611649,2948.TWO,2025,1.84,48.05%,寶陞,0.4,⚠️ 獲利稀釋,⚪ 中性觀察,-2.28,38.4500007629,136.2
-134.24,81.01,2026-03,29.56%,45.48,1553.55,23.993434392198516,3131.TWO,2025,59.93,42.10%,弘塑,16.11,⚠️ 獲利稀釋,❌ 暫避觀望,56.98,2485.0,215.25
-134.56,-70.27,2026-03,N/A,0.98,42.45,13.339222614840988,5906.TW,2025,-7.04,N/A,台南-KY,0.11,📉 獲利侵蝕,⚪ 中性觀察,-41.32,37.75,64.29
-135.08,166.67,2026-03,N/A,3.82,158.10000000000002,2.5047437968216317,6171.TWO,2025,-35.35,N/A,大城地產,0.08,⚠️ 獲利稀釋,⚪ 中性觀察,-33.33,26.3999996185,301.75
-136.5,90.48,2026-03,7.58%,1.5,15.3,95.68627301382354,3138.TW,2025,2.05,41.30%,耀登,-0.02,⚠️ 獲利稀釋,❌ 暫避觀望,-51.49,97.5999984741,226.98
-136.71,-21.62,2026-03,N/A,1.05,38.849999999999994,9.420849273552124,5278.TWO,2025,18.28,N/A,尚凡*,0.29,📉 獲利侵蝕,⚪ 中性觀察,56.72,24.3999996185,115.09
-136.76,-11.9,2026-03,N/A,2.6,93.15,13.31722978231884,6642.TWO,2025,3.61,N/A,富致,0.74,📉 獲利侵蝕,⚪ 中性觀察,-27.37,82.6999969482,124.86
-136.98000000000002,45.45,2026-03,-7.54%,0.43,13.35,12.640449438202246,4109.TWO,2025,-9.62,24.70%,加捷生醫,0.15,⚠️ 獲利稀釋,⚪ 中性觀察,-80.37,11.25,182.43
-137.41,100.0,2026-03,N/A,-0.29,-35.849999999999994,0.0,6680.TWO,2025,-15.41,N/A,鑫創電子,0.08,🔄 轉虧為盈,⚪ 數據不足,-106.78,50.0,237.41
-137.46,-34.68,2026-03,18.07%,6.43,0.0,0.0,1319.TW,2025,-1.96,33.68%,東陽,1.62,📉 獲利侵蝕,⚪ 數據不足,-13.11,0.0,102.78
-137.54000000000002,-35.0,2026-03,N/A,1.63,45.3,23.70860876625828,6517.TWO,2025,-1.73,N/A,保勝光學,0.52,📉 獲利侵蝕,❌ 暫避觀望,-55.59,71.5999984741,102.54
-137.61,0.0,2026-03,-7.01%,-0.15,-5.7,0.0,2913.TW,2025,9.13,40.70%,農林,-0.04,📉 獲利侵蝕,⚪ 數據不足,31.82,11.1499996185,137.61
-137.88,-94.21,2026-03,N/A,1.29,299.54999999999995,1.3570355724336505,8422.TW,2025,-7.53,N/A,可寧衛*,0.21,📉 獲利侵蝕,⚪ 中性觀察,-87.79,27.1000003815,43.67
-138.13,10.57,2026-03,N/A,6.9,277.65000000000003,7.482441923284711,6206.TW,2025,9.26,N/A,飛捷,2.51,⚠️ 獲利稀釋,⚪ 中性觀察,-0.43,138.5,148.7
-138.3,-34.88,2026-03,N/A,7.31,175.2,7.636986040085616,6532.TWO,2025,-6.21,N/A,瑞耘,0.84,📉 獲利侵蝕,⚪ 中性觀察,81.39,89.1999969482,103.42
-138.5,35.71,2026-03,N/A,-0.77,-33.3,0.0,5211.TWO,2025,34.16,N/A,蒙恬,-0.18,⚠️ 獲利稀釋,⚪ 數據不足,34.19,19.25,174.21
-138.67999999999998,173.33,2026-03,1.28%,1.95,83.55000000000001,8.025134786876121,3306.TWO,2025,10.49,25.80%,鼎天,0.11,⚠️ 獲利稀釋,⚪ 中性觀察,-33.45,44.7000007629,312.01
-138.73,10.06,2026-03,N/A,6.18,223.8,8.746648793565683,8109.TWO,2025,15.04,N/A,博大,1.75,⚠️ 獲利稀釋,⚪ 中性觀察,-4.63,130.5,148.79
-139.09000000000003,400.0,2026-03,-3.56%,0.19,5.8500000000000005,49.48717753102564,1414.TW,2025,-10.66,15.75%,東和,0.06,⚠️ 獲利稀釋,❌ 暫避觀望,-19.23,19.2999992371,539.09
-139.35,-87.95,2026-03,N/A,3.0,78.0,7.028846007134616,7770.TWO,2025,12.79,N/A,君曜,0.1,📉 獲利侵蝕,⚪ 中性觀察,-47.4,36.5499992371,51.4
-139.45,2.74,2026-03,N/A,11.47,440.70000000000005,7.624234172906738,7765.TW,2025,3.64,N/A,中華資安,3.38,⚠️ 獲利稀釋,⚪ 中性觀察,2.97,224.0,142.19
-139.69,-69.05,2026-03,11.73%,5.29,193.95,3.580819739914927,1295.TWO,2025,4.97,49.97%,生合,0.39,📉 獲利侵蝕,⚪ 中性觀察,-6.08,46.2999992371,70.64
-140.07,-109.68,2026-03,N/A,-0.52,-18.6,0.0,6243.TW,2025,-12.93,N/A,迅杰,-0.03,📉 獲利侵蝕,⚪ 數據不足,-147.27,41.5999984741,30.39
-140.25,-31.58,2026-03,12.30%,3.43,134.39999999999998,4.397321598872769,4584.TWO,2025,-1.51,34.23%,君帆,0.91,📉 獲利侵蝕,⚪ 中性觀察,-4.72,39.4000015259,108.67
-140.68,-36.22,2026-03,N/A,6.76,290.85,8.019597730789066,2729.TWO,2025,0.46,N/A,瓦城,1.64,📉 獲利侵蝕,⚪ 中性觀察,-24.75,155.5,104.46
-141.57,-69.92,2026-03,2.86%,2.81,99.74999999999999,27.142857142857146,3035.TW,2025,62.61,42.16%,智原,0.4,📉 獲利侵蝕,❌ 暫避觀望,-29.75,180.5,71.65
-141.77,102.78,2026-03,N/A,2.0,52.95,17.81869731611898,6292.TWO,2025,-3.28,N/A,迅德,0.73,⚠️ 獲利稀釋,❌ 暫避觀望,-48.05,62.9000015259,244.55
-141.78,-4.18,2026-03,N/A,17.76,659.1,5.917159763313609,8081.TW,2025,5.0,N/A,致新,4.62,📉 獲利侵蝕,⚪ 中性觀察,-0.84,260.0,137.6
-141.87,-8.28,2026-03,N/A,5.8,215.7,5.180806675938804,6527.TWO,2025,9.33,N/A,明達醫,1.33,📉 獲利侵蝕,⚪ 中性觀察,15.63,74.5,133.59
-141.93,1.56,2026-03,N/A,-2.57,-88.05,0.0,6461.TWO,2025,170.31,N/A,益得,-0.63,⚠️ 獲利稀釋,⚪ 數據不足,18.35,16.1499996185,143.49
-142.2,-52.24,2026-03,N/A,3.09,127.64999999999999,3.419506507814336,7715.TWO,2025,-27.76,N/A,裕山,0.64,📉 獲利侵蝕,⚪ 中性觀察,-39.84,29.1000003815,89.96
-142.26,37.91,2026-03,31.25%,42.0,1583.5500000000002,13.403429004452022,1590.TW,2025,11.97,47.51%,亞德客-KY,13.35,⚠️ 獲利稀釋,⚪ 中性觀察,10.18,1415.0,180.17
-142.72,-91.38,2026-03,-58.77%,-1.59,0.0,0.0,1538.TW,2025,1.9,32.24%,正峰,-1.11,📉 獲利侵蝕,⚪ 數據不足,6.47,0.0,51.34
-143.05,300.0,2026-03,N/A,-0.65,-13.65,0.0,5468.TWO,2025,36.88,N/A,凱鈺,0.12,🔄 轉虧為盈,⚪ 數據不足,-246.15,25.3500003815,443.05
-143.09,-28.44,2026-03,16.92%,26.87,1029.8999999999999,7.937663850859307,3034.TW,2025,-2.07,38.19%,聯詠,6.19,📉 獲利侵蝕,⚪ 中性觀察,-19.62,545.0,114.65
-144.31,41.67,2026-03,N/A,0.58,35.24999999999999,80.63829787234043,8033.TW,2025,14.37,N/A,雷虎,0.34,⚠️ 獲利稀釋,❌ 暫避觀望,14.0,189.5,185.98
-144.99,-19.19,2026-03,N/A,34.51,1293.4499999999998,6.772584947234142,4966.TWO,2025,1.76,N/A,譜瑞-KY,6.77,📉 獲利侵蝕,⚪ 中性觀察,6.64,584.0,125.8
-145.23999999999998,61.74,2026-03,N/A,75.71,2791.5,34.87372380440623,7769.TW,2025,116.34,N/A,鴻勁,25.7,⚠️ 獲利稀釋,❌ 暫避觀望,110.03,6490.0,206.98
-145.57999999999998,92.31,2026-03,N/A,2.25,72.45,10.455486542443063,4995.TWO,2025,-7.32,N/A,晶達,1.01,⚠️ 獲利稀釋,⚪ 中性觀察,-50.22,50.5,237.89
-145.98999999999998,123.53,2026-03,N/A,0.58,11.549999999999999,18.76623351857143,4155.TW,2025,-6.81,N/A,訊映,0.39,⚠️ 獲利稀釋,❌ 暫避觀望,-10.94,14.4499998093,269.52
-146.18,-15.52,2026-03,14.34%,1.81,63.3,10.71090065471564,1203.TW,2025,-10.06,33.56%,味王,0.49,📉 獲利侵蝕,⚪ 中性觀察,-23.5,45.2000007629,130.66
-146.45999999999998,-66.89,2026-03,N/A,3.29,130.35000000000002,9.09090909090909,7642.TWO,2025,-15.67,N/A,昶瑞機電,0.5,📉 獲利侵蝕,⚪ 中性觀察,-50.94,79.0,79.57
-147.03,30.71,2026-03,N/A,6.25,202.2,16.468842729970326,7810.TWO,2025,34.56,N/A,捷創科技,1.83,⚠️ 獲利稀釋,❌ 暫避觀望,47.62,222.0,177.74
-147.64000000000001,-39.77,2026-03,N/A,1.85,107.1,13.207283340588237,8932.TWO,2025,51.84,N/A,智通*,0.53,📉 獲利侵蝕,⚪ 中性觀察,-7.07,94.3000030518,107.87
-147.67999999999998,3.33,2026-03,N/A,1.13,41.699999999999996,15.089928331978417,6821.TWO,2025,2.84,N/A,聯寶,0.32,⚠️ 獲利稀釋,❌ 暫避觀望,-5.93,41.9500007629,151.01
-147.81,17.55,2026-03,N/A,7.37,275.1,16.548527808069792,5234.TW,2025,12.43,N/A,達興材料,2.21,⚠️ 獲利稀釋,❌ 暫避觀望,32.55,303.5,165.36
-148.18,-29.73,2026-03,N/A,2.37,76.94999999999999,4.483430799220274,6671.TW,2025,-2.1,N/A,三能-KY,0.26,📉 獲利侵蝕,⚪ 中性觀察,-25.47,23.0,118.45
-148.53,-62.5,2026-03,N/A,0.96,0.0,0.0,8923.TWO,2025,2.69,N/A,時報,0.18,📉 獲利侵蝕,⚪ 數據不足,3.23,0.0,86.03
-148.87,-29.77,2026-03,N/A,3.0,106.8,19.662921348314608,4572.TW,2025,-23.02,N/A,駐龍,0.92,📉 獲利侵蝕,❌ 暫避觀望,-58.85,140.0,119.1
-149.18,-0.63,2026-03,31.26%,36.75,1359.6,63.823918799646954,3653.TW,2025,42.0,41.25%,健策,9.53,📉 獲利侵蝕,❌ 暫避觀望,49.96,5785.0,148.55
-149.42000000000002,-42.86,2026-03,-15.73%,-1.63,-24.3,0.0,2231.TW,2025,-21.77,23.65%,為升,0.4,🔄 轉虧為盈,⚪ 數據不足,-148.96,92.9000015259,106.56
-150.01,16.0,2026-03,N/A,-0.88,-33.75,0.0,4188.TWO,2025,-42.69,N/A,安克,-0.21,⚠️ 獲利稀釋,⚪ 數據不足,-10.0,16.1499996185,166.01
-150.05,111.11,2026-03,N/A,-0.28,-9.9,0.0,6226.TW,2025,-3.71,N/A,光鼎,0.01,🔄 轉虧為盈,⚪ 數據不足,38.64,34.0,261.16
-150.47,9.09,2026-03,N/A,4.22,157.95,3.5185184460683767,7753.TWO,2025,9.51,N/A,星亞,1.08,⚠️ 獲利稀釋,⚪ 中性觀察,10.39,37.0499992371,159.56
-150.56,17.31,2026-03,23.11%,-0.57,-47.25000000000001,0.0,4142.TW,2025,-9.99,49.56%,國光生,-0.44,⚠️ 獲利稀釋,⚪ 數據不足,1.75,17.8999996185,167.87
-150.93,41.89,2026-03,N/A,6.58,222.3,13.124156545209177,6719.TW,2025,23.89,N/A,力智,2.1,⚠️ 獲利稀釋,⚪ 中性觀察,198.64,194.5,192.82
-151.18,64.88,2026-03,N/A,15.42,550.4999999999999,32.69754768392371,6683.TWO,2025,23.03,N/A,雍智科技,6.23,⚠️ 獲利稀釋,❌ 暫避觀望,-12.9,1200.0,216.06
-152.4,-104.55,2026-03,-19.63%,-0.62,-25.5,0.0,3086.TWO,2025,5.99,44.07%,華義*,-0.01,📉 獲利侵蝕,⚪ 數據不足,-192.54,27.5,47.85
-152.6,13.4,2026-03,N/A,46.93,1842.6000000000001,50.879192445457505,6515.TW,2025,35.51,N/A,穎崴,19.54,⚠️ 獲利稀釋,❌ 暫避觀望,40.24,6250.0,166.0
