日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-28,2317,鴻海,252.0,241.21,2000,21580,4.47%
2026-08-28,4142,國光生,17.9,25.32,1000,-7420,-29.30%
2026-08-28,0050,元大台灣50,107.0,46.6,16000,966400,129.61%
2026-08-28,0056,元大高股息,53.8,36.43,4000,69480,47.68%
2026-08-28,00635U,期元大S&P黃金,47.37,55.25,3000,-23640,-14.26%
2026-08-28,00738U,期元大道瓊白銀,54.8,66.26,1000,-11460,-17.30%
2026-08-28,00929,復華台灣科技優息,29.13,19.73,8000,75200,47.64%
2026-08-28,009816,凱基台灣TOP50,15.59,11.01,63000,288540,41.60%
2026-08-28,00990A,主動元大AI新經濟,15.37,11.48,5000,19450,33.89%
2026-08-28,2009,第一銅,41.4,50.56,4000,-36640,-18.12%
2026-08-28,2337,旺宏,126.5,95.28,2000,62440,32.77%
2026-08-28,2409,友達,25.9,16.21,2000,19380,59.78%
2026-08-28,3481,群創,48.65,25.1,4000,94200,93.82%
2026-08-28,3105,穩懋,437.5,556.47,300,-35691,-21.38%
2026-08-28,4966,譜瑞-KY,580.0,1921.64,1000,-1341640,-69.82%
2026-08-28,2327,國巨*,600.0,1030.0,1,-430,-41.75%
2026-08-28,00403A,主動統一升級50,10.38,10.68,26000,-7800,-2.81%
2026-08-28,00981A,主動統一台股增長,30.16,27.48,2000,5360,9.75%
2026-08-28,2330,台積電,2420.0,225.55,10,21944,972.93%
2026-08-28,6789,采鈺,463.5,593.5,400,-52000,-21.90%
2026-08-28,6849,奇鼎科技,135.0,266.4,280,-36792,-49.32%
2026-08-28,7853,政美應用,297.0,409.29,280,-31441,-27.44%
2026-08-28,3576,聯合再生,17.45,18.15,5000,-3500,-3.86%
2026-08-28,1721,三晃,20.4,27.88,3000,-22450,-26.84%
2026-08-28,8215,明基材,26.05,31.6,200,-1110,-17.56%
2026-08-28,00405A,主動富邦台灣龍耀,8.78,9.34,11000,-6160,-6.00%
2026-08-28,5498,凱崴,57.6,69.61,188,-2258,-17.25%
2026-08-28,1301,台塑,62.4,50.5,100,1190,23.56%
2026-08-28,6498,久禾光,75.8,67.3,12,102,12.63%
2026-08-28,009821,野村稀土關鍵資源,15.92,17.3,12000,-16560,-7.98%
