股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,55.50,111,64.28,36.61,---,3.53%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,62.80,1,80.50,57.60,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,687.00,695,956.00,157.83,---,0.74%,進入盤整,無,無,ADX 為 17.79 (低於 20),進入盤整
00696,富邦美債20年,28.08,1534,30.21,27.13,---,0.94%,離開盤整 (向下),無,無,跌破布林下軌 (28.09),離開盤整 (向下)
6153,嘉聯益,16.80,2166,24.45,13.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,195.50,7558,346.94,79.50,---,4.05%,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,62.00,177,98.20,37.00,---,3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.36,17,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
3479,安勤,129.50,570,156.50,83.70,📅 預告 (20260819),5.22%,均線糾擺,無,無,MA 乖離率僅 1.18%,均線糾擺
1789,神隆,19.00,665,28.25,16.65,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.86%,均線糾擺
3171,炎洲流通,63.90,21,79.40,40.55,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.46%,均線糾擺
4721,美琪瑪,76.30,603,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.66,17,3.51,2.53,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
6924,榮惠-KY創,114.50,21,193.50,47.80,📅 預告 (20260820),7.45%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,483.00,2650,573.00,278.50,---,4.08%,貼軌運行,無,無,股價於高位貼軌 (483.00 > 1.5σ)，動能強勁,貼軌運行
3011,今皓,11.00,688,17.15,10.95,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,92.05,166,107.70,37.46,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.52,7365,11.29,5.32,---,---,進入盤整,無,無,ADX 為 15.54 (低於 20),進入盤整
4961,天鈺,165.00,345,188.00,135.00,---,5.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,15.20,22,17.99,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.94%,均線糾擺
