prev_rev_yoy,eps_yoy,rev_yoy,gm,prev_eps_yoy,pe,expansion,prev_eps,prev_year,status,price,name,advice,symbol,date,est_price,eps,om
-42.16,-4.65,266.99,-184.95%,34.68,0.0,-271.64,-1.45,2025,📉 獲利侵蝕,15.3999996185,迎輝,⚪ 數據不足,3523.TWO,2026-03,-66.15,-0.45,-404.30%
12.22,50.0,322.32,N/A,25.0,34.03409177602273,-272.32,0.61,2025,⚠️ 獲利稀釋,29.9500007629,富強鑫,❌ 暫避觀望,6603.TWO,2026-03,13.2,0.03,N/A
22.15,160.0,432.53,31.61%,-5.94,12.780488177024392,-272.53,1.0,2025,⚠️ 獲利稀釋,26.2000007629,承業醫,⚪ 中性觀察,4164.TW,2026-03,30.749999999999996,0.13,15.00%
-6.28,-43.25,229.47,N/A,-39.94,6.478209658421672,-272.72,9.65,2025,📉 獲利侵蝕,165.0,天鈺,⚪ 中性觀察,4961.TW,2026-03,382.04999999999995,1.86,N/A
3.54,25.58,298.43,27.39%,5.94,8.032128514056224,-272.85,2.14,2025,⚠️ 獲利稀釋,40.0,三商家購,⚪ 中性觀察,2945.TW,2026-03,74.7,0.54,1.25%
-90.1,-42.86,230.0,N/A,23.33,0.0,-272.86,-0.23,2025,📉 獲利侵蝕,20.2000007629,瑞築,⚪ 數據不足,6198.TWO,2026-03,-7.95,-0.1,N/A
-0.13,164.71,438.24,N/A,-332.14,0.0,-273.53,-0.65,2025,🔄 轉虧為盈,20.1000003815,萬達光電,⚪ 數據不足,5220.TWO,2026-03,-10.8,0.45,N/A
-24.52,-98.33,175.44,15.90%,-95.68,0.0,-273.77,0.24,2025,📉 獲利侵蝕,52.0999984741,龍鋒,⚪ 數據不足,3226.TWO,2026-03,-5.7,0.02,4.48%
26.34,4.3,278.53,N/A,31.08,10.17428167687235,-274.22999999999996,8.73,2025,⚠️ 獲利稀釋,216.0,良維,⚪ 中性觀察,6290.TWO,2026-03,318.45,2.68,N/A
0.06,-22.22,252.41,N/A,-9.62,17.532467532467532,-274.63,0.47,2025,📉 獲利侵蝕,13.5,高林,❌ 暫避觀望,2906.TW,2026-03,11.55,0.07,N/A
-32.33,113.33,390.11,55.83%,-922.73,0.0,-276.78000000000003,-3.62,2025,🔄 轉虧為盈,26.0,鼎固-KY,⚪ 數據不足,2923.TW,2026-03,-69.6,0.02,-153.80%
1.33,153.33,430.66,25.17%,-74.4,58.796296296296305,-277.33000000000004,0.53,2025,⚠️ 獲利稀釋,31.75,萬在,❌ 暫避觀望,4543.TWO,2026-03,8.1,0.76,7.11%
-36.53,-191.43,86.45,N/A,54.88,0.0,-277.88,-1.13,2025,📉 獲利侵蝕,14.6499996185,鋐寶科技,⚪ 數據不足,6674.TW,2026-03,-59.1,-1.04,N/A
-7.81,-7.58,271.13,N/A,-20.27,5.195035325726951,-278.71,2.4,2025,📉 獲利侵蝕,29.2999992371,青鋼,⚪ 中性觀察,8930.TWO,2026-03,84.6,0.62,N/A
-8.43,166.67,445.75,N/A,-700.0,0.0,-279.08000000000004,-0.96,2025,🔄 轉虧為盈,18.0,達邦蛋白,⚪ 數據不足,6578.TWO,2026-03,-21.15,0.08,N/A
12.97,-1.9,277.44,N/A,288.24,4.643902290156097,-279.34,4.02,2025,📉 獲利侵蝕,47.5999984741,浪凡,⚪ 中性觀察,6165.TW,2026-03,153.75,1.09,N/A
10.3,55.56,334.94,N/A,-71.34,76.88172043010752,-279.38,0.48,2025,⚠️ 獲利稀釋,71.5,今展科,❌ 暫避觀望,6432.TWO,2026-03,13.950000000000001,0.72,N/A
29.09,-74.58,205.16,27.46%,155.22,14.818841132536233,-279.74,0.74,2025,📉 獲利侵蝕,20.4500007629,曜越,⚪ 中性觀察,3540.TWO,2026-03,20.7,0.15,-3.44%
3.52,240.0,521.37,17.05%,193.18,0.0,-281.37,0.41,2025,⚠️ 獲利稀釋,44.75,環科,⚪ 數據不足,2413.TW,2026-03,-4.2,0.51,3.38%
27.72,30.64,312.22,32.82%,45.05,7.769028871391076,-281.58000000000004,7.94,2025,⚠️ 獲利稀釋,148.0,建準,⚪ 中性觀察,2421.TW,2026-03,285.75,2.36,16.47%
-5.89,-9.38,272.22,N/A,-21.86,6.323422548817984,-281.6,5.97,2025,📉 獲利侵蝕,87.1999969482,益張,⚪ 中性觀察,8342.TWO,2026-03,206.85,1.45,N/A
-4.53,-32.26,249.4,N/A,-6.83,10.963455149501662,-281.66,7.64,2025,📉 獲利侵蝕,198.0,同欣電,⚪ 中性觀察,6271.TW,2026-03,270.9,1.89,N/A
-6.24,31.82,313.98,19.14%,-21.93,7.064102368487179,-282.16,1.55,2025,⚠️ 獲利稀釋,27.5499992371,遠東新,⚪ 中性觀察,1402.TW,2026-03,58.50000000000001,0.61,6.69%
-43.95,0.0,283.09,N/A,-1080.0,0.0,-283.09,-0.5,2025,📉 獲利侵蝕,6.0300002098,富裔,⚪ 數據不足,6264.TWO,2026-03,-26.999999999999996,-0.22,N/A
19.87,16.43,299.83,N/A,-30.21,24.262461851475077,-283.4,3.95,2025,⚠️ 獲利稀釋,238.5,千附精密,❌ 暫避觀望,6829.TWO,2026-03,147.45,1.63,N/A
5.3,-56.82,226.98,N/A,40.56,16.958598726114648,-283.8,2.59,2025,📉 獲利侵蝕,106.5,均豪,❌ 暫避觀望,5443.TWO,2026-03,94.2,0.19,N/A
19.79,-58.82,225.33,N/A,-11.69,10.942307985730768,-284.15000000000003,1.36,2025,📉 獲利侵蝕,28.4500007629,驊宏資,⚪ 中性觀察,6148.TWO,2026-03,39.00000000000001,0.07,N/A
40.66,72.41,356.69,N/A,29.29,12.11484593837535,-284.28,10.99,2025,⚠️ 獲利稀釋,346.0,衛司特,⚪ 中性觀察,6894.TWO,2026-03,428.40000000000003,4.5,N/A
-23.26,40.0,324.54,N/A,-31.43,11.384976525821596,-284.54,2.05,2025,⚠️ 獲利稀釋,48.5,藍天,⚪ 中性觀察,2362.TW,2026-03,63.9,0.61,N/A
-13.29,-62.69,222.27,N/A,-65.19,10.059523582455357,-284.96000000000004,3.59,2025,📉 獲利侵蝕,67.5999984741,泓德能源,⚪ 中性觀察,6873.TW,2026-03,100.80000000000001,0.25,N/A
5.91,6.25,291.37,N/A,1.52,6.870604567383966,-285.12,2.68,2025,⚠️ 獲利稀釋,48.8499984741,新海,⚪ 中性觀察,9926.TW,2026-03,106.65,0.68,N/A
-50.97,-102.86,182.49,N/A,-80.22,4.3222505418286445,-285.35,1.92,2025,📉 獲利侵蝕,33.7999992371,皇翔,⚪ 中性觀察,2545.TW,2026-03,117.30000000000001,-0.01,N/A
23.94,79.17,364.8,N/A,-191.67,80.849053724717,-285.63,-0.55,2025,🔄 轉虧為盈,85.6999969482,羅昇,❌ 暫避觀望,8374.TW,2026-03,15.899999999999997,0.43,N/A
15.94,86.52,372.28,N/A,-2.48,5.8304891922639355,-285.76,6.57,2025,⚠️ 獲利稀釋,102.5,世紀鋼,⚪ 中性觀察,9958.TW,2026-03,263.70000000000005,2.63,N/A
7.18,8.57,295.87,27.00%,10.14,8.689024390243903,-287.3,8.07,2025,⚠️ 獲利稀釋,171.0,中興電,⚪ 中性觀察,1513.TW,2026-03,295.2,1.94,17.59%
9.65,13.51,301.45,29.13%,-33.33,12.16931216931217,-287.94,1.66,2025,⚠️ 獲利稀釋,69.0,尼克森,⚪ 中性觀察,3317.TWO,2026-03,85.05,0.84,15.60%
31.74,37.66,326.04,31.93%,98.71,19.467493389258685,-288.38,46.57,2025,⚠️ 獲利稀釋,2135.0,貿聯-KY,❌ 暫避觀望,3665.TW,2026-03,1645.05,11.66,18.37%
19.95,-60.0,228.62,28.39%,13.43,6.547131303872952,-288.62,2.28,2025,📉 獲利侵蝕,31.9500007629,全宇生技-KY,⚪ 中性觀察,4148.TW,2026-03,73.19999999999999,0.08,9.28%
1.99,34.78,324.71,30.30%,-30.97,15.777027284797295,-289.92999999999995,0.78,2025,⚠️ 獲利稀釋,23.3500003815,大統新創,❌ 暫避觀望,1470.TW,2026-03,22.200000000000003,0.31,18.03%
7.87,11.56,301.8,N/A,-51.37,32.25806451612903,-290.24,3.63,2025,⚠️ 獲利稀釋,280.0,松川精密,❌ 暫避觀望,7788.TW,2026-03,130.2,2.22,N/A
13.91,16.2,308.39,N/A,-8.97,7.018763029881863,-292.19,5.62,2025,⚠️ 獲利稀釋,101.0,八貫,⚪ 中性觀察,1342.TW,2026-03,215.85,2.08,N/A
29.61,-26.58,265.83,27.73%,52.37,3.8863976083707024,-292.40999999999997,5.23,2025,📉 獲利侵蝕,52.0,竣邦-KY,⚪ 中性觀察,4442.TWO,2026-03,200.70000000000002,1.17,10.88%
11.55,18.09,310.78,N/A,-5.85,7.71292435973794,-292.69,6.45,2025,⚠️ 獲利稀釋,129.5,安勤,⚪ 中性觀察,3479.TWO,2026-03,251.85,2.22,N/A
-9.87,-23.53,269.43,27.13%,-2550.0,0.0,-292.96000000000004,-0.49,2025,📉 獲利侵蝕,21.75,夏都,⚪ 數據不足,2722.TW,2026-03,-19.5,-0.21,-30.10%
-1.77,-7.55,285.87,N/A,-36.28,8.343195491982248,-293.42,1.38,2025,📉 獲利侵蝕,28.2000007629,台林,⚪ 中性觀察,5353.TWO,2026-03,50.699999999999996,0.5,N/A
-1.12,-22.86,270.61,N/A,-428.57,0.0,-293.47,-1.15,2025,📉 獲利侵蝕,20.7999992371,松崗,⚪ 數據不足,6240.TWO,2026-03,-60.44999999999999,-0.43,N/A
-5.35,-14.47,280.23,N/A,-77.08,12.798834264110788,-294.70000000000005,1.16,2025,📉 獲利侵蝕,43.9000015259,關中,⚪ 中性觀察,8941.TWO,2026-03,51.45,1.36,N/A
373.32,-52.56,242.32,N/A,-69.48,1.7485264476522593,-294.88,5.56,2025,📉 獲利侵蝕,17.7999992371,世紀*,⚪ 中性觀察,5314.TWO,2026-03,152.7,0.37,N/A
16.61,19.35,314.37,N/A,-63.09,37.4311919606422,-295.02,0.55,2025,⚠️ 獲利稀釋,40.7999992371,寶一,❌ 暫避觀望,8222.TW,2026-03,16.35,0.37,N/A
3.44,-70.52,224.56,N/A,-34.8,8.264110593620874,-295.08,4.36,2025,📉 獲利侵蝕,77.5999984741,佳邦,⚪ 中性觀察,6284.TWO,2026-03,140.85000000000002,0.51,N/A
-32.24,-175.0,120.26,N/A,104.91,0.0,-295.26,0.17,2025,📉 獲利侵蝕,35.4500007629,立凱-KY,⚪ 數據不足,5227.TWO,2026-03,-4.199999999999994,-1.43,N/A
3.01,27.64,323.3,N/A,13.48,3.454384410983171,-295.66,4.21,2025,⚠️ 獲利稀釋,39.0,合機,⚪ 中性觀察,1618.TW,2026-03,169.35,1.57,N/A
23.11,300.0,596.06,18.05%,188.1,33.68055555555556,-296.05999999999995,0.37,2025,⚠️ 獲利稀釋,24.25,吉茂,❌ 暫避觀望,1587.TW,2026-03,10.799999999999999,0.04,2.96%
21.66,40.18,336.78,N/A,-2.92,13.32737030411449,-296.59999999999997,4.34,2025,⚠️ 獲利稀釋,149.0,鴻呈,⚪ 中性觀察,6913.TWO,2026-03,167.7,1.58,N/A
-9.29,9.52,307.38,19.83%,-12.98,4.5508709006324475,-297.86,4.56,2025,⚠️ 獲利稀釋,49.6500015259,漢平,⚪ 中性觀察,2488.TW,2026-03,163.65,0.92,7.42%
-11.79,-136.07,163.62,N/A,-48.7,17.047145644714643,-299.69,2.51,2025,📉 獲利侵蝕,68.6999969482,立誠,❌ 暫避觀望,6597.TWO,2026-03,60.44999999999999,-0.45,N/A
-7.95,29.6,329.53,23.43%,-30.65,6.5795208633878,-299.92999999999995,3.71,2025,⚠️ 獲利稀釋,60.4000015259,富林-KY,⚪ 中性觀察,1341.TW,2026-03,137.7,1.62,12.74%
6.42,-34.37,265.7,N/A,3.41,4.971042471042471,-300.07,4.27,2025,📉 獲利侵蝕,51.5,崧騰,⚪ 中性觀察,3484.TWO,2026-03,155.39999999999998,0.63,N/A
-8.96,-22.22,277.89,N/A,-80.53,57.962961549999996,-300.11,0.22,2025,📉 獲利侵蝕,15.6499996185,南良,❌ 暫避觀望,5450.TWO,2026-03,4.050000000000001,0.07,N/A
-8.15,-49.06,251.13,N/A,-26.71,5.853658769192074,-300.19,3.08,2025,📉 獲利侵蝕,38.4000015259,福興,⚪ 中性觀察,9924.TW,2026-03,98.39999999999999,0.54,N/A
2.91,-14.81,285.59,N/A,6.16,6.133567930738137,-300.4,2.24,2025,📉 獲利侵蝕,34.9000015259,德記,⚪ 中性觀察,5902.TWO,2026-03,85.35000000000001,0.46,N/A
-18.27,-59.38,241.39,23.89%,-6600.0,0.0,-300.77,-1.3,2025,📉 獲利侵蝕,12.8000001907,環天科,⚪ 數據不足,3499.TWO,2026-03,-57.15,-0.51,-8.96%
11.63,73.15,374.3,14.11%,11.43,12.630117973629424,-301.15,5.46,2025,⚠️ 獲利稀釋,182.0,長榮航太,⚪ 中性觀察,2645.TW,2026-03,216.15,2.58,9.96%
-81.41,-9.76,291.48,N/A,-480.95,0.0,-301.24,-0.8,2025,📉 獲利侵蝕,14.3000001907,全坤建,⚪ 數據不足,2509.TW,2026-03,-36.75,-0.45,N/A
9.39,-31.4,269.93,N/A,-22.33,6.692607300758755,-301.33,4.01,2025,📉 獲利侵蝕,68.8000030518,大樹,⚪ 中性觀察,6469.TWO,2026-03,154.2,0.83,N/A
6.1,68.75,370.94,N/A,69.12,36.28640776699029,-302.19,2.3,2025,⚠️ 獲利稀釋,149.5,新門,❌ 暫避觀望,5432.TWO,2026-03,61.800000000000004,0.27,N/A
59.94,41.75,344.68,N/A,41.2,11.766104112193963,-302.93,16.28,2025,⚠️ 獲利稀釋,495.0,崴寶,⚪ 中性觀察,7744.TWO,2026-03,631.05,5.66,N/A
2.56,-195.24,108.1,N/A,-93.2,0.0,-303.34000000000003,0.1,2025,📉 獲利侵蝕,118.0,邑錡,⚪ 數據不足,7402.TWO,2026-03,-6.15,-0.4,N/A
5.01,-20.46,283.01,N/A,-18.94,4.751953479920044,-303.46999999999997,22.45,2025,📉 獲利侵蝕,261.5,復盛應用,⚪ 中性觀察,6670.TW,2026-03,825.45,6.96,N/A
2.53,12.7,316.58,32.82%,-18.86,26.59090909090909,-303.88,4.99,2025,⚠️ 獲利稀釋,292.5,精材,❌ 暫避觀望,3374.TWO,2026-03,165.0,1.42,27.31%
3.65,38.89,342.78,23.30%,-9.71,20.161290322580644,-303.89,1.86,2025,⚠️ 獲利稀釋,87.5,光頡,❌ 暫避觀望,3624.TWO,2026-03,65.1,0.75,7.20%
-10.48,-150.0,153.95,N/A,-337.5,0.0,-303.95,-1.13,2025,📉 獲利侵蝕,12.1999998093,威力暘-創,⚪ 數據不足,6988.TW,2026-03,-24.15,-0.05,N/A
-6.64,-61.07,243.32,18.31%,-56.6,12.997903563941298,-304.39,1.42,2025,📉 獲利侵蝕,62.0,巧新,⚪ 中性觀察,1563.TW,2026-03,71.55000000000001,0.6,3.31%
-17.79,-97.44,207.42,20.78%,-270.99,0.0,-304.86,-4.64,2025,🔄 轉虧為盈,49.6500015259,敦泰,⚪ 數據不足,3545.TW,2026-03,-28.650000000000006,0.02,-7.17%
-12.03,-141.61,163.56,N/A,-40.21,0.0,-305.17,4.58,2025,📉 獲利侵蝕,0.0,寶綠特-KY,⚪ 數據不足,6887.TW,2026-03,0.0,-0.62,N/A
11.55,14.29,319.74,25.97%,-12.04,12.946089597570234,-305.45,5.48,2025,⚠️ 獲利稀釋,170.5,台星科,⚪ 中性觀察,3265.TWO,2026-03,197.55,1.76,19.26%
12.09,-53.33,253.31,22.41%,46.48,0.0,-306.64,1.06,2025,📉 獲利侵蝕,19.1000003815,興采,⚪ 數據不足,4433.TWO,2026-03,-13.649999999999997,0.14,9.68%
2.6,3.33,310.34,N/A,10.9,3.2371294851794072,-307.01,9.97,2025,⚠️ 獲利稀釋,83.0,力泰,⚪ 中性觀察,5520.TWO,2026-03,384.6,2.48,N/A
9.26,-63.79,244.27,37.30%,-69.45,13.774354327140916,-308.06,11.51,2025,📉 獲利侵蝕,608.0,國巨*,⚪ 中性觀察,2327.TW,2026-03,662.1,3.9,24.28%
20.59,0.0,308.22,23.91%,18.27,13.220064231100324,-308.22,1.24,2025,📉 獲利侵蝕,40.8499984741,華晶科,⚪ 中性觀察,3059.TW,2026-03,46.349999999999994,0.26,2.92%
12.89,164.0,473.15,N/A,9.74,9.088555152770583,-309.15,7.91,2025,⚠️ 獲利稀釋,175.5,精誠,⚪ 中性觀察,6214.TW,2026-03,289.65000000000003,2.64,N/A
0.46,7.14,317.56,25.14%,-6.99,6.656101426307448,-310.42,2.61,2025,⚠️ 獲利稀釋,42.0,眾福科,⚪ 中性觀察,3168.TW,2026-03,94.65,0.6,8.89%
2.45,-55.13,255.86,N/A,-33.33,3.6106624202746365,-310.99,2.35,2025,📉 獲利侵蝕,22.3500003815,晉泰,⚪ 中性觀察,6221.TWO,2026-03,92.85,0.35,N/A
-3.8,33.33,345.16,23.19%,-30.16,8.716012199848942,-311.83000000000004,1.33,2025,⚠️ 獲利稀釋,28.8500003815,佳格,⚪ 中性觀察,1227.TW,2026-03,49.65,0.52,4.10%
8.9,70.0,381.92,N/A,11.72,28.095872170439414,-311.92,3.26,2025,⚠️ 獲利稀釋,211.0,信昌電,❌ 暫避觀望,6173.TWO,2026-03,112.64999999999999,1.19,N/A
-1.9,-211.63,101.24,N/A,-79.59,37.415729479887645,-312.87,0.51,2025,📉 獲利侵蝕,33.2999992371,弘凱,❌ 暫避觀望,5244.TW,2026-03,13.35,-0.48,N/A
195.34,41.38,356.44,30.65%,35.21,0.0,-315.06,-0.52,2025,⚠️ 獲利稀釋,10.8000001907,上曜,⚪ 數據不足,1316.TW,2026-03,-30.449999999999996,-0.19,-1.86%
25.19,29.03,344.16,15.14%,-47.66,14.323607427055702,-315.13,4.13,2025,⚠️ 獲利稀釋,162.0,六方科-KY,⚪ 中性觀察,4569.TW,2026-03,169.65,3.22,0.74%
-4.08,-12.2,303.58,N/A,-74.77,25.048542948640776,-315.78,0.27,2025,📉 獲利侵蝕,25.7999992371,惠光,❌ 暫避觀望,6508.TWO,2026-03,15.450000000000001,0.36,N/A
-5.68,26.67,343.04,22.84%,-39.27,7.630272952853599,-316.37,1.5,2025,⚠️ 獲利稀釋,30.75,正新,⚪ 中性觀察,2105.TW,2026-03,60.44999999999999,0.57,6.75%
-9.81,22.22,338.66,21.48%,-132.32,0.0,-316.44000000000005,-0.34,2025,🔄 轉虧為盈,0.0,艾笛森,⚪ 數據不足,3591.TW,2026-03,0.0,0.12,-2.51%
-10.14,-24.19,293.89,N/A,-50.0,6.590000152579999,-318.08,2.2,2025,📉 獲利侵蝕,32.9500007629,榮剛,⚪ 中性觀察,5009.TWO,2026-03,75.0,0.5,N/A
-14.3,-75.79,242.64,N/A,-73.47,12.54335260115607,-318.43,3.0,2025,📉 獲利侵蝕,108.5,永道-KY,⚪ 中性觀察,6863.TW,2026-03,129.75,0.61,N/A
-1.12,-5.26,313.28,N/A,17.15,0.0,-318.53999999999996,-2.07,2025,📉 獲利侵蝕,19.1000003815,光麗-KY,⚪ 數據不足,6431.TW,2026-03,-73.94999999999999,-0.4,N/A
79.86,-150.0,168.9,N/A,95.65,0.0,-318.9,-0.09,2025,📉 獲利侵蝕,32.9000015259,成信實業*-創,⚪ 數據不足,6969.TW,2026-03,-9.3,-0.05,N/A
13.75,-244.44,74.47,N/A,-38.46,0.0,-318.90999999999997,-0.92,2025,📉 獲利侵蝕,98.5,共信-KY,⚪ 數據不足,6617.TWO,2026-03,-30.450000000000003,-0.32,N/A
-14.66,44.9,364.7,N/A,-338.6,0.0,-319.8,-1.35,2025,⚠️ 獲利稀釋,17.7000007629,雷笛克光學,⚪ 數據不足,5230.TWO,2026-03,-60.6,-0.28,N/A
-4.99,-48.98,271.71,N/A,-97.61,0.0,-320.69,0.06,2025,📉 獲利侵蝕,22.1000003815,華祺,⚪ 數據不足,5015.TWO,2026-03,-13.799999999999999,0.25,N/A
-6.24,-6.49,314.69,23.64%,-11.43,9.216384683882458,-321.18,13.02,2025,📉 獲利侵蝕,310.5,信邦,⚪ 中性觀察,3023.TW,2026-03,505.34999999999997,3.6,9.15%
20.3,13.18,334.59,28.44%,30.29,8.487654320987655,-321.40999999999997,10.26,2025,⚠️ 獲利稀釋,220.0,臺慶科,⚪ 中性觀察,3357.TWO,2026-03,388.79999999999995,2.51,14.20%
54.05,89.33,411.46,33.66%,64.8,21.47565383797576,-322.13,19.47,2025,⚠️ 獲利稀釋,1010.0,金像電,❌ 暫避觀望,2368.TW,2026-03,705.45,6.87,24.30%
-16.5,-30.61,292.45,20.87%,-50.0,7.976653696498054,-323.06,1.1,2025,📉 獲利侵蝕,20.5,全台,⚪ 中性觀察,3038.TW,2026-03,38.550000000000004,0.37,0.16%
-22.51,-7.41,316.3,19.95%,-79.88,38.32061126938931,-323.71000000000004,0.66,2025,📉 獲利侵蝕,50.2000007629,健椿,❌ 暫避觀望,4561.TWO,2026-03,19.650000000000002,0.25,4.03%
-7.71,-66.67,257.7,21.08%,-51.27,8.465974801141869,-324.37,3.45,2025,📉 獲利侵蝕,73.4000015259,信錦,⚪ 中性觀察,1582.TW,2026-03,130.05,0.35,5.11%
3.4,41.67,366.19,25.38%,58.77,6.969339442712264,-324.52,1.81,2025,⚠️ 獲利稀釋,29.5499992371,錩新,⚪ 中性觀察,2415.TW,2026-03,63.6,0.35,12.75%
1.69,18.52,345.97,N/A,0.6,6.740139034129931,-327.45000000000005,1.72,2025,⚠️ 獲利稀釋,29.0499992371,大台北,⚪ 中性觀察,9908.TW,2026-03,64.64999999999999,0.33,N/A
-7.67,5.8,333.31,N/A,-43.71,9.603469640644361,-327.51,6.22,2025,⚠️ 獲利稀釋,155.0,昇佳電子,⚪ 中性觀察,6732.TWO,2026-03,242.10000000000002,2.19,N/A
14.61,-18.28,310.12,25.36%,-28.03,8.71523219229139,-328.4,2.49,2025,📉 獲利侵蝕,65.8000030518,友通,⚪ 中性觀察,2397.TW,2026-03,113.25000000000001,0.76,-1.87%
-3.38,2.67,331.39,25.76%,-21.36,8.838095528742858,-328.71999999999997,2.37,2025,⚠️ 獲利稀釋,46.4000015259,怡利電,⚪ 中性觀察,2497.TW,2026-03,78.75,0.8,10.08%
7.21,1.12,330.21,24.39%,1.96,6.74025993842857,-329.09,3.12,2025,⚠️ 獲利稀釋,51.9000015259,凌群,⚪ 中性觀察,2453.TW,2026-03,115.50000000000001,0.9,4.56%
5.45,66.67,397.14,N/A,26.43,8.051118048359957,-330.46999999999997,4.02,2025,⚠️ 獲利稀釋,75.5999984741,汎瑋材料,⚪ 中性觀察,6967.TWO,2026-03,140.85000000000002,1.07,N/A
51.17,747.83,1078.36,14.91%,9.15,26.29737520355685,-330.52999999999986,1.56,2025,⚠️ 獲利稀釋,90.1999969482,康普,❌ 暫避觀望,4739.TW,2026-03,51.45,1.51,8.56%
4.4,116.67,447.51,N/A,15.38,18.543046357615893,-330.84,1.35,2025,⚠️ 獲利稀釋,56.0,鉅橡,❌ 暫避觀望,8074.TWO,2026-03,45.3,0.52,N/A
6.6,175.0,506.19,31.94%,230.83,23.75527393970464,-331.19,1.74,2025,⚠️ 獲利稀釋,56.2999992371,晶相光,❌ 暫避觀望,3530.TW,2026-03,35.550000000000004,0.44,14.09%
-71.56,-206.25,125.31,N/A,-78.9,0.0,-331.56,-1.95,2025,📉 獲利侵蝕,36.0999984741,尚茂,⚪ 數據不足,8291.TWO,2026-03,-75.75,-0.49,N/A
5.64,-7.53,324.12,N/A,4.19,8.558856221320132,-331.65,4.23,2025,📉 獲利侵蝕,77.8000030518,久元,⚪ 中性觀察,6261.TWO,2026-03,136.35,0.85,N/A
22.86,7.25,339.67,26.27%,26.02,38.50000000000001,-332.42,3.13,2025,⚠️ 獲利稀釋,269.5,新盛力,❌ 暫避觀望,4931.TWO,2026-03,104.99999999999999,1.48,15.45%
-14.65,56.0,389.13,22.79%,13.33,8.937728797985349,-333.13,1.19,2025,⚠️ 獲利稀釋,24.3999996185,新纖,⚪ 中性觀察,1409.TW,2026-03,40.95,0.39,8.66%
-3.61,-200.0,133.35,34.00%,-56.52,89.000002543,-333.35,0.1,2025,📉 獲利侵蝕,26.7000007629,健亞,❌ 暫避觀望,4130.TWO,2026-03,4.500000000000001,-0.09,-5.47%
-4.56,85.11,418.94,N/A,-45.45,9.665871121718377,-333.83,2.04,2025,⚠️ 獲利稀釋,40.5,科嘉-KY,⚪ 中性觀察,5215.TW,2026-03,62.85000000000001,0.87,N/A
25.24,56.17,390.31,N/A,56.88,11.240140227870288,-334.14,9.52,2025,⚠️ 獲利稀釋,256.5,大中,⚪ 中性觀察,6435.TWO,2026-03,342.3,3.67,N/A
-16.91,123.61,458.27,N/A,-348.39,0.0,-334.65999999999997,-1.61,2025,🔄 轉虧為盈,60.2000007629,易發,⚪ 數據不足,6425.TWO,2026-03,-90.45,0.17,N/A
-18.09,-15.38,320.5,22.74%,-77.78,0.0,-335.88,0.3,2025,📉 獲利侵蝕,21.7000007629,先益,⚪ 數據不足,3531.TWO,2026-03,-10.5,0.33,4.80%
7.48,-14.75,321.35,N/A,-26.62,5.3184715805573255,-336.1,3.06,2025,📉 獲利侵蝕,33.4000015259,嘉彰,⚪ 中性觀察,4942.TW,2026-03,94.19999999999999,0.52,N/A
5.19,-177.19,158.96,N/A,-35.0,100.14705657955884,-336.15,0.39,2025,📉 獲利侵蝕,68.0999984741,新漢,❌ 暫避觀望,8234.TWO,2026-03,10.2,-0.44,N/A
-3.8,42.5,378.91,N/A,-109.86,0.0,-336.41,-1.49,2025,⚠️ 獲利稀釋,16.9500007629,正能量智能,⚪ 數據不足,5348.TWO,2026-03,-53.4,-0.23,N/A
-3.48,-17.96,319.83,N/A,-67.55,13.83248730964467,-337.78999999999996,3.17,2025,📉 獲利侵蝕,54.5,弘帆,⚪ 中性觀察,8433.TWO,2026-03,59.1,1.37,N/A
15.29,105.83,443.87,N/A,4.08,20.330739299610894,-338.04,3.84,2025,⚠️ 獲利稀釋,209.0,睿生光電,❌ 暫避觀望,6861.TW,2026-03,154.20000000000002,2.12,N/A
-12.11,102.44,440.91,19.66%,-142.57,0.0,-338.47,-4.83,2025,🔄 轉虧為盈,49.5,程泰,⚪ 數據不足,1583.TW,2026-03,-285.45000000000005,0.18,-2.95%
123.75,85.0,423.64,N/A,50.0,0.0,-338.64,-0.16,2025,🔄 轉虧為盈,31.0,欣普羅,⚪ 數據不足,6560.TWO,2026-03,-28.5,0.37,N/A
14.03,14.08,353.67,N/A,14.17,10.235947258848023,-339.59000000000003,5.88,2025,⚠️ 獲利稀釋,147.5,捷敏-KY,⚪ 中性觀察,6525.TW,2026-03,216.14999999999998,1.62,N/A
6.99,-7.41,332.58,23.29%,-18.15,11.71009796838762,-339.99,2.42,2025,📉 獲利侵蝕,71.9000015259,東元,⚪ 中性觀察,1504.TW,2026-03,92.10000000000001,0.51,6.47%
-5.34,-35.29,305.41,N/A,12.0,4.861751239976958,-340.70000000000005,1.68,2025,📉 獲利侵蝕,21.1000003815,美隆電,⚪ 中性觀察,2477.TW,2026-03,65.1,0.11,N/A
8.23,9.68,350.73,1.76%,4.42,0.0,-341.05,-2.17,2025,⚠️ 獲利稀釋,24.3999996185,永昕,⚪ 數據不足,4726.TWO,2026-03,-88.94999999999999,-0.56,-18.26%
17.58,-28.57,312.59,N/A,-11.76,24.93548393258064,-341.15999999999997,0.16,2025,📉 獲利侵蝕,7.7300000191,力麒,❌ 暫避觀望,5512.TWO,2026-03,4.65,0.05,N/A
-4.71,-37.7,304.12,N/A,-24.63,2.5726140287448134,-341.82,4.1,2025,📉 獲利侵蝕,24.7999992371,寶成,⚪ 中性觀察,9904.TW,2026-03,144.6,0.76,N/A
